onset	duration	sample	trial_type	response_time	stim_file	value	correct
189.8420000000	n/a	189842	NeuCorrB1	1000	n/a	n/a	1
191.8420000000	n/a	191842	ignore	1700	n/a	n/a	1
193.5420000000	n/a	193542	PenaltyB1	1616	n/a	n/a	0
196.2260000000	n/a	196226	PunIncorrB1	1000	n/a	n/a	1
198.2260000000	n/a	198226	ignore	1700	n/a	n/a	1
199.9250000000	n/a	199925	PenaltyB1	1034	n/a	n/a	1
202.0250000000	n/a	202025	NeuCorrB1	1000	n/a	n/a	1
204.0260000000	n/a	204026	ignore	1700	n/a	n/a	1
205.7250000000	n/a	205725	PenaltyB1	1859	n/a	n/a	0
208.6590000000	n/a	208659	NeuIncorrB1	1000	n/a	n/a	1
210.6590000000	n/a	210659	ignore	1700	n/a	n/a	1
212.3590000000	n/a	212359	RewardB1	2335	n/a	n/a	0
215.7590000000	n/a	215759	NeuIncorrB1	1000	n/a	n/a	1
217.7590000000	n/a	217759	ignore	1700	n/a	n/a	1
219.4590000000	n/a	219459	PenaltyB1	3075	n/a	n/a	0
223.6090000000	n/a	223609	PunIncorrB1	1000	n/a	n/a	1
225.6090000000	n/a	225609	ignore	1700	n/a	n/a	1
227.3090000000	n/a	227309	RewardB1	2515	n/a	n/a	0
230.8920000000	n/a	230892	RewIncorrB1	1000	n/a	n/a	1
232.8920000000	n/a	232892	ignore	1700	n/a	n/a	1
234.5920000000	n/a	234592	PenaltyB1	3047	n/a	n/a	1
238.7090000000	n/a	238709	NeuCorrB1	1000	n/a	n/a	1
240.7090000000	n/a	240709	ignore	1700	n/a	n/a	1
242.4090000000	n/a	242409	RewardB1	2028	n/a	n/a	0
245.5090000000	n/a	245509	NeuIncorrB1	1000	n/a	n/a	1
247.5090000000	n/a	247509	ignore	1700	n/a	n/a	1
249.2090000000	n/a	249209	PenaltyB1	2041	n/a	n/a	1
252.3250000000	n/a	252325	NeuCorrB1	1000	n/a	n/a	1
254.3250000000	n/a	254325	ignore	1700	n/a	n/a	1
256.0250000000	n/a	256025	PenaltyB1	1754	n/a	n/a	0
258.8420000000	n/a	258842	PunIncorrB1	1000	n/a	n/a	1
260.8420000000	n/a	260842	ignore	1700	n/a	n/a	1
262.5420000000	n/a	262542	RewardB1	1304	n/a	n/a	0
264.9090000000	n/a	264909	RewIncorrB1	1000	n/a	n/a	1
266.9090000000	n/a	266909	ignore	1700	n/a	n/a	1
268.6090000000	n/a	268609	PenaltyB1	636	n/a	n/a	1
270.3090000000	n/a	270309	NeuCorrB1	1000	n/a	n/a	1
272.3090000000	n/a	272309	ignore	1700	n/a	n/a	1
274.0090000000	n/a	274009	RewardB1	2315	n/a	n/a	0
277.3920000000	n/a	277392	NeuIncorrB1	1000	n/a	n/a	1
279.3920000000	n/a	279392	ignore	1700	n/a	n/a	1
281.0920000000	n/a	281092	RewardB1	778	n/a	n/a	0
282.9420000000	n/a	282942	NeuIncorrB1	1000	n/a	n/a	1
284.9420000000	n/a	284942	ignore	1700	n/a	n/a	1
286.6420000000	n/a	286642	RewardB1	1404	n/a	n/a	0
289.1090000000	n/a	289109	RewIncorrB1	1000	n/a	n/a	1
291.1090000000	n/a	291109	ignore	1700	n/a	n/a	1
292.8090000000	n/a	292809	RewardB1	1244	n/a	n/a	0
295.1250000000	n/a	295125	NeuIncorrB1	1000	n/a	n/a	1
297.1250000000	n/a	297125	ignore	1700	n/a	n/a	1
298.8250000000	n/a	298825	RewardB1	1291	n/a	n/a	0
301.1920000000	n/a	301192	NeuIncorrB1	1000	n/a	n/a	1
303.1920000000	n/a	303192	ignore	1700	n/a	n/a	1
304.8920000000	n/a	304892	PenaltyB1	2440	n/a	n/a	0
308.4090000000	n/a	308409	PunIncorrB1	1000	n/a	n/a	1
310.4090000000	n/a	310409	ignore	1700	n/a	n/a	1
312.1090000000	n/a	312109	RewardB1	2292	n/a	n/a	0
315.4750000000	n/a	315475	NeuIncorrB1	1000	n/a	n/a	1
317.4750000000	n/a	317475	ignore	1700	n/a	n/a	1
319.1750000000	n/a	319175	PenaltyB1	2242	n/a	n/a	1
322.4920000000	n/a	322492	PunCorrB1	1000	n/a	n/a	1
324.4920000000	n/a	324492	ignore	1700	n/a	n/a	1
326.1920000000	n/a	326192	RewardB1	1836	n/a	n/a	0
329.0920000000	n/a	329092	NeuIncorrB1	1000	n/a	n/a	1
331.0920000000	n/a	331092	ignore	1700	n/a	n/a	1
332.7920000000	n/a	332792	RewardB1	824	n/a	n/a	0
334.6920000000	n/a	334692	NeuIncorrB1	1000	n/a	n/a	1
336.6920000000	n/a	336692	ignore	1700	n/a	n/a	1
338.3920000000	n/a	338392	RewardB1	1170	n/a	n/a	1
340.6250000000	n/a	340625	RewardCorrB1	1000	n/a	n/a	1
342.6250000000	n/a	342625	ignore	1700	n/a	n/a	1
344.3250000000	n/a	344325	PenaltyB1	999	n/a	n/a	0
346.3920000000	n/a	346392	PunIncorrB1	1000	n/a	n/a	1
348.3920000000	n/a	348392	ignore	1700	n/a	n/a	1
350.0920000000	n/a	350092	RewardB1	1197	n/a	n/a	1
352.3590000000	n/a	352359	NeuCorrB1	1000	n/a	n/a	1
354.3590000000	n/a	354359	ignore	1700	n/a	n/a	1
356.0590000000	n/a	356059	PenaltyB1	1475	n/a	n/a	0
358.6090000000	n/a	358609	PunIncorrB1	1000	n/a	n/a	1
360.6090000000	n/a	360609	STATUS	1700	n/a	n/a	1
362.3090000000	n/a	362309	RewardB1	2065	n/a	n/a	0
365.4420000000	n/a	365442	NeuIncorrB1	1000	n/a	n/a	1
367.4420000000	n/a	367442	STATUS	1700	n/a	n/a	1
369.1420000000	n/a	369142	PenaltyB1	1968	n/a	n/a	0
372.1750000000	n/a	372175	NeuIncorrB1	1000	n/a	n/a	1
374.1750000000	n/a	374175	STATUS	1700	n/a	n/a	1
375.8750000000	n/a	375875	RewardB1	2280	n/a	n/a	1
379.2250000000	n/a	379225	RewardCorrB1	1000	n/a	n/a	1
381.2250000000	n/a	381225	ignore	1700	n/a	n/a	1
382.9250000000	n/a	382925	PenaltyB1	1431	n/a	n/a	0
385.4250000000	n/a	385425	PunIncorrB1	1000	n/a	n/a	1
387.4250000000	n/a	387425	STATUS	1700	n/a	n/a	1
389.1250000000	n/a	389125	PenaltyB1	1252	n/a	n/a	1
391.4420000000	n/a	391442	NeuCorrB1	1000	n/a	n/a	1
393.4420000000	n/a	393442	STATUS	1700	n/a	n/a	1
395.1420000000	n/a	395142	RewardB1	881	n/a	n/a	1
397.0920000000	n/a	397092	RewardCorrB1	1000	n/a	n/a	1
399.0920000000	n/a	399092	ignore	1700	n/a	n/a	1
400.7920000000	n/a	400792	PenaltyB1	950	n/a	n/a	1
402.8090000000	n/a	402809	PunCorrB1	1000	n/a	n/a	1
404.8090000000	n/a	404809	STATUS	1700	n/a	n/a	1
406.5090000000	n/a	406509	RewardB1	859	n/a	n/a	0
408.4420000000	n/a	408442	NeuIncorrB1	1000	n/a	n/a	1
410.4420000000	n/a	410442	STATUS	1700	n/a	n/a	1
415.3090000000	n/a	415309	RewardB2	1902	n/a	n/a	0
418.2750000000	n/a	418275	NeuIncorrB2	1000	n/a	n/a	1
420.2750000000	n/a	420275	STATUS	1700	n/a	n/a	1
421.9750000000	n/a	421975	PenaltyB2	1091	n/a	n/a	1
424.1420000000	n/a	424142	NeuCorrB2	1000	n/a	n/a	1
426.1420000000	n/a	426142	STATUS	1700	n/a	n/a	1
427.8420000000	n/a	427842	RewardB2	1020	n/a	n/a	0
429.9250000000	n/a	429925	NeuIncorrB2	1000	n/a	n/a	1
431.9250000000	n/a	431925	STATUS	1700	n/a	n/a	1
433.6250000000	n/a	433625	RewardB2	2451	n/a	n/a	0
437.1420000000	n/a	437142	RewIncorrB2	1000	n/a	n/a	1
439.1420000000	n/a	439142	ignore	1700	n/a	n/a	1
440.8420000000	n/a	440842	PenaltyB2	1011	n/a	n/a	1
442.9250000000	n/a	442925	NeuCorrB2	1000	n/a	n/a	1
444.9250000000	n/a	444925	ignore	1700	n/a	n/a	1
446.6250000000	n/a	446625	RewardB2	1051	n/a	n/a	1
448.7420000000	n/a	448742	RewardCorrB2	1000	n/a	n/a	1
450.7420000000	n/a	450742	ignore	1700	n/a	n/a	1
452.4420000000	n/a	452442	PenaltyB2	807	n/a	n/a	1
454.3250000000	n/a	454325	NeuCorrB2	1000	n/a	n/a	1
456.3250000000	n/a	456325	ignore	1700	n/a	n/a	1
458.0250000000	n/a	458025	RewardB2	1355	n/a	n/a	1
460.4580000000	n/a	460458	RewardCorrB2	1000	n/a	n/a	1
462.4590000000	n/a	462459	ignore	1700	n/a	n/a	1
464.1580000000	n/a	464158	PenaltyB2	1358	n/a	n/a	1
466.5920000000	n/a	466592	NeuCorrB2	1000	n/a	n/a	1
468.5920000000	n/a	468592	ignore	1700	n/a	n/a	1
470.2920000000	n/a	470292	RewardB2	1077	n/a	n/a	0
472.4420000000	n/a	472442	NeuIncorrB2	1000	n/a	n/a	1
474.4420000000	n/a	474442	ignore	1700	n/a	n/a	1
476.1420000000	n/a	476142	PenaltyB2	2112	n/a	n/a	0
479.3250000000	n/a	479325	NeuIncorrB2	1000	n/a	n/a	1
481.3250000000	n/a	481325	ignore	1700	n/a	n/a	1
483.0250000000	n/a	483025	RewardB2	1004	n/a	n/a	0
485.0920000000	n/a	485092	NeuIncorrB2	1000	n/a	n/a	1
487.0920000000	n/a	487092	ignore	1700	n/a	n/a	1
488.7920000000	n/a	488792	PenaltyB2	1045	n/a	n/a	1
490.9080000000	n/a	490908	NeuCorrB2	1000	n/a	n/a	1
492.9080000000	n/a	492908	ignore	1700	n/a	n/a	1
494.6080000000	n/a	494608	RewardB2	1574	n/a	n/a	0
497.2580000000	n/a	497258	NeuIncorrB2	1000	n/a	n/a	1
499.2580000000	n/a	499258	ignore	1700	n/a	n/a	1
500.9580000000	n/a	500958	PenaltyB2	1192	n/a	n/a	0
503.2250000000	n/a	503225	PunIncorrB2	1000	n/a	n/a	1
505.2250000000	n/a	505225	ignore	1700	n/a	n/a	1
506.9250000000	n/a	506925	RewardB2	933	n/a	n/a	1
508.9250000000	n/a	508925	NeuCorrB2	1000	n/a	n/a	1
510.9250000000	n/a	510925	ignore	1700	n/a	n/a	1
512.6250000000	n/a	512625	PenaltyB2	1148	n/a	n/a	1
514.8420000000	n/a	514842	NeuCorrB2	1000	n/a	n/a	1
516.8420000000	n/a	516842	ignore	1700	n/a	n/a	1
518.5420000000	n/a	518542	RewardB2	1212	n/a	n/a	1
520.8250000000	n/a	520825	RewardCorrB2	1000	n/a	n/a	1
522.8250000000	n/a	522825	ignore	1700	n/a	n/a	1
524.5250000000	n/a	524525	PenaltyB2	1157	n/a	n/a	0
526.7580000000	n/a	526758	PunIncorrB2	1000	n/a	n/a	1
528.7580000000	n/a	528758	ignore	1700	n/a	n/a	1
530.4580000000	n/a	530458	RewardB2	1441	n/a	n/a	0
532.9750000000	n/a	532975	NeuIncorrB2	1000	n/a	n/a	1
534.9750000000	n/a	534975	ignore	1700	n/a	n/a	1
536.6750000000	n/a	536675	PenaltyB2	1195	n/a	n/a	0
538.9420000000	n/a	538942	NeuIncorrB2	1000	n/a	n/a	1
540.9420000000	n/a	540942	ignore	1700	n/a	n/a	1
542.6420000000	n/a	542642	PenaltyB2	568	n/a	n/a	1
544.2750000000	n/a	544275	NeuCorrB2	1000	n/a	n/a	1
546.2750000000	n/a	546275	ignore	1700	n/a	n/a	1
547.9750000000	n/a	547975	PenaltyB2	939	n/a	n/a	1
549.9920000000	n/a	549992	NeuCorrB2	1000	n/a	n/a	1
551.9920000000	n/a	551992	ignore	1700	n/a	n/a	1
553.6920000000	n/a	553692	RewardB2	1710	n/a	n/a	1
556.4750000000	n/a	556475	RewardCorrB2	1000	n/a	n/a	1
558.4750000000	n/a	558475	ignore	1700	n/a	n/a	1
560.1750000000	n/a	560175	RewardB2	758	n/a	n/a	0
562.0080000000	n/a	562008	RewIncorrB2	1000	n/a	n/a	1
564.0080000000	n/a	564008	ignore	1700	n/a	n/a	1
565.7080000000	n/a	565708	RewardB2	1000	n/a	n/a	0
567.7750000000	n/a	567775	NeuIncorrB2	1000	n/a	n/a	1
569.7750000000	n/a	569775	ignore	1700	n/a	n/a	1
571.4750000000	n/a	571475	PenaltyB2	697	n/a	n/a	1
573.2420000000	n/a	573242	NeuCorrB2	1000	n/a	n/a	1
575.2420000000	n/a	575242	ignore	1700	n/a	n/a	1
576.9420000000	n/a	576942	PenaltyB2	1037	n/a	n/a	1
579.0420000000	n/a	579042	NeuCorrB2	1000	n/a	n/a	1
581.0420000000	n/a	581042	ignore	1700	n/a	n/a	1
582.7420000000	n/a	582742	RewardB2	4408	n/a	n/a	1
588.2250000000	n/a	588225	RewardCorrB2	1000	n/a	n/a	1
590.2250000000	n/a	590225	ignore	1700	n/a	n/a	1
591.9250000000	n/a	591925	PenaltyB2	896	n/a	n/a	1
593.8920000000	n/a	593892	NeuCorrB2	1000	n/a	n/a	1
595.8920000000	n/a	595892	ignore	1700	n/a	n/a	1
597.5920000000	n/a	597592	RewardB2	943	n/a	n/a	0
599.6080000000	n/a	599608	RewIncorrB2	1000	n/a	n/a	1
601.6080000000	n/a	601608	ignore	1700	n/a	n/a	1
603.3080000000	n/a	603308	PenaltyB2	1237	n/a	n/a	0
605.6080000000	n/a	605608	PunIncorrB2	1000	n/a	n/a	1
607.6080000000	n/a	607608	ignore	1700	n/a	n/a	1
609.3080000000	n/a	609308	RewardB2	654	n/a	n/a	1
611.0250000000	n/a	611025	RewardCorrB2	1000	n/a	n/a	1
613.0250000000	n/a	613025	ignore	1700	n/a	n/a	1
614.7250000000	n/a	614725	PenaltyB2	702	n/a	n/a	1
616.4920000000	n/a	616492	NeuCorrB2	1000	n/a	n/a	1
618.4920000000	n/a	618492	ignore	1700	n/a	n/a	1
620.1920000000	n/a	620192	PenaltyB2	1152	n/a	n/a	0
622.4080000000	n/a	622408	NeuIncorrB2	1000	n/a	n/a	1
624.4080000000	n/a	624408	ignore	1700	n/a	n/a	1
626.1080000000	n/a	626108	RewardB2	897	n/a	n/a	0
628.0750000000	n/a	628075	NeuIncorrB2	1000	n/a	n/a	1
630.0750000000	n/a	630075	ignore	1700	n/a	n/a	1
631.7750000000	n/a	631775	PenaltyB2	4855	n/a	n/a	1
637.7080000000	n/a	637708	NeuCorrB2	1000	n/a	n/a	1
639.7080000000	n/a	639708	ignore	1700	n/a	n/a	1
641.4080000000	n/a	641408	RewardB2	675	n/a	n/a	1
643.1580000000	n/a	643158	RewardCorrB2	1000	n/a	n/a	1
645.1580000000	n/a	645158	ignore	1700	n/a	n/a	1
646.8580000000	n/a	646858	PenaltyB2	1059	n/a	n/a	0
648.9920000000	n/a	648992	NeuIncorrB2	1000	n/a	n/a	1
650.9920000000	n/a	650992	ignore	1700	n/a	n/a	1
652.6920000000	n/a	652692	RewardB2	1642	n/a	n/a	0
655.4080000000	n/a	655408	NeuIncorrB2	1000	n/a	n/a	1
657.4080000000	n/a	657408	ignore	1700	n/a	n/a	1
661.0080000000	n/a	661008	RewardB3	864	n/a	n/a	0
662.9420000000	n/a	662942	NeuIncorrB3	1000	n/a	n/a	1
664.9420000000	n/a	664942	ignore	1700	n/a	n/a	1
666.6420000000	n/a	666642	PenaltyB3	1332	n/a	n/a	1
669.0410000000	n/a	669041	PunCorrB3	1000	n/a	n/a	1
671.0420000000	n/a	671042	ignore	1700	n/a	n/a	1
672.7410000000	n/a	672741	RewardB3	833	n/a	n/a	1
674.6410000000	n/a	674641	RewardCorrB3	1000	n/a	n/a	1
676.6420000000	n/a	676642	ignore	1700	n/a	n/a	1
678.3410000000	n/a	678341	PenaltyB3	967	n/a	n/a	0
680.3750000000	n/a	680375	PunIncorrB3	1000	n/a	n/a	1
682.3750000000	n/a	682375	ignore	1700	n/a	n/a	1
684.0750000000	n/a	684075	PenaltyB3	1355	n/a	n/a	1
686.5080000000	n/a	686508	NeuCorrB3	1000	n/a	n/a	1
688.5080000000	n/a	688508	ignore	1700	n/a	n/a	1
690.2080000000	n/a	690208	RewardB3	1493	n/a	n/a	0
692.7750000000	n/a	692775	NeuIncorrB3	1000	n/a	n/a	1
694.7750000000	n/a	694775	ignore	1700	n/a	n/a	1
696.4750000000	n/a	696475	PenaltyB3	1323	n/a	n/a	0
698.8750000000	n/a	698875	NeuIncorrB3	1000	n/a	n/a	1
700.8750000000	n/a	700875	ignore	1700	n/a	n/a	1
702.5750000000	n/a	702575	RewardB3	1466	n/a	n/a	1
705.1080000000	n/a	705108	RewardCorrB3	1000	n/a	n/a	1
707.1080000000	n/a	707108	ignore	1700	n/a	n/a	1
708.8080000000	n/a	708808	PenaltyB3	1972	n/a	n/a	0
711.8580000000	n/a	711858	PunIncorrB3	1000	n/a	n/a	1
713.8580000000	n/a	713858	ignore	1700	n/a	n/a	1
715.5580000000	n/a	715558	RewardB3	1301	n/a	n/a	1
717.9250000000	n/a	717925	NeuCorrB3	1000	n/a	n/a	1
719.9250000000	n/a	719925	ignore	1700	n/a	n/a	1
721.6250000000	n/a	721625	PenaltyB3	809	n/a	n/a	1
723.5080000000	n/a	723508	NeuCorrB3	1000	n/a	n/a	1
725.5080000000	n/a	725508	ignore	1700	n/a	n/a	1
727.2080000000	n/a	727208	RewardB3	1863	n/a	n/a	1
730.1410000000	n/a	730141	RewardCorrB3	1000	n/a	n/a	1
732.1410000000	n/a	732141	ignore	1700	n/a	n/a	1
733.8410000000	n/a	733841	RewardB3	1206	n/a	n/a	0
736.1250000000	n/a	736125	NeuIncorrB3	1000	n/a	n/a	1
738.1250000000	n/a	738125	ignore	1700	n/a	n/a	1
739.8250000000	n/a	739825	RewardB3	867	n/a	n/a	1
741.7580000000	n/a	741758	RewardCorrB3	1000	n/a	n/a	1
743.7580000000	n/a	743758	ignore	1700	n/a	n/a	1
745.4580000000	n/a	745458	PenaltyB3	1183	n/a	n/a	0
747.7080000000	n/a	747708	NeuIncorrB3	1000	n/a	n/a	1
749.7080000000	n/a	749708	ignore	1700	n/a	n/a	1
751.4080000000	n/a	751408	RewardB3	986	n/a	n/a	1
753.4580000000	n/a	753458	RewardCorrB3	1000	n/a	n/a	1
755.4580000000	n/a	755458	ignore	1700	n/a	n/a	1
757.1580000000	n/a	757158	PenaltyB3	2979	n/a	n/a	1
761.2080000000	n/a	761208	NeuCorrB3	1000	n/a	n/a	1
763.2080000000	n/a	763208	ignore	1700	n/a	n/a	1
764.9080000000	n/a	764908	RewardB3	1276	n/a	n/a	1
767.2580000000	n/a	767258	RewardCorrB3	1000	n/a	n/a	1
769.2580000000	n/a	769258	STATUS	1700	n/a	n/a	1
770.9580000000	n/a	770958	RewardB3	1702	n/a	n/a	0
773.7250000000	n/a	773725	NeuIncorrB3	1000	n/a	n/a	1
775.7250000000	n/a	775725	STATUS	1700	n/a	n/a	1
777.4250000000	n/a	777425	RewardB3	554	n/a	n/a	1
779.0410000000	n/a	779041	NeuCorrB3	1000	n/a	n/a	1
781.0410000000	n/a	781041	STATUS	1700	n/a	n/a	1
782.7410000000	n/a	782741	RewardB3	1229	n/a	n/a	1
785.0410000000	n/a	785041	RewardCorrB3	1000	n/a	n/a	1
787.0410000000	n/a	787041	STATUS	1700	n/a	n/a	1
788.7410000000	n/a	788741	RewardB3	1729	n/a	n/a	1
791.5410000000	n/a	791541	RewardCorrB3	1000	n/a	n/a	1
793.5410000000	n/a	793541	STATUS	1700	n/a	n/a	1
795.2410000000	n/a	795241	PenaltyB3	2620	n/a	n/a	0
798.9250000000	n/a	798925	PunIncorrB3	1000	n/a	n/a	1
800.9250000000	n/a	800925	STATUS	1700	n/a	n/a	1
802.6250000000	n/a	802625	RewardB3	1308	n/a	n/a	1
805.0080000000	n/a	805008	NeuCorrB3	1000	n/a	n/a	1
807.0080000000	n/a	807008	STATUS	1700	n/a	n/a	1
808.7080000000	n/a	808708	PenaltyB3	2072	n/a	n/a	1
811.8580000000	n/a	811858	NeuCorrB3	1000	n/a	n/a	1
813.8580000000	n/a	813858	STATUS	1700	n/a	n/a	1
815.5580000000	n/a	815558	PenaltyB3	2660	n/a	n/a	0
819.2910000000	n/a	819291	PunIncorrB3	1000	n/a	n/a	1
821.2910000000	n/a	821291	STATUS	1700	n/a	n/a	1
822.9910000000	n/a	822991	RewardB3	2051	n/a	n/a	1
826.1080000000	n/a	826108	RewardCorrB3	1000	n/a	n/a	1
828.1080000000	n/a	828108	STATUS	1700	n/a	n/a	1
829.8080000000	n/a	829808	PenaltyB3	883	n/a	n/a	1
831.7580000000	n/a	831758	NeuCorrB3	1000	n/a	n/a	1
833.7580000000	n/a	833758	STATUS	1700	n/a	n/a	1
835.4580000000	n/a	835458	RewardB3	1147	n/a	n/a	1
837.6750000000	n/a	837675	NeuCorrB3	1000	n/a	n/a	1
839.6750000000	n/a	839675	STATUS	1700	n/a	n/a	1
841.3750000000	n/a	841375	PenaltyB3	2687	n/a	n/a	0
845.1250000000	n/a	845125	PunIncorrB3	1000	n/a	n/a	1
847.1250000000	n/a	847125	STATUS	1700	n/a	n/a	1
848.8250000000	n/a	848825	RewardB3	2104	n/a	n/a	1
851.9910000000	n/a	851991	RewardCorrB3	1000	n/a	n/a	1
853.9910000000	n/a	853991	STATUS	1700	n/a	n/a	1
855.6910000000	n/a	855691	PenaltyB3	1220	n/a	n/a	0
857.9750000000	n/a	857975	NeuIncorrB3	1000	n/a	n/a	1
859.9750000000	n/a	859975	STATUS	1700	n/a	n/a	1
861.6750000000	n/a	861675	PenaltyB3	753	n/a	n/a	1
863.4910000000	n/a	863491	NeuCorrB3	1000	n/a	n/a	1
865.4910000000	n/a	865491	STATUS	1700	n/a	n/a	1
867.1910000000	n/a	867191	PenaltyB3	1091	n/a	n/a	0
869.3580000000	n/a	869358	PunIncorrB3	1000	n/a	n/a	1
871.3580000000	n/a	871358	STATUS	1700	n/a	n/a	1
873.0580000000	n/a	873058	PenaltyB3	504	n/a	n/a	0
874.6250000000	n/a	874625	PunIncorrB3	1000	n/a	n/a	1
876.6250000000	n/a	876625	ignore	1700	n/a	n/a	1
878.3250000000	n/a	878325	RewardB3	1135	n/a	n/a	1
880.5250000000	n/a	880525	RewardCorrB3	1000	n/a	n/a	1
882.5250000000	n/a	882525	STATUS	1700	n/a	n/a	1
884.2250000000	n/a	884225	RewardB3	764	n/a	n/a	0
886.0580000000	n/a	886058	NeuIncorrB3	1000	n/a	n/a	1
888.0580000000	n/a	888058	STATUS	1700	n/a	n/a	1
889.7580000000	n/a	889758	PenaltyB3	623	n/a	n/a	0
891.4580000000	n/a	891458	PunIncorrB3	1000	n/a	n/a	1
893.4580000000	n/a	893458	ignore	1700	n/a	n/a	1
895.1580000000	n/a	895158	PenaltyB3	618	n/a	n/a	0
896.8410000000	n/a	896841	PunIncorrB3	1000	n/a	n/a	1
898.8410000000	n/a	898841	ignore	1700	n/a	n/a	1
900.5410000000	n/a	900541	PenaltyB3	512	n/a	n/a	0
902.1240000000	n/a	902124	PunIncorrB3	1000	n/a	n/a	1
904.1250000000	n/a	904125	ignore	1700	n/a	n/a	1
907.7080000000	n/a	907708	RewardB4	3203	n/a	n/a	1
911.9740000000	n/a	911974	RewardCorrB4	1000	n/a	n/a	1
913.9750000000	n/a	913975	ignore	1700	n/a	n/a	1
915.6740000000	n/a	915674	PenaltyB4	2343	n/a	n/a	1
919.0910000000	n/a	919091	PunCorrB4	1000	n/a	n/a	1
921.0910000000	n/a	921091	ignore	1700	n/a	n/a	1
