onset	duration	subject	gender	effort	task	target	jitter	rt	acc
215.855951802	0	1	male	LowEff	face	present	2.6563402441	0.230876629386	1
219.25572963	0	1	male	LowEff	face	absent	2.17697954007	0.237804702314	1
221.705084408	0	1	male	LowEff	face	absent	1.21412895814	0.645307323359	1
224.338387768	0	1	male	LowEff	face	absent	1.00760984238	0.685233005488	1
228.322027141	0	1	male	LowEff	face	present	2.29267592681	0.345484600048	1
236.55469479	0	1	male	LowEff	face	present	6.89896346277	0.373137329872	1
239.504537592	0	1	male	LowEff	face	absent	1.58620704323	0.41766112613	1
245.154579445	0	1	male	LowEff	face	present	4.25301616293	0.33304192837	1
248.587639562	0	1	male	LowEff	face	absent	2.11492285768	0.23687989184	1
256.271176975	0	1	male	LowEff	face	present	6.44332690326	0.248268382049	1
260.556095455	0	1	male	LowEff	face	present	3.04758589427	0.367902287753	1
276.236729706	0	1	male	HighEff	house	present	6.25304078857	0.179000141541	1
278.903367232	0	1	male	HighEff	house	present	1.50753841836	0.24319057052	1
286.253165266	0	1	male	HighEff	house	present	6.11764308699	0.309817273077	1
290.153099684	0	1	male	HighEff	house	absent	2.59440299401	0.260314614887	0
294.986197652	0	1	male	HighEff	house	absent	3.58406256224	0.257893391896	1
298.369376285	0	1	male	HighEff	house	present	2.12783261862	0.295695660499	0
306.469113636	0	1	male	HighEff	house	present	6.82440276638	0.180124132108	1
309.269025702	0	1	male	HighEff	house	absent	1.63745472991	0.566738781388	0
314.752250063	0	1	male	HighEff	house	absent	3.94094939581	0.178825939012	0
317.435448357	0	1	male	HighEff	house	absent	1.51524582303	0.240967566948	0
321.418659268	0	1	male	HighEff	house	absent	2.75092754677	0.345691465549	1
326.635196852	0	1	male	HighEff	house	present	3.88735468927	0.320647610703	1
329.585769127	0	1	male	HighEff	house	present	1.62562326452	0.270044978835	1
333.301697962	0	1	male	HighEff	house	present	2.45429324875	0.234364522632	1
338.318212938	0	1	male	HighEff	house	absent	3.80215951991	None	0
342.818022084	0	1	male	HighEff	house	absent	2.51998606466	0.262670832155	0
345.901228128	0	1	male	HighEff	house	absent	1.84112304249	0.290057775037	1
349.635073565	0	1	male	HighEff	house	present	2.45429324875	0.233556274141	0
374.250396599	0	1	male	LowEff	house	absent	5.304822442	0.0367602556944	1
378.467026728	0	1	male	LowEff	house	present	3.18578706549	0.517290881715	1
385.083344701	0	1	male	LowEff	house	absent	5.1208855929	0.230485634376	1
387.966832351	0	1	male	LowEff	house	present	1.6727073443	0.261975623174	1
390.999903292	0	1	male	LowEff	house	present	1.77721509525	0.0213228376306	1
393.683133609	0	1	male	LowEff	house	absent	1.6727073443	0.32083398179	1
398.433003117	0	1	male	LowEff	house	present	3.43051997124	0.243424975391	1
402.849449949	0	1	male	LowEff	house	present	3.1880349625	0.282192402849	1
405.74937476	0	1	male	LowEff	house	present	1.63745472991	0.291027737268	1
409.115983658	0	1	male	LowEff	house	absent	2.0925667339	0.386620413334	1
412.632482943	0	1	male	LowEff	house	present	2.14149063328	0.288727239191	1
416.282375572	0	1	male	LowEff	house	absent	2.36228799323	0.260861239361	1
418.932968213	0	1	male	LowEff	house	absent	1.4069412223	0.247968651231	1
422.115529899	0	1	male	LowEff	house	absent	1.94988385351	0.139418701539	1
424.532210175	0	1	male	LowEff	house	present	1.27789992659	0.217407635835	1
430.015648767	0	1	male	LowEff	house	absent	4.29097189058	0.184790774438	1
433.632117246	0	1	male	LowEff	house	present	2.44411559676	0.32822285883	1
439.065537937	0	1	male	LowEff	house	absent	4.12078740524	0.257462368731	1
455.064572137	0	1	male	HighEff	house	absent	6.67158692724	0.398972461269	1
458.381145843	0	1	male	HighEff	house	absent	1.93940515105	0.375969081613	0
463.680954796	0	1	male	HighEff	house	absent	3.94094939581	0.260073805512	1
468.030762117	0	1	male	HighEff	house	present	3.10710575995	0.225868626958	1
472.814073387	0	1	male	HighEff	house	present	3.5688181526	0.282691954213	0
476.480492519	0	1	male	HighEff	house	present	2.40214964438	0.289845145482	1
482.447037308	0	1	male	HighEff	house	absent	4.68657927424	0.0185679399474	1
485.89688043	0	1	male	HighEff	house	present	2.45429324875	0.22556345231	1
491.049293551	0	1	male	HighEff	house	present	3.93505905424	0.450028852294	0
493.896773475	0	1	male	HighEff	house	absent	1.40046648619	0.331097520753	1
497.47988249	0	1	male	HighEff	house	absent	2.26079331067	0.393666008924	0
499.863111078	0	1	male	HighEff	house	present	1.00501056243	0.36105042843	1
502.247470701	0	1	male	HighEff	house	absent	1.03706435044	0.253829413456	0
507.612861462	0	1	male	HighEff	house	absent	4.11338021051	0.0578518907059	1
513.196026837	0	1	male	HighEff	house	present	4.54078322283	0.291547462824	1
518.379195031	0	1	male	HighEff	house	present	3.90543589657	0.307664398832	0
523.862447891	0	1	male	HighEff	house	present	4.1780495262	0.253608137818	1
530.245710103	0	1	male	HighEff	house	absent	5.13357903075	0.497524658944	1
545.478357257	0	1	male	HighEff	face	present	5.66555656495	0.212822971163	0
547.945443547	0	1	male	HighEff	face	absent	1.2659028204	0.330008114506	1
554.194800695	0	1	male	HighEff	face	present	4.92852765084	0.259980940193	0
557.611325982	0	1	male	HighEff	face	absent	2.17279970703	0.230077987653	1
562.227883804	0	1	male	HighEff	face	present	3.40429123039	0.266523141718	1
567.111065639	0	1	male	HighEff	face	absent	3.64193945381	0.252004129625	1
570.477629385	0	1	male	HighEff	face	absent	2.14149063328	0.488324267757	1
573.310818617	0	1	male	HighEff	face	absent	1.35346547088	0.237274409328	1
575.544124475	0	1	male	HighEff	face	present	1.00501056243	0.205918274676	1
579.84404807	0	1	male	HighEff	face	absent	3.10710575995	0.221921530729	1
582.560951991	0	1	male	HighEff	face	present	1.50753841836	0.236132165919	0
585.260458396	0	1	male	HighEff	face	present	1.46131767681	0.267072327992	1
587.727032005	0	1	male	HighEff	face	absent	1.21888153893	0.25608988338	1
590.477576228	0	1	male	HighEff	face	present	1.49901134594	0.328276336444	1
592.993593894	0	1	male	HighEff	face	present	1.19865572963	0.595632063769	1
597.827376824	0	1	male	HighEff	face	present	3.24243378217	0.270355917537	1
604.476528771	0	1	male	HighEff	face	absent	5.37797207993	0.279689202198	1
609.826346979	0	1	male	HighEff	face	absent	4.08430183039	0.241815203141	1
625.659185885	0	1	male	LowEff	face	present	6.52072348923	0.291328428762	1
629.459076176	0	1	male	LowEff	face	absent	2.51998606466	0.320775380573	1
634.860869181	0	1	male	LowEff	face	present	4.08430183039	0.483314984429	1
637.393506857	0	1	male	LowEff	face	present	1.0639294913	0.335045577658	1
640.308745159	0	1	male	LowEff	face	present	1.58620704323	0.248208179706	1
643.258697477	0	1	male	LowEff	face	absent	1.71064493447	None	0
649.358449239	0	1	male	LowEff	face	absent	4.11871225321	0.416104191045	1
652.725110654	0	1	male	LowEff	face	absent	1.97096610089	0.667233785556	1
660.391524022	0	1	male	LowEff	face	present	6.01757004644	0.634118973921	1
663.475251393	0	1	male	LowEff	face	absent	1.45992020547	0.281103316829	1
665.908588185	0	1	male	LowEff	face	present	1.15867143607	0.258098656272	1
670.341185576	0	1	male	LowEff	face	absent	3.19049068615	0.234127876181	1
672.924436772	0	1	male	LowEff	face	absent	1.36214899702	0.251015914555	1
675.274806408	0	1	male	LowEff	face	absent	1.11479190494	0.434059860343	1
683.190745363	0	1	male	LowEff	face	present	6.50500925983	0.25904812409	1
689.57442899	0	1	male	LowEff	face	absent	5.13357903075	0.294477843936	1
692.157702602	0	1	male	LowEff	face	present	1.30350317002	0.32262308017	1
697.307033235	0	1	male	LowEff	face	present	3.83284371105	0.327673672555	1
720.656236931	0	1	male	HighEff	face	absent	3.93371244561	0.220713000695	1
723.822843715	0	1	male	HighEff	face	absent	1.94988385351	0.346353371107	1
727.806078643	0	1	male	HighEff	face	present	2.6563402441	0.310128211779	0
731.239244755	0	1	male	HighEff	face	present	2.13492816391	0.388012112198	1
734.755864125	0	1	male	HighEff	face	present	2.12783261862	0.226904555588	1
740.189031197	0	1	male	HighEff	face	present	4.22126755191	0.300378314092	1
744.389423345	0	1	male	HighEff	face	absent	2.91135970885	0.220305033748	1
747.872047283	0	1	male	HighEff	face	present	2.26407015223	0.357331973015	0
752.488680999	0	1	male	HighEff	face	present	3.26583782567	0.222561981194	0
755.838538274	0	1	male	HighEff	face	present	2.13492816391	0.180379031395	1
758.021737529	0	1	male	HighEff	face	absent	1.01151310455	0.258976713862	1
762.455005473	0	1	male	HighEff	face	present	3.18580941219	0.235388923153	1
767.222084846	0	1	male	HighEff	face	absent	3.55110489433	0.2907958942	1
772.688177477	0	1	male	HighEff	face	absent	4.18338694699	0.254045245263	1
776.571161092	0	1	male	HighEff	face	absent	2.64248312982	0.352808151141	0
778.987767396	0	1	male	HighEff	face	absent	1.0639294913	0.283495399324	0
781.6044136	0	1	male	HighEff	face	absent	1.35370377821	0.251596162678	1
785.037686667	0	1	male	HighEff	face	present	2.20798954222	0.413707945621	1
796.637261985	0	1	male	LowEff	house	present	2.12087087475	0.230880792313	1
800.787131877	0	1	male	LowEff	house	present	2.93729017979	0.247896600553	1
805.120270513	0	1	male	LowEff	house	present	3.10710575995	0.318049943609	1
807.620670475	0	1	male	LowEff	house	present	1.19602165023	0.273841889431	1
810.420142551	0	1	male	LowEff	house	present	1.54077404822	0.336069017505	1
817.486576158	0	1	male	LowEff	house	absent	5.7270955522	0.611448948734	0
820.419795107	0	1	male	LowEff	house	absent	1.3358607626	0.278557526222	1
827.352966663	0	1	male	LowEff	house	present	5.66555656495	0.306759442321	1
832.837122559	0	1	male	LowEff	house	absent	4.18338694699	0.405232224137	1
840.46919017	0	1	male	LowEff	house	absent	6.23079301275	0.269907922437	1
844.002408094	0	1	male	LowEff	house	absent	2.26407015223	0.548517965595	0
846.568982279	0	1	male	LowEff	house	absent	1.03706435044	0.376303396759	0
852.118896427	0	1	male	LowEff	house	absent	4.1780495262	0.266353422343	1
859.235340569	0	1	male	LowEff	house	present	5.86640604304	0.244838449571	1
865.001922312	0	1	male	LowEff	house	present	4.54078322283	0.251408190465	1
870.768238588	0	1	male	LowEff	house	absent	4.54078322283	0.272328184752	0
873.618180083	0	1	male	LowEff	house	absent	1.57858878455	0.448791181765	1
877.168084304	0	1	male	LowEff	house	present	2.11492285768	0.238648495806	1
888.034373617	0	1	male	LowEff	face	present	1.57161832939	0.311371005911	1
890.517670028	0	1	male	LowEff	face	present	1.17680741262	0.321196476754	1
893.300874983	0	1	male	LowEff	face	absent	1.46131767681	0.258308724025	1
901.367302826	0	1	male	LowEff	face	present	6.82440276638	0.244670971775	1
905.684138796	0	1	male	LowEff	face	absent	3.08331044585	0.266791490463	1
908.967677426	0	1	male	LowEff	face	present	2.02632741104	0.234522393672	1
911.684122785	0	1	male	LowEff	face	absent	1.49901134594	0.540022390149	1
919.700120597	0	1	male	LowEff	face	present	6.48897848332	0.289059632983	1
923.099943256	0	1	male	LowEff	face	absent	2.11492285768	0.650616337507	1
930.749725727	0	1	male	LowEff	face	present	6.01757004644	0.248840304315	1
933.966454806	0	1	male	LowEff	face	present	1.9877883297	0.325755523405	1
937.999484117	0	1	male	LowEff	face	absent	2.72327363917	0.651905244073	1
941.066568101	0	1	male	LowEff	face	absent	1.42926711436	0.309928391232	1
946.432557684	0	1	male	LowEff	face	absent	4.06457170254	0.259200871526	1
950.232935678	0	1	male	LowEff	face	absent	2.55160576853	0.246339985692	1
955.366117673	0	1	male	LowEff	face	present	3.89895396066	0.220259881989	1
959.665554524	0	1	male	LowEff	face	absent	3.08331044585	0.29556660973	1
963.498843026	0	1	male	LowEff	face	present	2.55444162605	0.241902304404	1
976.364953334	0	1	male	HighEff	house	absent	3.55110489433	0.388022679632	1
981.698127515	0	1	male	HighEff	house	present	3.95620878428	0.319251428684	1
984.214735356	0	1	male	HighEff	house	absent	1.1939262345	0.434431321613	1
992.298255221	0	1	male	HighEff	house	present	6.67158692724	0.363621837056	1
994.864446417	0	1	male	HighEff	house	present	1.21888153893	0.43364292709	0
999.364239231	0	1	male	HighEff	house	present	3.08331044585	0.5080190803	0
1002.69746753	0	1	male	HighEff	house	absent	1.84112304249	0.516737212285	0
1008.06407579	0	1	male	HighEff	house	present	3.8718772396	0.502985139628	0
1012.7306909	0	1	male	HighEff	house	present	3.17085034006	0.287065590453	1
1017.43035357	0	1	male	HighEff	house	present	3.41082279969	0.289612021512	1
1020.89721282	0	1	male	HighEff	house	present	2.17697954007	0.612127185777	0
1025.89686826	0	1	male	HighEff	house	absent	3.40429123039	0.424700957665	1
1028.51332906	0	1	male	HighEff	house	absent	1.19865572963	0.558802959651	1
1036.56308853	0	1	male	HighEff	house	present	6.50500925983	0.213976742682	1
1041.49626681	0	1	male	HighEff	house	absent	3.73316275059	0.69913526378	0
1045.12969218	0	1	male	HighEff	house	absent	1.95462348989	0.243804442292	1
1047.64667469	0	1	male	HighEff	house	absent	1.28149322008	0.377754017065	1
1051.39597483	0	1	male	HighEff	house	absent	2.3893694303	0.134112569418	1
1071.62865689	0	1	male	HighEff	face	absent	1.02344262848	0.357066186074	1
1074.26192375	0	1	male	HighEff	face	absent	1.28068415286	0.297124825718	1
1076.94524757	0	1	male	HighEff	face	absent	1.4069412223	0.242021107968	1
1083.294979	0	1	male	HighEff	face	absent	5.1208855929	0.244184549645	1
1088.96155824	0	1	male	HighEff	face	present	4.44017344515	0.190764255947	0
1093.84467923	0	1	male	HighEff	face	present	3.69336607409	0.426616865239	1
1097.99452319	0	1	male	HighEff	face	absent	2.73411752886	0.261277852391	1
1103.04443862	0	1	male	HighEff	face	present	3.80215951991	0.41637253979	0
1106.64425122	0	1	male	HighEff	face	present	2.20798954222	0.445694603757	1
1110.67770675	0	1	male	HighEff	face	present	2.59743732207	0.267955509187	1
1113.14403859	0	1	male	HighEff	face	present	1.2142806909	0.789885814087	1
1117.31106775	0	1	male	HighEff	face	absent	2.37992348826	0.278657436495	1
1124.82704475	0	1	male	HighEff	face	absent	6.25304078857	0.271580138606	0
1129.39354785	0	1	male	HighEff	face	present	3.30129065277	0.281821261802	1
1133.37686443	0	1	male	HighEff	face	present	2.72327363917	0.274322227282	0
1136.55998299	0	1	male	HighEff	face	absent	1.91631387288	0.504470664488	1
1139.40993601	0	1	male	HighEff	face	present	1.35346547088	0.347528277491	0
1142.69317523	0	1	male	HighEff	face	absent	1.94988385351	0.164088853535	1
1155.79279634	0	1	male	HighEff	house	present	3.86849336374	0.631955212017	1
1160.90923952	0	1	male	HighEff	house	absent	3.49774703696	0.411447475697	0
1165.90962892	0	1	male	HighEff	house	present	3.59639945439	0.374308393551	0
1168.52618162	0	1	male	HighEff	house	present	1.24565114476	0.110257070412	1
1171.20894761	0	1	male	HighEff	house	absent	1.57858878455	0.335355555684	0
1175.2255215	0	1	male	HighEff	house	absent	2.70451499348	0.392275911185	0
1180.79198873	0	1	male	HighEff	house	absent	4.18338694699	0.19639669758	1
1188.79176265	0	1	male	HighEff	house	present	6.82440276638	None	0
1191.97505285	0	1	male	HighEff	house	absent	1.20015700079	0.218534508433	0
1196.84209181	0	1	male	HighEff	house	present	3.64193945381	0.212214222995	1
1204.54158381	0	1	male	HighEff	house	present	6.50500925983	0.0569184341493	1
1208.99115794	0	1	male	HighEff	house	absent	3.40429123039	0.393610609957	1
1213.45760762	0	1	male	HighEff	house	absent	3.08331044585	0.629785365834	0
1218.79082856	0	1	male	HighEff	house	present	3.71196347577	0.799490329518	1
1222.00735205	0	1	male	HighEff	house	present	1.42926711436	0.235360743332	1
1224.37395967	0	1	male	HighEff	house	absent	1.15386618891	0.25436322892	1
1227.02384749	0	1	male	HighEff	house	present	1.39281806702	0.234310404565	0
1232.35702232	0	1	male	HighEff	house	absent	4.11338021051	0.246450783625	1
1245.07340843	0	1	male	LowEff	face	present	3.40429123039	0.166132851202	1
1247.93986875	0	1	male	LowEff	face	absent	1.71064493447	0.286643533595	1
1254.05636188	0	1	male	LowEff	face	present	4.82951771468	0.376760678389	1
1256.57292329	0	1	male	LowEff	face	absent	1.15386618891	0.248569713995	1
1261.17279578	0	1	male	LowEff	face	present	3.37230710646	0.137823979874	1
1266.17262029	0	1	male	LowEff	face	present	3.8718772396	0.248619348904	1
1270.70583854	0	1	male	LowEff	face	present	3.30129065277	0.249995356735	1
1274.38904836	0	1	male	LowEff	face	absent	2.44411559676	0.247247824229	1
1282.1055789	0	1	male	LowEff	face	present	6.48897848332	0.260284833941	1
1288.48868484	0	1	male	LowEff	face	present	5.13357903075	0.217720495888	1
1295.70512444	0	1	male	LowEff	face	present	6.01757004644	0.454292971504	1
1301.20511291	0	1	male	LowEff	face	absent	4.05731240526	0.288531261349	1
1308.10525964	0	1	male	LowEff	face	absent	5.60886843112	0.250413891115	1
1312.08855989	0	1	male	LowEff	face	absent	2.74345962272	0.263325692758	1
1316.62108549	0	1	male	LowEff	face	present	3.27631762263	0.253575474846	1
1319.25431744	0	1	male	LowEff	face	absent	1.38316831523	0.2648909537	1
1325.88841464	0	1	male	LowEff	face	absent	5.37797207993	0.256196518383	1
1333.9538485	0	1	male	LowEff	face	absent	6.82440276638	0.296674909265	1
1349.33676134	0	1	male	LowEff	house	present	6.01757004644	0.254529105592	1
1352.95331821	0	1	male	LowEff	house	present	2.36228799323	0.286753691076	1
1356.48648906	0	1	male	LowEff	house	present	2.25330572925	0.64227126792	1
1359.81971928	0	1	male	LowEff	house	absent	1.70600743781	0.264744930995	1
1365.60292936	0	1	male	LowEff	house	absent	4.54078322283	0.277452749166	1
1369.13647999	0	1	male	LowEff	house	present	2.26407015223	0.230467701762	1
1375.56983632	0	1	male	LowEff	house	present	5.21759754379	0.263082962032	1
1380.55241959	0	1	male	LowEff	house	present	3.73316275059	0.335878803715	1
1383.80235667	0	1	male	LowEff	house	absent	1.93940515105	0.313709290565	1
1386.15262351	0	1	male	LowEff	house	absent	1.05008956316	0.301474124839	1
1389.55225852	0	1	male	LowEff	house	absent	2.12087087475	0.282279504112	1
1393.65200131	0	1	male	LowEff	house	absent	2.83950528404	0.27497676766	1
1398.48523602	0	1	male	LowEff	house	present	3.5688181526	0.258580595248	1
1402.80186736	0	1	male	LowEff	house	absent	3.07106479041	0.261495605549	1
1405.60210894	0	1	male	LowEff	house	present	1.54349330694	0.258965505978	1
1408.1849717	0	1	male	LowEff	house	absent	1.3358607626	0.259511810227	1
1412.76807623	0	1	male	LowEff	house	absent	3.33245365748	0.267271187862	1
1418.30123428	0	1	male	LowEff	house	present	4.29097189058	0.242983705019	1
1440.33414606	0	1	male	HighEff	face	present	2.72776857526	0.287400225823	0
1443.80043179	0	1	male	HighEff	face	absent	2.19048189768	0.384335926517	1
1447.33366989	0	1	male	HighEff	face	present	2.17279970703	0.252528978783	1
1449.90025112	0	1	male	HighEff	face	present	1.31397148502	0.32358119407	0
1454.01678429	0	1	male	HighEff	face	absent	2.80419937605	0.369345863106	1
1458.94997025	0	1	male	HighEff	face	present	3.5688181526	0.245896793969	0
1464.04980143	0	1	male	HighEff	face	absent	3.8718772396	0.233642094503	1
1469.73303014	0	1	male	HighEff	face	absent	4.4691232281	0.285374480995	1
1473.19977091	0	1	male	HighEff	face	absent	2.19048189768	0.499754707471	1
1477.06607431	0	1	male	HighEff	face	present	2.37992348826	0.268968701826	1
1479.78270925	0	1	male	HighEff	face	absent	1.44265637285	0.366388903298	1
1485.01582201	0	1	male	HighEff	face	present	3.88735468927	0.2921677391	0
1489.13252137	0	1	male	HighEff	face	absent	2.83950528404	0.458154887823	1
1495.21550902	0	1	male	HighEff	face	present	4.63231469726	0.305291209625	1
1497.6321118	0	1	male	HighEff	face	present	1.11479190494	0.32298717626	1
1500.21540879	0	1	male	HighEff	face	absent	1.2659028204	0.429037768004	1
1503.03267674	0	1	male	HighEff	face	present	1.4069412223	0.40432374515	0
1505.83184973	0	1	male	HighEff	face	absent	1.40046648619	0.357665967935	0
1518.66478534	0	1	male	LowEff	house	present	3.40429123039	0.278171014366	1
1521.49801941	0	1	male	LowEff	house	present	1.57161832939	0.285610486992	1
1524.71458965	0	1	male	LowEff	house	absent	1.93940515105	0.273427517979	1
1527.0478583	0	1	male	LowEff	house	present	1.06687808256	0.256316602845	1
1529.36446499	0	1	male	LowEff	house	absent	1.0639294913	0.228681485411	1
1533.64772054	0	1	male	LowEff	house	absent	3.07106479041	0.416017410005	1
1537.24754115	0	1	male	LowEff	house	absent	2.20388239056	0.213767955829	1
1541.61405846	0	1	male	LowEff	house	present	3.16144683013	0.221961238658	1
1543.88070169	0	1	male	LowEff	house	absent	1.05008956316	0.241587202774	1
1547.78070944	0	1	male	LowEff	house	absent	2.67536520982	0.244026358379	1
1555.83090539	0	1	male	LowEff	house	present	6.82440276638	0.279446791696	1
1562.51391923	0	1	male	LowEff	house	absent	5.40914766227	0.24568512509	1
1567.66347434	0	1	male	LowEff	house	absent	3.925032574	0.7749988632	0
1572.42978581	0	1	male	LowEff	house	present	3.00233620876	0.350974221228	1
1577.32967284	0	1	male	LowEff	house	present	3.5688181526	0.294499299027	1
1580.59619278	0	1	male	LowEff	house	present	1.9877883297	0.292426160864	1
1585.11275515	0	1	male	LowEff	house	absent	3.24243378217	0.258558499707	1
1587.64599421	0	1	male	LowEff	house	present	1.28068415286	0.230330325137	1
1599.62959355	0	1	male	LowEff	face	present	2.67536520982	0.276408174454	1
1607.31246233	0	1	male	LowEff	face	present	6.41451279867	0.272422010745	1
1610.82865036	0	1	male	LowEff	face	present	2.25330572925	0.3935654582	1
1618.84517975	0	1	male	LowEff	face	present	6.62663519439	0.244022835901	1
1621.86172482	0	1	male	LowEff	face	absent	1.77721509525	0.344311294792	1
1629.71225777	0	1	male	LowEff	face	present	6.52072348923	0.277538889753	1
1635.04486227	0	1	male	LowEff	face	present	4.06457170254	0.247731364332	1
1637.47779238	0	1	male	LowEff	face	present	1.20238184766	0.279346240972	1
1641.54432558	0	1	male	LowEff	face	absent	2.80419937605	0.274079496554	1
1648.82743286	0	1	male	LowEff	face	absent	6.01157222923	0.249552165011	1
1653.6606253	0	1	male	LowEff	face	absent	3.59639945439	0.10368796997	1
1655.81054322	0	1	male	LowEff	face	absent	1.04870682633	0.248707410845	1
1659.79442981	0	1	male	LowEff	face	absent	2.74345962272	0.212422049173	1
1662.01037049	0	1	male	LowEff	face	present	1.02181467553	0.260820890982	1
1666.32691986	0	1	male	LowEff	face	absent	3.07106479041	0.185879220007	1
1668.69349514	0	1	male	LowEff	face	present	1.17680741262	0.252777793788	1
1672.99338735	0	1	male	LowEff	face	absent	3.04758589427	0.330877526016	1
1675.74323188	0	1	male	LowEff	face	absent	1.44265637285	0.238723428511	1
1687.20953778	0	1	male	HighEff	house	absent	2.14453689066	0.241065235645	1
1689.95993822	0	1	male	HighEff	house	present	1.51524582303	0.220430882264	1
1695.2259695	0	1	male	HighEff	house	present	4.05731240526	0.257617357745	1
1698.07586328	0	1	male	HighEff	house	absent	1.60481494016	0.251972427328	0
1701.69243423	0	1	male	HighEff	house	present	2.3893694303	0.220160291943	1
1706.19295876	0	1	male	HighEff	house	present	3.27631762263	0.398469067204	0
1712.87545064	0	1	male	HighEff	house	absent	5.29870292526	0.28588139754	1
1716.85862728	0	1	male	HighEff	house	present	2.70451499348	0.40283021466	0
1721.3585658	0	1	male	HighEff	house	absent	3.09598139041	0.607330211778	1
1725.95836175	0	1	male	HighEff	house	present	3.00233620876	0.255212146016	0
1729.87489056	0	1	male	HighEff	house	absent	2.66566140422	0.29997322917	1
1734.7581342	0	1	male	HighEff	house	absent	3.59639945439	0.262598141029	1
1737.17532716	0	1	male	HighEff	house	present	1.15867143607	0.288449924139	1
1740.09144	0	1	male	HighEff	house	absent	1.63745472991	0.245621080043	1
1744.00833546	0	1	male	HighEff	house	absent	2.68848881026	0.254266841126	1
1750.37423026	0	1	male	HighEff	house	present	5.1208855929	0.233359655847	0
1752.60750986	0	1	male	HighEff	house	present	1.01151310455	0.227232146002	1
1756.92402977	0	1	male	HighEff	house	absent	3.09598139041	0.238271590706	1
