onset	duration	trial_num	target_nontarget	image_id	transition_duration	resp_1st	resp_2nd	rt_1st	rt_2nd	acc
NaN	1	470	1	7	0.7976	1	0	0.648	0	1
NaN	1	471	2	11	0.802	0	0	0	0	1
NaN	1	472	1	3	0.8006	1	0	0.7912	0	1
NaN	1	473	1	2	0.8012	1	0	0.9079	0	1
NaN	1	474	1	9	0.7956	1	0	0.7485	0	1
NaN	1	475	1	2	0.7999	1	0	0.7222	0	1
NaN	1	476	1	3	0.7994	1	0	0.7777	0	1
NaN	1	477	1	10	0.7993	1	0	0.6835	0	1
NaN	1	478	1	1	0.7945	1	0	0.862	0	1
NaN	1	479	1	5	0.7987	1	0	0.9047	0	1
NaN	1	480	1	6	0.8101	1	0	0.9043	0	1
NaN	1	481	1	9	0.8143	1	0	0.813	0	1
NaN	1	482	2	11	0.8144	1	0	0.9876	0	0
NaN	1	483	1	7	0.8141	0	0	0	0	0
NaN	1	484	1	6	0.8129	1	0	0.6379	0	1
NaN	1	485	1	4	0.8125	1	0	0.9265	0	1
NaN	1	486	1	7	0.8125	1	0	0.9661	0	1
NaN	1	487	1	5	0.8121	1	0	0.9047	0	1
NaN	1	488	1	10	0.8077	1	0	0.7524	0	1
NaN	1	489	1	3	0.8072	1	0	0.787	0	1
NaN	1	490	1	9	0.8121	1	0	0.9576	0	1
NaN	1	491	1	1	0.8107	1	0	0.8242	0	1
NaN	1	492	2	11	0.8104	0	0	0	0	1
NaN	1	493	1	8	0.8097	1	0	0.7076	0	1
NaN	1	494	1	6	0.8096	1	0	0.6132	0	1
NaN	1	495	1	9	0.805	1	0	0.7718	0	1
NaN	1	496	1	2	0.8079	1	0	0.7354	0	1
NaN	1	497	1	1	0.8085	1	0	0.6401	0	1
NaN	1	498	1	7	0.8084	1	0	0.6047	0	1
NaN	1	499	1	1	0.8029	1	0	0.7274	0	1
NaN	1	500	1	5	0.8064	1	0	0.7629	0	1
