onset	duration	trial_type	value	sample	sample_corrected	token	run	level	stim_file	ear_ac	ear_bc
229.6178	1	Stimulus/S  1	1	2296178	2296186	26	0	20	pips_40_500-8000.hdf5	both	none
230.6631	1	Stimulus/S  1	1	2306631	2306639	26	1	40	pips_40_500-8000.hdf5	both	none
231.7191	1	Stimulus/S  1	1	2317191	2317199	26	2	60	pips_40_500-8000.hdf5	both	none
232.7858	1	Stimulus/S  1	1	2327858	2327866	26	3	70	pips_40_500-8000.hdf5	both	none
233.8311	1	Stimulus/S  1	1	2338311	2338319	26	4	50	pips_40_500-8000.hdf5	both	none
234.8872	1	Stimulus/S  1	1	2348872	2348880	26	5	30	pips_40_500-8000.hdf5	both	none
235.9325	1	Stimulus/S  1	1	2359325	2359333	27	0	20	pips_40_500-8000.hdf5	both	none
236.9778	1	Stimulus/S  1	1	2369778	2369786	27	1	40	pips_40_500-8000.hdf5	both	none
238.0445	1	Stimulus/S  1	1	2380445	2380453	27	2	60	pips_40_500-8000.hdf5	both	none
239.1005	1	Stimulus/S  1	1	2391005	2391013	27	3	70	pips_40_500-8000.hdf5	both	none
240.1459	1	Stimulus/S  1	1	2401459	2401467	27	4	50	pips_40_500-8000.hdf5	both	none
241.2126	1	Stimulus/S  1	1	2412126	2412134	27	5	30	pips_40_500-8000.hdf5	both	none
242.2686	1	Stimulus/S  1	1	2422686	2422694	28	0	20	pips_40_500-8000.hdf5	both	none
243.3139	1	Stimulus/S  1	1	2433139	2433147	28	1	40	pips_40_500-8000.hdf5	both	none
244.3699	1	Stimulus/S  1	1	2443699	2443707	28	2	60	pips_40_500-8000.hdf5	both	none
245.4153	1	Stimulus/S  1	1	2454153	2454161	28	3	70	pips_40_500-8000.hdf5	both	none
246.4819	1	Stimulus/S  1	1	2464819	2464827	28	4	50	pips_40_500-8000.hdf5	both	none
247.5273	1	Stimulus/S  1	1	2475273	2475281	28	5	30	pips_40_500-8000.hdf5	both	none
248.5833	1	Stimulus/S  1	1	2485833	2485841	29	0	20	pips_40_500-8000.hdf5	both	none
249.65	1	Stimulus/S  1	1	2496500	2496508	29	1	40	pips_40_500-8000.hdf5	both	none
250.6953	1	Stimulus/S  1	1	2506953	2506961	29	2	60	pips_40_500-8000.hdf5	both	none
251.7513	1	Stimulus/S  1	1	2517513	2517521	29	3	70	pips_40_500-8000.hdf5	both	none
252.818	1	Stimulus/S  1	1	2528180	2528188	29	4	50	pips_40_500-8000.hdf5	both	none
253.8633	1	Stimulus/S  1	1	2538633	2538641	29	5	30	pips_40_500-8000.hdf5	both	none
254.93	1	Stimulus/S  1	1	2549300	2549308	30	0	20	pips_40_500-8000.hdf5	both	none
255.986	1	Stimulus/S  1	1	2559860	2559868	30	1	40	pips_40_500-8000.hdf5	both	none
257.0527	1	Stimulus/S  1	1	2570527	2570535	30	2	60	pips_40_500-8000.hdf5	both	none
258.0981	1	Stimulus/S  1	1	2580981	2580989	30	3	70	pips_40_500-8000.hdf5	both	none
259.1541	1	Stimulus/S  1	1	2591541	2591549	30	4	50	pips_40_500-8000.hdf5	both	none
260.1994	1	Stimulus/S  1	1	2601994	2602002	30	5	30	pips_40_500-8000.hdf5	both	none
261.2448	1	Stimulus/S  1	1	2612448	2612456	31	0	20	pips_40_500-8000.hdf5	both	none
262.3114	1	Stimulus/S  1	1	2623114	2623122	31	1	40	pips_40_500-8000.hdf5	both	none
263.3674	1	Stimulus/S  1	1	2633674	2633682	31	2	60	pips_40_500-8000.hdf5	both	none
264.4341	1	Stimulus/S  1	1	2644341	2644349	31	3	70	pips_40_500-8000.hdf5	both	none
265.5008	1	Stimulus/S  1	1	2655008	2655016	31	4	50	pips_40_500-8000.hdf5	both	none
266.5461	1	Stimulus/S  1	1	2665461	2665469	31	5	30	pips_40_500-8000.hdf5	both	none
267.6021	1	Stimulus/S  1	1	2676021	2676029	32	0	20	pips_40_500-8000.hdf5	both	none
268.6688	1	Stimulus/S  1	1	2686688	2686696	32	1	40	pips_40_500-8000.hdf5	both	none
269.7142	1	Stimulus/S  1	1	2697142	2697150	32	2	60	pips_40_500-8000.hdf5	both	none
270.7808	1	Stimulus/S  1	1	2707808	2707816	32	3	70	pips_40_500-8000.hdf5	both	none
271.8369	1	Stimulus/S  1	1	2718369	2718377	32	4	50	pips_40_500-8000.hdf5	both	none
272.8822	1	Stimulus/S  1	1	2728822	2728830	32	5	30	pips_40_500-8000.hdf5	both	none
273.9275	1	Stimulus/S  1	1	2739275	2739283	33	0	20	pips_40_500-8000.hdf5	both	none
274.9942	1	Stimulus/S  1	1	2749942	2749950	33	1	40	pips_40_500-8000.hdf5	both	none
276.0502	1	Stimulus/S  1	1	2760502	2760510	33	2	60	pips_40_500-8000.hdf5	both	none
277.1169	1	Stimulus/S  1	1	2771169	2771177	33	3	70	pips_40_500-8000.hdf5	both	none
278.1836	1	Stimulus/S  1	1	2781836	2781844	33	4	50	pips_40_500-8000.hdf5	both	none
279.2289	1	Stimulus/S  1	1	2792289	2792297	33	5	30	pips_40_500-8000.hdf5	both	none
280.2956	1	Stimulus/S  1	1	2802956	2802964	34	0	20	pips_40_500-8000.hdf5	both	none
281.3516	1	Stimulus/S  1	1	2813516	2813524	34	1	40	pips_40_500-8000.hdf5	both	none
282.4183	1	Stimulus/S  1	1	2824183	2824191	34	2	60	pips_40_500-8000.hdf5	both	none
283.485	1	Stimulus/S  1	1	2834850	2834858	34	3	70	pips_40_500-8000.hdf5	both	none
284.5303	1	Stimulus/S  1	1	2845303	2845311	34	4	50	pips_40_500-8000.hdf5	both	none
285.5863	1	Stimulus/S  1	1	2855863	2855871	34	5	30	pips_40_500-8000.hdf5	both	none
286.6317	1	Stimulus/S  1	1	2866317	2866325	35	0	20	pips_40_500-8000.hdf5	both	none
287.6877	1	Stimulus/S  1	1	2876877	2876885	35	1	40	pips_40_500-8000.hdf5	both	none
288.733	1	Stimulus/S  1	1	2887330	2887338	35	2	60	pips_40_500-8000.hdf5	both	none
289.7784	1	Stimulus/S  1	1	2897784	2897792	35	3	70	pips_40_500-8000.hdf5	both	none
290.845	1	Stimulus/S  1	1	2908450	2908458	35	4	50	pips_40_500-8000.hdf5	both	none
291.9011	1	Stimulus/S  1	1	2919011	2919019	35	5	30	pips_40_500-8000.hdf5	both	none
292.9677	1	Stimulus/S  1	1	2929677	2929685	36	0	20	pips_40_500-8000.hdf5	both	none
294.0344	1	Stimulus/S  1	1	2940344	2940352	36	1	40	pips_40_500-8000.hdf5	both	none
295.0798	1	Stimulus/S  1	1	2950798	2950806	36	2	60	pips_40_500-8000.hdf5	both	none
296.1358	1	Stimulus/S  1	1	2961358	2961366	36	3	70	pips_40_500-8000.hdf5	both	none
297.2024	1	Stimulus/S  1	1	2972024	2972032	36	4	50	pips_40_500-8000.hdf5	both	none
298.2478	1	Stimulus/S  1	1	2982478	2982486	36	5	30	pips_40_500-8000.hdf5	both	none
299.3038	1	Stimulus/S  1	1	2993038	2993046	37	0	20	pips_40_500-8000.hdf5	both	none
300.3705	1	Stimulus/S  1	1	3003705	3003713	37	1	40	pips_40_500-8000.hdf5	both	none
301.4158	1	Stimulus/S  1	1	3014158	3014166	37	2	60	pips_40_500-8000.hdf5	both	none
302.4825	1	Stimulus/S  1	1	3024825	3024833	37	3	70	pips_40_500-8000.hdf5	both	none
303.5492	1	Stimulus/S  1	1	3035492	3035500	37	4	50	pips_40_500-8000.hdf5	both	none
304.6052	1	Stimulus/S  1	1	3046052	3046060	37	5	30	pips_40_500-8000.hdf5	both	none
305.6505	1	Stimulus/S  1	1	3056505	3056513	38	0	20	pips_40_500-8000.hdf5	both	none
306.6959	1	Stimulus/S  1	1	3066959	3066967	38	1	40	pips_40_500-8000.hdf5	both	none
307.7519	1	Stimulus/S  1	1	3077519	3077527	38	2	60	pips_40_500-8000.hdf5	both	none
308.7972	1	Stimulus/S  1	1	3087972	3087980	38	3	70	pips_40_500-8000.hdf5	both	none
309.8639	1	Stimulus/S  1	1	3098639	3098647	38	4	50	pips_40_500-8000.hdf5	both	none
310.9306	1	Stimulus/S  1	1	3109306	3109314	38	5	30	pips_40_500-8000.hdf5	both	none
311.9973	1	Stimulus/S  1	1	3119973	3119981	39	0	20	pips_40_500-8000.hdf5	both	none
313.0533	1	Stimulus/S  1	1	3130533	3130541	39	1	40	pips_40_500-8000.hdf5	both	none
314.1199	1	Stimulus/S  1	1	3141199	3141207	39	2	60	pips_40_500-8000.hdf5	both	none
315.1653	1	Stimulus/S  1	1	3151653	3151661	39	3	70	pips_40_500-8000.hdf5	both	none
316.2213	1	Stimulus/S  1	1	3162213	3162221	39	4	50	pips_40_500-8000.hdf5	both	none
317.288	1	Stimulus/S  1	1	3172880	3172888	39	5	30	pips_40_500-8000.hdf5	both	none
318.3547	1	Stimulus/S  1	1	3183547	3183555	40	0	20	pips_40_500-8000.hdf5	both	none
319.4213	1	Stimulus/S  1	1	3194213	3194221	40	1	40	pips_40_500-8000.hdf5	both	none
320.4667	1	Stimulus/S  1	1	3204667	3204675	40	2	60	pips_40_500-8000.hdf5	both	none
321.5333	1	Stimulus/S  1	1	3215333	3215341	40	3	70	pips_40_500-8000.hdf5	both	none
322.6	1	Stimulus/S  1	1	3226000	3226008	40	4	50	pips_40_500-8000.hdf5	both	none
323.6454	1	Stimulus/S  1	1	3236454	3236462	40	5	30	pips_40_500-8000.hdf5	both	none
324.7227	1	Stimulus/S  1	1	3247227	3247235	41	0	20	pips_40_500-8000.hdf5	both	none
325.7681	1	Stimulus/S  1	1	3257681	3257689	41	1	40	pips_40_500-8000.hdf5	both	none
326.8134	1	Stimulus/S  1	1	3268134	3268142	41	2	60	pips_40_500-8000.hdf5	both	none
327.8801	1	Stimulus/S  1	1	3278801	3278809	41	3	70	pips_40_500-8000.hdf5	both	none
328.9468	1	Stimulus/S  1	1	3289468	3289476	41	4	50	pips_40_500-8000.hdf5	both	none
330.0028	1	Stimulus/S  1	1	3300028	3300036	41	5	30	pips_40_500-8000.hdf5	both	none
331.0481	1	Stimulus/S  1	1	3310481	3310489	42	0	20	pips_40_500-8000.hdf5	both	none
332.1148	1	Stimulus/S  1	1	3321148	3321156	42	1	40	pips_40_500-8000.hdf5	both	none
333.1815	1	Stimulus/S  1	1	3331815	3331823	42	2	60	pips_40_500-8000.hdf5	both	none
334.2375	1	Stimulus/S  1	1	3342375	3342383	42	3	70	pips_40_500-8000.hdf5	both	none
335.2828	1	Stimulus/S  1	1	3352828	3352836	42	4	50	pips_40_500-8000.hdf5	both	none
336.3495	1	Stimulus/S  1	1	3363495	3363503	42	5	30	pips_40_500-8000.hdf5	both	none
337.4055	1	Stimulus/S  1	1	3374055	3374063	43	0	20	pips_40_500-8000.hdf5	both	none
338.4509	1	Stimulus/S  1	1	3384509	3384517	43	1	40	pips_40_500-8000.hdf5	both	none
339.5175	1	Stimulus/S  1	1	3395175	3395183	43	2	60	pips_40_500-8000.hdf5	both	none
340.5842	1	Stimulus/S  1	1	3405842	3405850	43	3	70	pips_40_500-8000.hdf5	both	none
341.6295	1	Stimulus/S  1	1	3416295	3416303	43	4	50	pips_40_500-8000.hdf5	both	none
342.6856	1	Stimulus/S  1	1	3426856	3426864	43	5	30	pips_40_500-8000.hdf5	both	none
343.7522	1	Stimulus/S  1	1	3437522	3437530	44	0	20	pips_40_500-8000.hdf5	both	none
344.7976	1	Stimulus/S  1	1	3447976	3447984	44	1	40	pips_40_500-8000.hdf5	both	none
345.8536	1	Stimulus/S  1	1	3458536	3458544	44	2	60	pips_40_500-8000.hdf5	both	none
346.9203	1	Stimulus/S  1	1	3469203	3469211	44	3	70	pips_40_500-8000.hdf5	both	none
347.9656	1	Stimulus/S  1	1	3479656	3479664	44	4	50	pips_40_500-8000.hdf5	both	none
