onset	duration	trial_type	value	sample	sample_corrected	token	run	level	stim_file	ear_ac	ear_bc
62.3803	1	Stimulus/S  1	1	623803	623811	5	4	50	pips_l40_r400_500-8000.hdf5	right	left
63.4256	1	Stimulus/S  1	1	634256	634264	5	5	30	pips_l40_r400_500-8000.hdf5	right	left
64.4923	1	Stimulus/S  1	1	644923	644931	6	0	20	pips_l40_r400_500-8000.hdf5	right	left
65.559	1	Stimulus/S  1	1	655590	655598	6	1	40	pips_l40_r400_500-8000.hdf5	right	left
66.615	1	Stimulus/S  1	1	666150	666158	6	2	60	pips_l40_r400_500-8000.hdf5	right	left
67.6603	1	Stimulus/S  1	1	676603	676611	6	3	70	pips_l40_r400_500-8000.hdf5	right	left
68.727	1	Stimulus/S  1	1	687270	687278	6	4	50	pips_l40_r400_500-8000.hdf5	right	left
69.783	1	Stimulus/S  1	1	697830	697838	6	5	30	pips_l40_r400_500-8000.hdf5	right	left
70.8497	1	Stimulus/S  1	1	708497	708505	7	0	20	pips_l40_r400_500-8000.hdf5	right	left
71.9163	1	Stimulus/S  1	1	719163	719171	7	1	40	pips_l40_r400_500-8000.hdf5	right	left
72.9617	1	Stimulus/S  1	1	729617	729625	7	2	60	pips_l40_r400_500-8000.hdf5	right	left
74.0177	1	Stimulus/S  1	1	740177	740185	7	3	70	pips_l40_r400_500-8000.hdf5	right	left
75.063	1	Stimulus/S  1	1	750630	750638	7	4	50	pips_l40_r400_500-8000.hdf5	right	left
76.1084	1	Stimulus/S  1	1	761084	761092	7	5	30	pips_l40_r400_500-8000.hdf5	right	left
77.1644	1	Stimulus/S  1	1	771644	771652	8	0	20	pips_l40_r400_500-8000.hdf5	right	left
78.2311	1	Stimulus/S  1	1	782311	782319	8	1	40	pips_l40_r400_500-8000.hdf5	right	left
79.2764	1	Stimulus/S  1	1	792764	792772	8	2	60	pips_l40_r400_500-8000.hdf5	right	left
80.3431	1	Stimulus/S  1	1	803431	803439	8	3	70	pips_l40_r400_500-8000.hdf5	right	left
81.3991	1	Stimulus/S  1	1	813991	813999	8	4	50	pips_l40_r400_500-8000.hdf5	right	left
82.4445	1	Stimulus/S  1	1	824445	824453	8	5	30	pips_l40_r400_500-8000.hdf5	right	left
83.5005	1	Stimulus/S  1	1	835005	835013	9	0	20	pips_l40_r400_500-8000.hdf5	right	left
84.5458	1	Stimulus/S  1	1	845458	845466	9	1	40	pips_l40_r400_500-8000.hdf5	right	left
85.6018	1	Stimulus/S  1	1	856018	856026	9	2	60	pips_l40_r400_500-8000.hdf5	right	left
86.6472	1	Stimulus/S  1	1	866472	866480	9	3	70	pips_l40_r400_500-8000.hdf5	right	left
87.7138	1	Stimulus/S  1	1	877138	877146	9	4	50	pips_l40_r400_500-8000.hdf5	right	left
88.7805	1	Stimulus/S  1	1	887805	887813	9	5	30	pips_l40_r400_500-8000.hdf5	right	left
89.8259	1	Stimulus/S  1	1	898259	898267	10	0	20	pips_l40_r400_500-8000.hdf5	right	left
90.8925	1	Stimulus/S  1	1	908925	908933	10	1	40	pips_l40_r400_500-8000.hdf5	right	left
91.9485	1	Stimulus/S  1	1	919485	919493	10	2	60	pips_l40_r400_500-8000.hdf5	right	left
92.9939	1	Stimulus/S  1	1	929939	929947	10	3	70	pips_l40_r400_500-8000.hdf5	right	left
94.0606	1	Stimulus/S  1	1	940606	940614	10	4	50	pips_l40_r400_500-8000.hdf5	right	left
95.1166	1	Stimulus/S  1	1	951166	951174	10	5	30	pips_l40_r400_500-8000.hdf5	right	left
96.1619	1	Stimulus/S  1	1	961619	961627	11	0	20	pips_l40_r400_500-8000.hdf5	right	left
97.2286	1	Stimulus/S  1	1	972286	972294	11	1	40	pips_l40_r400_500-8000.hdf5	right	left
98.2846	1	Stimulus/S  1	1	982846	982854	11	2	60	pips_l40_r400_500-8000.hdf5	right	left
99.3513	1	Stimulus/S  1	1	993513	993521	11	3	70	pips_l40_r400_500-8000.hdf5	right	left
100.418	1	Stimulus/S  1	1	1004180	1004188	11	4	50	pips_l40_r400_500-8000.hdf5	right	left
101.4633	1	Stimulus/S  1	1	1014633	1014641	11	5	30	pips_l40_r400_500-8000.hdf5	right	left
102.53	1	Stimulus/S  1	1	1025300	1025308	12	0	20	pips_l40_r400_500-8000.hdf5	right	left
103.5753	1	Stimulus/S  1	1	1035753	1035761	12	1	40	pips_l40_r400_500-8000.hdf5	right	left
104.6313	1	Stimulus/S  1	1	1046313	1046321	12	2	60	pips_l40_r400_500-8000.hdf5	right	left
105.698	1	Stimulus/S  1	1	1056980	1056988	12	3	70	pips_l40_r400_500-8000.hdf5	right	left
106.7647	1	Stimulus/S  1	1	1067647	1067655	12	4	50	pips_l40_r400_500-8000.hdf5	right	left
107.81	1	Stimulus/S  1	1	1078100	1078108	12	5	30	pips_l40_r400_500-8000.hdf5	right	left
108.8767	1	Stimulus/S  1	1	1088767	1088775	13	0	20	pips_l40_r400_500-8000.hdf5	right	left
109.9434	1	Stimulus/S  1	1	1099434	1099442	13	1	40	pips_l40_r400_500-8000.hdf5	right	left
110.9994	1	Stimulus/S  1	1	1109994	1110002	13	2	60	pips_l40_r400_500-8000.hdf5	right	left
112.0447	1	Stimulus/S  1	1	1120447	1120455	13	3	70	pips_l40_r400_500-8000.hdf5	right	left
113.1007	1	Stimulus/S  1	1	1131007	1131015	13	4	50	pips_l40_r400_500-8000.hdf5	right	left
114.1461	1	Stimulus/S  1	1	1141461	1141469	13	5	30	pips_l40_r400_500-8000.hdf5	right	left
115.2021	1	Stimulus/S  1	1	1152021	1152029	14	0	20	pips_l40_r400_500-8000.hdf5	right	left
116.2474	1	Stimulus/S  1	1	1162474	1162482	14	1	40	pips_l40_r400_500-8000.hdf5	right	left
117.3141	1	Stimulus/S  1	1	1173141	1173149	14	2	60	pips_l40_r400_500-8000.hdf5	right	left
118.3701	1	Stimulus/S  1	1	1183701	1183709	14	3	70	pips_l40_r400_500-8000.hdf5	right	left
119.4155	1	Stimulus/S  1	1	1194155	1194163	14	4	50	pips_l40_r400_500-8000.hdf5	right	left
120.4821	1	Stimulus/S  1	1	1204821	1204829	14	5	30	pips_l40_r400_500-8000.hdf5	right	left
121.5488	1	Stimulus/S  1	1	1215488	1215496	15	0	20	pips_l40_r400_500-8000.hdf5	right	left
122.5942	1	Stimulus/S  1	1	1225942	1225950	15	1	40	pips_l40_r400_500-8000.hdf5	right	left
123.6608	1	Stimulus/S  1	1	1236608	1236616	15	2	60	pips_l40_r400_500-8000.hdf5	right	left
124.7169	1	Stimulus/S  1	1	1247169	1247177	15	3	70	pips_l40_r400_500-8000.hdf5	right	left
125.7622	1	Stimulus/S  1	1	1257622	1257630	15	4	50	pips_l40_r400_500-8000.hdf5	right	left
126.8182	1	Stimulus/S  1	1	1268182	1268190	15	5	30	pips_l40_r400_500-8000.hdf5	right	left
127.8636	1	Stimulus/S  1	1	1278636	1278644	16	0	20	pips_l40_r400_500-8000.hdf5	right	left
128.9302	1	Stimulus/S  1	1	1289302	1289310	16	1	40	pips_l40_r400_500-8000.hdf5	right	left
129.9756	1	Stimulus/S  1	1	1299756	1299764	16	2	60	pips_l40_r400_500-8000.hdf5	right	left
131.0422	1	Stimulus/S  1	1	1310422	1310430	16	3	70	pips_l40_r400_500-8000.hdf5	right	left
132.1089	1	Stimulus/S  1	1	1321089	1321097	16	4	50	pips_l40_r400_500-8000.hdf5	right	left
133.1649	1	Stimulus/S  1	1	1331649	1331657	16	5	30	pips_l40_r400_500-8000.hdf5	right	left
134.2316	1	Stimulus/S  1	1	1342316	1342324	17	0	20	pips_l40_r400_500-8000.hdf5	right	left
135.2983	1	Stimulus/S  1	1	1352983	1352991	17	1	40	pips_l40_r400_500-8000.hdf5	right	left
136.3436	1	Stimulus/S  1	1	1363436	1363444	17	2	60	pips_l40_r400_500-8000.hdf5	right	left
137.4103	1	Stimulus/S  1	1	1374103	1374111	17	3	70	pips_l40_r400_500-8000.hdf5	right	left
138.4663	1	Stimulus/S  1	1	1384663	1384671	17	4	50	pips_l40_r400_500-8000.hdf5	right	left
139.533	1	Stimulus/S  1	1	1395330	1395338	17	5	30	pips_l40_r400_500-8000.hdf5	right	left
140.5783	1	Stimulus/S  1	1	1405783	1405791	18	0	20	pips_l40_r400_500-8000.hdf5	right	left
141.6343	1	Stimulus/S  1	1	1416343	1416351	18	1	40	pips_l40_r400_500-8000.hdf5	right	left
142.6797	1	Stimulus/S  1	1	1426797	1426805	18	2	60	pips_l40_r400_500-8000.hdf5	right	left
143.7357	1	Stimulus/S  1	1	1437357	1437365	18	3	70	pips_l40_r400_500-8000.hdf5	right	left
144.8024	1	Stimulus/S  1	1	1448024	1448032	18	4	50	pips_l40_r400_500-8000.hdf5	right	left
145.8477	1	Stimulus/S  1	1	1458477	1458485	18	5	30	pips_l40_r400_500-8000.hdf5	right	left
146.9144	1	Stimulus/S  1	1	1469144	1469152	19	0	20	pips_l40_r400_500-8000.hdf5	right	left
147.9597	1	Stimulus/S  1	1	1479597	1479605	19	1	40	pips_l40_r400_500-8000.hdf5	right	left
149.0158	1	Stimulus/S  1	1	1490158	1490166	19	2	60	pips_l40_r400_500-8000.hdf5	right	left
150.0824	1	Stimulus/S  1	1	1500824	1500832	19	3	70	pips_l40_r400_500-8000.hdf5	right	left
151.1491	1	Stimulus/S  1	1	1511491	1511499	19	4	50	pips_l40_r400_500-8000.hdf5	right	left
152.1945	1	Stimulus/S  1	1	1521945	1521953	19	5	30	pips_l40_r400_500-8000.hdf5	right	left
153.2611	1	Stimulus/S  1	1	1532611	1532619	20	0	20	pips_l40_r400_500-8000.hdf5	right	left
154.3171	1	Stimulus/S  1	1	1543171	1543179	20	1	40	pips_l40_r400_500-8000.hdf5	right	left
155.3838	1	Stimulus/S  1	1	1553838	1553846	20	2	60	pips_l40_r400_500-8000.hdf5	right	left
156.4292	1	Stimulus/S  1	1	1564292	1564300	20	3	70	pips_l40_r400_500-8000.hdf5	right	left
157.4958	1	Stimulus/S  1	1	1574958	1574966	20	4	50	pips_l40_r400_500-8000.hdf5	right	left
158.5625	1	Stimulus/S  1	1	1585625	1585633	20	5	30	pips_l40_r400_500-8000.hdf5	right	left
159.6185	1	Stimulus/S  1	1	1596185	1596193	21	0	20	pips_l40_r400_500-8000.hdf5	right	left
160.6852	1	Stimulus/S  1	1	1606852	1606860	21	1	40	pips_l40_r400_500-8000.hdf5	right	left
161.7305	1	Stimulus/S  1	1	1617305	1617313	21	2	60	pips_l40_r400_500-8000.hdf5	right	left
162.7866	1	Stimulus/S  1	1	1627866	1627874	21	3	70	pips_l40_r400_500-8000.hdf5	right	left
163.8532	1	Stimulus/S  1	1	1638532	1638540	21	4	50	pips_l40_r400_500-8000.hdf5	right	left
164.8986	1	Stimulus/S  1	1	1648986	1648994	21	5	30	pips_l40_r400_500-8000.hdf5	right	left
165.9652	1	Stimulus/S  1	1	1659652	1659660	22	0	20	pips_l40_r400_500-8000.hdf5	right	left
167.0106	1	Stimulus/S  1	1	1670106	1670114	22	1	40	pips_l40_r400_500-8000.hdf5	right	left
168.0666	1	Stimulus/S  1	1	1680666	1680674	22	2	60	pips_l40_r400_500-8000.hdf5	right	left
169.1333	1	Stimulus/S  1	1	1691333	1691341	22	3	70	pips_l40_r400_500-8000.hdf5	right	left
170.1786	1	Stimulus/S  1	1	1701786	1701794	22	4	50	pips_l40_r400_500-8000.hdf5	right	left
171.2346	1	Stimulus/S  1	1	1712346	1712354	22	5	30	pips_l40_r400_500-8000.hdf5	right	left
172.28	1	Stimulus/S  1	1	1722800	1722808	23	0	20	pips_l40_r400_500-8000.hdf5	right	left
173.336	1	Stimulus/S  1	1	1733360	1733368	23	1	40	pips_l40_r400_500-8000.hdf5	right	left
174.3813	1	Stimulus/S  1	1	1743813	1743821	23	2	60	pips_l40_r400_500-8000.hdf5	right	left
175.448	1	Stimulus/S  1	1	1754480	1754488	23	3	70	pips_l40_r400_500-8000.hdf5	right	left
176.4933	1	Stimulus/S  1	1	1764933	1764941	23	4	50	pips_l40_r400_500-8000.hdf5	right	left
177.5494	1	Stimulus/S  1	1	1775494	1775502	23	5	30	pips_l40_r400_500-8000.hdf5	right	left
178.5947	1	Stimulus/S  1	1	1785947	1785955	24	0	20	pips_l40_r400_500-8000.hdf5	right	left
179.6507	1	Stimulus/S  1	1	1796507	1796515	24	1	40	pips_l40_r400_500-8000.hdf5	right	left
180.7174	1	Stimulus/S  1	1	1807174	1807182	24	2	60	pips_l40_r400_500-8000.hdf5	right	left
181.7627	1	Stimulus/S  1	1	1817627	1817635	24	3	70	pips_l40_r400_500-8000.hdf5	right	left
182.8294	1	Stimulus/S  1	1	1828294	1828302	24	4	50	pips_l40_r400_500-8000.hdf5	right	left
183.8854	1	Stimulus/S  1	1	1838854	1838862	24	5	30	pips_l40_r400_500-8000.hdf5	right	left
184.9521	1	Stimulus/S  1	1	1849521	1849529	25	0	20	pips_l40_r400_500-8000.hdf5	right	left
185.9974	1	Stimulus/S  1	1	1859974	1859982	25	1	40	pips_l40_r400_500-8000.hdf5	right	left
187.0641	1	Stimulus/S  1	1	1870641	1870649	25	2	60	pips_l40_r400_500-8000.hdf5	right	left
188.1201	1	Stimulus/S  1	1	1881201	1881209	25	3	70	pips_l40_r400_500-8000.hdf5	right	left
189.1868	1	Stimulus/S  1	1	1891868	1891876	25	4	50	pips_l40_r400_500-8000.hdf5	right	left
190.2321	1	Stimulus/S  1	1	1902321	1902329	25	5	30	pips_l40_r400_500-8000.hdf5	right	left
191.2988	1	Stimulus/S  1	1	1912988	1912996	26	0	20	pips_l40_r400_500-8000.hdf5	right	left
192.3655	1	Stimulus/S  1	1	1923655	1923663	26	1	40	pips_l40_r400_500-8000.hdf5	right	left
193.4108	1	Stimulus/S  1	1	1934108	1934116	26	2	60	pips_l40_r400_500-8000.hdf5	right	left
194.4669	1	Stimulus/S  1	1	1944669	1944677	26	3	70	pips_l40_r400_500-8000.hdf5	right	left
195.5335	1	Stimulus/S  1	1	1955335	1955343	26	4	50	pips_l40_r400_500-8000.hdf5	right	left
196.5789	1	Stimulus/S  1	1	1965789	1965797	26	5	30	pips_l40_r400_500-8000.hdf5	right	left
197.6349	1	Stimulus/S  1	1	1976349	1976357	27	0	20	pips_l40_r400_500-8000.hdf5	right	left
198.7016	1	Stimulus/S  1	1	1987016	1987024	27	1	40	pips_l40_r400_500-8000.hdf5	right	left
199.7469	1	Stimulus/S  1	1	1997469	1997477	27	2	60	pips_l40_r400_500-8000.hdf5	right	left
200.8029	1	Stimulus/S  1	1	2008029	2008037	27	3	70	pips_l40_r400_500-8000.hdf5	right	left
201.8483	1	Stimulus/S  1	1	2018483	2018491	27	4	50	pips_l40_r400_500-8000.hdf5	right	left
202.9149	1	Stimulus/S  1	1	2029149	2029157	27	5	30	pips_l40_r400_500-8000.hdf5	right	left
203.9709	1	Stimulus/S  1	1	2039709	2039717	28	0	20	pips_l40_r400_500-8000.hdf5	right	left
205.0163	1	Stimulus/S  1	1	2050163	2050171	28	1	40	pips_l40_r400_500-8000.hdf5	right	left
206.083	1	Stimulus/S  1	1	2060830	2060838	28	2	60	pips_l40_r400_500-8000.hdf5	right	left
207.1283	1	Stimulus/S  1	1	2071283	2071291	28	3	70	pips_l40_r400_500-8000.hdf5	right	left
208.1843	1	Stimulus/S  1	1	2081843	2081851	28	4	50	pips_l40_r400_500-8000.hdf5	right	left
209.251	1	Stimulus/S  1	1	2092510	2092518	28	5	30	pips_l40_r400_500-8000.hdf5	right	left
210.2963	1	Stimulus/S  1	1	2102963	2102971	29	0	20	pips_l40_r400_500-8000.hdf5	right	left
211.363	1	Stimulus/S  1	1	2113630	2113638	29	1	40	pips_l40_r400_500-8000.hdf5	right	left
212.419	1	Stimulus/S  1	1	2124190	2124198	29	2	60	pips_l40_r400_500-8000.hdf5	right	left
213.4644	1	Stimulus/S  1	1	2134644	2134652	29	3	70	pips_l40_r400_500-8000.hdf5	right	left
214.5097	1	Stimulus/S  1	1	2145097	2145105	29	4	50	pips_l40_r400_500-8000.hdf5	right	left
215.5657	1	Stimulus/S  1	1	2155657	2155665	29	5	30	pips_l40_r400_500-8000.hdf5	right	left
216.6324	1	Stimulus/S  1	1	2166324	2166332	30	0	20	pips_l40_r400_500-8000.hdf5	right	left
217.6777	1	Stimulus/S  1	1	2176777	2176785	30	1	40	pips_l40_r400_500-8000.hdf5	right	left
218.7338	1	Stimulus/S  1	1	2187338	2187346	30	2	60	pips_l40_r400_500-8000.hdf5	right	left
219.7791	1	Stimulus/S  1	1	2197791	2197799	30	3	70	pips_l40_r400_500-8000.hdf5	right	left
220.8351	1	Stimulus/S  1	1	2208351	2208359	30	4	50	pips_l40_r400_500-8000.hdf5	right	left
221.9018	1	Stimulus/S  1	1	2219018	2219026	30	5	30	pips_l40_r400_500-8000.hdf5	right	left
222.9471	1	Stimulus/S  1	1	2229471	2229479	31	0	20	pips_l40_r400_500-8000.hdf5	right	left
224.0138	1	Stimulus/S  1	1	2240138	2240146	31	1	40	pips_l40_r400_500-8000.hdf5	right	left
225.0698	1	Stimulus/S  1	1	2250698	2250706	31	2	60	pips_l40_r400_500-8000.hdf5	right	left
226.1152	1	Stimulus/S  1	1	2261152	2261160	31	3	70	pips_l40_r400_500-8000.hdf5	right	left
227.1818	1	Stimulus/S  1	1	2271818	2271826	31	4	50	pips_l40_r400_500-8000.hdf5	right	left
228.2485	1	Stimulus/S  1	1	2282485	2282493	31	5	30	pips_l40_r400_500-8000.hdf5	right	left
229.2939	1	Stimulus/S  1	1	2292939	2292947	32	0	20	pips_l40_r400_500-8000.hdf5	right	left
230.3499	1	Stimulus/S  1	1	2303499	2303507	32	1	40	pips_l40_r400_500-8000.hdf5	right	left
231.3952	1	Stimulus/S  1	1	2313952	2313960	32	2	60	pips_l40_r400_500-8000.hdf5	right	left
232.4619	1	Stimulus/S  1	1	2324619	2324627	32	3	70	pips_l40_r400_500-8000.hdf5	right	left
233.5286	1	Stimulus/S  1	1	2335286	2335294	32	4	50	pips_l40_r400_500-8000.hdf5	right	left
234.5846	1	Stimulus/S  1	1	2345846	2345854	32	5	30	pips_l40_r400_500-8000.hdf5	right	left
235.6512	1	Stimulus/S  1	1	2356512	2356520	33	0	20	pips_l40_r400_500-8000.hdf5	right	left
236.6966	1	Stimulus/S  1	1	2366966	2366974	33	1	40	pips_l40_r400_500-8000.hdf5	right	left
237.7633	1	Stimulus/S  1	1	2377633	2377641	33	2	60	pips_l40_r400_500-8000.hdf5	right	left
238.8193	1	Stimulus/S  1	1	2388193	2388201	33	3	70	pips_l40_r400_500-8000.hdf5	right	left
239.8646	1	Stimulus/S  1	1	2398646	2398654	33	4	50	pips_l40_r400_500-8000.hdf5	right	left
240.9206	1	Stimulus/S  1	1	2409206	2409214	33	5	30	pips_l40_r400_500-8000.hdf5	right	left
241.966	1	Stimulus/S  1	1	2419660	2419668	34	0	20	pips_l40_r400_500-8000.hdf5	right	left
243.0327	1	Stimulus/S  1	1	2430327	2430335	34	1	40	pips_l40_r400_500-8000.hdf5	right	left
244.078	1	Stimulus/S  1	1	2440780	2440788	34	2	60	pips_l40_r400_500-8000.hdf5	right	left
245.1447	1	Stimulus/S  1	1	2451447	2451455	34	3	70	pips_l40_r400_500-8000.hdf5	right	left
246.2113	1	Stimulus/S  1	1	2462113	2462121	34	4	50	pips_l40_r400_500-8000.hdf5	right	left
247.2674	1	Stimulus/S  1	1	2472674	2472682	34	5	30	pips_l40_r400_500-8000.hdf5	right	left
248.334	1	Stimulus/S  1	1	2483340	2483348	35	0	20	pips_l40_r400_500-8000.hdf5	right	left
249.4007	1	Stimulus/S  1	1	2494007	2494015	35	1	40	pips_l40_r400_500-8000.hdf5	right	left
250.4461	1	Stimulus/S  1	1	2504461	2504469	35	2	60	pips_l40_r400_500-8000.hdf5	right	left
251.5127	1	Stimulus/S  1	1	2515127	2515135	35	3	70	pips_l40_r400_500-8000.hdf5	right	left
252.5687	1	Stimulus/S  1	1	2525687	2525695	35	4	50	pips_l40_r400_500-8000.hdf5	right	left
253.6141	1	Stimulus/S  1	1	2536141	2536149	35	5	30	pips_l40_r400_500-8000.hdf5	right	left
254.6701	1	Stimulus/S  1	1	2546701	2546709	36	0	20	pips_l40_r400_500-8000.hdf5	right	left
255.7154	1	Stimulus/S  1	1	2557154	2557162	36	1	40	pips_l40_r400_500-8000.hdf5	right	left
256.7821	1	Stimulus/S  1	1	2567821	2567829	36	2	60	pips_l40_r400_500-8000.hdf5	right	left
257.8381	1	Stimulus/S  1	1	2578381	2578389	36	3	70	pips_l40_r400_500-8000.hdf5	right	left
258.8835	1	Stimulus/S  1	1	2588835	2588843	36	4	50	pips_l40_r400_500-8000.hdf5	right	left
259.9288	1	Stimulus/S  1	1	2599288	2599296	36	5	30	pips_l40_r400_500-8000.hdf5	right	left
260.9955	1	Stimulus/S  1	1	2609955	2609963	37	0	20	pips_l40_r400_500-8000.hdf5	right	left
262.0515	1	Stimulus/S  1	1	2620515	2620523	37	1	40	pips_l40_r400_500-8000.hdf5	right	left
263.1182	1	Stimulus/S  1	1	2631182	2631190	37	2	60	pips_l40_r400_500-8000.hdf5	right	left
264.1635	1	Stimulus/S  1	1	2641635	2641643	37	3	70	pips_l40_r400_500-8000.hdf5	right	left
265.2195	1	Stimulus/S  1	1	2652195	2652203	37	4	50	pips_l40_r400_500-8000.hdf5	right	left
266.2649	1	Stimulus/S  1	1	2662649	2662657	37	5	30	pips_l40_r400_500-8000.hdf5	right	left
267.3209	1	Stimulus/S  1	1	2673209	2673217	38	0	20	pips_l40_r400_500-8000.hdf5	right	left
268.3876	1	Stimulus/S  1	1	2683876	2683884	38	1	40	pips_l40_r400_500-8000.hdf5	right	left
269.4329	1	Stimulus/S  1	1	2694329	2694337	38	2	60	pips_l40_r400_500-8000.hdf5	right	left
270.4782	1	Stimulus/S  1	1	2704782	2704790	38	3	70	pips_l40_r400_500-8000.hdf5	right	left
271.5449	1	Stimulus/S  1	1	2715449	2715457	38	4	50	pips_l40_r400_500-8000.hdf5	right	left
272.6116	1	Stimulus/S  1	1	2726116	2726124	38	5	30	pips_l40_r400_500-8000.hdf5	right	left
273.6783	1	Stimulus/S  1	1	2736783	2736791	39	0	20	pips_l40_r400_500-8000.hdf5	right	left
274.7343	1	Stimulus/S  1	1	2747343	2747351	39	1	40	pips_l40_r400_500-8000.hdf5	right	left
275.801	1	Stimulus/S  1	1	2758010	2758018	39	2	60	pips_l40_r400_500-8000.hdf5	right	left
276.8676	1	Stimulus/S  1	1	2768676	2768684	39	3	70	pips_l40_r400_500-8000.hdf5	right	left
277.913	1	Stimulus/S  1	1	2779130	2779138	39	4	50	pips_l40_r400_500-8000.hdf5	right	left
278.9797	1	Stimulus/S  1	1	2789797	2789805	39	5	30	pips_l40_r400_500-8000.hdf5	right	left
280.0357	1	Stimulus/S  1	1	2800357	2800365	40	0	20	pips_l40_r400_500-8000.hdf5	right	left
281.081	1	Stimulus/S  1	1	2810810	2810818	40	1	40	pips_l40_r400_500-8000.hdf5	right	left
282.1477	1	Stimulus/S  1	1	2821477	2821485	40	2	60	pips_l40_r400_500-8000.hdf5	right	left
283.2144	1	Stimulus/S  1	1	2832144	2832152	40	3	70	pips_l40_r400_500-8000.hdf5	right	left
284.2704	1	Stimulus/S  1	1	2842704	2842712	40	4	50	pips_l40_r400_500-8000.hdf5	right	left
285.3157	1	Stimulus/S  1	1	2853157	2853165	40	5	30	pips_l40_r400_500-8000.hdf5	right	left
286.3824	1	Stimulus/S  1	1	2863824	2863832	41	0	20	pips_l40_r400_500-8000.hdf5	right	left
287.4384	1	Stimulus/S  1	1	2874384	2874392	41	1	40	pips_l40_r400_500-8000.hdf5	right	left
288.4838	1	Stimulus/S  1	1	2884838	2884846	41	2	60	pips_l40_r400_500-8000.hdf5	right	left
289.5504	1	Stimulus/S  1	1	2895504	2895512	41	3	70	pips_l40_r400_500-8000.hdf5	right	left
290.6171	1	Stimulus/S  1	1	2906171	2906179	41	4	50	pips_l40_r400_500-8000.hdf5	right	left
