onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
1.238710e+02	2.5	Image	3	9	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor62.jpg	inanimate38.jpg	40.533	-0.025137	3
1.347030e+02	1	MoneyCue	3	10	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor59.jpg	inanimate35.jpg	42.304	-0.50107	2
1.357030e+02	4	Anticipation	3	10	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor59.jpg	inanimate35.jpg	n/a	n/a	2
1.397030e+02	2.5	Image	3	10	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor59.jpg	inanimate35.jpg	43.138	0.97666	2
1.495520e+02	1	MoneyCue	3	11	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor50.jpg	inanimate2.jpg	43.433	0.69781	2
1.505520e+02	4	Anticipation	3	11	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor50.jpg	inanimate2.jpg	n/a	n/a	2
1.545680e+02	2.5	Image	3	11	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor50.jpg	inanimate2.jpg	42.7	0.16885	2
1.643670e+02	1	MoneyCue	3	12	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor38.jpg	animate17.jpg	42.691	-0.72345	1
1.653670e+02	6	Anticipation	3	12	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor38.jpg	animate17.jpg	n/a	n/a	1
1.713830e+02	2.5	Image	3	12	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor38.jpg	animate17.jpg	40.555	1.9695	1
1.802150e+02	1	MoneyCue	3	13	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor60.jpg	inanimate12.jpg	41.488	0.12172	1
1.812150e+02	6	Anticipation	3	13	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor60.jpg	inanimate12.jpg	n/a	n/a	1
1.872310e+02	2.5	Image	3	13	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor60.jpg	inanimate12.jpg	42.533	1.024	1
1.960470e+02	1	MoneyCue	3	14	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor35.jpg	animate15.jpg	43.333	-1.2842	2
1.970470e+02	2	Anticipation	3	14	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor35.jpg	animate15.jpg	n/a	n/a	2
1.990470e+02	2.5	Image	3	14	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor35.jpg	animate15.jpg	43.7	-0.2082	2
2.098790e+02	1	MoneyCue	3	15	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor71.jpg	inanimate23.jpg	42.415	1.2706	3
2.108790e+02	4	Anticipation	3	15	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor71.jpg	inanimate23.jpg	n/a	n/a	3
2.148950e+02	2.5	Image	3	15	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor71.jpg	inanimate23.jpg	37.967	5.0169	3
2.257270e+02	1	MoneyCue	3	16	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor71.jpg	inanimate47.jpg	43.646	-0.32319	2
2.267270e+02	2	Anticipation	3	16	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor71.jpg	inanimate47.jpg	n/a	n/a	2
2.287270e+02	2.5	Image	3	16	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor71.jpg	inanimate47.jpg	41.272	1.2238	2
2.385430e+02	1	MoneyCue	3	17	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor20.jpg	animate5.jpg	40.2	2.0362	1
2.395590e+02	2	Anticipation	3	17	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor20.jpg	animate5.jpg	n/a	n/a	1
2.415590e+02	2.5	Image	3	17	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor20.jpg	animate5.jpg	41.7	1.0951	1
2.523740e+02	1	MoneyCue	3	18	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor26.jpg	animate9.jpg	41.967	-0.47486	2
2.533740e+02	4	Anticipation	3	18	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor26.jpg	animate9.jpg	n/a	n/a	2
2.573740e+02	2.5	Image	3	18	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor26.jpg	animate9.jpg	44.18	-0.39311	2
2.672060e+02	1	MoneyCue	3	19	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor72.jpg	inanimate24.jpg	40.033	0.16339	3
2.682060e+02	4	Anticipation	3	19	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor72.jpg	inanimate24.jpg	n/a	n/a	3
2.722060e+02	2.5	Image	3	19	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor72.jpg	inanimate24.jpg	38.467	4.714	3
2.820550e+02	1	MoneyCue	3	20	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor52.jpg	inanimate28.jpg	45.5	-0.17439	3
2.830550e+02	6	Anticipation	3	20	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor52.jpg	inanimate28.jpg	n/a	n/a	3
2.890710e+02	2.5	Image	3	20	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor52.jpg	inanimate28.jpg	39.833	0.41257	3
2.999030e+02	1	MoneyCue	3	21	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor51.jpg	inanimate3.jpg	43.9	3.0314	2
3.009030e+02	2	Anticipation	3	21	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor51.jpg	inanimate3.jpg	n/a	n/a	2
3.029030e+02	2.5	Image	3	21	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor51.jpg	inanimate3.jpg	45.267	0.24153	2
3.117350e+02	1	MoneyCue	3	22	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor64.jpg	inanimate40.jpg	41.8	-0.60328	2
3.127350e+02	6	Anticipation	3	22	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor64.jpg	inanimate40.jpg	n/a	n/a	2
3.187510e+02	2.5	Image	3	22	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor64.jpg	inanimate40.jpg	38.255	2.8685	2
3.275670e+02	1	MoneyCue	3	23	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor36.jpg	animate16.jpg	40.338	-0.41756	3
3.285670e+02	6	Anticipation	3	23	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor36.jpg	animate16.jpg	n/a	n/a	3
3.345830e+02	2.5	Image	3	23	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor36.jpg	animate16.jpg	40.115	2.3436	3
3.443980e+02	1	MoneyCue	3	24	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor54.jpg	inanimate30.jpg	40.933	1.2962	2
3.453980e+02	4	Anticipation	3	24	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor54.jpg	inanimate30.jpg	n/a	n/a	2
3.493980e+02	2.5	Image	3	24	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor54.jpg	inanimate30.jpg	42.478	-0.78905	2
