onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
6.452700e+01	4	Anticipation	4	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor52.jpg	inanimate4.jpg	n/a	n/a	2
6.854300e+01	2.5	Image	4	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor52.jpg	inanimate4.jpg	37.367	5.4441	2
7.935900e+01	1	MoneyCue	4	6	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor14.jpg	animate27.jpg	41.344	-0.69222	3
8.037500e+01	6	Anticipation	4	6	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor14.jpg	animate27.jpg	n/a	n/a	3
8.637500e+01	2.5	Image	4	6	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor14.jpg	animate27.jpg	45	-0.2623	3
9.619000e+01	1	MoneyCue	4	7	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor58.jpg	inanimate10.jpg	42.067	0.015301	2
9.719000e+01	4	Anticipation	4	7	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor58.jpg	inanimate10.jpg	n/a	n/a	2
1.011900e+02	2.5	Image	4	7	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor58.jpg	inanimate10.jpg	38.323	3.8081	2
1.120390e+02	1	MoneyCue	4	8	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor58.jpg	inanimate34.jpg	40.811	-0.39191	1
1.130550e+02	2	Anticipation	4	8	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor58.jpg	inanimate34.jpg	n/a	n/a	1
1.150550e+02	2.5	Image	4	8	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor58.jpg	inanimate34.jpg	38.033	4.3273	1
1.238710e+02	1	MoneyCue	4	9	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor49.jpg	inanimate25.jpg	42.57	-0.60695	2
1.248710e+02	6	Anticipation	4	9	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor49.jpg	inanimate25.jpg	n/a	n/a	2
1.308870e+02	2.5	Image	4	9	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor49.jpg	inanimate25.jpg	42.233	0.50437	2
1.397360e+02	1	MoneyCue	4	10	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor42.jpg	animate40.jpg	41.4	-0.9082	2
1.407360e+02	4	Anticipation	4	10	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor42.jpg	animate40.jpg	n/a	n/a	2
1.447520e+02	2.5	Image	4	10	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor42.jpg	animate40.jpg	39.867	1.7481	2
1.546010e+02	1	MoneyCue	4	11	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor65.jpg	inanimate41.jpg	36.081	3.3075	1
1.556010e+02	6	Anticipation	4	11	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor65.jpg	inanimate41.jpg	n/a	n/a	1
1.616170e+02	2.5	Image	4	11	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor65.jpg	inanimate41.jpg	40.867	3.6087	1
1.704330e+02	1	MoneyCue	4	12	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor19.jpg	animate4.jpg	38.667	1.9399	2
1.714490e+02	6	Anticipation	4	12	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor19.jpg	animate4.jpg	n/a	n/a	2
1.774490e+02	2.5	Image	4	12	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor19.jpg	animate4.jpg	40.067	1.4087	2
1.872810e+02	1	MoneyCue	4	13	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor61.jpg	inanimate13.jpg	40.733	-0.35628	2
1.882810e+02	2	Anticipation	4	13	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor61.jpg	inanimate13.jpg	n/a	n/a	2
1.902810e+02	2.5	Image	4	13	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor61.jpg	inanimate13.jpg	42.7	1.1033	2
2.001130e+02	1	MoneyCue	4	14	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor5.jpg	animate46.jpg	38.28	-0.41115	2
2.011130e+02	2	Anticipation	4	14	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor5.jpg	animate46.jpg	n/a	n/a	2
2.031130e+02	2.5	Image	4	14	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor5.jpg	animate46.jpg	39.38	0.34238	2
2.119450e+02	1	MoneyCue	4	15	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor15.jpg	animate28.jpg	37.15	0.70214	3
2.129450e+02	6	Anticipation	4	15	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor15.jpg	animate28.jpg	n/a	n/a	3
2.189610e+02	2.5	Image	4	15	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor15.jpg	animate28.jpg	43.365	-0.3732	3
2.277930e+02	1	MoneyCue	4	16	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor30.jpg	animate37.jpg	39.047	-0.3751	1
2.287930e+02	2	Anticipation	4	16	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor30.jpg	animate37.jpg	n/a	n/a	1
2.307930e+02	2.5	Image	4	16	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor30.jpg	animate37.jpg	44.2	0.71803	1
2.416090e+02	1	MoneyCue	4	17	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor26.jpg	animate35.jpg	45.667	-0.14208	2
2.426080e+02	4	Anticipation	4	17	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor26.jpg	animate35.jpg	n/a	n/a	2
2.466080e+02	2.5	Image	4	17	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor26.jpg	animate35.jpg	43.633	-0.23989	2
2.564240e+02	1	MoneyCue	4	18	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor41.jpg	animate19.jpg	40.633	-0.79853	3
2.574240e+02	4	Anticipation	4	18	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor41.jpg	animate19.jpg	n/a	n/a	3
2.614400e+02	2.5	Image	4	18	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor41.jpg	animate19.jpg	42.133	1.1266	3
2.702560e+02	1	MoneyCue	4	19	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor7.jpg	animate23.jpg	39.8	0.4459	1
2.712560e+02	2	Anticipation	4	19	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor7.jpg	animate23.jpg	n/a	n/a	1
2.732720e+02	2.5	Image	4	19	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor7.jpg	animate23.jpg	43.667	1.9399	1
2.841210e+02	1	MoneyCue	4	20	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor18.jpg	animate3.jpg	43.309	0.67491	3
2.851210e+02	6	Anticipation	4	20	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor18.jpg	animate3.jpg	n/a	n/a	3
2.911370e+02	2.5	Image	4	20	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor18.jpg	animate3.jpg	39.279	4.7376	3
2.999690e+02	1	MoneyCue	4	21	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor22.jpg	animate6.jpg	40.967	-0.26175	3
3.009690e+02	6	Anticipation	4	21	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor22.jpg	animate6.jpg	n/a	n/a	3
3.069690e+02	2.5	Image	4	21	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor22.jpg	animate6.jpg	40.57	0.61015	3
3.177840e+02	1	MoneyCue	4	22	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor11.jpg	animate25.jpg	38.067	0.011517	2
3.187840e+02	2	Anticipation	4	22	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor11.jpg	animate25.jpg	n/a	n/a	2
3.207840e+02	2.5	Image	4	22	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor11.jpg	animate25.jpg	38.448	1.1254	2
3.305990e+02	1	MoneyCue	4	23	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor24.jpg	animate34.jpg	40.3	-0.16885	3
3.315990e+02	2	Anticipation	4	23	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor24.jpg	animate34.jpg	n/a	n/a	3
3.335990e+02	2.5	Image	4	23	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor24.jpg	animate34.jpg	37.624	5.0281	3
3.444150e+02	1	MoneyCue	4	24	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor50.jpg	inanimate26.jpg	39.833	-0.66195	3
3.454150e+02	4	Anticipation	4	24	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor50.jpg	inanimate26.jpg	n/a	n/a	3
3.494310e+02	2.5	Image	4	24	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor50.jpg	inanimate26.jpg	39.667	2.2022	3
