onset	duration	trial_type	stimfile
314.1	5.5	nullosevent	room4_cond0_B.mov
319.1	2.5	room6	room6_cond12_A_right.mov
322.08	3.5	nullosevent	room1_cond0_B.mov
325.01	2.5	fix	fix
327.51	7.5	nullosevent	room6_cond0_B.mov
335.09	2.5	room1	room1_cond5_A.mov
338.11	9.5	nullosevent	room8_cond0_B.mov
347.09	2.5	room2	room2_cond14_A_right.mov
350.11	5.5	nullosevent	room7_cond0_B.mov
355.09	2.5	room5	room5_cond12_A_right.mov
358.09	3.5	nullosevent	room3_cond0_B.mov
361.09	2.5	room4	room4_cond6_A.mov
364.12	3.5	nullosevent	room2_cond0_B.mov
367.09	2.5	room8	room8_cond14_A_right.mov
370.1	5.5	nullosevent	room1_cond0_B.mov
375.09	2.5	onebacktril	room8_cond14_A_right.mov
378.1	3.5	nullosevent	room4_cond0_B.mov
381.09	2.5	room3	room3_cond4_A.mov
384.1	5.5	nullosevent	room5_cond0_B.mov
389.09	2.5	onebacktril	room3_cond4_A.mov
392.1	5.5	nullosevent	room3_cond0_B.mov
397.1	2.5	room5	room5_cond11_A_left.mov
400.12	3.5	nullosevent	room2_cond0_B.mov
403.01	2.5	fix	fix
405.51	9.5	nullosevent	room7_cond0_B.mov
415.1	2.5	room1	room1_cond13_A_left.mov
418.08	5.5	nullosevent	room8_cond0_B.mov
423.08	2.5	room6	room6_cond14_A_right.mov
426.1	3.5	nullosevent	room3_cond0_B.mov
429.09	2.5	room6	room6_cond8_A.mov
432.08	3.5	nullosevent	room5_cond0_B.mov
435.02	2.5	fix	fix
437.52	3.5	nullosevent	room1_cond0_B.mov
441.09	2.5	room7	room7_cond14_A_right.mov
444.12	3.5	nullosevent	room8_cond0_B.mov
447.09	2.5	room4	room4_cond10_A.mov
450.12	5.5	nullosevent	room3_cond0_B.mov
455.02	15	nullosevent	room5_cond0_A.mov
