onset	duration	parametric_modulation	regressor	description
72.357	1	1	12	LV NoGo
119.36	1	1	12	LV NoGo
126.12	1	1	12	LV NoGo
164.12	1	1	12	LV NoGo
168.12	1	1	12	LV NoGo
177.12	1	1	12	LV NoGo
201.13	1	1	12	LV NoGo
226.13	1	1	12	LV NoGo
21.356	1	-0.027778	13	LV NoGo - by choice
32.356	1	0.055556	13	LV NoGo - by choice
34.356	1	-0.027778	13	LV NoGo - by choice
64.357	1	0.055556	13	LV NoGo - by choice
72.357	1	-0.027778	13	LV NoGo - by choice
119.36	1	-0.027778	13	LV NoGo - by choice
126.12	1	-0.027778	13	LV NoGo - by choice
164.12	1	-0.027778	13	LV NoGo - by choice
168.12	1	-0.027778	13	LV NoGo - by choice
177.12	1	0.055556	13	LV NoGo - by choice
201.13	1	0.055556	13	LV NoGo - by choice
226.13	1	-0.027778	13	LV NoGo - by choice
21.356	1	0.013333	14	LV NoGo - by value
32.356	1	0.013333	14	LV NoGo - by value
34.356	1	0.043333	14	LV NoGo - by value
64.357	1	-0.076667	14	LV NoGo - by value
72.357	1	-0.0066667	14	LV NoGo - by value
119.36	1	0.013333	14	LV NoGo - by value
126.12	1	0.013333	14	LV NoGo - by value
164.12	1	0.013333	14	LV NoGo - by value
168.12	1	-0.0066667	14	LV NoGo - by value
177.12	1	-0.076667	14	LV NoGo - by value
201.13	1	0.013333	14	LV NoGo - by value
226.13	1	0.043333	14	LV NoGo - by value
174.12	1	1	15	Go - missed
180.12	1	1	15	Go - missed
0	0	0	16	NoGo - erroneous response
9.3557	1	1	17	NoGo - Sanity and fillers
24.356	1	1	17	NoGo - Sanity and fillers
36.356	1	1	17	NoGo - Sanity and fillers
40.356	1	1	17	NoGo - Sanity and fillers
47.356	1	1	17	NoGo - Sanity and fillers
49.356	1	1	17	NoGo - Sanity and fillers
55.356	1	1	17	NoGo - Sanity and fillers
62.357	1	1	17	NoGo - Sanity and fillers
78.357	1	1	17	NoGo - Sanity and fillers
90.357	1	1	17	NoGo - Sanity and fillers
94.357	1	1	17	NoGo - Sanity and fillers
98.357	1	1	17	NoGo - Sanity and fillers
110.36	1	1	17	NoGo - Sanity and fillers
112.36	1	1	17	NoGo - Sanity and fillers
115.36	1	1	17	NoGo - Sanity and fillers
122.36	1	1	17	NoGo - Sanity and fillers
124.12	1	1	17	NoGo - Sanity and fillers
145.12	1	1	17	NoGo - Sanity and fillers
148.12	1	1	17	NoGo - Sanity and fillers
159.12	1	1	17	NoGo - Sanity and fillers
166.12	1	1	17	NoGo - Sanity and fillers
172.12	1	1	17	NoGo - Sanity and fillers
191.13	1	1	17	NoGo - Sanity and fillers
193.13	1	1	17	NoGo - Sanity and fillers
195.13	1	1	17	NoGo - Sanity and fillers
209.12	1	1	17	NoGo - Sanity and fillers
214.12	1	1	17	NoGo - Sanity and fillers
216.12	1	1	17	NoGo - Sanity and fillers
218.12	1	1	17	NoGo - Sanity and fillers
224.13	1	1	17	NoGo - Sanity and fillers
233.12	1	1	17	NoGo - Sanity and fillers
237.13	1	1	17	NoGo - Sanity and fillers
5.3556	1	0.025258	18	All Go - by RT
12.356	1	0.040292	18	All Go - by RT
16.356	1	0.016005	18	All Go - by RT
19.356	1	0.0070377	18	All Go - by RT
27.356	1	-0.018036	18	All Go - by RT
57.356	1	0.06235	18	All Go - by RT
68.359	1	0.18834	18	All Go - by RT
80.357	1	0.22114	18	All Go - by RT
82.357	1	-0.094972	18	All Go - by RT
84.357	1	-0.11498	18	All Go - by RT
102.36	1	-0.072157	18	All Go - by RT
105.36	1	-0.036249	18	All Go - by RT
129.12	1	0.063653	18	All Go - by RT
138.12	1	-0.095449	18	All Go - by RT
143.12	1	0.018489	18	All Go - by RT
150.12	1	0.048614	18	All Go - by RT
156.12	1	-0.078743	18	All Go - by RT
189.12	1	0.028848	18	All Go - by RT
197.13	1	-0.080267	18	All Go - by RT
205.13	1	-0.060415	18	All Go - by RT
220.13	1	-0.02574	18	All Go - by RT
240.12	1	-0.043025	18	All Go - by RT
