onset	duration	trial_type	rewards
750.910976	0	options_social	  n/a
754.481976	0	decision_risky_social	   18
763.537267	0	outcome_other_pos_social	    0
771.109731	0	options_solo	  n/a
775.089731	0	decision_risky_solo	 24.5
783.135574	0	outcome_self_neg_solo	    0
785.67077	0	happiness_rating	   40
792.025687	0	options_social	    0
796.361687	0	decision_safe_social	    0
806.419983	0	outcome_safe_social	    0
813.992433	0	options_social	   10
818.785433	0	decision_safe_social	   10
830.821956	0	outcome_safe_social	   10
833.357212	0	happiness_rating	   38
842.664368	0	options_partner	   30
845.664368	0	decision_safe_partner	   30
849.352745	0	outcome_safe_partner	   30
857.925735	0	options_social	  -25
861.233735	0	decision_safe_social	  -25
870.285489	0	outcome_safe_social	  -25
872.820655	0	happiness_rating	   40
879.725998	0	options_solo	  n/a
882.120998	0	decision_risky_solo	   27
890.167326	0	outcome_self_neg_solo	    0
898.74048	0	options_solo	  n/a
901.89748	0	decision_risky_solo	   27
908.948304	0	outcome_self_neg_solo	    0
911.483567	0	happiness_rating	   51
918.071997	0	options_solo	  -30
921.960997	0	decision_safe_solo	  -30
930.014408	0	outcome_safe_solo	  -30
937.586818	0	options_solo	    0
941.088818	0	decision_safe_solo	    0
948.144908	0	outcome_safe_solo	    0
950.6801	0	happiness_rating	   22
963.039827	0	options_social	  n/a
965.616827	0	decision_risky_social	   27
974.665199	0	outcome_other_pos_social	    0
984.2391	0	options_solo	  n/a
987.0411	0	decision_risky_solo	   22
1000.084608	0	outcome_self_neg_solo	    0
1002.619867	0	happiness_rating	   46
1011.393256	0	options_solo	    0
1015.249256	0	decision_safe_solo	    0
1027.288769	0	outcome_safe_solo	    0
1039.848827	0	options_solo	  -10
1043.168827	0	decision_safe_solo	  -10
1049.22217	0	outcome_safe_solo	  -10
1051.757339	0	happiness_rating	   32
1057.52812	0	options_partner	  -10
1060.52812	0	decision_safe_partner	  -10
1064.300263	0	outcome_safe_partner	  -10
1074.875106	0	options_solo	  -25
1078.969106	0	decision_safe_solo	  -25
1087.017655	0	outcome_safe_solo	  -25
1089.552904	0	happiness_rating	   42
1097.592436	0	options_solo	  -20
1100.144436	0	decision_safe_solo	  -20
1108.20045	0	outcome_safe_solo	  -20
1117.774457	0	options_partner	    0
1120.774457	0	decision_safe_partner	    0
1124.496228	0	outcome_safe_partner	    0
1127.031521	0	happiness_rating	   32
1137.95657	0	options_solo	  n/a
1142.32057	0	decision_risky_solo	   18
1155.353217	0	outcome_self_pos_solo	    0
1167.913301	0	options_solo	   15
1172.352301	0	decision_safe_solo	   15
1180.40561	0	outcome_safe_solo	   15
1182.940865	0	happiness_rating	   36
1198.285998	0	options_partner	  n/a
1201.285998	0	decision_risky_partner	   35
1204.907657	0	outcome_other_pos_partner	    0
1213.480917	0	options_partner	  n/a
1216.480917	0	decision_risky_partner	    3
1219.969161	0	outcome_other_neg_partner	    0
1222.504418	0	happiness_rating	   44
