onset	duration	trial_type	rewards
1035.080917	0	options_solo	    0
1038.623917	0	decision_safe_solo	    0
1048.639408	0	outcome_safe_solo	    0
1057.181258	0	options_solo	  -10
1059.848258	0	decision_safe_solo	  -10
1070.864107	0	outcome_safe_solo	  -10
1073.377914	0	happiness_rating	   36
1081.215394	0	options_social	    0
1086.536394	0	decision_safe_social	    0
1096.552388	0	outcome_safe_social	    0
1104.083262	0	options_social	  n/a
1107.560262	0	decision_risky_social	 13.5
1115.576064	0	outcome_other_neg_social	    0
1118.089743	0	happiness_rating	   16
1122.565766	0	options_solo	  -25
1125.255766	0	decision_safe_solo	  -25
1131.272353	0	outcome_safe_solo	  -25
1140.810522	0	options_social	  -10
1144.008522	0	decision_safe_social	  -10
1156.024642	0	outcome_safe_social	  -10
1158.536907	0	happiness_rating	   44
1166.014281	0	options_partner	  -20
1169.014281	0	decision_safe_partner	  -20
1172.948314	0	outcome_safe_partner	  -20
1179.491079	0	options_partner	   15
1182.491079	0	decision_safe_partner	   15
1186.140345	0	outcome_safe_partner	   15
1188.650084	0	happiness_rating	   44
1194.78657	0	options_social	  n/a
1198.34357	0	decision_risky_social	 37.5
1209.360167	0	outcome_other_neg_social	    0
1215.902651	0	options_social	   30
1219.263651	0	decision_safe_social	   30
1226.28032	0	outcome_safe_social	   30
1228.789926	0	happiness_rating	   22
