onset	duration	Subject	event	firstRESP	firstRT	firstACC	TrialType	BlocksInRun	MainBlocksInRun	SubTrial	firstON	RandomDelay	PatternDelay	ScaningOnset	Run	Condition	TrialOnset	TrialDuration	BlockOnset	BlockDuration	RestOnset	RestDuration
14.399	0.5	1	1	1.0	410	1	P	1	1.0	14	48373	n/a	11.0	33974	3	PatternHigh	14.399	0.5	6.0	52.9	58.9	7.1
15.013	0.5	1	3	3.0	267	1	R	1	1.0	15	48987	5.0	n/a	33974	3	RandomLow	15.013	0.5	6.0	52.9	58.9	7.1
15.643	0.5	1	2	2.0	285	1	P	1	1.0	16	49617	n/a	15.0	33974	3	PatternHigh	15.643	0.5	6.0	52.9	58.9	7.1
16.256	0.5	1	2	2.0	258	1	R	1	1.0	17	50230	8.0	n/a	33974	3	RandomLow	16.256	0.5	6.0	52.9	58.9	7.1
16.87	0.5	1	3	3.0	300	1	P	1	1.0	18	50844	n/a	2.0	33974	3	PatternHigh	16.87	0.5	6.0	52.9	58.9	7.1
17.5	0.5	1	1	1.0	335	1	R	1	1.0	19	51474	12.0	n/a	33974	3	RandomLow	17.5	0.5	6.0	52.9	58.9	7.1
18.113	0.5	1	4	4.0	291	1	P	1	1.0	20	52087	n/a	5.0	33974	3	PatternHigh	18.113	0.5	6.0	52.9	58.9	7.1
18.743	0.5	1	1	1.0	349	1	R	1	1.0	21	52717	15.0	n/a	33974	3	RandomLow	18.743	0.5	6.0	52.9	58.9	7.1
19.357	0.5	1	1	1.0	289	1	P	1	1.0	22	53331	n/a	9.0	33974	3	PatternHigh	19.357	0.5	6.0	52.9	58.9	7.1
19.97	0.5	1	2	2.0	375	1	R	1	1.0	23	53944	2.0	n/a	33974	3	RandomHigh	19.97	0.5	6.0	52.9	58.9	7.1
20.6	0.5	1	2	2.0	281	1	P	1	1.0	24	54574	n/a	12.0	33974	3	PatternHigh	20.6	0.5	6.0	52.9	58.9	7.1
21.213	0.5	1	4	4.0	330	1	R	1	1.0	25	55187	5.0	n/a	33974	3	RandomLow	21.213	0.5	6.0	52.9	58.9	7.1
21.843	0.5	1	3	3.0	349	1	P	1	1.0	26	55817	n/a	15.0	33974	3	PatternHigh	21.843	0.5	6.0	52.9	58.9	7.1
22.457	0.5	1	2	2.0	394	1	R	1	1.0	27	56431	9.0	n/a	33974	3	RandomLow	22.457	0.5	6.0	52.9	58.9	7.1
23.07	0.5	1	4	4.0	297	1	P	1	1.0	28	57044	n/a	2.0	33974	3	PatternHigh	23.07	0.5	6.0	52.9	58.9	7.1
23.7	0.5	1	3	3.0	361	1	R	1	1.0	29	57674	12.0	n/a	33974	3	RandomHigh	23.7	0.5	6.0	52.9	58.9	7.1
24.314	0.5	1	1	1.0	278	1	P	1	1.0	30	58288	n/a	6.0	33974	3	PatternHigh	24.314	0.5	6.0	52.9	58.9	7.1
24.944	0.5	1	2	2.0	270	1	R	1	1.0	31	58918	16.0	n/a	33974	3	RandomLow	24.944	0.5	6.0	52.9	58.9	7.1
25.557	0.5	1	2	2.0	325	1	P	1	1.0	32	59531	n/a	9.0	33974	3	PatternHigh	25.557	0.5	6.0	52.9	58.9	7.1
26.171	0.5	1	1	1.0	324	1	R	1	1.0	33	60145	3.0	n/a	33974	3	RandomLow	26.171	0.5	6.0	52.9	58.9	7.1
26.801	0.5	1	3	3.0	275	1	P	1	1.0	34	60775	n/a	13.0	33974	3	PatternHigh	26.801	0.5	6.0	52.9	58.9	7.1
27.414	0.5	1	3	3.0	274	1	R	1	1.0	35	61388	6.0	n/a	33974	3	RandomLow	27.414	0.5	6.0	52.9	58.9	7.1
28.028	0.5	1	4	4.0	321	1	P	1	1.0	36	62002	n/a	0.0	33974	3	PatternHigh	28.028	0.5	6.0	52.9	58.9	7.1
28.658	0.5	1	2	2.0	270	1	R	1	1.0	37	62632	10.0	n/a	33974	3	RandomLow	28.658	0.5	6.0	52.9	58.9	7.1
29.271	0.5	1	1	1.0	257	1	P	1	1.0	38	63245	n/a	3.0	33974	3	PatternHigh	29.271	0.5	6.0	52.9	58.9	7.1
29.901	0.5	1	2	2.0	430	1	R	1	1.0	39	63875	13.0	n/a	33974	3	RandomLow	29.901	0.5	6.0	52.9	58.9	7.1
30.514	0.5	1	2	2.0	335	1	P	1	1.0	40	64488	n/a	6.0	33974	3	PatternHigh	30.514	0.5	6.0	52.9	58.9	7.1
31.128	0.5	1	2	2.0	281	1	R	1	1.0	41	65102	0.0	n/a	33974	3	RandomLow	31.128	0.5	6.0	52.9	58.9	7.1
31.758	0.5	1	3	3.0	367	1	P	1	1.0	42	65732	n/a	10.0	33974	3	PatternHigh	31.758	0.5	6.0	52.9	58.9	7.1
32.371	0.5	1	4	4.0	329	1	R	1	1.0	43	66345	3.0	n/a	33974	3	RandomLow	32.371	0.5	6.0	52.9	58.9	7.1
33.001	0.5	1	4	4.0	346	1	P	1	1.0	44	66975	n/a	13.0	33974	3	PatternHigh	33.001	0.5	6.0	52.9	58.9	7.1
33.615	0.5	1	2	2.0	319	1	R	1	1.0	45	67589	7.0	n/a	33974	3	RandomLow	33.615	0.5	6.0	52.9	58.9	7.1
34.228	0.5	1	1	1.0	312	1	P	1	1.0	46	68202	n/a	0.0	33974	3	PatternHigh	34.228	0.5	6.0	52.9	58.9	7.1
34.858	0.5	1	4	4.0	350	1	R	1	1.0	47	68832	10.0	n/a	33974	3	RandomLow	34.858	0.5	6.0	52.9	58.9	7.1
35.472	0.5	1	2	2.0	252	1	P	1	1.0	48	69446	n/a	4.0	33974	3	PatternHigh	35.472	0.5	6.0	52.9	58.9	7.1
36.102	0.5	1	1	1.0	283	1	R	1	1.0	49	70076	14.0	n/a	33974	3	RandomHigh	36.102	0.5	6.0	52.9	58.9	7.1
36.715	0.5	1	3	3.0	253	1	P	1	1.0	50	70689	n/a	7.0	33974	3	PatternHigh	36.715	0.5	6.0	52.9	58.9	7.1
37.328	0.5	1	3	3.0	298	1	R	1	1.0	51	71302	0.0	n/a	33974	3	RandomLow	37.328	0.5	6.0	52.9	58.9	7.1
37.958	0.5	1	4	4.0	330	1	P	1	1.0	52	71932	n/a	10.0	33974	3	PatternHigh	37.958	0.5	6.0	52.9	58.9	7.1
38.572	0.5	1	2	2.0	270	1	R	1	1.0	53	72546	4.0	n/a	33974	3	RandomLow	38.572	0.5	6.0	52.9	58.9	7.1
39.202	0.5	1	1	1.0	182	1	P	1	1.0	54	73176	n/a	14.0	33974	3	PatternHigh	39.202	0.5	6.0	52.9	58.9	7.1
39.815	0.5	1	3	3.0	261	1	R	1	1.0	55	73789	7.0	n/a	33974	3	RandomHigh	39.815	0.5	6.0	52.9	58.9	7.1
40.429	0.5	1	2	2.0	274	1	P	1	1.0	56	74403	n/a	1.0	33974	3	PatternHigh	40.429	0.5	6.0	52.9	58.9	7.1
41.059	0.5	1	1	1.0	313	1	R	1	1.0	57	75033	11.0	n/a	33974	3	RandomLow	41.059	0.5	6.0	52.9	58.9	7.1
41.672	0.5	1	3	3.0	380	1	P	1	1.0	58	75646	n/a	4.0	33974	3	PatternHigh	41.672	0.5	6.0	52.9	58.9	7.1
42.302	0.5	1	2	2.0	268	1	R	1	1.0	59	76276	14.0	n/a	33974	3	RandomHigh	42.302	0.5	6.0	52.9	58.9	7.1
42.916	0.5	1	4	4.0	344	1	P	1	1.0	60	76890	n/a	8.0	33974	3	PatternHigh	42.916	0.5	6.0	52.9	58.9	7.1
43.529	0.5	1	3	3.0	384	1	R	1	1.0	61	77503	1.0	n/a	33974	3	RandomHigh	43.529	0.5	6.0	52.9	58.9	7.1
44.159	0.5	1	1	1.0	232	1	P	1	1.0	62	78133	n/a	11.0	33974	3	PatternHigh	44.159	0.5	6.0	52.9	58.9	7.1
44.772	0.5	1	1	2.0	277	0	R	1	1.0	63	78746	4.0	n/a	33974	3	RandomLow	44.772	0.5	6.0	52.9	58.9	7.1
45.403	0.5	1	2	2.0	414	1	P	1	1.0	64	79377	n/a	15.0	33974	3	PatternHigh	45.403	0.5	6.0	52.9	58.9	7.1
46.016	0.5	1	2	2.0	332	1	R	1	1.0	65	79990	8.0	n/a	33974	3	RandomHigh	46.016	0.5	6.0	52.9	58.9	7.1
46.629	0.5	1	3	3.0	291	1	P	1	1.0	66	80603	n/a	1.0	33974	3	PatternHigh	46.629	0.5	6.0	52.9	58.9	7.1
47.259	0.5	1	3	3.0	296	1	R	1	1.0	67	81233	11.0	n/a	33974	3	RandomHigh	47.259	0.5	6.0	52.9	58.9	7.1
47.873	0.5	1	4	4.0	251	1	P	1	1.0	68	81847	n/a	5.0	33974	3	PatternHigh	47.873	0.5	6.0	52.9	58.9	7.1
48.503	0.5	1	3	3.0	411	1	R	1	1.0	69	82477	15.0	n/a	33974	3	RandomLow	48.503	0.5	6.0	52.9	58.9	7.1
49.116	0.5	1	1	1.0	338	1	P	1	1.0	70	83090	n/a	8.0	33974	3	PatternHigh	49.116	0.5	6.0	52.9	58.9	7.1
49.73	0.5	1	4	4.0	364	1	R	1	1.0	71	83704	2.0	n/a	33974	3	RandomHigh	49.73	0.5	6.0	52.9	58.9	7.1
50.36	0.5	1	2	2.0	269	1	P	1	1.0	72	84334	n/a	12.0	33974	3	PatternHigh	50.36	0.5	6.0	52.9	58.9	7.1
50.973	0.5	1	2	2.0	347	1	R	1	1.0	73	84947	5.0	n/a	33974	3	RandomLow	50.973	0.5	6.0	52.9	58.9	7.1
51.603	0.5	1	3	3.0	290	1	P	1	1.0	74	85577	n/a	15.0	33974	3	PatternHigh	51.603	0.5	6.0	52.9	58.9	7.1
52.217	0.5	1	4	4.0	343	1	R	1	1.0	75	86191	9.0	n/a	33974	3	RandomLow	52.217	0.5	6.0	52.9	58.9	7.1
52.83	0.5	1	4	4.0	341	1	P	1	1.0	76	86804	n/a	2.0	33974	3	PatternHigh	52.83	0.5	6.0	52.9	58.9	7.1
53.46	0.5	1	3	3.0	395	1	R	1	1.0	77	87434	12.0	n/a	33974	3	RandomLow	53.46	0.5	6.0	52.9	58.9	7.1
54.073	0.5	1	1	1.0	299	1	P	1	1.0	78	88047	n/a	5.0	33974	3	PatternHigh	54.073	0.5	6.0	52.9	58.9	7.1
54.703	0.5	1	1	1.0	397	1	R	1	1.0	79	88677	15.0	n/a	33974	3	RandomLow	54.703	0.5	6.0	52.9	58.9	7.1
55.317	0.5	1	2	2.0	311	1	P	1	1.0	80	89291	n/a	9.0	33974	3	PatternHigh	55.317	0.5	6.0	52.9	58.9	7.1
55.93	0.5	1	4	4.0	297	1	R	1	1.0	81	89904	2.0	n/a	33974	3	RandomLow	55.93	0.5	6.0	52.9	58.9	7.1
56.56	0.5	1	3	3.0	312	1	P	1	1.0	82	90534	n/a	12.0	33974	3	PatternHigh	56.56	0.5	6.0	52.9	58.9	7.1
57.174	0.5	1	4	4.0	357	1	R	1	1.0	83	91148	6.0	n/a	33974	3	RandomLow	57.174	0.5	6.0	52.9	58.9	7.1
57.804	0.5	1	4	4.0	400	1	P	1	1.0	84	91778	n/a	16.0	33974	3	PatternHigh	57.804	0.5	6.0	52.9	58.9	7.1
58.417	0.5	1	2	2.0	317	1	R	1	1.0	85	92391	9.0	n/a	33974	3	RandomLow	58.417	0.5	6.0	52.9	58.9	7.1
66.342	0.5	1	1	1.0	420	1	Prac	2	2.0	1	100316	14.0	n/a	33974	3	n/a	66.342	0.5	66.0	52.9	118.9	7.1
66.955	0.5	1	3	3.0	325	1	Prac	2	2.0	2	100929	7.0	n/a	33974	3	n/a	66.955	0.5	66.0	52.9	118.9	7.1
67.569	0.5	1	4	4.0	320	1	Prac	2	2.0	3	101543	1.0	n/a	33974	3	n/a	67.569	0.5	66.0	52.9	118.9	7.1
68.199	0.5	1	2	2.0	245	1	Prac	2	2.0	4	102173	11.0	n/a	33974	3	n/a	68.199	0.5	66.0	52.9	118.9	7.1
68.812	0.5	1	1	1.0	246	1	Prac	2	2.0	5	102786	4.0	n/a	33974	3	n/a	68.812	0.5	66.0	52.9	118.9	7.1
69.442	0.5	1	1	1.0	288	1	P	2	2.0	6	103416	n/a	14.0	33974	3	n/a	69.442	0.5	66.0	52.9	118.9	7.1
70.056	0.5	1	1	1.0	328	1	R	2	2.0	7	104030	8.0	n/a	33974	3	n/a	70.056	0.5	66.0	52.9	118.9	7.1
70.669	0.5	1	2	2.0	342	1	P	2	2.0	8	104643	n/a	1.0	33974	3	PatternHigh	70.669	0.5	66.0	52.9	118.9	7.1
71.299	0.5	1	3	3.0	325	1	R	2	2.0	9	105273	11.0	n/a	33974	3	RandomLow	71.299	0.5	66.0	52.9	118.9	7.1
71.913	0.5	1	3	3.0	305	1	P	2	2.0	10	105887	n/a	5.0	33974	3	PatternHigh	71.913	0.5	66.0	52.9	118.9	7.1
72.543	0.5	1	3	3.0	377	1	R	2	2.0	11	106517	15.0	n/a	33974	3	RandomLow	72.543	0.5	66.0	52.9	118.9	7.1
73.156	0.5	1	4	4.0	288	1	P	2	2.0	12	107130	n/a	8.0	33974	3	PatternHigh	73.156	0.5	66.0	52.9	118.9	7.1
73.77	0.5	1	1	4.0	198	0	R	2	2.0	13	107744	2.0	n/a	33974	3	RandomLow	73.77	0.5	66.0	52.9	118.9	7.1
74.4	0.5	1	1	1.0	400	1	P	2	2.0	14	108374	n/a	12.0	33974	3	PatternHigh	74.4	0.5	66.0	52.9	118.9	7.1
75.013	0.5	1	4	4.0	372	1	R	2	2.0	15	108987	5.0	n/a	33974	3	RandomLow	75.013	0.5	66.0	52.9	118.9	7.1
75.643	0.5	1	2	2.0	230	1	P	2	2.0	16	109617	n/a	15.0	33974	3	PatternHigh	75.643	0.5	66.0	52.9	118.9	7.1
76.256	0.5	1	4	4.0	378	1	R	2	2.0	17	110230	8.0	n/a	33974	3	RandomLow	76.256	0.5	66.0	52.9	118.9	7.1
76.87	0.5	1	3	3.0	350	1	P	2	2.0	18	110844	n/a	2.0	33974	3	PatternHigh	76.87	0.5	66.0	52.9	118.9	7.1
77.5	0.5	1	1	1.0	276	1	R	2	2.0	19	111474	12.0	n/a	33974	3	RandomHigh	77.5	0.5	66.0	52.9	118.9	7.1
78.113	0.5	1	4	4.0	323	1	P	2	2.0	20	112087	n/a	5.0	33974	3	PatternHigh	78.113	0.5	66.0	52.9	118.9	7.1
78.743	0.5	1	1	1.0	430	1	R	2	2.0	21	112717	15.0	n/a	33974	3	RandomLow	78.743	0.5	66.0	52.9	118.9	7.1
79.357	0.5	1	1	1.0	288	1	P	2	2.0	22	113331	n/a	9.0	33974	3	PatternHigh	79.357	0.5	66.0	52.9	118.9	7.1
79.97	0.5	1	1	1.0	283	1	R	2	2.0	23	113944	2.0	n/a	33974	3	RandomLow	79.97	0.5	66.0	52.9	118.9	7.1
80.6	0.5	1	2	2.0	381	1	P	2	2.0	24	114574	n/a	12.0	33974	3	PatternHigh	80.6	0.5	66.0	52.9	118.9	7.1
81.214	0.5	1	1	1.0	320	1	R	2	2.0	25	115188	6.0	n/a	33974	3	RandomLow	81.214	0.5	66.0	52.9	118.9	7.1
81.844	0.5	1	3	3.0	308	1	P	2	2.0	26	115818	n/a	16.0	33974	3	PatternHigh	81.844	0.5	66.0	52.9	118.9	7.1
82.457	0.5	1	2	2.0	322	1	R	2	2.0	27	116431	9.0	n/a	33974	3	RandomHigh	82.457	0.5	66.0	52.9	118.9	7.1
83.07	0.5	1	4	4.0	298	1	P	2	2.0	28	117044	n/a	2.0	33974	3	PatternHigh	83.07	0.5	66.0	52.9	118.9	7.1
83.7	0.5	1	3	3.0	371	1	R	2	2.0	29	117674	12.0	n/a	33974	3	RandomHigh	83.7	0.5	66.0	52.9	118.9	7.1
84.314	0.5	1	1	1.0	278	1	P	2	2.0	30	118288	n/a	6.0	33974	3	PatternHigh	84.314	0.5	66.0	52.9	118.9	7.1
84.944	0.5	1	1	1.0	340	1	R	2	2.0	31	118918	16.0	n/a	33974	3	RandomLow	84.944	0.5	66.0	52.9	118.9	7.1
85.557	0.5	1	2	2.0	311	1	P	2	2.0	32	119531	n/a	9.0	33974	3	PatternHigh	85.557	0.5	66.0	52.9	118.9	7.1
86.171	0.5	1	4	1.0	193	0	R	2	2.0	33	120145	3.0	n/a	33974	3	RandomLow	86.171	0.5	66.0	52.9	118.9	7.1
86.801	0.5	1	3	3.0	382	1	P	2	2.0	34	120775	n/a	13.0	33974	3	PatternHigh	86.801	0.5	66.0	52.9	118.9	7.1
87.414	0.5	1	4	4.0	348	1	R	2	2.0	35	121388	6.0	n/a	33974	3	RandomLow	87.414	0.5	66.0	52.9	118.9	7.1
88.028	0.5	1	4	4.0	464	1	P	2	2.0	36	122002	n/a	0.0	33974	3	PatternHigh	88.028	0.5	66.0	52.9	118.9	7.1
88.658	0.5	1	2	2.0	310	1	R	2	2.0	37	122632	10.0	n/a	33974	3	RandomLow	88.658	0.5	66.0	52.9	118.9	7.1
89.271	0.5	1	1	1.0	285	1	P	2	2.0	38	123245	n/a	3.0	33974	3	PatternHigh	89.271	0.5	66.0	52.9	118.9	7.1
89.901	0.5	1	3	3.0	296	1	R	2	2.0	39	123875	13.0	n/a	33974	3	RandomHigh	89.901	0.5	66.0	52.9	118.9	7.1
90.514	0.5	1	2	2.0	303	1	P	2	2.0	40	124488	n/a	6.0	33974	3	PatternHigh	90.514	0.5	66.0	52.9	118.9	7.1
91.128	0.5	1	3	3.0	415	1	R	2	2.0	41	125102	0.0	n/a	33974	3	RandomLow	91.128	0.5	66.0	52.9	118.9	7.1
91.758	0.5	1	3	3.0	328	1	P	2	2.0	42	125732	n/a	10.0	33974	3	PatternHigh	91.758	0.5	66.0	52.9	118.9	7.1
92.371	0.5	1	4	4.0	273	1	R	2	2.0	43	126345	3.0	n/a	33974	3	RandomHigh	92.371	0.5	66.0	52.9	118.9	7.1
93.001	0.5	1	4	4.0	315	1	P	2	2.0	44	126975	n/a	13.0	33974	3	PatternHigh	93.001	0.5	66.0	52.9	118.9	7.1
93.615	0.5	1	1	1.0	302	1	R	2	2.0	45	127589	7.0	n/a	33974	3	RandomHigh	93.615	0.5	66.0	52.9	118.9	7.1
94.228	0.5	1	1	1.0	291	1	P	2	2.0	46	128202	n/a	0.0	33974	3	PatternHigh	94.228	0.5	66.0	52.9	118.9	7.1
94.858	0.5	1	1	1.0	354	1	R	2	2.0	47	128832	10.0	n/a	33974	3	RandomLow	94.858	0.5	66.0	52.9	118.9	7.1
95.472	0.5	1	2	2.0	396	1	P	2	2.0	48	129446	n/a	4.0	33974	3	PatternHigh	95.472	0.5	66.0	52.9	118.9	7.1
96.102	0.5	1	3	3.0	290	1	R	2	2.0	49	130076	14.0	n/a	33974	3	RandomLow	96.102	0.5	66.0	52.9	118.9	7.1
96.715	0.5	1	3	3.0	353	1	P	2	2.0	50	130689	n/a	7.0	33974	3	PatternHigh	96.715	0.5	66.0	52.9	118.9	7.1
97.329	0.5	1	2	2.0	379	1	R	2	2.0	51	131303	1.0	n/a	33974	3	RandomLow	97.329	0.5	66.0	52.9	118.9	7.1
97.959	0.5	1	4	4.0	311	1	P	2	2.0	52	131933	n/a	11.0	33974	3	PatternHigh	97.959	0.5	66.0	52.9	118.9	7.1
98.572	0.5	1	1	1.0	386	1	R	2	2.0	53	132546	4.0	n/a	33974	3	RandomLow	98.572	0.5	66.0	52.9	118.9	7.1
99.202	0.5	1	1	1.0	336	1	P	2	2.0	54	133176	n/a	14.0	33974	3	PatternHigh	99.202	0.5	66.0	52.9	118.9	7.1
99.815	0.5	1	3	3.0	289	1	R	2	2.0	55	133789	7.0	n/a	33974	3	RandomLow	99.815	0.5	66.0	52.9	118.9	7.1
100.429	0.5	1	2	2.0	275	1	P	2	2.0	56	134403	n/a	1.0	33974	3	PatternHigh	100.429	0.5	66.0	52.9	118.9	7.1
101.059	0.5	1	3	3.0	325	1	R	2	2.0	57	135033	11.0	n/a	33974	3	RandomLow	101.059	0.5	66.0	52.9	118.9	7.1
101.672	0.5	1	3	3.0	385	1	P	2	2.0	58	135646	n/a	4.0	33974	3	PatternHigh	101.672	0.5	66.0	52.9	118.9	7.1
102.302	0.5	1	2	2.0	414	1	R	2	2.0	59	136276	14.0	n/a	33974	3	RandomLow	102.302	0.5	66.0	52.9	118.9	7.1
102.916	0.5	1	4	4.0	335	1	P	2	2.0	60	136890	n/a	8.0	33974	3	PatternHigh	102.916	0.5	66.0	52.9	118.9	7.1
103.529	0.5	1	4	4.0	351	1	R	2	2.0	61	137503	1.0	n/a	33974	3	RandomLow	103.529	0.5	66.0	52.9	118.9	7.1
104.159	0.5	1	1	1.0	297	1	P	2	2.0	62	138133	n/a	11.0	33974	3	PatternHigh	104.159	0.5	66.0	52.9	118.9	7.1
104.773	0.5	1	2	2.0	476	1	R	2	2.0	63	138747	5.0	n/a	33974	3	RandomLow	104.773	0.5	66.0	52.9	118.9	7.1
105.403	0.5	1	2	2.0	346	1	P	2	2.0	64	139377	n/a	15.0	33974	3	PatternHigh	105.403	0.5	66.0	52.9	118.9	7.1
106.016	0.5	1	2	2.0	280	1	R	2	2.0	65	139990	8.0	n/a	33974	3	RandomLow	106.016	0.5	66.0	52.9	118.9	7.1
106.629	0.5	1	3	3.0	336	1	P	2	2.0	66	140603	n/a	1.0	33974	3	PatternHigh	106.629	0.5	66.0	52.9	118.9	7.1
107.259	0.5	1	1	1.0	402	1	R	2	2.0	67	141233	11.0	n/a	33974	3	RandomLow	107.259	0.5	66.0	52.9	118.9	7.1
107.873	0.5	1	4	4.0	331	1	P	2	2.0	68	141847	n/a	5.0	33974	3	PatternHigh	107.873	0.5	66.0	52.9	118.9	7.1
108.503	0.5	1	3	2.0	314	0	R	2	2.0	69	142477	15.0	n/a	33974	3	RandomLow	108.503	0.5	66.0	52.9	118.9	7.1
109.116	0.5	1	1	1.0	330	1	P	2	2.0	70	143090	n/a	8.0	33974	3	PatternHigh	109.116	0.5	66.0	52.9	118.9	7.1
109.73	0.5	1	1	1.0	314	1	R	2	2.0	71	143704	2.0	n/a	33974	3	RandomLow	109.73	0.5	66.0	52.9	118.9	7.1
110.36	0.5	1	2	2.0	340	1	P	2	2.0	72	144334	n/a	12.0	33974	3	PatternHigh	110.36	0.5	66.0	52.9	118.9	7.1
110.973	0.5	1	1	1.0	372	1	R	2	2.0	73	144947	5.0	n/a	33974	3	RandomLow	110.973	0.5	66.0	52.9	118.9	7.1
111.603	0.5	1	3	3.0	341	1	P	2	2.0	74	145577	n/a	15.0	33974	3	PatternHigh	111.603	0.5	66.0	52.9	118.9	7.1
112.217	0.5	1	4	4.0	303	1	R	2	2.0	75	146191	9.0	n/a	33974	3	RandomLow	112.217	0.5	66.0	52.9	118.9	7.1
112.83	0.5	1	4	4.0	330	1	P	2	2.0	76	146804	n/a	2.0	33974	3	PatternHigh	112.83	0.5	66.0	52.9	118.9	7.1
113.46	0.5	1	4	4.0	368	1	R	2	2.0	77	147434	12.0	n/a	33974	3	RandomLow	113.46	0.5	66.0	52.9	118.9	7.1
114.074	0.5	1	1	1.0	354	1	P	2	2.0	78	148048	n/a	6.0	33974	3	PatternHigh	114.074	0.5	66.0	52.9	118.9	7.1
114.704	0.5	1	2	2.0	388	1	R	2	2.0	79	148678	16.0	n/a	33974	3	RandomLow	114.704	0.5	66.0	52.9	118.9	7.1
115.317	0.5	1	2	2.0	348	1	P	2	2.0	80	149291	n/a	9.0	33974	3	PatternHigh	115.317	0.5	66.0	52.9	118.9	7.1
115.93	0.5	1	3	3.0	362	1	R	2	2.0	81	149904	2.0	n/a	33974	3	RandomHigh	115.93	0.5	66.0	52.9	118.9	7.1
116.56	0.5	1	3	3.0	340	1	P	2	2.0	82	150534	n/a	12.0	33974	3	PatternHigh	116.56	0.5	66.0	52.9	118.9	7.1
117.174	0.5	1	3	3.0	326	1	R	2	2.0	83	151148	6.0	n/a	33974	3	RandomLow	117.174	0.5	66.0	52.9	118.9	7.1
117.804	0.5	1	4	4.0	353	1	P	2	2.0	84	151778	n/a	16.0	33974	3	PatternHigh	117.804	0.5	66.0	52.9	118.9	7.1
118.417	0.5	1	1	1.0	361	1	R	2	2.0	85	152391	9.0	n/a	33974	3	RandomLow	118.417	0.5	66.0	52.9	118.9	7.1
126.326	0.5	1	1	1.0	438	1	Prac	3	3.0	1	160300	6.0	n/a	33974	3	n/a	126.326	0.5	126.0	52.9	178.9	7.1
126.956	0.5	1	1	1.0	282	1	Prac	3	3.0	2	160930	16.0	n/a	33974	3	n/a	126.956	0.5	126.0	52.9	178.9	7.1
127.569	0.5	1	2	2.0	311	1	Prac	3	3.0	3	161543	9.0	n/a	33974	3	n/a	127.569	0.5	126.0	52.9	178.9	7.1
128.182	0.5	1	3	3.0	348	1	Prac	3	3.0	4	162156	2.0	n/a	33974	3	n/a	128.182	0.5	126.0	52.9	178.9	7.1
128.812	0.5	1	4	n/a	0	0	Prac	3	3.0	5	162786	12.0	n/a	33974	3	n/a	128.812	0.5	126.0	52.9	178.9	7.1
129.426	0.5	1	1	1.0	331	1	P	3	3.0	6	163400	n/a	6.0	33974	3	n/a	129.426	0.5	126.0	52.9	178.9	7.1
130.056	0.5	1	1	1.0	295	1	R	3	3.0	7	164030	16.0	n/a	33974	3	n/a	130.056	0.5	126.0	52.9	178.9	7.1
130.669	0.5	1	2	2.0	336	1	P	3	3.0	8	164643	n/a	9.0	33974	3	PatternHigh	130.669	0.5	126.0	52.9	178.9	7.1
131.283	0.5	1	2	2.0	353	1	R	3	3.0	9	165257	3.0	n/a	33974	3	RandomHigh	131.283	0.5	126.0	52.9	178.9	7.1
