onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
145.924	1.5	c_minus	n/a	0.0	n/a	-0.8773041986870188	-0.12715908452313926	body	house	face
178.956	1.5	c_minus	n/a	0.0	n/a	-1.4241690462665857	0.9797057630564276	body	house	face
182.96200000000005	1.5	c_minus	n/a	1.0	n/a	2.172335261520936	-0.370398544731094	body	house	face
193.973	1.5	c_minus	n/a	0.0	n/a	-2.259245255413568	1.0495979722034094	body	house	face
202.986	1.5	c_minus	n/a	1.0	n/a	2.2725444066185734	-0.8072886498287313	body	house	face
237.008	1.5	c_minus	n/a	0.0	n/a	-2.9460416855124025	1.5882547799022444	body	house	face
262.032	1.5	c_minus	n/a	0.0	n/a	-0.6709390974186396	0.0710134203524814	body	house	face
307.073	1.5	c_minus	n/a	0.0	n/a	-1.8985238303933305	1.6320570938865324	body	house	face
324.091	1.5	c_minus	n/a	0.0	n/a	0.2292578356161448	-0.34900263827682443	body	house	face
379.359	1.5	c_minus	n/a	1.0	283.0	2.4034043339003635	-0.458591485668751	body	house	face
36.022	1.5	c_plus	n/a	1.0	n/a	1.001281228543701	-0.005744511753859016	body	house	face
62.647	1.5	c_plus	n/a	1.0	465.0	0.4412812285437009	-0.005744511753859016	body	house	face
104.289	1.5	c_plus	n/a	1.0	476.0	0.19488122854370094	-0.005744511753859016	body	house	face
117.299	1.5	c_plus	n/a	1.0	772.0	0.08646522854370088	-0.005744511753859016	body	house	face
130.911	1.5	c_plus	n/a	0.0	n/a	-1.9612378114562992	-0.005744511753859016	body	house	face
218.997	1.5	c_plus	n/a	1.0	590.0	1.206230036913555	-0.07420169772371274	body	house	face
253.025	1.5	c_plus	n/a	0.0	n/a	0.1819595360978548	-1.6863665054520127	body	house	face
268.038	1.5	c_plus	n/a	1.0	n/a	2.4572230664064394	-1.1216615715199574	body	house	face
290.062	1.5	c_plus	n/a	1.0	451.0	1.0818956372033055	-0.4967480180509422	body	house	face
374.351	1.5	c_plus	n/a	0.0	n/a	-0.5870244986019041	-1.1580099875687446	body	house	face
21.509	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
43.528	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
57.14	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
68.152	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
76.163	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
97.781	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
109.793	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
124.405	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
173.449	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
186.466	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
207.49	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
230.502	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
247.519	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
271.54200000000003	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
298.567	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
316.586	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
336.2030000000001	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
355.8230000000001	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
366.834	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
382.864	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
