onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
38.521	1.5	c_plus	n/a	1.0	n/a	1.039683406489894	-0.03959145639973595	house	face	body
51.533	1.5	c_plus	n/a	0.0	n/a	-1.520316593510106	-0.03959145639973595	house	face	body
69.553	1.5	c_plus	n/a	1.0	n/a	1.3532834064898942	-0.03959145639973595	house	face	body
160.14	1.5	c_plus	n/a	1.0	568.0	1.318830399580454	-0.7407544494902959	house	face	body
183.163	1.5	c_plus	n/a	1.0	n/a	0.6025080834497404	-0.3481031733595824	house	face	body
296.252	1.5	c_plus	n/a	0.0	n/a	-0.23992496558793314	-1.6480853819219088	house	face	body
388.83	1.5	c_plus	n/a	1.0	662.0	2.083710531219749	-0.9143835920735914	house	face	body
430.968	1.5	c_plus	n/a	1.0	423.0	0.9390553413710304	-0.4244999960962321	house	face	body
439.979	1.5	c_plus	n/a	1.0	408.0	0.435407057837594	-0.2089512138661943	house	face	body
490.026	1.5	c_plus	n/a	0.0	n/a	-1.539656832953684	-0.3606511036484117	house	face	body
30.013	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
46.026	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
76.058	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
95.574	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
154.63299999999995	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
167.645	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
178.65599999999995	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
190.668	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
219.693	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
240.207	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
265.728	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
309.763	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
341.788	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
370.8130000000001	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
397.935	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
418.455	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
435.473	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
448.484	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
457.494	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
474.009	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
