onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
172.317	2.006	1-back	0.0	1.0	0.396	t	TR
174.323	2.006	1-back	1.0	1.0	0.515	x	TR
176.329	2.006	1-back	0.0	1.0	0.497	n	BR
178.335	2.006	1-back	0.0	1.0	0.366	l	TL
180.341	2.006	1-back	1.0	1.0	0.687	g	TL
182.347	2.006	1-back	0.0	1.0	0.396	r	BR
184.353	2.006	1-back	1.0	1.0	0.573	p	BR
186.359	2.006	1-back	0.0	1.0	0.466	z	TR
188.365	2.006	1-back	0.0	1.0	0.454	r	BL
190.371	2.006	1-back	1.0	1.0	0.54	x	BL
192.377	2.006	1-back	0.0	1.0	0.348	p	TR
194.383	2.006	1-back	0.0	1.0	0.692	c	BL
196.389	2.006	1-back	0.0	1.0	0.35	f	TR
198.395	2.006	1-back	1.0	1.0	0.496	l	TR
200.401	2.006	1-back	1.0	1.0	0.525	t	TR
202.407	2.006	1-back	0.0	1.0	0.469	f	TL
204.413	2.006	1-back	0.0	1.0	0.371	r	BL
206.419	2.006	1-back	1.0	0.0	0.356	s	BL
208.425	2.006	1-back	0.0	1.0	0.436	f	TR
210.431	2.006	1-back	0.0	1.0	0.492	c	BR
212.437	2.006	1-back	1.0	1.0	0.56	z	BR
214.443	2.006	1-back	0.0	1.0	0.526	v	BL
216.449	2.006	1-back	0.0	1.0	0.503	p	TL
218.455	2.006	1-back	1.0	1.0	0.511	t	TL
220.461	2.006	1-back	0.0	1.0	0.482	c	BL
222.467	2.006	1-back	0.0	1.0	0.469	p	BR
224.473	2.006	1-back	0.0	1.0	0.461	v	TL
226.479	2.006	1-back	1.0	1.0	0.532	n	TL
228.485	2.006	1-back	0.0	1.0	0.409	s	BR
230.491	2.006	1-back	1.0	0.0	0.514	z	BR
232.497	2.006	1-back	0.0	1.0	0.432	v	BL
234.503	2.006	1-back	0.0	1.0	0.501	n	BR
236.509	2.006	1-back	0.0	1.0	0.581	t	TL
238.515	2.006	1-back	1.0	1.0	0.568	g	TL
240.521	2.006	1-back	0.0	1.0	0.496	x	TR
242.527	2.006	1-back	1.0	1.0	0.549	g	TR
244.533	2.006	1-back	0.0	1.0	0.453	c	TL
246.539	2.006	1-back	0.0	1.0	0.487	v	BL
248.545	2.006	1-back	0.0	1.0	0.562	f	BR
250.551	6.021	1-back	1.0	1.0	0.492	n	BR
256.572	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
258.595	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
260.618	2.022	baseline	1.0	1.0	0.374	redcross.bmp	n/a
262.64	2.023	baseline	1.0	1.0	0.329	redcross.bmp	n/a
264.663	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
266.686	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
268.709	2.022	baseline	1.0	1.0	0.317	redcross.bmp	n/a
270.731	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
272.754	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
274.777	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
276.799	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
278.822	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
280.845	2.023	baseline	1.0	1.0	0.376	redcross.bmp	n/a
282.868	2.022	baseline	1.0	1.0	0.409	redcross.bmp	n/a
284.89	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
286.913	2.023	baseline	1.0	1.0	0.346	redcross.bmp	n/a
288.936	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
290.958	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
292.981	2.023	baseline	1.0	1.0	0.357	redcross.bmp	n/a
295.004	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
297.027	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
299.049	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
301.072	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
303.095	2.0	baseline	1.0	1.0	0.352	redcross.bmp	n/a
