onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
96.859	6.038	1-back	0.0	1.0	0.55	f	BL
102.897	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
104.92	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.942	2.023	baseline	1.0	1.0	0.294	redcross.bmp	n/a
108.965	2.023	baseline	1.0	1.0	0.521	redcross.bmp	n/a
110.988	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
113.01	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
115.033	2.023	baseline	1.0	1.0	0.346	redcross.bmp	n/a
117.056	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
119.095	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
121.118	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
123.141	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
125.163	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
127.186	2.023	baseline	1.0	1.0	0.339	redcross.bmp	n/a
129.209	2.023	baseline	1.0	1.0	0.354	redcross.bmp	n/a
131.232	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
133.254	2.023	baseline	1.0	1.0	0.364	redcross.bmp	n/a
135.277	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
137.3	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
139.322	2.023	baseline	1.0	1.0	0.573	redcross.bmp	n/a
141.345	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
143.368	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
145.391	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
147.413	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
149.436	6.031	baseline	1.0	0.0	n/a	redcross.bmp	n/a
155.467	1.805	no_response	n/a	1.0	n/a	c	BL
157.272	1.806	no_response	n/a	1.0	n/a	p	BR
159.078	2.022	2-back	1.0	1.0	0.588	n	BL
161.1	2.023	2-back	0.0	1.0	0.475	x	TR
163.123	2.023	2-back	0.0	1.0	0.796	g	TL
165.146	2.023	2-back	1.0	1.0	0.604	p	TR
167.169	2.022	2-back	1.0	1.0	0.688	c	TL
169.191	2.023	2-back	0.0	1.0	0.627	x	BL
171.214	2.023	2-back	1.0	1.0	0.597	l	TL
173.237	2.023	2-back	0.0	1.0	0.631	v	TR
175.26	2.022	2-back	0.0	1.0	0.857	g	TR
177.282	2.023	2-back	0.0	1.0	0.533	t	BR
179.305	2.023	2-back	0.0	1.0	0.822	z	BL
181.328	2.022	2-back	1.0	1.0	0.822	n	BR
183.35	2.023	2-back	0.0	1.0	0.503	f	TL
185.373	2.023	2-back	0.0	1.0	0.625	n	TR
187.396	2.022	2-back	1.0	1.0	0.809	t	TL
189.418	2.023	2-back	0.0	1.0	0.579	v	BL
191.441	2.023	2-back	1.0	0.0	0.731	l	TL
193.464	2.023	2-back	0.0	1.0	0.548	r	TL
195.487	2.022	2-back	0.0	1.0	0.526	s	BR
197.509	2.023	2-back	0.0	1.0	0.641	v	BL
199.532	2.023	2-back	1.0	0.0	0.634	n	BR
201.555	2.022	2-back	0.0	1.0	0.595	p	TL
203.577	2.023	2-back	0.0	1.0	0.552	s	TR
205.6	2.023	2-back	0.0	1.0	0.484	g	BR
207.623	2.023	2-back	0.0	1.0	0.371	p	BL
209.646	2.022	2-back	1.0	0.0	0.217	f	BR
211.668	2.023	2-back	0.0	0.0	n/a	r	TR
213.691	2.023	2-back	0.0	0.0	n/a	s	BL
215.714	2.022	2-back	1.0	0.0	n/a	z	TR
217.736	2.023	2-back	1.0	0.0	0.709	x	BL
219.759	2.023	2-back	0.0	1.0	0.569	c	TL
221.782	2.023	2-back	0.0	1.0	0.912	r	TR
223.805	2.022	2-back	0.0	1.0	1.019	v	BR
225.827	2.023	2-back	0.0	1.0	0.833	l	TL
227.85	2.023	2-back	1.0	1.0	0.72	c	BR
229.873	2.022	2-back	0.0	1.0	0.649	s	TR
231.895	2.023	2-back	1.0	1.0	0.627	t	BR
233.918	2.023	2-back	0.0	1.0	0.605	r	BL
235.941	2.022	2-back	0.0	1.0	0.595	f	TL
237.963	2.023	2-back	1.0	1.0	0.532	z	BL
239.986	2.023	2-back	0.0	1.0	0.594	l	TR
242.009	2.023	2-back	0.0	0.0	0.556	x	TL
244.032	2.022	2-back	1.0	1.0	0.619	f	TR
246.054	2.023	2-back	0.0	1.0	0.567	g	BR
248.077	2.023	2-back	0.0	1.0	0.563	t	BL
250.1	6.038	2-back	1.0	1.0	0.748	z	BR
256.138	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
258.161	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
260.183	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
262.206	2.023	baseline	1.0	1.0	0.336	redcross.bmp	n/a
264.229	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
266.252	2.022	baseline	1.0	1.0	0.354	redcross.bmp	n/a
268.274	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
270.297	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
272.32	2.022	baseline	1.0	1.0	0.396	redcross.bmp	n/a
274.342	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
276.365	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
278.388	2.023	baseline	1.0	1.0	0.268	redcross.bmp	n/a
280.411	2.022	baseline	1.0	1.0	0.351	redcross.bmp	n/a
282.433	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
284.456	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
286.479	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
288.501	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
290.524	2.023	baseline	1.0	1.0	0.381	redcross.bmp	n/a
292.547	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
294.586	2.023	baseline	1.0	1.0	0.334	redcross.bmp	n/a
296.609	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
298.632	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
300.654	2.023	baseline	1.0	1.0	0.322	redcross.bmp	n/a
302.677	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
