onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
157.239	1.805	no_response	n/a	1.0	n/a	v	TR
159.044	2.023	1-back	1.0	1.0	0.48	v	BL
161.067	2.023	1-back	0.0	1.0	0.529	p	TR
163.09	2.022	1-back	0.0	1.0	0.657	g	BL
165.112	2.023	1-back	1.0	1.0	0.629	g	TL
167.135	2.023	1-back	0.0	1.0	0.468	z	BR
169.158	2.022	1-back	0.0	1.0	0.496	l	TL
171.18	2.023	1-back	0.0	1.0	0.49	t	BL
173.203	2.023	1-back	1.0	1.0	0.562	t	TR
175.226	2.022	1-back	0.0	1.0	0.548	s	BR
177.248	2.023	1-back	0.0	1.0	0.63	l	TL
179.271	2.023	1-back	0.0	1.0	0.513	x	BR
181.294	2.023	1-back	1.0	1.0	0.626	x	TR
183.317	2.022	1-back	1.0	1.0	0.61	x	TL
185.339	2.023	1-back	0.0	1.0	0.481	s	TR
187.362	2.023	1-back	1.0	1.0	0.545	s	BL
189.385	2.022	1-back	0.0	1.0	0.49	n	TR
191.407	2.023	1-back	0.0	1.0	0.553	r	TL
193.43	2.023	1-back	0.0	1.0	0.501	s	TR
195.453	2.023	1-back	0.0	1.0	0.507	t	BL
197.476	2.022	1-back	1.0	1.0	0.443	t	TR
199.498	2.023	1-back	0.0	1.0	0.599	l	BR
201.521	2.023	1-back	0.0	1.0	0.472	r	BL
203.544	2.022	1-back	0.0	1.0	0.574	f	TL
205.566	2.023	1-back	1.0	1.0	0.506	f	BL
207.589	2.023	1-back	0.0	1.0	0.41	z	BR
209.612	2.023	1-back	1.0	1.0	0.534	z	BL
211.635	2.022	1-back	0.0	1.0	0.372	c	TL
213.657	2.023	1-back	1.0	1.0	0.462	c	TR
215.68	2.023	1-back	0.0	1.0	0.593	p	BR
217.703	2.022	1-back	1.0	1.0	0.575	p	BL
219.725	2.023	1-back	0.0	1.0	0.425	n	TL
221.748	2.023	1-back	1.0	1.0	0.426	n	TR
223.771	2.022	1-back	0.0	1.0	0.48	f	BL
225.793	2.023	1-back	1.0	1.0	0.458	f	BR
227.816	2.023	1-back	0.0	1.0	0.416	l	TL
229.839	2.023	1-back	0.0	1.0	0.515	r	BR
231.862	2.022	1-back	1.0	1.0	0.519	r	TL
233.884	2.023	1-back	0.0	1.0	0.448	z	BR
235.907	2.023	1-back	0.0	1.0	0.782	n	BL
237.93	2.022	1-back	0.0	1.0	0.52	c	TL
239.952	2.023	1-back	1.0	1.0	0.428	c	TR
241.975	2.023	1-back	0.0	1.0	0.399	v	BR
243.998	2.023	1-back	1.0	1.0	0.514	v	TL
246.021	2.022	1-back	0.0	1.0	0.467	x	TR
248.043	2.023	1-back	0.0	1.0	0.408	g	BR
250.066	2.023	1-back	0.0	1.0	0.554	p	BL
252.089	6.038	1-back	0.0	1.0	0.62	g	BR
258.127	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
260.15	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
262.172	2.023	baseline	1.0	1.0	0.364	redcross.bmp	n/a
264.195	2.023	baseline	1.0	0.0	n/a	redcross.bmp	n/a
266.218	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
268.241	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
270.263	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
272.286	2.023	baseline	1.0	1.0	0.401	redcross.bmp	n/a
274.309	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
276.331	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
278.354	2.023	baseline	1.0	1.0	0.34	redcross.bmp	n/a
280.377	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
282.399	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
284.422	2.023	baseline	1.0	1.0	0.316	redcross.bmp	n/a
286.445	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
288.468	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
290.49	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
292.513	2.023	baseline	1.0	1.0	0.359	redcross.bmp	n/a
294.536	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
296.558	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
298.581	2.023	baseline	1.0	1.0	0.315	redcross.bmp	n/a
300.604	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
302.627	2.022	baseline	1.0	1.0	0.338	redcross.bmp	n/a
304.649	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
