onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
92.078	2.006	1-back	1.0	1.0	0.548	f	TR
94.084	2.006	1-back	0.0	1.0	0.407	l	BR
96.09	2.006	1-back	0.0	1.0	0.404	r	BL
98.096	6.022	1-back	1.0	1.0	0.77	r	BR
104.118	2.022	baseline	1.0	1.0	0.305	redcross.bmp	n/a
106.14	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.163	2.023	baseline	1.0	1.0	0.348	redcross.bmp	n/a
110.186	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.208	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.231	2.023	baseline	1.0	1.0	0.316	redcross.bmp	n/a
116.254	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.277	2.022	baseline	1.0	1.0	0.311	redcross.bmp	n/a
120.299	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.322	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.345	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.367	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
128.39	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
130.413	2.022	baseline	1.0	1.0	0.361	redcross.bmp	n/a
132.435	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
134.458	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
136.481	2.023	baseline	1.0	1.0	0.472	redcross.bmp	n/a
138.504	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
140.526	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
142.549	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
144.572	2.022	baseline	1.0	1.0	0.376	redcross.bmp	n/a
146.594	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
148.617	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
150.64	6.031	baseline	1.0	1.0	0.373	redcross.bmp	n/a
156.671	1.805	no_response	n/a	1.0	n/a	r	TR
158.476	1.806	no_response	n/a	1.0	n/a	p	BL
160.282	2.006	2-back	0.0	1.0	0.409	s	BL
162.288	2.006	2-back	1.0	1.0	0.721	p	TR
164.294	2.006	2-back	0.0	1.0	0.975	c	TL
166.3	2.006	2-back	0.0	1.0	0.559	g	TL
168.306	2.006	2-back	1.0	1.0	1.023	c	BL
170.312	2.006	2-back	0.0	1.0	0.504	f	TR
172.318	2.006	2-back	0.0	1.0	0.503	x	TR
174.324	2.006	2-back	0.0	1.0	0.526	z	TL
176.33	2.006	2-back	1.0	1.0	0.548	x	BR
178.336	2.006	2-back	0.0	1.0	0.47	g	BL
180.342	2.006	2-back	0.0	1.0	0.641	v	TL
182.348	2.006	2-back	1.0	1.0	0.531	g	TL
184.354	2.006	2-back	1.0	1.0	0.608	v	TR
186.36	2.006	2-back	0.0	1.0	0.514	z	BR
188.366	2.006	2-back	0.0	1.0	0.529	n	TL
190.372	2.006	2-back	1.0	1.0	0.64	z	TL
192.378	2.006	2-back	0.0	1.0	0.506	s	BL
194.384	2.006	2-back	1.0	0.0	0.599	z	BR
196.39	2.006	2-back	0.0	1.0	0.515	t	TL
198.396	2.006	2-back	0.0	1.0	0.513	f	BL
200.402	2.006	2-back	1.0	1.0	0.56	t	BR
202.408	2.006	2-back	0.0	1.0	0.687	r	BR
204.414	2.006	2-back	0.0	1.0	0.563	c	TR
206.42	2.006	2-back	1.0	1.0	0.73	r	BL
208.426	2.006	2-back	0.0	1.0	0.574	f	BR
210.432	2.006	2-back	0.0	1.0	0.731	t	TR
212.438	2.006	2-back	1.0	1.0	0.593	f	BL
214.444	2.006	2-back	0.0	1.0	0.497	c	BR
216.45	2.006	2-back	0.0	1.0	0.501	l	BR
218.456	2.006	2-back	0.0	1.0	0.611	n	TR
220.462	2.006	2-back	1.0	0.0	0.6	l	TL
222.468	2.006	2-back	0.0	1.0	0.43	s	BR
224.474	2.005	2-back	0.0	1.0	0.437	g	TR
226.479	2.006	2-back	1.0	1.0	0.505	s	TL
228.485	2.006	2-back	0.0	1.0	0.545	l	BL
230.491	2.006	2-back	0.0	1.0	0.593	r	TR
232.497	2.006	2-back	0.0	1.0	0.5	x	BR
234.503	2.006	2-back	0.0	1.0	0.39	t	TL
236.509	2.006	2-back	1.0	1.0	0.624	x	TR
238.515	2.006	2-back	0.0	1.0	0.516	n	BL
240.521	2.006	2-back	0.0	1.0	0.562	p	BR
242.527	2.006	2-back	1.0	1.0	0.579	n	TR
244.533	2.006	2-back	1.0	0.0	0.49	p	BL
246.539	2.006	2-back	0.0	1.0	0.633	v	BL
248.545	2.006	2-back	0.0	1.0	0.569	l	TL
250.551	6.022	2-back	1.0	0.0	0.693	v	BR
256.573	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
258.596	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
260.618	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
262.641	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
264.664	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
266.687	2.022	baseline	1.0	1.0	0.373	redcross.bmp	n/a
268.709	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
270.732	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
272.755	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
274.777	2.023	baseline	1.0	1.0	0.303	redcross.bmp	n/a
276.8	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
278.823	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
280.845	2.023	baseline	1.0	1.0	0.337	redcross.bmp	n/a
282.868	2.023	baseline	1.0	1.0	0.377	redcross.bmp	n/a
284.891	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
286.914	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
288.953	2.023	baseline	1.0	1.0	0.316	redcross.bmp	n/a
290.976	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
292.998	2.023	baseline	1.0	1.0	0.357	redcross.bmp	n/a
295.021	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
297.044	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
299.067	2.022	baseline	1.0	1.0	0.349	redcross.bmp	n/a
301.089	2.023	baseline	1.0	0.0	n/a	redcross.bmp	n/a
303.112	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
