onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
211.635	2.023	1-back	0.0	1.0	0.461	p	TL
213.658	2.022	1-back	1.0	1.0	0.516	p	TR
215.68	2.023	1-back	0.0	1.0	0.376	n	BR
217.703	2.023	1-back	0.0	1.0	0.388	s	BL
219.726	2.023	1-back	1.0	1.0	0.516	s	TL
221.749	2.022	1-back	0.0	1.0	0.405	z	TR
223.771	2.023	1-back	0.0	1.0	0.456	v	BL
225.794	2.023	1-back	0.0	1.0	0.381	t	BR
227.817	2.022	1-back	1.0	1.0	0.552	t	TL
229.839	2.023	1-back	1.0	1.0	0.487	t	BR
231.862	2.023	1-back	0.0	1.0	0.376	g	TL
233.885	2.022	1-back	0.0	1.0	0.37	x	BR
235.907	2.023	1-back	0.0	1.0	0.379	g	BL
237.93	2.023	1-back	0.0	1.0	0.526	c	TL
239.953	2.023	1-back	1.0	1.0	0.531	c	TR
241.976	2.022	1-back	0.0	1.0	0.437	v	BR
243.998	2.023	1-back	1.0	1.0	0.478	v	TL
246.021	2.023	1-back	0.0	1.0	0.425	f	TR
248.044	2.022	1-back	0.0	1.0	0.508	r	BR
250.066	2.023	1-back	0.0	1.0	0.458	n	BL
252.089	6.038	1-back	1.0	1.0	0.576	n	BR
258.127	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
260.15	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
262.173	2.023	baseline	1.0	1.0	0.322	redcross.bmp	n/a
264.196	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
266.218	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
268.241	2.023	baseline	1.0	1.0	0.295	redcross.bmp	n/a
270.264	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
272.286	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
274.309	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
276.332	2.023	baseline	1.0	1.0	0.357	redcross.bmp	n/a
278.355	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
280.377	2.023	baseline	1.0	1.0	0.326	redcross.bmp	n/a
282.4	2.023	baseline	1.0	1.0	0.342	redcross.bmp	n/a
284.423	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
286.445	2.023	baseline	1.0	1.0	0.376	redcross.bmp	n/a
288.468	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
290.491	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
292.514	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
294.536	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
296.559	2.023	baseline	1.0	1.0	0.307	redcross.bmp	n/a
298.582	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
300.604	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
302.627	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
304.65	2.0	baseline	1.0	1.0	0.325	redcross.bmp	n/a
