onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
253.186	n/a	126593	fixpoint_ON	4	n/a	n/a	n/a
253.698	2.4	126849	stim_ON	8	0	0.6	2
256.608	n/a	128304	fixpoint_ON	4	n/a	n/a	n/a
257.118	2.4	128559	stim_ON	8	0	1	3
260.026	n/a	130013	fixpoint_ON	4	n/a	n/a	n/a
260.538	2.4	130269	stim_ON	8	1	0	1
263.446	n/a	131723	fixpoint_ON	4	n/a	n/a	n/a
263.958	2.4	131979	stim_ON	8	1	0.3	2
266.866	n/a	133433	fixpoint_ON	4	n/a	n/a	n/a
267.378	2.4	133689	stim_ON	8	1	0.6	3
270.298	n/a	135149	fixpoint_ON	4	n/a	n/a	n/a
270.808	2.4	135404	stim_ON	8	1	1	1
273.718	n/a	136859	fixpoint_ON	4	n/a	n/a	n/a
274.228	2.4	137114	stim_ON	8	1	0	2
277.138	n/a	138569	fixpoint_ON	4	n/a	n/a	n/a
277.648	2.4	138824	stim_ON	8	1	0.3	1
280.558	n/a	140279	fixpoint_ON	4	n/a	n/a	n/a
281.068	2.4	140534	stim_ON	8	1	0.6	3
283.978	n/a	141989	fixpoint_ON	4	n/a	n/a	n/a
284.488	2.4	142244	stim_ON	8	1	1	2
287.398	n/a	143699	fixpoint_ON	4	n/a	n/a	n/a
287.908	2.4	143954	stim_ON	8	1	0	1
290.818	n/a	145409	fixpoint_ON	4	n/a	n/a	n/a
291.328	2.4	145664	stim_ON	8	1	0.3	2
294.238	n/a	147119	fixpoint_ON	4	n/a	n/a	n/a
294.748	2.4	147374	stim_ON	8	1	0.6	3
297.658	n/a	148829	fixpoint_ON	4	n/a	n/a	n/a
298.168	2.4	149084	stim_ON	8	1	1	1
301.078	n/a	150539	fixpoint_ON	4	n/a	n/a	n/a
301.588	2.4	150794	stim_ON	8	1	1	3
304.498	n/a	152249	fixpoint_ON	4	n/a	n/a	n/a
305.008	2.4	152504	stim_ON	8	0	1	1
307.918	n/a	153959	fixpoint_ON	4	n/a	n/a	n/a
308.428	2.4	154214	stim_ON	8	1	0.6	2
311.338	n/a	155669	fixpoint_ON	4	n/a	n/a	n/a
311.848	2.4	155924	stim_ON	8	0	0.6	3
314.758	n/a	157379	fixpoint_ON	4	n/a	n/a	n/a
315.268	2.4	157634	stim_ON	8	1	0.3	1
318.178	n/a	159089	fixpoint_ON	4	n/a	n/a	n/a
318.688	2.4	159344	stim_ON	8	0	0.3	2
321.598	n/a	160799	fixpoint_ON	4	n/a	n/a	n/a
322.108	2.4	161054	stim_ON	8	1	0	3
325.018	n/a	162509	fixpoint_ON	4	n/a	n/a	n/a
325.528	2.4	162764	stim_ON	8	0	0	1
331.667	n/a	165833.5	boundary	boundary	n/a	n/a	n/a
