onset	duration	value	event	stim_file
527545	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
527629	0	20	cross/white	n/a
528147	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
528279	0	20	cross/white	n/a
528803	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
528894	0	20	cross/white	n/a
529375	0	17	17	SHINEd_028_y_f_a_b.jpg
529466	0	20	cross/white	n/a
529617	0	111	button_press	n/a
529972	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
530092	0	20	cross/white	n/a
530622	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
530730	0	20	cross/white	n/a
531266	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
531393	0	20	cross/white	n/a
531917	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
532013	0	20	cross/white	n/a
532507	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
532609	0	20	cross/white	n/a
533109	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
533205	0	20	cross/white	n/a
533687	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
533771	0	20	cross/white	n/a
534247	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
534343	0	20	cross/white	n/a
534855	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
534970	0	20	cross/white	n/a
535506	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
535626	0	20	cross/white	n/a
536168	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
536289	0	20	cross/white	n/a
536837	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
536963	0	20	cross/white	n/a
537499	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
537607	0	20	cross/white	n/a
538137	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
538258	0	20	cross/white	n/a
538788	0	13	red/angry/standard/3	SHINEd_008_y_m_a_b.jpg
538896	0	20	cross/white	n/a
538993	0	111	button_press	n/a
539408	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
539510	0	20	cross/white	n/a
540010	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
540106	0	20	cross/white	n/a
540630	0	16	red/angry/standard/6	SHINEd_010_y_f_a_a.jpg
540757	0	20	cross/white	n/a
540829	0	111	button_press	n/a
541299	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
541413	0	20	cross/white	n/a
541937	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
542045	0	20	cross/white	n/a
542581	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
542714	0	20	cross/white	n/a
543262	0	13	red/angry/standard/3	SHINEd_008_y_m_a_b.jpg
543376	0	20	cross/white	n/a
543431	0	111	button_press	n/a
543900	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
544009	0	20	cross/white	n/a
544521	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
544623	0	20	cross/white	n/a
545117	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
545213	0	20	cross/white	n/a
545731	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
545851	0	20	cross/white	n/a
546381	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
546496	0	20	cross/white	n/a
546989	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
547074	0	20	cross/white	n/a
547549	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
547640	0	20	cross/white	n/a
548164	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
548296	0	20	cross/white	n/a
548838	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
548952	0	20	cross/white	n/a
549476	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
549591	0	20	cross/white	n/a
550109	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
550217	0	20	cross/white	n/a
550723	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
550825	0	20	cross/white	n/a
551349	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
551476	0	20	cross/white	n/a
551987	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
552072	0	20	cross/white	n/a
552578	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
552704	0	20	cross/white	n/a
553216	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
553300	0	20	cross/white	n/a
553770	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
553854	0	20	cross/white	n/a
554354	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
554468	0	20	cross/white	n/a
554981	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
555083	0	20	cross/white	n/a
555613	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
555745	0	20	cross/white	n/a
556275	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
556377	0	20	cross/white	n/a
556865	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
556956	0	20	cross/white	n/a
557455	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
557570	0	20	cross/white	n/a
558064	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
558148	0	20	cross/white	n/a
558612	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
558696	0	20	cross/white	n/a
559202	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
559328	0	20	cross/white	n/a
559888	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
560021	0	20	cross/white	n/a
560557	0	33	red/happy/standard/3	SHINEd_008_y_m_h_b.jpg
560659	0	20	cross/white	n/a
560756	0	111	button_press	n/a
561153	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
561243	0	20	cross/white	n/a
561743	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
561857	0	20	cross/white	n/a
562363	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
562453	0	20	cross/white	n/a
562947	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
563056	0	20	cross/white	n/a
563568	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
563670	0	20	cross/white	n/a
564200	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
564326	0	20	cross/white	n/a
564886	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
565013	0	20	cross/white	n/a
565537	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
565633	0	20	cross/white	n/a
566145	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
566259	0	20	cross/white	n/a
566795	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
566916	0	20	cross/white	n/a
567434	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
567530	0	20	cross/white	n/a
568054	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
568174	0	20	cross/white	n/a
568722	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
568849	0	20	cross/white	n/a
569367	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
569457	0	20	cross/white	n/a
569939	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
570029	0	20	cross/white	n/a
570547	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
570673	0	20	cross/white	n/a
571203	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
571306	0	20	cross/white	n/a
571799	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
571890	0	20	cross/white	n/a
572384	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
572486	0	20	cross/white	n/a
573004	0	35	red/happy/standard/5	SHINEd_025_y_m_h_b.jpg
573112	0	20	cross/white	n/a
573197	0	111	button_press	n/a
573624	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
573720	0	20	cross/white	n/a
574220	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
574322	0	20	cross/white	n/a
574840	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
574955	0	20	cross/white	n/a
575461	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
575551	0	20	cross/white	n/a
576057	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
576171	0	20	cross/white	n/a
576719	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
576852	0	20	cross/white	n/a
577376	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
577466	0	20	cross/white	n/a
577978	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
578098	0	20	cross/white	n/a
578646	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
578773	0	20	cross/white	n/a
579321	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
579441	0	20	cross/white	n/a
579947	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
580031	0	20	cross/white	n/a
580501	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
580585	0	20	cross/white	n/a
581061	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
581145	0	20	cross/white	n/a
581663	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
581790	0	20	cross/white	n/a
582301	0	54	red/neutral/standard/4	SHINEd_022_y_f_n_a.jpg
582386	0	20	cross/white	n/a
582501	0	111	button_press	n/a
582886	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
583000	0	20	cross/white	n/a
583500	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
583584	0	20	cross/white	n/a
584096	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
584216	0	20	cross/white	n/a
584734	0	68	white/neutral/standard/8	SHINEd_008_y_m_n_b.jpg
584831	0	20	cross/white	n/a
585312	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
585397	0	20	cross/white	n/a
585872	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
585963	0	20	cross/white	n/a
586444	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
586535	0	20	cross/white	n/a
587023	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
587119	0	20	cross/white	n/a
587625	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
587733	0	20	cross/white	n/a
588239	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
588329	0	20	cross/white	n/a
588811	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
588901	0	20	cross/white	n/a
589419	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
589546	0	20	cross/white	n/a
590076	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
590178	0	20	cross/white	n/a
590708	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
590834	0	20	cross/white	n/a
591376	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
591491	0	20	cross/white	n/a
592033	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
592159	0	20	cross/white	n/a
592719	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
592852	0	20	cross/white	n/a
593412	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
593538	0	20	cross/white	n/a
594074	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
594183	0	20	cross/white	n/a
594712	0	53	53	SHINEd_016_y_m_n_a.jpg
594833	0	20	cross/white	n/a
594900	0	111	button_press	n/a
595369	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
595483	0	20	cross/white	n/a
595989	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
596079	0	20	cross/white	n/a
596591	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
596712	0	20	cross/white	n/a
597254	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
597374	0	20	cross/white	n/a
597922	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
598049	0	20	cross/white	n/a
598597	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
598717	0	20	cross/white	n/a
599265	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
599391	0	20	cross/white	n/a
599945	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
600072	0	20	cross/white	n/a
600620	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
600740	0	20	cross/white	n/a
601282	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
601403	0	20	cross/white	n/a
601915	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
602005	0	20	cross/white	n/a
602499	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
602601	0	20	cross/white	n/a
603137	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
603263	0	20	cross/white	n/a
603811	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
603932	0	20	cross/white	n/a
604486	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
604618	0	20	cross/white	n/a
605142	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
605233	0	20	cross/white	n/a
605727	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
605829	0	20	cross/white	n/a
606317	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
606401	0	20	cross/white	n/a
606907	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
607021	0	20	cross/white	n/a
607551	0	53	53	SHINEd_016_y_m_n_a.jpg
607665	0	20	cross/white	n/a
607822	0	111	button_press	n/a
608184	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
608286	0	20	cross/white	n/a
608779	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
608870	0	20	cross/white	n/a
609346	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
609430	0	20	cross/white	n/a
609906	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
609996	0	20	cross/white	n/a
610490	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
610592	0	20	cross/white	n/a
611116	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
611236	0	20	cross/white	n/a
611754	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
611851	0	20	cross/white	n/a
612338	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
612429	0	20	cross/white	n/a
612910	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
613001	0	20	cross/white	n/a
613507	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
613597	0	20	cross/white	n/a
614079	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
614169	0	20	cross/white	n/a
614663	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
614765	0	20	cross/white	n/a
615277	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
615385	0	20	cross/white	n/a
615921	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
616042	0	20	cross/white	n/a
616578	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
616692	0	20	cross/white	n/a
617210	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
617312	0	20	cross/white	n/a
617806	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
617897	0	20	cross/white	n/a
618384	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
618481	0	20	cross/white	n/a
618968	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
619053	0	20	cross/white	n/a
619565	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
619691	0	20	cross/white	n/a
620227	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
620335	0	20	cross/white	n/a
620871	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
620998	0	20	cross/white	n/a
621534	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
621642	0	20	cross/white	n/a
622142	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
622232	0	20	cross/white	n/a
622714	0	56	56	SHINEd_016_y_m_n_a.jpg
622804	0	20	cross/white	n/a
622949	0	111	button_press	n/a
623322	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
623449	0	20	cross/white	n/a
623985	0	51	51	SHINEd_031_y_m_n_a.jpg
624093	0	20	cross/white	n/a
624214	0	111	button_press	n/a
624605	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
624707	0	20	cross/white	n/a
625195	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
625279	0	20	cross/white	n/a
625773	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
625882	0	20	cross/white	n/a
626424	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
626556	0	20	cross/white	n/a
627092	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
627194	0	20	cross/white	n/a
627694	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
627790	0	20	cross/white	n/a
628278	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
628369	0	20	cross/white	n/a
628874	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
628989	0	20	cross/white	n/a
629513	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
629615	0	20	cross/white	n/a
630103	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
630187	0	20	cross/white	n/a
630675	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
630771	0	20	cross/white	n/a
631283	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
631392	0	20	cross/white	n/a
631915	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
632030	0	20	cross/white	n/a
632530	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
632614	0	20	cross/white	n/a
633102	0	54	red/neutral/standard/4	SHINEd_022_y_f_n_a.jpg
633204	0	20	cross/white	n/a
633319	0	111	button_press	n/a
633710	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
633812	0	20	cross/white	n/a
634306	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
634390	0	20	cross/white	n/a
634878	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
634981	0	20	cross/white	n/a
635510	0	68	white/neutral/standard/8	SHINEd_008_y_m_n_b.jpg
635631	0	20	cross/white	n/a
636185	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
636317	0	20	cross/white	n/a
636847	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
636944	0	20	cross/white	n/a
637450	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
637558	0	20	cross/white	n/a
638070	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
638172	0	20	cross/white	n/a
638708	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
638841	0	20	cross/white	n/a
639395	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
639509	0	20	cross/white	n/a
640039	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
640153	0	20	cross/white	n/a
640665	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
640762	0	20	cross/white	n/a
641279	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
641400	0	20	cross/white	n/a
641930	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
642038	0	20	cross/white	n/a
642556	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
642664	0	20	cross/white	n/a
643158	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
643243	0	20	cross/white	n/a
643736	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
643845	0	20	cross/white	n/a
644381	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
644507	0	20	cross/white	n/a
645037	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
645139	0	20	cross/white	n/a
645669	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
645796	0	20	cross/white	n/a
646344	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
646464	0	20	cross/white	n/a
646988	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
647090	0	20	cross/white	n/a
647597	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
647699	0	20	cross/white	n/a
648217	0	13	red/angry/standard/3	SHINEd_008_y_m_a_b.jpg
648331	0	20	cross/white	n/a
648434	0	111	button_press	n/a
648867	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
648987	0	20	cross/white	n/a
649535	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
649662	0	20	cross/white	n/a
650210	0	16	red/angry/standard/6	SHINEd_010_y_f_a_a.jpg
650330	0	20	cross/white	n/a
650433	0	111	button_press	n/a
650836	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
650920	0	20	cross/white	n/a
651161	0	200	feedback	n/a
663627	0	111	button_press	n/a
664042	0	20	cross/white	n/a
664572	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
664674	0	20	cross/white	n/a
665192	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
665307	0	20	cross/white	n/a
665843	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
665963	0	20	cross/white	n/a
666511	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
666637	0	20	cross/white	n/a
667149	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
667234	0	20	cross/white	n/a
667703	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
667788	0	20	cross/white	n/a
668293	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
668414	0	20	cross/white	n/a
668950	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
669064	0	20	cross/white	n/a
669588	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
669696	0	20	cross/white	n/a
670220	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
670335	0	20	cross/white	n/a
670859	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
670967	0	20	cross/white	n/a
671491	0	31	red/happy/deviant/1	SHINEd_010_y_f_h_a.jpg
671605	0	20	cross/white	n/a
671714	0	111	button_press	n/a
672124	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
672226	0	20	cross/white	n/a
672738	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
672840	0	20	cross/white	n/a
673328	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
673412	0	20	cross/white	n/a
673918	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
674038	0	20	cross/white	n/a
674568	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
674677	0	20	cross/white	n/a
675170	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
675255	0	20	cross/white	n/a
675754	0	48	white/happy/standard/8	SHINEd_022_y_f_h_b.jpg
675869	0	20	cross/white	n/a
676381	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
676477	0	20	cross/white	n/a
676971	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
677067	0	20	cross/white	n/a
677549	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
677633	0	20	cross/white	n/a
678157	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
678290	0	20	cross/white	n/a
678850	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
678976	0	20	cross/white	n/a
679512	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
679620	0	20	cross/white	n/a
680120	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
680211	0	20	cross/white	n/a
680692	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
680783	0	20	cross/white	n/a
681270	0	13	red/angry/standard/3	SHINEd_008_y_m_a_b.jpg
681367	0	20	cross/white	n/a
681518	0	111	button_press	n/a
681885	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
682005	0	20	cross/white	n/a
682535	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
682643	0	20	cross/white	n/a
683143	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
683234	0	20	cross/white	n/a
683709	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
683794	0	20	cross/white	n/a
684293	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
684408	0	20	cross/white	n/a
684956	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
685088	0	20	cross/white	n/a
685618	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
685715	0	20	cross/white	n/a
686226	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
686347	0	20	cross/white	n/a
686883	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
686997	0	20	cross/white	n/a
687539	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
687660	0	20	cross/white	n/a
688178	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
688274	0	20	cross/white	n/a
688798	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
688924	0	20	cross/white	n/a
689454	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
689557	0	20	cross/white	n/a
690074	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
690189	0	20	cross/white	n/a
690713	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
690821	0	20	cross/white	n/a
691351	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
691471	0	20	cross/white	n/a
692013	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
692134	0	20	cross/white	n/a
692640	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
692724	0	20	cross/white	n/a
693200	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
693284	0	20	cross/white	n/a
693760	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
693850	0	20	cross/white	n/a
694344	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
694446	0	20	cross/white	n/a
694976	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
695103	0	20	cross/white	n/a
695651	0	56	56	SHINEd_016_y_m_n_a.jpg
695771	0	20	cross/white	n/a
695844	0	111	button_press	n/a
696277	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
696361	0	20	cross/white	n/a
696879	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
697012	0	20	cross/white	n/a
697542	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
697638	0	20	cross/white	n/a
698156	0	54	red/neutral/standard/4	SHINEd_022_y_f_n_a.jpg
698276	0	20	cross/white	n/a
698385	0	111	button_press	n/a
698794	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
698890	0	20	cross/white	n/a
699420	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
699547	0	20	cross/white	n/a
