onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
187.982	2.4	93991	stim_ON	8	1	0	1
193.292	n/a	96646	fixpoint_ON	4	n/a	n/a	n/a
193.802	2.4	96901	stim_ON	8	0	0	2
199.11	n/a	99555	fixpoint_ON	4	n/a	n/a	n/a
199.622	2.4	99811	stim_ON	8	1	0.3	3
204.93	n/a	102465	fixpoint_ON	4	n/a	n/a	n/a
205.442	2.4	102721	stim_ON	8	0	0.3	1
210.752	n/a	105376	fixpoint_ON	4	n/a	n/a	n/a
211.262	2.4	105631	stim_ON	8	1	0.6	2
216.572	n/a	108286	fixpoint_ON	4	n/a	n/a	n/a
217.082	2.4	108541	stim_ON	8	0	0.6	3
222.392	n/a	111196	fixpoint_ON	4	n/a	n/a	n/a
222.902	2.4	111451	stim_ON	8	1	1	1
228.212	n/a	114106	fixpoint_ON	4	n/a	n/a	n/a
228.722	2.4	114361	stim_ON	8	0	1	2
234.032	n/a	117016	fixpoint_ON	4	n/a	n/a	n/a
234.544	2.4	117272	stim_ON	8	1	0	3
239.852	n/a	119926	fixpoint_ON	4	n/a	n/a	n/a
240.362	2.4	120181	stim_ON	8	1	0.3	1
245.672	n/a	122836	fixpoint_ON	4	n/a	n/a	n/a
246.182	2.4	123091	stim_ON	8	1	0.6	2
251.492	n/a	125746	fixpoint_ON	4	n/a	n/a	n/a
252.002	2.4	126001	stim_ON	8	1	1	3
257.312	n/a	128656	fixpoint_ON	4	n/a	n/a	n/a
257.822	2.4	128911	stim_ON	8	1	1	2
263.132	n/a	131566	fixpoint_ON	4	n/a	n/a	n/a
263.642	2.4	131821	stim_ON	8	1	0.6	1
268.952	n/a	134476	fixpoint_ON	4	n/a	n/a	n/a
269.464	2.4	134732	stim_ON	8	1	0.3	3
274.772	n/a	137386	fixpoint_ON	4	n/a	n/a	n/a
275.282	2.4	137641	stim_ON	8	1	0	2
280.592	n/a	140296	fixpoint_ON	4	n/a	n/a	n/a
281.102	2.4	140551	stim_ON	8	0	1	1
286.412	n/a	143206	fixpoint_ON	4	n/a	n/a	n/a
286.922	2.4	143461	stim_ON	8	0	0.6	2
292.232	n/a	146116	fixpoint_ON	4	n/a	n/a	n/a
292.744	2.4	146372	stim_ON	8	0	0.3	3
298.052	n/a	149026	fixpoint_ON	4	n/a	n/a	n/a
298.562	2.4	149281	stim_ON	8	0	0	1
303.872	n/a	151936	fixpoint_ON	4	n/a	n/a	n/a
304.384	2.4	152192	stim_ON	8	1	1	2
309.692	n/a	154846	fixpoint_ON	4	n/a	n/a	n/a
310.202	2.4	155101	stim_ON	8	1	0.6	3
315.512	n/a	157756	fixpoint_ON	4	n/a	n/a	n/a
316.022	2.4	158011	stim_ON	8	1	0.3	1
321.332	n/a	160666	fixpoint_ON	4	n/a	n/a	n/a
321.842	2.4	160921	stim_ON	8	1	0	2
327.152	n/a	163576	fixpoint_ON	4	n/a	n/a	n/a
327.662	2.4	163831	stim_ON	8	1	0	1
332.972	n/a	166486	fixpoint_ON	4	n/a	n/a	n/a
333.482	2.4	166741	stim_ON	8	1	0.3	3
338.792	n/a	169396	fixpoint_ON	4	n/a	n/a	n/a
339.302	2.4	169651	stim_ON	8	1	0.6	2
344.612	n/a	172306	fixpoint_ON	4	n/a	n/a	n/a
345.124	2.4	172562	stim_ON	8	1	1	1
350.432	n/a	175216	fixpoint_ON	4	n/a	n/a	n/a
350.942	2.4	175471	stim_ON	8	1	1	2
356.252	n/a	178126	fixpoint_ON	4	n/a	n/a	n/a
356.762	2.4	178381	stim_ON	8	1	0.6	3
362.072	n/a	181036	fixpoint_ON	4	n/a	n/a	n/a
362.582	2.4	181291	stim_ON	8	1	0.3	1
367.892	n/a	183946	fixpoint_ON	4	n/a	n/a	n/a
368.402	2.4	184201	stim_ON	8	1	0	2
373.712	n/a	186856	fixpoint_ON	4	n/a	n/a	n/a
374.224	2.4	187112	stim_ON	8	0	1	1
379.532	n/a	189766	fixpoint_ON	4	n/a	n/a	n/a
380.042	2.4	190021	stim_ON	8	1	1	2
385.352	n/a	192676	fixpoint_ON	4	n/a	n/a	n/a
385.864	2.4	192932	stim_ON	8	0	0.6	3
391.172	n/a	195586	fixpoint_ON	4	n/a	n/a	n/a
391.682	2.4	195841	stim_ON	8	1	0.6	1
396.992	n/a	198496	fixpoint_ON	4	n/a	n/a	n/a
397.504	2.4	198752	stim_ON	8	0	0.3	2
402.812	n/a	201406	fixpoint_ON	4	n/a	n/a	n/a
403.322	2.4	201661	stim_ON	8	1	0.3	3
408.632	n/a	204316	fixpoint_ON	4	n/a	n/a	n/a
409.142	2.4	204571	stim_ON	8	0	0	1
414.452	n/a	207226	fixpoint_ON	4	n/a	n/a	n/a
414.964	2.4	207482	stim_ON	8	1	0	2
423.308	n/a	211654	break cnt	break cnt	n/a	n/a	n/a
455.648	n/a	227824	9999	9999	n/a	n/a	n/a
459.964	n/a	229982	video_start	84	n/a	n/a	n/a
663.034	n/a	331517	video_stop	104	n/a	n/a	n/a
