onset	duration	trial_type	response	response_time	stim_id	stim_version	stim_events	stim_slides	trial_id	run_id	stim_redcross	subsequent_response_type
334.053	3.5	criticalItem	n/a	n/a	10531	1	5	31	189	2	n/a	criticalTrue
338.024	3.5	controlItem	n/a	n/a	10532	1	5	32	190	2	n/a	controlTrue
342.104	3.5	genericItem	1	0.456	10533	1	5	33	191	2	1	n/a
346.054	3.5	genericItem	1	0.466	10534	1	5	34	192	2	1	n/a
350.03	3.5	genericItem	n/a	n/a	10535	1	5	35	193	2	n/a	n/a
354.074	3.5	genericItem	n/a	n/a	10536	1	5	36	194	2	n/a	n/a
358.09	3.5	genericItem	n/a	n/a	10537	1	5	37	195	2	n/a	n/a
362.024	3.5	genericItem	n/a	n/a	10538	1	5	38	196	2	n/a	n/a
366.024	3.5	criticalItem	n/a	n/a	10539	1	5	39	197	2	n/a	criticalTrue
370.065	3.5	genericItem	n/a	n/a	10540	1	5	40	198	2	n/a	n/a
374.073	3.5	criticalItem	n/a	n/a	10541	1	5	41	199	2	n/a	criticalTrue
378.073	3.5	controlItem	n/a	n/a	10542	1	5	42	200	2	n/a	controlFoil1
382.025	3.5	genericItem	n/a	n/a	10543	1	5	43	201	2	n/a	n/a
386.096	3.5	genericItem	n/a	n/a	10544	1	5	44	202	2	n/a	n/a
390.105	3.5	genericItem	n/a	n/a	10545	1	5	45	203	2	n/a	n/a
394.024	3.5	controlItem	n/a	n/a	10546	1	5	46	204	2	n/a	controlFoil1
398.025	3.5	criticalItem	n/a	n/a	10547	1	5	47	205	2	n/a	criticalTrue
402.025	3.5	genericItem	n/a	n/a	10548	1	5	48	206	2	n/a	n/a
406.025	3.5	controlItem	n/a	n/a	10549	1	5	49	207	2	n/a	controlFoil1
410.024	3.5	criticalItem	n/a	n/a	10550	1	5	50	208	2	n/a	criticalTrue
414.072	n/a	n/a	n/a	n/a	90500	9	5	0	209	2	n/a	n/a
418.022	n/a	n/a	n/a	n/a	90000	5	0	0	210	2	n/a	n/a
