onset	duration	trial_type	response
316.7476	0.4226	cross	other
317.2703	1.5226	4_letters_same	other
318.7929	3.0227	cross	other
323.3155	1.5226	response	miss
324.8381	2.0226	blank2	other
326.8774	0.4226	cross	other
327.4	1.5226	4_letters_same	other
328.9226	3.0227	cross	other
333.4452	1.5226	response	miss
334.9677	1.5226	blank2	other
336.507	0.4226	cross	other
337.0296	1.5226	4_letters_same	other
338.5522	3.0227	cross	other
343.0748	1.5226	response	miss
344.5974	3.5226	blank2	other
348.1367	0.4226	cross	other
348.6593	1.5226	6_letters_different	other
350.1819	3.0227	cross	other
354.7045	1.5226	response	miss
356.2271	2.0226	blank2	other
358.2663	0.4226	cross	other
358.7889	1.5226	2_letters_same	other
360.3115	3.0227	cross	other
364.8341	1.5226	response	miss
366.3567	1.5226	blank2	other
367.896	0.4226	cross	other
368.4186	1.5226	2_letters_different	other
369.9412	3.0227	cross	other
374.4638	1.5226	response	miss
375.9864	2.0226	blank2	other
378.0256	0.4226	cross	other
378.5483	1.5226	6_letters_same	other
380.0709	3.0227	cross	other
384.5935	1.5226	response	miss
386.1161	4.0226	blank2	other
