onset	duration	begsample	endsample	offset
466.0864	1.9	1165217	1169966	-2500
467.7116	1.9	1169280	1174029	-2500
469.2908	1.9	1173228	1177977	-2500
471.064	1.9	1177661	1182410	-2500
472.5368	1.9	1181343	1186092	-2500
474.066	1.9	1185166	1189915	-2500
475.6912	1.9	1189229	1193978	-2500
477.4644	1.9	1193662	1198411	-2500
479.1916	1.9	1197980	1202729	-2500
480.9236	1.9	1202310	1207059	-2500
482.5996	1.9	1206500	1211249	-2500
484.128	1.9	1210321	1215070	-2500
485.8548	1.9	1214638	1219387	-2500
487.3788	1.9	1218448	1223197	-2500
488.908	1.9	1222271	1227020	-2500
490.4872	1.9	1226219	1230968	-2500
492.0112	1.9	1230029	1234778	-2500
493.7384	1.9	1234347	1239096	-2500
495.3136	1.9	1238285	1243034	-2500
496.9896	1.9	1242475	1247224	-2500
498.5176	1.9	1246295	1251044	-2500
500.154	1.9	1250386	1255135	-2500
501.678	1.9	1254196	1258945	-2500
503.3588	1.9	1258398	1263147	-2500
505.0352	1.9	1262589	1267338	-2500
506.6652	1.9	1266664	1271413	-2500
508.2404	1.9	1270602	1275351	-2500
509.8196	1.9	1274550	1279299	-2500
511.3996	1.9	1278500	1283249	-2500
513.0296	1.9	1282575	1287324	-2500
514.6608	1.9	1286653	1291402	-2500
516.2448	1.9	1290613	1295362	-2500
517.8248	1.9	1294563	1299312	-2500
519.3032	1.9	1298259	1303008	-2500
521.0352	1.9	1302589	1307338	-2500
522.7672	1.9	1306919	1311668	-2500
524.3472	1.9	1310869	1315618	-2500
525.9776	1.9	1314945	1319694	-2500
527.5016	1.9	1318755	1323504	-2500
529.0296	1.9	1322575	1327324	-2500
530.6048	1.9	1326513	1331262	-2500
532.2808	1.9	1330703	1335452	-2500
533.8048	1.9	1334513	1339262	-2500
535.3292	1.9	1338324	1343073	-2500
537.1112	1.9	1342779	1347528	-2500
538.8844	1.9	1347212	1351961	-2500
540.4644	1.9	1351162	1355911	-2500
542.0384	1.9	1355097	1359846	-2500
543.5164	1.9	1358792	1363541	-2500
545.2896	1.9	1363225	1367974	-2500
547.0216	1.9	1367555	1372304	-2500
548.5548	1.9	1371388	1376137	-2500
550.328	1.9	1375821	1380570	-2500
551.8572	1.9	1379644	1384393	-2500
553.6352	1.9	1384089	1388838	-2500
555.4172	1.9	1388544	1393293	-2500
556.9924	1.9	1392482	1397231	-2500
558.5216	1.9	1396305	1401054	-2500
560.1976	1.9	1400495	1405244	-2500
561.7768	1.9	1404443	1409192	-2500
563.352	1.9	1408381	1413130	-2500
564.936	1.9	1412341	1417090	-2500
566.4652	1.9	1416164	1420913	-2500
568.0912	1.9	1420229	1424978	-2500
569.6244	1.9	1424062	1428811	-2500
571.1992	1.9	1427999	1432748	-2500
572.9724	1.9	1432432	1437181	-2500
574.6484	1.9	1436622	1441371	-2500
576.2736	1.9	1440685	1445434	-2500
577.7468	1.9	1444368	1449117	-2500
579.52	1.9	1448801	1453550	-2500
581.2972	1.9	1453244	1457993	-2500
582.77	1.9	1456926	1461675	-2500
584.4972	1.9	1461244	1465993	-2500
586.0724	1.9	1465182	1469931	-2500
587.7484	1.9	1469372	1474121	-2500
589.2216	1.9	1473055	1477804	-2500
590.8976	1.9	1477245	1481994	-2500
592.5276	1.9	1481320	1486069	-2500
594.0568	1.9	1485143	1489892	-2500
595.636	1.9	1489091	1493840	-2500
597.114	1.9	1492786	1497535	-2500
598.7912	1.9	1496979	1501728	-2500
600.2692	1.9	1500674	1505423	-2500
601.9452	1.9	1504864	1509613	-2500
603.7224	1.9	1509307	1514056	-2500
605.4956	1.9	1513740	1518489	-2500
607.2688	1.9	1518173	1522922	-2500
608.8936	1.9	1522235	1526984	-2500
610.418	1.9	1526046	1530795	-2500
611.9968	1.9	1529993	1534742	-2500
613.724	1.9	1534311	1539060	-2500
615.2992	1.9	1538249	1542998	-2500
616.8732	1.9	1542184	1546933	-2500
618.4484	1.9	1546122	1550871	-2500
619.9816	1.9	1549955	1554704	-2500
621.7136	1.9	1554285	1559034	-2500
623.2888	1.9	1558223	1562972	-2500
624.8128	1.9	1562033	1566782	-2500
626.4428	1.9	1566108	1570857	-2500
628.0728	1.9	1570183	1574932	-2500
629.5512	1.9	1573879	1578628	-2500
631.228	1.9	1578071	1582820	-2500
632.7064	1.9	1581767	1586516	-2500
634.3824	1.9	1585957	1590706	-2500
635.9616	1.9	1589905	1594654	-2500
637.6476	1.9	1594120	1598869	-2500
639.4208	1.9	1598553	1603302	-2500
641.194	1.9	1602986	1607735	-2500
642.9208	1.9	1607303	1612052	-2500
644.6532	1.9	1611634	1616383	-2500
646.3292	1.9	1615824	1620573	-2500
647.8572	1.9	1619644	1624393	-2500
649.4884	1.9	1623722	1628471	-2500
651.2656	1.9	1628165	1632914	-2500
652.8916	1.9	1632230	1636979	-2500
654.6688	1.9	1636673	1641422	-2500
656.346	1.9	1640866	1645615	-2500
657.9708	1.9	1644928	1649677	-2500
659.6472	1.9	1649119	1653868	-2500
661.374	1.9	1653436	1658185	-2500
662.898	1.9	1657246	1661995	-2500
664.6752	1.9	1661689	1666438	-2500
666.1536	1.9	1665385	1670134	-2500
667.6776	1.9	1669195	1673944	-2500
669.4508	1.9	1673628	1678377	-2500
671.0248	1.9	1677563	1682312	-2500
672.6548	1.9	1681638	1686387	-2500
674.23	1.9	1685576	1690325	-2500
675.962	1.9	1689906	1694655	-2500
677.638	1.9	1694096	1698845	-2500
679.3192	1.9	1698299	1703048	-2500
681.0064	1.9	1702517	1707266	-2500
682.7836	1.9	1706960	1711709	-2500
684.3584	1.9	1710897	1715646	-2500
685.8316	1.9	1714580	1719329	-2500
687.4616	1.9	1718655	1723404	-2500
689.092	1.9	1722731	1727480	-2500
690.718	1.9	1726796	1731545	-2500
692.2412	1.9	1730604	1735353	-2500
693.7652	1.9	1734414	1739163	-2500
700.3984	1.9	1750997	1755746	-2500
702.0756	1.9	1755190	1759939	-2500
703.6036	1.9	1759010	1763759	-2500
705.0868	1.9	1762718	1767467	-2500
706.718	1.9	1766796	1771545	-2500
708.196	1.9	1770491	1775240	-2500
709.78	1.9	1774451	1779200	-2500
711.2584	1.9	1778147	1782896	-2500
712.9356	1.9	1782340	1787089	-2500
714.5656	1.9	1786415	1791164	-2500
716.1956	1.9	1790490	1795239	-2500
717.7196	1.9	1794300	1799049	-2500
719.2488	1.9	1798123	1802872	-2500
720.9808	1.9	1802453	1807202	-2500
722.7128	1.9	1806783	1811532	-2500
724.2372	1.9	1810594	1815343	-2500
725.9684	1.9	1814922	1819671	-2500
727.7004	1.9	1819252	1824001	-2500
729.4324	1.9	1823582	1828331	-2500
731.1596	1.9	1827900	1832649	-2500
732.6428	1.9	1831608	1836357	-2500
734.4156	1.9	1836040	1840789	-2500
736.092	1.9	1840231	1844980	-2500
737.722	1.9	1844306	1849055	-2500
739.348	1.9	1848371	1853120	-2500
740.932	1.9	1852331	1857080	-2500
742.5072	1.9	1856269	1861018	-2500
744.0824	1.9	1860207	1864956	-2500
745.8136	1.9	1864535	1869284	-2500
747.4904	1.9	1868727	1873476	-2500
748.9636	1.9	1872410	1877159	-2500
750.64	1.9	1876601	1881350	-2500
752.4168	1.9	1881043	1885792	-2500
753.9412	1.9	1884854	1889603	-2500
755.47	1.9	1888676	1893425	-2500
757.0952	1.9	1892739	1897488	-2500
758.8684	1.9	1897172	1901921	-2500
760.6504	1.9	1901627	1906376	-2500
762.1284	1.9	1905322	1910071	-2500
763.6576	1.9	1909145	1913894	-2500
765.1816	1.9	1912955	1917704	-2500
766.66	1.9	1916651	1921400	-2500
768.4328	1.9	1921083	1925832	-2500
769.906	1.9	1924766	1929515	-2500
771.582	1.9	1928956	1933705	-2500
773.3592	1.9	1933399	1938148	-2500
775.1324	1.9	1937832	1942581	-2500
776.6056	1.9	1941515	1946264	-2500
778.2864	1.9	1945717	1950466	-2500
780.0188	1.9	1950048	1954797	-2500
781.7916	1.9	1954480	1959229	-2500
783.524	1.9	1958811	1963560	-2500
785.098	1.9	1962746	1967495	-2500
786.8712	1.9	1967179	1971928	-2500
788.552	1.9	1971381	1976130	-2500
790.1312	1.9	1975329	1980078	-2500
791.7112	1.9	1979279	1984028	-2500
793.4436	1.9	1983610	1988359	-2500
794.9216	1.9	1987305	1992054	-2500
796.3996	1.9	1991000	1995749	-2500
798.1728	1.9	1995433	2000182	-2500
799.706	1.9	1999266	2004015	-2500
801.3832	1.9	2003459	2008208	-2500
802.916	1.9	2007291	2012040	-2500
804.5472	1.9	2011369	2016118	-2500
806.1772	1.9	2015444	2020193	-2500
807.8584	1.9	2019647	2024396	-2500
809.3416	1.9	2023355	2028104	-2500
811.1148	1.9	2027788	2032537	-2500
812.7956	1.9	2031990	2036739	-2500
814.4768	1.9	2036193	2040942	-2500
815.9548	1.9	2039888	2044637	-2500
817.484	1.9	2043711	2048460	-2500
818.962	1.9	2047406	2052155	-2500
820.4452	1.9	2051114	2055863	-2500
821.9692	1.9	2054924	2059673	-2500
823.5444	1.9	2058862	2063611	-2500
825.1184	1.9	2062797	2067546	-2500
826.7996	1.9	2067000	2071749	-2500
828.4808	1.9	2071203	2075952	-2500
830.112	1.9	2075281	2080030	-2500
831.788	1.9	2079471	2084220	-2500
833.312	1.9	2083281	2088030	-2500
834.8912	1.9	2087229	2091978	-2500
836.4712	1.9	2091179	2095928	-2500
838.1012	1.9	2095254	2100003	-2500
839.5796	1.9	2098950	2103699	-2500
841.2616	1.9	2103155	2107904	-2500
842.8408	1.9	2107103	2111852	-2500
844.3696	1.9	2110925	2115674	-2500
845.894	1.9	2114736	2119485	-2500
847.57	1.9	2118926	2123675	-2500
849.1952	1.9	2122989	2127738	-2500
850.668	1.9	2126671	2131420	-2500
852.1412	1.9	2130354	2135103	-2500
853.7252	1.9	2134314	2139063	-2500
855.3004	1.9	2138252	2143001	-2500
856.7784	1.9	2141947	2146696	-2500
858.5108	1.9	2146278	2151027	-2500
860.2376	1.9	2150595	2155344	-2500
861.914	1.9	2154786	2159535	-2500
863.392	1.9	2158481	2163230	-2500
865.0272	1.9	2162569	2167318	-2500
866.5052	1.9	2166264	2171013	-2500
868.1872	1.9	2170469	2175218	-2500
869.6604	1.9	2174152	2178901	-2500
871.3316	1.9	2178330	2183079	-2500
872.9056	1.9	2182265	2187014	-2500
874.3788	1.9	2185948	2190697	-2500
876.0496	1.9	2190125	2194874	-2500
877.8228	1.9	2194558	2199307	-2500
879.5948	1.9	2198988	2203737	-2500
881.1752	1.9	2202939	2207688	-2500
882.9072	1.9	2207269	2212018	-2500
884.5324	1.9	2211332	2216081	-2500
886.2136	1.9	2215535	2220284	-2500
887.7884	1.9	2219472	2224221	-2500
889.3728	1.9	2223433	2228182	-2500
891.0496	1.9	2227625	2232374	-2500
892.8268	1.9	2232068	2236817	-2500
894.4528	1.9	2236133	2240882	-2500
896.1292	1.9	2240324	2245073	-2500
897.7592	1.9	2244399	2249148	-2500
899.4404	1.9	2248602	2253351	-2500
901.0204	1.9	2252552	2257301	-2500
902.5444	1.9	2256362	2261111	-2500
904.2756	1.9	2260690	2265439	-2500
905.8048	1.9	2264513	2269262	-2500
907.5828	1.9	2268958	2273707	-2500
909.2128	1.9	2273033	2277782	-2500
910.7368	1.9	2276843	2281592	-2500
912.464	1.9	2281161	2285910	-2500
913.9372	1.9	2284844	2289593	-2500
915.6132	1.9	2289034	2293783	-2500
917.2484	1.9	2293122	2297871	-2500
