onset	duration	trial_idx	condition	day	rep	tested	wordID	picID	word	pic	run	real_onsest	pic_rating	rating_RT	cat_group	exp_phase	rounded_onset
320.1322	4	OLD3_R_15	OLD3_R	O	3	R	word94	object16	qqprint	qqKeys_A	2	320.1322	1	2.0974	OFS	D1S	320
330.1465	4	OLD3_R_10	OLD3_R	O	3	R	word14	object28	qqcarve	qqScrew_A	2	330.1465	3	1.73	OFS	D1S	330
340.1385	4	OLD3_R_12	OLD3_R	O	3	R	word119	object30	qqsqueak	qqTape_A	2	340.1385	2	2.6084	OFS	D1S	340
350.1416	4	OLD3_R_11	OLD3_R	O	3	R	word126	object04	qqthrow	qqBottle_A	2	350.1416	2	2.1371	OFS	D1S	350
360.1456	4	OLD1_R_06	OLD1_R	O	1	R	word70	face02	qqinterview	qqBeyonce_A	2	360.1456	2	3.2217	OFS	D1S	360
370.1455	4	OLD3_R_03	OLD3_R	O	3	R	word41	object06	qqdrop	qqCalculator_A	2	370.1455	1	2.3076	OFS	D1S	370
380.1454	4	OLD3_R_06	OLD3_R	O	3	R	word86	object27	qqnurture	qqRolling_Pin_A	2	380.1454	1	1.6366	OFS	D1S	380
390.1462	4	OLD3_R_14	OLD3_R	O	3	R	word91	object34	qqpinch	qqWalkie_Talkie_A	2	390.1462	1	1.509	OFS	D1S	390
400.1564	4	OLD3_R_09	OLD3_R	O	3	R	word38	object22	qqdive	qqPaintbrush_A	2	400.1564	1	1.3692	OFS	D1S	400
410.1451	4	OLD1_R_18	OLD1_R	O	1	R	word18	face12	qqchill	qqOprah_Winfrey_A	2	410.1451	2	2.7155	OFS	D1S	410
420.1455	4	OLD3_R_02	OLD3_R	O	3	R	word43	object08	qqeat	qqEraser_A	2	420.1455	1	1.9841	OFS	D1S	420
430.1523	4	OLD1_R_16	OLD1_R	O	1	R	word11	face07	qqbribe	qqKeira_Knightly_A	2	430.1523	1	3.0482	OFS	D1S	430
440.1447	4	OLD3_R_02	OLD3_R	O	3	R	word43	object08	qqeat	qqEraser_A	2	440.1447	1	1.2637	OFS	D1S	440
450.1448	4	OLD1_R_09	OLD1_R	O	1	R	word47	face11	qqexercise	qqNicole_Kidman_A	2	450.1448	2	2.9651	OFS	D1S	450
460.1454	4	OLD1_R_17	OLD1_R	O	1	R	word118	face18	qqspy	qqTyra_Banks_A	2	460.1454	1	2.7149	OFS	D1S	460
470.1318	4	OLD3_R_03	OLD3_R	O	3	R	word41	object06	qqdrop	qqCalculator_A	2	470.1318	1	1.2474	OFS	D1S	470
480.1523	4	OLD1_R_15	OLD1_R	O	1	R	word122	face20	qqsurround	qqAlec_Baldwin_A	2	480.1523	2	3.1383	OFS	D1S	480
490.1519	4	OLD3_R_16	OLD3_R	O	3	R	word58	object20	qqgrill	qqMicrophone_A	2	490.1519	1	1.1395	OFS	D1S	490
500.1423	4	OLD3_R_09	OLD3_R	O	3	R	word38	object22	qqdive	qqPaintbrush_A	2	500.1423	1	1.4752	OFS	D1S	500
510.1457	4	OLD3_R_02	OLD3_R	O	3	R	word43	object08	qqeat	qqEraser_A	2	510.1457	1	1.1152	OFS	D1S	510
520.149	4	OLD3_R_12	OLD3_R	O	3	R	word119	object30	qqsqueak	qqTape_A	2	520.149	2	1.8542	OFS	D1S	520
530.1528	4	OLD3_R_15	OLD3_R	O	3	R	word94	object16	qqprint	qqKeys_A	2	530.1528	1	1.3073	OFS	D1S	530
540.1386	4	OLD1_R_05	OLD1_R	O	1	R	word93	face19	qqpray	qqAdam_Levine_A	2	540.1386	2	3.7757	OFS	D1S	540
550.1595	4	OLD3_R_06	OLD3_R	O	3	R	word86	object27	qqnurture	qqRolling_Pin_A	2	550.1595	1	1.1324	OFS	D1S	550
560.1609	4	OLD3_R_04	OLD3_R	O	3	R	word33	object26	qqdecorate	qqRazor_A	2	560.1609	3	2.7272	OFS	D1S	560
570.1438	4	OLD3_R_12	OLD3_R	O	3	R	word119	object30	qqsqueak	qqTape_A	2	570.1438	2	1.3501	OFS	D1S	570
580.1527	4	OLD3_R_17	OLD3_R	O	3	R	word21	object19	qqcommand	qqMegaphone_A	2	580.1527	4	1.2334	OFS	D1S	580
590.1561	4	OLD3_R_07	OLD3_R	O	3	R	word74	object15	qqkiss	qqIron_A	2	590.1561	1	1.3083	OFS	D1S	590
600.159	4	OLD3_R_04	OLD3_R	O	3	R	word33	object26	qqdecorate	qqRazor_A	2	600.159	2	1.3688	OFS	D1S	600
610.1433	4	OLD3_R_17	OLD3_R	O	3	R	word21	object19	qqcommand	qqMegaphone_A	2	610.1433	4	1.2951	OFS	D1S	610
620.1433	4	OLD3_R_01	OLD3_R	O	3	R	word25	object36	qqcrave	qqWater_Gun_A	2	620.1433	1	1.4095	OFS	D1S	620
630.1526	4	OLD3_R_14	OLD3_R	O	3	R	word91	object34	qqpinch	qqWalkie_Talkie_A	2	630.1526	1	1.1586	OFS	D1S	630
640.1562	4	OLD1_R_08	OLD1_R	O	1	R	word105	face04	qqrub	qqEmma_Watson_A	2	640.1562	1	2.6334	OFS	D1S	640
650.1584	4	OLD3_R_08	OLD3_R	O	3	R	word132	object14	qqupdate	qqiPhone_A	2	650.1584	3	2.0614	OFS	D1S	650
660.1596	4	OLD1_R_12	OLD1_R	O	1	R	word78	face33	qqmanipulate	qqMichael_Phelps_A	2	660.1596	2	2.745	OFS	D1S	660
670.1432	4	OLD3_R_11	OLD3_R	O	3	R	word126	object04	qqthrow	qqBottle_A	2	670.1432	2	2.3187	OFS	D1S	670
680.1524	4	OLD1_R_07	OLD1_R	O	1	R	word84	face35	qqnap	qqSteve_Carell_A	2	680.1524	1	2.221	OFS	D1S	680
690.1551	4	OLD3_R_13	OLD3_R	O	3	R	word65	object32	qqimitate	qqToothbrush_A	2	690.1551	1	1.5283	OFS	D1S	690
700.171	4	OLD3_R_15	OLD3_R	O	3	R	word94	object16	qqprint	qqKeys_A	2	700.171	1	1.0777	OFS	D1S	700
710.1457	4	OLD3_R_03	OLD3_R	O	3	R	word41	object06	qqdrop	qqCalculator_A	2	710.1457	1	1.1758	OFS	D1S	710
