onset	duration	trial_type	value	sample	trial	number_trial	EEG_trigger	stim_file
1122.705532361691	12	chn_aud	7	11227336	44	36	1	chn_aud/chn_aud036.wav
1135.2195195120123	12	pop	6	11352479	45	9	1	pop/pop009.wav
1147.7355066123348	12	pop	6	11477642	46	27	1	pop/pop027.wav
1163.0555236119096	12	jazz	4	11630846	47	22	1	jazz/jazz022.wav
1175.5735106622335	12	eng_aud	8	11756029	48	0	1	eng_aud/eng_aud000.wav
1188.089497762556	12	talk	12	11881192	49	23	1	talk/talk023.wav
1200.6054848628785	12	classical	2	12006355	50	39	1	classical/classical039.wav
1213.1255718607035	12	acoustic	1	12131559	51	7	1	acoustic/acoustic007.wav
1225.6475588110295	12	chn_aud	7	12256782	52	25	1	chn_aud/chn_aud025.wav
1238.1635459113522	12	news	11	12381945	53	29	1	news/news029.wav
1252.6515837104073	12	hiphop	3	12526829	54	22	1	hiphop/hiphop022.wav
1265.1715707107323	12	interview	9	12652032	55	20	1	interview/interview020.wav
1277.6875578110548	12	metal	5	12777195	56	15	1	metal/metal015.wav
1290.2075448113796	12	lecture	10	12902398	57	21	1	lecture/lecture021.wav
1302.723531911702	12	classical	2	13027561	58	17	1	classical/classical017.wav
1315.2395190120246	12	news	11	13152724	59	21	1	news/news021.wav
1327.7576060598485	12	interview	9	13277908	60	38	1	interview/interview038.wav
1342.739531511712	12	lecture	10	13427731	61	5	1	lecture/lecture005.wav
1355.2536186595337	12	chn_aud	7	13552875	62	28	1	chn_aud/chn_aud028.wav
1367.7676058098548	12	metal	5	13678018	63	33	1	metal/metal033.wav
1380.2875928101798	12	hiphop	3	13803221	64	5	1	hiphop/hiphop005.wav
1392.809579760506	12	acoustic	1	13928444	65	30	1	acoustic/acoustic030.wav
1407.753606159846	12	talk	12	14077888	66	3	1	talk/talk003.wav
1420.2715932101698	12	jazz	4	14203071	67	32	1	jazz/jazz032.wav
1432.785580360491	12	pop	6	14328214	68	33	1	pop/pop033.wav
1445.2995675108125	12	eng_aud	8	14453357	69	6	1	eng_aud/eng_aud006.wav
1457.8156546086348	12	classical	2	14578521	70	16	1	classical/classical016.wav
1470.329641758956	12	chn_aud	7	14703664	71	26	1	chn_aud/chn_aud026.wav
1482.8476288092795	12	talk	12	14828847	72	31	1	talk/talk031.wav
1498.5656358591036	12	lecture	10	14986031	73	34	1	lecture/lecture034.wav
1511.0796230094247	12	news	11	15111174	74	20	1	news/news020.wav
1523.593610159746	12	eng_aud	8	15236317	75	29	1	eng_aud/eng_aud029.wav
1536.1155971100725	12	interview	9	15361540	76	8	1	interview/interview008.wav
1548.6375840603985	12	acoustic	1	15486763	77	16	1	acoustic/acoustic016.wav
1563.097622559436	12	jazz	4	15631367	78	38	1	jazz/jazz038.wav
1575.6116097097572	12	pop	6	15756510	79	23	1	pop/pop023.wav
1588.1275968100797	12	hiphop	3	15881673	80	14	1	hiphop/hiphop014.wav
1600.641683957901	12	metal	5	16006817	81	6	1	metal/metal006.wav
1613.1576710582235	12	eng_aud	8	16131980	82	19	1	eng_aud/eng_aud019.wav
1625.6716582085448	12	pop	6	16257123	83	34	1	pop/pop034.wav
1638.1896452588685	12	metal	5	16382306	84	39	1	metal/metal039.wav
1653.4356641083973	12	classical	2	16534770	85	25	1	classical/classical025.wav
1665.9516512087198	12	news	11	16659933	86	34	1	news/news034.wav
1678.4676383090425	12	acoustic	1	16785096	87	13	1	acoustic/acoustic013.wav
1690.985625359366	12	chn_aud	7	16910279	88	27	1	chn_aud/chn_aud027.wav
1703.4997125071873	12	hiphop	3	17035423	89	35	1	hiphop/hiphop035.wav
1716.0196995075123	12	talk	12	17160626	90	34	1	talk/talk034.wav
1730.7096322591935	12	interview	9	17307529	91	28	1	interview/interview028.wav
1743.2317192070198	12	lecture	10	17432753	92	0	1	lecture/lecture000.wav
1755.7497062573436	12	jazz	4	17557936	93	25	1	jazz/jazz025.wav
1768.2616934576636	12	acoustic	1	17683059	94	3	1	acoustic/acoustic003.wav
1780.7796805079872	12	jazz	4	17808242	95	2	1	jazz/jazz002.wav
1793.297667558311	12	pop	6	17933425	96	15	1	pop/pop015.wav
1805.811654708632	12	classical	2	18058568	97	33	1	classical/classical033.wav
1821.2336691582711	12	hiphop	3	18212792	98	6	1	hiphop/hiphop006.wav
1833.747756306092	12	interview	9	18337936	99	30	1	interview/interview030.wav
1846.2637434064147	12	talk	12	18463099	100	28	1	talk/talk028.wav
1858.7797305067368	12	chn_aud	7	18588262	101	39	1	chn_aud/chn_aud039.wav
1871.2857178570537	12	lecture	10	18713325	102	32	1	lecture/lecture032.wav
1883.7997050073748	12	eng_aud	8	18838468	103	31	1	eng_aud/eng_aud031.wav
1898.5637359066025	12	news	11	18986112	104	3	1	news/news003.wav
1911.0797230069247	12	metal	5	19111275	105	9	1	metal/metal009.wav
1923.593710157246	12	pop	6	19236418	106	7	1	pop/pop007.wav
1936.1116972075697	12	acoustic	1	19361601	107	17	1	acoustic/acoustic017.wav
1948.6277843053924	12	lecture	10	19486765	108	8	1	lecture/lecture008.wav
1961.145771355716	12	jazz	4	19611948	109	17	1	jazz/jazz017.wav
1973.6617584560383	12	hiphop	3	19737111	110	28	1	hiphop/hiphop028.wav
1988.6677833054173	12	classical	2	19887175	111	29	1	classical/classical029.wav
2001.1817704557384	12	interview	9	20012318	112	33	1	interview/interview033.wav
2013.697757556061	12	news	11	20137481	113	6	1	news/news006.wav
2026.2157446063848	12	talk	12	20262664	114	20	1	talk/talk020.wav
2038.727731806705	12	chn_aud	7	20387787	115	12	1	chn_aud/chn_aud012.wav
2051.2437189070274	12	eng_aud	8	20512950	116	20	1	eng_aud/eng_aud020.wav
2068.6937826554336	12	metal	5	20687455	117	38	1	metal/metal038.wav
2081.211769705757	12	acoustic	1	20812638	118	12	1	acoustic/acoustic012.wav
2093.72775680608	12	jazz	4	20937801	119	24	1	jazz/jazz024.wav
2106.2397440064	12	pop	6	21062924	120	1	1	pop/pop001.wav
2118.7617309567263	12	lecture	10	21188147	121	24	1	lecture/lecture024.wav
2131.2758181045474	12	eng_aud	8	21313291	122	26	1	eng_aud/eng_aud026.wav
2143.793805154872	12	hiphop	3	21438474	123	29	1	hiphop/hiphop029.wav
2159.5438114047147	12	chn_aud	7	21595978	124	31	1	chn_aud/chn_aud031.wav
2172.059798505037	12	metal	5	21721141	125	35	1	metal/metal035.wav
2184.5797855053625	12	interview	9	21846344	126	27	1	interview/interview027.wav
2197.093772655684	12	talk	12	21971487	127	21	1	talk/talk021.wav
2209.613759656009	12	news	11	22096690	128	13	1	news/news013.wav
2224.481787955301	12	classical	2	22245374	129	15	1	classical/classical015.wav
2236.99177520562	12	interview	9	22370477	130	19	1	interview/interview019.wav
2249.509762255944	12	lecture	10	22495660	131	27	1	lecture/lecture027.wav
2262.0218494537635	12	metal	5	22620784	132	2	1	metal/metal002.wav
2274.5438364040897	12	hiphop	3	22746007	133	15	1	hiphop/hiphop015.wav
2290.5558361040976	12	chn_aud	7	22906131	134	0	1	chn_aud/chn_aud000.wav
2303.0758231044224	12	classical	2	23031334	135	14	1	classical/classical014.wav
2315.591810204745	12	eng_aud	8	23156497	136	11	1	eng_aud/eng_aud011.wav
2328.113797155071	12	pop	6	23281720	137	2	1	pop/pop002.wav
2340.625784355392	12	talk	12	23406843	138	29	1	talk/talk029.wav
2353.1398715032124	12	jazz	4	23531987	139	23	1	jazz/jazz023.wav
2365.653858653533	12	acoustic	1	23657130	140	39	1	acoustic/acoustic039.wav
2380.7018824529387	12	news	11	23807614	141	19	1	news/news019.wav
2393.2198695032625	12	hiphop	3	23932797	142	32	1	hiphop/hiphop032.wav
2405.737856553586	12	metal	5	24057980	143	11	1	metal/metal011.wav
2418.2578435539112	12	pop	6	24183183	144	11	1	pop/pop011.wav
2430.769830754231	12	chn_aud	7	24308306	145	4	1	chn_aud/chn_aud004.wav
2443.291817704557	12	acoustic	1	24433529	146	10	1	acoustic/acoustic010.wav
2455.795805104872	12	interview	9	24558572	147	25	1	interview/interview025.wav
2471.1758206044847	12	classical	2	24712376	148	27	1	classical/classical027.wav
2483.689907752306	12	news	11	24837520	149	8	1	news/news008.wav
2496.203894902628	12	eng_aud	8	24962663	150	24	1	eng_aud/eng_aud024.wav
2508.71988200295	12	lecture	10	25087826	151	26	1	lecture/lecture026.wav
2521.239869003275	12	jazz	4	25213029	152	27	1	jazz/jazz027.wav
2533.753856153596	12	talk	12	25338172	153	6	1	talk/talk006.wav
2576.60788480288	12	hiphop	3	25766723	154	27	1	hiphop/hiphop027.wav
2589.1238719032026	12	chn_aud	7	25891886	155	34	1	chn_aud/chn_aud034.wav
2601.641858953526	12	metal	5	26017069	156	4	1	metal/metal004.wav
2614.155846103848	12	interview	9	26142212	157	26	1	interview/interview026.wav
2626.6699332516687	12	news	11	26267356	158	22	1	news/news022.wav
2639.18392040199	12	pop	6	26392499	159	14	1	pop/pop014.wav
2651.697907552312	12	classical	2	26517642	160	32	1	classical/classical032.wav
2666.923926901828	12	lecture	10	26669906	161	29	1	lecture/lecture029.wav
2679.441913952151	12	jazz	4	26795089	162	29	1	jazz/jazz029.wav
2691.957901052473	12	eng_aud	8	26920252	163	38	1	eng_aud/eng_aud038.wav
2704.471888202795	12	talk	12	27045395	164	17	1	talk/talk017.wav
2716.9878753031176	12	acoustic	1	27170558	165	22	1	acoustic/acoustic022.wav
2729.505962350941	12	jazz	4	27295742	166	1	1	jazz/jazz001.wav
2742.023949401265	12	eng_aud	8	27420925	167	27	1	eng_aud/eng_aud027.wav
2756.433889152772	12	pop	6	27565028	168	4	1	pop/pop004.wav
2768.9478763030925	12	interview	9	27690171	169	23	1	interview/interview023.wav
2781.4659633509164	12	acoustic	1	27815355	170	11	1	acoustic/acoustic011.wav
2793.977950551236	12	talk	12	27940478	171	39	1	talk/talk039.wav
2806.489937751556	12	chn_aud	7	28065601	172	29	1	chn_aud/chn_aud029.wav
2819.00792480188	12	news	11	28190784	173	15	1	news/news015.wav
2852.259893502662	12	lecture	10	28523312	174	39	1	lecture/lecture039.wav
2864.7799805004875	12	hiphop	3	28648516	175	26	1	hiphop/hiphop026.wav
2877.2999675008123	12	classical	2	28773719	176	9	1	classical/classical009.wav
2889.8159546011348	12	metal	5	28898882	177	16	1	metal/metal016.wav
2902.333941651458	12	jazz	4	29024065	178	26	1	jazz/jazz026.wav
2914.84792880178	12	pop	6	29149208	179	28	1	pop/pop028.wav
2930.833929151772	12	metal	5	29309072	180	28	1	metal/metal028.wav
2943.349916252094	12	eng_aud	8	29434235	181	32	1	eng_aud/eng_aud032.wav
2955.864003399915	12	classical	2	29559379	182	35	1	classical/classical035.wav
2968.379990500237	12	interview	9	29684542	183	34	1	interview/interview034.wav
2980.89597760056	12	acoustic	1	29809705	184	14	1	acoustic/acoustic014.wav
2996.5739856503587	12	hiphop	3	29966489	185	18	1	hiphop/hiphop018.wav
3009.0919727006826	12	news	11	30091672	186	26	1	news/news026.wav
3021.6039599010023	12	lecture	10	30216795	187	20	1	lecture/lecture020.wav
3034.1259468513285	12	talk	12	30342018	188	35	1	talk/talk035.wav
3046.6379340516487	12	chn_aud	7	30467141	189	3	1	chn_aud/chn_aud003.wav
3059.15202119947	12	chn_aud	7	30592285	190	5	1	chn_aud/chn_aud005.wav
3071.6700082497937	12	hiphop	3	30717468	191	24	1	hiphop/hiphop024.wav
3087.494012649684	12	talk	12	30875712	192	30	1	talk/talk030.wav
3100.0119997000074	12	lecture	10	31000895	193	10	1	lecture/lecture010.wav
3112.5339866503336	12	news	11	31126118	194	27	1	news/news027.wav
3125.045973850654	12	classical	2	31251241	195	19	1	classical/classical019.wav
3137.56796080098	12	jazz	4	31376464	196	14	1	jazz/jazz014.wav
3154.318042048949	12	eng_aud	8	31543969	197	28	1	eng_aud/eng_aud028.wav
3166.8380290492737	12	interview	9	31669172	198	7	1	interview/interview007.wav
3179.3560160995976	12	pop	6	31794355	199	17	1	pop/pop017.wav
3191.878003049924	12	metal	5	31919578	200	30	1	metal/metal030.wav
3204.3939901502463	12	acoustic	1	32044741	201	33	1	acoustic/acoustic033.wav
3216.913977150571	12	eng_aud	8	32169944	202	30	1	eng_aud/eng_aud030.wav
3232.219994500137	12	jazz	4	32323008	203	31	1	jazz/jazz031.wav
3244.7319817004577	12	metal	5	32448131	204	27	1	metal/metal027.wav
3257.24806879828	12	acoustic	1	32573295	205	25	1	acoustic/acoustic025.wav
3269.7620559486013	12	talk	12	32698438	206	25	1	talk/talk025.wav
3282.2760430989224	12	lecture	10	32823581	207	22	1	lecture/lecture022.wav
3294.792030199245	12	news	11	32948744	208	12	1	news/news012.wav
3307.31201719957	12	interview	9	33073947	209	11	1	interview/interview011.wav
3360.460088497788	12	classical	2	33605441	210	24	1	classical/classical024.wav
3372.9800754981125	12	pop	6	33730644	211	18	1	pop/pop018.wav
3385.5020624484387	12	chn_aud	7	33855867	212	24	1	chn_aud/chn_aud024.wav
3398.0200494987625	12	hiphop	3	33981050	213	34	1	hiphop/hiphop034.wav
3410.5420364490888	12	interview	9	34106273	214	2	1	interview/interview002.wav
3423.0580235494112	12	lecture	10	34231436	215	36	1	lecture/lecture036.wav
3437.656058598535	12	hiphop	3	34377420	216	9	1	hiphop/hiphop009.wav
3450.1700457488564	12	chn_aud	7	34502563	217	13	1	chn_aud/chn_aud013.wav
3462.68803279918	12	eng_aud	8	34627746	218	13	1	eng_aud/eng_aud013.wav
3475.2020199495014	12	acoustic	1	34752889	219	36	1	acoustic/acoustic036.wav
3487.7201069973253	12	pop	6	34878073	220	31	1	pop/pop031.wav
3500.236094097648	12	jazz	4	35003236	221	4	1	jazz/jazz004.wav
3512.7560810979726	12	classical	2	35128439	222	4	1	classical/classical004.wav
3527.7801054973625	12	news	11	35278683	223	39	1	news/news039.wav
3540.3020924476887	12	metal	5	35403906	224	23	1	metal/metal023.wav
3552.818079548011	12	talk	12	35529069	225	7	1	talk/talk007.wav
3565.3400664983374	12	news	11	35654292	226	11	1	news/news011.wav
3577.858053548661	12	acoustic	1	35779475	227	4	1	acoustic/acoustic004.wav
3593.322066948326	12	classical	2	35934119	228	26	1	classical/classical026.wav
3605.842053948652	12	metal	5	36059322	229	36	1	metal/metal036.wav
3618.3561410964726	12	talk	12	36184466	230	4	1	talk/talk004.wav
3630.8701282467937	12	eng_aud	8	36309609	231	21	1	eng_aud/eng_aud021.wav
3643.390115247119	12	hiphop	3	36434812	232	20	1	hiphop/hiphop020.wav
3659.0581235469112	12	jazz	4	36591496	233	8	1	jazz/jazz008.wav
3671.576110597235	12	interview	9	36716679	234	13	1	interview/interview013.wav
3684.094097647559	12	lecture	10	36841862	235	33	1	lecture/lecture033.wav
3696.6100847478815	12	chn_aud	7	36967025	236	14	1	chn_aud/chn_aud014.wav
3709.1300717482063	12	pop	6	37092228	237	37	1	pop/pop037.wav
3721.650158746031	12	pop	6	37217432	238	39	1	pop/pop039.wav
3737.772155696108	12	metal	5	37378656	239	25	1	metal/metal025.wav
3750.2921426964326	12	jazz	4	37503859	240	12	1	jazz/jazz012.wav
3762.8061298467537	12	classical	2	37629002	241	1	1	classical/classical001.wav
3775.322116947076	12	acoustic	1	37754165	242	32	1	acoustic/acoustic032.wav
3787.838104047399	12	eng_aud	8	37879328	243	37	1	eng_aud/eng_aud037.wav
3800.35209119772	12	hiphop	3	38004471	244	33	1	hiphop/hiphop033.wav
3864.4981875453113	12	talk	12	38645948	245	5	1	talk/talk005.wav
3877.012174695632	12	news	11	38771091	246	23	1	news/news023.wav
3889.526161845954	12	chn_aud	7	38896234	247	15	1	chn_aud/chn_aud015.wav
3902.0381490462737	12	lecture	10	39021357	248	28	1	lecture/lecture028.wav
3914.5561360965976	12	interview	9	39146540	249	6	1	interview/interview006.wav
3927.0761230969215	12	classical	2	39271743	250	13	1	classical/classical013.wav
3942.662133446664	12	chn_aud	7	39427607	251	20	1	chn_aud/chn_aud020.wav
3955.182120446989	12	metal	5	39552810	252	1	1	metal/metal001.wav
3967.7021074473137	12	lecture	10	39678013	253	18	1	lecture/lecture018.wav
3980.216194595135	12	hiphop	3	39803157	254	37	1	hiphop/hiphop037.wav
3992.734181645458	12	interview	9	39928340	255	18	1	interview/interview018.wav
4005.254168645784	12	news	11	40053543	256	28	1	news/news028.wav
4020.276193095173	12	talk	12	40203767	257	36	1	talk/talk036.wav
4032.788180295493	12	acoustic	1	40328890	258	2	1	acoustic/acoustic002.wav
4045.304167395815	12	pop	6	40454053	259	16	1	pop/pop016.wav
4057.826154346141	12	eng_aud	8	40579276	260	12	1	eng_aud/eng_aud012.wav
4070.348141296468	12	jazz	4	40704499	261	11	1	jazz/jazz011.wav
4087.180220494488	12	metal	5	40872824	262	13	1	metal/metal013.wav
4099.698207544811	12	eng_aud	8	40998007	263	33	1	eng_aud/eng_aud033.wav
4112.214194645134	12	pop	6	41123170	264	38	1	pop/pop038.wav
4124.730181745456	12	hiphop	3	41248333	265	8	1	hiphop/hiphop008.wav
4137.242168945776	12	interview	9	41373456	266	15	1	interview/interview015.wav
4149.756156096098	12	acoustic	1	41498599	267	31	1	acoustic/acoustic031.wav
4165.158171045724	12	lecture	10	41652623	268	37	1	lecture/lecture037.wav
4177.670158246044	12	chn_aud	7	41777746	269	19	1	chn_aud/chn_aud019.wav
4190.186145346366	12	jazz	4	41902909	270	20	1	jazz/jazz020.wav
4202.706232344191	12	classical	2	42028113	271	10	1	classical/classical010.wav
4215.226219344517	12	news	11	42153316	272	32	1	news/news032.wav
4227.74420639484	12	talk	12	42278499	273	22	1	talk/talk022.wav
4259.896202594935	12	interview	9	42600027	274	31	1	interview/interview031.wav
4272.4101897452565	12	news	11	42725170	275	10	1	news/news010.wav
4284.930176745582	12	metal	5	42850373	276	18	1	metal/metal018.wav
4297.446163845904	12	pop	6	42975536	277	24	1	pop/pop024.wav
4309.964250893728	12	eng_aud	8	43100720	278	39	1	eng_aud/eng_aud039.wav
4326.54423639409	12	talk	12	43266524	279	12	1	talk/talk012.wav
4339.064223394415	12	jazz	4	43391727	280	9	1	jazz/jazz009.wav
4351.576210594735	12	classical	2	43516850	281	36	1	classical/classical036.wav
4364.094197645059	12	chn_aud	7	43642033	282	30	1	chn_aud/chn_aud030.wav
4376.60818479538	12	lecture	10	43767176	283	15	1	lecture/lecture015.wav
4389.1202719932	12	hiphop	3	43892300	284	3	1	hiphop/hiphop003.wav
4401.640258993525	12	acoustic	1	44017503	285	8	1	acoustic/acoustic008.wav
4460.970275743107	12	news	11	44610818	286	14	1	news/news014.wav
4473.486262843429	12	acoustic	1	44735981	287	21	1	acoustic/acoustic021.wav
4486.006249843754	12	eng_aud	8	44861184	288	16	1	eng_aud/eng_aud016.wav
4498.518237044074	12	metal	5	44986307	289	31	1	metal/metal031.wav
4511.038224044399	12	hiphop	3	45111510	290	19	1	hiphop/hiphop019.wav
4525.870253243669	12	pop	6	45259834	291	22	1	pop/pop022.wav
4538.382240443989	12	jazz	4	45384957	292	34	1	jazz/jazz034.wav
4550.900227494312	12	talk	12	45510140	293	13	1	talk/talk013.wav
4563.414214644634	12	classical	2	45635283	294	11	1	classical/classical011.wav
4575.934301642459	12	interview	9	45760487	295	39	1	interview/interview039.wav
4588.44828879278	12	chn_aud	7	45885630	296	18	1	chn_aud/chn_aud018.wav
4604.238294042649	12	lecture	10	46043534	297	19	1	lecture/lecture019.wav
4616.754281142971	12	chn_aud	7	46168697	298	11	1	chn_aud/chn_aud011.wav
4629.272268193296	12	acoustic	1	46293880	299	19	1	acoustic/acoustic019.wav
4641.790255243619	12	interview	9	46419063	300	16	1	interview/interview016.wav
4654.308242293942	12	classical	2	46544246	301	30	1	classical/classical030.wav
4670.098247543811	12	lecture	10	46702150	302	3	1	lecture/lecture003.wav
4682.612234694133	12	pop	6	46827293	303	36	1	pop/pop036.wav
4695.1263218419535	12	talk	12	46952437	304	24	1	talk/talk024.wav
4707.642308942276	12	jazz	4	47077600	305	18	1	jazz/jazz018.wav
4720.1602959926	12	news	11	47202783	306	36	1	news/news036.wav
4732.676283092923	12	eng_aud	8	47327946	307	5	1	eng_aud/eng_aud005.wav
4745.196270093247	12	metal	5	47453149	308	22	1	metal/metal022.wav
4778.040248993775	12	hiphop	3	47781597	309	31	1	hiphop/hiphop031.wav
4790.552336191595	12	lecture	10	47906721	310	4	1	lecture/lecture004.wav
4803.066323341916	12	acoustic	1	48031864	311	1	1	acoustic/acoustic001.wav
4815.580310492238	12	metal	5	48157007	312	32	1	metal/metal032.wav
4828.098297542561	12	talk	12	48282190	313	9	1	talk/talk009.wav
4844.374290642734	12	jazz	4	48444954	314	39	1	jazz/jazz039.wav
4856.888277793055	12	classical	2	48570097	315	37	1	classical/classical037.wav
4869.410264743381	12	interview	9	48695320	316	17	1	interview/interview017.wav
4881.926351841204	12	hiphop	3	48820484	317	17	1	hiphop/hiphop017.wav
4894.438339041524	12	chn_aud	7	48945607	318	10	1	chn_aud/chn_aud010.wav
4909.256268593285	12	news	11	49093790	319	0	1	news/news000.wav
4921.774355641109	12	eng_aud	8	49218974	320	36	1	eng_aud/eng_aud036.wav
4934.28834279143	12	pop	6	49344117	321	6	1	pop/pop006.wav
4946.8103297417565	12	talk	12	49469340	322	8	1	talk/talk008.wav
4959.330316742082	12	pop	6	49594543	323	32	1	pop/pop032.wav
4971.848303792405	12	chn_aud	7	49719726	324	37	1	chn_aud/chn_aud037.wav
5066.706332341691	12	hiphop	3	50668330	325	0	1	hiphop/hiphop000.wav
5079.218319542011	12	news	11	50793453	326	37	1	news/news037.wav
5091.740306492337	12	jazz	4	50918676	327	30	1	jazz/jazz030.wav
5104.252393690158	12	eng_aud	8	51043800	328	1	1	eng_aud/eng_aud001.wav
5116.770380740481	12	lecture	10	51168983	329	17	1	lecture/lecture017.wav
5129.288367790805	12	classical	2	51294166	330	3	1	classical/classical003.wav
5144.3463913402165	12	metal	5	51444750	331	14	1	metal/metal014.wav
5156.848378790531	12	acoustic	1	51569773	332	29	1	acoustic/acoustic029.wav
5169.356366090848	12	interview	9	51694856	333	29	1	interview/interview029.wav
5181.874353141172	12	hiphop	3	51820039	334	21	1	hiphop/hiphop021.wav
5194.394340141496	12	jazz	4	51945242	335	15	1	jazz/jazz015.wav
5206.910327241819	12	talk	12	52070405	336	27	1	talk/talk027.wav
5221.582360440989	12	eng_aud	8	52217129	337	7	1	eng_aud/eng_aud007.wav
5234.102347441314	12	pop	6	52342332	338	10	1	pop/pop010.wav
5246.620334491638	12	chn_aud	7	52467515	339	38	1	chn_aud/chn_aud038.wav
5259.13632159196	12	news	11	52592678	340	1	1	news/news001.wav
5271.654408639784	12	interview	9	52717862	341	3	1	interview/interview003.wav
5287.594410139746	12	metal	5	52877266	342	20	1	metal/metal020.wav
5300.112397190071	12	classical	2	53002449	343	8	1	classical/classical008.wav
5312.628384290393	12	acoustic	1	53127612	344	26	1	acoustic/acoustic026.wav
5325.1463713407165	12	lecture	10	53252795	345	11	1	lecture/lecture011.wav
5337.666358341042	12	eng_aud	8	53377998	346	34	1	eng_aud/eng_aud034.wav
5350.1783455413615	12	jazz	4	53503121	347	0	1	jazz/jazz000.wav
5365.218369540761	12	lecture	10	53653525	348	12	1	lecture/lecture012.wav
5377.740356491087	12	acoustic	1	53778748	349	6	1	acoustic/acoustic006.wav
5390.258343541412	12	chn_aud	7	53903931	350	21	1	chn_aud/chn_aud021.wav
5402.776430589235	12	interview	9	54029115	351	0	1	interview/interview000.wav
5415.288417789555	12	classical	2	54154238	352	23	1	classical/classical023.wav
5429.460363490913	12	talk	12	54295961	353	15	1	talk/talk015.wav
5441.974350641234	12	pop	6	54421104	354	13	1	pop/pop013.wav
5454.486437839054	12	news	11	54546228	355	33	1	news/news033.wav
5467.002424939376	12	metal	5	54671391	356	29	1	metal/metal029.wav
5479.518412039699	12	hiphop	3	54796554	357	36	1	hiphop/hiphop036.wav
5494.328441788955	12	jazz	4	54944658	358	5	1	jazz/jazz005.wav
5506.840428989275	12	lecture	10	55069781	359	14	1	lecture/lecture014.wav
5519.356416089598	12	metal	5	55194944	360	7	1	metal/metal007.wav
5531.874403139922	12	classical	2	55320127	361	0	1	classical/classical000.wav
5544.390390240244	12	news	11	55445290	362	7	1	news/news007.wav
5559.284417889553	12	chn_aud	7	55594234	363	6	1	chn_aud/chn_aud006.wav
5571.800404989876	12	hiphop	3	55719397	364	25	1	hiphop/hiphop025.wav
5584.314392140196	12	talk	12	55844540	365	2	1	talk/talk002.wav
5596.830379240519	12	eng_aud	8	55969703	366	15	1	eng_aud/eng_aud015.wav
