onset	duration	trial_type	response	response_time	stim_id	stim_version	stim_events	stim_slides	trial_id	run_id	stim_redcross	subsequent_response_type
278.062	3.5	controlItem	n/a	n/a	10917	1	9	17	385	4	n/a	controlTrue
282.073	3.5	genericItem	n/a	n/a	10918	1	9	18	386	4	n/a	n/a
286.074	3.5	criticalItem	n/a	n/a	20919	2	9	19	387	4	n/a	criticalFoil
290.027	3.5	genericItem	n/a	n/a	10920	1	9	20	388	4	n/a	n/a
294.082	3.5	genericItem	n/a	n/a	10921	1	9	21	389	4	n/a	n/a
298.114	3.5	criticalItem	n/a	n/a	20922	2	9	22	390	4	n/a	criticalFoil
302.077	3.5	controlItem	n/a	n/a	10923	1	9	23	391	4	n/a	controlFoil1
306.14	3.5	criticalItem	n/a	n/a	20924	2	9	24	392	4	n/a	criticalFalse
310.042	3.5	genericItem	n/a	n/a	10925	1	9	25	393	4	n/a	n/a
314.027	3.5	criticalItem	n/a	n/a	20926	2	9	26	394	4	n/a	criticalFalse
318.114	3.5	genericItem	n/a	n/a	10927	1	9	27	395	4	n/a	n/a
322.028	3.5	criticalItem	n/a	n/a	20928	2	9	28	396	4	n/a	criticalTrue
326.121	3.5	genericItem	n/a	n/a	10929	1	9	29	397	4	n/a	n/a
330.028	3.5	genericItem	n/a	n/a	10930	1	9	30	398	4	n/a	n/a
334.115	3.5	controlItem	n/a	n/a	10931	1	9	31	399	4	n/a	controlFoil2
338.056	3.5	genericItem	n/a	n/a	10932	1	9	32	400	4	n/a	n/a
342.027	3.5	genericItem	n/a	n/a	10933	1	9	33	401	4	n/a	n/a
346.055	3.5	genericItem	n/a	n/a	10934	1	9	34	402	4	n/a	n/a
350.028	3.5	criticalItem	n/a	n/a	20935	2	9	35	403	4	n/a	criticalFalse
354.076	3.5	genericItem	n/a	n/a	10936	1	9	36	404	4	n/a	n/a
358.053	3.5	genericItem	n/a	n/a	10937	1	9	37	405	4	n/a	n/a
362.028	3.5	genericItem	n/a	n/a	10938	1	9	38	406	4	n/a	n/a
366.112	3.5	genericItem	1	0.753	10939	1	9	39	407	4	1	n/a
370.053	3.5	genericItem	n/a	n/a	10940	1	9	40	408	4	n/a	n/a
374.028	3.5	criticalItem	n/a	n/a	20941	2	9	41	409	4	n/a	criticalFoil
378.112	3.5	genericItem	n/a	n/a	10942	1	9	42	410	4	n/a	n/a
382.114	3.5	controlItem	n/a	n/a	10943	1	9	43	411	4	n/a	controlTrue
386.065	3.5	genericItem	1	1.066	10944	1	9	44	412	4	1	n/a
390.072	3.5	controlItem	n/a	n/a	10945	1	9	45	413	4	n/a	controlFoil2
394.105	3.5	genericItem	n/a	n/a	10946	1	9	46	414	4	n/a	n/a
398.057	3.5	controlItem	n/a	n/a	10947	1	9	47	415	4	n/a	controlTrue
402.056	3.5	genericItem	n/a	n/a	10948	1	9	48	416	4	n/a	n/a
406.055	3.5	criticalItem	n/a	n/a	20949	2	9	49	417	4	n/a	criticalFalse
410.105	3.5	controlItem	n/a	n/a	10950	1	9	50	418	4	n/a	controlTrue
414.126	n/a	n/a	n/a	n/a	90900	9	9	0	419	4	n/a	n/a
418.024	n/a	n/a	n/a	n/a	90000	9	0	0	420	4	n/a	n/a
