onset	duration	trial_type	trial	intensity	latency	rt	pressed_first	agency
554.1289	0.2191	stimulation	43	19.0	0.16322999999992088	0.16611999999997273	0	1
561.0624	0.2024	stimulation	44	19.0	0.11713000000001055	0.1588799999999727	0	0
565.8124	0.2192	stimulation	45	19.0	0.1403299999999849	0.1757199999999476	0	1
572.5125	0.2192	stimulation	46	19.0	0.15342999999999346	0.16196999999992254	0	1
577.1459	0.1858	stimulation	47	19.0	0.10113000000004783	0.1353300000000613	0	0
583.9794	0.2191	stimulation	48	19.0	0.13312999999997327	0.1641699999999727	0	1
590.4128	0.1858	stimulation	49	19.0	0.1281300000000915	0.1450600000000864	0	1
596.6962	0.2025	stimulation	50	19.0	0.11023000000003728	0.14811999999997272	0	0
602.0963	0.2191	stimulation	51	19.0	0.12332999999993215	0.1707199999999476	0	0
610.3464	0.1858	stimulation	52	19.0	0.10822999999997089	0.14250999999994762	0	0
618.8299	0.2025	stimulation	53	19.0	0.11623000000000909	0.15286000000008643	0	0
623.8799	0.1859	stimulation	54	19.0	0.12033000000000309	0.1416199999999727	0	1
628.33	0.2192	stimulation	55	19.0	0.14942999999997436	0.17032000000001257	0	1
634.0801	0.0525	stimulation	56	19.0	-0.011870000000008549	-0.013160000000027285	1	1
640.1969	0.2024	stimulation	57	19.0	0.12912999999995417	0.15639999999997273	0	1
646.1303	0.2024	stimulation	58	19.0	0.12612999999991142	0.15756999999994906	0	1
651.5137	0.2024	stimulation	59	19.0	0.11833000000005038	0.14887000000006131	0	1
658.3638	0.2025	stimulation	60	19.0	0.11312999999999145	0.16106000000006132	0	0
663.6472	0.2025	stimulation	61	19.0	0.11523000000003274	0.15634999999994761	0	1
668.9973	0.2192	stimulation	62	19.0	0.13333000000003675	0.16486999999994761	0	1
674.0474	0.2192	stimulation	63	19.0	0.13532999999998946	0.1694899999999476	0	1
683.5642	0.1858	stimulation	64	19.0	0.10112999999993415	0.1381999999999727	0	1
691.1143	0.1858	stimulation	65	19.0	0.10823000000008458	0.1382300000000613	0	0
697.6644	0.2025	stimulation	66	19.0	0.10222999999999909	0.1465699999999476	0	0
704.6812	0.2192	stimulation	67	19.0	0.1323300000000604	0.16792000000001256	0	0
709.4479	0.2192	stimulation	68	19.0	0.12822999999995272	0.16802999999994764	0	0
715.6646	0.1859	stimulation	69	19.0	0.10923000000006093	0.1417800000000613	0	1
728.8315	0.1858	stimulation	70	19.0	0.10933000000003583	0.1395199999999476	0	0
733.6816	0.2191	stimulation	71	19.0	0.1342300000000382	0.16815999999994763	0	1
737.8317	0.2024	stimulation	72	19.0	0.13532999999998946	0.1610700000000864	0	1
747.5985	0.1858	stimulation	73	19.0	0.12033000000000309	0.11997000000003621	0	1
753.2653	0.1357	stimulation	74	19.0	0.06902999999992014	0.06764999999999782	1	0
758.132	0.1858	stimulation	75	19.0	0.11013000000006239	0.1437700000000864	0	1
763.6821	0.1691	stimulation	76	19.0	0.11513000000005784	0.1281999999999727	0	1
769.0655	0.1858	stimulation	77	19.0	0.09522999999993724	0.1354199999999476	0	0
778.7323	0.2025	stimulation	78	19.0	0.10523000000004183	0.14626999999997273	0	1
786.1157	0.2025	stimulation	79	19.0	0.10633000000010677	0.1529500000000613	0	0
793.1158	0.1858	stimulation	80	19.0	0.10832999999994579	0.14326999999992251	0	1
797.6826	0.2191	stimulation	81	19.0	0.12713000000000146	0.1672099999999727	0	1
807.8494	0.1858	stimulation	82	19.0	0.10853000000000927	0.14180000000010115	0	1
813.2828	0.1858	stimulation	83	19.0	0.10523000000004183	0.13099000000008643	0	1
821.8996	0.2358	stimulation	84	19.0	0.12623	0.1841100000000613	0	0
829.1997	0.2025	stimulation	85	19.0	0.11222999999998999	0.1462699999999476	0	1
836.1498	0.1858	stimulation	86	19.0	0.10332999999995034	0.13833999999994762	0	1
843.1499	0.2025	stimulation	87	19.0	0.11322999999996634	0.1605099999999476	0	0
848.5167	0.2024	stimulation	88	19.0	0.12113000000002964	0.15225999999997272	0	1
854.0501	0.2024	stimulation	89	19.0	0.11722999999998544	0.15349999999994762	0	0
859.2669	0.1858	stimulation	90	19.0	0.09423000000007457	0.13549000000006128	0	1
864.2836	0.1858	stimulation	91	19.0	0.10313000000000054	0.14151999999997272	0	0
868.5003	0.2025	stimulation	92	19.0	0.11232999999996489	0.14764999999994763	0	0
874.8838	0.2024	stimulation	93	19.0	0.10713000000001964	0.14655999999999783	0	0
879.9672	0.2024	stimulation	94	19.0	0.1061299999999296	0.14983999999997272	0	1
885.2339	0.1858	stimulation	95	19.0	0.09233000000009677	0.12993000000003618	0	0
890.6673	0.2025	stimulation	96	19.0	0.11833000000005038	0.1511000000000613	0	1
896.2341	0.1858	stimulation	97	19.0	0.10022999999993269	0.13487999999994763	0	0
900.8508	0.2025	stimulation	98	19.0	0.1162299999998954	0.1571699999999476	0	1
907.1676	0.1858	stimulation	99	19.0	0.11423000000005638	0.1427000000000613	0	1
917.8344	0.2025	stimulation	100	19.0	0.11423000000005638	0.1612000000000613	0	1
926.0345	0.1858	stimulation	101	19.0	0.09232999999998308	0.1349600000000613	0	0
932.518	0.1858	stimulation	102	19.0	0.10213000000002419	0.14596999999994761	0	0
939.3014	0.1858	stimulation	103	19.0	0.10222999999999909	0.1448800000000613	0	0
944.8848	0.1858	stimulation	104	19.0	0.1061299999999296	0.1440299999999727	0	0
950.2682	0.2025	stimulation	105	19.0	0.11433000000003128	0.15118000000006132	0	0
955.6349	0.1692	stimulation	106	19.0	0.09133000000000673	0.12721000000003618	0	0
964.8184	0.2026	stimulation	107	19.0	0.1323299999999467	0.1574500000000362	0	1
969.6852	0.2025	stimulation	108	19.0	0.11853000000000018	0.153329999999986	0	0
975.3686	0.2191	stimulation	109	19.0	0.1263299999999749	0.16443999999994763	0	1
981.5021	0.1857	stimulation	110	19.0	0.10822999999997089	0.1414499999999727	0	1
986.7188	0.1858	stimulation	111	19.0	0.11523000000003274	0.13945999999997272	0	1
997.2856	0.2025	stimulation	112	19.0	0.12442999999999708	0.16206000000001108	0	1
1004.2191	0.1858	stimulation	113	19.0	0.10512999999995325	0.13876999999997272	0	1
1009.4524	0.2025	stimulation	114	19.0	0.11232999999996489	0.1522900000000362	0	0
1016.0525	0.2026	stimulation	115	19.0	0.1283300000000413	0.15839999999994764	0	1
1021.4193	0.1858	stimulation	116	19.0	0.09633000000000218	0.1341999999999476	0	0
1028.0694	0.2025	stimulation	117	19.0	0.10922999999994724	0.15447999999997272	0	0
1035.6528	0.2192	stimulation	118	19.0	0.12142999999984065	0.16921999999992252	0	0
1041.2862	0.2025	stimulation	119	19.0	0.12223000000009458	0.15029999999994761	0	1
1048.6364	0.2024	stimulation	120	19.0	0.11722999999998544	0.15834999999994762	0	0
1054.5865	0.2025	stimulation	121	19.0	0.11413000000008149	0.1587100000002001	0	1
1060.5866	0.2024	stimulation	122	19.0	0.11112999999992505	0.1571599999999727	0	0
1067.0367	0.1858	stimulation	123	19.0	0.10822999999997089	0.13737999999997272	0	1
1079.9369	0.1858	stimulation	124	19.0	0.11433000000003128	0.14585000000017498	0	1
1085.9536	0.1858	stimulation	125	19.0	0.09912999999998144	0.1437699999999476	0	0
1090.5204	0.2024	stimulation	126	19.0	0.1182299999999618	0.15182999999994762	0	1
1095.6037	0.1859	stimulation	127	19.0	0.10673000000012005	0.13928000000004948	0	1
1100.8205	0.2025	stimulation	128	19.0	0.11562999999993233	0.15304999999987232	0	1
1106.5372	0.2025	stimulation	129	19.0	0.10233000000008767	0.14689999999994763	0	1
1111.4873	0.2025	stimulation	130	19.0	0.11722999999998544	0.15564999999997273	0	1
1119.3541	0.1858	stimulation	131	19.0	0.10122999999990905	0.14286999999994762	0	1
1124.9542	0.2025	stimulation	132	19.0	0.11433000000003128	0.157280000000175	0	1
1132.071	0.1858	stimulation	133	19.0	0.11223000000010368	0.142760000000175	0	1
1139.5878	0.1691	stimulation	134	19.0	0.09302999999992105	0.12798999999999783	0	0
1144.9045	0.1858	stimulation	135	19.0	0.1023299999998603	0.13789999999994762	0	1
1154.238	0.1858	stimulation	136	19.0	0.08922999999996543	0.13020999999994762	0	0
1160.5381	0.2025	stimulation	137	19.0	0.10732999999996944	0.14846000000012624	0	0
1165.3382	0.2191	stimulation	138	19.0	0.11233000000007858	0.16324000000017497	0	0
1172.8549	0.1525	stimulation	139	19.0	0.0860299999998592	0.0847399999998472	1	1
1177.205	0.2025	stimulation	140	19.0	0.09633000000000218	0.149310000000175	0	0
1183.8718	0.1858	stimulation	141	19.0	0.108129999999996	0.13689000000017498	0	1
1190.6552	0.1858	stimulation	142	19.0	0.10033000000013496	0.13581000000017499	0	1
1197.8553	0.1858	stimulation	143	19.0	0.10822999999997089	0.13387999999994762	0	1
1202.5554	0.1858	stimulation	144	19.0	0.10112999999993415	0.1366099999999476	0	0
1208.7888	0.1858	stimulation	145	19.0	0.10523000000004183	0.1416699999999727	0	1
1213.1889	0.1858	stimulation	146	19.0	0.10102999999995925	0.14048999999997272	0	1
1219.3723	0.1858	stimulation	147	19.0	0.09623000000002728	0.13149999999994763	0	1
1224.739	0.1859	stimulation	148	19.0	0.1023299999998603	0.1394599999999225	0	1
1229.2891	0.2025	stimulation	149	19.0	0.10613000000004329	0.14809999999997273	0	1
1235.7559	0.0858	stimulation	150	19.0	0.017129999999874124	0.015819999999947612	1	1
1241.0726	0.1859	stimulation	151	19.0	0.09533000000002582	0.13772999999994762	0	0
1245.6393	0.1859	stimulation	152	19.0	0.10462999999996507	0.1458799999998723	0	1
1250.2728	0.2025	stimulation	153	19.0	0.11323000000008003	0.1512299999999476	0	1
1254.6228	0.1859	stimulation	154	19.0	0.09832999999995488	0.1361899999999225	0	0
1259.4063	0.2024	stimulation	155	19.0	0.11722999999998544	0.1515099999999476	0	1
1264.0563	0.1858	stimulation	156	19.0	0.09623000000002728	0.14030999999994762	0	1
1269.7231	0.1858	stimulation	157	19.0	0.09413000000009968	0.13606000000017499	0	0
1274.4398	0.2025	stimulation	158	19.0	0.10722999999999454	0.15421999999994762	0	1
1279.6233	0.169	stimulation	159	19.0	0.0921299999999196	0.12126999999997273	0	1
1283.69	0.2024	stimulation	160	19.0	0.10512999999983956	0.1496299999999727	0	0
1289.3234	0.2024	stimulation	161	19.0	0.10722999999999454	0.1468499999999476	0	0
1295.8735	0.1857	stimulation	162	19.0	0.10323000000008913	0.139130000000175	0	0
1300.6236	0.1857	stimulation	163	19.0	0.09823000000020736	0.139820000000175	0	1
1305.5403	0.1857	stimulation	164	19.0	0.09723000000000363	0.1337400000002001	0	1
1310.9404	0.1857	stimulation	165	19.0	0.10313000000011423	0.1403999999999727	0	0
1314.7905	0.1857	stimulation	166	19.0	0.08342999999982974	0.12925999999987378	0	0
1320.6072	0.2024	stimulation	167	19.0	0.10013000000018517	0.1511399999999727	0	0
1325.5406	0.2024	stimulation	168	19.0	0.11912999999996325	0.16049999999997272	0	0
1329.574	0.2024	stimulation	169	19.0	0.10922999999994724	0.1581999999999476	0	1
1333.8241	0.1857	stimulation	170	19.0	0.09022999999994179	0.1309799999999476	0	0
1339.3241	0.2025	stimulation	171	19.0	0.11423000000005638	0.14946999999994762	0	1
1344.4242	0.2024	stimulation	172	19.0	0.10933000000014952	0.15217000000017497	0	0
1349.6576	0.2025	stimulation	173	19.0	0.10423000000006548	0.14943999999994761	0	1
1355.091	0.1858	stimulation	174	19.0	0.09523000000005093	0.1386800000002001	0	0
1362.2245	0.1857	stimulation	175	19.0	0.11423000000005638	0.13934999999997272	0	1
1368.2413	0.1857	stimulation	176	19.0	0.10423000000006548	0.1370200000002001	0	1
1373.458	0.2024	stimulation	177	19.0	0.11422999999982901	0.15133999999994763	0	1
1378.0914	0.1857	stimulation	178	19.0	0.10513000000006693	0.14053999999997271	0	0
1383.6248	0.1858	stimulation	179	19.0	0.10122999999990905	0.1417699999999476	0	1
1389.9083	0.1857	stimulation	180	19.0	0.09623000000002728	0.14465999999997273	0	0
1395.175	0.1857	stimulation	181	19.0	0.10213000000013787	0.14062999999997272	0	0
1401.1251	0.1857	stimulation	182	19.0	0.10022999999993269	0.1409899999999476	0	1
1407.2419	0.1857	stimulation	183	19.0	0.10112999999993415	0.13468999999997272	0	0
1412.1586	0.2024	stimulation	184	19.0	0.11423000000005638	0.1607399999999476	0	0
1416.742	0.2024	stimulation	185	19.0	0.10912999999997235	0.15226999999997273	0	0
1422.1254	0.2025	stimulation	186	19.0	0.12343000000002073	0.159410000000175	0	1
1427.2254	0.2025	stimulation	187	19.0	0.10732999999996944	0.14613999999994762	0	0
1432.4089	0.1858	stimulation	188	19.0	0.10113000000016152	0.145360000000175	0	1
1437.1423	0.1858	stimulation	189	19.0	0.09713000000002874	0.13082999999997272	0	0
1440.909	0.2025	stimulation	190	19.0	0.10622999999979081	0.15507999999997274	0	0
1445.7591	0.2024	stimulation	191	19.0	0.11223000000010368	0.15182999999994762	0	1
1451.2592	0.2024	stimulation	192	19.0	0.10912999999997235	0.15436999999997272	0	0
1456.3426	0.1857	stimulation	193	19.0	0.1001299999999578	0.14164999999994762	0	0
1461.5927	0.1857	stimulation	194	19.0	0.10313000000011423	0.1380999999999978	0	0
1467.1761	0.2024	stimulation	195	19.0	0.10623000000001818	0.1533000000002001	0	1
1472.5928	0.1858	stimulation	196	19.0	0.10523000000004183	0.143430000000175	0	1
1477.3762	0.1858	stimulation	197	19.0	0.09863000000010695	0.14283000000005094	0	0
1483.0763	0.2025	stimulation	198	19.0	0.10832999999994579	0.15315999999994762	0	0
1487.8097	0.2025	stimulation	199	19.0	0.10623000000001818	0.15461999999994763	0	0
1493.5265	0.2025	stimulation	200	19.0	0.10922999999994724	0.14837999999997273	0	1
1497.8932	0.2025	stimulation	201	19.0	0.10523000000004183	0.14863999999994762	0	1
1503.7266	0.2025	stimulation	202	19.0	0.11713000000001055	0.15371999999994762	0	1
1508.06	0.2025	stimulation	203	19.0	0.12223000000009458	0.15518999999994762	0	1
1512.0434	0.2025	stimulation	204	19.0	0.11722999999998544	0.15471999999994762	0	1
1518.8602	0.1858	stimulation	205	19.0	0.10132999999988394	0.1363099999999476	0	1
1523.377	0.2024	stimulation	206	19.0	0.108129999999996	0.1463899999999727	0	1
1527.9104	0.1857	stimulation	207	19.0	0.09223000000012187	0.13992999999997272	0	1
1532.6771	0.1857	stimulation	208	19.0	0.09723000000000363	0.13991999999994761	0	1
1538.7605	0.2024	stimulation	209	19.0	0.1042299999998381	0.15102999999994762	0	1
1543.1772	0.2025	stimulation	210	19.0	0.1182299999999618	0.14919999999994762	0	1
1549.744	0.1858	stimulation	211	19.0	0.10233000000008767	0.14072000000017498	0	1
1554.7607	0.2025	stimulation	212	19.0	0.10762999999989413	0.14683000000005095	0	1
1562.3109	0.2024	stimulation	213	19.0	0.09912999999998144	0.14676999999997273	0	0
1567.1443	0.1857	stimulation	214	19.0	0.10523000000004183	0.14403999999997272	0	0
1571.611	0.1858	stimulation	215	19.0	0.09752999999992833	0.1402999999998723	0	0
1575.761	0.2025	stimulation	216	19.0	0.10133000000011132	0.14924999999992253	0	0
1580.3278	0.1858	stimulation	217	19.0	0.10312999999988685	0.14123999999997272	0	0
1586.3612	0.1858	stimulation	218	19.0	0.10332999999983665	0.1382699999999476	0	1
1591.6279	0.1858	stimulation	219	19.0	0.09832999999995488	0.1343500000001499	0	1
1597.2113	0.2025	stimulation	220	19.0	0.10822999999997089	0.149560000000175	0	1
1602.4114	0.1858	stimulation	221	19.0	0.09523000000005093	0.13211999999994764	0	1
1607.7115	0.1858	stimulation	222	19.0	0.11023000000015097	0.142680000000175	0	1
1612.7783	0.2024	stimulation	223	19.0	0.09523000000005093	0.1467399999999476	0	0
1619.245	0.1692	stimulation	224	19.0	0.0893300000001677	0.12637000000014986	0	0
1624.8618	0.1858	stimulation	225	19.0	0.10023000000016007	0.140060000000175	0	0
1628.8952	0.2024	stimulation	226	19.0	0.10513000000006693	0.15361999999997272	0	0
1633.4453	0.2024	stimulation	227	19.0	0.09822999999997999	0.14634999999997272	0	0
1637.2953	0.1858	stimulation	228	19.0	0.1021299999999105	0.1353899999999727	0	1
1642.1121	0.1857	stimulation	229	19.0	0.09512999999984866	0.13332999999997272	0	1
1647.7955	0.1857	stimulation	230	19.0	0.09813000000000509	0.14461999999997271	0	1
1653.3456	0.1691	stimulation	231	19.0	0.09122999999991814	0.12912999999994762	0	0
1661.3957	0.1691	stimulation	232	19.0	0.09613000000005238	0.12486999999997273	0	0
1666.4458	0.1857	stimulation	233	19.0	0.09213000000014697	0.12961999999997273	0	0
1672.3626	0.2024	stimulation	234	19.0	0.10513000000006693	0.14735999999997274	0	0
1682.3293	0.2025	stimulation	235	19.0	0.11422999999982901	0.1621699999999476	0	1
1688.3461	0.1858	stimulation	236	19.0	0.10223000000011277	0.1437999999999476	0	1
1693.8629	0.1858	stimulation	237	19.0	0.1001299999999578	0.14561999999997272	0	0
1701.9463	0.1858	stimulation	238	19.0	0.1022299999998854	0.14017999999997272	0	1
1706.9464	0.2025	stimulation	239	19.0	0.10022999999993269	0.1468299999999476	0	1
1710.7131	0.1858	stimulation	240	19.0	0.10323000000008913	0.1391999999999727	0	1
1716.3632	0.1858	stimulation	241	19.0	0.10112999999993415	0.13554999999997272	0	0
1719.9466	0.1858	stimulation	242	19.0	0.09813000000000509	0.1354199999999476	0	0
1727.9634	0.1857	stimulation	243	19.0	0.09922999999995634	0.13255999999997273	0	1
1734.4968	0.1858	stimulation	244	19.0	0.10013000000018517	0.1415400000002001	0	1
1739.1969	0.2024	stimulation	245	19.0	0.11223000000010368	0.16010999999997275	0	1
1744.647	0.2024	stimulation	246	19.0	0.11233000000007858	0.14882000000017498	0	1
1749.0637	0.2024	stimulation	247	19.0	0.11623000000000909	0.147030000000175	0	0
1757.9972	0.1857	stimulation	248	19.0	0.09822999999997999	0.13920999999997272	0	1
1764.9306	0.2024	stimulation	249	19.0	0.10523000000004183	0.14802000000017498	0	0
1770.6141	0.1857	stimulation	250	19.0	0.09813000000000509	0.1432299999999727	0	0
1782.3809	0.2357	posttest	1	0.0	n/a	0.1814099999998472	1	1
1786.1143	0.2691	posttest	2	0.0	n/a	0.22305999999997272	1	1
1791.1977	0.2191	posttest	3	0.0	n/a	0.17835999999999783	1	1
1795.2477	0.2025	posttest	4	0.0	n/a	0.15943000000017502	1	1
1799.1811	0.2025	posttest	5	0.0	n/a	0.1610800000000746	1	1
1802.3145	0.2191	posttest	6	0.0	n/a	0.1787999999999476	1	1
1805.2479	0.2191	posttest	7	0.0	n/a	0.17267999999994763	1	1
1808.0812	0.1859	posttest	8	0.0	n/a	0.13869999999992252	1	1
1811.1313	0.1858	posttest	9	0.0	n/a	0.1437699999999476	1	1
1814.2646	0.2025	posttest	10	0.0	n/a	0.16175999999992252	1	1
1817.1647	0.2191	posttest	11	0.0	n/a	0.17275999999987376	1	1
1821.9981	0.2358	posttest	12	0.0	n/a	0.1862199999999727	1	1
1826.3315	0.2025	posttest	13	0.0	n/a	0.15573999999994761	1	1
1830.1816	0.2024	posttest	14	0.0	n/a	0.16068000000017502	1	1
1833.9317	0.2357	posttest	15	0.0	n/a	0.1856299999999727	1	1
1837.9984	0.2191	posttest	16	0.0	n/a	0.1658799999999978	1	1
1843.4818	0.2691	posttest	17	0.0	n/a	0.2171999999999476	1	1
1847.5152	0.2191	posttest	18	0.0	n/a	0.1668099999998974	1	1
1850.8152	0.2192	posttest	19	0.0	n/a	0.17793999999992252	1	1
1854.0486	0.2358	posttest	20	0.0	n/a	0.19169999999992252	1	1
1857.4153	0.4525	posttest	21	0.0	n/a	0.407970000000175	1	1
1862.0654	0.2024	posttest	22	0.0	n/a	0.15684999999994761	1	1
1867.6988	0.2025	posttest	23	0.0	n/a	0.15391000000020008	1	1
1871.3656	0.2357	posttest	24	0.0	n/a	0.1822799999999727	1	1
1878.4323	0.0188	posttest	25	0.0	n/a	-0.02205000000005239	1	1
1885.2325	0.2357	posttest	26	0.0	n/a	0.1839099999999727	1	1
1888.7325	0.2191	posttest	27	0.0	n/a	0.17097999999994762	1	1
1893.1825	0.1858	posttest	28	0.0	n/a	0.1360700000001499	1	1
1897.3659	0.2359	posttest	29	0.0	n/a	0.1914199999999476	1	1
1902.3993	0.2359	posttest	30	0.0	n/a	0.1807999999999476	1	1
