onset	duration	trial_type	response	response_time	stim_id	stim_events	stim_slides	trial_id	run_id	stim_type	response_type
152.007	3.5	criticalItem	n/a	n/a	10404	4	4	192	2	1	n/a
155.492	3.0	criticalItem	n/a	n/a	40404	4	4	193	2	0	n/a
158.492	3.0	criticalItem	False	0.57	40404	4	4	194	2	4	criticalFalse
162.007	3.5	controlItem	n/a	n/a	10442	4	42	195	2	1	n/a
165.491	3.0	controlItem	n/a	n/a	40442	4	42	196	2	0	n/a
168.491	3.0	controlItem	True	0.545	40442	4	42	197	2	4	controlTrue
172.007	3.5	criticalItem	n/a	n/a	10449	4	49	198	2	1	n/a
175.49	3.0	criticalItem	n/a	n/a	70449	4	49	199	2	0	n/a
178.49	3.0	criticalItem	Foil	0.679	70449	4	49	200	2	7	criticalFoil
182.006	3.5	controlItem	n/a	n/a	10412	4	12	201	2	1	n/a
185.489	3.0	controlItem	n/a	n/a	60412	4	12	202	2	0	n/a
188.489	3.0	controlItem	True	1.2	60412	4	12	203	2	6	controlTrue
192.004	3.5	criticalItem	n/a	n/a	10411	4	11	204	2	1	n/a
195.487	3.0	criticalItem	n/a	n/a	40411	4	11	205	2	0	n/a
198.488	3.0	criticalItem	True	0.472	40411	4	11	206	2	4	criticalTrue
202.004	3.5	criticalItem	n/a	n/a	10415	4	15	207	2	1	n/a
205.486	3.0	criticalItem	n/a	n/a	60415	4	15	208	2	0	n/a
208.487	3.0	criticalItem	False	1.867	60415	4	15	209	2	6	criticalFalse
212.002	3.5	criticalItem	n/a	n/a	10424	4	24	210	2	1	n/a
215.486	3.0	criticalItem	n/a	n/a	30424	4	24	211	2	0	n/a
218.486	3.0	criticalItem	Foil	1.763	30424	4	24	212	2	3	criticalFoil
222	3.5	criticalItem	n/a	n/a	10407	4	7	213	2	1	n/a
225.484	3.0	criticalItem	n/a	n/a	50407	4	7	214	2	0	n/a
228.485	3.0	criticalItem	False	1.462	50407	4	7	215	2	5	criticalFalse
232.001	3.5	criticalItem	n/a	n/a	10429	4	29	216	2	1	n/a
235.483	3.0	criticalItem	n/a	n/a	60429	4	29	217	2	0	n/a
238.483	3.0	criticalItem	False	0.463	60429	4	29	218	2	6	criticalFalse
242.015	3.5	criticalItem	n/a	n/a	10440	4	40	219	2	1	n/a
245.499	3.0	criticalItem	n/a	n/a	20440	4	40	220	2	0	n/a
248.5	3.0	criticalItem	False	1.407	20440	4	40	221	2	2	criticalFalse
251.999	n/a	n/a	n/a	n/a	90400	4	0	222	2	9	n/a
256.016	n/a	n/a	n/a	n/a	80900	9	0	223	2	8	n/a
266.014	3.5	criticalItem	n/a	n/a	10928	9	28	224	2	1	n/a
269.497	3.0	criticalItem	n/a	n/a	70928	9	28	225	2	0	n/a
272.497	3.0	criticalItem	True	1.037	70928	9	28	226	2	7	criticalTrue
276.014	3.5	criticalItem	n/a	n/a	10910	9	10	227	2	1	n/a
279.497	3.0	criticalItem	n/a	n/a	20910	9	10	228	2	0	n/a
282.496	3.0	criticalItem	False	0.74	20910	9	10	229	2	2	criticalFalse
286.012	3.5	controlItem	n/a	n/a	10945	9	45	230	2	1	n/a
289.495	3.0	controlItem	n/a	n/a	50945	9	45	231	2	0	n/a
292.495	3.0	controlItem	Foil2	1.197	50945	9	45	232	2	5	controlFoil2
296.012	3.5	controlItem	n/a	n/a	10905	9	5	233	2	1	n/a
299.493	3.0	controlItem	n/a	n/a	30905	9	5	234	2	0	n/a
302.494	3.0	controlItem	Foil2	0.505	30905	9	5	235	2	3	controlFoil2
306.011	3.5	controlItem	n/a	n/a	10923	9	23	236	2	1	n/a
309.493	3.0	controlItem	n/a	n/a	50923	9	23	237	2	0	n/a
312.492	3.0	controlItem	Foil1	1.308	50923	9	23	238	2	5	controlFoil1
316.01	3.5	controlItem	n/a	n/a	10915	9	15	239	2	1	n/a
319.493	3.0	controlItem	n/a	n/a	30915	9	15	240	2	0	n/a
322.492	3.0	controlItem	Foil1	1.323	30915	9	15	241	2	3	controlFoil1
326.009	3.5	controlItem	n/a	n/a	10917	9	17	242	2	1	n/a
329.492	3.0	controlItem	n/a	n/a	30917	9	17	243	2	0	n/a
332.49	3.0	controlItem	True	1.007	30917	9	17	244	2	3	controlTrue
336.008	3.5	controlItem	n/a	n/a	10943	9	43	245	2	1	n/a
339.49	3.0	controlItem	n/a	n/a	20943	9	43	246	2	0	n/a
342.49	3.0	controlItem	True	0.544	20943	9	43	247	2	2	controlTrue
346.006	3.5	criticalItem	n/a	n/a	10935	9	35	248	2	1	n/a
349.49	3.0	criticalItem	n/a	n/a	20935	9	35	249	2	0	n/a
352.489	3.0	criticalItem	False	0.979	20935	9	35	250	2	2	criticalFalse
356.004	3.5	criticalItem	n/a	n/a	10924	9	24	251	2	1	n/a
359.489	3.0	criticalItem	n/a	n/a	70924	9	24	252	2	0	n/a
362.488	3.0	criticalItem	False	1.969	70924	9	24	253	2	7	criticalFalse
366.004	3.5	controlItem	n/a	n/a	10911	9	11	254	2	1	n/a
369.487	3.0	controlItem	n/a	n/a	70911	9	11	255	2	0	n/a
372.486	3.0	controlItem	True	0.517	70911	9	11	256	2	7	controlTrue
376.002	3.5	criticalItem	n/a	n/a	10922	9	22	257	2	1	n/a
379.486	3.0	criticalItem	n/a	n/a	30922	9	22	258	2	0	n/a
382.486	3.0	criticalItem	Foil	0.392	30922	9	22	259	2	3	criticalFoil
386.002	3.5	criticalItem	n/a	n/a	10949	9	49	260	2	1	n/a
389.486	3.0	criticalItem	n/a	n/a	60949	9	49	261	2	0	n/a
392.485	3.0	criticalItem	False	0.894	60949	9	49	262	2	6	criticalFalse
396.002	3.5	controlItem	n/a	n/a	10903	9	3	263	2	1	n/a
399.484	3.0	controlItem	n/a	n/a	50903	9	3	264	2	0	n/a
402.483	3.0	controlItem	True	0.71	50903	9	3	265	2	5	controlTrue
406	3.5	criticalItem	n/a	n/a	10926	9	26	266	2	1	n/a
409.484	3.0	criticalItem	n/a	n/a	30926	9	26	267	2	0	n/a
412.483	3.0	criticalItem	False	1.75	30926	9	26	268	2	3	criticalFalse
416.015	3.5	controlItem	n/a	n/a	10931	9	31	269	2	1	n/a
419.498	3.0	controlItem	n/a	n/a	50931	9	31	270	2	0	n/a
422.498	3.0	controlItem	Foil2	0.402	50931	9	31	271	2	5	controlFoil2
426.015	3.5	criticalItem	n/a	n/a	10941	9	41	272	2	1	n/a
429.498	3.0	criticalItem	n/a	n/a	30941	9	41	273	2	0	n/a
432.498	3.0	criticalItem	Foil	1.183	30941	9	41	274	2	3	criticalFoil
436.013	3.5	criticalItem	n/a	n/a	10913	9	13	275	2	1	n/a
439.496	3.0	criticalItem	n/a	n/a	70913	9	13	276	2	0	n/a
442.496	3.0	criticalItem	False	0.489	70913	9	13	277	2	7	criticalFalse
446.012	3.5	controlItem	n/a	n/a	10947	9	47	278	2	1	n/a
449.496	3.0	controlItem	n/a	n/a	60947	9	47	279	2	0	n/a
452.496	3.0	controlItem	True	0.402	60947	9	47	280	2	6	controlTrue
456.011	3.5	controlItem	n/a	n/a	10909	9	9	281	2	1	n/a
459.495	3.0	controlItem	n/a	n/a	60909	9	9	282	2	0	n/a
462.495	3.0	controlItem	True	0.989	60909	9	9	283	2	6	controlTrue
466.011	3.5	criticalItem	n/a	n/a	10908	9	8	284	2	1	n/a
469.494	3.0	criticalItem	n/a	n/a	40908	9	8	285	2	0	n/a
472.493	3.0	criticalItem	True	0.479	40908	9	8	286	2	4	criticalTrue
476.009	3.5	criticalItem	n/a	n/a	10919	9	19	287	2	1	n/a
479.492	3.0	criticalItem	n/a	n/a	30919	9	19	288	2	0	n/a
482.492	3.0	criticalItem	Foil	0.884	30919	9	19	289	2	3	criticalFoil
486.008	3.5	controlItem	n/a	n/a	10950	9	50	290	2	1	n/a
489.492	3.0	controlItem	n/a	n/a	20950	9	50	291	2	0	n/a
492.492	3.0	controlItem	True	0.457	20950	9	50	292	2	2	controlTrue
496.008	3.5	criticalItem	n/a	n/a	10904	9	4	293	2	1	n/a
499.491	3.0	criticalItem	n/a	n/a	70904	9	4	294	2	0	n/a
502.491	3.0	criticalItem	False	0.415	70904	9	4	295	2	7	criticalFalse
506.007	n/a	n/a	n/a	n/a	90900	9	0	296	2	9	n/a
