onset	duration	trial_type	response	response_time	stim_id	stim_events	stim_slides	trial_id	run_id	stim_type	response_type
248.483	3.0	controlItem	Foil2	0.574	40517	5	17	369	3	4	controlFoil2
252	n/a	n/a	n/a	n/a	90500	5	0	370	3	9	n/a
256.015	n/a	n/a	n/a	n/a	80200	2	0	371	3	8	n/a
266.015	3.5	criticalItem	n/a	n/a	10234	2	34	372	3	1	n/a
269.497	3.0	criticalItem	n/a	n/a	50234	2	34	373	3	0	n/a
272.496	3.0	criticalItem	True	1.562	50234	2	34	374	3	5	criticalTrue
276.013	3.5	criticalItem	n/a	n/a	10236	2	36	375	3	1	n/a
279.497	3.0	criticalItem	n/a	n/a	70236	2	36	376	3	0	n/a
282.495	3.0	criticalItem	Foil	0.647	70236	2	36	377	3	7	criticalFoil
286.013	3.5	controlItem	n/a	n/a	10230	2	30	378	3	1	n/a
289.496	3.0	controlItem	n/a	n/a	30230	2	30	379	3	0	n/a
292.495	3.0	controlItem	True	0.389	30230	2	30	380	3	3	controlTrue
296.011	3.5	controlItem	n/a	n/a	10242	2	42	381	3	1	n/a
299.495	3.0	controlItem	n/a	n/a	40242	2	42	382	3	0	n/a
302.494	3.0	controlItem	True	0.383	40242	2	42	383	3	4	controlTrue
306.011	3.5	criticalItem	n/a	n/a	10245	2	45	384	3	1	n/a
309.493	3.0	criticalItem	n/a	n/a	50245	2	45	385	3	0	n/a
312.493	3.0	criticalItem	False	2.195	50245	2	45	386	3	5	criticalFalse
316.009	3.5	criticalItem	n/a	n/a	10228	2	28	387	3	1	n/a
319.493	3.0	criticalItem	n/a	n/a	20228	2	28	388	3	0	n/a
322.493	3.0	criticalItem	False	1.003	20228	2	28	389	3	2	criticalFalse
326.009	3.5	controlItem	n/a	n/a	10246	2	46	390	3	1	n/a
329.492	3.0	controlItem	n/a	n/a	60246	2	46	391	3	0	n/a
332.49	3.0	controlItem	Foil1	1.265	60246	2	46	392	3	6	controlFoil1
336.008	3.5	criticalItem	n/a	n/a	10241	2	41	393	3	1	n/a
339.49	3.0	criticalItem	n/a	n/a	20241	2	41	394	3	0	n/a
342.49	3.0	criticalItem	True	0.417	20241	2	41	395	3	2	criticalTrue
346.007	3.5	criticalItem	n/a	n/a	10223	2	23	396	3	1	n/a
349.49	3.0	criticalItem	n/a	n/a	40223	2	23	397	3	0	n/a
352.489	3.0	criticalItem	False	1.362	40223	2	23	398	3	4	criticalFalse
356.005	3.5	controlItem	n/a	n/a	10204	2	4	399	3	1	n/a
359.488	3.0	controlItem	n/a	n/a	60204	2	4	400	3	0	n/a
362.488	3.0	controlItem	True	0.343	60204	2	4	401	3	6	controlTrue
366.004	3.5	controlItem	n/a	n/a	10235	2	35	402	3	1	n/a
369.488	3.0	controlItem	n/a	n/a	70235	2	35	403	3	0	n/a
372.488	3.0	controlItem	True	0.545	70235	2	35	404	3	7	controlTrue
376.003	3.5	criticalItem	n/a	n/a	10225	2	25	405	3	1	n/a
379.487	3.0	criticalItem	n/a	n/a	60225	2	25	406	3	0	n/a
382.486	3.0	criticalItem	True	0.403	60225	2	25	407	3	6	criticalTrue
386.002	3.5	criticalItem	n/a	n/a	10238	2	38	408	3	1	n/a
389.486	3.0	criticalItem	n/a	n/a	30238	2	38	409	3	0	n/a
392.484	3.0	criticalItem	True	1.147	30238	2	38	410	3	3	criticalTrue
396.002	3.5	controlItem	n/a	n/a	10232	2	32	411	3	1	n/a
399.485	3.0	controlItem	n/a	n/a	40232	2	32	412	3	0	n/a
402.485	3.0	controlItem	True	0.576	40232	2	32	413	3	4	controlTrue
406	3.5	controlItem	n/a	n/a	10248	2	48	414	3	1	n/a
409.484	3.0	controlItem	n/a	n/a	30248	2	48	415	3	0	n/a
412.484	3.0	controlItem	Foil2	0.433	30248	2	48	416	3	3	controlFoil2
416	3.5	criticalItem	n/a	n/a	10219	2	19	417	3	1	n/a
419.484	3.0	criticalItem	n/a	n/a	50219	2	19	418	3	0	n/a
422.483	3.0	criticalItem	True	1.325	50219	2	19	419	3	5	criticalTrue
426.015	3.5	criticalItem	n/a	n/a	10231	2	31	420	3	1	n/a
429.498	3.0	criticalItem	n/a	n/a	70231	2	31	421	3	0	n/a
432.497	3.0	criticalItem	True	0.556	70231	2	31	422	3	7	criticalTrue
436.015	3.5	controlItem	n/a	n/a	10217	2	17	423	3	1	n/a
439.497	3.0	controlItem	ForbiddenKey	1.894	20217	2	17	424	3	0	n/a
442.496	3.0	controlItem	Foil1	1.644	20217	2	17	425	3	2	controlFoil1
446.014	3.5	controlItem	n/a	n/a	10222	2	22	426	3	1	n/a
449.497	3.0	controlItem	n/a	n/a	70222	2	22	427	3	0	n/a
452.496	3.0	controlItem	True	0.605	70222	2	22	428	3	7	controlTrue
456.012	3.5	criticalItem	n/a	n/a	10214	2	14	429	3	1	n/a
459.496	3.0	criticalItem	n/a	n/a	40214	2	14	430	3	0	n/a
462.494	3.0	criticalItem	False	0.454	40214	2	14	431	3	4	criticalFalse
466.012	3.5	controlItem	n/a	n/a	10205	2	5	432	3	1	n/a
469.495	3.0	controlItem	n/a	n/a	20205	2	5	433	3	0	n/a
472.493	3.0	controlItem	True	0.526	20205	2	5	434	3	2	controlTrue
476.01	3.5	criticalItem	n/a	n/a	10249	2	49	435	3	1	n/a
479.493	3.0	criticalItem	n/a	n/a	50249	2	49	436	3	0	n/a
482.494	3.0	criticalItem	False	0.42	50249	2	49	437	3	5	criticalFalse
486.008	3.5	controlItem	n/a	n/a	10237	2	37	438	3	1	n/a
489.493	3.0	controlItem	n/a	n/a	30237	2	37	439	3	0	n/a
492.492	3.0	controlItem	Foil2	1.6	30237	2	37	440	3	3	controlFoil2
496.009	3.5	controlItem	n/a	n/a	10207	2	7	441	3	1	n/a
499.491	3.0	controlItem	n/a	n/a	50207	2	7	442	3	0	n/a
502.491	3.0	controlItem	Foil2	0.383	50207	2	7	443	3	5	controlFoil2
506.008	n/a	n/a	n/a	n/a	90200	2	0	444	3	9	n/a
