onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
437.04	0.72	598	3	3	91	mem	con	mod	mod	mod	tg	ht	wh/0490.bmp
437.76	0.72	599	5	1	110	mem	lib	mod	mod	low	nt	ht	nh/0511_nh.bmp
438.48	0.72	600	5	4	104	per	con	low	mod	low	nt	cr	nh/0410_nh.bmp
439.20	0.72	601	5	1	2	per	lib	mod	mod	mod	nt	cr	nh/0628_nh.bmp
439.92	0.72	602	4	1	5	per	lib	mod	mod	mod	tg	ms	wh/0331.bmp
440.64	0.72	603	1	1	127	mem	lib	low	low	low	tg	ht	wh/0369.bmp
441.36	0.72	604	3	2	29	mem	con	mod	mod	mod	tg	ht	wh/0576.bmp
442.08	0.72	605	5	4	16	per	lib	low	mod	low	tg	ms	wh/0400.bmp
442.80	0.72	606	4	2	25	mem	con	mod	mod	mod	nt	ht	nh/0901_nh.bmp
443.52	0.72	607	5	3	16	per	con	mod	mod	mod	tg	ht	wh/0689.bmp
444.24	0.72	608	6	4	56	per	lib	mod	mod	mod	tg	ht	wh/0427.bmp
444.96	0.72	609	2	3	89	mem	con	mod	mod	mod	tg	ht	wh/0753.bmp
445.68	0.72	610	4	4	61	per	lib	mod	mod	mod	tg	ht	wh/0072.bmp
446.40	0.72	611	3	2	44	per	con	low	mod	low	tg	ms	wh/0765.bmp
447.12	0.72	612	1	4	124	mem	con	low	low	mod	tg	ms	wh/0409.bmp
447.84	0.72	613	4	1	102	mem	lib	mod	mod	low	tg	ht	wh/0323.bmp
448.56	0.72	614	3	2	60	per	con	mod	mod	mod	tg	ht	wh/0279.bmp
449.28	0.72	615	5	4	54	per	lib	mod	mod	mod	nt	cr	nh/0365_nh.bmp
450.00	0.72	616	4	4	55	per	lib	mod	mod	mod	tg	ht	wh/0943.bmp
450.72	0.72	617	4	1	99	mem	lib	mod	mod	low	tg	ht	wh/0203.bmp
451.44	0.72	618	5	4	40	mem	lib	mod	mod	mod	tg	ht	wh/0358.bmp
452.16	0.72	619	6	2	59	per	con	mod	mod	mod	nt	cr	nh/0961_nh.bmp
452.88	0.72	620	3	4	34	mem	lib	mod	mod	mod	nt	ht	nh/0039_nh.bmp
453.60	0.72	621	1	2	95	per	lib	mod	low	mod	tg	ht	wh/0517.bmp
454.32	0.72	622	6	1	1	per	lib	mod	mod	mod	tg	n/a	wh/0097.bmp
455.04	0.72	623	3	2	109	mem	lib	mod	mod	mod	nt	ht	nh/0413_nh.bmp
455.76	0.72	624	4	3	1	per	con	mod	mod	mod	nt	cr	nh/0895_nh.bmp
456.48	0.72	625	5	1	5	per	lib	mod	mod	mod	tg	ms	wh/0331.bmp
457.20	0.72	626	5	2	100	mem	lib	mod	mod	mod	tg	ht	wh/0583.bmp
457.92	0.72	627	3	3	36	mem	lib	mod	mod	low	nt	ht	nh/0683_nh.bmp
458.64	0.72	628	5	3	40	mem	lib	mod	mod	low	tg	ht	wh/0067.bmp
459.36	0.72	629	5	1	108	mem	lib	mod	mod	low	nt	ht	nh/0124_nh.bmp
460.08	0.72	630	5	4	20	mem	con	mod	mod	low	tg	ht	wh/0798.bmp
460.80	0.72	631	4	4	109	per	con	low	mod	low	tg	ms	wh/0081.bmp
461.52	0.72	632	5	2	22	mem	con	mod	mod	mod	tg	ht	wh/1010.bmp
462.24	0.72	633	5	4	47	mem	lib	mod	mod	mod	tg	ht	wh/0834.bmp
462.96	0.72	634	6	1	2	per	lib	mod	mod	mod	nt	cr	nh/0628_nh.bmp
463.68	0.72	635	4	4	108	per	con	low	mod	low	nt	cr	nh/0166_nh.bmp
464.40	0.72	636	4	3	36	mem	lib	mod	mod	low	nt	ht	nh/0683_nh.bmp
465.12	0.72	637	1	3	108	per	lib	mod	low	mod	tg	ht	wh/0670.bmp
465.84	0.72	638	5	1	43	per	lib	low	mod	low	nt	cr	nh/0302_nh.bmp
466.56	0.72	639	4	3	34	mem	lib	mod	mod	low	tg	ht	wh/0757.bmp
467.28	0.72	640	4	1	14	per	lib	mod	mod	mod	tg	ht	wh/0359.bmp
468.00	0.72	641	4	3	39	mem	lib	mod	mod	low	nt	ht	nh/0792_nh.bmp
468.72	0.72	642	4	2	60	per	con	mod	mod	mod	tg	ht	wh/0279.bmp
469.44	0.72	643	5	2	62	per	con	mod	mod	mod	nt	cr	nh/0738_nh.bmp
470.16	0.72	644	6	2	104	mem	lib	mod	mod	mod	nt	ht	nh/0104_nh.bmp
470.88	0.72	645	1	4	116	mem	con	low	low	mod	nt	ht	nh/0457_nh.bmp
471.60	0.72	646	4	4	48	mem	lib	mod	mod	mod	tg	ht	wh/0344.bmp
472.32	0.72	647	4	2	29	mem	con	mod	mod	mod	tg	ht	wh/0576.bmp
473.04	0.72	648	5	4	18	mem	con	mod	mod	low	tg	ht	wh/0615.bmp
473.76	0.72	649	4	4	34	mem	lib	mod	mod	mod	nt	ht	nh/0039_nh.bmp
474.48	0.72	650	6	4	3	per	lib	low	mod	low	tg	ms	wh/1000.bmp
475.20	0.72	651	5	3	43	mem	lib	mod	mod	low	nt	ht	nh/0512_nh.bmp
475.92	0.72	652	6	4	100	per	con	low	mod	low	nt	fa	nh/0246_nh.bmp
476.64	0.72	653	5	2	53	per	con	mod	mod	mod	tg	ht	wh/0925.bmp
477.36	0.72	654	6	4	24	mem	con	mod	mod	low	nt	ht	nh/0291_nh.bmp
478.08	0.72	655	1	1	83	per	con	low	low	low	nt	cr	nh/0989_nh.bmp
478.80	0.72	656	2	4	51	per	lib	mod	mod	mod	nt	cr	nh/0931_nh.bmp
479.52	0.72	657	6	1	112	mem	lib	mod	mod	low	nt	ht	nh/0661_nh.bmp
480.24	0.72	658	5	1	35	per	lib	low	mod	low	nt	fa	nh/0212_nh.bmp
480.96	0.72	659	5	4	23	mem	con	mod	mod	low	tg	ht	wh/0236.bmp
481.68	0.72	660	6	4	16	per	lib	low	mod	low	tg	ms	wh/0400.bmp
482.40	0.72	661	4	3	91	mem	con	mod	mod	mod	tg	ht	wh/0490.bmp
483.12	0.72	662	5	1	36	per	lib	low	mod	low	tg	ms	wh/0259.bmp
483.84	0.72	663	4	1	72	mem	con	mod	mod	low	nt	ht	nh/0295_nh.bmp
484.56	0.72	664	5	4	108	per	con	low	mod	low	nt	cr	nh/0166_nh.bmp
485.28	0.72	665	6	2	26	mem	con	mod	mod	mod	tg	ht	wh/0487.bmp
486.00	0.72	666	5	1	47	per	lib	low	mod	low	tg	ht	wh/0672.bmp
486.72	0.72	667	4	3	84	mem	con	mod	mod	mod	nt	ht	nh/0343_nh.bmp
487.44	0.72	668	5	3	13	per	con	mod	mod	mod	nt	fa	nh/0229_nh.bmp
488.16	0.72	669	5	3	3	per	con	mod	mod	mod	tg	ht	wh/0592.bmp
488.88	0.72	670	5	2	51	per	con	mod	mod	mod	nt	cr	nh/0137_nh.bmp
489.60	0.72	671	3	3	89	mem	con	mod	mod	mod	tg	ht	wh/0753.bmp
490.32	0.72	672	1	4	121	mem	con	low	low	mod	nt	ms	nh/0726_nh.bmp
491.04	0.72	673	1	2	92	per	lib	mod	low	mod	nt	fa	nh/0854_nh.bmp
491.76	0.72	674	4	2	45	per	con	low	mod	low	tg	ms	wh/0554.bmp
492.48	0.72	675	5	1	72	mem	con	mod	mod	low	nt	ht	nh/0295_nh.bmp
493.20	0.72	676	6	4	1	per	lib	low	mod	low	tg	ht	wh/0195.bmp
493.92	0.72	677	1	3	101	per	lib	mod	low	mod	tg	ht	wh/0539.bmp
494.64	0.72	678	4	1	40	per	lib	low	mod	low	tg	ht	wh/0422.bmp
495.36	0.72	679	4	2	23	mem	con	mod	mod	mod	tg	ht	wh/1006.bmp
496.08	0.72	680	5	2	29	mem	con	mod	mod	mod	tg	ht	wh/0576.bmp
496.80	0.72	681	6	3	8	per	con	mod	mod	mod	nt	cr	nh/0448_nh.bmp
497.52	0.72	682	1	2	89	per	lib	mod	low	mod	tg	ht	wh/0917.bmp
498.24	0.72	683	5	2	60	per	con	mod	mod	mod	tg	ht	wh/0279.bmp
498.96	0.72	684	6	2	53	per	con	mod	mod	mod	tg	ht	wh/0925.bmp
499.68	0.72	685	4	2	109	mem	lib	mod	mod	mod	nt	ht	nh/0413_nh.bmp
500.40	0.72	686	5	4	41	mem	lib	mod	mod	mod	nt	ht	nh/0809_nh.bmp
501.12	0.72	687	6	1	43	per	lib	low	mod	low	nt	cr	nh/0302_nh.bmp
501.84	0.72	688	5	4	30	mem	con	mod	mod	low	nt	ht	nh/0390_nh.bmp
502.56	0.72	689	3	4	51	per	lib	mod	mod	mod	nt	cr	nh/0931_nh.bmp
503.28	0.72	690	4	3	89	mem	con	mod	mod	mod	tg	ht	wh/0753.bmp
504.00	0.72	691	5	3	36	mem	lib	mod	mod	low	nt	ht	nh/0683_nh.bmp
504.72	0.72	692	5	3	91	mem	con	mod	mod	mod	tg	ht	wh/0490.bmp
505.44	0.72	693	4	2	52	per	con	mod	mod	mod	tg	ms	wh/0665.bmp
506.16	0.72	694	1	1	81	per	con	low	low	low	nt	cr	nh/0169_nh.bmp
506.88	0.72	695	4	1	78	mem	con	mod	mod	low	nt	ht	nh/0444_nh.bmp
507.60	0.72	696	5	4	55	per	lib	mod	mod	mod	tg	ht	wh/0943.bmp
508.32	0.72	697	6	1	5	per	lib	mod	mod	mod	tg	ms	wh/0331.bmp
509.04	0.72	698	6	3	13	per	con	mod	mod	mod	nt	fa	nh/0229_nh.bmp
509.76	0.72	699	5	3	89	mem	con	mod	mod	mod	tg	ht	wh/0753.bmp
510.48	0.72	700	5	2	23	mem	con	mod	mod	mod	tg	ht	wh/1006.bmp
511.20	0.72	701	5	1	102	mem	lib	mod	mod	low	tg	ht	wh/0323.bmp
511.92	0.72	702	6	4	107	per	con	low	mod	low	tg	ht	wh/0575.bmp
512.64	0.72	703	5	4	27	mem	con	mod	mod	low	nt	ht	nh/0523_nh.bmp
513.36	0.72	704	6	4	32	mem	con	mod	mod	low	nt	ht	nh/0131_nh.bmp
514.08	0.72	705	3	1	9	per	lib	mod	mod	mod	nt	cr	nh/0562_nh.bmp
514.80	0.72	706	6	3	94	mem	con	mod	mod	mod	nt	ht	nh/0151_nh.bmp
515.52	0.72	707	1	3	115	per	lib	low	low	low	tg	ht	wh/0430.bmp
516.24	0.72	708	6	2	23	mem	con	mod	mod	mod	tg	ht	wh/1006.bmp
516.96	0.72	709	6	2	51	per	con	mod	mod	mod	nt	cr	nh/0137_nh.bmp
517.68	0.72	710	4	4	51	per	lib	mod	mod	mod	nt	cr	nh/0931_nh.bmp
518.40	0.72	711	6	2	64	per	con	mod	mod	mod	nt	cr	nh/0796_nh.bmp
519.12	0.72	712	6	4	14	per	lib	low	mod	low	tg	ms	wh/0283.bmp
519.84	0.72	713	6	4	40	mem	lib	mod	mod	mod	tg	ht	wh/0358.bmp
520.56	0.72	714	5	4	109	per	con	low	mod	low	tg	ms	wh/0081.bmp
521.28	0.72	715	6	4	54	per	lib	mod	mod	mod	nt	cr	nh/0365_nh.bmp
522.00	0.72	716	1	2	7	mem	con	low	low	low	tg	ms	wh/0828.bmp
522.72	0.72	717	5	3	1	per	con	mod	mod	mod	nt	cr	nh/0895_nh.bmp
523.44	0.72	718	5	3	39	mem	lib	mod	mod	low	nt	ht	nh/0792_nh.bmp
524.16	0.72	719	5	1	104	mem	lib	mod	mod	low	nt	ht	nh/0988_nh.bmp
524.88	0.72	720	6	4	27	mem	con	mod	mod	low	nt	ht	nh/0523_nh.bmp
525.60	0.72	721	6	4	108	per	con	low	mod	low	nt	cr	nh/0166_nh.bmp
526.32	0.72	722	5	4	53	per	lib	mod	mod	mod	nt	fa	nh/0604_nh.bmp
527.04	0.72	723	5	4	33	mem	lib	mod	mod	mod	nt	ht	nh/0477_nh.bmp
527.76	0.72	724	6	4	18	mem	con	mod	mod	low	tg	ht	wh/0615.bmp
528.48	0.72	725	5	4	42	mem	lib	mod	mod	mod	nt	ht	nh/0861_nh.bmp
529.20	0.72	726	5	1	14	per	lib	mod	mod	mod	tg	ht	wh/0359.bmp
529.92	0.72	727	6	1	13	per	lib	mod	mod	mod	nt	fa	nh/0333_nh.bmp
530.64	0.72	728	5	1	99	mem	lib	mod	mod	low	tg	ht	wh/0203.bmp
531.36	0.72	729	5	1	78	mem	con	mod	mod	low	nt	ht	nh/0444_nh.bmp
532.08	0.72	730	1	3	21	mem	con	low	low	low	tg	ms	wh/0171.bmp
532.80	0.72	731	1	1	52	mem	con	low	low	mod	nt	ms	nh/0944_nh.bmp
533.52	0.72	732	4	1	75	mem	con	mod	mod	low	nt	ht	nh/0415_nh.bmp
534.24	0.72	733	6	2	98	mem	lib	mod	mod	mod	nt	ht	nh/0761_nh.bmp
534.96	0.72	734	1	3	73	mem	lib	low	low	low	nt	ht	nh/0264_nh.bmp
535.68	0.72	735	6	1	14	per	lib	mod	mod	mod	tg	ht	wh/0359.bmp
536.40	0.72	736	5	3	82	mem	con	mod	mod	mod	tg	ht	wh/0445.bmp
537.12	0.72	737	6	4	30	mem	con	mod	mod	low	nt	ht	nh/0390_nh.bmp
537.84	0.72	738	6	1	102	mem	lib	mod	mod	low	tg	ht	wh/0323.bmp
538.56	0.72	739	5	2	32	mem	con	mod	mod	mod	nt	ht	nh/0742_nh.bmp
539.28	0.72	740	6	1	35	per	lib	low	mod	low	nt	fa	nh/0212_nh.bmp
540.00	0.72	741	6	1	73	mem	con	mod	mod	low	tg	ms	wh/1013.bmp
540.72	0.72	742	6	2	60	per	con	mod	mod	mod	tg	ht	wh/0279.bmp
541.44	0.72	743	6	4	64	per	lib	mod	mod	mod	nt	cr	nh/0049_nh.bmp
542.16	0.72	744	4	4	12	per	lib	low	mod	low	nt	cr	nh/0703_nh.bmp
542.88	0.72	745	1	1	114	mem	lib	low	low	low	nt	ht	nh/0335_nh.bmp
543.60	0.72	746	6	2	48	per	con	low	mod	low	nt	cr	nh/0459_nh.bmp
544.32	0.72	747	1	3	79	mem	lib	low	low	low	tg	ms	wh/0310.bmp
545.04	0.72	748	4	2	44	per	con	low	mod	low	tg	ms	wh/0765.bmp
545.76	0.72	749	5	4	48	mem	lib	mod	mod	mod	tg	ht	wh/0344.bmp
546.48	0.72	750	5	3	7	per	con	mod	mod	mod	tg	ht	wh/0806.bmp
547.20	0.72	751	5	2	45	per	con	low	mod	low	tg	ms	wh/0554.bmp
547.92	0.72	752	6	3	40	mem	lib	mod	mod	low	tg	ht	wh/0067.bmp
548.64	0.72	753	6	2	40	per	con	low	mod	low	tg	ms	wh/0438.bmp
549.36	0.72	754	1	4	77	mem	lib	low	low	mod	tg	ht	wh/0304.bmp
550.08	0.72	755	5	4	12	per	lib	low	mod	low	nt	cr	nh/0703_nh.bmp
550.80	0.72	756	5	2	25	mem	con	mod	mod	mod	nt	ht	nh/0901_nh.bmp
551.52	0.72	757	5	1	45	per	lib	low	mod	low	tg	ht	wh/0671.bmp
552.24	0.72	758	6	1	72	mem	con	mod	mod	low	nt	ht	nh/0295_nh.bmp
552.96	0.72	759	4	1	34	per	lib	low	mod	low	nt	cr	nh/0496_nh.bmp
553.68	0.72	760	1	3	50	per	con	low	low	low	tg	ht	wh/0276.bmp
554.40	0.72	761	4	2	61	per	con	mod	mod	mod	tg	ms	wh/0645.bmp
555.12	0.72	762	6	3	43	mem	lib	mod	mod	low	nt	ht	nh/0512_nh.bmp
555.84	0.72	763	6	3	39	mem	lib	mod	mod	low	nt	ht	nh/0792_nh.bmp
556.56	0.72	764	5	2	41	per	con	low	mod	low	tg	ms	wh/0914.bmp
557.28	0.72	765	5	4	36	mem	lib	mod	mod	mod	tg	ht	wh/0759.bmp
558.00	0.72	766	4	4	6	per	lib	low	mod	low	nt	fa	nh/0132_nh.bmp
558.72	0.72	767	5	4	34	mem	lib	mod	mod	mod	nt	ht	nh/0039_nh.bmp
559.44	0.72	768	6	4	33	mem	lib	mod	mod	mod	nt	ht	nh/0477_nh.bmp
560.16	0.72	769	5	4	110	per	con	low	mod	low	nt	cr	nh/0030_nh.bmp
560.88	0.72	770	6	1	47	per	lib	low	mod	low	tg	ht	wh/0672.bmp
561.60	0.72	771	4	1	9	per	lib	mod	mod	mod	nt	cr	nh/0562_nh.bmp
562.32	0.72	772	6	3	3	per	con	mod	mod	mod	tg	ht	wh/0592.bmp
563.04	0.72	773	6	3	10	per	con	mod	mod	mod	nt	cr	nh/0664_nh.bmp
563.76	0.72	774	6	2	100	mem	lib	mod	mod	mod	tg	ht	wh/0583.bmp
564.48	0.72	775	6	2	45	per	con	low	mod	low	tg	ms	wh/0554.bmp
565.20	0.72	776	5	1	34	per	lib	low	mod	low	nt	cr	nh/0496_nh.bmp
565.92	0.72	777	1	4	69	mem	lib	low	low	mod	tg	ht	wh/0872.bmp
566.64	0.72	778	6	4	41	mem	lib	mod	mod	mod	nt	ht	nh/0809_nh.bmp
567.36	0.72	779	5	1	71	mem	con	mod	mod	low	tg	ht	wh/0494.bmp
568.08	0.72	780	6	4	42	mem	lib	mod	mod	mod	nt	ht	nh/0861_nh.bmp
568.80	0.72	781	5	1	106	mem	lib	mod	mod	low	tg	ht	wh/0368.bmp
569.52	0.72	782	5	1	75	mem	con	mod	mod	low	nt	ht	nh/0415_nh.bmp
570.24	0.72	783	6	2	32	mem	con	mod	mod	mod	nt	ht	nh/0742_nh.bmp
570.96	0.72	784	6	4	15	per	lib	low	mod	low	nt	cr	nh/0641_nh.bmp
571.68	0.72	785	5	1	41	per	lib	low	mod	low	nt	cr	nh/0882_nh.bmp
572.40	0.72	786	6	3	91	mem	con	mod	mod	mod	tg	ht	wh/0490.bmp
573.12	0.72	787	5	2	46	per	con	low	mod	low	nt	cr	nh/0293_nh.bmp
573.84	0.72	788	5	2	111	mem	lib	mod	mod	mod	nt	ht	nh/0983_nh.bmp
574.56	0.72	789	6	1	75	mem	con	mod	mod	low	nt	ht	nh/0415_nh.bmp
575.28	0.72	790	5	3	84	mem	con	mod	mod	mod	nt	ht	nh/0343_nh.bmp
576.00	0.72	791	6	4	34	mem	lib	mod	mod	mod	nt	ht	nh/0039_nh.bmp
576.72	0.72	792	1	1	95	per	con	low	low	low	tg	ms	wh/0160.bmp
577.44	0.72	793	6	2	111	mem	lib	mod	mod	mod	nt	ht	nh/0983_nh.bmp
578.16	0.72	794	6	2	102	mem	lib	mod	mod	mod	tg	ht	wh/0970.bmp
578.88	0.72	795	1	2	87	per	lib	mod	low	mod	nt	fa	nh/0723_nh.bmp
579.60	0.72	796	1	4	87	per	con	mod	low	mod	tg	ht	wh/0826.bmp
580.32	0.72	797	5	2	61	per	con	mod	mod	mod	tg	ms	wh/0645.bmp
581.04	0.72	798	5	3	48	mem	lib	mod	mod	low	nt	ht	nh/0976_nh.bmp
581.76	0.72	799	1	2	119	per	lib	low	low	low	tg	ms	wh/0505.bmp
582.48	0.72	800	5	2	109	mem	lib	mod	mod	mod	nt	ht	nh/0413_nh.bmp
583.20	0.72	801	1	3	109	per	lib	mod	low	mod	nt	cr	nh/0606_nh.bmp
583.92	0.72	802	6	1	45	per	lib	low	mod	low	tg	ht	wh/0671.bmp
584.64	0.72	803	5	4	61	per	lib	mod	mod	mod	tg	ht	wh/0072.bmp
585.36	0.72	804	5	2	52	per	con	mod	mod	mod	tg	ms	wh/0665.bmp
586.08	0.72	805	6	1	71	mem	con	mod	mod	low	tg	ht	wh/0494.bmp
586.80	0.72	806	6	2	25	mem	con	mod	mod	mod	nt	ht	nh/0901_nh.bmp
587.52	0.72	807	1	1	29	per	con	mod	low	mod	tg	ht	wh/0754.bmp
588.24	0.72	808	1	4	91	per	con	mod	low	mod	nt	cr	nh/0317_nh.bmp
588.96	0.72	809	6	2	109	mem	lib	mod	mod	mod	nt	ht	nh/0413_nh.bmp
589.68	0.72	810	6	2	62	per	con	mod	mod	mod	nt	cr	nh/0738_nh.bmp
590.40	0.72	811	6	4	61	per	lib	mod	mod	mod	tg	ht	wh/0072.bmp
591.12	0.72	812	1	3	52	per	con	low	low	low	tg	ms	wh/0243.bmp
591.84	0.72	813	6	4	47	mem	lib	mod	mod	mod	tg	ht	wh/0834.bmp
592.56	0.72	814	6	4	110	per	con	low	mod	low	nt	cr	nh/0030_nh.bmp
593.28	0.72	815	1	1	89	per	con	low	low	low	nt	cr	nh/0916_nh.bmp
594.00	0.72	816	1	1	59	mem	con	low	low	mod	tg	ms	wh/0719.bmp
594.72	0.72	817	6	3	89	mem	con	mod	mod	mod	tg	ht	wh/0753.bmp
595.44	0.72	818	6	1	78	mem	con	mod	mod	low	nt	ht	nh/0444_nh.bmp
596.16	0.72	819	6	1	41	per	lib	low	mod	low	nt	cr	nh/0882_nh.bmp
596.88	0.72	820	5	4	58	per	lib	mod	mod	mod	tg	ht	wh/0061.bmp
597.60	0.72	821	6	4	12	per	lib	low	mod	low	nt	cr	nh/0703_nh.bmp
598.32	0.72	822	6	4	58	per	lib	mod	mod	mod	tg	ht	wh/0061.bmp
599.04	0.72	823	6	4	36	mem	lib	mod	mod	mod	tg	ht	wh/0759.bmp
599.76	0.72	824	1	2	14	mem	con	low	low	low	nt	ms	nh/0245_nh.bmp
600.48	0.72	825	6	4	55	per	lib	mod	mod	mod	tg	ht	wh/0943.bmp
601.20	0.72	826	5	1	65	mem	con	mod	mod	low	tg	ms	wh/0791.bmp
601.92	0.72	827	6	3	48	mem	lib	mod	mod	low	nt	ht	nh/0976_nh.bmp
602.64	0.72	828	1	1	121	mem	lib	low	low	low	tg	ms	wh/0167.bmp
603.36	0.72	829	1	2	122	per	lib	low	low	low	nt	cr	nh/0184_nh.bmp
604.08	0.72	830	6	1	36	per	lib	low	mod	low	tg	ms	wh/0259.bmp
604.80	0.72	831	6	3	7	per	con	mod	mod	mod	tg	ht	wh/0806.bmp
605.52	0.72	832	1	3	100	per	lib	mod	low	mod	tg	ht	wh/0667.bmp
606.24	0.72	833	5	2	44	per	con	low	mod	low	tg	ms	wh/0765.bmp
606.96	0.72	834	6	2	44	per	con	low	mod	low	tg	ms	wh/0765.bmp
607.68	0.72	835	6	3	45	mem	lib	mod	mod	low	tg	ht	wh/0643.bmp
608.40	0.72	836	1	2	113	per	lib	low	low	low	nt	fa	nh/0011_nh.bmp
609.12	0.72	837	1	4	127	mem	con	low	low	mod	nt	ht	nh/0620_nh.bmp
609.84	0.72	838	5	1	40	per	lib	low	mod	low	tg	ht	wh/0422.bmp
610.56	0.72	839	1	1	62	mem	con	low	low	mod	tg	ht	wh/0886.bmp
611.28	0.72	840	6	4	23	mem	con	mod	mod	low	tg	ht	wh/0236.bmp
612.00	0.72	841	1	1	91	per	con	low	low	low	nt	cr	nh/0357_nh.bmp
612.72	0.72	842	1	2	81	per	lib	mod	low	mod	tg	ht	wh/0811.bmp
613.44	0.72	843	6	3	15	per	con	mod	mod	mod	tg	ht	wh/0479.bmp
614.16	0.72	844	6	1	40	per	lib	low	mod	low	tg	ht	wh/0422.bmp
614.88	0.72	845	6	3	82	mem	con	mod	mod	mod	tg	ht	wh/0445.bmp
615.60	0.72	846	6	1	108	mem	lib	mod	mod	low	nt	ht	nh/0124_nh.bmp
616.32	0.72	847	1	1	86	per	con	low	low	low	tg	ms	wh/0250.bmp
617.04	0.72	848	6	1	104	mem	lib	mod	mod	low	nt	ht	nh/0988_nh.bmp
617.76	0.72	849	1	4	90	per	con	mod	low	mod	nt	cr	nh/0937_nh.bmp
618.48	0.72	850	6	1	106	mem	lib	mod	mod	low	tg	ht	wh/0368.bmp
619.20	0.72	851	4	4	97	per	con	low	mod	low	tg	ms	wh/0509.bmp
619.92	0.72	852	5	4	51	per	lib	mod	mod	mod	nt	cr	nh/0931_nh.bmp
620.64	0.72	853	1	1	123	mem	lib	low	low	low	nt	ht	nh/0110_nh.bmp
621.36	0.72	854	6	1	110	mem	lib	mod	mod	low	nt	ht	nh/0511_nh.bmp
622.08	0.72	855	6	2	41	per	con	low	mod	low	tg	ms	wh/0914.bmp
622.80	0.72	856	1	3	63	per	con	low	low	low	nt	cr	nh/0824_nh.bmp
623.52	0.72	857	1	2	71	mem	lib	low	low	mod	nt	ht	nh/0913_nh.bmp
624.24	0.72	858	6	4	7	per	lib	low	mod	low	nt	cr	nh/0454_nh.bmp
624.96	0.72	859	1	2	1	mem	con	low	low	low	nt	ms	nh/0211_nh.bmp
625.68	0.72	860	6	4	48	mem	lib	mod	mod	mod	tg	ht	wh/0344.bmp
626.40	0.72	861	6	2	61	per	con	mod	mod	mod	tg	ms	wh/0645.bmp
627.12	0.72	862	6	1	15	per	lib	mod	mod	mod	nt	cr	nh/0799_nh.bmp
627.84	0.72	863	1	2	124	per	lib	low	low	low	nt	cr	nh/0471_nh.bmp
628.56	0.72	864	1	3	111	per	lib	mod	low	mod	nt	fa	nh/0346_nh.bmp
629.28	0.72	865	6	1	99	mem	lib	mod	mod	low	tg	ht	wh/0203.bmp
630.00	0.72	866	5	4	6	per	lib	low	mod	low	nt	fa	nh/0132_nh.bmp
630.72	0.72	867	6	4	51	per	lib	mod	mod	mod	nt	cr	nh/0931_nh.bmp
631.44	0.72	868	6	2	46	per	con	low	mod	low	nt	cr	nh/0293_nh.bmp
632.16	0.72	869	6	3	36	mem	lib	mod	mod	low	nt	ht	nh/0683_nh.bmp
632.88	0.72	870	6	4	53	per	lib	mod	mod	mod	nt	fa	nh/0604_nh.bmp
633.60	0.72	871	1	3	65	mem	lib	low	low	low	tg	ht	wh/0252.bmp
634.32	0.72	872	5	1	9	per	lib	mod	mod	mod	nt	cr	nh/0562_nh.bmp
635.04	0.72	873	6	4	26	mem	con	mod	mod	low	tg	ms	wh/0424.bmp
635.76	0.72	874	6	3	84	mem	con	mod	mod	mod	nt	ht	nh/0343_nh.bmp
636.48	0.72	875	6	1	9	per	lib	mod	mod	mod	nt	cr	nh/0562_nh.bmp
637.20	0.72	876	6	2	20	mem	con	mod	mod	mod	nt	ht	nh/0320_nh.bmp
637.92	0.72	877	5	4	97	per	con	low	mod	low	tg	ms	wh/0509.bmp
638.64	0.72	878	1	1	119	mem	lib	low	low	low	tg	ms	wh/0161.bmp
639.36	0.72	879	5	3	34	mem	lib	mod	mod	low	tg	ht	wh/0757.bmp
640.08	0.72	880	6	1	34	per	lib	low	mod	low	nt	cr	nh/0496_nh.bmp
640.80	0.72	881	6	3	96	mem	con	mod	mod	mod	nt	ht	nh/0538_nh.bmp
641.52	0.72	882	6	2	22	mem	con	mod	mod	mod	tg	ht	wh/1010.bmp
642.24	0.72	883	6	3	16	per	con	mod	mod	mod	tg	ht	wh/0689.bmp
642.96	0.72	884	6	3	87	mem	con	mod	mod	mod	nt	ht	nh/0705_nh.bmp
643.68	0.72	885	6	4	6	per	lib	low	mod	low	nt	fa	nh/0132_nh.bmp
644.40	0.72	886	6	2	52	per	con	mod	mod	mod	tg	ms	wh/0665.bmp
645.12	0.72	887	6	1	65	mem	con	mod	mod	low	tg	ms	wh/0791.bmp
645.84	0.72	888	6	2	29	mem	con	mod	mod	mod	tg	ht	wh/0576.bmp
646.56	0.72	889	6	4	109	per	con	low	mod	low	tg	ms	wh/0081.bmp
647.28	0.72	890	6	3	34	mem	lib	mod	mod	low	tg	ht	wh/0757.bmp
648.00	0.72	891	6	4	104	per	con	low	mod	low	nt	cr	nh/0410_nh.bmp
648.72	0.72	892	6	4	97	per	con	low	mod	low	tg	ms	wh/0509.bmp
649.44	0.72	893	6	4	111	per	con	low	mod	low	tg	ms	wh/0315.bmp
650.16	0.72	894	6	4	20	mem	con	mod	mod	low	tg	ht	wh/0798.bmp
650.88	0.72	895	6	3	1	per	con	mod	mod	mod	nt	cr	nh/0895_nh.bmp
651.60	0.72	896	1	4	117	mem	con	low	low	mod	tg	ms	wh/0085.bmp
