onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
243.36	0.72	329	1	5	17	per	con	mod	mod	mod	nt	cr	nh/0803_nh.bmp
244.08	0.72	330	3	8	56	per	con	low	mod	low	tg	ms	wh/0646.bmp
244.80	0.72	331	2	5	80	mem	lib	mod	mod	low	nt	ht	nh/0568_nh.bmp
245.52	0.72	332	4	7	75	mem	lib	mod	mod	mod	tg	ht	wh/0697.bmp
246.24	0.72	333	3	5	70	mem	lib	mod	mod	low	tg	ht	wh/0619.bmp
246.96	0.72	334	1	5	40	per	lib	mod	low	mod	tg	ht	wh/0584.bmp
247.68	0.72	335	1	5	81	mem	con	low	low	low	tg	ms	wh/0999.bmp
248.40	0.72	336	3	8	97	mem	con	mod	mod	low	nt	ms	nh/0123_nh.bmp
249.12	0.72	337	4	6	65	mem	con	mod	mod	low	nt	ht	nh/0417_nh.bmp
249.84	0.72	338	4	7	68	mem	lib	mod	mod	mod	tg	ht	wh/0876.bmp
250.56	0.72	339	3	5	128	mem	con	mod	mod	mod	nt	ht	nh/0957_nh.bmp
251.28	0.72	340	4	5	128	mem	con	mod	mod	mod	nt	ht	nh/0957_nh.bmp
252.00	0.72	341	5	6	65	mem	con	mod	mod	low	nt	ht	nh/0417_nh.bmp
252.72	0.72	342	1	6	54	mem	lib	mod	mod	mod	nt	ht	nh/0784_nh.bmp
253.44	0.72	343	1	6	56	mem	lib	mod	mod	mod	tg	ht	wh/0397.bmp
254.16	0.72	344	2	7	57	mem	con	mod	mod	mod	nt	ht	nh/0684_nh.bmp
254.88	0.72	345	1	5	28	per	con	mod	mod	mod	nt	cr	nh/0909_nh.bmp
255.60	0.72	346	3	6	85	per	con	low	mod	low	nt	cr	nh/0361_nh.bmp
256.32	0.72	347	3	7	85	per	con	mod	mod	mod	tg	ht	wh/0542.bmp
257.04	0.72	348	2	5	67	mem	lib	mod	mod	low	tg	ht	wh/0893.bmp
257.76	0.72	349	1	6	69	mem	con	mod	mod	low	nt	ms	nh/0153_nh.bmp
258.48	0.72	350	4	7	55	mem	con	mod	mod	mod	tg	ms	wh/0398.bmp
259.20	0.72	351	1	7	48	per	con	low	low	low	nt	cr	nh/0225_nh.bmp
259.92	0.72	352	2	6	47	per	lib	low	mod	low	nt	fa	nh/0345_nh.bmp
260.64	0.72	353	3	8	64	per	con	low	mod	low	nt	cr	nh/0660_nh.bmp
261.36	0.72	354	5	6	44	per	lib	low	mod	low	nt	cr	nh/0510_nh.bmp
262.08	0.72	355	1	5	21	per	con	mod	mod	mod	tg	ht	wh/0716.bmp
262.80	0.72	356	3	6	74	mem	con	mod	mod	low	tg	ht	wh/0150.bmp
263.52	0.72	357	1	7	3	per	lib	mod	mod	mod	tg	ht	wh/0094.bmp
264.24	0.72	358	3	5	80	mem	lib	mod	mod	low	nt	ht	nh/0568_nh.bmp
264.96	0.72	359	4	6	86	per	con	low	mod	low	tg	ms	wh/0036.bmp
265.68	0.72	360	2	7	90	per	con	mod	mod	mod	tg	ht	wh/0543.bmp
266.40	0.72	361	2	5	120	mem	con	mod	mod	mod	nt	ms	nh/0962_nh.bmp
267.12	0.72	362	3	6	81	per	con	low	mod	low	nt	cr	nh/0690_nh.bmp
267.84	0.72	363	6	7	54	mem	con	mod	mod	mod	nt	ms	nh/0442_nh.bmp
268.56	0.72	364	2	6	46	per	lib	low	mod	low	nt	cr	nh/0134_nh.bmp
269.28	0.72	365	1	6	25	mem	con	low	low	mod	tg	ms	wh/0469.bmp
270.00	0.72	366	1	5	9	mem	lib	low	low	mod	nt	ht	nh/0340_nh.bmp
270.72	0.72	367	5	8	99	mem	con	mod	mod	low	tg	ht	wh/0608.bmp
271.44	0.72	368	2	6	90	per	con	low	mod	low	nt	cr	nh/0443_nh.bmp
272.16	0.72	369	3	7	10	per	lib	mod	mod	mod	nt	cr	nh/0874_nh.bmp
272.88	0.72	370	4	6	108	per	lib	mod	mod	mod	tg	ht	wh/0182.bmp
273.60	0.72	371	3	7	57	mem	con	mod	mod	mod	nt	ht	nh/0684_nh.bmp
274.32	0.72	372	2	5	126	mem	con	mod	mod	mod	nt	ms	nh/0748_nh.bmp
275.04	0.72	373	2	6	64	mem	lib	mod	mod	mod	tg	ht	wh/0947.bmp
275.76	0.72	374	4	7	85	per	con	mod	mod	mod	tg	ht	wh/0542.bmp
276.48	0.72	375	1	6	61	mem	lib	mod	mod	mod	nt	ht	nh/0563_nh.bmp
277.20	0.72	376	3	8	5	mem	lib	mod	mod	low	tg	ht	wh/0074.bmp
277.92	0.72	377	3	6	47	per	lib	low	mod	low	nt	fa	nh/0345_nh.bmp
278.64	0.72	378	3	6	107	per	lib	mod	mod	mod	tg	ms	wh/0810.bmp
279.36	0.72	379	3	5	125	mem	con	mod	mod	mod	tg	ht	wh/0593.bmp
280.08	0.72	380	3	6	68	mem	con	mod	mod	low	tg	ht	wh/0451.bmp
280.80	0.72	381	3	8	102	mem	con	mod	mod	low	tg	ht	wh/0082.bmp
281.52	0.72	382	4	7	57	mem	con	mod	mod	mod	nt	ht	nh/0684_nh.bmp
282.24	0.72	383	1	8	125	mem	lib	low	low	low	tg	ht	wh/0113.bmp
282.96	0.72	384	4	6	81	per	con	low	mod	low	nt	cr	nh/0690_nh.bmp
283.68	0.72	385	5	5	73	mem	lib	mod	mod	low	nt	ht	nh/0577_nh.bmp
284.40	0.72	386	2	6	35	per	lib	low	mod	low	tg	ms	wh/0329.bmp
285.12	0.72	387	5	6	38	per	lib	low	mod	low	nt	cr	nh/0338_nh.bmp
285.84	0.72	388	4	5	66	mem	lib	mod	mod	low	tg	ht	wh/0489.bmp
286.56	0.72	389	4	5	70	mem	lib	mod	mod	low	tg	ht	wh/0619.bmp
287.28	0.72	390	2	6	51	mem	lib	mod	mod	mod	tg	ht	wh/0462.bmp
288.00	0.72	391	3	6	99	per	lib	mod	mod	mod	nt	fa	nh/0209_nh.bmp
288.72	0.72	392	2	5	18	per	con	mod	mod	mod	tg	ht	wh/0540.bmp
289.44	0.72	393	1	8	24	mem	con	low	low	low	tg	ms	wh/0655.bmp
290.16	0.72	394	6	5	73	mem	lib	mod	mod	low	nt	ht	nh/0577_nh.bmp
290.88	0.72	395	4	8	74	per	lib	low	mod	low	tg	ms	wh/0351.bmp
291.60	0.72	396	4	7	87	per	con	mod	mod	mod	nt	cr	nh/0099_nh.bmp
292.32	0.72	397	2	8	51	per	con	low	mod	low	nt	cr	nh/0035_nh.bmp
293.04	0.72	398	3	7	60	mem	con	mod	mod	mod	nt	ms	nh/0380_nh.bmp
293.76	0.72	399	4	7	6	per	lib	mod	mod	mod	nt	cr	nh/0222_nh.bmp
294.48	0.72	400	2	6	111	per	lib	mod	mod	mod	nt	cr	nh/0273_nh.bmp
295.20	0.72	401	5	6	108	per	lib	mod	mod	mod	tg	ht	wh/0182.bmp
295.92	0.72	402	4	6	93	per	con	low	mod	low	nt	cr	nh/0760_nh.bmp
296.64	0.72	403	4	7	88	per	con	mod	mod	mod	tg	ht	wh/0680.bmp
297.36	0.72	404	1	6	9	per	con	mod	low	mod	tg	ht	wh/0736.bmp
298.08	0.72	405	2	8	104	mem	con	mod	mod	low	nt	ht	nh/1023_nh.bmp
298.80	0.72	406	3	8	104	mem	con	mod	mod	low	nt	ht	nh/1023_nh.bmp
299.52	0.72	407	3	6	46	per	lib	low	mod	low	nt	cr	nh/0134_nh.bmp
300.24	0.72	408	3	5	126	mem	con	mod	mod	mod	nt	ms	nh/0748_nh.bmp
300.96	0.72	409	3	8	112	mem	con	mod	mod	low	tg	ms	wh/0964.bmp
301.68	0.72	410	1	5	99	per	lib	low	low	low	tg	ht	wh/0845.bmp
302.40	0.72	411	2	5	69	mem	lib	mod	mod	low	nt	ht	nh/0503_nh.bmp
303.12	0.72	412	4	6	68	mem	con	mod	mod	low	tg	ht	wh/0451.bmp
303.84	0.72	413	1	6	127	mem	lib	low	low	low	nt	ht	nh/0701_nh.bmp
304.56	0.72	414	5	7	53	mem	con	mod	mod	mod	tg	ht	wh/0591.bmp
305.28	0.72	415	2	6	62	mem	lib	mod	mod	mod	tg	ht	wh/0973.bmp
306.00	0.72	416	3	6	51	mem	lib	mod	mod	mod	tg	ht	wh/0462.bmp
306.72	0.72	417	3	6	35	per	lib	low	mod	low	tg	ms	wh/0329.bmp
307.44	0.72	418	4	8	106	mem	con	mod	mod	low	tg	ht	wh/0635.bmp
308.16	0.72	419	3	8	70	per	lib	low	mod	low	tg	ms	wh/0758.bmp
308.88	0.72	420	4	6	107	per	lib	mod	mod	mod	tg	ms	wh/0810.bmp
309.60	0.72	421	5	6	107	per	lib	mod	mod	mod	tg	ms	wh/0810.bmp
310.32	0.72	422	2	7	76	mem	lib	mod	mod	mod	nt	ht	nh/0396_nh.bmp
311.04	0.72	423	1	6	31	mem	con	low	low	mod	nt	ms	nh/0068_nh.bmp
311.76	0.72	424	2	6	82	per	con	low	mod	low	tg	ms	wh/0232.bmp
312.48	0.72	425	2	8	4	mem	lib	mod	mod	low	tg	ht	wh/0967.bmp
313.20	0.72	426	3	6	64	mem	lib	mod	mod	mod	tg	ht	wh/0947.bmp
313.92	0.72	427	5	5	128	mem	con	mod	mod	mod	nt	ht	nh/0957_nh.bmp
314.64	0.72	428	5	5	32	per	con	mod	mod	mod	nt	cr	nh/0371_nh.bmp
315.36	0.72	429	3	5	18	per	con	mod	mod	mod	tg	ht	wh/0540.bmp
316.08	0.72	430	1	8	39	per	lib	mod	low	mod	nt	cr	nh/0301_nh.bmp
316.80	0.72	431	4	8	97	mem	con	mod	mod	low	nt	ms	nh/0123_nh.bmp
317.52	0.72	432	3	7	12	per	lib	mod	mod	mod	nt	fa	nh/0199_nh.bmp
318.24	0.72	433	3	7	63	mem	con	mod	mod	mod	tg	ht	wh/0902.bmp
318.96	0.72	434	1	8	110	mem	con	mod	mod	low	nt	ht	nh/0493_nh.bmp
319.68	0.72	435	5	7	80	mem	lib	mod	mod	mod	nt	ht	nh/0843_nh.bmp
320.40	0.72	436	1	6	4	per	con	mod	low	mod	nt	cr	nh/0461_nh.bmp
321.12	0.72	437	3	7	94	per	con	mod	mod	mod	nt	cr	nh/0446_nh.bmp
321.84	0.72	438	2	5	21	per	con	mod	mod	mod	tg	ht	wh/0716.bmp
322.56	0.72	439	1	5	58	per	con	low	low	low	nt	fa	nh/1009_nh.bmp
323.28	0.72	440	4	5	80	mem	lib	mod	mod	low	nt	ht	nh/0568_nh.bmp
324.00	0.72	441	3	8	73	per	lib	low	mod	low	nt	cr	nh/0355_nh.bmp
324.72	0.72	442	1	8	93	per	con	mod	low	mod	tg	ms	wh/0025.bmp
325.44	0.72	443	3	5	120	mem	con	mod	mod	mod	nt	ms	nh/0962_nh.bmp
326.16	0.72	444	3	7	77	mem	lib	mod	mod	mod	nt	ms	nh/0588_nh.bmp
326.88	0.72	445	1	5	95	mem	con	low	low	low	nt	ms	nh/0148_nh.bmp
327.60	0.72	446	3	6	62	mem	lib	mod	mod	mod	tg	ht	wh/0973.bmp
328.32	0.72	447	4	6	35	per	lib	low	mod	low	tg	ms	wh/0329.bmp
329.04	0.72	448	1	6	32	mem	con	low	low	mod	nt	ms	nh/0992_nh.bmp
329.76	0.72	449	1	5	30	per	con	mod	mod	mod	tg	ht	wh/0807.bmp
330.48	0.72	450	5	7	88	per	con	mod	mod	mod	tg	ht	wh/0680.bmp
331.20	0.72	451	1	5	1	mem	lib	low	low	mod	tg	ht	wh/0059.bmp
331.92	0.72	452	2	8	3	mem	lib	mod	mod	low	tg	ht	wh/0190.bmp
332.64	0.72	453	1	5	110	per	lib	low	low	low	tg	ht	wh/0706.bmp
333.36	0.72	454	2	7	9	per	lib	mod	mod	mod	nt	cr	nh/0941_nh.bmp
334.08	0.72	455	1	5	63	per	con	low	low	low	nt	cr	nh/0831_nh.bmp
334.80	0.72	456	5	5	119	mem	con	mod	mod	mod	tg	ms	wh/0558.bmp
335.52	0.72	457	4	7	77	mem	lib	mod	mod	mod	nt	ms	nh/0588_nh.bmp
336.24	0.72	458	2	5	28	per	con	mod	mod	mod	nt	cr	nh/0909_nh.bmp
336.96	0.72	459	3	5	31	per	con	mod	mod	mod	nt	n/a	nh/0928_nh.bmp
337.68	0.72	460	3	8	107	mem	con	mod	mod	low	nt	ms	nh/0934_nh.bmp
338.40	0.72	461	1	8	45	per	lib	mod	low	mod	tg	ms	wh/0525.bmp
339.12	0.72	462	5	7	77	mem	lib	mod	mod	mod	nt	ms	nh/0588_nh.bmp
339.84	0.72	463	3	5	69	mem	lib	mod	mod	low	nt	ht	nh/0503_nh.bmp
340.56	0.72	464	1	6	16	per	con	mod	low	mod	nt	cr	nh/0849_nh.bmp
341.28	0.72	465	4	6	46	per	lib	low	mod	low	nt	cr	nh/0134_nh.bmp
342.00	0.72	466	1	6	1	per	con	mod	low	mod	tg	ht	wh/0838.bmp
342.72	0.72	467	5	7	52	mem	con	mod	mod	mod	tg	ht	wh/0328.bmp
343.44	0.72	468	2	6	103	per	lib	mod	mod	mod	nt	cr	nh/0805_nh.bmp
344.16	0.72	469	3	6	103	per	lib	mod	mod	mod	nt	cr	nh/0805_nh.bmp
344.88	0.72	470	3	6	82	per	con	low	mod	low	tg	ms	wh/0232.bmp
345.60	0.72	471	4	8	5	mem	lib	mod	mod	low	tg	ht	wh/0074.bmp
346.32	0.72	472	4	8	65	per	lib	low	mod	low	nt	fa	nh/0404_nh.bmp
347.04	0.72	473	6	6	108	per	lib	mod	mod	mod	tg	ht	wh/0182.bmp
347.76	0.72	474	1	8	12	mem	lib	mod	mod	low	tg	ht	wh/0075.bmp
348.48	0.72	475	4	6	47	per	lib	low	mod	low	nt	fa	nh/0345_nh.bmp
349.20	0.72	476	4	8	73	per	lib	low	mod	low	nt	cr	nh/0355_nh.bmp
349.92	0.72	477	3	5	78	mem	lib	mod	mod	low	tg	ht	wh/0029.bmp
350.64	0.72	478	4	7	67	mem	lib	mod	mod	mod	tg	ht	wh/0095.bmp
351.36	0.72	479	2	8	66	per	lib	low	mod	low	tg	ht	wh/0364.bmp
352.08	0.72	480	2	7	8	per	lib	mod	mod	mod	tg	ht	wh/0187.bmp
352.80	0.72	481	3	7	8	per	lib	mod	mod	mod	tg	ht	wh/0187.bmp
353.52	0.72	482	4	5	125	mem	con	mod	mod	mod	tg	ht	wh/0593.bmp
354.24	0.72	483	5	6	46	per	lib	low	mod	low	nt	cr	nh/0134_nh.bmp
354.96	0.72	484	4	7	4	per	lib	mod	mod	mod	tg	ms	wh/0855.bmp
355.68	0.72	485	3	8	80	per	lib	low	mod	low	tg	ms	wh/0256.bmp
356.40	0.72	486	5	7	57	mem	con	mod	mod	mod	nt	ht	nh/0684_nh.bmp
357.12	0.72	487	5	8	73	per	lib	low	mod	low	nt	cr	nh/0355_nh.bmp
357.84	0.72	488	4	8	104	mem	con	mod	mod	low	nt	ht	nh/1023_nh.bmp
358.56	0.72	489	1	5	54	per	con	low	low	low	nt	cr	nh/0088_nh.bmp
359.28	0.72	490	4	8	102	mem	con	mod	mod	low	tg	ht	wh/0082.bmp
360.00	0.72	491	1	8	114	mem	lib	low	low	low	nt	ms	nh/0146_nh.bmp
360.72	0.72	492	4	6	37	per	lib	low	mod	low	tg	ms	wh/0382.bmp
361.44	0.72	493	4	5	31	per	con	mod	mod	mod	nt	n/a	nh/0928_nh.bmp
362.16	0.72	494	2	7	3	per	lib	mod	mod	mod	tg	ht	wh/0094.bmp
362.88	0.72	495	5	6	35	per	lib	low	mod	low	tg	ms	wh/0329.bmp
363.60	0.72	496	3	6	111	per	lib	mod	mod	mod	nt	cr	nh/0273_nh.bmp
364.32	0.72	497	2	5	30	per	con	mod	mod	mod	tg	ht	wh/0807.bmp
365.04	0.72	498	4	6	111	per	lib	mod	mod	mod	nt	cr	nh/0273_nh.bmp
365.76	0.72	499	5	7	86	per	con	mod	mod	mod	tg	ht	wh/0594.bmp
366.48	0.72	500	5	6	47	per	lib	low	mod	low	nt	fa	nh/0345_nh.bmp
367.20	0.72	501	5	6	91	per	con	low	mod	low	tg	ms	wh/0818.bmp
367.92	0.72	502	1	6	15	per	con	mod	low	mod	nt	cr	nh/1024_nh.bmp
368.64	0.72	503	2	6	61	mem	lib	mod	mod	mod	nt	ht	nh/0563_nh.bmp
369.36	0.72	504	4	8	53	per	con	low	mod	low	nt	fa	nh/0194_nh.bmp
370.08	0.72	505	4	5	120	mem	con	mod	mod	mod	nt	ms	nh/0962_nh.bmp
370.80	0.72	506	3	6	90	per	con	low	mod	low	nt	cr	nh/0443_nh.bmp
371.52	0.72	507	3	6	78	mem	con	mod	mod	low	nt	ht	nh/0613_nh.bmp
372.24	0.72	508	4	5	123	mem	con	mod	mod	mod	nt	ms	nh/0946_nh.bmp
372.96	0.72	509	4	7	12	per	lib	mod	mod	mod	nt	fa	nh/0199_nh.bmp
373.68	0.72	510	3	8	3	mem	lib	mod	mod	low	tg	ht	wh/0190.bmp
374.40	0.72	511	4	5	78	mem	lib	mod	mod	low	tg	ht	wh/0029.bmp
375.12	0.72	512	5	7	67	mem	lib	mod	mod	mod	tg	ht	wh/0095.bmp
375.84	0.72	513	4	6	102	per	lib	mod	mod	mod	tg	ht	wh/0904.bmp
376.56	0.72	514	3	7	90	per	con	mod	mod	mod	tg	ht	wh/0543.bmp
377.28	0.72	515	5	7	55	mem	con	mod	mod	mod	tg	ms	wh/0398.bmp
378.00	0.72	516	3	6	57	mem	lib	mod	mod	mod	nt	ht	nh/0548_nh.bmp
378.72	0.72	517	4	7	79	mem	lib	mod	mod	mod	tg	ht	wh/0954.bmp
379.44	0.72	518	2	8	12	mem	lib	mod	mod	low	tg	ht	wh/0075.bmp
380.16	0.72	519	4	6	64	mem	lib	mod	mod	mod	tg	ht	wh/0947.bmp
380.88	0.72	520	5	5	66	mem	lib	mod	mod	low	tg	ht	wh/0489.bmp
381.60	0.72	521	2	6	56	mem	lib	mod	mod	mod	tg	ht	wh/0397.bmp
382.32	0.72	522	1	5	60	per	con	low	low	low	nt	cr	nh/0292_nh.bmp
383.04	0.72	523	4	6	99	per	lib	mod	mod	mod	nt	fa	nh/0209_nh.bmp
383.76	0.72	524	4	7	72	mem	lib	mod	mod	mod	nt	ht	nh/0497_nh.bmp
384.48	0.72	525	3	5	21	per	con	mod	mod	mod	tg	ht	wh/0716.bmp
385.20	0.72	526	1	7	25	per	lib	low	low	low	nt	cr	nh/0804_nh.bmp
385.92	0.72	527	3	7	3	per	lib	mod	mod	mod	tg	ht	wh/0094.bmp
386.64	0.72	528	1	5	3	mem	lib	low	low	mod	tg	ht	wh/0598.bmp
387.36	0.72	529	4	6	78	mem	con	mod	mod	low	nt	ht	nh/0613_nh.bmp
388.08	0.72	530	5	8	65	per	lib	low	mod	low	nt	fa	nh/0404_nh.bmp
388.80	0.72	531	1	7	111	mem	con	low	low	mod	nt	ms	nh/0044_nh.bmp
389.52	0.72	532	5	6	37	per	lib	low	mod	low	tg	ms	wh/0382.bmp
390.24	0.72	533	4	6	77	mem	con	mod	mod	low	tg	ht	wh/0336.bmp
390.96	0.72	534	1	5	109	per	lib	low	low	low	nt	cr	nh/0433_nh.bmp
391.68	0.72	535	5	7	75	mem	lib	mod	mod	mod	tg	ht	wh/0697.bmp
392.40	0.72	536	5	6	64	mem	lib	mod	mod	mod	tg	ht	wh/0947.bmp
393.12	0.72	537	5	5	125	mem	con	mod	mod	mod	tg	ht	wh/0593.bmp
393.84	0.72	538	1	8	34	per	lib	mod	low	mod	nt	fa	nh/0927_nh.bmp
394.56	0.72	539	1	8	42	per	lib	mod	low	mod	tg	ht	wh/0890.bmp
395.28	0.72	540	6	8	65	per	lib	low	mod	low	nt	fa	nh/0404_nh.bmp
396.00	0.72	541	5	6	111	per	lib	mod	mod	mod	nt	cr	nh/0273_nh.bmp
396.72	0.72	542	4	6	82	per	con	low	mod	low	tg	ms	wh/0232.bmp
397.44	0.72	543	6	6	65	mem	con	mod	mod	low	nt	ht	nh/0417_nh.bmp
398.16	0.72	544	3	6	53	mem	lib	mod	mod	mod	nt	ms	nh/0447_nh.bmp
398.88	0.72	545	5	8	5	mem	lib	mod	mod	low	tg	ht	wh/0074.bmp
399.60	0.72	546	3	8	66	per	lib	low	mod	low	tg	ht	wh/0364.bmp
400.32	0.72	547	5	5	70	mem	lib	mod	mod	low	tg	ht	wh/0619.bmp
401.04	0.72	548	5	8	97	mem	con	mod	mod	low	nt	ms	nh/0123_nh.bmp
401.76	0.72	549	5	6	86	per	con	low	mod	low	tg	ms	wh/0036.bmp
402.48	0.72	550	1	5	94	mem	con	low	low	low	nt	ms	nh/0488_nh.bmp
403.20	0.72	551	3	8	71	per	lib	low	mod	low	nt	cr	nh/0744_nh.bmp
403.92	0.72	552	6	7	55	mem	con	mod	mod	mod	tg	ms	wh/0398.bmp
404.64	0.72	553	3	5	74	mem	lib	mod	mod	low	nt	ht	nh/0508_nh.bmp
405.36	0.72	554	4	5	126	mem	con	mod	mod	mod	nt	ms	nh/0748_nh.bmp
406.08	0.72	555	4	7	60	mem	con	mod	mod	mod	nt	ms	nh/0380_nh.bmp
406.80	0.72	556	1	6	126	mem	lib	low	low	low	nt	ht	nh/0370_nh.bmp
407.52	0.72	557	4	7	63	mem	con	mod	mod	mod	tg	ht	wh/0902.bmp
408.24	0.72	558	2	5	17	per	con	mod	mod	mod	nt	cr	nh/0803_nh.bmp
408.96	0.72	559	1	6	19	mem	con	low	low	mod	nt	ms	nh/0048_nh.bmp
409.68	0.72	560	2	8	13	mem	lib	mod	mod	low	nt	ht	nh/0125_nh.bmp
410.40	0.72	561	6	6	86	per	con	low	mod	low	tg	ms	wh/0036.bmp
411.12	0.72	562	4	6	53	mem	lib	mod	mod	mod	nt	ms	nh/0447_nh.bmp
411.84	0.72	563	5	6	77	mem	con	mod	mod	low	tg	ht	wh/0336.bmp
412.56	0.72	564	2	5	114	mem	con	mod	mod	mod	tg	ms	wh/0339.bmp
413.28	0.72	565	4	8	66	per	lib	low	mod	low	tg	ht	wh/0364.bmp
414.00	0.72	566	4	8	71	per	lib	low	mod	low	nt	cr	nh/0744_nh.bmp
414.72	0.72	567	3	7	9	per	lib	mod	mod	mod	nt	cr	nh/0941_nh.bmp
415.44	0.72	568	4	6	62	mem	lib	mod	mod	mod	tg	ht	wh/0973.bmp
416.16	0.72	569	3	8	4	mem	lib	mod	mod	low	tg	ht	wh/0967.bmp
416.88	0.72	570	3	5	67	mem	lib	mod	mod	low	tg	ht	wh/0893.bmp
417.60	0.72	571	2	8	110	mem	con	mod	mod	low	nt	ht	nh/0493_nh.bmp
418.32	0.72	572	4	8	112	mem	con	mod	mod	low	tg	ms	wh/0964.bmp
419.04	0.72	573	4	7	95	per	con	mod	mod	mod	nt	cr	nh/0196_nh.bmp
419.76	0.72	574	4	8	80	per	lib	low	mod	low	tg	ms	wh/0256.bmp
420.48	0.72	575	4	8	61	per	con	low	mod	low	tg	ms	wh/0080.bmp
421.20	0.72	576	6	5	125	mem	con	mod	mod	mod	tg	ht	wh/0593.bmp
421.92	0.72	577	6	5	119	mem	con	mod	mod	mod	tg	ms	wh/0558.bmp
422.64	0.72	578	1	7	99	mem	con	low	low	mod	tg	ht	wh/0096.bmp
423.36	0.72	579	1	5	15	mem	lib	low	low	mod	nt	ms	nh/0782_nh.bmp
424.08	0.72	580	3	6	106	per	lib	mod	mod	mod	nt	fa	nh/0428_nh.bmp
424.80	0.72	581	3	8	6	mem	lib	mod	mod	low	nt	ht	nh/0465_nh.bmp
425.52	0.72	582	2	5	116	mem	con	mod	mod	mod	tg	ht	wh/0350.bmp
426.24	0.72	583	5	6	48	per	lib	low	mod	low	tg	ms	wh/0284.bmp
426.96	0.72	584	4	6	57	mem	lib	mod	mod	mod	nt	ht	nh/0548_nh.bmp
427.68	0.72	585	4	8	64	per	con	low	mod	low	nt	cr	nh/0660_nh.bmp
428.40	0.72	586	1	8	20	mem	con	low	low	low	tg	ms	wh/0266.bmp
429.12	0.72	587	5	7	12	per	lib	mod	mod	mod	nt	fa	nh/0199_nh.bmp
429.84	0.72	588	1	7	28	per	lib	low	low	low	nt	fa	nh/0384_nh.bmp
430.56	0.72	589	5	7	72	mem	lib	mod	mod	mod	nt	ht	nh/0497_nh.bmp
431.28	0.72	590	1	5	42	per	lib	mod	low	mod	nt	cr	nh/0966_nh.bmp
432.00	0.72	591	4	7	16	per	lib	mod	mod	mod	tg	ht	wh/0319.bmp
432.72	0.72	592	3	8	51	per	con	low	mod	low	nt	cr	nh/0035_nh.bmp
433.44	0.72	593	6	8	97	mem	con	mod	mod	low	nt	ms	nh/0123_nh.bmp
434.16	0.72	594	3	5	114	mem	con	mod	mod	mod	tg	ms	wh/0339.bmp
434.88	0.72	595	5	6	78	mem	con	mod	mod	low	nt	ht	nh/0613_nh.bmp
435.60	0.72	596	5	8	106	mem	con	mod	mod	low	tg	ht	wh/0635.bmp
436.32	0.72	597	1	8	18	mem	con	low	low	low	tg	ms	wh/0439.bmp
437.04	0.72	598	4	6	103	per	lib	mod	mod	mod	nt	cr	nh/0805_nh.bmp
437.76	0.72	599	1	8	31	mem	con	low	low	low	nt	ms	nh/0536_nh.bmp
438.48	0.72	600	3	8	77	per	lib	low	mod	low	nt	cr	nh/0730_nh.bmp
439.20	0.72	601	4	7	90	per	con	mod	mod	mod	tg	ht	wh/0543.bmp
439.92	0.72	602	5	5	123	mem	con	mod	mod	mod	nt	ms	nh/0946_nh.bmp
440.64	0.72	603	3	5	28	per	con	mod	mod	mod	nt	cr	nh/0909_nh.bmp
441.36	0.72	604	4	8	70	per	lib	low	mod	low	tg	ms	wh/0758.bmp
442.08	0.72	605	5	6	57	mem	lib	mod	mod	mod	nt	ht	nh/0548_nh.bmp
442.80	0.72	606	5	7	79	mem	lib	mod	mod	mod	tg	ht	wh/0954.bmp
443.52	0.72	607	1	8	126	mem	lib	low	low	low	nt	ht	nh/0452_nh.bmp
444.24	0.72	608	3	8	110	mem	con	mod	mod	low	nt	ht	nh/0493_nh.bmp
444.96	0.72	609	4	8	107	mem	con	mod	mod	low	nt	ms	nh/0934_nh.bmp
445.68	0.72	610	1	8	121	mem	lib	low	low	low	tg	ht	wh/0710.bmp
446.40	0.72	611	4	8	110	mem	con	mod	mod	low	nt	ht	nh/0493_nh.bmp
447.12	0.72	612	5	7	68	mem	lib	mod	mod	mod	tg	ht	wh/0876.bmp
447.84	0.72	613	4	6	40	per	lib	low	mod	low	tg	ht	wh/0299.bmp
448.56	0.72	614	5	8	74	per	lib	low	mod	low	tg	ms	wh/0351.bmp
449.28	0.72	615	5	7	91	per	con	mod	mod	mod	nt	cr	nh/0714_nh.bmp
450.00	0.72	616	6	5	70	mem	lib	mod	mod	low	tg	ht	wh/0619.bmp
450.72	0.72	617	4	5	67	mem	lib	mod	mod	low	tg	ht	wh/0893.bmp
451.44	0.72	618	6	7	72	mem	lib	mod	mod	mod	nt	ht	nh/0497_nh.bmp
452.16	0.72	619	3	6	56	mem	lib	mod	mod	mod	tg	ht	wh/0397.bmp
452.88	0.72	620	1	7	38	per	con	low	low	low	tg	ms	wh/0460.bmp
453.60	0.72	621	4	6	90	per	con	low	mod	low	nt	cr	nh/0443_nh.bmp
454.32	0.72	622	3	8	12	mem	lib	mod	mod	low	tg	ht	wh/0075.bmp
455.04	0.72	623	5	7	87	per	con	mod	mod	mod	nt	cr	nh/0099_nh.bmp
455.76	0.72	624	6	7	87	per	con	mod	mod	mod	nt	cr	nh/0099_nh.bmp
456.48	0.72	625	4	7	94	per	con	mod	mod	mod	nt	cr	nh/0446_nh.bmp
457.20	0.72	626	4	7	9	per	lib	mod	mod	mod	nt	cr	nh/0941_nh.bmp
