onset	duration	value	sample	trial_idx	val	del	is_cued	rev_opts	del_pres_displaytime	del_pres_triggertime	del_pres_triggercode	val_pres_displaytime	val_pres_triggertime	val_pres_triggercode	choice_displaytime	choice_triggertime	choice_triggercode	choice	choice_time	viv_displaytime	viv_triggertime	viv_triggercode	viv	viv_time
99.57080078125	0.0	80	203921	5	83	180	1	1	722017.9828343	722017.9847939	80	722021.2053428	722021.2077411	40	722024.7183948	722024.7208808	100	del	722027.7703891	722028.284661	722028.2852497	120.0	2.0	722029.8904161
102.79296875	0.0	40	210520	5	83	180	1	1	722017.9828343	722017.9847939	80	722021.2053428	722021.2077411	40	722024.7183948	722024.7208808	100	del	722027.7703891	722028.284661	722028.2852497	120.0	2.0	722029.8904161
106.30615234375	0.0	100	217715	5	83	180	1	1	722017.9828343	722017.9847939	80	722021.2053428	722021.2077411	40	722024.7183948	722024.7208808	100	del	722027.7703891	722028.284661	722028.2852497	120.0	2.0	722029.8904161
109.8720703125	0.0	120	225018	5	83	180	1	1	722017.9828343	722017.9847939	80	722021.2053428	722021.2077411	40	722024.7183948	722024.7208808	100	del	722027.7703891	722028.284661	722028.2852497	120.0	2.0	722029.8904161
113.6494140625	0.0	80	232754	6	100	340	1	1	722032.0620736	722032.0627081	80	722035.4205099	722035.4211987	40	722038.7671515	722038.7676693	100	del	722039.8108123	722040.3232914	722040.3240276	120.0	3.0	722041.9943259
117.0078125	0.0	40	239632	6	100	340	1	1	722032.0620736	722032.0627081	80	722035.4205099	722035.4211987	40	722038.7671515	722038.7676693	100	del	722039.8108123	722040.3232914	722040.3240276	120.0	3.0	722041.9943259
120.3544921875	0.0	100	246486	6	100	340	1	1	722032.0620736	722032.0627081	80	722035.4205099	722035.4211987	40	722038.7671515	722038.7676693	100	del	722039.8108123	722040.3232914	722040.3240276	120.0	3.0	722041.9943259
121.91015625	0.0	120	249672	6	100	340	1	1	722032.0620736	722032.0627081	80	722035.4205099	722035.4211987	40	722038.7671515	722038.7676693	100	del	722039.8108123	722040.3232914	722040.3240276	120.0	3.0	722041.9943259
125.86572265625	0.0	80	257773	7	97	340	1	0	722044.2786376	722044.2790998	80	722047.6348288	722047.6355329	40	722050.9841861	722050.9846852	100	imm	722052.2582781	722052.7701982	722052.7720309	120.0	2.0	722055.1062437
129.22216796875	0.0	40	264647	7	97	340	1	0	722044.2786376	722044.2790998	80	722047.6348288	722047.6355329	40	722050.9841861	722050.9846852	100	imm	722052.2582781	722052.7701982	722052.7720309	120.0	2.0	722055.1062437
132.5712890625	0.0	100	271506	7	97	340	1	0	722044.2786376	722044.2790998	80	722047.6348288	722047.6355329	40	722050.9841861	722050.9846852	100	imm	722052.2582781	722052.7701982	722052.7720309	120.0	2.0	722055.1062437
134.35693359375	0.0	120	275163	7	97	340	1	0	722044.2786376	722044.2790998	80	722047.6348288	722047.6355329	40	722050.9841861	722050.9846852	100	imm	722052.2582781	722052.7701982	722052.7720309	120.0	2.0	722055.1062437
138.79833984375	0.0	80	284259	8	83	906	1	1	722057.2116952	722057.2121664	80	722060.2832	722060.2837093	40	722063.798406	722063.7988901	100	imm	722065.5864799	722066.0957875	722066.0960167	120.0	3.0	722067.4100356
141.86962890625	0.0	40	290549	8	83	906	1	1	722057.2116952	722057.2121664	80	722060.2832	722060.2837093	40	722063.798406	722063.7988901	100	imm	722065.5864799	722066.0957875	722066.0960167	120.0	3.0	722067.4100356
145.384765625	0.0	100	297748	8	83	906	1	1	722057.2116952	722057.2121664	80	722060.2832	722060.2837093	40	722063.798406	722063.7988901	100	imm	722065.5864799	722066.0957875	722066.0960167	120.0	3.0	722067.4100356
147.6826171875	0.0	120	302454	8	83	906	1	1	722057.2116952	722057.2121664	80	722060.2832	722060.2837093	40	722063.798406	722063.7988901	100	imm	722065.5864799	722066.0957875	722066.0960167	120.0	3.0	722067.4100356
151.09814453125	0.0	80	309449	9	100	560	0	0	722069.5115062	722069.5119546	80	722072.5355551	722072.5359955	40	722075.8302348	722075.8307771	100	imm	722078.3858747	nan	nan	nan	nan	nan
154.1220703125	0.0	40	315642	9	100	560	0	0	722069.5115062	722069.5119546	80	722072.5355551	722072.5359955	40	722075.8302348	722075.8307771	100	imm	722078.3858747	nan	nan	nan	nan	nan
157.41650390625	0.0	100	322389	9	100	560	0	0	722069.5115062	722069.5119546	80	722072.5355551	722072.5359955	40	722075.8302348	722075.8307771	100	imm	722078.3858747	nan	nan	nan	nan	nan
162.93212890625	0.0	80	333685	10	70	30	0	1	722081.3458966	722081.3463644	80	722084.6883967	722084.688857	40	722087.7968008	722087.7972709	100	del	722089.52255	nan	nan	nan	nan	nan
166.2744140625	0.0	40	340530	10	70	30	0	1	722081.3458966	722081.3463644	80	722084.6883967	722084.688857	40	722087.7968008	722087.7972709	100	del	722089.52255	nan	nan	nan	nan	nan
169.3828125	0.0	100	346896	10	70	30	0	1	722081.3458966	722081.3463644	80	722084.6883967	722084.688857	40	722087.7968008	722087.7972709	100	del	722089.52255	nan	nan	nan	nan	nan
173.80859375	0.0	80	355960	11	73	906	1	1	722092.2229135	722092.2233968	80	722095.4614866	722095.4619314	40	722098.961666	722098.9620676	100	imm	722099.7223879	722100.2334694	722100.2338289	120.0	1.0	722102.466444
177.04736328125	0.0	40	362593	11	73	906	1	1	722092.2229135	722092.2233968	80	722095.4614866	722095.4619314	40	722098.961666	722098.9620676	100	imm	722099.7223879	722100.2334694	722100.2338289	120.0	1.0	722102.466444
180.54736328125	0.0	100	369761	11	73	906	1	1	722092.2229135	722092.2233968	80	722095.4614866	722095.4619314	40	722098.961666	722098.9620676	100	imm	722099.7223879	722100.2334694	722100.2338289	120.0	1.0	722102.466444
181.8193359375	0.0	120	372366	11	73	906	1	1	722092.2229135	722092.2233968	80	722095.4614866	722095.4619314	40	722098.961666	722098.9620676	100	imm	722099.7223879	722100.2334694	722100.2338289	120.0	1.0	722102.466444
186.1455078125	0.0	80	381226	12	50	180	1	1	722104.5599217	722104.560383	80	722107.996714	722107.9971791	40	722111.3325851	722111.3331836	100	imm	722112.7076303	722113.2215483	722113.2220225	120.0	1.0	722115.7381757
189.58203125	0.0	40	388264	12	50	180	1	1	722104.5599217	722104.560383	80	722107.996714	722107.9971791	40	722111.3325851	722111.3331836	100	imm	722112.7076303	722113.2215483	722113.2220225	120.0	1.0	722115.7381757
192.91796875	0.0	100	395096	12	50	180	1	1	722104.5599217	722104.560383	80	722107.996714	722107.9971791	40	722111.3325851	722111.3331836	100	imm	722112.7076303	722113.2215483	722113.2220225	120.0	1.0	722115.7381757
194.806640625	0.0	120	398964	12	50	180	1	1	722104.5599217	722104.560383	80	722107.996714	722107.9971791	40	722111.3325851	722111.3331836	100	imm	722112.7076303	722113.2215483	722113.2220225	120.0	1.0	722115.7381757
199.52783203125	0.0	80	408633	13	50	1470	0	1	722117.9427823	722117.9432178	80	722121.0460057	722121.0464595	40	722124.2737427	722124.274167	100	imm	722126.0656745	nan	nan	nan	nan	nan
202.63134765625	0.0	40	414989	13	50	1470	0	1	722117.9427823	722117.9432178	80	722121.0460057	722121.0464595	40	722124.2737427	722124.274167	100	imm	722126.0656745	nan	nan	nan	nan	nan
205.85888671875	0.0	100	421599	13	50	1470	0	1	722117.9427823	722117.9432178	80	722121.0460057	722121.0464595	40	722124.2737427	722124.274167	100	imm	722126.0656745	nan	nan	nan	nan	nan
210.40966796875	0.0	80	430919	14	90	180	1	1	722128.8246975	722128.8251864	80	722131.8931205	722131.8937046	40	722135.2018313	722135.2023026	100	imm	722137.2576754	722137.7694118	722137.7697941	120.0	3.0	722141.7784895
213.47802734375	0.0	40	437203	14	90	180	1	1	722128.8246975	722128.8251864	80	722131.8931205	722131.8937046	40	722135.2018313	722135.2023026	100	imm	722137.2576754	722137.7694118	722137.7697941	120.0	3.0	722141.7784895
216.78662109375	0.0	100	443979	14	90	180	1	1	722128.8246975	722128.8251864	80	722131.8931205	722131.8937046	40	722135.2018313	722135.2023026	100	imm	722137.2576754	722137.7694118	722137.7697941	120.0	3.0	722141.7784895
219.35400390625	0.0	120	449237	14	90	180	1	1	722128.8246975	722128.8251864	80	722131.8931205	722131.8937046	40	722135.2018313	722135.2023026	100	imm	722137.2576754	722137.7694118	722137.7697941	120.0	3.0	722141.7784895
225.49462890625	0.0	80	461813	15	100	1470	0	1	722143.9099596	722143.911048	80	722147.1104246	722147.1108536	40	722150.4158621	722150.4163731	100	imm	722151.7939279	nan	nan	nan	nan	nan
228.69482421875	0.0	40	468367	15	100	1470	0	1	722143.9099596	722143.911048	80	722147.1104246	722147.1108536	40	722150.4158621	722150.4163731	100	imm	722151.7939279	nan	nan	nan	nan	nan
232.00048828125	0.0	100	475137	15	100	1470	0	1	722143.9099596	722143.911048	80	722147.1104246	722147.1108536	40	722150.4158621	722150.4163731	100	imm	722151.7939279	nan	nan	nan	nan	nan
236.0205078125	0.0	80	483370	16	100	180	1	1	722154.4362327	722154.4366653	80	722157.5891739	722157.5895654	40	722160.9109307	722160.9116958	100	imm	722163.6978854	722164.2073633	722164.2076774	120.0	2.0	722165.3939573
239.17333984375	0.0	40	489827	16	100	180	1	1	722154.4362327	722154.4366653	80	722157.5891739	722157.5895654	40	722160.9109307	722160.9116958	100	imm	722163.6978854	722164.2073633	722164.2076774	120.0	2.0	722165.3939573
242.4951171875	0.0	100	496630	16	100	180	1	1	722154.4362327	722154.4366653	80	722157.5891739	722157.5895654	40	722160.9109307	722160.9116958	100	imm	722163.6978854	722164.2073633	722164.2076774	120.0	2.0	722165.3939573
245.79150390625	0.0	120	503381	16	100	180	1	1	722154.4362327	722154.4366653	80	722157.5891739	722157.5895654	40	722160.9109307	722160.9116958	100	imm	722163.6978854	722164.2073633	722164.2076774	120.0	2.0	722165.3939573
249.1259765625	0.0	80	510210	17	80	120	0	1	722167.5418565	722167.5424287	80	722170.9624199	722170.9628948	40	722174.4673021	722174.4677279	100	imm	722175.802004	nan	nan	nan	nan	nan
252.54638671875	0.0	40	517215	17	80	120	0	1	722167.5418565	722167.5424287	80	722170.9624199	722170.9628948	40	722174.4673021	722174.4677279	100	imm	722175.802004	nan	nan	nan	nan	nan
256.05126953125	0.0	100	524393	17	80	120	0	1	722167.5418565	722167.5424287	80	722170.9624199	722170.9628948	40	722174.4673021	722174.4677279	100	imm	722175.802004	nan	nan	nan	nan	nan
260.26953125	0.0	80	533032	18	93	120	0	1	722178.6858168	722178.6863256	80	722181.865614	722181.8660479	40	722185.1706161	722185.1711358	100	imm	722186.9859427	nan	nan	nan	nan	nan
263.44921875	0.0	40	539544	18	93	120	0	1	722178.6858168	722178.6863256	80	722181.865614	722181.8660479	40	722185.1706161	722185.1711358	100	imm	722186.9859427	nan	nan	nan	nan	nan
266.75439453125	0.0	100	546313	18	93	120	0	1	722178.6858168	722178.6863256	80	722181.865614	722181.8660479	40	722185.1706161	722185.1711358	100	imm	722186.9859427	nan	nan	nan	nan	nan
271.14111328125	0.0	80	555297	19	73	1470	0	1	722189.5576126	722189.5580757	80	722193.0181458	722193.0185829	40	722196.4710268	722196.4715888	100	imm	722197.2415159	nan	nan	nan	nan	nan
274.6015625	0.0	40	562384	19	73	1470	0	1	722189.5576126	722189.5580757	80	722193.0181458	722193.0185829	40	722196.4710268	722196.4715888	100	imm	722197.2415159	nan	nan	nan	nan	nan
278.05419921875	0.0	100	569455	19	73	1470	0	1	722189.5576126	722189.5580757	80	722193.0181458	722193.0185829	40	722196.4710268	722196.4715888	100	imm	722197.2415159	nan	nan	nan	nan	nan
281.7509765625	0.0	80	577026	20	97	180	1	0	722200.1676027	722200.1680587	80	722203.3058318	722203.3062992	40	722206.6161729	722206.6166608	100	imm	722208.5219764	722209.0352625	722209.0357821	120.0	2.0	722210.0418244
284.88916015625	0.0	40	583453	20	97	180	1	0	722200.1676027	722200.1680587	80	722203.3058318	722203.3062992	40	722206.6161729	722206.6166608	100	imm	722208.5219764	722209.0352625	722209.0357821	120.0	2.0	722210.0418244
288.19921875	0.0	100	590232	20	97	180	1	0	722200.1676027	722200.1680587	80	722203.3058318	722203.3062992	40	722206.6161729	722206.6166608	100	imm	722208.5219764	722209.0352625	722209.0357821	120.0	2.0	722210.0418244
290.6181640625	0.0	120	595186	20	97	180	1	0	722200.1676027	722200.1680587	80	722203.3058318	722203.3062992	40	722206.6161729	722206.6166608	100	imm	722208.5219764	722209.0352625	722209.0357821	120.0	2.0	722210.0418244
311.8974609375	0.0	80	638766	21	57	1470	0	1	722230.3149738	722230.3154983	80	722233.5353943	722233.5359264	40	722236.7050666	722236.7055364	100	imm	722237.9302656	nan	nan	nan	nan	nan
315.11767578125	0.0	40	645361	21	57	1470	0	1	722230.3149738	722230.3154983	80	722233.5353943	722233.5359264	40	722236.7050666	722236.7055364	100	imm	722237.9302656	nan	nan	nan	nan	nan
318.287109375	0.0	100	651852	21	57	1470	0	1	722230.3149738	722230.3154983	80	722233.5353943	722233.5359264	40	722236.7050666	722236.7055364	100	imm	722237.9302656	nan	nan	nan	nan	nan
322.11181640625	0.0	80	659685	22	100	906	1	1	722240.5298896	722240.5302882	80	722243.6271107	722243.6275688	40	722246.8523889	722246.8528891	100	del	722248.1460493	722248.6585681	722248.6589627	120.0	2.0	722250.4816647
325.208984375	0.0	40	666028	22	100	906	1	1	722240.5298896	722240.5302882	80	722243.6271107	722243.6275688	40	722246.8523889	722246.8528891	100	del	722248.1460493	722248.6585681	722248.6589627	120.0	2.0	722250.4816647
328.4345703125	0.0	100	672634	22	100	906	1	1	722240.5298896	722240.5302882	80	722243.6271107	722243.6275688	40	722246.8523889	722246.8528891	100	del	722248.1460493	722248.6585681	722248.6589627	120.0	2.0	722250.4816647
330.24072265625	0.0	120	676333	22	100	906	1	1	722240.5298896	722240.5302882	80	722243.6271107	722243.6275688	40	722246.8523889	722246.8528891	100	del	722248.1460493	722248.6585681	722248.6589627	120.0	2.0	722250.4816647
334.12646484375	0.0	80	684291	23	87	560	0	1	722252.5445105	722252.5449605	80	722255.8516775	722255.8521749	40	722259.1007604	722259.1012816	100	imm	722262.6028253	nan	nan	nan	nan	nan
337.43359375	0.0	40	691064	23	87	560	0	1	722252.5445105	722252.5449605	80	722255.8516775	722255.8521749	40	722259.1007604	722259.1012816	100	imm	722262.6028253	nan	nan	nan	nan	nan
340.6826171875	0.0	100	697718	23	87	560	0	1	722252.5445105	722252.5449605	80	722255.8516775	722255.8521749	40	722259.1007604	722259.1012816	100	imm	722262.6028253	nan	nan	nan	nan	nan
347.05126953125	0.0	80	710761	24	63	120	0	1	722265.4695363	722265.4700557	80	722268.8271448	722268.8275696	40	722272.1599759	722272.1604826	100	imm	722273.2174213	nan	nan	nan	nan	nan
350.40869140625	0.0	40	717637	24	63	120	0	1	722265.4695363	722265.4700557	80	722268.8271448	722268.8275696	40	722272.1599759	722272.1604826	100	imm	722273.2174213	nan	nan	nan	nan	nan
353.7412109375	0.0	100	724462	24	63	120	0	1	722265.4695363	722265.4700557	80	722268.8271448	722268.8275696	40	722272.1599759	722272.1604826	100	imm	722273.2174213	nan	nan	nan	nan	nan
357.333984375	0.0	80	731820	25	77	906	1	0	722275.7526782	722275.7531788	80	722278.7936246	722278.7939821	40	722281.9673544	722281.967875	100	imm	722283.7302499	722284.239092	722284.2393548	120.0	2.0	722287.9935113
360.375	0.0	40	738048	25	77	906	1	0	722275.7526782	722275.7531788	80	722278.7936246	722278.7939821	40	722281.9673544	722281.967875	100	imm	722283.7302499	722284.239092	722284.2393548	120.0	2.0	722287.9935113
363.54833984375	0.0	100	744547	25	77	906	1	0	722275.7526782	722275.7531788	80	722278.7936246	722278.7939821	40	722281.9673544	722281.967875	100	imm	722283.7302499	722284.239092	722284.2393548	120.0	2.0	722287.9935113
365.8203125	0.0	120	749200	25	77	906	1	0	722275.7526782	722275.7531788	80	722278.7936246	722278.7939821	40	722281.9673544	722281.967875	100	imm	722283.7302499	722284.239092	722284.2393548	120.0	2.0	722287.9935113
371.85546875	0.0	80	761560	26	80	340	1	1	722290.2745594	722290.2750884	80	722293.6095839	722293.6100702	40	722296.8269776	722296.8275851	100	imm	722299.6739762	722300.1870156	722300.1875054	120.0	3.0	722301.7218872
375.1904296875	0.0	40	768390	26	80	340	1	1	722290.2745594	722290.2750884	80	722293.6095839	722293.6100702	40	722296.8269776	722296.8275851	100	imm	722299.6739762	722300.1870156	722300.1875054	120.0	3.0	722301.7218872
378.40771484375	0.0	100	774979	26	80	340	1	1	722290.2745594	722290.2750884	80	722293.6095839	722293.6100702	40	722296.8269776	722296.8275851	100	imm	722299.6739762	722300.1870156	722300.1875054	120.0	3.0	722301.7218872
381.767578125	0.0	120	781860	26	80	340	1	1	722290.2745594	722290.2750884	80	722293.6095839	722293.6100702	40	722296.8269776	722296.8275851	100	imm	722299.6739762	722300.1870156	722300.1875054	120.0	3.0	722301.7218872
385.72607421875	0.0	80	789967	27	63	30	0	0	722304.1453489	722304.1458307	80	722307.5123626	722307.512821	40	722311.009787	722311.0103705	100	imm	722313.3698003	nan	nan	nan	nan	nan
389.0927734375	0.0	40	796862	27	63	30	0	0	722304.1453489	722304.1458307	80	722307.5123626	722307.512821	40	722311.009787	722311.0103705	100	imm	722313.3698003	nan	nan	nan	nan	nan
392.59033203125	0.0	100	804025	27	63	30	0	0	722304.1453489	722304.1458307	80	722307.5123626	722307.512821	40	722311.009787	722311.0103705	100	imm	722313.3698003	nan	nan	nan	nan	nan
397.732421875	0.0	80	814556	28	73	120	0	0	722316.1521906	722316.152649	80	722319.3223132	722319.3228204	40	722322.3885817	722322.3890555	100	imm	722323.0092476	nan	nan	nan	nan	nan
400.90234375	0.0	40	821048	28	73	120	0	0	722316.1521906	722316.152649	80	722319.3223132	722319.3228204	40	722322.3885817	722322.3890555	100	imm	722323.0092476	nan	nan	nan	nan	nan
403.96875	0.0	100	827328	28	73	120	0	0	722316.1521906	722316.152649	80	722319.3223132	722319.3228204	40	722322.3885817	722322.3890555	100	imm	722323.0092476	nan	nan	nan	nan	nan
407.4091796875	0.0	80	834374	29	60	30	0	0	722325.8289968	722325.829267	80	722329.2257622	722329.2262537	40	722332.4469089	722332.447236	100	imm	722332.9775188	nan	nan	nan	nan	nan
410.8056640625	0.0	40	841330	29	60	30	0	0	722325.8289968	722325.829267	80	722329.2257622	722329.2262537	40	722332.4469089	722332.447236	100	imm	722332.9775188	nan	nan	nan	nan	nan
414.02685546875	0.0	100	847927	29	60	30	0	0	722325.8289968	722325.829267	80	722329.2257622	722329.2262537	40	722332.4469089	722332.447236	100	imm	722332.9775188	nan	nan	nan	nan	nan
417.12109375	0.0	80	854264	30	60	120	0	1	722335.541445	722335.5419913	80	722338.6819862	722338.6824446	40	722341.772304	722341.772981	100	imm	722342.4510797	nan	nan	nan	nan	nan
420.26171875	0.0	40	860696	30	60	120	0	1	722335.541445	722335.5419913	80	722338.6819862	722338.6824446	40	722341.772304	722341.772981	100	imm	722342.4510797	nan	nan	nan	nan	nan
423.35205078125	0.0	100	867025	30	60	120	0	1	722335.541445	722335.5419913	80	722338.6819862	722338.6824446	40	722341.772304	722341.772981	100	imm	722342.4510797	nan	nan	nan	nan	nan
426.6904296875	0.0	80	873862	31	60	560	0	1	722345.1111013	722345.11158	80	722348.3392713	722348.3398515	40	722351.6135858	722351.6140145	100	imm	722352.7860431	nan	nan	nan	nan	nan
429.9189453125	0.0	40	880474	31	60	560	0	1	722345.1111013	722345.11158	80	722348.3392713	722348.3398515	40	722351.6135858	722351.6140145	100	imm	722352.7860431	nan	nan	nan	nan	nan
433.19287109375	0.0	100	887179	31	60	560	0	1	722345.1111013	722345.11158	80	722348.3392713	722348.3398515	40	722351.6135858	722351.6140145	100	imm	722352.7860431	nan	nan	nan	nan	nan
437.1123046875	0.0	80	895206	32	53	68	1	1	722355.5330533	722355.533558	80	722358.9783101	722358.9787943	40	722362.2507418	722362.2512141	100	imm	722366.6896571	722367.2015995	722367.2020589	120.0	3.0	722368.0891548
440.5576171875	0.0	40	902262	32	53	68	1	1	722355.5330533	722355.533558	80	722358.9783101	722358.9787943	40	722362.2507418	722362.2512141	100	imm	722366.6896571	722367.2015995	722367.2020589	120.0	3.0	722368.0891548
443.830078125	0.0	100	908964	32	53	68	1	1	722355.5330533	722355.533558	80	722358.9783101	722358.9787943	40	722362.2507418	722362.2512141	100	imm	722366.6896571	722367.2015995	722367.2020589	120.0	3.0	722368.0891548
448.78076171875	0.0	120	919103	32	53	68	1	1	722355.5330533	722355.533558	80	722358.9783101	722358.9787943	40	722362.2507418	722362.2512141	100	imm	722366.6896571	722367.2015995	722367.2020589	120.0	3.0	722368.0891548
452.15576171875	0.0	80	926015	33	93	68	1	0	722370.5769261	722370.5773877	80	722373.9037894	722373.9043209	40	722377.3952786	722377.3957684	100	del	722378.8581391	722379.3683921	722379.368989	120.0	4.0	722380.9861866
455.482421875	0.0	40	932828	33	93	68	1	0	722370.5769261	722370.5773877	80	722373.9037894	722373.9043209	40	722377.3952786	722377.3957684	100	del	722378.8581391	722379.3683921	722379.368989	120.0	4.0	722380.9861866
458.97412109375	0.0	100	939979	33	93	68	1	0	722370.5769261	722370.5773877	80	722373.9037894	722373.9043209	40	722377.3952786	722377.3957684	100	del	722378.8581391	722379.3683921	722379.368989	120.0	4.0	722380.9861866
460.947265625	0.0	120	944020	33	93	68	1	0	722370.5769261	722370.5773877	80	722373.9037894	722373.9043209	40	722377.3952786	722377.3957684	100	del	722378.8581391	722379.3683921	722379.368989	120.0	4.0	722380.9861866
464.69873046875	0.0	80	951703	34	63	68	1	0	722383.1200197	722383.1203516	80	722386.4655607	722386.466017	40	722389.6243244	722389.6247709	100	imm	722392.1853339	722392.6965455	722392.6970095	120.0	2.0	722395.0976334
468.0439453125	0.0	40	958554	34	63	68	1	0	722383.1200197	722383.1203516	80	722386.4655607	722386.466017	40	722389.6243244	722389.6247709	100	imm	722392.1853339	722392.6965455	722392.6970095	120.0	2.0	722395.0976334
471.20263671875	0.0	100	965023	34	63	68	1	0	722383.1200197	722383.1203516	80	722386.4655607	722386.466017	40	722389.6243244	722389.6247709	100	imm	722392.1853339	722392.6965455	722392.6970095	120.0	2.0	722395.0976334
474.27490234375	0.0	120	971315	34	63	68	1	0	722383.1200197	722383.1203516	80	722386.4655607	722386.466017	40	722389.6243244	722389.6247709	100	imm	722392.1853339	722392.6965455	722392.6970095	120.0	2.0	722395.0976334
479.0244140625	0.0	80	981042	35	67	68	1	0	722397.4458657	722397.4460746	80	722400.8013376	722400.8018074	40	722403.848244	722403.8488748	100	imm	722405.4589278	722405.9687039	722405.9690377	120.0	2.0	722406.8338087
482.37939453125	0.0	40	987913	35	67	68	1	0	722397.4458657	722397.4460746	80	722400.8013376	722400.8018074	40	722403.848244	722403.8488748	100	imm	722405.4589278	722405.9687039	722405.9690377	120.0	2.0	722406.8338087
485.42626953125	0.0	100	994153	35	67	68	1	0	722397.4458657	722397.4460746	80	722400.8013376	722400.8018074	40	722403.848244	722403.8488748	100	imm	722405.4589278	722405.9687039	722405.9690377	120.0	2.0	722406.8338087
487.546875	0.0	120	998496	35	67	68	1	0	722397.4458657	722397.4460746	80	722400.8013376	722400.8018074	40	722403.848244	722403.8488748	100	imm	722405.4589278	722405.9687039	722405.9690377	120.0	2.0	722406.8338087
490.55322265625	0.0	80	1004653	36	57	120	0	1	722408.9751773	722408.9755848	80	722412.0948436	722412.0953686	40	722415.4379801	722415.4383248	100	imm	722416.7230493	nan	nan	nan	nan	nan
493.6728515625	0.0	40	1011042	36	57	120	0	1	722408.9751773	722408.9755848	80	722412.0948436	722412.0953686	40	722415.4379801	722415.4383248	100	imm	722416.7230493	nan	nan	nan	nan	nan
497.015625	0.0	100	1017888	36	57	120	0	1	722408.9751773	722408.9755848	80	722412.0948436	722412.0953686	40	722415.4379801	722415.4383248	100	imm	722416.7230493	nan	nan	nan	nan	nan
501.24072265625	0.0	80	1026541	37	70	250	0	0	722419.6627651	722419.6633275	80	722422.8428231	722422.8433073	40	722426.2468731	722426.247396	100	imm	722426.7700563	nan	nan	nan	nan	nan
504.42041015625	0.0	40	1033053	37	70	250	0	0	722419.6627651	722419.6633275	80	722422.8428231	722422.8433073	40	722426.2468731	722426.247396	100	imm	722426.7700563	nan	nan	nan	nan	nan
507.82421875	0.0	100	1040024	37	70	250	0	0	722419.6627651	722419.6633275	80	722422.8428231	722422.8433073	40	722426.2468731	722426.247396	100	imm	722426.7700563	nan	nan	nan	nan	nan
