onset	duration	trial_type	electrodes_involved_onset	electrodes_involved_offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_site_num	electrical_stimulation_current	notes	status	status_description
1244.096191	0.0002	electrical_stimulation	n/a	n/a	2547909	n/a	biphasic	RK4-RK5	106-107	1.0 mA	n/a	good	n/a
1248.167969	0.0002	electrical_stimulation	n/a	n/a	2556248	n/a	biphasic	RK4-RK5	106-107	1.0 mA	n/a	good	n/a
1251.624512	0.0002	electrical_stimulation	n/a	n/a	2563327	n/a	biphasic	RK4-RK5	106-107	1.0 mA	n/a	good	n/a
1286.59668	0.0002	electrical_stimulation	n/a	n/a	2634950	n/a	biphasic	RK5-RK6	107-108	1.0 mA	n/a	good	n/a
1290.22998	0.0002	electrical_stimulation	n/a	n/a	2642391	n/a	biphasic	RK5-RK6	107-108	1.0 mA	n/a	good	n/a
1295.365234	0.0002	electrical_stimulation	n/a	n/a	2652908	n/a	biphasic	RK5-RK6	107-108	1.0 mA	n/a	bad	n/a
1299.275391	0.0002	electrical_stimulation	n/a	n/a	2660916	n/a	biphasic	RK5-RK6	107-108	1.0 mA	n/a	good	n/a
1303.404297	0.0002	electrical_stimulation	n/a	n/a	2669372	n/a	biphasic	RK5-RK6	107-108	1.0 mA	n/a	good	n/a
1308.737305	0.0002	electrical_stimulation	n/a	n/a	2680294	n/a	biphasic	RK5-RK6	107-108	1.0 mA	n/a	good	n/a
1312.412598	0.0002	electrical_stimulation	n/a	n/a	2687821	n/a	biphasic	RK5-RK6	107-108	1.0 mA	n/a	good	n/a
1316.265137	0.0002	electrical_stimulation	n/a	n/a	2695711	n/a	biphasic	RK5-RK6	107-108	1.0 mA	n/a	good	n/a
1320.180664	0.0002	electrical_stimulation	n/a	n/a	2703730	n/a	biphasic	RK5-RK6	107-108	1.0 mA	n/a	good	n/a
1324.293945	0.0002	electrical_stimulation	n/a	n/a	2712154	n/a	biphasic	RK5-RK6	107-108	1.0 mA	n/a	good	n/a
1357.837402	0.0002	electrical_stimulation	n/a	n/a	2780851	n/a	biphasic	RK6-RK7	108-109	1.0 mA	n/a	good	n/a
1361.825684	0.0002	electrical_stimulation	n/a	n/a	2789019	n/a	biphasic	RK6-RK7	108-109	1.0 mA	n/a	good	n/a
1365.82959	0.0002	electrical_stimulation	n/a	n/a	2797219	n/a	biphasic	RK6-RK7	108-109	1.0 mA	n/a	good	n/a
1369.864258	0.0002	electrical_stimulation	n/a	n/a	2805482	n/a	biphasic	RK6-RK7	108-109	1.0 mA	n/a	good	n/a
1373.347168	0.0002	electrical_stimulation	n/a	n/a	2812615	n/a	biphasic	RK6-RK7	108-109	1.0 mA	n/a	good	n/a
1377.001465	0.0002	electrical_stimulation	n/a	n/a	2820099	n/a	biphasic	RK6-RK7	108-109	1.0 mA	n/a	good	n/a
1383.549316	0.0002	electrical_stimulation	n/a	n/a	2833509	n/a	biphasic	RK6-RK7	108-109	1.0 mA	n/a	good	n/a
1388.637695	0.0002	electrical_stimulation	n/a	n/a	2843930	n/a	biphasic	RK6-RK7	108-109	1.0 mA	n/a	good	n/a
1392.474609	0.0002	electrical_stimulation	n/a	n/a	2851788	n/a	biphasic	RK6-RK7	108-109	1.0 mA	n/a	good	n/a
1395.263672	0.0002	electrical_stimulation	n/a	n/a	2857500	n/a	biphasic	RK6-RK7	108-109	1.0 mA	n/a	good	n/a
1416.587891	0.0002	electrical_stimulation	n/a	n/a	2901172	n/a	biphasic	RK7-RK8	109-110	1.0 mA	n/a	good	n/a
1420.397949	0.0002	electrical_stimulation	n/a	n/a	2908975	n/a	biphasic	RK7-RK8	109-110	1.0 mA	n/a	good	n/a
1423.782227	0.0002	electrical_stimulation	n/a	n/a	2915906	n/a	biphasic	RK7-RK8	109-110	1.0 mA	n/a	bad	n/a
1427.639648	0.0002	electrical_stimulation	n/a	n/a	2923806	n/a	biphasic	RK7-RK8	109-110	1.0 mA	n/a	good	n/a
1430.480957	0.0002	electrical_stimulation	n/a	n/a	2929625	n/a	biphasic	RK7-RK8	109-110	1.0 mA	n/a	good	n/a
1434.729492	0.0002	electrical_stimulation	n/a	n/a	2938326	n/a	biphasic	RK7-RK8	109-110	1.0 mA	n/a	good	n/a
1454.118164	0.0002	electrical_stimulation	n/a	n/a	2978034	n/a	biphasic	RK7-RK8	109-110	1.0 mA	n/a	good	n/a
1459.800781	0.0002	electrical_stimulation	n/a	n/a	2989672	n/a	biphasic	RK7-RK8	109-110	1.0 mA	n/a	good	n/a
1465.290039	0.0002	electrical_stimulation	n/a	n/a	3000914	n/a	biphasic	RK7-RK8	109-110	1.0 mA	n/a	good	n/a
1468.496094	0.0002	electrical_stimulation	n/a	n/a	3007480	n/a	biphasic	RK7-RK8	109-110	1.0 mA	n/a	good	n/a
1471.848633	0.0002	electrical_stimulation	n/a	n/a	3014346	n/a	biphasic	RK7-RK8	109-110	1.0 mA	n/a	good	n/a
1511.605957	0.0002	electrical_stimulation	n/a	n/a	3095769	n/a	biphasic	RK8-RK9	110-111	6.0 mA	n/a	good	n/a
1521.688477	0.0002	electrical_stimulation	n/a	n/a	3116418	n/a	biphasic	RK8-RK9	110-111	6.0 mA	n/a	good	n/a
1532.108398	0.0002	electrical_stimulation	n/a	n/a	3137758	n/a	biphasic	RK8-RK9	110-111	1.0 mA	n/a	good	noise fixed when reference RN5
1537.050781	0.0002	electrical_stimulation	n/a	n/a	3147880	n/a	biphasic	RK8-RK9	110-111	1.0 mA	n/a	good	n/a
1539.970215	0.0002	electrical_stimulation	n/a	n/a	3153859	n/a	biphasic	RK8-RK9	110-111	1.0 mA	n/a	good	n/a
1543.479004	0.0002	electrical_stimulation	n/a	n/a	3161045	n/a	biphasic	RK8-RK9	110-111	1.0 mA	n/a	good	n/a
1546.820801	0.0002	electrical_stimulation	n/a	n/a	3167889	n/a	biphasic	RK8-RK9	110-111	1.0 mA	n/a	good	n/a
1550.417969	0.0002	electrical_stimulation	n/a	n/a	3175256	n/a	biphasic	RK8-RK9	110-111	1.0 mA	n/a	good	n/a
1553.561523	0.0002	electrical_stimulation	n/a	n/a	3181694	n/a	biphasic	RK8-RK9	110-111	1.0 mA	n/a	good	n/a
1556.861816	0.0002	electrical_stimulation	n/a	n/a	3188453	n/a	biphasic	RK8-RK9	110-111	1.0 mA	n/a	good	n/a
1559.504883	0.0002	electrical_stimulation	n/a	n/a	3193866	n/a	biphasic	RK8-RK9	110-111	1.0 mA	n/a	good	n/a
1562.894043	0.0002	electrical_stimulation	n/a	n/a	3200807	n/a	biphasic	RK8-RK9	110-111	1.0 mA	n/a	good	n/a
1586.849609	0.0002	electrical_stimulation	n/a	n/a	3249868	n/a	biphasic	RK9-RK10	111-112	1.0 mA	n/a	good	n/a
1620.5625	0.0002	electrical_stimulation	n/a	n/a	3318912	n/a	biphasic	RK9-RK10	111-112	1.0 mA	n/a	good	artifact fixed when reference RN5
1626.611328	0.0002	electrical_stimulation	n/a	n/a	3331300	n/a	biphasic	RK9-RK10	111-112	1.0 mA	n/a	good	n/a
1631.464844	0.0002	electrical_stimulation	n/a	n/a	3341240	n/a	biphasic	RK9-RK10	111-112	1.0 mA	n/a	good	n/a
1636.396973	0.0002	electrical_stimulation	n/a	n/a	3351341	n/a	biphasic	RK9-RK10	111-112	1.0 mA	n/a	good	artifacts fixed when reference RN5
1640.473633	0.0002	electrical_stimulation	n/a	n/a	3359690	n/a	biphasic	RK9-RK10	111-112	1.0 mA	n/a	good	n/a
1643.617188	0.0002	electrical_stimulation	n/a	n/a	3366128	n/a	biphasic	RK9-RK10	111-112	1.0 mA	n/a	good	n/a
1646.463379	0.0002	electrical_stimulation	n/a	n/a	3371957	n/a	biphasic	RK9-RK10	111-112	1.0 mA	n/a	good	n/a
1653.319336	0.0002	electrical_stimulation	n/a	n/a	3385998	n/a	biphasic	RK9-RK10	111-112	1.0 mA	n/a	good	artifacts fixed when reference RN5
1669.625488	0.0002	electrical_stimulation	n/a	n/a	3419393	n/a	biphasic	RK9-RK10	111-112	1.0 mA	n/a	good	n/a
1742.604492	0.0002	electrical_stimulation	n/a	n/a	3568854	n/a	biphasic	RP1-RP2	145-146	6.0 mA	n/a	good	n/a
1746.587891	0.0002	electrical_stimulation	n/a	n/a	3577012	n/a	biphasic	RP1-RP2	145-146	6.0 mA	n/a	good	n/a
1749.73584	0.0002	electrical_stimulation	n/a	n/a	3583459	n/a	biphasic	RP1-RP2	145-146	6.0 mA	n/a	good	n/a
1753.28125	0.0002	electrical_stimulation	n/a	n/a	3590720	n/a	biphasic	RP1-RP2	145-146	6.0 mA	n/a	good	n/a
1755.877441	0.0002	electrical_stimulation	n/a	n/a	3596037	n/a	biphasic	RP1-RP2	145-146	6.0 mA	n/a	good	n/a
1758.849121	0.0002	electrical_stimulation	n/a	n/a	3602123	n/a	biphasic	RP1-RP2	145-146	6.0 mA	n/a	good	n/a
1761.591797	0.0002	electrical_stimulation	n/a	n/a	3607740	n/a	biphasic	RP1-RP2	145-146	6.0 mA	n/a	good	n/a
1764.442871	0.0002	electrical_stimulation	n/a	n/a	3613579	n/a	biphasic	RP1-RP2	145-146	6.0 mA	n/a	good	n/a
1767.075684	0.0002	electrical_stimulation	n/a	n/a	3618971	n/a	biphasic	RP1-RP2	145-146	6.0 mA	n/a	good	n/a
1771.027344	0.0002	electrical_stimulation	n/a	n/a	3627064	n/a	biphasic	RP1-RP2	145-146	6.0 mA	n/a	good	artifacts fixed when reference RN5
1807.769531	0.0002	electrical_stimulation	n/a	n/a	3702312	n/a	biphasic	RP2-RP3	146-147	6.0 mA	n/a	good	noise fixed when reference RN5
1815.524414	0.0002	electrical_stimulation	n/a	n/a	3718194	n/a	biphasic	RP2-RP3	146-147	6.0 mA	n/a	good	n/a
1820.007813	0.0002	electrical_stimulation	n/a	n/a	3727376	n/a	biphasic	RP2-RP3	146-147	6.0 mA	n/a	good	n/a
1824.70459	0.0002	electrical_stimulation	n/a	n/a	3736995	n/a	biphasic	RP2-RP3	146-147	6.0 mA	n/a	good	n/a
1828.489258	0.0002	electrical_stimulation	n/a	n/a	3744746	n/a	biphasic	RP2-RP3	146-147	6.0 mA	n/a	good	n/a
1832.644531	0.0002	electrical_stimulation	n/a	n/a	3753256	n/a	biphasic	RP2-RP3	146-147	6.0 mA	n/a	good	n/a
1842.56543	0.0002	electrical_stimulation	n/a	n/a	3773574	n/a	biphasic	RP2-RP3	146-147	6.0 mA	n/a	good	n/a
1847.320313	0.0002	electrical_stimulation	n/a	n/a	3783312	n/a	biphasic	RP2-RP3	146-147	6.0 mA	n/a	good	noise fixed when reference RN5
1850.870605	0.0002	electrical_stimulation	n/a	n/a	3790583	n/a	biphasic	RP2-RP3	146-147	6.0 mA	n/a	good	n/a
1855.223633	0.0002	electrical_stimulation	n/a	n/a	3799498	n/a	biphasic	RP2-RP3	146-147	6.0 mA	n/a	good	artifact fixed when reference RN5
1860.144531	0.0002	electrical_stimulation	n/a	n/a	3809576	n/a	biphasic	RP2-RP3	146-147	6.0 mA	n/a	good	n/a
1882.26123	0.0002	electrical_stimulation	n/a	n/a	3854871	n/a	biphasic	RP3-RP4	147-148	6.0 mA	n/a	good	n/a
1885.899902	0.0002	electrical_stimulation	n/a	n/a	3862323	n/a	biphasic	RP3-RP4	147-148	6.0 mA	n/a	good	n/a
1889.439453	0.0002	electrical_stimulation	n/a	n/a	3869572	n/a	biphasic	RP3-RP4	147-148	6.0 mA	n/a	good	n/a
1893.297363	0.0002	electrical_stimulation	n/a	n/a	3877473	n/a	biphasic	RP3-RP4	147-148	6.0 mA	n/a	good	n/a
1896.941406	0.0002	electrical_stimulation	n/a	n/a	3884936	n/a	biphasic	RP3-RP4	147-148	6.0 mA	n/a	good	n/a
1903.208008	0.0002	electrical_stimulation	n/a	n/a	3897770	n/a	biphasic	RP3-RP4	147-148	6.0 mA	n/a	good	n/a
1906.377441	0.0002	electrical_stimulation	n/a	n/a	3904261	n/a	biphasic	RP3-RP4	147-148	6.0 mA	n/a	good	n/a
1909.91748	0.0002	electrical_stimulation	n/a	n/a	3911511	n/a	biphasic	RP3-RP4	147-148	6.0 mA	n/a	good	n/a
1913.40625	0.0002	electrical_stimulation	n/a	n/a	3918656	n/a	biphasic	RP3-RP4	147-148	6.0 mA	n/a	good	noise fixed when reference RN5
1916.330078	0.0002	electrical_stimulation	n/a	n/a	3924644	n/a	biphasic	RP3-RP4	147-148	6.0 mA	n/a	good	n/a
1945.854004	0.0002	electrical_stimulation	n/a	n/a	3985109	n/a	biphasic	RP4-RP5	148-149	6.0 mA	n/a	good	n/a
1949.513672	0.0002	electrical_stimulation	n/a	n/a	3992604	n/a	biphasic	RP4-RP5	148-149	6.0 mA	n/a	good	n/a
1953.022461	0.0002	electrical_stimulation	n/a	n/a	3999790	n/a	biphasic	RP4-RP5	148-149	6.0 mA	n/a	good	n/a
1956.150391	0.0002	electrical_stimulation	n/a	n/a	4006196	n/a	biphasic	RP4-RP5	148-149	6.0 mA	n/a	good	n/a
1959.200195	0.0002	electrical_stimulation	n/a	n/a	4012442	n/a	biphasic	RP4-RP5	148-149	6.0 mA	n/a	good	n/a
1962.573242	0.0002	electrical_stimulation	n/a	n/a	4019350	n/a	biphasic	RP4-RP5	148-149	6.0 mA	n/a	good	n/a
1965.857422	0.0002	electrical_stimulation	n/a	n/a	4026076	n/a	biphasic	RP4-RP5	148-149	6.0 mA	n/a	good	n/a
1968.625977	0.0002	electrical_stimulation	n/a	n/a	4031746	n/a	biphasic	RP4-RP5	148-149	6.0 mA	n/a	good	n/a
1971.419922	0.0002	electrical_stimulation	n/a	n/a	4037468	n/a	biphasic	RP4-RP5	148-149	6.0 mA	n/a	good	n/a
1975.21582	0.0002	electrical_stimulation	n/a	n/a	4045242	n/a	biphasic	RP4-RP5	148-149	6.0 mA	n/a	good	n/a
2003.898926	0.0002	electrical_stimulation	n/a	n/a	4103985	n/a	biphasic	RP5-RP6	149-150	6.0 mA	n/a	good	n/a
2012.095703	0.0002	electrical_stimulation	n/a	n/a	4120772	n/a	biphasic	RP5-RP6	149-150	6.0 mA	n/a	good	n/a
2014.931641	0.0002	electrical_stimulation	n/a	n/a	4126580	n/a	biphasic	RP5-RP6	149-150	6.0 mA	n/a	good	n/a
2018.685059	0.0002	electrical_stimulation	n/a	n/a	4134267	n/a	biphasic	RP5-RP6	149-150	6.0 mA	n/a	good	n/a
2021.776855	0.0002	electrical_stimulation	n/a	n/a	4140599	n/a	biphasic	RP5-RP6	149-150	6.0 mA	n/a	good	n/a
2025.035156	0.0002	electrical_stimulation	n/a	n/a	4147272	n/a	biphasic	RP5-RP6	149-150	6.0 mA	n/a	bad	n/a
2028.199219	0.0002	electrical_stimulation	n/a	n/a	4153752	n/a	biphasic	RP5-RP6	149-150	6.0 mA	n/a	good	n/a
2031.155762	0.0002	electrical_stimulation	n/a	n/a	4159807	n/a	biphasic	RP5-RP6	149-150	6.0 mA	n/a	good	n/a
2033.87207	0.0002	electrical_stimulation	n/a	n/a	4165370	n/a	biphasic	RP5-RP6	149-150	6.0 mA	n/a	good	n/a
2036.968262	0.0002	electrical_stimulation	n/a	n/a	4171711	n/a	biphasic	RP5-RP6	149-150	6.0 mA	n/a	good	n/a
2079.009277	0.0002	electrical_stimulation	n/a	n/a	4257811	n/a	biphasic	RQ9-RQ10	121-122	6.0 mA	n/a	good	n/a
2084.691895	0.0002	electrical_stimulation	n/a	n/a	4269449	n/a	biphasic	RQ9-RQ10	121-122	6.0 mA	n/a	good	n/a
2088.476563	0.0002	electrical_stimulation	n/a	n/a	4277200	n/a	biphasic	RQ9-RQ10	121-122	6.0 mA	n/a	good	n/a
2091.349121	0.0002	electrical_stimulation	n/a	n/a	4283083	n/a	biphasic	RQ9-RQ10	121-122	6.0 mA	n/a	good	n/a
2094.211426	0.0002	electrical_stimulation	n/a	n/a	4288945	n/a	biphasic	RQ9-RQ10	121-122	6.0 mA	n/a	good	n/a
2096.494629	0.0002	electrical_stimulation	n/a	n/a	4293621	n/a	biphasic	RQ9-RQ10	121-122	6.0 mA	n/a	good	n/a
2099.62793	0.0002	electrical_stimulation	n/a	n/a	4300038	n/a	biphasic	RQ9-RQ10	121-122	6.0 mA	n/a	good	n/a
2102.177246	0.0002	electrical_stimulation	n/a	n/a	4305259	n/a	biphasic	RQ9-RQ10	121-122	6.0 mA	n/a	good	n/a
