onset	duration	trial_type	value	sample	stimulus	target	blank_jitter_frames	accuracy	response_time	block
2615.181	0.0	nontarget	5	2615181	e	0	27.0	n/a	n/a	13
2617.714	0.0	target	6	2617714	q	1	49.0	1	0.453355	13
2617.998	0.5	BAD keypress	2	2617998	n/a	n/a	n/a	n/a	n/a	n/a
2618.248	0.0	keypress	4	2618248	n/a	n/a	n/a	n/a	n/a	n/a
2619.698	0.0	nontarget	5	2619698	x	0	28.0	n/a	n/a	13
2622.031	0.0	nontarget	5	2622031	c	0	37.0	n/a	n/a	13
2624.148	0.0	nontarget	5	2624148	w	0	24.0	n/a	n/a	13
2626.464	0.0	target	6	2626464	a	1	36.0	1	0.4390829	13
2626.781	0.5	BAD keypress	2	2626781	n/a	n/a	n/a	n/a	n/a	n/a
2627.031	0.0	keypress	4	2627031	n/a	n/a	n/a	n/a	n/a	n/a
2628.614	0.0	nontarget	5	2628614	i	0	36.0	n/a	n/a	13
2630.664	0.0	nontarget	5	2630664	t	0	20.0	n/a	n/a	13
2632.964	0.0	nontarget	5	2632964	ü	0	35.0	n/a	n/a	13
2635.264	0.0	nontarget	5	2635264	l	0	35.0	n/a	n/a	13
2637.697	0.0	target	6	2637697	a	1	43.0	1	0.4054231	13
2637.98	0.5	BAD keypress	2	2637980	n/a	n/a	n/a	n/a	n/a	n/a
2638.23	0.0	keypress	4	2638230	n/a	n/a	n/a	n/a	n/a	n/a
2639.614	0.0	nontarget	5	2639614	c	0	24.0	n/a	n/a	13
2641.647	0.0	nontarget	5	2641647	ö	0	19.0	n/a	n/a	13
2643.847	0.0	nontarget	5	2643847	s	0	29.0	n/a	n/a	13
2645.88	0.0	target	6	2645880	u	1	19.0	1	0.4619477	13
2646.18	0.5	BAD keypress	2	2646180	n/a	n/a	n/a	n/a	n/a	n/a
2646.43	0.0	keypress	4	2646430	n/a	n/a	n/a	n/a	n/a	n/a
2648.197	0.0	nontarget	5	2648197	d	0	47.0	n/a	n/a	13
2650.563	0.0	nontarget	5	2650563	b	0	39.0	n/a	n/a	13
2652.58	0.0	nontarget	5	2652580	x	0	18.0	n/a	n/a	13
2654.83	0.0	nontarget	5	2654830	e	0	32.0	n/a	n/a	13
2657.113	0.0	nontarget	5	2657113	g	0	34.0	n/a	n/a	13
2659.479	0.0	target	6	2659479	g	1	39.0	1	0.4616542	13
2659.779	0.5	BAD keypress	2	2659779	n/a	n/a	n/a	n/a	n/a	n/a
2660.029	0.0	keypress	4	2660029	n/a	n/a	n/a	n/a	n/a	n/a
2661.846	0.0	nontarget	5	2661846	z	0	50.0	n/a	n/a	13
2664.112	0.0	nontarget	5	2664112	p	0	33.0	n/a	n/a	13
2666.279	0.0	nontarget	5	2666279	ü	0	27.0	n/a	n/a	13
2668.379	0.0	nontarget	5	2668379	u	0	23.0	n/a	n/a	13
2670.779	0.0	nontarget	5	2670779	s	0	41.0	n/a	n/a	13
2672.729	0.0	target	6	2672729	u	1	14.0	1	0.4433672	13
2673.012	0.5	BAD keypress	2	2673012	n/a	n/a	n/a	n/a	n/a	n/a
2673.262	0.0	keypress	4	2673262	n/a	n/a	n/a	n/a	n/a	n/a
2674.862	0.0	target	6	2674862	ü	1	37.0	1	0.4379357	13
2675.162	0.5	BAD keypress	2	2675162	n/a	n/a	n/a	n/a	n/a	n/a
2675.412	0.0	keypress	4	2675412	n/a	n/a	n/a	n/a	n/a	n/a
2676.695	0.0	nontarget	5	2676695	g	0	18.0	n/a	n/a	13
2678.862	0.0	nontarget	5	2678862	o	0	27.0	n/a	n/a	13
2680.812	0.0	nontarget	5	2680812	b	0	14.0	n/a	n/a	13
2683.095	0.0	nontarget	5	2683095	s	0	34.0	n/a	n/a	13
2685.078	0.0	nontarget	5	2685078	ß	0	16.0	n/a	n/a	13
2687.128	0.0	nontarget	5	2687128	g	0	20.0	n/a	n/a	13
2689.645	0.0	nontarget	5	2689645	ä	0	48.0	n/a	n/a	13
2691.861	0.0	nontarget	5	2691861	x	0	30.0	n/a	n/a	13
2694.095	0.0	nontarget	5	2694095	t	0	31.0	n/a	n/a	13
2696.194	0.0	nontarget	5	2696194	q	0	23.0	n/a	n/a	13
2698.644	0.0	target	6	2698644	ä	1	44.0	1	0.462089	13
2698.961	0.5	BAD keypress	2	2698961	n/a	n/a	n/a	n/a	n/a	n/a
2699.211	0.0	keypress	4	2699211	n/a	n/a	n/a	n/a	n/a	n/a
2700.311	23.09900000000016	BAD_break	3	2700311	n/a	n/a	n/a	n/a	n/a	n/a
2723.91	0.0	nontarget	5	2723910	l	0	25.0	n/a	n/a	14
2725.96	0.0	nontarget	5	2725960	z	0	20.0	n/a	n/a	14
2727.91	0.0	nontarget	5	2727910	o	0	14.0	n/a	n/a	14
2730.443	0.0	target	6	2730443	o	1	49.0	1	0.4532092	14
2730.776	0.5	BAD keypress	2	2730776	n/a	n/a	n/a	n/a	n/a	n/a
2731.026	0.0	keypress	4	2731026	n/a	n/a	n/a	n/a	n/a	n/a
2732.509	0.0	nontarget	5	2732509	k	0	30.0	n/a	n/a	14
2734.709	0.0	nontarget	5	2734709	d	0	29.0	n/a	n/a	14
2736.993	0.0	nontarget	5	2736993	b	0	34.0	n/a	n/a	14
2738.943	0.0	nontarget	5	2738943	p	0	14.0	n/a	n/a	14
2741.443	0.0	nontarget	5	2741443	x	0	47.0	n/a	n/a	14
2743.592	0.0	target	6	2743592	b	1	26.0	1	0.3909644	14
2743.826	0.5	BAD keypress	2	2743826	n/a	n/a	n/a	n/a	n/a	n/a
2744.076	0.0	keypress	4	2744076	n/a	n/a	n/a	n/a	n/a	n/a
2745.492	0.0	nontarget	5	2745492	j	0	26.0	n/a	n/a	14
2747.842	0.0	nontarget	5	2747842	h	0	38.0	n/a	n/a	14
2750.142	0.0	nontarget	5	2750142	f	0	35.0	n/a	n/a	14
2752.159	0.0	nontarget	5	2752159	p	0	18.0	n/a	n/a	14
2754.409	0.0	nontarget	5	2754409	t	0	32.0	n/a	n/a	14
2756.508	0.0	nontarget	5	2756508	r	0	23.0	n/a	n/a	14
2759.008	0.0	nontarget	5	2759008	z	0	47.0	n/a	n/a	14
2761.192	0.0	nontarget	5	2761192	w	0	28.0	n/a	n/a	14
2763.442	0.0	nontarget	5	2763442	t	0	32.0	n/a	n/a	14
2765.825	0.0	target	6	2765825	l	1	40.0	1	0.4610348	14
2766.192	0.5	BAD keypress	2	2766192	n/a	n/a	n/a	n/a	n/a	n/a
2766.442	0.0	keypress	4	2766442	n/a	n/a	n/a	n/a	n/a	n/a
2767.858	0.0	target	6	2767858	x	1	26.0	1	0.3956298	14
2768.108	0.5	BAD keypress	2	2768108	n/a	n/a	n/a	n/a	n/a	n/a
2768.358	0.0	keypress	4	2768358	n/a	n/a	n/a	n/a	n/a	n/a
2769.625	0.0	nontarget	5	2769625	y	0	16.0	n/a	n/a	14
2771.625	0.0	nontarget	5	2771625	ö	0	17.0	n/a	n/a	14
2774.174	0.0	nontarget	5	2774174	j	0	50.0	n/a	n/a	14
2776.708	0.0	nontarget	5	2776708	d	0	49.0	n/a	n/a	14
2779.124	0.0	target	6	2779124	v	1	42.0	1	0.4087247	14
2779.408	0.5	BAD keypress	2	2779408	n/a	n/a	n/a	n/a	n/a	n/a
2779.658	0.0	keypress	4	2779658	n/a	n/a	n/a	n/a	n/a	n/a
2781.274	0.0	nontarget	5	2781274	t	0	38.0	n/a	n/a	14
2783.457	0.0	nontarget	5	2783457	s	0	28.0	n/a	n/a	14
2785.407	0.0	target	6	2785407	l	1	14.0	1	0.4452329	14
2785.707	0.5	BAD keypress	2	2785707	n/a	n/a	n/a	n/a	n/a	n/a
2785.957	0.0	keypress	4	2785957	n/a	n/a	n/a	n/a	n/a	n/a
2787.207	0.0	nontarget	5	2787207	ö	0	16.0	n/a	n/a	14
2789.574	0.0	nontarget	5	2789574	n	0	39.0	n/a	n/a	14
2791.774	0.0	target	6	2791774	k	1	29.0	1	0.4144023	14
2792.057	0.5	BAD keypress	2	2792057	n/a	n/a	n/a	n/a	n/a	n/a
2792.307	0.0	keypress	4	2792307	n/a	n/a	n/a	n/a	n/a	n/a
2794.024	0.0	nontarget	5	2794024	y	0	44.0	n/a	n/a	14
2795.973	0.0	nontarget	5	2795973	x	0	14.0	n/a	n/a	14
2797.94	0.0	nontarget	5	2797940	ö	0	15.0	n/a	n/a	14
2799.94	0.0	nontarget	5	2799940	g	0	17.0	n/a	n/a	14
2802.223	0.0	nontarget	5	2802223	o	0	34.0	n/a	n/a	14
2804.19	0.0	target	6	2804190	d	1	15.0	1	0.4294314	14
2804.457	0.5	BAD keypress	2	2804457	n/a	n/a	n/a	n/a	n/a	n/a
2804.707	0.0	keypress	4	2804707	n/a	n/a	n/a	n/a	n/a	n/a
2806.006	0.0	nontarget	5	2806006	w	0	19.0	n/a	n/a	14
2808.54	0.0	nontarget	5	2808540	j	0	49.0	n/a	n/a	14
2810.523	0.0	nontarget	5	2810523	c	0	16.0	n/a	n/a	14
2812.573	0.0	nontarget	5	2812573	ß	0	20.0	n/a	n/a	14
2814.989	0.0	nontarget	5	2814989	a	0	42.0	n/a	n/a	14
2817.306	0.0	target	6	2817306	c	1	36.0	1	0.4004855	14
2817.556	0.5	BAD keypress	2	2817556	n/a	n/a	n/a	n/a	n/a	n/a
2817.806	0.0	keypress	4	2817806	n/a	n/a	n/a	n/a	n/a	n/a
2819.356	0.0	nontarget	5	2819356	k	0	34.0	n/a	n/a	14
2821.839	0.0	nontarget	5	2821839	f	0	46.0	n/a	n/a	14
2823.806	0.0	nontarget	5	2823806	y	0	15.0	n/a	n/a	14
2826.189	0.0	nontarget	5	2826189	w	0	40.0	n/a	n/a	14
2828.289	0.0	nontarget	5	2828289	a	0	23.0	n/a	n/a	14
2830.672	0.0	nontarget	5	2830672	z	0	40.0	n/a	n/a	14
2833.172	0.0	nontarget	5	2833172	ä	0	47.0	n/a	n/a	14
2835.288	0.0	target	6	2835288	l	1	24.0	1	0.5126884	14
2835.655	0.5	BAD keypress	2	2835655	n/a	n/a	n/a	n/a	n/a	n/a
2835.905	0.0	keypress	4	2835905	n/a	n/a	n/a	n/a	n/a	n/a
2837.188	0.0	nontarget	5	2837188	v	0	18.0	n/a	n/a	14
2839.638	0.0	target	6	2839638	c	1	44.0	1	0.4185945	14
2839.938	0.5	BAD keypress	2	2839938	n/a	n/a	n/a	n/a	n/a	n/a
2840.188	0.0	keypress	4	2840188	n/a	n/a	n/a	n/a	n/a	n/a
2841.738	0.0	nontarget	5	2841738	i	0	34.0	n/a	n/a	14
2843.971	0.0	nontarget	5	2843971	t	0	31.0	n/a	n/a	14
2846.005	0.0	nontarget	5	2846005	ß	0	19.0	n/a	n/a	14
2848.155	0.0	nontarget	5	2848155	ü	0	26.0	n/a	n/a	14
2850.154	0.0	nontarget	5	2850154	h	0	17.0	n/a	n/a	14
2852.554	0.0	nontarget	5	2852554	p	0	41.0	n/a	n/a	14
2853.654	56.46500000000015	BAD_break	3	2853654	n/a	n/a	n/a	n/a	n/a	n/a
