onset	duration	TRIALTYPE	DELTAVALUE	RESPONSE_TIME	MEAN_VALUE	VALUE_RIGHT	VALUE_LEFT	CHOSE_RIGHT
375.0166	1.457	FoodChoice	0.786667	1.411374	0.6266665	1.02	0.23333299999999998	1.0
379.5166	3.0	Missed	-1.726666	n/a	1.4100000000000001	0.546667	2.273333	n/a
383.5165	1.457	FoodChoice	1.9400000000000004	0.589491	1.543333	2.5133330000000003	0.573333	1.0
389.5166	1.457	FoodChoice	0.02	0.776363	0.03	0.04	0.02	1.0
393.5166	1.457	FoodChoice	-0.020000000000000018	1.1383729999999999	0.556667	0.546667	0.566667	1.0
399.5166	1.457	FoodChoice	0.020000000000000018	1.507371	1.49	1.5	1.48	1.0
403.5166	1.457	FoodChoice	-0.01999999999999999	1.696449	0.083333	0.07333300000000001	0.093333	1.0
410.0165	1.457	FoodChoice	0.04666699999999979	0.674513	1.7033334999999998	1.7266669999999997	1.68	0.0
414.0166	1.457	FoodChoice	-1.553334	1.162441	0.9099999999999999	0.13333299999999998	1.686667	0.0
419.0166	1.457	FoodChoice	-0.646667	1.7844119999999999	0.7033335000000001	0.38	1.026667	0.0
