onset	duration	TRIALTYPE	DELTAVALUE	RESPONSE_TIME	MEAN_VALUE	VALUE_RIGHT	VALUE_LEFT	CHOSE_RIGHT
286.5166	3.0	Missed	0.026666999999999996	n/a	1.4866665000000001	1.5	1.473333	n/a
291.0168	1.457	FoodChoice	-1.8533330000000001	1.21906	1.0933335	0.166667	2.02	0.0
295.0167	1.457	FoodChoice	0.7266660000000005	0.699103	2.09	2.453333	1.7266669999999997	1.0
300.5167	1.457	FoodChoice	-0.24	1.108093	1.3533330000000001	1.233333	1.473333	0.0
305.5167	1.457	FoodChoice	0.046667	0.9661	0.0766665	0.1	0.053333000000000005	1.0
311.5167	1.457	FoodChoice	-0.086666	1.010099	0.10999999999999999	0.06666699999999999	0.153333	1.0
318.0168	1.457	FoodChoice	1.953334	0.6660659999999999	1.21	2.186667	0.23333299999999998	1.0
325.0168	1.457	FoodChoice	-0.0066669999999997565	1.598044	2.0166665000000004	2.0133330000000003	2.02	1.0
331.0168	1.457	FoodChoice	-0.5866660000000001	1.8280580000000002	1.98	1.686667	2.273333	0.0
337.0168	1.457	FoodChoice	0.020000000000000018	1.907012	1.03	1.04	1.02	0.0
342.5168	1.457	FoodChoice	0.006667000000000006	1.0720399999999999	0.1566665	0.16	0.153333	1.0
347.5167	1.457	FoodChoice	-0.006666999999999992	1.786096	0.06333349999999999	0.06	0.06666699999999999	0.0
351.5168	3.0	Missed	-0.07333299999999998	n/a	0.1966665	0.16	0.23333299999999998	n/a
355.5168	1.457	FoodChoice	-0.01333300000000004	0.754055	1.0133334999999999	1.006667	1.02	1.0
359.5168	1.457	FoodChoice	0.15333299999999994	0.728059	1.6033335	1.68	1.526667	1.0
363.5168	1.457	FoodChoice	0.0	0.722063	1.473333	1.473333	1.473333	1.0
369.5168	1.457	FoodChoice	-1.8866660000000002	0.8920370000000001	1.5100000000000002	0.566667	2.453333	0.0
375.0168	1.457	FoodChoice	-0.84	1.8470380000000002	0.586667	0.166667	1.006667	0.0
379.5168	1.457	FoodChoice	0.07333299999999998	1.010052	0.09666649999999999	0.13333299999999998	0.06	0.0
383.5167	1.457	FoodChoice	0.233333	0.9370870000000001	2.3366665	2.453333	2.22	1.0
389.5168	1.457	FoodChoice	-0.026666999999999996	2.935013	0.1733335	0.16	0.186667	0.0
393.5167	1.457	FoodChoice	0.866666	0.8001010000000001	1.04	1.473333	0.606667	1.0
399.5168	1.457	FoodChoice	-0.14666699999999988	0.9440620000000001	2.1133335	2.04	2.186667	0.0
403.5168	1.457	FoodChoice	0.06	2.163052	0.09	0.12	0.06	0.0
410.0168	1.457	FoodChoice	-0.013334000000000013	1.07701	0.16	0.153333	0.166667	0.0
414.0168	1.457	FoodChoice	-0.233333	1.6590060000000002	2.3366665	2.22	2.453333	0.0
419.0168	1.457	FoodChoice	-0.01999999999999999	2.180001	0.11	0.1	0.12	0.0
