onset	duration	trial_type	InstructionToButtonTime	InstructionToToneTime
119.74	0.0	AgentNoShock	n/a	n/a
120.37	1.5	WitnessNoShock	n/a	n/a
120.57000000000001	0.2	AudioTone	n/a	n/a
120.57000000000001	0.2	Audio	n/a	n/a
120.57000000000001	0.0	LogNoShock	n/a	n/a
120.58000000000001	10.039999999999992	RatingScale	n/a	n/a
130.73000000000002	0.0	FixationCross	n/a	n/a
132.58	0.0	FixationCross	n/a	n/a
133.98000000000002	0.5	Audio	n/a	n/a
133.98000000000002	0.5	AudioInstruction	3.219999999999999	3.759999999999991
133.98000000000002	0.5	AudioYouCanChoose	n/a	n/a
136.51000000000002	0.0	Map2	n/a	n/a
137.20000000000002	0.0	Button	n/a	n/a
137.20000000000002	0.0	AgentNoShock	n/a	n/a
137.54000000000002	1.5	WitnessNoShock	n/a	n/a
137.74	0.2	Audio	n/a	n/a
137.74	0.0	LogNoShock	n/a	n/a
137.74	0.2	AudioTone	n/a	n/a
137.75	10.050000000000011	RatingScale	n/a	n/a
147.91000000000003	0.0	FixationCross	n/a	n/a
149.93	0.0	FixationCross	n/a	n/a
150.73000000000002	0.5	AudioYouCanChoose	n/a	n/a
150.73000000000002	0.5	AudioInstruction	3.25	4.079999999999984
150.73000000000002	0.5	Audio	n/a	n/a
153.26000000000002	0.0	Map2	n/a	n/a
153.98000000000002	0.0	AgentNoShock	n/a	n/a
153.78000000000003	1.5	WitnessNoShock	n/a	n/a
154.81	0.2	AudioTone	n/a	n/a
154.81	0.2	Audio	n/a	n/a
154.81	0.2	AudioTone	n/a	n/a
154.82000000000002	0.0	LogNoShock	n/a	n/a
154.83	10.050000000000011	RatingScale	n/a	n/a
164.98000000000002	0.0	FixationCross	n/a	n/a
166.91000000000003	0.0	FixationCross	n/a	n/a
170.71	0.5	AudioInstruction	3.1500000000000057	3.3799999999999955
170.71	0.5	AudioYouCanChoose	n/a	n/a
170.71	0.5	Audio	n/a	n/a
173.24	0.0	Map2	n/a	n/a
173.86	0.0	Button	n/a	n/a
173.86	0.0	AgentNoShock	n/a	n/a
173.89000000000001	1.5	WitnessNoShock	n/a	n/a
174.09	0.2	AudioTone	n/a	n/a
174.09	0.2	Audio	n/a	n/a
174.09	0.0	LogNoShock	n/a	n/a
174.1	11.120000000000005	RatingScale	n/a	n/a
185.33	0.0	FixationCross	n/a	n/a
186.58	0.0	FixationCross	n/a	n/a
186.78	0.5	AudioYouCanChoose	n/a	n/a
186.78	0.5	AudioInstruction	3.5800000000000125	4.110000000000014
186.78	0.5	Audio	n/a	n/a
189.31	0.0	Map1	n/a	n/a
190.36	0.0	Button	n/a	n/a
190.36	0.0	AgentShock	n/a	n/a
190.69000000000003	1.5	WitnessShock	n/a	n/a
190.89000000000001	0.2	Audio	n/a	n/a
190.89000000000001	0.2	AudioTone	n/a	n/a
190.9	0.0	LogShock	n/a	n/a
190.91	9.04000000000002	RatingScale	n/a	n/a
200.06	0.0	FixationCross	n/a	n/a
201.13000000000002	0.0	FixationCross	n/a	n/a
203.73000000000002	0.5	AudioYouCanChoose	n/a	n/a
203.73000000000002	0.5	AudioInstruction	3.1299999999999955	3.359999999999985
203.73000000000002	0.5	Audio	n/a	n/a
206.26000000000002	0.0	Map1	n/a	n/a
206.86	0.0	Button	n/a	n/a
206.86	0.0	AgentNoShock	n/a	n/a
206.89000000000001	1.5	WitnessNoShock	n/a	n/a
207.09	0.2	Audio	n/a	n/a
207.09	0.0	LogNoShock	n/a	n/a
207.09	0.2	AudioTone	n/a	n/a
207.1	9.050000000000011	RatingScale	n/a	n/a
216.25	0.0	FixationCross	n/a	n/a
217.75	0.0	FixationCross	n/a	n/a
224.55	0.5	Audio	n/a	n/a
224.55	0.5	AudioYouCanChoose	n/a	n/a
224.55	0.5	AudioInstruction	3.25	3.480000000000018
227.07	0.0	Map2	n/a	n/a
227.8	0.0	Button	n/a	n/a
227.8	0.0	AgentNoShock	n/a	n/a
227.83000000000004	1.5	WitnessNoShock	n/a	n/a
228.03000000000003	0.0	LogNoShock	n/a	n/a
228.03000000000003	0.2	AudioTone	n/a	n/a
228.03000000000003	0.2	Audio	n/a	n/a
228.04000000000002	11.050000000000011	RatingScale	n/a	n/a
239.19	0.0	FixationCross	n/a	n/a
240.24	0.0	FixationCross	n/a	n/a
241.64	0.5	Audio	n/a	n/a
241.64	0.5	AudioYouCanChoose	n/a	n/a
241.64	0.5	AudioInstruction	3.2000000000000455	3.730000000000018
244.17000000000002	0.0	Map2	n/a	n/a
244.84000000000003	0.0	AgentNoShock	n/a	n/a
244.64000000000004	1.5	WitnessNoShock	n/a	n/a
245.37	0.2	AudioTone	n/a	n/a
245.37	0.2	AudioTone	n/a	n/a
245.37	0.2	Audio	n/a	n/a
245.37	0.0	LogNoShock	n/a	n/a
245.38	8.050000000000011	RatingScale	n/a	n/a
253.54000000000002	0.0	FixationCross	n/a	n/a
255.05	0.0	FixationCross	n/a	n/a
256.45	0.5	Audio	n/a	n/a
256.45	0.5	AudioYouCanChoose	n/a	n/a
256.45	0.5	AudioInstruction	3.25	4.080000000000041
258.98	0.0	Map2	n/a	n/a
259.7	0.0	AgentNoShock	n/a	n/a
259.5	1.5	WitnessNoShock	n/a	n/a
260.53000000000003	0.2	AudioTone	n/a	n/a
260.53000000000003	0.0	LogNoShock	n/a	n/a
260.53000000000003	0.2	Audio	n/a	n/a
260.53000000000003	0.2	AudioTone	n/a	n/a
260.54	8.050000000000011	RatingScale	n/a	n/a
268.69	0.0	FixationCross	n/a	n/a
270.69	0.0	FixationCross	n/a	n/a
272.69	0.5	Audio	n/a	n/a
272.69	0.5	AudioInstruction	3.230000000000018	3.759999999999991
272.69	0.5	AudioYouCanChoose	n/a	n/a
275.21000000000004	0.0	Map2	n/a	n/a
275.92	0.0	AgentNoShock	n/a	n/a
275.72	1.5	WitnessNoShock	n/a	n/a
276.45	0.2	AudioTone	n/a	n/a
276.45	0.0	LogNoShock	n/a	n/a
276.45	0.2	AudioTone	n/a	n/a
276.45	0.2	Audio	n/a	n/a
276.46	8.04000000000002	RatingScale	n/a	n/a
284.61	0.0	FixationCross	n/a	n/a
285.89	0.0	FixationCross	n/a	n/a
287.89	0.5	AudioInstruction	3.180000000000007	3.410000000000025
287.89	0.5	AudioYouCanChoose	n/a	n/a
287.89	0.5	Audio	n/a	n/a
290.42	0.0	Map1	n/a	n/a
291.07	0.0	AgentNoShock	n/a	n/a
290.87	1.5	WitnessNoShock	n/a	n/a
291.3	0.2	AudioTone	n/a	n/a
291.3	0.2	Audio	n/a	n/a
291.3	0.2	AudioTone	n/a	n/a
291.3	0.0	LogNoShock	n/a	n/a
291.31	10.050000000000011	RatingScale	n/a	n/a
301.46000000000004	0.0	FixationCross	n/a	n/a
302.88	0.0	FixationCross	n/a	n/a
303.68	0.5	Audio	n/a	n/a
303.68	0.5	AudioYouCanChoose	n/a	n/a
303.68	0.5	AudioInstruction	3.170000000000016	4.0
306.21000000000004	0.0	Map1	n/a	n/a
306.85	0.0	Button	n/a	n/a
306.85	0.0	AgentNoShock	n/a	n/a
307.48	1.5	WitnessNoShock	n/a	n/a
307.68	0.2	Audio	n/a	n/a
307.68	0.0	LogNoShock	n/a	n/a
307.68	0.2	AudioTone	n/a	n/a
307.69	8.170000000000016	RatingScale	n/a	n/a
315.97	0.0	FixationCross	n/a	n/a
317.44	0.0	FixationCross	n/a	n/a
318.24	0.5	AudioYouCanChoose	n/a	n/a
318.24	0.5	Audio	n/a	n/a
318.24	0.5	AudioInstruction	3.2200000000000273	3.4499999999999886
320.76	0.0	Map2	n/a	n/a
321.46000000000004	0.0	Button	n/a	n/a
321.46000000000004	0.0	AgentNoShock	n/a	n/a
321.49	1.5	WitnessNoShock	n/a	n/a
321.69	0.0	LogNoShock	n/a	n/a
321.69	0.2	AudioTone	n/a	n/a
321.69	0.2	Audio	n/a	n/a
321.7	11.04000000000002	RatingScale	n/a	n/a
332.85	0.0	FixationCross	n/a	n/a
334.72	0.0	FixationCross	n/a	n/a
340.32	0.5	AudioYouCanChoose	n/a	n/a
340.32	0.5	AudioInstruction	3.2200000000000273	3.4500000000000455
340.32	0.5	Audio	n/a	n/a
342.85	0.0	Map1	n/a	n/a
343.54	0.0	Button	n/a	n/a
343.54	0.0	AgentNoShock	n/a	n/a
343.57000000000005	1.5	WitnessNoShock	n/a	n/a
343.77000000000004	0.0	LogNoShock	n/a	n/a
343.77000000000004	0.2	AudioTone	n/a	n/a
343.77000000000004	0.2	AudioTone	n/a	n/a
343.78000000000003	9.039999999999964	RatingScale	n/a	n/a
352.93	0.0	FixationCross	n/a	n/a
354.8	0.0	FixationCross	n/a	n/a
358.6	0.5	Audio	n/a	n/a
358.6	0.5	AudioInstruction	3.1899999999999977	3.7199999999999704
358.6	0.5	AudioYouCanChoose	n/a	n/a
361.12	0.0	Map1	n/a	n/a
361.79	0.0	AgentNoShock	n/a	n/a
361.59000000000003	1.5	WitnessNoShock	n/a	n/a
362.32	0.2	AudioTone	n/a	n/a
362.32	0.0	LogNoShock	n/a	n/a
362.32	0.2	AudioTone	n/a	n/a
362.32	0.2	Audio	n/a	n/a
362.33	9.04000000000002	RatingScale	n/a	n/a
371.48	0.0	FixationCross	n/a	n/a
372.97	0.0	FixationCross	n/a	n/a
373.17	0.5	Audio	n/a	n/a
373.17	0.5	AudioYouCanChoose	n/a	n/a
373.17	0.5	AudioInstruction	3.339999999999975	4.170000000000016
375.69	0.0	Map2	n/a	n/a
376.51	0.0	AgentNoShock	n/a	n/a
376.31	1.5	WitnessNoShock	n/a	n/a
377.34000000000003	0.2	AudioTone	n/a	n/a
377.34000000000003	0.0	LogNoShock	n/a	n/a
377.34000000000003	0.2	Audio	n/a	n/a
377.34000000000003	0.2	AudioTone	n/a	n/a
377.35	10.060000000000002	RatingScale	n/a	n/a
387.51	0.0	FixationCross	n/a	n/a
388.93	0.0	FixationCross	n/a	n/a
392.13	0.5	Audio	n/a	n/a
392.13	0.5	AudioYouCanChoose	n/a	n/a
392.13	0.5	AudioInstruction	3.1999999999999886	4.03000000000003
394.66	0.0	Map2	n/a	n/a
395.33	0.0	Button	n/a	n/a
395.33	0.0	AgentNoShock	n/a	n/a
395.96000000000004	1.5	WitnessNoShock	n/a	n/a
396.16	0.2	AudioTone	n/a	n/a
396.16	0.2	Audio	n/a	n/a
396.16	0.2	AudioTone	n/a	n/a
396.17	8.060000000000002	RatingScale	n/a	n/a
404.33	0.0	FixationCross	n/a	n/a
406.3	0.0	FixationCross	n/a	n/a
408.3	0.5	AudioInstruction	3.1299999999999955	3.660000000000025
408.3	0.5	AudioYouCanChoose	n/a	n/a
408.3	0.5	Audio	n/a	n/a
410.82	0.0	Map1	n/a	n/a
411.43	0.0	AgentNoShock	n/a	n/a
411.23	1.5	WitnessNoShock	n/a	n/a
411.96000000000004	0.2	AudioTone	n/a	n/a
411.96000000000004	0.0	LogNoShock	n/a	n/a
411.96000000000004	0.2	Audio	n/a	n/a
411.96000000000004	0.2	AudioTone	n/a	n/a
411.97	10.039999999999964	RatingScale	n/a	n/a
422.12	0.0	FixationCross	n/a	n/a
423.91	0.0	FixationCross	n/a	n/a
428.31	0.5	AudioInstruction	3.1899999999999977	4.019999999999982
428.31	0.5	AudioYouCanChoose	n/a	n/a
428.31	0.5	Audio	n/a	n/a
430.84000000000003	0.0	Map2	n/a	n/a
431.5	0.0	Button	n/a	n/a
431.5	0.0	AgentNoShock	n/a	n/a
432.13	1.5	WitnessNoShock	n/a	n/a
432.33	0.2	AudioTone	n/a	n/a
432.33	0.2	Audio	n/a	n/a
432.33	0.0	LogNoShock	n/a	n/a
432.34	10.050000000000011	RatingScale	n/a	n/a
442.49	0.0	FixationCross	n/a	n/a
444.27000000000004	0.0	FixationCross	n/a	n/a
448.67	0.5	Audio	n/a	n/a
448.67	0.5	AudioYouCanChoose	n/a	n/a
448.67	0.5	AudioInstruction	3.0600000000000023	3.8999999999999773
451.19	0.0	Map1	n/a	n/a
451.73	0.0	Button	n/a	n/a
451.73	0.0	AgentNoShock	n/a	n/a
452.37	1.5	WitnessNoShock	n/a	n/a
452.57	0.2	Audio	n/a	n/a
452.57	0.2	AudioTone	n/a	n/a
452.57	0.2	AudioTone	n/a	n/a
452.58	11.04000000000002	RatingScale	n/a	n/a
463.73	0.0	FixationCross	n/a	n/a
465.71000000000004	0.0	FixationCross	n/a	n/a
467.11	0.5	Audio	n/a	n/a
467.11	0.5	AudioInstruction	3.3000000000000114	3.829999999999984
467.11	0.5	AudioYouCanChoose	n/a	n/a
469.64	0.0	Map1	n/a	n/a
470.41	0.0	Button	n/a	n/a
470.41	0.0	AgentNoShock	n/a	n/a
470.74	1.5	WitnessNoShock	n/a	n/a
470.94	0.2	Audio	n/a	n/a
470.94	0.0	LogNoShock	n/a	n/a
470.94	0.2	AudioTone	n/a	n/a
470.95	8.050000000000011	RatingScale	n/a	n/a
479.1	0.0	FixationCross	n/a	n/a
480.67	0.0	FixationCross	n/a	n/a
483.87000000000006	0.5	Audio	n/a	n/a
483.87000000000006	0.5	AudioInstruction	3.409999999999968	3.6499999999999773
483.87000000000006	0.5	AudioYouCanChoose	n/a	n/a
486.40000000000003	0.0	Map2	n/a	n/a
487.28000000000003	0.0	AgentNoShock	n/a	n/a
487.08000000000004	1.5	WitnessNoShock	n/a	n/a
487.52000000000004	0.2	AudioTone	n/a	n/a
487.52000000000004	0.0	LogNoShock	n/a	n/a
487.52000000000004	0.2	Audio	n/a	n/a
487.52000000000004	0.2	AudioTone	n/a	n/a
487.53000000000003	10.110000000000014	RatingScale	n/a	n/a
497.75000000000006	0.0	FixationCross	n/a	n/a
499.59	0.0	FixationCross	n/a	n/a
502.79	0.5	AudioInstruction	3.0499999999999545	3.2799999999999727
502.79	0.5	AudioYouCanChoose	n/a	n/a
502.79	0.5	Audio	n/a	n/a
505.31	0.0	Map2	n/a	n/a
505.84	0.0	Button	n/a	n/a
505.84	0.0	AgentNoShock	n/a	n/a
505.87	1.5	WitnessNoShock	n/a	n/a
506.07	0.0	LogNoShock	n/a	n/a
506.07	0.2	AudioTone	n/a	n/a
506.07	0.2	AudioTone	n/a	n/a
506.08	11.04000000000002	RatingScale	n/a	n/a
517.2299999999999	0.0	FixationCross	n/a	n/a
518.7199999999999	0.0	FixationCross	n/a	n/a
524.92	0.5	AudioInstruction	3.090000000000032	3.6200000000000045
524.92	0.5	AudioYouCanChoose	n/a	n/a
524.92	0.5	Audio	n/a	n/a
527.4499999999999	0.0	Map1	n/a	n/a
528.01	0.0	Button	n/a	n/a
528.01	0.0	AgentNoShock	n/a	n/a
528.3399999999999	1.5	WitnessNoShock	n/a	n/a
528.54	0.0	LogNoShock	n/a	n/a
528.54	0.2	Audio	n/a	n/a
528.54	0.2	AudioTone	n/a	n/a
528.55	9.049999999999955	RatingScale	n/a	n/a
537.7099999999999	0.0	FixationCross	n/a	n/a
539.5999999999999	0.0	FixationCross	n/a	n/a
541.5999999999999	0.5	AudioYouCanChoose	n/a	n/a
541.5999999999999	0.5	AudioInstruction	3.1200000000000045	3.3500000000000227
541.5999999999999	0.5	Audio	n/a	n/a
544.12	0.0	Map2	n/a	n/a
544.7199999999999	0.0	Button	n/a	n/a
544.7199999999999	0.0	AgentNoShock	n/a	n/a
544.7499999999999	1.5	WitnessNoShock	n/a	n/a
544.9499999999999	0.2	AudioTone	n/a	n/a
544.9499999999999	0.0	LogNoShock	n/a	n/a
544.9499999999999	0.2	AudioTone	n/a	n/a
544.9599999999999	8.050000000000068	RatingScale	n/a	n/a
553.1099999999999	0.0	FixationCross	n/a	n/a
554.54	0.0	FixationCross	n/a	n/a
557.74	0.5	AudioInstruction	3.119999999999891	3.949999999999932
557.74	0.5	AudioYouCanChoose	n/a	n/a
557.74	0.5	Audio	n/a	n/a
560.27	0.0	Map2	n/a	n/a
560.8599999999999	0.0	AgentNoShock	n/a	n/a
560.6599999999999	1.5	WitnessNoShock	n/a	n/a
561.6899999999999	0.2	AudioTone	n/a	n/a
561.6899999999999	0.2	AudioTone	n/a	n/a
561.6899999999999	0.2	Audio	n/a	n/a
561.6899999999999	0.0	LogNoShock	n/a	n/a
561.6999999999999	11.040000000000077	RatingScale	n/a	n/a
572.8499999999999	0.0	FixationCross	n/a	n/a
574.63	0.0	FixationCross	n/a	n/a
576.03	0.5	AudioInstruction	3.159999999999968	3.990000000000009
576.03	0.5	Audio	n/a	n/a
576.03	0.5	AudioYouCanChoose	n/a	n/a
578.56	0.0	Map1	n/a	n/a
579.1899999999999	0.0	Button	n/a	n/a
579.1899999999999	0.0	AgentNoShock	n/a	n/a
579.8199999999999	1.5	WitnessNoShock	n/a	n/a
580.02	0.0	LogNoShock	n/a	n/a
580.02	0.2	AudioTone	n/a	n/a
580.02	0.2	AudioTone	n/a	n/a
580.03	9.039999999999964	RatingScale	n/a	n/a
589.17	0.0	FixationCross	n/a	n/a
591.1999999999999	0.0	FixationCross	n/a	n/a
592.5999999999999	0.5	AudioYouCanChoose	n/a	n/a
592.5999999999999	0.5	AudioInstruction	3.1200000000000045	3.650000000000091
592.5999999999999	0.5	Audio	n/a	n/a
595.13	0.0	Map1	n/a	n/a
595.7199999999999	0.0	AgentNoShock	n/a	n/a
595.5199999999999	1.5	WitnessNoShock	n/a	n/a
596.25	0.2	Audio	n/a	n/a
596.25	0.2	AudioTone	n/a	n/a
596.25	0.0	LogNoShock	n/a	n/a
596.25	0.2	AudioTone	n/a	n/a
596.26	8.049999999999955	RatingScale	n/a	n/a
604.41	0.0	FixationCross	n/a	n/a
605.9699999999999	0.0	FixationCross	n/a	n/a
606.17	0.5	Audio	n/a	n/a
606.17	0.5	AudioYouCanChoose	n/a	n/a
606.17	0.5	AudioInstruction	3.3799999999999955	3.6100000000000136
608.6999999999999	0.0	Map2	n/a	n/a
609.55	0.0	AgentNoShock	n/a	n/a
609.3499999999999	1.5	WitnessNoShock	n/a	n/a
609.78	0.2	AudioTone	n/a	n/a
609.78	0.2	AudioTone	n/a	n/a
609.78	0.0	LogNoShock	n/a	n/a
609.78	0.2	Audio	n/a	n/a
609.79	8.049999999999955	RatingScale	n/a	n/a
617.9399999999999	0.0	FixationCross	n/a	n/a
619.41	0.0	FixationCross	n/a	n/a
625.6099999999999	0.5	Audio	n/a	n/a
625.6099999999999	0.5	AudioYouCanChoose	n/a	n/a
625.6099999999999	0.5	AudioInstruction	3.1200000000000045	3.660000000000082
628.14	0.0	Map1	n/a	n/a
628.7299999999999	0.0	Button	n/a	n/a
628.7299999999999	0.0	AgentNoShock	n/a	n/a
629.0699999999999	1.5	WitnessNoShock	n/a	n/a
629.27	0.2	AudioTone	n/a	n/a
629.27	0.2	Audio	n/a	n/a
629.27	0.2	AudioTone	n/a	n/a
629.28	11.049999999999955	RatingScale	n/a	n/a
640.43	0.0	FixationCross	n/a	n/a
641.68	0.0	FixationCross	n/a	n/a
641.88	0.5	AudioInstruction	3.0399999999999636	3.8700000000000045
641.88	0.5	Audio	n/a	n/a
641.88	0.5	AudioYouCanChoose	n/a	n/a
644.41	0.0	Map1	n/a	n/a
644.92	0.0	Button	n/a	n/a
644.92	0.0	AgentNoShock	n/a	n/a
645.55	1.5	WitnessNoShock	n/a	n/a
645.75	0.2	AudioTone	n/a	n/a
645.75	0.0	LogNoShock	n/a	n/a
645.75	0.2	Audio	n/a	n/a
645.76	9.039999999999964	RatingScale	n/a	n/a
654.91	0.0	FixationCross	n/a	n/a
656.27	0.0	FixationCross	n/a	n/a
658.87	0.5	Audio	n/a	n/a
658.87	0.5	AudioYouCanChoose	n/a	n/a
658.87	0.5	AudioInstruction	3.089999999999918	3.6200000000000045
661.4	0.0	Map1	n/a	n/a
661.9599999999999	0.0	AgentNoShock	n/a	n/a
661.7599999999999	1.5	WitnessNoShock	n/a	n/a
662.49	0.2	AudioTone	n/a	n/a
662.49	0.0	LogNoShock	n/a	n/a
662.49	0.2	Audio	n/a	n/a
662.49	0.2	AudioTone	n/a	n/a
662.5	10.049999999999955	RatingScale	n/a	n/a
672.66	0.0	FixationCross	n/a	n/a
673.81	0.0	FixationCross	n/a	n/a
676.41	0.5	AudioInstruction	3.4600000000000364	3.689999999999941
676.41	0.5	Audio	n/a	n/a
676.41	0.5	AudioYouCanChoose	n/a	n/a
678.9399999999999	0.0	Map1	n/a	n/a
679.87	0.0	Button	n/a	n/a
679.87	0.0	AgentNoShock	n/a	n/a
679.8999999999999	1.5	WitnessNoShock	n/a	n/a
680.0999999999999	0.2	AudioTone	n/a	n/a
680.0999999999999	0.2	Audio	n/a	n/a
680.0999999999999	0.0	LogNoShock	n/a	n/a
680.1099999999999	9.090000000000032	RatingScale	n/a	n/a
689.3	0.0	FixationCross	n/a	n/a
690.7199999999999	0.0	FixationCross	n/a	n/a
690.92	0.5	Audio	n/a	n/a
690.92	0.5	AudioYouCanChoose	n/a	n/a
690.92	0.5	AudioInstruction	3.3500000000000227	3.8799999999999955
693.4499999999999	0.0	Map1	n/a	n/a
694.27	0.0	Button	n/a	n/a
694.27	0.0	AgentNoShock	n/a	n/a
694.5999999999999	1.5	WitnessNoShock	n/a	n/a
694.8	0.0	LogNoShock	n/a	n/a
694.8	0.2	AudioTone	n/a	n/a
694.8	0.2	AudioTone	n/a	n/a
694.81	9.049999999999955	RatingScale	n/a	n/a
703.9699999999999	0.0	FixationCross	n/a	n/a
705.3399999999999	0.0	FixationCross	n/a	n/a
710.9399999999999	0.5	Audio	n/a	n/a
710.9399999999999	0.5	AudioYouCanChoose	n/a	n/a
710.9399999999999	0.5	AudioInstruction	3.230000000000018	4.060000000000059
713.4599999999999	0.0	Map2	n/a	n/a
714.17	0.0	Button	n/a	n/a
714.17	0.0	AgentNoShock	n/a	n/a
714.8	1.5	WitnessNoShock	n/a	n/a
715.0	0.0	LogNoShock	n/a	n/a
715.0	0.2	Audio	n/a	n/a
715.0	0.2	AudioTone	n/a	n/a
715.01	9.039999999999964	RatingScale	n/a	n/a
724.16	0.0	FixationCross	n/a	n/a
725.54	0.0	FixationCross	n/a	n/a
726.3399999999999	0.5	AudioYouCanChoose	n/a	n/a
726.3399999999999	0.5	Audio	n/a	n/a
726.3399999999999	0.5	AudioInstruction	3.1800000000000637	3.410000000000082
728.87	0.0	Map1	n/a	n/a
729.52	0.0	AgentNoShock	n/a	n/a
729.3199999999999	1.5	WitnessNoShock	n/a	n/a
729.75	0.2	AudioTone	n/a	n/a
729.75	0.0	LogNoShock	n/a	n/a
729.75	0.2	AudioTone	n/a	n/a
729.75	0.2	Audio	n/a	n/a
729.76	9.039999999999964	RatingScale	n/a	n/a
738.91	0.0	FixationCross	n/a	n/a
740.76	0.0	FixationCross	n/a	n/a
746.3599999999999	0.5	AudioInstruction	3.1100000000000136	3.340000000000032
746.3599999999999	0.5	AudioYouCanChoose	n/a	n/a
746.3599999999999	0.5	Audio	n/a	n/a
748.89	0.0	Map1	n/a	n/a
749.4699999999999	0.0	AgentNoShock	n/a	n/a
749.2699999999999	1.5	WitnessNoShock	n/a	n/a
749.6999999999999	0.0	LogNoShock	n/a	n/a
749.6999999999999	0.2	AudioTone	n/a	n/a
749.6999999999999	0.2	Audio	n/a	n/a
749.6999999999999	0.2	AudioTone	n/a	n/a
749.7099999999999	9.050000000000068	RatingScale	n/a	n/a
758.8599999999999	0.0	FixationCross	n/a	n/a
760.43	0.0	FixationCross	n/a	n/a
