onset	duration	trial_type	value	sample	stim_file
3296.43359375	0.0	firstRecognitionClick	257	6751096	n/a
3297.23388671875	0.0	recognitionClick	160	6752735	n/a
3299.50537109375	0.0	recognitionClick	160	6757387	n/a
3303.10009765625	0.0	recognitionClick	160	6764749	n/a
3303.83837890625	0.0	recognitionClick	160	6766261	n/a
3305.63232421875	0.0	endOfClip	129	6769935	n/a
3307.4296875	0.0	trialEnd	193	6773616	n/a
3307.6298828125	0.0	trialStart	192	6774026	n/a
3309.53466796875	0.0	startOfNotRecognisedClip	1	6777927	2001_A_Space_Odyssey_1708_1718_6.txt
3319.54296875	0.0	endOfClip	129	6798424	n/a
3320.8125	0.0	trialEnd	193	6801024	n/a
3321.01220703125	0.0	trialStart	192	6801433	n/a
3322.84619140625	0.0	startOfRememberedClipFirstWatch	3	6805189	Forrest_Gump_1115_1125_25.txt
3332.8544921875	0.0	endOfClip	129	6825686	n/a
3335.20166015625	0.0	startOfSecondWatch	128	6830493	Forrest_Gump_1115_1125_25.txt
3345.2099609375	0.0	endOfClip	129	6850990	n/a
3347.52978515625	0.0	trialEnd	193	6855741	n/a
3347.7294921875	0.0	trialStart	192	6856150	n/a
3349.51220703125	0.0	startOfRememberedClipFirstWatch	3	6859801	Mad_Max_Fury_Road_2557_2567_118.txt
3359.52294921875	0.0	endOfClip	129	6880303	n/a
3361.8720703125	0.0	startOfSecondWatch	128	6885114	Mad_Max_Fury_Road_2557_2567_118.txt
3362.75537109375	0.0	firstRecognitionClick	257	6886923	n/a
3364.1513671875	0.0	recognitionClick	160	6889782	n/a
3368.1513671875	0.0	recognitionClick	160	6897974	n/a
3369.287109375	0.0	recognitionClick	160	6900300	n/a
3371.88330078125	0.0	endOfClip	129	6905617	n/a
3374.07470703125	0.0	trialEnd	193	6910105	n/a
3374.27392578125	0.0	trialStart	192	6910513	n/a
3376.134765625	0.0	startOfRememberedClipFirstWatch	3	6914324	2001_A_Space_Odyssey_1205_1215_5.txt
3386.14599609375	0.0	endOfClip	129	6934827	n/a
3388.8828125	0.0	startOfSecondWatch	128	6940432	2001_A_Space_Odyssey_1205_1215_5.txt
3392.49267578125	0.0	firstRecognitionClick	257	6947825	n/a
3394.2958984375	0.0	recognitionClick	160	6951518	n/a
3398.82568359375	0.0	recognitionClick	160	6960795	n/a
3398.89111328125	0.0	endOfClip	129	6960929	n/a
3400.46728515625	0.0	trialEnd	193	6964157	n/a
3400.6669921875	0.0	trialStart	192	6964566	n/a
3402.52099609375	0.0	startOfRecognisedClipFirstWatch	2	6968363	The_Mask_1397_1407_13.txt
3412.529296875	0.0	endOfClip	129	6988860	n/a
3416.1220703125	0.0	startOfSecondWatch	128	6996218	The_Mask_1397_1407_13.txt
3417.931640625	0.0	firstRecognitionClick	257	6999924	n/a
3422.33544921875	0.0	recognitionClick	160	7008943	n/a
3426.13037109375	0.0	endOfClip	129	7016715	n/a
3428.21630859375	0.0	trialEnd	193	7020987	n/a
3429.04443359375	0.0	trialStart	192	7022683	n/a
3430.81494140625	0.0	startOfNotRecognisedClip	1	7026309	Snowpiercer_2494_2504_180.txt
3440.82568359375	0.0	endOfClip	129	7046811	n/a
3442.06494140625	0.0	trialEnd	193	7049349	n/a
3442.263671875	0.0	trialStart	192	7049756	n/a
3444.07666015625	0.0	startOfNotRecognisedClip	1	7053469	Never_Let_Me_Go_3289_3299_1.txt
3454.0849609375	0.0	endOfClip	129	7073966	n/a
3455.36962890625	0.0	trialEnd	193	7076597	n/a
3455.5693359375	0.0	trialStart	192	7077006	n/a
3457.48291015625	0.0	startOfRecognisedClipFirstWatch	2	7080925	Jurassic_World_3689_3699_106.txt
3467.49072265625	0.0	endOfClip	129	7101421	n/a
3470.12158203125	0.0	startOfSecondWatch	128	7106809	Jurassic_World_3689_3699_106.txt
3471.06494140625	0.0	firstRecognitionClick	257	7108741	n/a
3472.333984375	0.0	recognitionClick	160	7111340	n/a
3478.6669921875	0.0	recognitionClick	160	7124310	n/a
3480.1298828125	0.0	endOfClip	129	7127306	n/a
3482.3115234375	0.0	trialEnd	193	7131774	n/a
3482.5126953125	0.0	trialStart	192	7132186	n/a
3484.38232421875	0.0	startOfNotRecognisedClip	1	7136015	Dead_Poets_Society_4601_4611_13.txt
3494.3935546875	0.0	endOfClip	129	7156518	n/a
3496.1201171875	0.0	trialEnd	193	7160054	n/a
