onset	duration	trial_type	path_type	community	object	object_type	response	response_time
214.500	1.500	structured	structured	2	8	central	0	n/a
216.000	1.500	structured	structured	2	7	central	0	n/a
217.500	1.500	structured	structured	2	6	central	0	n/a
219.000	1.500	structured	structured	2	7	central	0	n/a
220.500	1.500	hamiltonian	forward	2	8	central	1	0.758
222.000	1.500	hamiltonian	forward	2	9	central	0	n/a
223.500	1.500	hamiltonian	forward	2	10	boundary	0	n/a
225.000	1.500	hamiltonian	forward	3	11	boundary	1	0.927
226.500	1.500	hamiltonian	forward	3	12	central	0	n/a
228.000	1.500	hamiltonian	forward	3	13	central	0	n/a
229.500	1.500	hamiltonian	forward	3	14	central	1	0.840
231.000	1.500	hamiltonian	forward	3	15	central	0	n/a
232.500	1.500	hamiltonian	forward	3	16	central	0	n/a
234.000	1.500	hamiltonian	forward	3	17	boundary	0	n/a
235.500	1.500	hamiltonian	forward	1	18	boundary	0	n/a
237.000	1.500	hamiltonian	forward	1	19	central	0	n/a
238.500	1.500	hamiltonian	forward	1	20	central	0	n/a
240.000	1.500	hamiltonian	forward	1	21	central	1	0.895
241.500	1.500	hamiltonian	forward	1	1	central	0	n/a
243.000	1.500	hamiltonian	forward	1	2	central	0	n/a
244.500	1.500	hamiltonian	forward	1	3	boundary	0	n/a
246.000	1.500	hamiltonian	forward	2	4	boundary	1	0.746
247.500	1.500	hamiltonian	forward	2	5	central	0	n/a
249.000	1.500	hamiltonian	forward	2	6	central	0	n/a
250.500	1.500	hamiltonian	forward	2	7	central	0	n/a
252.000	1.500	structured	structured	2	5	central	0	n/a
253.500	1.500	structured	structured	2	10	boundary	1	0.786
255.000	1.500	structured	structured	2	9	central	0	n/a
256.500	1.500	structured	structured	2	8	central	1	1.142
258.000	1.500	structured	structured	2	5	central	1	0.845
259.500	1.500	structured	structured	2	6	central	1	0.853
261.000	1.500	structured	structured	2	4	boundary	0	n/a
262.500	1.500	structured	structured	2	6	central	0	n/a
264.000	1.500	structured	structured	2	10	boundary	0	n/a
265.500	1.500	structured	structured	2	7	central	1	0.813
267.000	1.500	structured	structured	2	10	boundary	1	0.797
268.500	1.500	structured	structured	2	5	central	0	n/a
270.000	1.500	structured	structured	2	9	central	0	n/a
271.500	1.500	structured	structured	2	6	central	0	n/a
273.000	1.500	structured	structured	2	10	boundary	0	n/a
274.500	1.500	structured	structured	2	5	central	0	n/a
276.000	1.500	structured	structured	2	8	central	1	0.687
277.500	1.500	structured	structured	2	9	central	0	n/a
279.000	1.500	structured	structured	2	4	boundary	0	n/a
280.500	1.500	structured	structured	1	3	boundary	0	n/a
282.000	1.500	structured	structured	1	21	central	1	0.927
283.500	1.500	hamiltonian	forward	1	1	central	0	n/a
285.000	1.500	hamiltonian	forward	1	2	central	1	0.831
286.500	1.500	hamiltonian	forward	1	3	boundary	0	n/a
288.000	1.500	hamiltonian	forward	2	4	boundary	0	n/a
289.500	1.500	hamiltonian	forward	2	5	central	1	0.554
291.000	1.500	hamiltonian	forward	2	6	central	0	n/a
292.500	1.500	hamiltonian	forward	2	7	central	0	n/a
294.000	1.500	hamiltonian	forward	2	8	central	0	n/a
295.500	1.500	hamiltonian	forward	2	9	central	0	n/a
297.000	1.500	hamiltonian	forward	2	10	boundary	1	0.523
298.500	1.500	hamiltonian	forward	3	11	boundary	0	n/a
300.000	1.500	hamiltonian	forward	3	12	central	0	n/a
301.500	1.500	hamiltonian	forward	3	13	central	1	0.805
303.000	1.500	hamiltonian	forward	3	14	central	0	n/a
304.500	1.500	hamiltonian	forward	3	15	central	0	n/a
306.000	1.500	hamiltonian	forward	3	16	central	0	n/a
307.500	1.500	hamiltonian	forward	3	17	boundary	0	n/a
309.000	1.500	hamiltonian	forward	1	18	boundary	0	n/a
310.500	1.500	hamiltonian	forward	1	19	central	0	n/a
312.000	1.500	hamiltonian	forward	1	20	central	1	0.635
313.500	1.500	hamiltonian	forward	1	21	central	0	n/a
315.000	1.500	structured	structured	1	20	central	0	n/a
316.500	1.500	structured	structured	1	19	central	0	n/a
318.000	1.500	structured	structured	1	21	central	1	0.716
319.500	1.500	structured	structured	1	2	central	1	0.658
321.000	1.500	structured	structured	1	21	central	0	n/a
322.500	1.500	structured	structured	1	18	boundary	1	0.961
324.000	1.500	structured	structured	1	2	central	0	n/a
325.500	1.500	structured	structured	1	18	boundary	1	0.895
327.000	1.500	structured	structured	1	1	central	0	n/a
328.500	1.500	structured	structured	1	2	central	1	1.172
330.000	1.500	structured	structured	1	1	central	0	n/a
331.500	1.500	structured	structured	1	18	boundary	0	n/a
333.000	1.500	structured	structured	1	2	central	0	n/a
334.500	1.500	structured	structured	1	19	central	1	0.335
336.000	1.500	structured	structured	1	21	central	0	n/a
337.500	1.500	structured	structured	1	19	central	0	n/a
339.000	1.500	structured	structured	1	18	boundary	1	0.565
340.500	1.500	structured	structured	3	17	boundary	0	n/a
342.000	1.500	structured	structured	3	12	central	1	0.901
343.500	1.500	structured	structured	3	17	boundary	1	0.756
345.000	1.500	structured	structured	3	16	central	0	n/a
346.500	1.500	hamiltonian	backward	3	15	central	0	n/a
348.000	1.500	hamiltonian	backward	3	14	central	0	n/a
349.500	1.500	hamiltonian	backward	3	13	central	0	n/a
351.000	1.500	hamiltonian	backward	3	12	central	1	0.973
352.500	1.500	hamiltonian	backward	3	11	boundary	0	n/a
354.000	1.500	hamiltonian	backward	2	10	boundary	1	0.859
355.500	1.500	hamiltonian	backward	2	9	central	1	0.890
357.000	1.500	hamiltonian	backward	2	8	central	0	n/a
358.500	1.500	hamiltonian	backward	2	7	central	0	n/a
360.000	1.500	hamiltonian	backward	2	6	central	0	n/a
361.500	1.500	hamiltonian	backward	2	5	central	1	1.368
363.000	1.500	hamiltonian	backward	2	4	boundary	0	n/a
364.500	1.500	hamiltonian	backward	1	3	boundary	1	1.022
366.000	1.500	hamiltonian	backward	1	2	central	0	n/a
367.500	1.500	hamiltonian	backward	1	1	central	0	n/a
369.000	1.500	hamiltonian	backward	1	21	central	1	0.949
370.500	1.500	hamiltonian	backward	1	20	central	0	n/a
372.000	1.500	hamiltonian	backward	1	19	central	1	1.243
373.500	1.500	hamiltonian	backward	1	18	boundary	0	n/a
375.000	1.500	hamiltonian	backward	3	17	boundary	0	n/a
376.500	1.500	hamiltonian	backward	3	16	central	0	n/a
