onset	duration	trial_type	sample	value
217.18	0.64	Large dev	54295	4
217.82	0.64	Stand	54455	2
218.46	0.64	Inter dev	54615	6
219.1	0.64	Stand	54775	2
219.74	0.64	Stand	54935	2
220.38	0.64	Stand	55095	2
221.66	0.64	Stand	55415	2
222.3	0.64	Stand	55575	2
222.94	0.64	Large dev	55735	4
223.58	0.64	Stand	55895	2
224.22	0.64	Stand	56055	2
224.86	0.64	Stand	56215	2
225.5	0.64	Inter dev	56375	6
226.14	0.64	Stand	56535	2
226.78	0.64	Large dev	56695	4
227.42	0.64	Stand	56855	2
228.06	0.64	Stand	57015	2
228.7	0.64	Stand	57175	2
229.34	0.64	Stand	57335	2
229.98	0.64	Large dev	57495	4
230.62	0.64	Stand	57655	2
231.26	0.64	Stand	57815	2
231.9	0.64	Inter dev	57975	6
232.54	0.64	Stand	58135	2
233.18	0.64	Stand	58295	2
233.82	0.64	Stand	58455	2
235.1	0.64	Stand	58775	2
235.74	0.64	Stand	58935	2
236.38	0.64	Inter dev	59095	6
237.02	0.64	Stand	59255	2
237.66	0.64	Stand	59415	2
238.3	0.64	Stand	59575	2
238.94	0.64	Large dev	59735	4
239.58	0.64	Stand	59895	2
240.22	0.64	Stand	60055	2
241.5	0.64	Stand	60375	2
242.78	0.64	Stand	60695	2
243.42	0.64	Stand	60855	2
244.06	0.64	Large dev	61015	4
244.7	0.64	Stand	61175	2
245.34	0.64	Stand	61335	2
245.98	0.64	Stand	61495	2
247.26	0.64	Stand	61815	2
247.9	0.64	Stand	61975	2
248.54	0.64	Large dev	62135	4
249.18	0.64	Stand	62295	2
249.82	0.64	Stand	62455	2
250.46	0.64	Inter dev	62615	6
251.1	0.64	Stand	62775	2
251.74	0.64	Stand	62935	2
252.38	0.64	Large dev	63095	4
253.02	0.64	Stand	63255	2
254.3	0.64	Stand	63575	2
254.94	0.64	Stand	63735	2
255.58	0.64	Stand	63895	2
256.86	0.64	Stand	64215	2
257.5	0.64	Stand	64375	2
258.14	0.64	Stand	64535	2
258.78	0.64	Large dev	64695	4
259.42	0.64	Stand	64855	2
260.7	0.64	Stand	65175	2
261.34	0.64	Inter dev	65335	6
261.98	0.64	Stand	65495	2
262.62	0.64	Stand	65655	2
263.26	0.64	Stand	65815	2
264.54	0.64	Stand	66135	2
265.18	0.64	Stand	66295	2
265.82	0.64	Large dev	66455	4
266.46	0.64	Stand	66615	2
267.1	0.64	Inter dev	66775	6
267.74	0.64	Stand	66935	2
268.38	0.64	Stand	67095	2
269.02	0.64	Stand	67255	2
270.3	0.64	Stand	67575	2
270.94	0.64	Stand	67735	2
271.58	0.64	Inter dev	67895	6
272.22	0.64	Stand	68055	2
272.86	0.64	Stand	68215	2
273.5	0.64	Stand	68375	2
274.14	0.64	Large dev	68535	4
274.78	0.64	Stand	68695	2
275.42	0.64	Stand	68855	2
276.7	0.64	Stand	69175	2
277.34	0.64	Stand	69335	2
277.98	0.64	Stand	69495	2
278.62	0.64	Inter dev	69655	6
279.26	0.64	Stand	69815	2
280.54	0.64	Large dev	70135	4
281.18	0.64	Stand	70295	2
281.82	0.64	Stand	70455	2
282.46	0.64	Stand	70615	2
283.1	0.64	Stand	70775	2
284.38	0.64	Stand	71095	2
285.02	0.64	Inter dev	71255	6
285.66	0.64	Stand	71415	2
286.3	0.64	Large dev	71575	4
286.94	0.64	Stand	71735	2
287.58	0.64	Stand	71895	2
288.22	0.64	Stand	72055	2
288.86	0.64	Large dev	72215	4
289.5	0.64	Stand	72375	2
290.14	0.64	Stand	72535	2
290.78	0.64	Inter dev	72695	6
291.42	0.64	Stand	72855	2
292.06	0.64	Stand	73015	2
293.34	0.64	Stand	73335	2
293.98	0.64	Large dev	73495	4
294.62	0.64	Stand	73655	2
295.26	0.64	Stand	73815	2
296.54	0.64	Stand	74135	2
297.18	0.64	Inter dev	74295	6
297.82	0.64	Stand	74455	2
298.46	0.64	Stand	74615	2
299.74	0.64	Stand	74935	2
300.38	0.64	Stand	75095	2
301.02	0.64	Inter dev	75255	6
301.66	0.64	Stand	75415	2
302.3	0.64	Stand	75575	2
302.94	0.64	Stand	75735	2
303.58	0.64	Large dev	75895	4
304.22	0.64	Stand	76055	2
304.86	0.64	Stand	76215	2
305.5	0.64	Large dev	76375	4
306.14	0.64	Stand	76535	2
307.42	0.64	Stand	76855	2
308.06	0.64	Stand	77015	2
308.7	0.64	Inter dev	77175	6
309.34	0.64	Stand	77335	2
309.98	0.64	Stand	77495	2
310.62	0.64	Stand	77655	2
311.26	0.64	Large dev	77815	4
311.9	0.64	Stand	77975	2
312.54	0.64	Stand	78135	2
313.82	0.64	Stand	78455	2
314.46	0.64	Inter dev	78615	6
315.1	0.64	Stand	78775	2
315.74	0.64	Stand	78935	2
317.02	0.64	Stand	79255	2
317.66	0.64	Stand	79415	2
318.3	0.64	Stand	79575	2
318.94	0.64	Stand	79735	2
320.22	0.64	Stand	80055	2
320.86	0.64	Stand	80215	2
321.5	0.64	Stand	80375	2
322.14	0.64	Large dev	80535	4
322.78	0.64	Stand	80695	2
323.42	0.64	Large dev	80855	4
324.06	0.64	Stand	81015	2
324.7	0.64	Stand	81175	2
325.34	0.64	Inter dev	81335	6
325.98	0.64	Stand	81495	2
326.62	0.64	Stand	81655	2
327.26	0.64	Stand	81815	2
328.54	0.64	Stand	82135	2
329.18	0.64	Stand	82295	2
329.82	0.64	Stand	82455	2
330.46	0.64	Stand	82615	2
331.1	0.64	Inter dev	82775	6
331.74	0.64	Stand	82935	2
332.38	0.64	Stand	83095	2
333.02	0.64	Large dev	83255	4
333.66	0.64	Stand	83415	2
334.3	0.64	Stand	83575	2
334.94	0.64	Large dev	83735	4
335.58	0.64	Stand	83895	2
336.22	0.64	Stand	84055	2
336.86	0.64	Stand	84215	2
338.14	0.64	Stand	84535	2
338.78	0.64	Stand	84695	2
339.42	0.64	Large dev	84855	4
340.06	0.64	Stand	85015	2
340.7	0.64	Stand	85175	2
341.34	0.64	Inter dev	85335	6
341.98	0.64	Stand	85495	2
342.62	0.64	Stand	85655	2
343.26	0.64	Stand	85815	2
344.54	0.64	Stand	86135	2
345.18	0.64	Stand	86295	2
345.82	0.64	Stand	86455	2
346.46	0.64	Large dev	86615	4
347.1	0.64	Stand	86775	2
347.74	0.64	Stand	86935	2
348.38	0.64	Stand	87095	2
349.02	0.64	Large dev	87255	4
349.66	0.64	Stand	87415	2
350.3	0.64	Stand	87575	2
351.58	0.64	Stand	87895	2
352.22	0.64	Stand	88055	2
352.86	0.64	Stand	88215	2
353.5	0.64	Large dev	88375	4
354.14	0.64	Stand	88535	2
354.78	0.64	Stand	88695	2
355.42	0.64	Inter dev	88855	6
356.06	0.64	Stand	89015	2
356.7	0.64	Stand	89175	2
357.34	0.64	Stand	89335	2
358.62	0.64	Stand	89655	2
359.9	0.64	Stand	89975	2
360.54	0.64	Stand	90135	2
361.18	0.64	Large dev	90295	4
361.82	0.64	Stand	90455	2
362.46	0.64	Stand	90615	2
363.1	0.64	Stand	90775	2
363.74	0.64	Stand	90935	2
365.02	0.64	Stand	91255	2
365.66	0.64	Stand	91415	2
366.3	0.64	Stand	91575	2
366.94	0.64	Inter dev	91735	6
367.58	0.64	Stand	91895	2
368.22	0.64	Stand	92055	2
368.86	0.64	Stand	92215	2
369.5	0.64	Large dev	92375	4
370.14	0.64	Stand	92535	2
370.78	0.64	Stand	92695	2
371.42	0.64	Inter dev	92855	6
372.06	0.64	Stand	93015	2
372.7	0.64	Stand	93175	2
373.98	0.64	Stand	93495	2
374.62	0.64	Large dev	93655	4
375.26	0.64	Stand	93815	2
375.9	0.64	Stand	93975	2
376.54	0.64	Stand	94135	2
377.18	0.64	Inter dev	94295	6
377.82	0.64	Stand	94455	2
378.46	0.64	Stand	94615	2
379.74	0.64	Stand	94935	2
380.38	0.64	Stand	95095	2
381.02	0.64	Inter dev	95255	6
381.66	0.64	Stand	95415	2
382.94	0.64	Stand	95735	2
383.58	0.64	Stand	95895	2
384.22	0.64	Stand	96055	2
384.86	0.64	Stand	96215	2
385.5	0.64	Large dev	96375	4
386.14	0.64	Stand	96535	2
386.78	0.64	Stand	96695	2
388.06	0.64	Stand	97015	2
388.7	0.64	Stand	97175	2
389.34	0.64	Large dev	97335	4
389.98	0.64	Stand	97495	2
390.62	0.64	Inter dev	97655	6
391.26	0.64	Stand	97815	2
391.9	0.64	Stand	97975	2
392.54	0.64	Large dev	98135	4
393.18	0.64	Stand	98295	2
393.82	0.64	Stand	98455	2
394.46	0.64	Stand	98615	2
395.74	0.64	Stand	98935	2
396.38	0.64	Stand	99095	2
397.02	0.64	Inter dev	99255	6
397.66	0.64	Stand	99415	2
398.3	0.64	Stand	99575	2
398.94	0.64	Stand	99735	2
400.22	0.64	Stand	100055	2
400.86	0.64	Stand	100215	2
401.5	0.64	Large dev	100375	4
402.14	0.64	Stand	100535	2
402.78	0.64	Stand	100695	2
403.42	0.64	Inter dev	100855	6
404.06	0.64	Stand	101015	2
405.34	0.64	Stand	101335	2
410.012	0.64	Stand	102503	2
410.652	0.64	Large dev	102663	4
411.292	0.64	Stand	102823	2
411.932	0.64	Stand	102983	2
412.572	0.64	Stand	103143	2
413.852	0.64	Stand	103463	2
414.492	0.64	Large dev	103623	4
415.132	0.64	Stand	103783	2
415.772	0.64	Stand	103943	2
416.412	0.64	Stand	104103	2
417.052	0.64	Stand	104263	2
417.692	0.64	Large dev	104423	4
418.332	0.64	Stand	104583	2
418.972	0.64	Stand	104743	2
419.612	0.64	Inter dev	104903	6
420.252	0.64	Stand	105063	2
420.892	0.64	Stand	105223	2
422.172	0.64	Stand	105543	2
422.812	0.64	Stand	105703	2
423.452	0.64	Stand	105863	2
424.092	0.64	Inter dev	106023	6
424.732	0.64	Stand	106183	2
425.372	0.64	Stand	106343	2
426.012	0.64	Stand	106503	2
426.652	0.64	Large dev	106663	4
427.292	0.64	Stand	106823	2
427.932	0.64	Stand	106983	2
428.572	0.64	Inter dev	107143	6
429.212	0.64	Stand	107303	2
429.852	0.64	Stand	107463	2
431.132	0.64	Stand	107783	2
431.772	0.64	Large dev	107943	4
432.412	0.64	Stand	108103	2
433.052	0.64	Stand	108263	2
433.692	0.64	Inter dev	108423	6
434.332	0.64	Stand	108583	2
434.972	0.64	Stand	108743	2
435.612	0.64	Stand	108903	2
436.252	0.64	Inter dev	109063	6
436.892	0.64	Stand	109223	2
437.532	0.64	Stand	109383	2
438.172	0.64	Large dev	109543	4
438.812	0.64	Stand	109703	2
439.452	0.64	Stand	109863	2
440.732	0.64	Stand	110183	2
441.372	0.64	Large dev	110343	4
442.012	0.64	Stand	110503	2
442.652	0.64	Stand	110663	2
443.932	0.64	Stand	110983	2
444.572	0.64	Stand	111143	2
445.212	0.64	Stand	111303	2
445.852	0.64	Large dev	111463	4
446.492	0.64	Stand	111623	2
447.132	0.64	Stand	111783	2
447.772	0.64	Stand	111943	2
448.412	0.64	Stand	112103	2
449.052	0.64	Inter dev	112263	6
449.692	0.64	Stand	112423	2
450.332	0.64	Stand	112583	2
450.972	0.64	Stand	112743	2
451.612	0.64	Inter dev	112903	6
452.252	0.64	Stand	113063	2
452.892	0.64	Stand	113223	2
453.532	0.64	Stand	113383	2
454.172	0.64	Stand	113543	2
454.812	0.64	Large dev	113703	4
455.452	0.64	Stand	113863	2
456.092	0.64	Stand	114023	2
456.732	0.64	Inter dev	114183	6
457.372	0.64	Stand	114343	2
458.012	0.64	Stand	114503	2
459.292	0.64	Stand	114823	2
459.932	0.64	Inter dev	114983	6
460.572	0.64	Stand	115143	2
461.212	0.64	Stand	115303	2
461.852	0.64	Stand	115463	2
462.492	0.64	Inter dev	115623	6
463.132	0.64	Stand	115783	2
463.772	0.64	Stand	115943	2
464.412	0.64	Stand	116103	2
465.692	0.64	Stand	116423	2
466.332	0.64	Stand	116583	2
466.972	0.64	Large dev	116743	4
467.612	0.64	Stand	116903	2
468.892	0.64	Stand	117223	2
469.532	0.64	Stand	117383	2
470.172	0.64	Stand	117543	2
470.812	0.64	Stand	117703	2
471.452	0.64	Inter dev	117863	6
472.092	0.64	Stand	118023	2
472.732	0.64	Stand	118183	2
473.372	0.64	Stand	118343	2
474.012	0.64	Large dev	118503	4
474.652	0.64	Stand	118663	2
475.292	0.64	Stand	118823	2
475.932	0.64	Inter dev	118983	6
476.572	0.64	Stand	119143	2
477.852	0.64	Stand	119463	2
478.492	0.64	Stand	119623	2
479.132	0.64	Large dev	119783	4
479.772	0.64	Stand	119943	2
480.412	0.64	Stand	120103	2
481.052	0.64	Stand	120263	2
481.692	0.64	Large dev	120423	4
482.332	0.64	Stand	120583	2
482.972	0.64	Stand	120743	2
483.612	0.64	Inter dev	120903	6
484.252	0.64	Stand	121063	2
484.892	0.64	Stand	121223	2
486.172	0.64	Stand	121543	2
486.812	0.64	Stand	121703	2
487.452	0.64	Inter dev	121863	6
488.092	0.64	Stand	122023	2
489.372	0.64	Stand	122343	2
490.012	0.64	Stand	122503	2
490.652	0.64	Stand	122663	2
491.292	0.64	Stand	122823	2
491.932	0.64	Inter dev	122983	6
492.572	0.64	Stand	123143	2
493.212	0.64	Large dev	123303	4
493.852	0.64	Stand	123463	2
494.492	0.64	Stand	123623	2
495.132	0.64	Inter dev	123783	6
495.772	0.64	Stand	123943	2
496.412	0.64	Stand	124103	2
497.052	0.64	Large dev	124263	4
497.692	0.64	Stand	124423	2
498.972	0.64	Stand	124743	2
499.612	0.64	Stand	124903	2
500.252	0.64	Stand	125063	2
500.892	0.64	Stand	125223	2
501.532	0.64	Inter dev	125383	6
502.172	0.64	Stand	125543	2
502.812	0.64	Stand	125703	2
503.452	0.64	Stand	125863	2
504.092	0.64	Stand	126023	2
504.732	0.64	Large dev	126183	4
505.372	0.64	Stand	126343	2
506.012	0.64	Stand	126503	2
506.652	0.64	Stand	126663	2
507.292	0.64	Inter dev	126823	6
507.932	0.64	Stand	126983	2
508.572	0.64	Stand	127143	2
509.852	0.64	Stand	127463	2
510.492	0.64	Stand	127623	2
511.132	0.64	Stand	127783	2
511.772	0.64	Stand	127943	2
512.412	0.64	Inter dev	128103	6
513.052	0.64	Stand	128263	2
513.692	0.64	Stand	128423	2
514.972	0.64	Stand	128743	2
516.252	0.64	Stand	129063	2
516.892	0.64	Stand	129223	2
517.532	0.64	Large dev	129383	4
518.172	0.64	Stand	129543	2
518.812	0.64	Stand	129703	2
519.452	0.64	Inter dev	129863	6
520.092	0.64	Stand	130023	2
520.732	0.64	Stand	130183	2
522.012	0.64	Stand	130503	2
522.652	0.64	Large dev	130663	4
523.292	0.64	Stand	130823	2
523.932	0.64	Stand	130983	2
525.212	0.64	Stand	131303	2
525.852	0.64	Stand	131463	2
526.492	0.64	Large dev	131623	4
527.132	0.64	Stand	131783	2
527.772	0.64	Stand	131943	2
528.412	0.64	Stand	132103	2
529.052	0.64	Stand	132263	2
529.692	0.64	Large dev	132423	4
530.332	0.64	Stand	132583	2
530.972	0.64	Stand	132743	2
531.612	0.64	Stand	132903	2
532.252	0.64	Inter dev	133063	6
532.892	0.64	Stand	133223	2
533.532	0.64	Large dev	133383	4
534.172	0.64	Stand	133543	2
534.812	0.64	Stand	133703	2
535.452	0.64	Inter dev	133863	6
536.092	0.64	Stand	134023	2
536.732	0.64	Stand	134183	2
537.372	0.64	Stand	134343	2
538.652	0.64	Stand	134663	2
539.292	0.64	Stand	134823	2
539.932	0.64	Stand	134983	2
540.572	0.64	Stand	135143	2
541.212	0.64	Inter dev	135303	6
541.852	0.64	Stand	135463	2
542.492	0.64	Stand	135623	2
543.132	0.64	Stand	135783	2
543.772	0.64	Stand	135943	2
544.412	0.64	Large dev	136103	4
545.052	0.64	Stand	136263	2
545.692	0.64	Inter dev	136423	6
546.332	0.64	Stand	136583	2
546.972	0.64	Stand	136743	2
548.252	0.64	Stand	137063	2
548.892	0.64	Stand	137223	2
549.532	0.64	Large dev	137383	4
550.172	0.64	Stand	137543	2
550.812	0.64	Stand	137703	2
551.452	0.64	Stand	137863	2
552.732	0.64	Stand	138183	2
553.372	0.64	Stand	138343	2
554.012	0.64	Inter dev	138503	6
554.652	0.64	Stand	138663	2
555.932	0.64	Stand	138983	2
556.572	0.64	Large dev	139143	4
557.212	0.64	Stand	139303	2
557.852	0.64	Stand	139463	2
558.492	0.64	Inter dev	139623	6
559.132	0.64	Stand	139783	2
559.772	0.64	Stand	139943	2
561.052	0.64	Stand	140263	2
561.692	0.64	Stand	140423	2
562.332	0.64	Stand	140583	2
562.972	0.64	Inter dev	140743	6
563.612	0.64	Stand	140903	2
564.252	0.64	Stand	141063	2
564.892	0.64	Stand	141223	2
566.172	0.64	Stand	141543	2
566.812	0.64	Stand	141703	2
567.452	0.64	Large dev	141863	4
568.092	0.64	Stand	142023	2
568.732	0.64	Stand	142183	2
569.372	0.64	Stand	142343	2
570.652	0.64	Stand	142663	2
571.292	0.64	Stand	142823	2
571.932	0.64	Stand	142983	2
572.572	0.64	Stand	143143	2
573.212	0.64	Large dev	143303	4
573.852	0.64	Stand	143463	2
574.492	0.64	Inter dev	143623	6
575.132	0.64	Stand	143783	2
575.772	0.64	Inter dev	143943	6
576.412	0.64	Stand	144103	2
577.052	0.64	Stand	144263	2
577.692	0.64	Stand	144423	2
578.332	0.64	Large dev	144583	4
578.972	0.64	Stand	144743	2
579.612	0.64	Stand	144903	2
580.892	0.64	Stand	145223	2
581.532	0.64	Stand	145383	2
582.172	0.64	Stand	145543	2
582.812	0.64	Large dev	145703	4
583.452	0.64	Stand	145863	2
584.092	0.64	Stand	146023	2
585.372	0.64	Stand	146343	2
586.012	0.64	Stand	146503	2
586.652	0.64	Stand	146663	2
587.292	0.64	Stand	146823	2
587.932	0.64	Inter dev	146983	6
588.572	0.64	Stand	147143	2
589.212	0.64	Stand	147303	2
590.492	0.64	Stand	147623	2
591.132	0.64	Stand	147783	2
591.772	0.64	Large dev	147943	4
592.412	0.64	Stand	148103	2
593.052	0.64	Inter dev	148263	6
593.692	0.64	Stand	148423	2
594.332	0.64	Stand	148583	2
594.972	0.64	Large dev	148743	4
595.612	0.64	Stand	148903	2
596.252	0.64	Stand	149063	2
596.892	0.64	Inter dev	149223	6
597.532	0.64	Stand	149383	2
598.172	0.64	Stand	149543	2
598.812	0.64	Stand	149703	2
599.452	0.64	Large dev	149863	4
600.092	0.64	Stand	150023	2
600.732	0.64	Stand	150183	2
601.372	0.64	Stand	150343	2
602.012	0.64	Stand	150503	2
602.652	0.64	Inter dev	150663	6
603.292	0.64	Stand	150823	2
604.572	0.64	Stand	151143	2
605.212	0.64	Stand	151303	2
605.852	0.64	Large dev	151463	4
606.492	0.64	Stand	151623	2
607.132	0.64	Stand	151783	2
607.772	0.64	Stand	151943	2
608.412	0.64	Inter dev	152103	6
609.052	0.64	Stand	152263	2
609.692	0.64	Stand	152423	2
610.972	0.64	Stand	152743	2
611.612	0.64	Large dev	152903	4
612.252	0.64	Stand	153063	2
612.892	0.64	Stand	153223	2
613.532	0.64	Stand	153383	2
614.172	0.64	Inter dev	153543	6
614.812	0.64	Stand	153703	2
615.452	0.64	Stand	153863	2
616.092	0.64	Large dev	154023	4
