onset	duration	trial_type	response_time	trial_number	response_error
428	4	baseline	0.97977	104	7.18001390420076
432	4	baseline	0.833945	105	1.9954934264706
436	4	baseline	1.045795	106	0.574806691320618
440	4	baseline	0.803576	107	3.86192573558257
444	4	baseline	0.941416	108	-21.2805867186579
448	4	baseline	0.802619	109	-10.339853452531
452	4	baseline	1.052217	110	-10.9124157973603
456	4	baseline	0.898251	111	-2.8466203050584
460	4	baseline	0.818623	112	-6.68348521684801
464	4	baseline	1.055673	113	-20.6980705965804
468	4	baseline	0.786072	114	-2.19311723662981
472	4	baseline	0.760962	115	7.50275023093313
476	4	baseline	0.828651	116	8.10943755538361
480	4	baseline	0.84068	117	12.8608353151134
484	4	baseline	0.8034	118	-5.6086689337087
488	4	baseline	1.028423	119	-5.90389787034239
492	4	baseline	0.861787	120	-5.9215226077956
496	4	rotation	1.111639	121	41.5265684209548
500	4	rotation	0.937198	122	-17.174044430987
504	4	rotation	0.985322	123	10.373112928783
508	4	rotation	1.043782	124	31.3301756308572
512	4	rotation	0.903553	125	40.3257521674643
516	4	rotation	0.935506	126	64.9845479682693
520	4	rotation	0.9	127	-5.7392274890721
524	4	rotation	0.809609	128	23.5253384998024
528	4	rotation	0.941771	129	6.88953430325573
532	4	rotation	0.840026	130	-0.147608606453152
536	4	rotation	0.733305	131	27.3049130301946
540	4	rotation	0.899339	132	14.9736980068566
544	4	rotation	0.964935	133	-96.3401917459098
548	4	rotation	1.008037	134	8.78140056162411
552	4	rotation	0.914386	135	36.006441674986
556	4	rotation	1.090082	136	1.77155396787261
560	4	rotation	1.164305	137	7.54134281450292
564	4	rotation	0.946982	138	43.3350525540731
568	4	rotation	1.213936	139	13.7195529281614
572	4	rotation	0.938378	140	9.73054763531974
576	4	rotation	0.780076	141	10.278260613117
580	4	rotation	0.901045	142	25.821343710425
584	4	rotation	0.953072	143	10.7222172558497
588	4	rotation	0.696533	144	-17.6060755171487
592	4	rotation	1.016091	145	14.7360555365451
596	4	rotation	0.833631	146	15.2326062507348
600	4	rotation	1.265751	147	16.7368162698954
604	4	rotation	1.011644	148	-23.2311436780776
608	4	rotation	0.972226	149	25.3100328003877
612	4	rotation	0.993763	150	7.34023643156422
616	4	rotation	0.86986	151	36.3991688329585
620	4	rotation	0.978277	152	0.997321410519392
624	4	rotation	0.977707	153	1.54126338932309
628	4	rotation	0.941137	154	-6.34019174590987
632	4	rotation	0.853469	155	14.3770363659799
636	4	rotation	0.889845	156	-21.6929265567
640	4	rotation	0.865634	157	27.2828181884958
644	4	rotation	1.070563	158	-15.6062448681348
648	4	rotation	0.945336	159	-0.268958453693643
652	4	rotation	1.188658	160	18.4097295383954
656	4	rotation	0.862879	161	15.9928930757331
660	4	rotation	0.932907	162	15.5881560157709
664	4	rotation	0.800857	163	8.75860325010273
668	4	rotation	1.167001	164	-0.485230468919292
672	4	rotation	1.317648	165	-9.04462861971403
676	4	rotation	1.242503	166	20.0226219971682
680	4	rotation	0.953158	167	10.1167688163771
684	4	rotation	0.878778	168	-11.6274752186737
688	4	rotation	1.002771	169	-6.75932559121448
692	4	rotation	1.016901	170	21.8388121487182
696	4	rotation	1.065398	171	38.63109641076
700	4	rotation	0.768743	172	-11.8912869810969
704	4	rotation	0.902225	173	24.2340138997792
708	4	rotation	0.755316	174	44.0004124939219
712	4	rotation	1.341992	175	45.5383479660457
716	4	rotation	0.849423	176	6.91012175569563
720	4	rotation	1.300247	177	10.0185611492411
724	4	rotation	1.113371	178	-17.2816779460723
728	4	rotation	1.03837	179	18.1341642464403
732	4	rotation	0.922364	180	-10.1997179583769
736	4	rotation	0.930051	181	7.06705946926264
740	4	rotation	0.832401	182	24.1507841670567
744	4	rotation	1.071531	183	-5.22648641937341
748	4	rotation	0.83539	184	2.02984931035864
752	4	rotation	1.078705	185	14.1564053557332
756	4	rotation	0.943324	186	11.8637079334356
760	4	rotation	1.013368	187	5.14152813147718
764	4	rotation	0.937515	188	5.99301313976699
768	4	rotation	1.083131	189	9.79180170697914
772	4	rotation	1.230947	190	13.9703477687858
776	4	rotation	1.229044	191	33.4229989250996
780	4	rotation	0.838144	192	0.944619199044059
784	4	rotation	1.004522	193	4.20014187184191
788	4	rotation	1.142912	194	9.60377863070971
792	4	rotation	1.281285	195	15.1318151910746
796	4	rotation	1.114033	196	18.2648887827768
800	4	rotation	0.909557	197	26.8418810208195
804	4	rotation	0.725267	198	-10.4888102897351
808	4	rotation	1.053603	199	33.6990688881403
812	4	rotation	0.891508	200	4.72171309031382
816	4	rotation	0.885565	201	4.43007232700372
820	4	rotation	0.993046	202	5.09404570258344
824	4	rotation	0.777545	203	4.36511248636838
828	4	rotation	0.977057	204	27.5283269411528
832	4	rotation	0.997724	205	3.89929314653903
836	4	rotation	0.871395	206	6.96326377797957
840	4	rotation	0.84168	207	12.5898456974178
844	4	rotation	0.971859	208	-5.60627388578407
848	4	rotation	0.821186	209	-7.85267956497461
852	4	rotation	1.010482	210	7.49213526747851
856	4	rotation	1.110427	211	-2.86139563016495
860	4	rotation	0.755515	212	10.6947873701354
864	4	rotation	1.054408	213	14.3718580948165
868	4	rotation	0.936155	214	12.823904170934
872	4	rotation	0.950858	215	11.5626935365478
876	4	rotation	0.777129	216	-6.17563335335178
880	4	rotation	0.660458	217	36.1445486666101
884	4	rotation	0.784936	218	10.6274126825088
888	4	rotation	1.0005	219	20.4327993196717
892	4	rotation	0.775879	220	-6.38221013676025
896	4	rotation	0.825271	221	2.5736590301464
900	4	rotation	0.937746	222	2.08732720546705
904	4	rotation	0.814172	223	16.1918603382057
908	4	rotation	0.882158	224	3.96050581576357
912	4	rotation	0.719765	225	7.33824358977896
916	4	rotation	0.748847	226	5.44303179685232
920	4	rotation	0.690497	227	15.5258484903546
924	4	rotation	0.680505	228	0.222607235210659
928	4	rotation	0.810495	229	15.0976506604631
932	4	rotation	0.942565	230	12.6513644950566
936	4	rotation	1.234715	231	-17.194741323728
940	4	rotation	1.09034	232	32.1393375754954
944	4	rotation	0.830278	233	-1.03805888487254
948	4	rotation	0.976631	234	12.6208808777829
952	4	rotation	0.892643	235	-2.99464050834565
956	4	rotation	0.871095	236	-11.3760107744438
960	4	rotation	1.203794	237	25.7079713010012
964	4	rotation	0.971956	238	10.7717885307599
968	4	rotation	0.998066	239	-14.4180741458312
972	4	rotation	0.779963	240	44.4065598448101
976	4	rotation	0.970985	241	6.41207798432032
980	4	rotation	1.008687	242	15.3892725120116
984	4	rotation	0.935148	243	-10.058654990845
988	4	rotation	1.207745	244	7.16021770898784
992	4	rotation	0.96163	245	13.2661777399745
996	4	rotation	0.943926	246	-10.0688503263251
1000	4	rotation	1.050753	247	11.3980655817674
1004	4	rotation	1.089049	248	15.018071530791
1008	4	rotation	1.346099	249	-3.24589097191903
1012	4	rotation	1.142127	250	-32.2953527091047
1016	4	rotation	1.363686	251	-7.87627873770121
1020	4	rotation	1.321813	252	15.4395947080381
1024	4	rotation	0.917077	253	38.6598082540901
1028	4	rotation	1.15418	254	9.5897769450908
1032	4	rotation	0.716651	255	-20.2177983723851
1036	4	rotation	0.594351	256	27.7153506711034
1040	4	rotation	1.061416	257	4.84466471613336
1044	4	rotation	0.8223	258	22.940730967353
1048	4	rotation	1.04308	259	-8.86830862909561
1052	4	rotation	1.113817	260	7.77489435863566
1056	4	rotation	0.949004	261	-10.0970272225577
1060	4	rotation	1.136104	262	29.6415573650695
1064	4	rotation	0.944192	263	9.60020681635739
1068	4	rotation	0.850428	264	22.9100546203257
1072	4	rotation	1.047483	265	37.057997524235
1076	4	rotation	1.141186	266	6.6006246617392
1080	4	rotation	0.949254	267	2.38949115827773
1084	4	rotation	0.937981	268	17.6548323007588
1088	4	rotation	1.003791	269	-34.5292281433942
1092	4	rotation	1.460259	270	-1.5637694135305
1096	4	rotation	1.032365	271	45.9240314490504
1100	4	rotation	1.509844	272	-7.44618642358607
1104	4	rotation	1.051539	273	4.77867874697537
1108	4	rotation	0.830988	274	21.1484649158697
1112	4	rotation	1.171588	275	20.9586730065512
1116	4	rotation	1.348051	276	-26.9364367990861
1120	4	rotation	1.15756	277	42.9787264473406
1124	4	rotation	0.981618	278	6.97803631814478
1128	4	rotation	1.247647	279	6.6660565756932
1132	4	rotation	1.055622	280	18.9651201814452
1136	4	rotation	1.471748	281	-13.2163820168105
1140	4	rotation	1.234534	282	7.00573428416493
1144	4	rotation	1.029867	283	32.4555327214694
1148	4	rotation	0.779277	284	4.72581990708615
1152	4	rotation	0.955919	285	8.38804695631353
1156	4	rotation	1.043944	286	6.20140309961112
1160	4	rotation	0.727951	287	-8.42979339947349
1164	4	rotation	1.274144	288	9.49075385939989
1168	4	rotation	1.47941	289	15.8050157690144
1172	4	rotation	0.94418	290	24.1076986598999
1176	4	rotation	0.890068	291	3.63820081785489
1180	4	rotation	1.284961	292	-14.5854971338628
1184	4	rotation	0.890413	293	3.60905462826344
1188	4	rotation	0.933498	294	15.780306278243
1192	4	rotation	0.941617	295	-0.949183074458
1196	4	rotation	1.023614	296	12.7229082866919
1200	4	rotation	1.15436	297	6.9406529140082
1204	4	rotation	0.970461	298	30.0375400119951
1208	4	rotation	1.032101	299	-3.55433964087324
1212	4	rotation	1.122397	300	-3.92963887864446
1216	4	rotation	0.769157	301	9.26752563503058
1220	4	rotation	1.065903	302	4.84340765003135
1224	4	rotation	1.00057	303	3.88147096102419
1228	4	rotation	0.714394	304	-4.12316829766013
1232	4	rotation	0.894652	305	9.78083675223938
1236	4	rotation	1.108926	306	1.82507988443582
1240	4	rotation	1.017183	307	-16.8959032955769
1244	4	rotation	1.114463	308	1.39578111614342
1248	4	rotation	1.240615	309	0.54709227500523
1252	4	rotation	0.968929	310	-13.5067775226563
1256	4	rotation	1.157381	311	24.2146560003127
1260	4	rotation	0.965593	312	-3.56493964859682
1264	4	rotation	0.962658	313	0.620976366011186
1268	4	rotation	0.90193	314	9.26479101810008
1272	4	rotation	0.922258	315	17.3959001657962
1276	4	rotation	0.886415	316	-2.44787823532869
1280	4	rotation	0.879595	317	10.475129621885
1284	4	rotation	1.121814	318	-0.337980213602116
1288	4	rotation	0.842372	319	12.3988132754973
1292	4	rotation	1.00598	320	15.5965643683551
1296	4	rotation	0.968952	321	-25.9949320216624
1300	4	rotation	1.14926	322	-8.87945041445982
1304	4	rotation	1.169834	323	-24.823785264695
1308	4	rotation	1.109123	324	16.2504718283629
1312	4	rotation	0.803564	325	-3.40051971696896
1316	4	rotation	0.999247	326	4.44168879364985
1320	4	rotation	1.106874	327	-2.74213051972152
1324	4	rotation	0.997459	328	-11.5614201176438
1328	4	rotation	0.719134	329	18.1798015829201
1332	4	rotation	0.654695	330	-30.4846661419896
1336	4	rotation	1.098974	331	-11.6735572528985
1340	4	rotation	0.964315	332	-3.00869323578959
1344	4	rotation	0.825666	333	11.7235594159961
1348	4	rotation	0.647117	334	9.20428807363712
1352	4	rotation	0.769064	335	18.6475647250039
1356	4	rotation	0.908967	336	-11.911035666251
1360	4	rotation	0.746816	337	15.496344394499
1364	4	rotation	0.856414	338	9.49346257367892
1368	4	rotation	1.013689	339	11.8169760373565
1372	4	rotation	1.031851	340	-0.548659592423175
1376	4	rotation	0.953176	341	-1.29955945988941
1380	4	rotation	1.257543	342	-16.3270143054141
1384	4	rotation	1.064513	343	14.9872388408042
1388	4	rotation	1.12539	344	4.24341964456485
1392	4	rotation	1.060643	345	24.0444444616096
1396	4	rotation	0.974699	346	11.9514752447296
1400	4	rotation	0.9787	347	-3.0200415808532
1404	4	rotation	1.012443	348	13.535467484272
1408	4	rotation	1.162414	349	23.6314076046363
1412	4	rotation	1.001006	350	14.8037812355186
1416	4	rotation	0.912301	351	18.6927605633606
1420	4	rotation	1.142895	352	-7.40859657192207
1424	4	rotation	0.779171	353	-10.3559835721832
1428	4	rotation	0.956707	354	-10.2892244542778
1432	4	rotation	1.054412	355	-7.03245799046733
1436	4	rotation	0.916311	356	12.640217656464
1440	4	rotation	1.160255	357	-96.3401917459098
1444	4	rotation	0.766564	358	-14.6363236254194
1448	4	rotation	0.933865	359	-6.34019174590987
1452	4	rotation	0.860948	360	-1.27103999232052
1456	4	rotation	0.886802	361	-10.8840534284006
1460	4	rotation	0.986981	362	2.77937257513181
1464	4	rotation	0.918283	363	6.54993123578567
1468	4	rotation	0.826781	364	16.8679521020058
1472	4	rotation	0.970708	365	-5.77478346181993
1476	4	rotation	0.962509	366	5.91006462305223
1480	4	rotation	1.062768	367	11.5988516026076
1484	4	rotation	1.089006	368	0.135094596966279
1488	4	rotation	0.863315	369	3.1861994369983
1492	4	rotation	0.818389	370	-4.37169063359865
1496	4	rotation	0.002202	371	-4.21314058329021
1500	4	rotation	0.842511	372	42.2248619701489
1504	4	rotation	1.078383	373	7.53864195639801
1508	4	rotation	0.912638	374	-2.27583997052267
1512	4	rotation	0.763036	375	-1.20537629990194
1516	4	rotation	1.056737	376	-13.0831680546327
1520	4	rotation	0.960822	377	-8.99712511865069
1524	4	rotation	0.936094	378	-0.711215800692071
1528	4	rotation	1.062321	379	0.679323081188266
1532	4	rotation	0.909275	380	-7.53761810175066
1536	4	rotation	0.936426	381	-0.587791288311693
1540	4	rotation	0.983668	382	8.74526106641441
1544	4	rotation	1.173729	383	-16.8165973870344
1548	4	rotation	1.053159	384	4.32977525339625
1552	4	rotation	0.876854	385	2.7235811898513
1556	4	rotation	0.969801	386	21.6912214716772
1560	4	rotation	1.196472	387	15.7049117535347
1564	4	rotation	0.783792	388	-10.0200428862415
1568	4	rotation	1.091535	389	-8.46339393593828
1572	4	rotation	0.907878	390	-14.2638423818777
1576	4	rotation	0.777789	391	-5.13376314770825
1580	4	rotation	1.060575	392	16.8492463709951
1584	4	rotation	0.869159	393	1.34559898006244
1588	4	rotation	0.809954	394	-11.701587290672
1592	4	rotation	0.958029	395	-3.58680215687657
1596	4	rotation	0.990395	396	-16.6699033437339
1600	4	rotation	0.880121	397	-51.3401917459099
1604	4	rotation	1.048024	398	6.13616693823017
1608	4	rotation	0.949959	399	-10.6502598110922
1612	4	rotation	0.909198	400	26.8586757030228
1616	4	rotation	1.174372	401	-0.614823270546099
1620	4	rotation	0.906364	402	-5.18429743948406
1624	4	rotation	0.76893	403	-5.75986094036729
1628	4	rotation	1.287162	404	2.23109724770557
1632	4	rotation	0.996559	405	0.637815275754902
1636	4	rotation	1.004363	406	2.92785246069217
1640	4	rotation	0.950367	407	11.7101323557976
1644	4	rotation	0.955282	408	5.08232650802321
1648	4	rotation	1.331619	409	-22.3496099643236
1652	4	rotation	0.905596	410	15.3762508158663
1656	4	rotation	0.988027	411	-12.1242721715235
1660	4	rotation	1.395651	412	13.2178309603578
1664	4	rotation	0.740218	413	-3.06544803212597
1668	4	rotation	1.318311	414	13.4481376730123
1672	4	rotation	0.958013	415	19.0548308148292
1676	4	rotation	0.807101	416	8.52006216200748
1680	4	rotation	0.982043	417	3.7461162724894
1684	4	rotation	1.077559	418	4.36817160909892
1688	4	rotation	0.952893	419	10.5075923670811
1692	4	rotation	0.820501	420	-16.5790381649764
1696	4	rotation	0.884273	421	14.7478715211478
1700	4	rotation	0.910472	422	1.26625878616033
1704	4	rotation	1.076802	423	-5.98036219344619
1708	4	rotation	0.8021	424	28.4890542565229
1712	4	rotation	0.964078	425	-1.93661150604914
1716	4	rotation	1.028339	426	13.7111520201916
1720	4	rotation	0.984683	427	-6.59317174648465
1724	4	rotation	1.116929	428	8.17397163597958
1728	4	rotation	1.197837	429	6.18337149870422
1732	4	rotation	0.762184	430	-6.29297835717698
1736	4	rotation	0.833427	431	-0.925757685507227
1740	4	rotation	0.969965	432	35.3512554001224
1744	4	rotation	1.052988	433	-2.59082298512316
1748	4	rotation	1.264733	434	-17.4515304596885
1752	4	rotation	0.968508	435	-6.41229034419556
1756	4	rotation	0.828518	436	19.2917344875784
1760	4	rotation	0.877123	437	12.8925061624766
1764	4	rotation	1.086802	438	8.67598333421492
1768	4	rotation	1.129721	439	4.79763983786482
1772	4	rotation	0.948692	440	6.53891259531367
