onset	duration	cue_type	current_mean_accuracy	duration_error	is_hit	isi_adjusted	onset_delay	response	response_type	reward	rt	rt_time	total_reward	trial_number	trial_phase	trial_type	one_press
527.124	1.45	Control	0.6964	n/a	No	3.024	n/a	5.0	NoResponse	0	0.022	526.146	10	55	Feedback	Neutral	True
528.574	3.024	Control	0.6964	n/a	No	3.024	n/a	n/a	NoResponse	0	0.0	n/a	10	55	ISIslide	Neutral	True
531.623	0.25	Control	0.6842	0.0	No	2.827	0.023	n/a	NoResponse	0	n/a	n/a	10	56	Cue	Neutral	True
531.872	3.95	Control	0.6842	0.001	No	2.827	-0.001	n/a	NoResponse	0	n/a	n/a	10	56	Fixation	Neutral	True
535.821	0.23	Control	0.6842	0.002	No	2.827	-0.002	4.0	NoResponse	0	0.253	535.074	10	56	Target	Neutral	True
536.054	0.47	Control	0.6842	n/a	No	2.827	n/a	n/a	NoResponse	0	n/a	n/a	10	56	Blank	Neutral	True
536.074	0.3	Control	0.6842	0.002	No	2.827	-0.002	4.0	NoResponse	0	0.253	n/a	10	56	ButtonPress	Neutral	True
536.521	1.45	Control	0.6842	n/a	No	2.827	n/a	5.0	NoResponse	0	0.039	535.56	10	56	Feedback	Neutral	True
537.97	2.827	Control	0.6842	n/a	No	2.827	n/a	n/a	NoResponse	0	0.0	n/a	10	56	ISIslide	Neutral	True
540.819	0.25	Control	0.6724	0.0	No	3.481	0.019	n/a	NoResponse	0	n/a	n/a	10	57	Cue	Neutral	True
541.069	4.0	Control	0.6724	0.0	No	3.481	0.0	n/a	NoResponse	0	n/a	n/a	10	57	Fixation	Neutral	True
545.068	0.22	Control	0.6724	0.001	No	3.481	-0.001	4.0	NoResponse	0	0.233	544.301	10	57	Target	Neutral	True
545.285	0.48	Control	0.6724	n/a	No	3.481	n/a	n/a	NoResponse	0	n/a	n/a	10	57	Blank	Neutral	True
545.301	0.3	Control	0.6724	0.001	No	3.481	-0.001	4.0	NoResponse	0	0.233	n/a	10	57	ButtonPress	Neutral	True
545.768	1.45	Control	0.6724	n/a	No	3.481	n/a	5.0	NoResponse	0	0.012	544.78	10	57	Feedback	Neutral	True
547.217	3.481	Control	0.6724	n/a	No	3.481	n/a	n/a	NoResponse	0	0.0	n/a	10	57	ISIslide	Neutral	True
550.716	0.25	Win2	0.6609999999999999	0.0	No	2.734	0.016	n/a	NoResponse	0	n/a	n/a	10	58	Cue	MissedWin	True
550.966	4.05	Win2	0.6609999999999999	0.0	No	2.734	0.0	n/a	NoResponse	0	n/a	n/a	10	58	Fixation	MissedWin	True
555.015	0.21	Win2	0.6609999999999999	0.001	No	2.734	-0.001	4.0	NoResponse	0	0.228	554.243	10	58	Target	MissedWin	True
555.231	0.49	Win2	0.6609999999999999	n/a	No	2.734	n/a	n/a	NoResponse	0	n/a	n/a	10	58	Blank	MissedWin	True
555.243	0.3	Win2	0.6609999999999999	0.001	No	2.734	-0.001	4.0	NoResponse	0	0.228	n/a	10	58	ButtonPress	MissedWin	True
555.714	1.45	Win2	0.6609999999999999	n/a	No	2.734	n/a	5.0	NoResponse	0	0.017	554.731	10	58	Feedback	MissedWin	True
557.164	2.734	Win2	0.6609999999999999	n/a	No	2.734	n/a	n/a	NoResponse	0	0.0	n/a	10	58	ISIslide	MissedWin	True
559.913	0.25	Lose2	0.65	0.0	No	2.687	0.013	n/a	NoResponse	-1	n/a	n/a	9	59	Cue	Loss	True
560.163	4.0	Lose2	0.65	0.0	No	2.687	0.0	n/a	NoResponse	-1	n/a	n/a	9	59	Fixation	Loss	True
564.161	0.21	Lose2	0.65	0.002	No	2.687	-0.002	4.0	NoResponse	-1	0.237	563.398	9	59	Target	Loss	True
564.378	0.49	Lose2	0.65	n/a	No	2.687	n/a	n/a	NoResponse	-1	n/a	n/a	9	59	Blank	Loss	True
564.398	0.3	Lose2	0.65	0.002	No	2.687	-0.002	4.0	NoResponse	-1	0.237	n/a	9	59	ButtonPress	Loss	True
564.861	1.45	Lose2	0.65	n/a	No	2.687	n/a	5.0	NoResponse	-1	0.041	563.902	9	59	Feedback	Loss	True
566.311	2.687	Lose2	0.65	n/a	No	2.687	n/a	n/a	NoResponse	-1	0.0	n/a	9	59	ISIslide	Loss	True
569.026	0.25	Control	0.6393	0.001	No	2.674	0.026	n/a	NoResponse	0	n/a	n/a	9	60	Cue	Neutral	True
569.276	4.0	Control	0.6393	0.0	No	2.674	0.0	n/a	NoResponse	0	n/a	n/a	9	60	Fixation	Neutral	True
573.275	0.22	Control	0.6393	0.001	No	2.674	-0.001	4.0	NoResponse	0	0.231	572.506	9	60	Target	Neutral	True
573.492	0.48	Control	0.6393	n/a	No	2.674	n/a	n/a	NoResponse	0	n/a	n/a	9	60	Blank	Neutral	True
573.506	0.3	Control	0.6393	0.001	No	2.674	-0.001	4.0	NoResponse	0	0.231	n/a	9	60	ButtonPress	Neutral	True
573.975	1.45	Control	0.6393	n/a	No	2.674	n/a	5.0	NoResponse	0	0.048	573.023	9	60	Feedback	Neutral	True
575.424	2.674	Control	0.6393	n/a	No	2.674	n/a	n/a	NoResponse	0	0.0	n/a	9	60	ISIslide	Neutral	True
578.123	0.25	Lose2	0.6452	0.0	Yes	2.977	0.023	n/a	GoodResponse	0	n/a	n/a	9	61	Cue	AvoidedLoss	True
578.373	4.0	Lose2	0.6452	0.0	Yes	2.977	0.0	n/a	GoodResponse	0	n/a	n/a	9	61	Fixation	AvoidedLoss	True
582.372	0.23	Lose2	0.6452	0.001	Yes	2.977	-0.001	4.0	GoodResponse	0	0.187	581.559	9	61	Target	AvoidedLoss	True
582.559	0.3	Lose2	0.6452	0.001	Yes	2.977	-0.001	4.0	GoodResponse	0	0.187	n/a	9	61	ButtonPress	AvoidedLoss	True
582.605	0.47	Lose2	0.6452	n/a	Yes	2.977	n/a	n/a	GoodResponse	0	n/a	n/a	9	61	Blank	AvoidedLoss	True
583.072	1.45	Lose2	0.6452	n/a	Yes	2.977	n/a	5.0	GoodResponse	0	0.024	582.096	9	61	Feedback	AvoidedLoss	True
584.521	2.977	Lose2	0.6452	n/a	Yes	2.977	n/a	n/a	GoodResponse	0	0.0	n/a	9	61	ISIslide	AvoidedLoss	True
587.52	0.25	Lose2	0.6507999999999999	0.0	Yes	2.88	0.02	n/a	GoodResponse	0	n/a	n/a	9	62	Cue	AvoidedLoss	True
587.77	3.9	Lose2	0.6507999999999999	0.0	Yes	2.88	0.0	n/a	GoodResponse	0	n/a	n/a	9	62	Fixation	AvoidedLoss	True
591.669	0.24	Lose2	0.6507999999999999	0.001	Yes	2.88	-0.001	4.0	GoodResponse	0	0.203	590.872	9	62	Target	AvoidedLoss	True
591.872	0.3	Lose2	0.6507999999999999	0.001	Yes	2.88	-0.001	4.0	GoodResponse	0	0.203	n/a	9	62	ButtonPress	AvoidedLoss	True
591.919	0.46	Lose2	0.6507999999999999	n/a	Yes	2.88	n/a	n/a	GoodResponse	0	n/a	n/a	9	62	Blank	AvoidedLoss	True
592.368	1.45	Lose2	0.6507999999999999	n/a	Yes	2.88	n/a	5.0	GoodResponse	0	0.046	591.414	9	62	Feedback	AvoidedLoss	True
593.818	2.88	Lose2	0.6507999999999999	n/a	Yes	2.88	n/a	n/a	GoodResponse	0	0.0	n/a	9	62	ISIslide	AvoidedLoss	True
596.717	0.25	Lose2	0.6562	0.0	Yes	2.633	0.017	n/a	GoodResponse	0	n/a	n/a	9	63	Cue	AvoidedLoss	True
596.967	4.05	Lose2	0.6562	0.0	Yes	2.633	0.0	n/a	GoodResponse	0	n/a	n/a	9	63	Fixation	AvoidedLoss	True
601.015	0.25	Lose2	0.6562	0.002	Yes	2.633	-0.002	4.0	GoodResponse	0	0.192	600.207	9	63	Target	AvoidedLoss	True
601.207	0.3	Lose2	0.6562	0.002	Yes	2.633	-0.002	4.0	GoodResponse	0	0.192	n/a	9	63	ButtonPress	AvoidedLoss	True
601.265	0.45	Lose2	0.6562	n/a	Yes	2.633	n/a	n/a	GoodResponse	0	n/a	n/a	9	63	Blank	AvoidedLoss	True
601.715	1.45	Lose2	0.6562	n/a	Yes	2.633	n/a	5.0	GoodResponse	0	0.016	600.731	9	63	Feedback	AvoidedLoss	True
603.165	2.633	Lose2	0.6562	n/a	Yes	2.633	n/a	n/a	GoodResponse	0	0.0	n/a	9	63	ISIslide	AvoidedLoss	True
605.814	0.25	Win2	0.6615000000000001	0.0	Yes	3.136	0.014	n/a	GoodResponse	1	n/a	n/a	10	64	Cue	Win	True
606.064	4.15	Win2	0.6615000000000001	0.0	Yes	3.136	0.0	n/a	GoodResponse	1	n/a	n/a	10	64	Fixation	Win	True
610.212	0.25	Win2	0.6615000000000001	0.002	Yes	3.136	-0.002	4.0	GoodResponse	1	0.215	609.427	10	64	Target	Win	True
610.427	0.3	Win2	0.6615000000000001	0.002	Yes	3.136	-0.002	4.0	GoodResponse	1	0.215	n/a	10	64	ButtonPress	Win	True
610.462	0.45	Win2	0.6615000000000001	n/a	Yes	3.136	n/a	n/a	GoodResponse	1	n/a	n/a	10	64	Blank	Win	True
610.912	1.45	Win2	0.6615000000000001	n/a	Yes	3.136	n/a	5.0	GoodResponse	1	0.038	609.95	10	64	Feedback	Win	True
612.362	3.136	Win2	0.6615000000000001	n/a	Yes	3.136	n/a	n/a	GoodResponse	1	0.0	n/a	10	64	ISIslide	Win	True
615.527	0.25	Control	0.6515000000000001	0.0	No	2.773	0.027	n/a	NoResponse	0	n/a	n/a	10	65	Cue	Neutral	True
615.777	4.0	Control	0.6515000000000001	0.0	No	2.773	0.0	n/a	NoResponse	0	n/a	n/a	10	65	Fixation	Neutral	True
619.776	0.25	Control	0.6515000000000001	0.001	No	2.773	-0.001	4.0	NoResponse	0	0.427	619.203	10	65	Target	Neutral	True
620.026	0.45	Control	0.6515000000000001	n/a	No	2.773	n/a	n/a	NoResponse	0	n/a	n/a	10	65	Blank	Neutral	True
620.203	0.3	Control	0.6515000000000001	0.001	No	2.773	-0.001	4.0	NoResponse	0	0.427	n/a	10	65	ButtonPress	Neutral	True
620.475	1.45	Control	0.6515000000000001	n/a	No	2.773	n/a	5.0	NoResponse	0	0.037	619.512	10	65	Feedback	Neutral	True
621.925	2.773	Control	0.6515000000000001	n/a	No	2.773	n/a	n/a	NoResponse	0	0.0	n/a	10	65	ISIslide	Neutral	True
624.724	0.25	Win2	0.6567000000000001	0.0	Yes	2.776	0.024	n/a	GoodResponse	1	n/a	n/a	11	66	Cue	Win	True
624.974	3.9	Win2	0.6567000000000001	0.0	Yes	2.776	0.0	n/a	GoodResponse	1	n/a	n/a	11	66	Fixation	Win	True
628.873	0.26	Win2	0.6567000000000001	0.001	Yes	2.776	-0.001	4.0	GoodResponse	1	0.232	628.105	11	66	Target	Win	True
629.105	0.3	Win2	0.6567000000000001	0.001	Yes	2.776	-0.001	4.0	GoodResponse	1	0.232	n/a	11	66	ButtonPress	Win	True
629.139	0.44	Win2	0.6567000000000001	n/a	Yes	2.776	n/a	n/a	GoodResponse	1	n/a	n/a	11	66	Blank	Win	True
629.572	1.45	Win2	0.6567000000000001	n/a	Yes	2.776	n/a	5.0	GoodResponse	1	0.013	628.585	11	66	Feedback	Win	True
631.022	2.776	Win2	0.6567000000000001	n/a	Yes	2.776	n/a	n/a	GoodResponse	1	0.0	n/a	11	66	ISIslide	Win	True
633.821	0.25	Control	0.6618	0.0	Yes	2.729	0.021	n/a	GoodResponse	0	n/a	n/a	11	67	Cue	Neutral	True
634.071	3.95	Control	0.6618	0.0	Yes	2.729	0.0	n/a	GoodResponse	0	n/a	n/a	11	67	Fixation	Neutral	True
638.019	0.26	Control	0.6618	0.002	Yes	2.729	-0.002	4.0	GoodResponse	0	0.259	637.278	11	67	Target	Neutral	True
638.278	0.3	Control	0.6618	0.002	Yes	2.729	-0.002	4.0	GoodResponse	0	0.259	n/a	11	67	ButtonPress	Neutral	True
638.286	0.44	Control	0.6618	n/a	Yes	2.729	n/a	n/a	GoodResponse	0	n/a	n/a	11	67	Blank	Neutral	True
638.719	1.45	Control	0.6618	n/a	Yes	2.729	n/a	5.0	GoodResponse	0	0.037	637.756	11	67	Feedback	Neutral	True
640.169	2.729	Control	0.6618	n/a	Yes	2.729	n/a	n/a	GoodResponse	0	0.0	n/a	11	67	ISIslide	Neutral	True
642.918	0.25	Win2	0.6667000000000001	0.0	Yes	3.082	0.018	n/a	GoodResponse	1	n/a	n/a	12	68	Cue	Win	True
643.168	4.0	Win2	0.6667000000000001	0.0	Yes	3.082	0.0	n/a	GoodResponse	1	n/a	n/a	12	68	Fixation	Win	True
647.166	0.26	Win2	0.6667000000000001	0.002	Yes	3.082	-0.002	4.0	GoodResponse	1	0.212	646.378	12	68	Target	Win	True
647.378	0.3	Win2	0.6667000000000001	0.002	Yes	3.082	-0.002	4.0	GoodResponse	1	0.212	n/a	12	68	ButtonPress	Win	True
647.433	0.44	Win2	0.6667000000000001	n/a	Yes	3.082	n/a	n/a	GoodResponse	1	n/a	n/a	12	68	Blank	Win	True
647.866	1.45	Win2	0.6667000000000001	n/a	Yes	3.082	n/a	5.0	GoodResponse	1	0.011	646.877	12	68	Feedback	Win	True
649.316	3.082	Win2	0.6667000000000001	n/a	Yes	3.082	n/a	n/a	GoodResponse	1	0.0	n/a	12	68	ISIslide	Win	True
652.415	0.25	Win2	0.6714	0.0	Yes	3.235	0.015	n/a	GoodResponse	1	n/a	n/a	13	69	Cue	Win	True
652.664	3.95	Win2	0.6714	0.001	Yes	3.235	-0.001	n/a	GoodResponse	1	n/a	n/a	13	69	Fixation	Win	True
656.613	0.25	Win2	0.6714	0.002	Yes	3.235	-0.002	4.0	GoodResponse	1	0.249	655.862	13	69	Target	Win	True
656.862	0.3	Win2	0.6714	0.002	Yes	3.235	-0.002	4.0	GoodResponse	1	0.249	n/a	13	69	ButtonPress	Win	True
656.863	0.45	Win2	0.6714	n/a	Yes	3.235	n/a	n/a	GoodResponse	1	n/a	n/a	13	69	Blank	Win	True
657.313	1.45	Win2	0.6714	n/a	Yes	3.235	n/a	5.0	GoodResponse	1	0.027	656.34	13	69	Feedback	Win	True
658.762	3.235	Win2	0.6714	n/a	Yes	3.235	n/a	n/a	GoodResponse	1	0.0	n/a	13	69	ISIslide	Win	True
662.028	0.25	Lose2	0.6761	0.0	Yes	3.022	0.028	n/a	GoodResponse	0	n/a	n/a	13	70	Cue	AvoidedLoss	True
662.278	4.05	Lose2	0.6761	0.0	Yes	3.022	0.0	n/a	GoodResponse	0	n/a	n/a	13	70	Fixation	AvoidedLoss	True
666.326	0.24	Lose2	0.6761	0.002	Yes	3.022	-0.002	4.0	GoodResponse	0	0.172	665.498	13	70	Target	AvoidedLoss	True
666.498	0.3	Lose2	0.6761	0.002	Yes	3.022	-0.002	4.0	GoodResponse	0	0.172	n/a	13	70	ButtonPress	AvoidedLoss	True
666.576	0.46	Lose2	0.6761	n/a	Yes	3.022	n/a	n/a	GoodResponse	0	n/a	n/a	13	70	Blank	AvoidedLoss	True
667.026	1.45	Lose2	0.6761	n/a	Yes	3.022	n/a	5.0	GoodResponse	0	0.022	666.048	13	70	Feedback	AvoidedLoss	True
668.476	3.022	Lose2	0.6761	n/a	Yes	3.022	n/a	n/a	GoodResponse	0	0.0	n/a	13	70	ISIslide	AvoidedLoss	True
671.525	0.25	Win2	0.6806	0.0	Yes	2.725	0.025	n/a	GoodResponse	1	n/a	n/a	14	71	Cue	Win	True
671.775	4.05	Win2	0.6806	0.0	Yes	2.725	0.0	n/a	GoodResponse	1	n/a	n/a	14	71	Fixation	Win	True
675.823	0.23	Win2	0.6806	0.002	Yes	2.725	-0.002	4.0	GoodResponse	1	0.227	675.05	14	71	Target	Win	True
676.05	0.3	Win2	0.6806	0.002	Yes	2.725	-0.002	4.0	GoodResponse	1	0.227	n/a	14	71	ButtonPress	Win	True
676.056	0.47	Win2	0.6806	n/a	Yes	2.725	n/a	n/a	GoodResponse	1	n/a	n/a	14	71	Blank	Win	True
676.523	1.45	Win2	0.6806	n/a	Yes	2.725	n/a	5.0	GoodResponse	1	0.037	675.56	14	71	Feedback	Win	True
677.972	2.725	Win2	0.6806	n/a	Yes	2.725	n/a	n/a	GoodResponse	1	0.0	n/a	14	71	ISIslide	Win	True
680.722	0.25	Win2	0.6712	0.0	No	2.778	0.022	n/a	LatePress	0	n/a	n/a	14	72	Cue	MissedWin	True
680.971	4.1	Win2	0.6712	0.001	No	2.778	-0.001	n/a	LatePress	0	n/a	n/a	14	72	Fixation	MissedWin	True
685.07	0.22	Win2	0.6712	0.002	No	2.778	-0.002	4.0	LatePress	0	0.22	684.29	14	72	Target	MissedWin	True
685.29	0.3	Win2	0.6712	0.002	No	2.778	-0.002	4.0	LatePress	0	0.22	n/a	14	72	ButtonPress	MissedWin	True
685.303	0.48	Win2	0.6712	n/a	No	2.778	n/a	n/a	LatePress	0	n/a	n/a	14	72	Blank	MissedWin	True
685.77	1.45	Win2	0.6712	n/a	No	2.778	n/a	5.0	LatePress	0	0.01	684.78	14	72	Feedback	MissedWin	True
687.219	2.778	Win2	0.6712	n/a	No	2.778	n/a	n/a	LatePress	0	0.0	n/a	14	72	ISIslide	MissedWin	True
690.018	0.25	Win2	0.6622	0.0	No	2.682	0.018	n/a	NoResponse	0	n/a	n/a	14	73	Cue	MissedWin	True
690.268	4.0	Win2	0.6622	0.0	No	2.682	0.0	n/a	NoResponse	0	n/a	n/a	14	73	Fixation	MissedWin	True
694.267	0.21	Win2	0.6622	0.001	No	2.682	-0.001	4.0	NoResponse	0	0.258	693.525	14	73	Target	MissedWin	True
694.483	0.49	Win2	0.6622	n/a	No	2.682	n/a	n/a	NoResponse	0	n/a	n/a	14	73	Blank	MissedWin	True
694.525	0.3	Win2	0.6622	0.001	No	2.682	-0.001	4.0	NoResponse	0	0.258	n/a	14	73	ButtonPress	MissedWin	True
694.967	1.45	Win2	0.6622	n/a	No	2.682	n/a	5.0	NoResponse	0	0.032	693.999	14	73	Feedback	MissedWin	True
696.416	2.682	Win2	0.6622	n/a	No	2.682	n/a	n/a	NoResponse	0	0.0	n/a	14	73	ISIslide	MissedWin	True
699.115	0.25	Lose2	0.6533	0.0	No	2.635	0.015	n/a	NoResponse	-1	n/a	n/a	13	74	Cue	Loss	True
699.365	4.05	Lose2	0.6533	0.0	No	2.635	0.0	n/a	NoResponse	-1	n/a	n/a	13	74	Fixation	Loss	True
703.414	0.21	Lose2	0.6533	0.001	No	2.635	-0.001	4.0	NoResponse	-1	0.248	702.662	13	74	Target	Loss	True
703.63	0.49	Lose2	0.6533	n/a	No	2.635	n/a	n/a	NoResponse	-1	n/a	n/a	13	74	Blank	Loss	True
703.662	0.3	Lose2	0.6533	0.001	No	2.635	-0.001	4.0	NoResponse	-1	0.248	n/a	13	74	ButtonPress	Loss	True
704.113	1.45	Lose2	0.6533	n/a	No	2.635	n/a	5.0	NoResponse	-1	0.008	703.121	13	74	Feedback	Loss	True
705.563	2.635	Lose2	0.6533	n/a	No	2.635	n/a	n/a	NoResponse	-1	0.0	n/a	13	74	ISIslide	Loss	True
708.229	0.25	Lose2	0.6579	0.0	Yes	2.921	0.029	n/a	GoodResponse	0	n/a	n/a	13	75	Cue	AvoidedLoss	True
708.479	3.95	Lose2	0.6579	0.0	Yes	2.921	0.0	n/a	GoodResponse	0	n/a	n/a	13	75	Fixation	AvoidedLoss	True
712.427	0.22	Lose2	0.6579	0.002	Yes	2.921	-0.002	4.0	GoodResponse	0	0.194	711.621	13	75	Target	AvoidedLoss	True
712.621	0.3	Lose2	0.6579	0.002	Yes	2.921	-0.002	4.0	GoodResponse	0	0.194	n/a	13	75	ButtonPress	AvoidedLoss	True
712.661	0.48	Lose2	0.6579	n/a	Yes	2.921	n/a	n/a	GoodResponse	0	n/a	n/a	13	75	Blank	AvoidedLoss	True
713.127	1.45	Lose2	0.6579	n/a	Yes	2.921	n/a	5.0	GoodResponse	0	0.019	712.146	13	75	Feedback	AvoidedLoss	True
714.577	2.921	Lose2	0.6579	n/a	Yes	2.921	n/a	n/a	GoodResponse	0	0.0	n/a	13	75	ISIslide	AvoidedLoss	True
717.526	0.25	Control	0.6494	0.0	No	3.224	0.026	n/a	LatePress	0	n/a	n/a	13	76	Cue	Neutral	True
717.775	4.05	Control	0.6494	0.001	No	3.224	-0.001	n/a	LatePress	0	n/a	n/a	13	76	Fixation	Neutral	True
721.824	0.22	Control	0.6494	0.002	No	3.224	-0.002	4.0	LatePress	0	0.232	721.056	13	76	Target	Neutral	True
722.056	0.3	Control	0.6494	0.002	No	3.224	-0.002	4.0	LatePress	0	0.232	n/a	13	76	ButtonPress	Neutral	True
722.057	0.48	Control	0.6494	n/a	No	3.224	n/a	n/a	LatePress	0	n/a	n/a	13	76	Blank	Neutral	True
722.524	1.45	Control	0.6494	n/a	No	3.224	n/a	5.0	LatePress	0	0.036	721.56	13	76	Feedback	Neutral	True
723.973	3.224	Control	0.6494	n/a	No	3.224	n/a	n/a	LatePress	0	0.0	n/a	13	76	ISIslide	Neutral	True
727.222	0.25	Lose2	0.6537999999999999	0.0	Yes	2.578	0.022	n/a	GoodResponse	0	n/a	n/a	13	77	Cue	AvoidedLoss	True
727.472	3.95	Lose2	0.6537999999999999	0.0	Yes	2.578	0.0	n/a	GoodResponse	0	n/a	n/a	13	77	Fixation	AvoidedLoss	True
731.421	0.23	Lose2	0.6537999999999999	0.001	Yes	2.578	-0.001	4.0	GoodResponse	0	0.174	730.595	13	77	Target	AvoidedLoss	True
731.595	0.3	Lose2	0.6537999999999999	0.001	Yes	2.578	-0.001	4.0	GoodResponse	0	0.174	n/a	13	77	ButtonPress	AvoidedLoss	True
731.654	0.47	Lose2	0.6537999999999999	n/a	Yes	2.578	n/a	n/a	GoodResponse	0	n/a	n/a	13	77	Blank	AvoidedLoss	True
732.121	1.45	Lose2	0.6537999999999999	n/a	Yes	2.578	n/a	5.0	GoodResponse	0	0.0	731.121	13	77	Feedback	AvoidedLoss	True
733.57	2.578	Lose2	0.6537999999999999	n/a	Yes	2.578	n/a	n/a	GoodResponse	0	0.0	n/a	13	77	ISIslide	AvoidedLoss	True
