onset	duration	sample	trial_type	value
93.618	0.001	93619	Stimulus	S  2
94.178	0.001	94179	Stimulus	S 12
95.687	0.001	95688	Stimulus	S 22
97.906	0.001	97907	Stimulus	S 32
98.347	0.001	98348	Stimulus	S 42
102.276	0.001	102277	Stimulus	S 52
103.297	0.001	103298	Stimulus	S  6
103.736	0.001	103737	Stimulus	S 16
105.246	0.001	105247	Stimulus	S 26
106.485	0.001	106486	Stimulus	S 36
106.946	0.001	106947	Stimulus	S 46
109.595	0.001	109596	Stimulus	S 56
110.616	0.001	110617	Stimulus	S  5
111.095	0.001	111096	Stimulus	S 15
112.605	0.001	112606	Stimulus	S 25
116.124	0.001	116125	Stimulus	S 35
116.595	0.001	116596	Stimulus	S 45
120.643	0.001	120644	Stimulus	S 55
121.664	0.001	121665	Stimulus	S  1
122.114	0.001	122115	Stimulus	S 11
123.624	0.001	123625	Stimulus	S 21
125.253	0.001	125254	Stimulus	S 31
125.773	0.001	125774	Stimulus	S 41
127.762	0.001	127763	Stimulus	S 51
128.783	0.001	128784	Stimulus	S  2
129.233	0.001	129234	Stimulus	S 12
130.742	0.001	130743	Stimulus	S 22
131.772	0.001	131773	Stimulus	S 32
132.253	0.001	132254	Stimulus	S 42
136.301	0.001	136302	Stimulus	S 52
137.311	0.001	137312	Stimulus	S  6
137.802	0.001	137803	Stimulus	S 16
139.311	0.001	139312	Stimulus	S 26
140.601	0.001	140602	Stimulus	S 36
141.211	0.001	141212	Stimulus	S 46
144.76	0.001	144761	Stimulus	S 56
145.77	0.001	145771	Stimulus	S  4
146.29	0.001	146291	Stimulus	S 14
147.8	0.001	147801	Stimulus	S 24
148.729	0.001	148730	Stimulus	S 34
149.17	0.001	149171	Stimulus	S 44
151.129	0.001	151130	Stimulus	S 54
152.15	0.001	152151	Stimulus	S  3
152.59	0.001	152591	Stimulus	S 13
154.1	0.001	154101	Stimulus	S 23
154.799	0.001	154800	Stimulus	S 33
155.319	0.001	155320	Stimulus	S 43
159.238	0.001	159239	Stimulus	S 53
160.258	0.001	160259	Stimulus	S  5
160.719	0.001	160720	Stimulus	S 15
162.228	0.001	162229	Stimulus	S 25
163.247	0.001	163248	Stimulus	S 35
163.748	0.001	163749	Stimulus	S 45
167.757	0.001	167758	Stimulus	S 55
168.777	0.001	168778	Stimulus	S  4
169.317	0.001	169318	Stimulus	S 14
170.827	0.001	170828	Stimulus	S 24
172.556	0.001	172557	Stimulus	S 34
173.007	0.001	173008	Stimulus	S 44
175.016	0.001	175017	Stimulus	S 54
176.026	0.001	176027	Stimulus	S  6
176.587	0.001	176588	Stimulus	S 16
178.096	0.001	178097	Stimulus	S 26
179.855	0.001	179856	Stimulus	S 36
180.395	0.001	180396	Stimulus	S 46
182.685	0.001	182686	Stimulus	S 56
183.706	0.001	183707	Stimulus	S  1
184.295	0.001	184296	Stimulus	S 11
185.805	0.001	185806	Stimulus	S 21
186.624	0.001	186625	Stimulus	S 31
187.085	0.001	187086	Stimulus	S 41
189.014	0.001	189015	Stimulus	S 51
190.024	0.001	190025	Stimulus	S  5
190.535	0.001	190536	Stimulus	S 15
192.044	0.001	192045	Stimulus	S 25
193.563	0.001	193564	Stimulus	S 35
194.153	0.001	194154	Stimulus	S 45
198.143	0.001	198144	Stimulus	S 55
199.153	0.001	199154	Stimulus	S  2
199.623	0.001	199624	Stimulus	S 12
201.132	0.001	201133	Stimulus	S 22
202.362	0.001	202363	Stimulus	S 32
202.893	0.001	202894	Stimulus	S 42
206.871	0.001	206872	Stimulus	S 52
207.892	0.001	207893	Stimulus	S  3
208.303	0.001	208304	Stimulus	S 13
209.812	0.001	209813	Stimulus	S 23
210.481	0.001	210482	Stimulus	S 33
211.022	0.001	211023	Stimulus	S 43
214.92	0.001	214921	Stimulus	S 53
215.93	0.001	215931	Stimulus	S  3
216.5	0.001	216501	Stimulus	S 13
218.01	0.001	218011	Stimulus	S 23
219.76	0.001	219761	Stimulus	S 33
220.25	0.001	220251	Stimulus	S 43
224.369	0.001	224370	Stimulus	S 53
225.389	0.001	225390	Stimulus	S  4
225.89	0.001	225891	Stimulus	S 14
227.399	0.001	227400	Stimulus	S 24
228.808	0.001	228809	Stimulus	S 34
229.329	0.001	229330	Stimulus	S 44
231.368	0.001	231369	Stimulus	S 54
232.389	0.001	232390	Stimulus	S  5
232.959	0.001	232960	Stimulus	S 15
234.469	0.001	234470	Stimulus	S 25
235.768	0.001	235769	Stimulus	S 35
236.348	0.001	236349	Stimulus	S 45
240.437	0.001	240438	Stimulus	S 55
241.447	0.001	241448	Stimulus	S  1
242.008	0.001	242009	Stimulus	S 11
243.517	0.001	243518	Stimulus	S 21
245.536	0.001	245537	Stimulus	S 31
246.096	0.001	246097	Stimulus	S 41
248.076	0.001	248077	Stimulus	S 51
249.096	0.001	249097	Stimulus	S  6
249.617	0.001	249618	Stimulus	S 16
251.126	0.001	251127	Stimulus	S 26
251.655	0.001	251656	Stimulus	S 36
252.235	0.001	252236	Stimulus	S 46
255.035	0.001	255036	Stimulus	S 56
256.056	0.001	256057	Stimulus	S  2
256.506	0.001	256507	Stimulus	S 12
258.015	0.001	258016	Stimulus	S 22
259.434	0.001	259435	Stimulus	S 32
259.935	0.001	259936	Stimulus	S 42
263.854	0.001	263855	Stimulus	S 52
264.874	0.001	264875	Stimulus	S  3
265.304	0.001	265305	Stimulus	S 13
266.813	0.001	266814	Stimulus	S 23
268.033	0.001	268034	Stimulus	S 33
268.594	0.001	268595	Stimulus	S 43
272.612	0.001	272613	Stimulus	S 53
273.623	0.001	273624	Stimulus	S  5
274.163	0.001	274164	Stimulus	S 15
275.673	0.001	275674	Stimulus	S 25
278.672	0.001	278673	Stimulus	S 35
279.113	0.001	279114	Stimulus	S 45
281.031	0.001	281032	Stimulus	S 55
282.041	0.001	282042	Stimulus	S  6
282.611	0.001	282612	Stimulus	S 16
284.121	0.001	284122	Stimulus	S 26
284.721	0.001	284722	Stimulus	S 36
285.181	0.001	285182	Stimulus	S 46
290.45	0.001	290451	Stimulus	S 56
291.471	0.001	291472	Stimulus	S  2
291.981	0.001	291982	Stimulus	S 12
293.491	0.001	293492	Stimulus	S 22
295.249	0.001	295250	Stimulus	S 32
295.83	0.001	295831	Stimulus	S 42
299.859	0.001	299860	Stimulus	S 52
300.88	0.001	300881	Stimulus	S  1
301.489	0.001	301490	Stimulus	S 11
302.999	0.001	303000	Stimulus	S 21
304.148	0.001	304149	Stimulus	S 31
304.739	0.001	304740	Stimulus	S 41
306.858	0.001	306859	Stimulus	S 51
307.868	0.001	307869	Stimulus	S  4
308.338	0.001	308339	Stimulus	S 14
309.847	0.001	309848	Stimulus	S 24
311.037	0.001	311038	Stimulus	S 34
311.587	0.001	311588	Stimulus	S 44
313.517	0.001	313518	Stimulus	S 54
314.538	0.001	314539	Stimulus	S  2
315.027	0.001	315028	Stimulus	S 12
316.537	0.001	316538	Stimulus	S 22
317.516	0.001	317517	Stimulus	S 32
318.066	0.001	318067	Stimulus	S 42
322.026	0.001	322027	Stimulus	S 52
323.046	0.001	323047	Stimulus	S  4
323.536	0.001	323537	Stimulus	S 14
325.045	0.001	325046	Stimulus	S 24
326.585	0.001	326586	Stimulus	S 34
327.086	0.001	327087	Stimulus	S 44
329.095	0.001	329096	Stimulus	S 54
330.105	0.001	330106	Stimulus	S  5
330.535	0.001	330536	Stimulus	S 15
332.044	0.001	332045	Stimulus	S 25
332.664	0.001	332665	Stimulus	S 35
333.254	0.001	333255	Stimulus	S 45
337.284	0.001	337285	Stimulus	S 55
338.304	0.001	338305	Stimulus	S  6
338.784	0.001	338785	Stimulus	S 16
340.293	0.001	340294	Stimulus	S 26
341.013	0.001	341014	Stimulus	S 36
341.584	0.001	341585	Stimulus	S 46
342.333	0.001	342334	Stimulus	S 56
343.354	0.001	343355	Stimulus	S  1
343.863	0.001	343864	Stimulus	S 11
345.373	0.001	345374	Stimulus	S 21
346.512	0.001	346513	Stimulus	S 31
346.933	0.001	346934	Stimulus	S 41
348.842	0.001	348843	Stimulus	S 51
349.863	0.001	349864	Stimulus	S  3
350.292	0.001	350293	Stimulus	S 13
351.803	0.001	351804	Stimulus	S 23
353.231	0.001	353232	Stimulus	S 33
353.731	0.001	353732	Stimulus	S 43
357.741	0.001	357742	Stimulus	S 53
358.762	0.001	358763	Stimulus	S  2
359.371	0.001	359372	Stimulus	S 12
360.881	0.001	360882	Stimulus	S 22
362	0.001	362001	Stimulus	S 32
362.55	0.001	362551	Stimulus	S 42
366.61	0.001	366611	Stimulus	S 52
367.62	0.001	367621	Stimulus	S  5
368.1	0.001	368101	Stimulus	S 15
369.61	0.001	369611	Stimulus	S 25
370.349	0.001	370350	Stimulus	S 35
370.85	0.001	370851	Stimulus	S 45
374.759	0.001	374760	Stimulus	S 55
375.768	0.001	375769	Stimulus	S  1
376.308	0.001	376309	Stimulus	S 11
377.818	0.001	377819	Stimulus	S 21
378.778	0.001	378779	Stimulus	S 31
379.399	0.001	379400	Stimulus	S 41
381.408	0.001	381409	Stimulus	S 51
382.428	0.001	382429	Stimulus	S  3
382.978	0.001	382979	Stimulus	S 13
384.488	0.001	384489	Stimulus	S 23
386.377	0.001	386378	Stimulus	S 33
386.908	0.001	386909	Stimulus	S 43
388.867	0.001	388868	Stimulus	S 53
389.877	0.001	389878	Stimulus	S  6
390.306	0.001	390307	Stimulus	S 16
391.816	0.001	391817	Stimulus	S 26
392.476	0.001	392477	Stimulus	S 36
393.057	0.001	393058	Stimulus	S 46
394.156	0.001	394157	Stimulus	S 56
395.166	0.001	395167	Stimulus	S  4
395.616	0.001	395617	Stimulus	S 14
397.126	0.001	397127	Stimulus	S 24
398.645	0.001	398646	Stimulus	S 34
399.105	0.001	399106	Stimulus	S 44
401.015	0.001	401016	Stimulus	S 54
402.025	0.001	402026	Stimulus	S  3
402.525	0.001	402526	Stimulus	S 13
404.035	0.001	404036	Stimulus	S 23
407.474	0.001	407475	Stimulus	S 33
408.044	0.001	408045	Stimulus	S 43
410.044	0.001	410045	Stimulus	S 53
411.054	0.001	411055	Stimulus	S  6
411.544	0.001	411545	Stimulus	S 16
413.053	0.001	413054	Stimulus	S 26
415.603	0.001	415604	Stimulus	S 36
416.163	0.001	416164	Stimulus	S 46
417.823	0.001	417824	Stimulus	S 56
418.833	0.001	418834	Stimulus	S  5
419.263	0.001	419264	Stimulus	S 15
420.772	0.001	420773	Stimulus	S 25
421.962	0.001	421963	Stimulus	S 35
422.392	0.001	422393	Stimulus	S 45
426.431	0.001	426432	Stimulus	S 55
427.441	0.001	427442	Stimulus	S  1
427.951	0.001	427952	Stimulus	S 11
429.461	0.001	429462	Stimulus	S 21
430.161	0.001	430162	Stimulus	S 31
430.631	0.001	430632	Stimulus	S 41
432.651	0.001	432652	Stimulus	S 51
433.661	0.001	433662	Stimulus	S  4
434.091	0.001	434092	Stimulus	S 14
435.6	0.001	435601	Stimulus	S 24
437.75	0.001	437751	Stimulus	S 34
438.29	0.001	438291	Stimulus	S 44
440.26	0.001	440261	Stimulus	S 54
441.27	0.001	441271	Stimulus	S  2
441.799	0.001	441800	Stimulus	S 12
443.309	0.001	443310	Stimulus	S 22
444.199	0.001	444200	Stimulus	S 32
444.719	0.001	444720	Stimulus	S 42
448.698	0.001	448699	Stimulus	S 52
449.719	0.001	449720	Stimulus	S  6
450.269	0.001	450270	Stimulus	S 16
451.778	0.001	451779	Stimulus	S 26
453.598	0.001	453599	Stimulus	S 36
454.098	0.001	454099	Stimulus	S 46
458.307	0.001	458308	Stimulus	S 56
459.328	0.001	459329	Stimulus	S  2
459.748	0.001	459749	Stimulus	S 12
461.258	0.001	461259	Stimulus	S 22
462.077	0.001	462078	Stimulus	S 32
462.537	0.001	462538	Stimulus	S 42
466.526	0.001	466527	Stimulus	S 52
467.546	0.001	467547	Stimulus	S  5
468.096	0.001	468097	Stimulus	S 15
469.606	0.001	469607	Stimulus	S 25
470.645	0.001	470646	Stimulus	S 35
471.186	0.001	471187	Stimulus	S 45
475.245	0.001	475246	Stimulus	S 55
476.255	0.001	476256	Stimulus	S  4
476.675	0.001	476676	Stimulus	S 14
478.185	0.001	478186	Stimulus	S 24
479.074	0.001	479075	Stimulus	S 34
479.605	0.001	479606	Stimulus	S 44
481.604	0.001	481605	Stimulus	S 54
482.614	0.001	482615	Stimulus	S  1
483.194	0.001	483195	Stimulus	S 11
484.704	0.001	484705	Stimulus	S 21
486.503	0.001	486504	Stimulus	S 31
487.033	0.001	487034	Stimulus	S 41
488.953	0.001	488954	Stimulus	S 51
489.963	0.001	489964	Stimulus	S  3
490.553	0.001	490554	Stimulus	S 13
492.063	0.001	492064	Stimulus	S 23
492.932	0.001	492933	Stimulus	S 33
493.532	0.001	493533	Stimulus	S 43
495.602	0.001	495603	Stimulus	S 53
496.612	0.001	496613	Stimulus	S  3
497.182	0.001	497183	Stimulus	S 13
498.692	0.001	498693	Stimulus	S 23
499.721	0.001	499722	Stimulus	S 33
500.211	0.001	500212	Stimulus	S 43
504.131	0.001	504132	Stimulus	S 53
505.141	0.001	505142	Stimulus	S  5
505.691	0.001	505692	Stimulus	S 15
507.2	0.001	507201	Stimulus	S 25
508.25	0.001	508251	Stimulus	S 35
508.86	0.001	508861	Stimulus	S 45
512.85	0.001	512851	Stimulus	S 55
513.86	0.001	513861	Stimulus	S  6
514.32	0.001	514321	Stimulus	S 16
515.829	0.001	515830	Stimulus	S 26
516.429	0.001	516430	Stimulus	S 36
516.969	0.001	516970	Stimulus	S 46
521.088	0.001	521089	Stimulus	S 56
522.098	0.001	522099	Stimulus	S  4
522.618	0.001	522619	Stimulus	S 14
524.128	0.001	524129	Stimulus	S 24
525.118	0.001	525119	Stimulus	S 34
525.628	0.001	525629	Stimulus	S 44
527.608	0.001	527609	Stimulus	S 54
528.618	0.001	528619	Stimulus	S  2
529.178	0.001	529179	Stimulus	S 12
530.687	0.001	530688	Stimulus	S 22
531.487	0.001	531488	Stimulus	S 32
531.987	0.001	531988	Stimulus	S 42
535.987	0.001	535988	Stimulus	S 52
536.996	0.001	536997	Stimulus	S  1
537.456	0.001	537457	Stimulus	S 11
538.966	0.001	538967	Stimulus	S 21
539.596	0.001	539597	Stimulus	S 31
540.036	0.001	540037	Stimulus	S 41
542.176	0.001	542177	Stimulus	S 51
543.186	0.001	543187	Stimulus	S  4
543.695	0.001	543696	Stimulus	S 14
545.205	0.001	545206	Stimulus	S 24
546.235	0.001	546236	Stimulus	S 34
546.795	0.001	546796	Stimulus	S 44
548.765	0.001	548766	Stimulus	S 54
549.775	0.001	549776	Stimulus	S  1
550.245	0.001	550246	Stimulus	S 11
551.754	0.001	551755	Stimulus	S 21
552.694	0.001	552695	Stimulus	S 31
553.144	0.001	553145	Stimulus	S 41
555.054	0.001	555055	Stimulus	S 51
556.064	0.001	556065	Stimulus	S  5
556.554	0.001	556555	Stimulus	S 15
558.064	0.001	558065	Stimulus	S 25
558.843	0.001	558844	Stimulus	S 35
559.343	0.001	559344	Stimulus	S 45
563.343	0.001	563344	Stimulus	S 55
564.353	0.001	564354	Stimulus	S  6
564.913	0.001	564914	Stimulus	S 16
566.422	0.001	566423	Stimulus	S 26
568.422	0.001	568423	Stimulus	S 36
568.942	0.001	568943	Stimulus	S 46
569.542	0.001	569543	Stimulus	S 56
570.552	0.001	570553	Stimulus	S  3
570.992	0.001	570993	Stimulus	S 13
572.502	0.001	572503	Stimulus	S 23
575.291	0.001	575292	Stimulus	S 33
575.751	0.001	575752	Stimulus	S 43
579.72	0.001	579721	Stimulus	S 53
580.73	0.001	580731	Stimulus	S  2
581.2	0.001	581201	Stimulus	S 12
582.71	0.001	582711	Stimulus	S 22
583.38	0.001	583381	Stimulus	S 32
583.96	0.001	583961	Stimulus	S 42
587.979	0.001	587980	Stimulus	S 52
588.989	0.001	588990	Stimulus	S  6
589.479	0.001	589480	Stimulus	S 16
590.989	0.001	590990	Stimulus	S 26
592.399	0.001	592400	Stimulus	S 36
592.919	0.001	592920	Stimulus	S 46
596.318	0.001	596319	Stimulus	S 56
597.328	0.001	597329	Stimulus	S  1
597.868	0.001	597869	Stimulus	S 11
599.378	0.001	599379	Stimulus	S 21
599.998	0.001	599999	Stimulus	S 31
600.448	0.001	600449	Stimulus	S 41
602.557	0.001	602558	Stimulus	S 51
603.567	0.001	603568	Stimulus	S  3
604.147	0.001	604148	Stimulus	S 13
605.657	0.001	605658	Stimulus	S 23
606.297	0.001	606298	Stimulus	S 33
606.717	0.001	606718	Stimulus	S 43
608.757	0.001	608758	Stimulus	S 53
698.495	0.001	698496	Stimulus	S  5
698.955	0.001	698956	Stimulus	S 15
700.465	0.001	700466	Stimulus	S 25
701.314	0.001	701315	Stimulus	S 35
701.815	0.001	701816	Stimulus	S 45
705.813	0.001	705814	Stimulus	S 55
706.833	0.001	706834	Stimulus	S  4
707.314	0.001	707315	Stimulus	S 14
708.823	0.001	708824	Stimulus	S 24
709.563	0.001	709564	Stimulus	S 34
709.984	0.001	709985	Stimulus	S 44
712.092	0.001	712093	Stimulus	S 54
713.113	0.001	713114	Stimulus	S  2
713.623	0.001	713624	Stimulus	S 12
715.133	0.001	715134	Stimulus	S 22
717.082	0.001	717083	Stimulus	S 32
717.623	0.001	717624	Stimulus	S 42
721.701	0.001	721702	Stimulus	S 52
722.722	0.001	722723	Stimulus	S  4
723.232	0.001	723233	Stimulus	S 14
724.742	0.001	724743	Stimulus	S 24
725.821	0.001	725822	Stimulus	S 34
726.361	0.001	726362	Stimulus	S 44
728.39	0.001	728391	Stimulus	S 54
729.411	0.001	729412	Stimulus	S  1
729.921	0.001	729922	Stimulus	S 11
731.431	0.001	731432	Stimulus	S 21
732.13	0.001	732131	Stimulus	S 31
732.64	0.001	732641	Stimulus	S 41
734.759	0.001	734760	Stimulus	S 51
735.78	0.001	735781	Stimulus	S  3
736.28	0.001	736281	Stimulus	S 13
737.79	0.001	737791	Stimulus	S 23
739.799	0.001	739800	Stimulus	S 33
740.399	0.001	740400	Stimulus	S 43
742.408	0.001	742409	Stimulus	S 53
743.429	0.001	743430	Stimulus	S  2
743.999	0.001	744000	Stimulus	S 12
745.509	0.001	745510	Stimulus	S 22
746.918	0.001	746919	Stimulus	S 32
747.389	0.001	747390	Stimulus	S 42
751.327	0.001	751328	Stimulus	S 52
752.348	0.001	752349	Stimulus	S  6
752.788	0.001	752789	Stimulus	S 16
754.298	0.001	754299	Stimulus	S 26
755.147	0.001	755148	Stimulus	S 36
755.667	0.001	755668	Stimulus	S 46
758.846	0.001	758847	Stimulus	S 56
759.867	0.001	759868	Stimulus	S  5
760.317	0.001	760318	Stimulus	S 15
761.827	0.001	761828	Stimulus	S 25
762.466	0.001	762467	Stimulus	S 35
762.996	0.001	762997	Stimulus	S 45
766.935	0.001	766936	Stimulus	S 55
767.956	0.001	767957	Stimulus	S  3
768.436	0.001	768437	Stimulus	S 13
769.945	0.001	769946	Stimulus	S 23
771.904	0.001	771905	Stimulus	S 33
772.435	0.001	772436	Stimulus	S 43
774.494	0.001	774495	Stimulus	S 53
775.515	0.001	775516	Stimulus	S  1
775.975	0.001	775976	Stimulus	S 11
777.484	0.001	777485	Stimulus	S 21
778.063	0.001	778064	Stimulus	S 31
778.574	0.001	778575	Stimulus	S 41
780.583	0.001	780584	Stimulus	S 51
781.604	0.001	781605	Stimulus	S  5
782.134	0.001	782135	Stimulus	S 15
783.644	0.001	783645	Stimulus	S 25
784.712	0.001	784713	Stimulus	S 35
785.313	0.001	785314	Stimulus	S 45
789.332	0.001	789333	Stimulus	S 55
790.352	0.001	790353	Stimulus	S  4
790.892	0.001	790893	Stimulus	S 14
792.402	0.001	792403	Stimulus	S 24
795.061	0.001	795062	Stimulus	S 34
795.512	0.001	795513	Stimulus	S 44
797.541	0.001	797542	Stimulus	S 54
798.562	0.001	798563	Stimulus	S  2
799.121	0.001	799122	Stimulus	S 12
800.631	0.001	800632	Stimulus	S 22
802.32	0.001	802321	Stimulus	S 32
802.821	0.001	802822	Stimulus	S 42
806.749	0.001	806750	Stimulus	S 52
807.77	0.001	807771	Stimulus	S  6
808.23	0.001	808231	Stimulus	S 16
809.74	0.001	809741	Stimulus	S 26
811.239	0.001	811240	Stimulus	S 36
811.85	0.001	811851	Stimulus	S 46
813.049	0.001	813050	Stimulus	S 56
814.07	0.001	814071	Stimulus	S  1
814.649	0.001	814650	Stimulus	S 11
816.159	0.001	816160	Stimulus	S 21
817.268	0.001	817269	Stimulus	S 31
817.749	0.001	817750	Stimulus	S 41
819.628	0.001	819629	Stimulus	S 51
820.649	0.001	820650	Stimulus	S  6
821.248	0.001	821249	Stimulus	S 16
822.758	0.001	822759	Stimulus	S 26
823.637	0.001	823638	Stimulus	S 36
824.167	0.001	824168	Stimulus	S 46
825.027	0.001	825028	Stimulus	S 56
826.048	0.001	826049	Stimulus	S  5
826.548	0.001	826549	Stimulus	S 15
828.057	0.001	828058	Stimulus	S 25
829.836	0.001	829837	Stimulus	S 35
830.267	0.001	830268	Stimulus	S 45
834.266	0.001	834267	Stimulus	S 55
835.286	0.001	835287	Stimulus	S  2
835.756	0.001	835757	Stimulus	S 12
837.266	0.001	837267	Stimulus	S 22
838.005	0.001	838006	Stimulus	S 32
838.626	0.001	838627	Stimulus	S 42
842.505	0.001	842506	Stimulus	S 52
843.525	0.001	843526	Stimulus	S  3
843.975	0.001	843976	Stimulus	S 13
845.485	0.001	845486	Stimulus	S 23
846.394	0.001	846395	Stimulus	S 33
846.905	0.001	846906	Stimulus	S 43
848.934	0.001	848935	Stimulus	S 53
849.954	0.001	849955	Stimulus	S  4
850.524	0.001	850525	Stimulus	S 14
852.034	0.001	852035	Stimulus	S 24
852.703	0.001	852704	Stimulus	S 34
853.274	0.001	853275	Stimulus	S 44
855.223	0.001	855224	Stimulus	S 54
856.244	0.001	856245	Stimulus	S  1
856.754	0.001	856755	Stimulus	S 11
858.263	0.001	858264	Stimulus	S 21
858.732	0.001	858733	Stimulus	S 31
859.253	0.001	859254	Stimulus	S 41
861.192	0.001	861193	Stimulus	S 51
862.213	0.001	862214	Stimulus	S  6
862.813	0.001	862814	Stimulus	S 16
864.323	0.001	864324	Stimulus	S 26
865.222	0.001	865223	Stimulus	S 36
865.842	0.001	865843	Stimulus	S 46
869.801	0.001	869802	Stimulus	S 56
870.822	0.001	870823	Stimulus	S  5
871.372	0.001	871373	Stimulus	S 15
872.881	0.001	872882	Stimulus	S 25
873.53	0.001	873531	Stimulus	S 35
874.021	0.001	874022	Stimulus	S 45
878.1	0.001	878101	Stimulus	S 55
879.12	0.001	879121	Stimulus	S  2
879.56	0.001	879561	Stimulus	S 12
881.07	0.001	881071	Stimulus	S 22
882.019	0.001	882020	Stimulus	S 32
882.48	0.001	882481	Stimulus	S 42
886.539	0.001	886540	Stimulus	S 52
887.559	0.001	887560	Stimulus	S  3
888.099	0.001	888100	Stimulus	S 13
889.609	0.001	889610	Stimulus	S 23
891.248	0.001	891249	Stimulus	S 33
891.769	0.001	891770	Stimulus	S 43
893.818	0.001	893819	Stimulus	S 53
894.838	0.001	894839	Stimulus	S  4
895.358	0.001	895359	Stimulus	S 14
896.868	0.001	896869	Stimulus	S 24
897.557	0.001	897558	Stimulus	S 34
898.028	0.001	898029	Stimulus	S 44
900.097	0.001	900098	Stimulus	S 54
901.118	0.001	901119	Stimulus	S  2
901.568	0.001	901569	Stimulus	S 12
903.077	0.001	903078	Stimulus	S 22
904.476	0.001	904477	Stimulus	S 32
904.897	0.001	904898	Stimulus	S 42
908.875	0.001	908876	Stimulus	S 52
909.896	0.001	909897	Stimulus	S  5
910.316	0.001	910317	Stimulus	S 15
911.826	0.001	911827	Stimulus	S 25
913.305	0.001	913306	Stimulus	S 35
913.876	0.001	913877	Stimulus	S 45
917.734	0.001	917735	Stimulus	S 55
918.755	0.001	918756	Stimulus	S  3
919.325	0.001	919326	Stimulus	S 13
920.835	0.001	920836	Stimulus	S 23
922.184	0.001	922185	Stimulus	S 33
922.615	0.001	922616	Stimulus	S 43
924.513	0.001	924514	Stimulus	S 53
925.533	0.001	925534	Stimulus	S  1
926.024	0.001	926025	Stimulus	S 11
927.534	0.001	927535	Stimulus	S 21
928.713	0.001	928714	Stimulus	S 31
929.284	0.001	929285	Stimulus	S 41
931.192	0.001	931193	Stimulus	S 51
932.213	0.001	932214	Stimulus	S  4
932.803	0.001	932804	Stimulus	S 14
934.313	0.001	934314	Stimulus	S 24
934.702	0.001	934703	Stimulus	S 34
935.153	0.001	935154	Stimulus	S 44
937.142	0.001	937143	Stimulus	S 54
938.162	0.001	938163	Stimulus	S  6
938.632	0.001	938633	Stimulus	S 16
940.142	0.001	940143	Stimulus	S 26
940.741	0.001	940742	Stimulus	S 36
941.302	0.001	941303	Stimulus	S 46
943.721	0.001	943722	Stimulus	S 56
944.742	0.001	944743	Stimulus	S  3
945.241	0.001	945242	Stimulus	S 13
946.751	0.001	946752	Stimulus	S 23
947.91	0.001	947911	Stimulus	S 33
948.491	0.001	948492	Stimulus	S 43
952.47	0.001	952471	Stimulus	S 53
953.49	0.001	953491	Stimulus	S  5
953.96	0.001	953961	Stimulus	S 15
955.47	0.001	955471	Stimulus	S 25
956.059	0.001	956060	Stimulus	S 35
956.67	0.001	956671	Stimulus	S 45
958.729	0.001	958730	Stimulus	S 55
959.749	0.001	959750	Stimulus	S  1
960.199	0.001	960200	Stimulus	S 11
961.709	0.001	961710	Stimulus	S 21
