onset	duration	sample	type	value	event
366.209	0	366210	STI101	5888	---
371.659	0	371660	STI101	1	Movie onset
371.659	0	371660	STI001	5	---
371.659	0	371660	Trigger	1	Movie onset
377.82	0	377821	STI101	5888	---
383.16	0	383161	STI101	1	Movie onset
383.16	0	383161	STI001	5	---
383.16	0	383161	Trigger	1	Movie onset
389.731	0	389732	STI101	5888	---
392.773	0	392774	STI101	5632	---
397.385	0	397386	STI101	6144	---
401.926	0	401927	STI101	5888	---
403.392	0	403393	STI101	6144	---
405.818	0	405819	STI101	6144	---
408.622	0	408623	STI101	5888	---
410.696	0	410697	STI101	6144	---
412.643	0	412644	STI101	6144	---
415.964	0	415965	STI101	6144	---
419.451	0	419452	STI101	6144	---
422.121	0	422122	STI101	6144	---
424.825	0	424826	STI101	6144	---
427.402	0	427403	STI101	5888	---
429.249	0	429250	STI101	5888	---
431.097	0	431098	STI101	6144	---
432.604	0	432605	STI101	5888	---
435.199	0	435200	STI101	6144	---
437.5	0	437501	STI101	5888	---
439.951	0	439952	STI101	5888	---
441.156	0	441157	STI101	6144	---
443.051	0	443052	STI101	5888	---
444.735	0	444736	STI101	5632	---
445.857	0	445858	STI101	5632	---
447.431	0	447432	STI101	2	Cue onset
447.431	0	447432	STI002	5	---
447.431	0	447432	Trigger	2	Cue onset
453.013	0	453014	STI101	5888	---
453.015	0	453016	STI101	5892	---
453.015	0	453016	STI003	5	---
453.015	0	453016	Trigger	4	Sound1 onset
458.318	0	458319	STI101	6144	---
458.319	0	458320	STI101	6152	---
458.319	0	458320	STI004	5	---
458.319	0	458320	Trigger	8	Sound2 onset
463.434	0	463435	STI101	16	Probe response
463.434	0	463435	STI005	5	---
463.434	0	463435	Trigger	16	Probe response
463.796	0	463797	STI101	5888	---
465.413	0	465414	STI101	2	Cue onset
465.413	0	465414	STI002	5	---
465.413	0	465414	Trigger	2	Cue onset
470.719	0	470720	STI101	5888	---
470.72	0	470721	STI101	5892	---
470.72	0	470721	STI003	5	---
470.72	0	470721	Trigger	4	Sound1 onset
476.033	0	476034	STI101	6144	---
476.034	0	476035	STI101	6152	---
476.034	0	476035	STI004	5	---
476.034	0	476035	Trigger	8	Sound2 onset
481.15	0	481151	STI101	16	Probe response
481.15	0	481151	STI005	5	---
481.15	0	481151	Trigger	16	Probe response
481.458	0	481459	STI101	6144	---
483.12	0	483121	STI101	2	Cue onset
483.12	0	483121	STI002	5	---
483.12	0	483121	Trigger	2	Cue onset
488.518	0	488519	STI101	5888	---
488.52	0	488521	STI101	5892	---
488.52	0	488521	STI003	5	---
488.52	0	488521	Trigger	4	Sound1 onset
493.821	0	493822	STI101	6144	---
493.823	0	493824	STI101	6152	---
493.823	0	493824	STI004	5	---
493.823	0	493824	Trigger	8	Sound2 onset
498.937	0	498938	STI101	16	Probe response
498.937	0	498938	STI005	5	---
498.937	0	498938	Trigger	16	Probe response
499.254	0	499255	STI101	5888	---
500.96	0	500961	STI101	2	Cue onset
500.96	0	500961	STI002	5	---
500.96	0	500961	Trigger	2	Cue onset
506.281	0	506282	STI101	5888	---
506.283	0	506284	STI101	5892	---
506.283	0	506284	STI003	5	---
506.283	0	506284	Trigger	4	Sound1 onset
511.574	0	511575	STI101	6144	---
511.576	0	511577	STI101	6152	---
511.576	0	511577	STI004	5	---
511.576	0	511577	Trigger	8	Sound2 onset
516.692	0	516693	STI101	16	Probe response
516.692	0	516693	STI005	5	---
516.692	0	516693	Trigger	16	Probe response
521.825	0	521826	STI101	6144	---
523.704	0	523705	STI101	2	Cue onset
523.704	0	523705	STI002	5	---
523.704	0	523705	Trigger	2	Cue onset
528.984	0	528985	STI101	5888	---
528.986	0	528987	STI101	5892	---
528.986	0	528987	STI003	5	---
528.986	0	528987	Trigger	4	Sound1 onset
534.503	0	534504	STI101	6144	---
534.504	0	534505	STI101	6152	---
534.504	0	534505	STI004	5	---
534.504	0	534505	Trigger	8	Sound2 onset
539.62	0	539621	STI101	16	Probe response
539.62	0	539621	STI005	5	---
539.62	0	539621	Trigger	16	Probe response
539.878	0	539879	STI101	5888	---
541.594	0	541595	STI101	2	Cue onset
541.594	0	541595	STI002	5	---
541.594	0	541595	Trigger	2	Cue onset
546.916	0	546917	STI101	5888	---
546.917	0	546918	STI101	5892	---
546.917	0	546918	STI003	5	---
546.917	0	546918	Trigger	4	Sound1 onset
552.207	0	552208	STI101	6144	---
552.209	0	552210	STI101	6152	---
552.209	0	552210	STI004	5	---
552.209	0	552210	Trigger	8	Sound2 onset
557.324	0	557325	STI101	16	Probe response
557.324	0	557325	STI005	5	---
557.324	0	557325	Trigger	16	Probe response
558.366	0	558367	STI101	6144	---
560.001	0	560002	STI101	2	Cue onset
560.001	0	560002	STI002	5	---
560.001	0	560002	Trigger	2	Cue onset
565.29	0	565291	STI101	5888	---
565.292	0	565293	STI101	5892	---
565.292	0	565293	STI003	5	---
565.292	0	565293	Trigger	4	Sound1 onset
570.552	0	570553	STI101	6144	---
570.554	0	570555	STI101	6152	---
570.554	0	570555	STI004	5	---
570.554	0	570555	Trigger	8	Sound2 onset
575.669	0	575670	STI101	16	Probe response
575.669	0	575670	STI005	5	---
575.669	0	575670	Trigger	16	Probe response
575.894	0	575895	STI101	5888	---
577.724	0	577725	STI101	2	Cue onset
577.724	0	577725	STI002	5	---
577.724	0	577725	Trigger	2	Cue onset
583.072	0	583073	STI101	5888	---
583.073	0	583074	STI101	5892	---
583.073	0	583074	STI003	5	---
583.073	0	583074	Trigger	4	Sound1 onset
588.445	0	588446	STI101	6144	---
588.447	0	588448	STI101	6152	---
588.447	0	588448	STI004	5	---
588.447	0	588448	Trigger	8	Sound2 onset
593.563	0	593564	STI101	16	Probe response
593.563	0	593564	STI005	5	---
593.563	0	593564	Trigger	16	Probe response
593.9	0	593901	STI101	5888	---
595.673	0	595674	STI101	2	Cue onset
595.673	0	595674	STI002	5	---
595.673	0	595674	Trigger	2	Cue onset
601.057	0	601058	STI101	5888	---
601.059	0	601060	STI101	5892	---
601.059	0	601060	STI003	5	---
601.059	0	601060	Trigger	4	Sound1 onset
606.494	0	606495	STI101	6144	---
606.496	0	606497	STI101	6152	---
606.496	0	606497	STI004	5	---
606.496	0	606497	Trigger	8	Sound2 onset
611.611	0	611612	STI101	16	Probe response
611.611	0	611612	STI005	5	---
611.611	0	611612	Trigger	16	Probe response
612.047	0	612048	STI101	6144	---
613.68	0	613681	STI101	2	Cue onset
613.68	0	613681	STI002	5	---
613.68	0	613681	Trigger	2	Cue onset
618.982	0	618983	STI101	5888	---
618.984	0	618985	STI101	5892	---
618.984	0	618985	STI003	5	---
618.984	0	618985	Trigger	4	Sound1 onset
624.395	0	624396	STI101	6144	---
624.397	0	624398	STI101	6152	---
624.397	0	624398	STI004	5	---
624.397	0	624398	Trigger	8	Sound2 onset
629.512	0	629513	STI101	16	Probe response
629.512	0	629513	STI005	5	---
629.512	0	629513	Trigger	16	Probe response
630.13	0	630131	STI101	6144	---
631.963	0	631964	STI101	2	Cue onset
631.963	0	631964	STI002	5	---
631.963	0	631964	Trigger	2	Cue onset
637.235	0	637236	STI101	5888	---
637.237	0	637238	STI101	5892	---
637.237	0	637238	STI003	5	---
637.237	0	637238	Trigger	4	Sound1 onset
642.759	0	642760	STI101	6144	---
642.76	0	642761	STI101	6152	---
642.76	0	642761	STI004	5	---
642.76	0	642761	Trigger	8	Sound2 onset
647.876	0	647877	STI101	16	Probe response
647.876	0	647877	STI005	5	---
647.876	0	647877	Trigger	16	Probe response
648.298	0	648299	STI101	6144	---
650.061	0	650062	STI101	2	Cue onset
650.061	0	650062	STI002	5	---
650.061	0	650062	Trigger	2	Cue onset
655.714	0	655715	STI101	5888	---
655.716	0	655717	STI101	5892	---
655.716	0	655717	STI003	5	---
655.716	0	655717	Trigger	4	Sound1 onset
661.105	0	661106	STI101	6144	---
661.107	0	661108	STI101	6152	---
661.107	0	661108	STI004	5	---
661.107	0	661108	Trigger	8	Sound2 onset
666.222	0	666223	STI101	16	Probe response
666.222	0	666223	STI005	5	---
666.222	0	666223	Trigger	16	Probe response
666.484	0	666485	STI101	5888	---
668.209	0	668210	STI101	2	Cue onset
668.209	0	668210	STI002	5	---
668.209	0	668210	Trigger	2	Cue onset
673.742	0	673743	STI101	5888	---
673.744	0	673745	STI101	5892	---
673.744	0	673745	STI003	5	---
673.744	0	673745	Trigger	4	Sound1 onset
678.991	0	678992	STI101	6144	---
678.992	0	678993	STI101	6152	---
678.992	0	678993	STI004	5	---
678.992	0	678993	Trigger	8	Sound2 onset
684.108	0	684109	STI101	16	Probe response
684.108	0	684109	STI005	5	---
684.108	0	684109	Trigger	16	Probe response
684.426	0	684427	STI101	6144	---
686.316	0	686317	STI101	2	Cue onset
686.316	0	686317	STI002	5	---
686.316	0	686317	Trigger	2	Cue onset
691.612	0	691613	STI101	5888	---
691.614	0	691615	STI101	5892	---
691.614	0	691615	STI003	5	---
691.614	0	691615	Trigger	4	Sound1 onset
696.914	0	696915	STI101	6144	---
696.915	0	696916	STI101	6152	---
696.915	0	696916	STI004	5	---
696.915	0	696916	Trigger	8	Sound2 onset
702.031	0	702032	STI101	16	Probe response
702.031	0	702032	STI005	5	---
702.031	0	702032	Trigger	16	Probe response
702.331	0	702332	STI101	6144	---
703.998	0	703999	STI101	2	Cue onset
703.998	0	703999	STI002	5	---
703.998	0	703999	Trigger	2	Cue onset
709.279	0	709280	STI101	5888	---
709.281	0	709282	STI101	5892	---
709.281	0	709282	STI003	5	---
709.281	0	709282	Trigger	4	Sound1 onset
714.694	0	714695	STI101	6144	---
714.695	0	714696	STI101	6152	---
714.695	0	714696	STI004	5	---
714.695	0	714696	Trigger	8	Sound2 onset
719.811	0	719812	STI101	16	Probe response
719.811	0	719812	STI005	5	---
719.811	0	719812	Trigger	16	Probe response
720.14	0	720141	STI101	5888	---
721.938	0	721939	STI101	2	Cue onset
721.938	0	721939	STI002	5	---
721.938	0	721939	Trigger	2	Cue onset
727.257	0	727258	STI101	5888	---
727.259	0	727260	STI101	5892	---
727.259	0	727260	STI003	5	---
727.259	0	727260	Trigger	4	Sound1 onset
732.698	0	732699	STI101	6144	---
732.7	0	732701	STI101	6152	---
732.7	0	732701	STI004	5	---
732.7	0	732701	Trigger	8	Sound2 onset
737.816	0	737817	STI101	16	Probe response
737.816	0	737817	STI005	5	---
737.816	0	737817	Trigger	16	Probe response
738.149	0	738150	STI101	5888	---
739.778	0	739779	STI101	2	Cue onset
739.778	0	739779	STI002	5	---
739.778	0	739779	Trigger	2	Cue onset
745.136	0	745137	STI101	5888	---
745.138	0	745139	STI101	5892	---
745.138	0	745139	STI003	5	---
745.138	0	745139	Trigger	4	Sound1 onset
750.575	0	750576	STI101	6144	---
750.576	0	750577	STI101	6152	---
750.576	0	750577	STI004	5	---
750.576	0	750577	Trigger	8	Sound2 onset
755.692	0	755693	STI101	16	Probe response
755.692	0	755693	STI005	5	---
755.692	0	755693	Trigger	16	Probe response
755.977	0	755978	STI101	6144	---
757.593	0	757594	STI101	2	Cue onset
757.593	0	757594	STI002	5	---
757.593	0	757594	Trigger	2	Cue onset
762.83	0	762831	STI101	5888	---
762.831	0	762832	STI101	5892	---
762.831	0	762832	STI003	5	---
762.831	0	762832	Trigger	4	Sound1 onset
768.333	0	768334	STI101	6144	---
768.335	0	768336	STI101	6152	---
768.335	0	768336	STI004	5	---
768.335	0	768336	Trigger	8	Sound2 onset
773.451	0	773452	STI101	16	Probe response
773.451	0	773452	STI005	5	---
773.451	0	773452	Trigger	16	Probe response
773.859	0	773860	STI101	6144	---
775.583	0	775584	STI101	2	Cue onset
775.583	0	775584	STI002	5	---
775.583	0	775584	Trigger	2	Cue onset
780.832	0	780833	STI101	5888	---
780.834	0	780835	STI101	5892	---
780.834	0	780835	STI003	5	---
780.834	0	780835	Trigger	4	Sound1 onset
786.104	0	786105	STI101	6144	---
786.106	0	786107	STI101	6152	---
786.106	0	786107	STI004	5	---
786.106	0	786107	Trigger	8	Sound2 onset
791.223	0	791224	STI101	16	Probe response
791.223	0	791224	STI005	5	---
791.223	0	791224	Trigger	16	Probe response
791.521	0	791522	STI101	5888	---
793.198	0	793199	STI101	2	Cue onset
793.198	0	793199	STI002	5	---
793.198	0	793199	Trigger	2	Cue onset
798.477	0	798478	STI101	5888	---
798.478	0	798479	STI101	5892	---
798.478	0	798479	STI003	5	---
798.478	0	798479	Trigger	4	Sound1 onset
803.878	0	803879	STI101	6144	---
803.88	0	803881	STI101	6152	---
803.88	0	803881	STI004	5	---
803.88	0	803881	Trigger	8	Sound2 onset
808.996	0	808997	STI101	16	Probe response
808.996	0	808997	STI005	5	---
808.996	0	808997	Trigger	16	Probe response
809.39	0	809391	STI101	5888	---
811.13	0	811131	STI101	2	Cue onset
811.13	0	811131	STI002	5	---
811.13	0	811131	Trigger	2	Cue onset
816.512	0	816513	STI101	5888	---
816.514	0	816515	STI101	5892	---
816.514	0	816515	STI003	5	---
816.514	0	816515	Trigger	4	Sound1 onset
821.809	0	821810	STI101	6144	---
821.81	0	821811	STI101	6152	---
821.81	0	821811	STI004	5	---
821.81	0	821811	Trigger	8	Sound2 onset
826.925	0	826926	STI101	16	Probe response
826.925	0	826926	STI005	5	---
826.925	0	826926	Trigger	16	Probe response
827.257	0	827258	STI101	6144	---
828.928	0	828929	STI101	2	Cue onset
828.928	0	828929	STI002	5	---
828.928	0	828929	Trigger	2	Cue onset
834.253	0	834254	STI101	5888	---
834.255	0	834256	STI101	5892	---
834.255	0	834256	STI003	5	---
834.255	0	834256	Trigger	4	Sound1 onset
839.475	0	839476	STI101	6144	---
839.476	0	839477	STI101	6152	---
839.476	0	839477	STI004	5	---
839.476	0	839477	Trigger	8	Sound2 onset
844.592	0	844593	STI101	16	Probe response
844.592	0	844593	STI005	5	---
844.592	0	844593	Trigger	16	Probe response
845.11	0	845111	STI101	6144	---
846.818	0	846819	STI101	2	Cue onset
846.818	0	846819	STI002	5	---
846.818	0	846819	Trigger	2	Cue onset
852.154	0	852155	STI101	5888	---
852.156	0	852157	STI101	5892	---
852.156	0	852157	STI003	5	---
852.156	0	852157	Trigger	4	Sound1 onset
858.058	0	858059	STI101	6144	---
858.059	0	858060	STI101	6152	---
858.059	0	858060	STI004	5	---
858.059	0	858060	Trigger	8	Sound2 onset
863.175	0	863176	STI101	16	Probe response
863.175	0	863176	STI005	5	---
863.175	0	863176	Trigger	16	Probe response
863.628	0	863629	STI101	5888	---
865.392	0	865393	STI101	2	Cue onset
865.392	0	865393	STI002	5	---
865.392	0	865393	Trigger	2	Cue onset
870.697	0	870698	STI101	5888	---
870.698	0	870699	STI101	5892	---
870.698	0	870699	STI003	5	---
870.698	0	870699	Trigger	4	Sound1 onset
875.965	0	875966	STI101	6144	---
875.967	0	875968	STI101	6152	---
875.967	0	875968	STI004	5	---
875.967	0	875968	Trigger	8	Sound2 onset
881.083	0	881084	STI101	16	Probe response
881.083	0	881084	STI005	5	---
881.083	0	881084	Trigger	16	Probe response
881.469	0	881470	STI101	5888	---
883.299	0	883300	STI101	2	Cue onset
883.299	0	883300	STI002	5	---
883.299	0	883300	Trigger	2	Cue onset
888.578	0	888579	STI101	5888	---
888.58	0	888581	STI101	5892	---
888.58	0	888581	STI003	5	---
888.58	0	888581	Trigger	4	Sound1 onset
893.905	0	893906	STI101	6144	---
893.907	0	893908	STI101	6152	---
893.907	0	893908	STI004	5	---
893.907	0	893908	Trigger	8	Sound2 onset
899.023	0	899024	STI101	16	Probe response
899.023	0	899024	STI005	5	---
899.023	0	899024	Trigger	16	Probe response
899.343	0	899344	STI101	5888	---
901.122	0	901123	STI101	2	Cue onset
901.122	0	901123	STI002	5	---
901.122	0	901123	Trigger	2	Cue onset
906.387	0	906388	STI101	5888	---
906.388	0	906389	STI101	5892	---
906.388	0	906389	STI003	5	---
906.388	0	906389	Trigger	4	Sound1 onset
911.671	0	911672	STI101	6144	---
911.673	0	911674	STI101	6152	---
911.673	0	911674	STI004	5	---
911.673	0	911674	Trigger	8	Sound2 onset
916.788	0	916789	STI101	16	Probe response
916.788	0	916789	STI005	5	---
916.788	0	916789	Trigger	16	Probe response
917.129	0	917130	STI101	6144	---
918.821	0	918822	STI101	2	Cue onset
918.821	0	918822	STI002	5	---
918.821	0	918822	Trigger	2	Cue onset
924.188	0	924189	STI101	5888	---
924.189	0	924190	STI101	5892	---
924.189	0	924190	STI003	5	---
924.189	0	924190	Trigger	4	Sound1 onset
929.488	0	929489	STI101	6144	---
929.49	0	929491	STI101	6152	---
929.49	0	929491	STI004	5	---
929.49	0	929491	Trigger	8	Sound2 onset
934.606	0	934607	STI101	16	Probe response
934.606	0	934607	STI005	5	---
934.606	0	934607	Trigger	16	Probe response
935.169	0	935170	STI101	6144	---
936.844	0	936845	STI101	2	Cue onset
936.844	0	936845	STI002	5	---
936.844	0	936845	Trigger	2	Cue onset
942.334	0	942335	STI101	5888	---
942.336	0	942337	STI101	5892	---
942.336	0	942337	STI003	5	---
942.336	0	942337	Trigger	4	Sound1 onset
947.704	0	947705	STI101	6144	---
947.706	0	947707	STI101	6152	---
947.706	0	947707	STI004	5	---
947.706	0	947707	Trigger	8	Sound2 onset
952.822	0	952823	STI101	16	Probe response
952.822	0	952823	STI005	5	---
952.822	0	952823	Trigger	16	Probe response
953.11	0	953111	STI101	6144	---
