onset	duration	sample	type	value	event
290.241	0	290242	Trigger	8	Sound2 onset
295.358	0	295359	STI101	16	Probe response
295.358	0	295359	STI005	5	---
295.358	0	295359	Trigger	16	Probe response
296.263	0	296264	STI101	5888	---
297.938	0	297939	STI101	2	Cue onset
297.938	0	297939	STI002	5	---
297.938	0	297939	Trigger	2	Cue onset
304.26	0	304261	STI101	5888	---
304.262	0	304263	STI101	5892	---
304.262	0	304263	STI003	5	---
304.262	0	304263	Trigger	4	Sound1 onset
310.14	0	310141	STI101	6144	---
310.141	0	310142	STI101	6152	---
310.141	0	310142	STI004	5	---
310.141	0	310142	Trigger	8	Sound2 onset
315.257	0	315258	STI101	16	Probe response
315.257	0	315258	STI005	5	---
315.257	0	315258	Trigger	16	Probe response
315.727	0	315728	STI101	6144	---
317.33	0	317331	STI101	2	Cue onset
317.33	0	317331	STI002	5	---
317.33	0	317331	Trigger	2	Cue onset
322.733	0	322734	STI101	5888	---
322.735	0	322736	STI101	5892	---
322.735	0	322736	STI003	5	---
322.735	0	322736	Trigger	4	Sound1 onset
328.347	0	328348	STI101	6144	---
328.349	0	328350	STI101	6152	---
328.349	0	328350	STI004	5	---
328.349	0	328350	Trigger	8	Sound2 onset
333.466	0	333467	STI101	16	Probe response
333.466	0	333467	STI005	5	---
333.466	0	333467	Trigger	16	Probe response
333.981	0	333982	STI101	6144	---
335.779	0	335780	STI101	2	Cue onset
335.779	0	335780	STI002	5	---
335.779	0	335780	Trigger	2	Cue onset
341.075	0	341076	STI101	5888	---
341.077	0	341078	STI101	5892	---
341.077	0	341078	STI003	5	---
341.077	0	341078	Trigger	4	Sound1 onset
346.574	0	346575	STI101	6144	---
346.577	0	346578	STI101	6152	---
346.577	0	346578	STI004	5	---
346.577	0	346578	Trigger	8	Sound2 onset
351.693	0	351694	STI101	16	Probe response
351.693	0	351694	STI005	5	---
351.693	0	351694	Trigger	16	Probe response
352.203	0	352204	STI101	6144	---
353.936	0	353937	STI101	2	Cue onset
353.936	0	353937	STI002	5	---
353.936	0	353937	Trigger	2	Cue onset
359.966	0	359967	STI101	5888	---
359.968	0	359969	STI101	5892	---
359.968	0	359969	STI003	5	---
359.968	0	359969	Trigger	4	Sound1 onset
365.393	0	365394	STI101	6144	---
365.394	0	365395	STI101	6152	---
365.394	0	365395	STI004	5	---
365.394	0	365395	Trigger	8	Sound2 onset
370.509	0	370510	STI101	16	Probe response
370.509	0	370510	STI005	5	---
370.509	0	370510	Trigger	16	Probe response
370.954	0	370955	STI101	6144	---
372.793	0	372794	STI101	2	Cue onset
372.793	0	372794	STI002	5	---
372.793	0	372794	Trigger	2	Cue onset
378.182	0	378183	STI101	5888	---
378.184	0	378185	STI101	5892	---
378.184	0	378185	STI003	5	---
378.184	0	378185	Trigger	4	Sound1 onset
383.61	0	383611	STI101	6144	---
383.612	0	383613	STI101	6152	---
383.612	0	383613	STI004	5	---
383.612	0	383613	Trigger	8	Sound2 onset
388.727	0	388728	STI101	16	Probe response
388.727	0	388728	STI005	5	---
388.727	0	388728	Trigger	16	Probe response
389.356	0	389357	STI101	6144	---
391.209	0	391210	STI101	2	Cue onset
391.209	0	391210	STI002	5	---
391.209	0	391210	Trigger	2	Cue onset
396.52	0	396521	STI101	5888	---
396.522	0	396523	STI101	5892	---
396.522	0	396523	STI003	5	---
396.522	0	396523	Trigger	4	Sound1 onset
401.983	0	401984	STI101	6144	---
401.985	0	401986	STI101	6152	---
401.985	0	401986	STI004	5	---
401.985	0	401986	Trigger	8	Sound2 onset
407.1	0	407101	STI101	16	Probe response
407.1	0	407101	STI005	5	---
407.1	0	407101	Trigger	16	Probe response
407.717	0	407718	STI101	5888	---
409.357	0	409358	STI101	2	Cue onset
409.357	0	409358	STI002	5	---
409.357	0	409358	Trigger	2	Cue onset
414.841	0	414842	STI101	5888	---
414.843	0	414844	STI101	5892	---
414.843	0	414844	STI003	5	---
414.843	0	414844	Trigger	4	Sound1 onset
420.146	0	420147	STI101	6144	---
420.148	0	420149	STI101	6152	---
420.148	0	420149	STI004	5	---
420.148	0	420149	Trigger	8	Sound2 onset
425.264	0	425265	STI101	16	Probe response
425.264	0	425265	STI005	5	---
425.264	0	425265	Trigger	16	Probe response
425.679	0	425680	STI101	6144	---
427.331	0	427332	STI101	2	Cue onset
427.331	0	427332	STI002	5	---
427.331	0	427332	Trigger	2	Cue onset
432.617	0	432618	STI101	5888	---
432.618	0	432619	STI101	5892	---
432.618	0	432619	STI003	5	---
432.618	0	432619	Trigger	4	Sound1 onset
438.116	0	438117	STI101	6144	---
438.118	0	438119	STI101	6152	---
438.118	0	438119	STI004	5	---
438.118	0	438119	Trigger	8	Sound2 onset
443.234	0	443235	STI101	16	Probe response
443.234	0	443235	STI005	5	---
443.234	0	443235	Trigger	16	Probe response
443.574	0	443575	STI101	5888	---
445.304	0	445305	STI101	2	Cue onset
445.304	0	445305	STI002	5	---
445.304	0	445305	Trigger	2	Cue onset
450.753	0	450754	STI101	5888	---
450.756	0	450757	STI101	5892	---
450.756	0	450757	STI003	5	---
450.756	0	450757	Trigger	4	Sound1 onset
456.15	0	456151	STI101	6144	---
456.152	0	456153	STI101	6152	---
456.152	0	456153	STI004	5	---
456.152	0	456153	Trigger	8	Sound2 onset
461.268	0	461269	STI101	16	Probe response
461.268	0	461269	STI005	5	---
461.268	0	461269	Trigger	16	Probe response
461.687	0	461688	STI101	5888	---
463.328	0	463329	STI101	2	Cue onset
463.328	0	463329	STI002	5	---
463.328	0	463329	Trigger	2	Cue onset
468.741	0	468742	STI101	5888	---
468.742	0	468743	STI101	5892	---
468.742	0	468743	STI003	5	---
468.742	0	468743	Trigger	4	Sound1 onset
474.085	0	474086	STI101	6144	---
474.087	0	474088	STI101	6152	---
474.087	0	474088	STI004	5	---
474.087	0	474088	Trigger	8	Sound2 onset
479.202	0	479203	STI101	16	Probe response
479.202	0	479203	STI005	5	---
479.202	0	479203	Trigger	16	Probe response
479.815	0	479816	STI101	6144	---
481.535	0	481536	STI101	2	Cue onset
481.535	0	481536	STI002	5	---
481.535	0	481536	Trigger	2	Cue onset
486.842	0	486843	STI101	5888	---
486.843	0	486844	STI101	5892	---
486.843	0	486844	STI003	5	---
486.843	0	486844	Trigger	4	Sound1 onset
492.168	0	492169	STI101	6144	---
492.169	0	492170	STI101	6152	---
492.169	0	492170	STI004	5	---
492.169	0	492170	Trigger	8	Sound2 onset
497.284	0	497285	STI101	16	Probe response
497.284	0	497285	STI005	5	---
497.284	0	497285	Trigger	16	Probe response
497.713	0	497714	STI101	6144	---
499.483	0	499484	STI101	2	Cue onset
499.483	0	499484	STI002	5	---
499.483	0	499484	Trigger	2	Cue onset
504.947	0	504948	STI101	5888	---
504.949	0	504950	STI101	5892	---
504.949	0	504950	STI003	5	---
504.949	0	504950	Trigger	4	Sound1 onset
510.426	0	510427	STI101	6144	---
510.428	0	510429	STI101	6152	---
510.428	0	510429	STI004	5	---
510.428	0	510429	Trigger	8	Sound2 onset
515.545	0	515546	STI101	16	Probe response
515.545	0	515546	STI005	5	---
515.545	0	515546	Trigger	16	Probe response
516.038	0	516039	STI101	6144	---
517.832	0	517833	STI101	2	Cue onset
517.832	0	517833	STI002	5	---
517.832	0	517833	Trigger	2	Cue onset
523.44	0	523441	STI101	5888	---
523.441	0	523442	STI101	5892	---
523.441	0	523442	STI003	5	---
523.441	0	523442	Trigger	4	Sound1 onset
529.033	0	529034	STI101	6144	---
529.034	0	529035	STI101	6152	---
529.034	0	529035	STI004	5	---
529.034	0	529035	Trigger	8	Sound2 onset
534.151	0	534152	STI101	16	Probe response
534.151	0	534152	STI005	5	---
534.151	0	534152	Trigger	16	Probe response
534.622	0	534623	STI101	5888	---
536.264	0	536265	STI101	2	Cue onset
536.264	0	536265	STI002	5	---
536.264	0	536265	Trigger	2	Cue onset
541.668	0	541669	STI101	5888	---
541.67	0	541671	STI101	5892	---
541.67	0	541671	STI003	5	---
541.67	0	541671	Trigger	4	Sound1 onset
547.031	0	547032	STI101	6144	---
547.032	0	547033	STI101	6152	---
547.032	0	547033	STI004	5	---
547.032	0	547033	Trigger	8	Sound2 onset
552.147	0	552148	STI101	16	Probe response
552.147	0	552148	STI005	5	---
552.147	0	552148	Trigger	16	Probe response
552.339	0	552340	STI101	6144	---
586.758	0	586759	STI101	5632	---
592.391	0	592392	STI101	5632	---
594.939	0	594940	STI101	1	Movie onset
594.939	0	594940	STI001	5	---
594.939	0	594940	Trigger	1	Movie onset
601.482	0	601483	STI101	6144	---
606.982	0	606983	STI101	1	Movie onset
606.982	0	606983	STI001	5	---
606.982	0	606983	Trigger	1	Movie onset
613.622	0	613623	STI101	5888	---
618.967	0	618968	STI101	1	Movie onset
618.967	0	618968	STI001	5	---
618.967	0	618968	Trigger	1	Movie onset
625.915	0	625916	STI101	6144	---
631.419	0	631420	STI101	1	Movie onset
631.419	0	631420	STI001	5	---
631.419	0	631420	Trigger	1	Movie onset
637.166	0	637167	STI101	5888	---
642.679	0	642680	STI101	1	Movie onset
642.679	0	642680	STI001	5	---
642.679	0	642680	Trigger	1	Movie onset
649.294	0	649295	STI101	5888	---
654.873	0	654874	STI101	1	Movie onset
654.873	0	654874	STI001	5	---
654.873	0	654874	Trigger	1	Movie onset
661.175	0	661176	STI101	5888	---
666.666	0	666667	STI101	1	Movie onset
666.666	0	666667	STI001	5	---
666.666	0	666667	Trigger	1	Movie onset
673.752	0	673753	STI101	6144	---
679.251	0	679252	STI101	1	Movie onset
679.251	0	679252	STI001	5	---
679.251	0	679252	Trigger	1	Movie onset
686.621	0	686622	STI101	6144	---
692.121	0	692122	STI101	1	Movie onset
692.121	0	692122	STI001	5	---
692.121	0	692122	Trigger	1	Movie onset
697.737	0	697738	STI101	5888	---
703.255	0	703256	STI101	1	Movie onset
703.255	0	703256	STI001	5	---
703.255	0	703256	Trigger	1	Movie onset
709.861	0	709862	STI101	5888	---
715.207	0	715208	STI101	1	Movie onset
715.207	0	715208	STI001	5	---
715.207	0	715208	Trigger	1	Movie onset
721.102	0	721103	STI101	5888	---
726.4	0	726401	STI101	1	Movie onset
726.4	0	726401	STI001	5	---
726.4	0	726401	Trigger	1	Movie onset
733.867	0	733868	STI101	6144	---
739.352	0	739353	STI101	1	Movie onset
739.352	0	739353	STI001	5	---
739.352	0	739353	Trigger	1	Movie onset
745.034	0	745035	STI101	5888	---
750.52	0	750521	STI101	1	Movie onset
750.52	0	750521	STI001	5	---
750.52	0	750521	Trigger	1	Movie onset
758.051	0	758052	STI101	6144	---
763.506	0	763507	STI101	1	Movie onset
763.506	0	763507	STI001	5	---
763.506	0	763507	Trigger	1	Movie onset
769.624	0	769625	STI101	5888	---
775.132	0	775133	STI101	1	Movie onset
775.132	0	775133	STI001	5	---
775.132	0	775133	Trigger	1	Movie onset
781.12	0	781121	STI101	5888	---
786.417	0	786418	STI101	1	Movie onset
786.417	0	786418	STI001	5	---
786.417	0	786418	Trigger	1	Movie onset
792.525	0	792526	STI101	6144	---
797.96	0	797961	STI101	1	Movie onset
797.96	0	797961	STI001	5	---
797.96	0	797961	Trigger	1	Movie onset
804.59	0	804591	STI101	5888	---
809.945	0	809946	STI101	1	Movie onset
809.945	0	809946	STI001	5	---
809.945	0	809946	Trigger	1	Movie onset
815.798	0	815799	STI101	5888	---
821.171	0	821172	STI101	1	Movie onset
821.171	0	821172	STI001	5	---
821.171	0	821172	Trigger	1	Movie onset
827.685	0	827686	STI101	6144	---
831.409	0	831410	STI101	5632	---
835.628	0	835629	STI101	5888	---
838.73	0	838731	STI101	5888	---
840.956	0	840957	STI101	5888	---
842.666	0	842667	STI101	6144	---
844.915	0	844916	STI101	6144	---
847.27	0	847271	STI101	6144	---
849.684	0	849685	STI101	6144	---
852.212	0	852213	STI101	6144	---
854.595	0	854596	STI101	5888	---
856.093	0	856094	STI101	6144	---
858.467	0	858468	STI101	6144	---
860.017	0	860018	STI101	5888	---
862.65	0	862651	STI101	6144	---
864.739	0	864740	STI101	6144	---
866.673	0	866674	STI101	6144	---
868.674	0	868675	STI101	6144	---
870.338	0	870339	STI101	5888	---
872.692	0	872693	STI101	6144	---
873.984	0	873985	STI101	6144	---
877.011	0	877012	STI101	5888	---
880.717	0	880718	STI101	5632	---
882.006	0	882007	STI101	5632	---
883.758	0	883759	STI101	2	Cue onset
883.758	0	883759	STI002	5	---
883.758	0	883759	Trigger	2	Cue onset
890.048	0	890049	STI101	5888	---
890.05	0	890051	STI101	5892	---
890.05	0	890051	STI003	5	---
890.05	0	890051	Trigger	4	Sound1 onset
895.479	0	895480	STI101	6144	---
895.481	0	895482	STI101	6152	---
895.481	0	895482	STI004	5	---
895.481	0	895482	Trigger	8	Sound2 onset
900.596	0	900597	STI101	16	Probe response
900.596	0	900597	STI005	5	---
900.596	0	900597	Trigger	16	Probe response
901.735	0	901736	STI101	5888	---
903.566	0	903567	STI101	2	Cue onset
903.566	0	903567	STI002	5	---
903.566	0	903567	Trigger	2	Cue onset
908.962	0	908963	STI101	5888	---
908.964	0	908965	STI101	5892	---
908.964	0	908965	STI003	5	---
908.964	0	908965	Trigger	4	Sound1 onset
914.392	0	914393	STI101	6144	---
914.393	0	914394	STI101	6152	---
914.393	0	914394	STI004	5	---
914.393	0	914394	Trigger	8	Sound2 onset
919.509	0	919510	STI101	16	Probe response
919.509	0	919510	STI005	5	---
919.509	0	919510	Trigger	16	Probe response
919.939	0	919940	STI101	6144	---
921.673	0	921674	STI101	2	Cue onset
921.673	0	921674	STI002	5	---
921.673	0	921674	Trigger	2	Cue onset
927.017	0	927018	STI101	5888	---
927.018	0	927019	STI101	5892	---
927.018	0	927019	STI003	5	---
927.018	0	927019	Trigger	4	Sound1 onset
932.367	0	932368	STI101	6144	---
932.368	0	932369	STI101	6152	---
932.368	0	932369	STI004	5	---
932.368	0	932369	Trigger	8	Sound2 onset
937.484	0	937485	STI101	16	Probe response
937.484	0	937485	STI005	5	---
937.484	0	937485	Trigger	16	Probe response
938.108	0	938109	STI101	6144	---
939.863	0	939864	STI101	2	Cue onset
939.863	0	939864	STI002	5	---
939.863	0	939864	Trigger	2	Cue onset
945.204	0	945205	STI101	5888	---
945.205	0	945206	STI101	5892	---
945.205	0	945206	STI003	5	---
945.205	0	945206	Trigger	4	Sound1 onset
950.873	0	950874	STI101	6144	---
950.875	0	950876	STI101	6152	---
950.875	0	950876	STI004	5	---
950.875	0	950876	Trigger	8	Sound2 onset
955.991	0	955992	STI101	16	Probe response
955.991	0	955992	STI005	5	---
955.991	0	955992	Trigger	16	Probe response
956.55	0	956551	STI101	5888	---
958.37	0	958371	STI101	2	Cue onset
958.37	0	958371	STI002	5	---
958.37	0	958371	Trigger	2	Cue onset
963.689	0	963690	STI101	5888	---
963.691	0	963692	STI101	5892	---
963.691	0	963692	STI003	5	---
963.691	0	963692	Trigger	4	Sound1 onset
969.297	0	969298	STI101	6144	---
969.299	0	969300	STI101	6152	---
969.299	0	969300	STI004	5	---
969.299	0	969300	Trigger	8	Sound2 onset
974.415	0	974416	STI101	16	Probe response
974.415	0	974416	STI005	5	---
974.415	0	974416	Trigger	16	Probe response
974.776	0	974777	STI101	6144	---
976.411	0	976412	STI101	2	Cue onset
976.411	0	976412	STI002	5	---
976.411	0	976412	Trigger	2	Cue onset
981.749	0	981750	STI101	5888	---
981.75	0	981751	STI101	5892	---
981.75	0	981751	STI003	5	---
981.75	0	981751	Trigger	4	Sound1 onset
987.26	0	987261	STI101	6144	---
987.262	0	987263	STI101	6152	---
987.262	0	987263	STI004	5	---
987.262	0	987263	Trigger	8	Sound2 onset
992.378	0	992379	STI101	16	Probe response
992.378	0	992379	STI005	5	---
992.378	0	992379	Trigger	16	Probe response
992.79	0	992791	STI101	6144	---
994.585	0	994586	STI101	2	Cue onset
994.585	0	994586	STI002	5	---
994.585	0	994586	Trigger	2	Cue onset
999.909	0	999910	STI101	5888	---
999.91	0	999911	STI101	5892	---
999.91	0	999911	STI003	5	---
999.91	0	999911	Trigger	4	Sound1 onset
1005.273	0	1005274	STI101	6144	---
1005.275	0	1005276	STI101	6152	---
1005.275	0	1005276	STI004	5	---
1005.275	0	1005276	Trigger	8	Sound2 onset
1010.39	0	1010391	STI101	16	Probe response
1010.39	0	1010391	STI005	5	---
1010.39	0	1010391	Trigger	16	Probe response
1010.88	0	1010881	STI101	6144	---
1012.524	0	1012525	STI101	2	Cue onset
1012.524	0	1012525	STI002	5	---
1012.524	0	1012525	Trigger	2	Cue onset
1018.12	0	1018121	STI101	5888	---
1018.121	0	1018122	STI101	5892	---
1018.121	0	1018122	STI003	5	---
1018.121	0	1018122	Trigger	4	Sound1 onset
1024.193	0	1024194	STI101	6144	---
1024.194	0	1024195	STI101	6152	---
1024.194	0	1024195	STI004	5	---
1024.194	0	1024195	Trigger	8	Sound2 onset
1029.31	0	1029311	STI101	16	Probe response
1029.31	0	1029311	STI005	5	---
1029.31	0	1029311	Trigger	16	Probe response
1029.625	0	1029626	STI101	6144	---
1031.274	0	1031275	STI101	2	Cue onset
1031.274	0	1031275	STI002	5	---
1031.274	0	1031275	Trigger	2	Cue onset
1036.578	0	1036579	STI101	5888	---
1036.58	0	1036581	STI101	5892	---
1036.58	0	1036581	STI003	5	---
1036.58	0	1036581	Trigger	4	Sound1 onset
1041.941	0	1041942	STI101	6144	---
1041.943	0	1041944	STI101	6152	---
1041.943	0	1041944	STI004	5	---
1041.943	0	1041944	Trigger	8	Sound2 onset
1047.059	0	1047060	STI101	16	Probe response
1047.059	0	1047060	STI005	5	---
1047.059	0	1047060	Trigger	16	Probe response
1047.398	0	1047399	STI101	6144	---
1049.047	0	1049048	STI101	2	Cue onset
1049.047	0	1049048	STI002	5	---
1049.047	0	1049048	Trigger	2	Cue onset
1054.286	0	1054287	STI101	5888	---
1054.288	0	1054289	STI101	5892	---
1054.288	0	1054289	STI003	5	---
1054.288	0	1054289	Trigger	4	Sound1 onset
1059.582	0	1059583	STI101	6144	---
1059.583	0	1059584	STI101	6152	---
1059.583	0	1059584	STI004	5	---
1059.583	0	1059584	Trigger	8	Sound2 onset
1064.699	0	1064700	STI101	16	Probe response
1064.699	0	1064700	STI005	5	---
1064.699	0	1064700	Trigger	16	Probe response
1065.104	0	1065105	STI101	5888	---
1066.754	0	1066755	STI101	2	Cue onset
1066.754	0	1066755	STI002	5	---
1066.754	0	1066755	Trigger	2	Cue onset
1072.256	0	1072257	STI101	5888	---
1072.258	0	1072259	STI101	5892	---
1072.258	0	1072259	STI003	5	---
1072.258	0	1072259	Trigger	4	Sound1 onset
1077.605	0	1077606	STI101	6144	---
1077.607	0	1077608	STI101	6152	---
1077.607	0	1077608	STI004	5	---
1077.607	0	1077608	Trigger	8	Sound2 onset
1082.723	0	1082724	STI101	16	Probe response
1082.723	0	1082724	STI005	5	---
1082.723	0	1082724	Trigger	16	Probe response
1082.951	0	1082952	STI101	5888	---
1084.786	0	1084787	STI101	2	Cue onset
1084.786	0	1084787	STI002	5	---
1084.786	0	1084787	Trigger	2	Cue onset
1090.041	0	1090042	STI101	5888	---
1090.042	0	1090043	STI101	5892	---
1090.042	0	1090043	STI003	5	---
1090.042	0	1090043	Trigger	4	Sound1 onset
1095.398	0	1095399	STI101	6144	---
1095.399	0	1095400	STI101	6152	---
1095.399	0	1095400	STI004	5	---
1095.399	0	1095400	Trigger	8	Sound2 onset
1100.514	0	1100515	STI101	16	Probe response
1100.514	0	1100515	STI005	5	---
1100.514	0	1100515	Trigger	16	Probe response
1100.916	0	1100917	STI101	6144	---
1102.617	0	1102618	STI101	2	Cue onset
1102.617	0	1102618	STI002	5	---
1102.617	0	1102618	Trigger	2	Cue onset
1107.903	0	1107904	STI101	5888	---
1107.905	0	1107906	STI101	5892	---
1107.905	0	1107906	STI003	5	---
1107.905	0	1107906	Trigger	4	Sound1 onset
1113.37	0	1113371	STI101	6144	---
1113.371	0	1113372	STI101	6152	---
1113.371	0	1113372	STI004	5	---
1113.371	0	1113372	Trigger	8	Sound2 onset
1118.487	0	1118488	STI101	16	Probe response
1118.487	0	1118488	STI005	5	---
1118.487	0	1118488	Trigger	16	Probe response
1118.95	0	1118951	STI101	5888	---
1120.724	0	1120725	STI101	2	Cue onset
1120.724	0	1120725	STI002	5	---
1120.724	0	1120725	Trigger	2	Cue onset
1126.066	0	1126067	STI101	5888	---
1126.068	0	1126069	STI101	5892	---
1126.068	0	1126069	STI003	5	---
1126.068	0	1126069	Trigger	4	Sound1 onset
1131.537	0	1131538	STI101	6144	---
1131.539	0	1131540	STI101	6152	---
1131.539	0	1131540	STI004	5	---
1131.539	0	1131540	Trigger	8	Sound2 onset
1136.655	0	1136656	STI101	16	Probe response
1136.655	0	1136656	STI005	5	---
1136.655	0	1136656	Trigger	16	Probe response
1137.148	0	1137149	STI101	6144	---
1138.789	0	1138790	STI101	2	Cue onset
1138.789	0	1138790	STI002	5	---
1138.789	0	1138790	Trigger	2	Cue onset
1144.247	0	1144248	STI101	5888	---
1144.248	0	1144249	STI101	5892	---
1144.248	0	1144249	STI003	5	---
1144.248	0	1144249	Trigger	4	Sound1 onset
1149.621	0	1149622	STI101	6144	---
1149.623	0	1149624	STI101	6152	---
1149.623	0	1149624	STI004	5	---
1149.623	0	1149624	Trigger	8	Sound2 onset
1154.739	0	1154740	STI101	16	Probe response
1154.739	0	1154740	STI005	5	---
1154.739	0	1154740	Trigger	16	Probe response
1155.121	0	1155122	STI101	6144	---
1156.821	0	1156822	STI101	2	Cue onset
1156.821	0	1156822	STI002	5	---
1156.821	0	1156822	Trigger	2	Cue onset
1162.14	0	1162141	STI101	5888	---
1162.142	0	1162143	STI101	5892	---
1162.142	0	1162143	STI003	5	---
1162.142	0	1162143	Trigger	4	Sound1 onset
1167.488	0	1167489	STI101	6144	---
1167.489	0	1167490	STI101	6152	---
1167.489	0	1167490	STI004	5	---
1167.489	0	1167490	Trigger	8	Sound2 onset
1172.604	0	1172605	STI101	16	Probe response
1172.604	0	1172605	STI005	5	---
1172.604	0	1172605	Trigger	16	Probe response
1172.985	0	1172986	STI101	5888	---
1174.628	0	1174629	STI101	2	Cue onset
1174.628	0	1174629	STI002	5	---
1174.628	0	1174629	Trigger	2	Cue onset
1180.352	0	1180353	STI101	5888	---
1180.353	0	1180354	STI101	5892	---
1180.353	0	1180354	STI003	5	---
1180.353	0	1180354	Trigger	4	Sound1 onset
1185.643	0	1185644	STI101	6144	---
1185.645	0	1185646	STI101	6152	---
1185.645	0	1185646	STI004	5	---
1185.645	0	1185646	Trigger	8	Sound2 onset
1190.76	0	1190761	STI101	16	Probe response
1190.76	0	1190761	STI005	5	---
1190.76	0	1190761	Trigger	16	Probe response
1191.143	0	1191144	STI101	5888	---
1192.894	0	1192895	STI101	2	Cue onset
1192.894	0	1192895	STI002	5	---
1192.894	0	1192895	Trigger	2	Cue onset
1198.163	0	1198164	STI101	5888	---
1198.164	0	1198165	STI101	5892	---
1198.164	0	1198165	STI003	5	---
1198.164	0	1198165	Trigger	4	Sound1 onset
1203.872	0	1203873	STI101	6144	---
1203.874	0	1203875	STI101	6152	---
1203.874	0	1203875	STI004	5	---
1203.874	0	1203875	Trigger	8	Sound2 onset
1208.991	0	1208992	STI101	16	Probe response
1208.991	0	1208992	STI005	5	---
1208.991	0	1208992	Trigger	16	Probe response
1209.399	0	1209400	STI101	5888	---
1211.134	0	1211135	STI101	2	Cue onset
1211.134	0	1211135	STI002	5	---
1211.134	0	1211135	Trigger	2	Cue onset
