onset	duration	sample	type	value	event
455.14	0	455141	Trigger	4	Sound1 onset
460.669	0	460670	STI101	6144	---
460.67	0	460671	STI101	6152	---
460.67	0	460671	STI004	5	---
460.67	0	460671	Trigger	8	Sound2 onset
465.785	0	465786	STI101	16	Probe response
465.785	0	465786	STI005	5	---
465.785	0	465786	Trigger	16	Probe response
466.186	0	466187	STI101	6144	---
467.875	0	467876	STI101	2	Cue onset
467.875	0	467876	STI002	5	---
467.875	0	467876	Trigger	2	Cue onset
473.205	0	473206	STI101	5888	---
473.207	0	473208	STI101	5892	---
473.207	0	473208	STI003	5	---
473.207	0	473208	Trigger	4	Sound1 onset
479.174	0	479175	STI101	6144	---
479.176	0	479177	STI101	6152	---
479.176	0	479177	STI004	5	---
479.176	0	479177	Trigger	8	Sound2 onset
484.291	0	484292	STI101	16	Probe response
484.291	0	484292	STI005	5	---
484.291	0	484292	Trigger	16	Probe response
485.985	0	485986	STI101	5888	---
487.692	0	487693	STI101	2	Cue onset
487.692	0	487693	STI002	5	---
487.692	0	487693	Trigger	2	Cue onset
492.978	0	492979	STI101	5888	---
492.979	0	492980	STI101	5892	---
492.979	0	492980	STI003	5	---
492.979	0	492980	Trigger	4	Sound1 onset
498.459	0	498460	STI101	6144	---
498.461	0	498462	STI101	6152	---
498.461	0	498462	STI004	5	---
498.461	0	498462	Trigger	8	Sound2 onset
503.577	0	503578	STI101	16	Probe response
503.577	0	503578	STI005	5	---
503.577	0	503578	Trigger	16	Probe response
503.852	0	503853	STI101	6144	---
505.524	0	505525	STI101	2	Cue onset
505.524	0	505525	STI002	5	---
505.524	0	505525	Trigger	2	Cue onset
510.995	0	510996	STI101	5888	---
510.997	0	510998	STI101	5892	---
510.997	0	510998	STI003	5	---
510.997	0	510998	Trigger	4	Sound1 onset
516.496	0	516497	STI101	6144	---
516.498	0	516499	STI101	6152	---
516.498	0	516499	STI004	5	---
516.498	0	516499	Trigger	8	Sound2 onset
521.613	0	521614	STI101	16	Probe response
521.613	0	521614	STI005	5	---
521.613	0	521614	Trigger	16	Probe response
522.008	0	522009	STI101	5888	---
523.806	0	523807	STI101	2	Cue onset
523.806	0	523807	STI002	5	---
523.806	0	523807	Trigger	2	Cue onset
529.137	0	529138	STI101	5888	---
529.138	0	529139	STI101	5892	---
529.138	0	529139	STI003	5	---
529.138	0	529139	Trigger	4	Sound1 onset
534.576	0	534577	STI101	6144	---
534.577	0	534578	STI101	6152	---
534.577	0	534578	STI004	5	---
534.577	0	534578	Trigger	8	Sound2 onset
539.693	0	539694	STI101	16	Probe response
539.693	0	539694	STI005	5	---
539.693	0	539694	Trigger	16	Probe response
540.092	0	540093	STI101	6144	---
541.913	0	541914	STI101	2	Cue onset
541.913	0	541914	STI002	5	---
541.913	0	541914	Trigger	2	Cue onset
547.307	0	547308	STI101	5888	---
547.308	0	547309	STI101	5892	---
547.308	0	547309	STI003	5	---
547.308	0	547309	Trigger	4	Sound1 onset
552.656	0	552657	STI101	6144	---
552.658	0	552659	STI101	6152	---
552.658	0	552659	STI004	5	---
552.658	0	552659	Trigger	8	Sound2 onset
557.774	0	557775	STI101	16	Probe response
557.774	0	557775	STI005	5	---
557.774	0	557775	Trigger	16	Probe response
558.11	0	558111	STI101	5888	---
559.795	0	559796	STI101	2	Cue onset
559.795	0	559796	STI002	5	---
559.795	0	559796	Trigger	2	Cue onset
565.075	0	565076	STI101	5888	---
565.076	0	565077	STI101	5892	---
565.076	0	565077	STI003	5	---
565.076	0	565077	Trigger	4	Sound1 onset
570.475	0	570476	STI101	6144	---
570.477	0	570478	STI101	6152	---
570.477	0	570478	STI004	5	---
570.477	0	570478	Trigger	8	Sound2 onset
575.593	0	575594	STI101	16	Probe response
575.593	0	575594	STI005	5	---
575.593	0	575594	Trigger	16	Probe response
576.15	0	576151	STI101	5888	---
577.927	0	577928	STI101	2	Cue onset
577.927	0	577928	STI002	5	---
577.927	0	577928	Trigger	2	Cue onset
583.254	0	583255	STI101	5888	---
583.255	0	583256	STI101	5892	---
583.255	0	583256	STI003	5	---
583.255	0	583256	Trigger	4	Sound1 onset
588.617	0	588618	STI101	6144	---
588.619	0	588620	STI101	6152	---
588.619	0	588620	STI004	5	---
588.619	0	588620	Trigger	8	Sound2 onset
593.733	0	593734	STI101	16	Probe response
593.733	0	593734	STI005	5	---
593.733	0	593734	Trigger	16	Probe response
599.127	0	599128	STI101	5888	---
600.738	0	600739	STI101	2	Cue onset
600.738	0	600739	STI002	5	---
600.738	0	600739	Trigger	2	Cue onset
606.355	0	606356	STI101	5888	---
606.357	0	606358	STI101	5892	---
606.357	0	606358	STI003	5	---
606.357	0	606358	Trigger	4	Sound1 onset
611.798	0	611799	STI101	6144	---
611.799	0	611800	STI101	6152	---
611.799	0	611800	STI004	5	---
611.799	0	611800	Trigger	8	Sound2 onset
616.914	0	616915	STI101	16	Probe response
616.914	0	616915	STI005	5	---
616.914	0	616915	Trigger	16	Probe response
617.473	0	617474	STI101	5888	---
619.128	0	619129	STI101	2	Cue onset
619.128	0	619129	STI002	5	---
619.128	0	619129	Trigger	2	Cue onset
624.426	0	624427	STI101	5888	---
624.428	0	624429	STI101	5892	---
624.428	0	624429	STI003	5	---
624.428	0	624429	Trigger	4	Sound1 onset
629.832	0	629833	STI101	6144	---
629.833	0	629834	STI101	6152	---
629.833	0	629834	STI004	5	---
629.833	0	629834	Trigger	8	Sound2 onset
634.949	0	634950	STI101	16	Probe response
634.949	0	634950	STI005	5	---
634.949	0	634950	Trigger	16	Probe response
636.694	0	636695	STI101	5888	---
638.519	0	638520	STI101	2	Cue onset
638.519	0	638520	STI002	5	---
638.519	0	638520	Trigger	2	Cue onset
643.778	0	643779	STI101	5888	---
643.78	0	643781	STI101	5892	---
643.78	0	643781	STI003	5	---
643.78	0	643781	Trigger	4	Sound1 onset
649.017	0	649018	STI101	6144	---
649.019	0	649020	STI101	6152	---
649.019	0	649020	STI004	5	---
649.019	0	649020	Trigger	8	Sound2 onset
654.134	0	654135	STI101	16	Probe response
654.134	0	654135	STI005	5	---
654.134	0	654135	Trigger	16	Probe response
654.327	0	654328	STI101	6144	---
656.068	0	656069	STI101	2	Cue onset
656.068	0	656069	STI002	5	---
656.068	0	656069	Trigger	2	Cue onset
661.316	0	661317	STI101	5888	---
661.318	0	661319	STI101	5892	---
661.318	0	661319	STI003	5	---
661.318	0	661319	Trigger	4	Sound1 onset
666.701	0	666702	STI101	6144	---
666.704	0	666705	STI101	6152	---
666.704	0	666705	STI004	5	---
666.704	0	666705	Trigger	8	Sound2 onset
671.818	0	671819	STI101	16	Probe response
671.818	0	671819	STI005	5	---
671.818	0	671819	Trigger	16	Probe response
672.382	0	672383	STI101	6144	---
674.141	0	674142	STI101	2	Cue onset
674.141	0	674142	STI002	5	---
674.141	0	674142	Trigger	2	Cue onset
679.47	0	679471	STI101	5888	---
679.472	0	679473	STI101	5892	---
679.472	0	679473	STI003	5	---
679.472	0	679473	Trigger	4	Sound1 onset
684.781	0	684782	STI101	6144	---
684.783	0	684784	STI101	6152	---
684.783	0	684784	STI004	5	---
684.783	0	684784	Trigger	8	Sound2 onset
689.899	0	689900	STI101	16	Probe response
689.899	0	689900	STI005	5	---
689.899	0	689900	Trigger	16	Probe response
690.155	0	690156	STI101	5888	---
691.889	0	691890	STI101	2	Cue onset
691.889	0	691890	STI002	5	---
691.889	0	691890	Trigger	2	Cue onset
697.205	0	697206	STI101	5888	---
697.207	0	697208	STI101	5892	---
697.207	0	697208	STI003	5	---
697.207	0	697208	Trigger	4	Sound1 onset
702.743	0	702744	STI101	6144	---
702.745	0	702746	STI101	6152	---
702.745	0	702746	STI004	5	---
702.745	0	702746	Trigger	8	Sound2 onset
707.859	0	707860	STI101	16	Probe response
707.859	0	707860	STI005	5	---
707.859	0	707860	Trigger	16	Probe response
708.236	0	708237	STI101	5888	---
709.88	0	709881	STI101	2	Cue onset
709.88	0	709881	STI002	5	---
709.88	0	709881	Trigger	2	Cue onset
715.603	0	715604	STI101	5888	---
715.604	0	715605	STI101	5892	---
715.604	0	715605	STI003	5	---
715.604	0	715605	Trigger	4	Sound1 onset
721.478	0	721479	STI101	6144	---
721.479	0	721480	STI101	6152	---
721.479	0	721480	STI004	5	---
721.479	0	721480	Trigger	8	Sound2 onset
726.594	0	726595	STI101	16	Probe response
726.594	0	726595	STI005	5	---
726.594	0	726595	Trigger	16	Probe response
727.141	0	727142	STI101	6144	---
728.846	0	728847	STI101	2	Cue onset
728.846	0	728847	STI002	5	---
728.846	0	728847	Trigger	2	Cue onset
734.52	0	734521	STI101	5888	---
734.522	0	734523	STI101	5892	---
734.522	0	734523	STI003	5	---
734.522	0	734523	Trigger	4	Sound1 onset
739.948	0	739949	STI101	6144	---
739.949	0	739950	STI101	6152	---
739.949	0	739950	STI004	5	---
739.949	0	739950	Trigger	8	Sound2 onset
745.064	0	745065	STI101	16	Probe response
745.064	0	745065	STI005	5	---
745.064	0	745065	Trigger	16	Probe response
745.37	0	745371	STI101	5888	---
747.003	0	747004	STI101	2	Cue onset
747.003	0	747004	STI002	5	---
747.003	0	747004	Trigger	2	Cue onset
752.324	0	752325	STI101	5888	---
752.325	0	752326	STI101	5892	---
752.325	0	752326	STI003	5	---
752.325	0	752326	Trigger	4	Sound1 onset
757.893	0	757894	STI101	6144	---
757.895	0	757896	STI101	6152	---
757.895	0	757896	STI004	5	---
757.895	0	757896	Trigger	8	Sound2 onset
763.01	0	763011	STI101	16	Probe response
763.01	0	763011	STI005	5	---
763.01	0	763011	Trigger	16	Probe response
763.448	0	763449	STI101	5888	---
765.118	0	765119	STI101	2	Cue onset
765.118	0	765119	STI002	5	---
765.118	0	765119	Trigger	2	Cue onset
770.441	0	770442	STI101	5888	---
770.443	0	770444	STI101	5892	---
770.443	0	770444	STI003	5	---
770.443	0	770444	Trigger	4	Sound1 onset
775.695	0	775696	STI101	6144	---
775.696	0	775697	STI101	6152	---
775.696	0	775697	STI004	5	---
775.696	0	775697	Trigger	8	Sound2 onset
780.812	0	780813	STI101	16	Probe response
780.812	0	780813	STI005	5	---
780.812	0	780813	Trigger	16	Probe response
781.097	0	781098	STI101	6144	---
782.833	0	782834	STI101	2	Cue onset
782.833	0	782834	STI002	5	---
782.833	0	782834	Trigger	2	Cue onset
788.561	0	788562	STI101	5888	---
788.563	0	788564	STI101	5892	---
788.563	0	788564	STI003	5	---
788.563	0	788564	Trigger	4	Sound1 onset
793.904	0	793905	STI101	6144	---
793.905	0	793906	STI101	6152	---
793.905	0	793906	STI004	5	---
793.905	0	793906	Trigger	8	Sound2 onset
799.021	0	799022	STI101	16	Probe response
799.021	0	799022	STI005	5	---
799.021	0	799022	Trigger	16	Probe response
799.199	0	799200	STI101	5888	---
