onset	duration	startTime	stopTime	eventIdentifier	trial_type	trial_number	block_number	is_practice	fixation_color	cue_side	aoi_correct	aoi_incorrect
29.377	6.0	1884753	1891382	ShowFixation	VGS	7	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
36.006	0.2	1891382	1891622	BlankScreen	VGS	7	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
36.246	1.0	1891622	1892662	ELCue	VGS	7	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
37.709	6.0	1893085	1899691	ShowFixation	VGS	8	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
44.315	0.2	1899691	1899930	BlankScreen	VGS	8	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
44.554	1.0	1899930	1900970	ELCue	VGS	8	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
46.011	6.0	1901387	1907999	ShowFixation	VGS	9	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
52.623	0.2	1907999	1908238	BlankScreen	VGS	9	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
52.862	1.0	1908238	1909278	ELCue	VGS	9	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
54.324	2.0	1909700	1912307	ShowFixation	ANTI	10	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
56.931	0.2	1912307	1912526	BlankScreen	ANTI	10	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
57.15	1.0	1912526	1913549	ELCue	ANTI	10	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
58.594	6.0	1913970	1920595	ShowFixation	ANTI	11	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
65.219	0.2	1920595	1920834	BlankScreen	ANTI	11	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
65.458	1.0	1920834	1921875	ELCue	ANTI	11	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
66.887	6.0	1922263	1928920	ShowFixation	ANTI	12	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
73.544	0.2	1928920	1929159	BlankScreen	ANTI	12	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
73.783	1.0	1929159	1930200	ELCue	ANTI	12	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
75.237	2.0	1930613	1933245	ShowFixation	VGS	13	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
77.869	0.2	1933245	1933480	BlankScreen	VGS	13	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
78.104	1.0	1933480	1934520	ELCue	VGS	13	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
79.629	6.0	1935005	1941549	ShowFixation	ANTI	14	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
86.173	0.2	1941549	1941788	BlankScreen	ANTI	14	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
86.412	1.0	1941788	1942828	ELCue	ANTI	14	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
87.874	6.0	1943250	1949857	ShowFixation	ANTI	15	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
94.481	0.2	1949857	1950096	BlankScreen	ANTI	15	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
94.72	1.0	1950096	1951136	ELCue	ANTI	15	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
96.182	2.0	1951558	1954165	ShowFixation	VGS	16	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
98.789	0.2	1954165	1954384	BlankScreen	VGS	16	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
99.008	1.0	1954384	1955407	ELCue	VGS	16	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
125.624	6.0	1981000	1987027	ShowFixation	VGS	17	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
131.651	0.2	1987027	1987266	BlankScreen	VGS	17	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
131.89	1.0	1987266	1988266	ELCue	VGS	17	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
133.314	2.0	1988690	1990718	ShowFixation	ANTI	18	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
135.342	0.2	1990718	1990953	BlankScreen	ANTI	18	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
135.577	1.0	1990953	1991953	ELCue	ANTI	18	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
137.004	6.0	1992380	1998405	ShowFixation	VGS	19	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
143.03	0.2	1998406	1998645	BlankScreen	VGS	19	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
143.269	1.0	1998645	1999645	ELCue	VGS	19	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
144.688	6.0	2000064	2006097	ShowFixation	VGS	20	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
150.721	0.2	2006097	2006336	BlankScreen	VGS	20	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
150.96	1.0	2006336	2007336	ELCue	VGS	20	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
152.378	6.0	2007754	2013788	ShowFixation	ANTI	21	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
158.412	0.2	2013788	2014027	BlankScreen	ANTI	21	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
158.651	1.0	2014027	2015027	ELCue	ANTI	21	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
160.075	2.0	2015451	2017478	ShowFixation	VGS	22	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
162.102	0.2	2017478	2017714	BlankScreen	VGS	22	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
162.338	1.0	2017714	2018714	ELCue	VGS	22	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
163.762	6.0	2019138	2025165	ShowFixation	VGS	23	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
169.789	0.2	2025165	2025405	BlankScreen	VGS	23	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
170.029	1.0	2025405	2026405	ELCue	VGS	23	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
171.451	6.0	2026827	2032856	ShowFixation	VGS	24	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
177.48	0.2	2032856	2033096	BlankScreen	VGS	24	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
177.72	1.0	2033096	2034096	ELCue	VGS	24	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
179.142	6.0	2034518	2040547	ShowFixation	ANTI	25	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
185.171	0.2	2040547	2040787	BlankScreen	ANTI	25	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
185.411	1.0	2040787	2041787	ELCue	ANTI	25	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
186.836	2.0	2042212	2044238	ShowFixation	VGS	26	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
188.862	0.2	2044238	2044474	BlankScreen	VGS	26	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
189.098	1.0	2044474	2045474	ELCue	VGS	26	2	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
190.523	2.0	2045899	2047925	ShowFixation	VGS	27	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
192.549	0.2	2047925	2048160	BlankScreen	VGS	27	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
192.784	1.0	2048160	2049160	ELCue	VGS	27	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
194.212	2.0	2049588	2051629	ShowFixation	ANTI	28	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
196.253	0.2	2051629	2051864	BlankScreen	ANTI	28	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
196.488	1.0	2051864	2052864	ELCue	ANTI	28	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
197.913	2.0	2053289	2055316	ShowFixation	ANTI	29	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
199.94	0.2	2055316	2055551	BlankScreen	ANTI	29	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
200.175	1.0	2055551	2056551	ELCue	ANTI	29	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
201.601	6.0	2056977	2063003	ShowFixation	ANTI	30	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
207.627	0.2	2063003	2063242	BlankScreen	ANTI	30	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
207.866	1.0	2063242	2064242	ELCue	ANTI	30	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
209.29	2.0	2064666	2066694	ShowFixation	VGS	31	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
211.318	0.2	2066694	2066929	BlankScreen	VGS	31	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
211.553	1.0	2066929	2067929	ELCue	VGS	31	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
212.971	6.0	2068347	2074381	ShowFixation	ANTI	32	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
219.005	0.2	2074381	2074620	BlankScreen	ANTI	32	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
219.244	1.0	2074620	2075620	ELCue	ANTI	32	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
220.72	6.0	2076096	2082122	ShowFixation	ANTI	33	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
226.746	0.2	2082122	2082361	BlankScreen	ANTI	33	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
226.985	1.0	2082361	2083361	ELCue	ANTI	33	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
228.41	6.0	2083786	2089813	ShowFixation	VGS	34	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
234.437	0.2	2089813	2090052	BlankScreen	VGS	34	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
234.676	1.0	2090052	2091052	ELCue	VGS	34	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
236.102	6.0	2091478	2097503	ShowFixation	VGS	35	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
242.127	0.2	2097503	2097743	BlankScreen	VGS	35	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
242.367	1.0	2097743	2098743	ELCue	VGS	35	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
243.788	2.0	2099164	2101194	ShowFixation	VGS	36	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
245.818	0.2	2101194	2101430	BlankScreen	VGS	36	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
246.054	1.0	2101430	2102430	ELCue	VGS	36	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
247.482	2.0	2102858	2104898	ShowFixation	ANTI	37	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
249.522	0.2	2104898	2105133	BlankScreen	ANTI	37	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
249.757	1.0	2105133	2106133	ELCue	ANTI	37	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
251.181	6.0	2106557	2112585	ShowFixation	VGS	38	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
257.209	0.2	2112585	2112824	BlankScreen	VGS	38	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
257.448	1.0	2112824	2113824	ELCue	VGS	38	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
258.87	6.0	2114246	2120276	ShowFixation	ANTI	39	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
264.9	0.2	2120276	2120515	BlankScreen	ANTI	39	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
265.14	1.0	2120516	2121516	ELCue	ANTI	39	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
266.567	2.0	2121943	2123984	ShowFixation	ANTI	40	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
268.609	0.2	2123985	2124219	BlankScreen	ANTI	40	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
268.844	1.0	2124220	2125220	ELCue	ANTI	40	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
270.267	2.0	2125643	2127670	ShowFixation	ANTI	41	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
272.295	0.2	2127671	2127906	BlankScreen	ANTI	41	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
272.53	1.0	2127906	2128906	ELCue	ANTI	41	2	False	red	180	[1035 1515  405  675]	[405 885 405 675]
273.958	2.0	2129334	2131374	ShowFixation	ANTI	42	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
275.999	0.2	2131375	2131610	BlankScreen	ANTI	42	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
276.234	1.0	2131610	2132610	ELCue	ANTI	42	2	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
277.644	2.0	2133020	2135045	ShowFixation	VGS	43	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
279.669	0.2	2135045	2135281	BlankScreen	VGS	43	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
279.905	1.0	2135281	2136281	ELCue	VGS	43	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
281.332	6.0	2136708	2142749	ShowFixation	ANTI	44	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
287.373	0.2	2142749	2142988	BlankScreen	ANTI	44	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
287.612	1.0	2142988	2143988	ELCue	ANTI	44	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
289.006	2.0	2144382	2146423	ShowFixation	VGS	45	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
291.047	0.2	2146423	2146659	BlankScreen	VGS	45	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
291.283	1.0	2146659	2147659	ELCue	VGS	45	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
292.71	2.0	2148086	2150127	ShowFixation	VGS	46	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
294.751	0.2	2150127	2150362	BlankScreen	VGS	46	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
294.986	1.0	2150362	2151362	ELCue	VGS	46	2	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
296.412	2.0	2151788	2153814	ShowFixation	ANTI	47	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
298.438	0.2	2153814	2154049	BlankScreen	ANTI	47	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
298.673	1.0	2154049	2155049	ELCue	ANTI	47	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
300.097	6.0	2155473	2161501	ShowFixation	ANTI	48	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
306.125	0.2	2161501	2161740	BlankScreen	ANTI	48	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
306.364	1.0	2161740	2162740	ELCue	ANTI	48	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
364.972	2.0	2220348	2222382	ShowFixation	VGS	49	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
367.006	0.2	2222382	2222617	BlankScreen	VGS	49	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
367.241	1.0	2222617	2223617	ELCue	VGS	49	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
368.753	2.0	2224129	2226169	ShowFixation	VGS	50	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
370.793	0.2	2226169	2226404	BlankScreen	VGS	50	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
371.028	1.0	2226404	2227404	ELCue	VGS	50	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
372.451	6.0	2227827	2233856	ShowFixation	ANTI	51	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
378.48	0.2	2233856	2234095	BlankScreen	ANTI	51	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
378.719	1.0	2234095	2235095	ELCue	ANTI	51	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
380.144	6.0	2235520	2241547	ShowFixation	VGS	52	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
386.171	0.2	2241547	2241786	BlankScreen	VGS	52	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
386.41	1.0	2241786	2242786	ELCue	VGS	52	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
387.838	2.0	2243214	2245254	ShowFixation	ANTI	53	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
389.878	0.2	2245254	2245489	BlankScreen	ANTI	53	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
390.113	1.0	2245489	2246489	ELCue	ANTI	53	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
391.544	2.0	2246920	2248958	ShowFixation	VGS	54	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
393.582	0.2	2248958	2249193	BlankScreen	VGS	54	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
393.817	1.0	2249193	2250193	ELCue	VGS	54	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
395.243	2.0	2250619	2252645	ShowFixation	VGS	55	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
397.269	0.2	2252645	2252880	BlankScreen	VGS	55	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
397.504	1.0	2252880	2253880	ELCue	VGS	55	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
398.932	2.0	2254308	2256332	ShowFixation	ANTI	56	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
400.956	0.2	2256332	2256567	BlankScreen	ANTI	56	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
401.191	1.0	2256567	2257567	ELCue	ANTI	56	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
402.618	2.0	2257994	2260019	ShowFixation	VGS	57	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
404.644	0.2	2260020	2260254	BlankScreen	VGS	57	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
404.878	1.0	2260254	2261254	ELCue	VGS	57	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
406.299	6.0	2261675	2267706	ShowFixation	VGS	58	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
412.331	0.2	2267707	2267945	BlankScreen	VGS	58	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
412.569	1.0	2267945	2268945	ELCue	VGS	58	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
413.994	6.0	2269370	2275398	ShowFixation	ANTI	59	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
420.022	0.2	2275398	2275637	BlankScreen	ANTI	59	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
420.261	1.0	2275637	2276637	ELCue	ANTI	59	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
421.686	2.0	2277062	2279089	ShowFixation	VGS	60	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
423.713	0.2	2279089	2279324	BlankScreen	VGS	60	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
423.948	1.0	2279324	2280324	ELCue	VGS	60	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
425.355	2.0	2280731	2282759	ShowFixation	ANTI	61	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
427.383	0.2	2282759	2282994	BlankScreen	ANTI	61	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
427.618	1.0	2282994	2283994	ELCue	ANTI	61	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
429.044	6.0	2284420	2290446	ShowFixation	VGS	62	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
435.07	0.2	2290446	2290685	BlankScreen	VGS	62	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
435.309	1.0	2290685	2291685	ELCue	VGS	62	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
436.719	6.0	2292095	2298120	ShowFixation	VGS	63	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
442.744	0.2	2298120	2298359	BlankScreen	VGS	63	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
442.983	1.0	2298359	2299359	ELCue	VGS	63	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
444.408	6.0	2299784	2305811	ShowFixation	VGS	64	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
450.435	0.2	2305811	2306050	BlankScreen	VGS	64	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
450.674	1.0	2306050	2307050	ELCue	VGS	64	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
452.099	2.0	2307475	2309502	ShowFixation	ANTI	65	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
454.126	0.2	2309502	2309737	BlankScreen	ANTI	65	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
454.361	1.0	2309737	2310737	ELCue	ANTI	65	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
455.786	6.0	2311162	2317189	ShowFixation	ANTI	66	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
461.813	0.2	2317189	2317428	BlankScreen	ANTI	66	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
462.052	1.0	2317428	2318428	ELCue	ANTI	66	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
463.48	2.0	2318856	2320896	ShowFixation	ANTI	67	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
465.52	0.2	2320896	2321132	BlankScreen	ANTI	67	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
465.756	1.0	2321132	2322132	ELCue	ANTI	67	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
467.179	2.0	2322555	2324583	ShowFixation	VGS	68	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
469.207	0.2	2324583	2324819	BlankScreen	VGS	68	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
469.443	1.0	2324819	2325819	ELCue	VGS	68	3	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
470.868	6.0	2326244	2332270	ShowFixation	VGS	69	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
476.894	0.2	2332270	2332510	BlankScreen	VGS	69	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
477.134	1.0	2332510	2333510	ELCue	VGS	69	3	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
478.557	6.0	2333933	2339961	ShowFixation	VGS	70	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
484.585	0.2	2339961	2340201	BlankScreen	VGS	70	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
484.825	1.0	2340201	2341201	ELCue	VGS	70	3	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
486.248	6.0	2341624	2347652	ShowFixation	VGS	71	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
492.276	0.2	2347652	2347891	BlankScreen	VGS	71	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
492.515	1.0	2347891	2348891	ELCue	VGS	71	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
493.922	2.0	2349298	2351326	ShowFixation	ANTI	72	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
495.95	0.2	2351326	2351562	BlankScreen	ANTI	72	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
496.186	1.0	2351562	2352562	ELCue	ANTI	72	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
497.609	6.0	2352985	2359013	ShowFixation	ANTI	73	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
503.637	0.2	2359013	2359253	BlankScreen	ANTI	73	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
503.877	1.0	2359253	2360253	ELCue	ANTI	73	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
505.3	6.0	2360676	2366704	ShowFixation	ANTI	74	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
511.328	0.2	2366704	2366944	BlankScreen	ANTI	74	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
511.568	1.0	2366944	2367944	ELCue	ANTI	74	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
512.995	2.0	2368371	2370395	ShowFixation	ANTI	75	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
515.019	0.2	2370395	2370631	BlankScreen	ANTI	75	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
515.255	1.0	2370631	2371631	ELCue	ANTI	75	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
516.679	6.0	2372055	2378082	ShowFixation	ANTI	76	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
522.706	0.2	2378082	2378322	BlankScreen	ANTI	76	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
522.946	1.0	2378322	2379322	ELCue	ANTI	76	3	False	red	460	[405 885 405 675]	[1035 1515  405  675]
524.374	6.0	2379750	2385790	ShowFixation	ANTI	77	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
