onset	duration	trial_type	value	sample	chapter_ind	att_story	att_side	EEG_trigger
699.8053	64	Stimulus/S  4	4	6998053	3	0	0	1
699.8363	64	Stimulus/S  8	8	6998363	3	0	0	1
699.8673	64	Stimulus/S  8	8	6998673	3	0	0	1
699.8984	64	Stimulus/S  4	4	6998984	3	0	0	1
699.9293	64	Stimulus/S  4	4	6999293	3	0	0	1
699.9838	64	Stimulus/S  1	1	6999838	3	0	0	1
812.1896	64	Stimulus/S  4	4	8121896	4	0	0	1
812.2206	64	Stimulus/S  4	4	8122206	4	0	0	1
812.2516	64	Stimulus/S  4	4	8122516	4	0	0	1
812.2826	64	Stimulus/S  8	8	8122826	4	0	0	1
812.3136	64	Stimulus/S  4	4	8123136	4	0	0	1
812.3446	64	Stimulus/S  4	4	8123446	4	0	0	1
812.3756	64	Stimulus/S  4	4	8123756	4	0	0	1
812.4066	64	Stimulus/S  4	4	8124066	4	0	0	1
812.4504	64	Stimulus/S  1	1	8124504	4	0	0	1
896.4456	64	Stimulus/S  4	4	8964456	5	0	1	1
896.4766	64	Stimulus/S  4	4	8964766	5	0	1	1
896.5076	64	Stimulus/S  4	4	8965076	5	0	1	1
896.5386	64	Stimulus/S  8	8	8965386	5	0	1	1
896.5696	64	Stimulus/S  4	4	8965696	5	0	1	1
896.6006	64	Stimulus/S  8	8	8966006	5	0	1	1
896.6316	64	Stimulus/S  4	4	8966316	5	0	1	1
896.6626	64	Stimulus/S  8	8	8966626	5	0	1	1
896.7168	64	Stimulus/S  1	1	8967168	5	0	1	1
993.4307	64	Stimulus/S  4	4	9934307	4	1	1	1
993.4617	64	Stimulus/S  4	4	9934617	4	1	1	1
993.4927	64	Stimulus/S  4	4	9934927	4	1	1	1
993.5237	64	Stimulus/S  8	8	9935237	4	1	1	1
993.5547	64	Stimulus/S  4	4	9935547	4	1	1	1
993.5857	64	Stimulus/S  4	4	9935857	4	1	1	1
993.6167	64	Stimulus/S  8	8	9936167	4	1	1	1
993.6477	64	Stimulus/S  8	8	9936477	4	1	1	1
993.7	64	Stimulus/S  1	1	9937000	4	1	1	1
1086.3462	64	Stimulus/S  4	4	10863462	5	1	0	1
1086.3772	64	Stimulus/S  4	4	10863772	5	1	0	1
1086.4082	64	Stimulus/S  4	4	10864082	5	1	0	1
1086.4392	64	Stimulus/S  8	8	10864392	5	1	0	1
1086.4702	64	Stimulus/S  4	4	10864702	5	1	0	1
1086.5012	64	Stimulus/S  8	8	10865012	5	1	0	1
1086.5322	64	Stimulus/S  8	8	10865322	5	1	0	1
1086.5632	64	Stimulus/S  4	4	10865632	5	1	0	1
1086.6165	64	Stimulus/S  1	1	10866165	5	1	0	1
1225.6741	64	Stimulus/S  4	4	12256741	6	1	0	1
1225.705	64	Stimulus/S  4	4	12257050	6	1	0	1
1225.736	64	Stimulus/S  4	4	12257360	6	1	0	1
1225.7671	64	Stimulus/S  8	8	12257671	6	1	0	1
1225.7981	64	Stimulus/S  8	8	12257981	6	1	0	1
1225.8291	64	Stimulus/S  4	4	12258291	6	1	0	1
1225.8601	64	Stimulus/S  8	8	12258601	6	1	0	1
1225.891	64	Stimulus/S  4	4	12258910	6	1	0	1
1225.9328	64	Stimulus/S  1	1	12259328	6	1	0	1
1310.291	64	Stimulus/S  4	4	13102910	7	1	1	1
1310.3221	64	Stimulus/S  4	4	13103221	7	1	1	1
1310.3531	64	Stimulus/S  4	4	13103531	7	1	1	1
1310.3841	64	Stimulus/S  8	8	13103841	7	1	1	1
1310.4151	64	Stimulus/S  8	8	13104151	7	1	1	1
1310.446	64	Stimulus/S  8	8	13104460	7	1	1	1
1310.477	64	Stimulus/S  8	8	13104770	7	1	1	1
1310.5081	64	Stimulus/S  8	8	13105081	7	1	1	1
1310.566	64	Stimulus/S  1	1	13105660	7	1	1	1
1407.1954	64	Stimulus/S  4	4	14071954	6	0	1	1
1407.2264	64	Stimulus/S  4	4	14072264	6	0	1	1
1407.2574	64	Stimulus/S  4	4	14072574	6	0	1	1
1407.2884	64	Stimulus/S  8	8	14072884	6	0	1	1
1407.3194	64	Stimulus/S  8	8	14073194	6	0	1	1
1407.3504	64	Stimulus/S  4	4	14073504	6	0	1	1
1407.3814	64	Stimulus/S  4	4	14073814	6	0	1	1
1407.4124	64	Stimulus/S  8	8	14074124	6	0	1	1
1407.4658	64	Stimulus/S  1	1	14074658	6	0	1	1
1491.9437	64	Stimulus/S  4	4	14919437	7	0	0	1
1491.9747	64	Stimulus/S  4	4	14919747	7	0	0	1
1492.0057	64	Stimulus/S  4	4	14920057	7	0	0	1
1492.0366	64	Stimulus/S  8	8	14920366	7	0	0	1
1492.0676	64	Stimulus/S  8	8	14920676	7	0	0	1
1492.0987	64	Stimulus/S  8	8	14920987	7	0	0	1
1492.1297	64	Stimulus/S  4	4	14921297	7	0	0	1
1492.1607	64	Stimulus/S  4	4	14921607	7	0	0	1
1492.2157	64	Stimulus/S  1	1	14922157	7	0	0	1
1597.2738	64	Stimulus/S  4	4	15972738	8	0	0	1
1597.3048	64	Stimulus/S  4	4	15973048	8	0	0	1
1597.3358	64	Stimulus/S  8	8	15973358	8	0	0	1
1597.3668	64	Stimulus/S  4	4	15973668	8	0	0	1
1597.3978	64	Stimulus/S  4	4	15973978	8	0	0	1
1597.4288	64	Stimulus/S  4	4	15974288	8	0	0	1
1597.4598	64	Stimulus/S  4	4	15974598	8	0	0	1
1597.4908	64	Stimulus/S  4	4	15974908	8	0	0	1
1597.5487	64	Stimulus/S  1	1	15975487	8	0	0	1
1688.6218	64	Stimulus/S  4	4	16886218	9	0	1	1
1688.6528	64	Stimulus/S  4	4	16886528	9	0	1	1
1688.6838	64	Stimulus/S  8	8	16886838	9	0	1	1
1688.7148	64	Stimulus/S  4	4	16887148	9	0	1	1
1688.7458	64	Stimulus/S  4	4	16887458	9	0	1	1
1688.7767	64	Stimulus/S  8	8	16887767	9	0	1	1
1688.8078	64	Stimulus/S  4	4	16888078	9	0	1	1
1688.8388	64	Stimulus/S  8	8	16888388	9	0	1	1
1688.8819	64	Stimulus/S  1	1	16888819	9	0	1	1
1773.5971	64	Stimulus/S  4	4	17735971	8	1	1	1
1773.6282	64	Stimulus/S  4	4	17736282	8	1	1	1
1773.6592	64	Stimulus/S  8	8	17736592	8	1	1	1
1773.6902	64	Stimulus/S  4	4	17736902	8	1	1	1
1773.7211	64	Stimulus/S  4	4	17737211	8	1	1	1
1773.7521	64	Stimulus/S  4	4	17737521	8	1	1	1
1773.7831	64	Stimulus/S  8	8	17737831	8	1	1	1
1773.8142	64	Stimulus/S  8	8	17738142	8	1	1	1
1773.8649	64	Stimulus/S  1	1	17738649	8	1	1	1
1859.0431	64	Stimulus/S  4	4	18590431	9	1	0	1
1859.0742	64	Stimulus/S  4	4	18590742	9	1	0	1
1859.1051	64	Stimulus/S  8	8	18591051	9	1	0	1
1859.1361	64	Stimulus/S  4	4	18591361	9	1	0	1
1859.1671	64	Stimulus/S  4	4	18591671	9	1	0	1
1859.1981	64	Stimulus/S  8	8	18591981	9	1	0	1
1859.2291	64	Stimulus/S  8	8	18592291	9	1	0	1
1859.2602	64	Stimulus/S  4	4	18592602	9	1	0	1
1859.3148	64	Stimulus/S  1	1	18593148	9	1	0	1
1970.0233	64	Stimulus/S  4	4	19700233	10	1	0	1
1970.0542	64	Stimulus/S  4	4	19700542	10	1	0	1
1970.0852	64	Stimulus/S  8	8	19700852	10	1	0	1
1970.1162	64	Stimulus/S  4	4	19701162	10	1	0	1
1970.1472	64	Stimulus/S  8	8	19701472	10	1	0	1
1970.1783	64	Stimulus/S  4	4	19701783	10	1	0	1
1970.2093	64	Stimulus/S  8	8	19702093	10	1	0	1
1970.2402	64	Stimulus/S  4	4	19702402	10	1	0	1
1970.2979	64	Stimulus/S  1	1	19702979	10	1	0	1
2056.6585	64	Stimulus/S  4	4	20566585	11	1	1	1
2056.6895	64	Stimulus/S  4	4	20566895	11	1	1	1
2056.7205	64	Stimulus/S  8	8	20567205	11	1	1	1
2056.7515	64	Stimulus/S  4	4	20567515	11	1	1	1
2056.7825	64	Stimulus/S  8	8	20567825	11	1	1	1
2056.8135	64	Stimulus/S  8	8	20568135	11	1	1	1
2056.8445	64	Stimulus/S  8	8	20568445	11	1	1	1
2056.8755	64	Stimulus/S  8	8	20568755	11	1	1	1
2056.931	64	Stimulus/S  1	1	20569310	11	1	1	1
2147.8988	64	Stimulus/S  4	4	21478988	10	0	1	1
2147.9298	64	Stimulus/S  4	4	21479298	10	0	1	1
2147.9608	64	Stimulus/S  8	8	21479608	10	0	1	1
2147.9918	64	Stimulus/S  4	4	21479918	10	0	1	1
2148.0229	64	Stimulus/S  8	8	21480229	10	0	1	1
2148.0539	64	Stimulus/S  4	4	21480539	10	0	1	1
2148.0848	64	Stimulus/S  4	4	21480848	10	0	1	1
2148.1158	64	Stimulus/S  8	8	21481158	10	0	1	1
2148.1641	64	Stimulus/S  1	1	21481641	10	0	1	1
2239.8443	64	Stimulus/S  4	4	22398443	11	0	0	1
2239.8753	64	Stimulus/S  4	4	22398753	11	0	0	1
2239.9063	64	Stimulus/S  8	8	22399063	11	0	0	1
2239.9373	64	Stimulus/S  4	4	22399373	11	0	0	1
2239.9683	64	Stimulus/S  8	8	22399683	11	0	0	1
2239.9993	64	Stimulus/S  8	8	22399993	11	0	0	1
2240.0304	64	Stimulus/S  4	4	22400304	11	0	0	1
2240.0613	64	Stimulus/S  4	4	22400613	11	0	0	1
2240.114	64	Stimulus/S  1	1	22401140	11	0	0	1
2340.6721	64	Stimulus/S  4	4	23406721	12	0	0	1
2340.703	64	Stimulus/S  4	4	23407030	12	0	0	1
2340.7341	64	Stimulus/S  8	8	23407341	12	0	0	1
2340.7651	64	Stimulus/S  8	8	23407651	12	0	0	1
2340.7961	64	Stimulus/S  4	4	23407961	12	0	0	1
2340.8271	64	Stimulus/S  4	4	23408271	12	0	0	1
2340.8581	64	Stimulus/S  4	4	23408581	12	0	0	1
2340.889	64	Stimulus/S  4	4	23408890	12	0	0	1
2340.9471	64	Stimulus/S  1	1	23409471	12	0	0	1
2433.0577	64	Stimulus/S  4	4	24330577	13	0	1	1
2433.0887	64	Stimulus/S  4	4	24330887	13	0	1	1
2433.1197	64	Stimulus/S  8	8	24331197	13	0	1	1
2433.1507	64	Stimulus/S  8	8	24331507	13	0	1	1
2433.1817	64	Stimulus/S  4	4	24331817	13	0	1	1
2433.2127	64	Stimulus/S  8	8	24332127	13	0	1	1
2433.2437	64	Stimulus/S  4	4	24332437	13	0	1	1
2433.2747	64	Stimulus/S  8	8	24332747	13	0	1	1
2433.3302	64	Stimulus/S  1	1	24333302	13	0	1	1
2520.3657	64	Stimulus/S  4	4	25203657	12	1	1	1
2520.3967	64	Stimulus/S  4	4	25203967	12	1	1	1
2520.4277	64	Stimulus/S  8	8	25204277	12	1	1	1
2520.4587	64	Stimulus/S  8	8	25204587	12	1	1	1
2520.4897	64	Stimulus/S  4	4	25204897	12	1	1	1
2520.5206	64	Stimulus/S  4	4	25205206	12	1	1	1
2520.5517	64	Stimulus/S  8	8	25205517	12	1	1	1
2520.5827	64	Stimulus/S  8	8	25205827	12	1	1	1
2520.63	64	Stimulus/S  1	1	25206300	12	1	1	1
2607.9078	64	Stimulus/S  4	4	26079078	13	1	0	1
2607.9388	64	Stimulus/S  4	4	26079388	13	1	0	1
2607.9697	64	Stimulus/S  8	8	26079697	13	1	0	1
2608.0008	64	Stimulus/S  8	8	26080008	13	1	0	1
2608.0318	64	Stimulus/S  4	4	26080318	13	1	0	1
2608.0628	64	Stimulus/S  8	8	26080628	13	1	0	1
2608.0938	64	Stimulus/S  8	8	26080938	13	1	0	1
2608.1248	64	Stimulus/S  4	4	26081248	13	1	0	1
2608.1798	64	Stimulus/S  1	1	26081798	13	1	0	1
2732.9536	64	Stimulus/S  4	4	27329536	14	1	0	1
2732.9846	64	Stimulus/S  4	4	27329846	14	1	0	1
2733.0156	64	Stimulus/S  8	8	27330156	14	1	0	1
2733.0466	64	Stimulus/S  8	8	27330466	14	1	0	1
2733.0776	64	Stimulus/S  8	8	27330776	14	1	0	1
2733.1086	64	Stimulus/S  4	4	27331086	14	1	0	1
2733.1396	64	Stimulus/S  8	8	27331396	14	1	0	1
2733.1706	64	Stimulus/S  4	4	27331706	14	1	0	1
2733.2128	64	Stimulus/S  1	1	27332128	14	1	0	1
2833.1721	64	Stimulus/S  4	4	28331721	15	1	1	1
2833.2031	64	Stimulus/S  4	4	28332031	15	1	1	1
2833.2341	64	Stimulus/S  8	8	28332341	15	1	1	1
2833.2651	64	Stimulus/S  8	8	28332651	15	1	1	1
2833.2961	64	Stimulus/S  8	8	28332961	15	1	1	1
2833.3271	64	Stimulus/S  8	8	28333271	15	1	1	1
2833.3581	64	Stimulus/S  8	8	28333581	15	1	1	1
2833.3891	64	Stimulus/S  8	8	28333891	15	1	1	1
2833.446	64	Stimulus/S  1	1	28334460	15	1	1	1
2920.3295	64	Stimulus/S  4	4	29203295	14	0	1	1
2920.3604	64	Stimulus/S  4	4	29203604	14	0	1	1
2920.3914	64	Stimulus/S  8	8	29203914	14	0	1	1
2920.4225	64	Stimulus/S  8	8	29204225	14	0	1	1
2920.4535	64	Stimulus/S  8	8	29204535	14	0	1	1
2920.4845	64	Stimulus/S  4	4	29204845	14	0	1	1
2920.5155	64	Stimulus/S  4	4	29205155	14	0	1	1
2920.5464	64	Stimulus/S  8	8	29205464	14	0	1	1
2920.5957	64	Stimulus/S  1	1	29205957	14	0	1	1
3007.1066	64	Stimulus/S  4	4	30071066	15	0	0	1
3007.1376	64	Stimulus/S  4	4	30071376	15	0	0	1
3007.1686	64	Stimulus/S  8	8	30071686	15	0	0	1
3007.1996	64	Stimulus/S  8	8	30071996	15	0	0	1
3007.2306	64	Stimulus/S  8	8	30072306	15	0	0	1
3007.2615	64	Stimulus/S  8	8	30072615	15	0	0	1
3007.2926	64	Stimulus/S  4	4	30072926	15	0	0	1
3007.3236	64	Stimulus/S  4	4	30073236	15	0	0	1
3007.3788	64	Stimulus/S  1	1	30073788	15	0	0	1
3117.5723	64	Stimulus/S  4	4	31175723	16	0	0	1
3117.6033	64	Stimulus/S  8	8	31176033	16	0	0	1
3117.6343	64	Stimulus/S  4	4	31176343	16	0	0	1
3117.6653	64	Stimulus/S  4	4	31176653	16	0	0	1
3117.6963	64	Stimulus/S  4	4	31176963	16	0	0	1
3117.7273	64	Stimulus/S  4	4	31177273	16	0	0	1
3117.7583	64	Stimulus/S  4	4	31177583	16	0	0	1
3117.7893	64	Stimulus/S  4	4	31177893	16	0	0	1
3117.8453	64	Stimulus/S  1	1	31178453	16	0	0	1
3206.9878	64	Stimulus/S  4	4	32069878	17	0	1	1
3207.0188	64	Stimulus/S  8	8	32070188	17	0	1	1
3207.0498	64	Stimulus/S  4	4	32070498	17	0	1	1
3207.0808	64	Stimulus/S  4	4	32070808	17	0	1	1
3207.1118	64	Stimulus/S  4	4	32071118	17	0	1	1
3207.1428	64	Stimulus/S  8	8	32071428	17	0	1	1
3207.1738	64	Stimulus/S  4	4	32071738	17	0	1	1
3207.2048	64	Stimulus/S  8	8	32072048	17	0	1	1
3207.2618	64	Stimulus/S  1	1	32072618	17	0	1	1
3292.8068	64	Stimulus/S  4	4	32928068	16	1	1	1
3292.8378	64	Stimulus/S  8	8	32928378	16	1	1	1
3292.8687	64	Stimulus/S  4	4	32928687	16	1	1	1
3292.8997	64	Stimulus/S  4	4	32928997	16	1	1	1
3292.9307	64	Stimulus/S  4	4	32929307	16	1	1	1
3292.9618	64	Stimulus/S  4	4	32929618	16	1	1	1
3292.9928	64	Stimulus/S  8	8	32929928	16	1	1	1
3293.0246	64	Stimulus/S  8	8	32930246	16	1	1	1
3293.0782	64	Stimulus/S  1	1	32930782	16	1	1	1
3377.607	64	Stimulus/S  4	4	33776070	17	1	0	1
3377.638	64	Stimulus/S  8	8	33776380	17	1	0	1
3377.669	64	Stimulus/S  4	4	33776690	17	1	0	1
3377.7	64	Stimulus/S  4	4	33777000	17	1	0	1
3377.731	64	Stimulus/S  4	4	33777310	17	1	0	1
3377.762	64	Stimulus/S  8	8	33777620	17	1	0	1
3377.793	64	Stimulus/S  8	8	33777930	17	1	0	1
3377.824	64	Stimulus/S  4	4	33778240	17	1	0	1
3377.878	64	Stimulus/S  1	1	33778780	17	1	0	1
3480.8176	64	Stimulus/S  4	4	34808176	18	1	0	1
3480.8486	64	Stimulus/S  8	8	34808486	18	1	0	1
3480.8796	64	Stimulus/S  4	4	34808796	18	1	0	1
3480.9106	64	Stimulus/S  4	4	34809106	18	1	0	1
3480.9416	64	Stimulus/S  8	8	34809416	18	1	0	1
3480.9726	64	Stimulus/S  4	4	34809726	18	1	0	1
3481.0036	64	Stimulus/S  8	8	34810036	18	1	0	1
3481.0346	64	Stimulus/S  4	4	34810346	18	1	0	1
3481.0777	64	Stimulus/S  1	1	34810777	18	1	0	1
3570.6529	64	Stimulus/S  4	4	35706529	19	1	1	1
3570.6839	64	Stimulus/S  8	8	35706839	19	1	1	1
3570.715	64	Stimulus/S  4	4	35707150	19	1	1	1
3570.746	64	Stimulus/S  4	4	35707460	19	1	1	1
3570.777	64	Stimulus/S  8	8	35707770	19	1	1	1
3570.8079	64	Stimulus/S  8	8	35708079	19	1	1	1
3570.839	64	Stimulus/S  8	8	35708390	19	1	1	1
3570.8699	64	Stimulus/S  8	8	35708699	19	1	1	1
3570.9276	64	Stimulus/S  1	1	35709276	19	1	1	1
3658.7113	64	Stimulus/S  4	4	36587113	18	0	1	1
3658.7423	64	Stimulus/S  8	8	36587423	18	0	1	1
3658.7733	64	Stimulus/S  4	4	36587733	18	0	1	1
3658.8043	64	Stimulus/S  4	4	36588043	18	0	1	1
3658.8353	64	Stimulus/S  8	8	36588353	18	0	1	1
3658.8663	64	Stimulus/S  4	4	36588663	18	0	1	1
3658.8973	64	Stimulus/S  4	4	36588973	18	0	1	1
3658.9283	64	Stimulus/S  8	8	36589283	18	0	1	1
3658.9773	64	Stimulus/S  1	1	36589773	18	0	1	1
3746.6244	64	Stimulus/S  4	4	37466244	19	0	0	1
3746.6554	64	Stimulus/S  8	8	37466554	19	0	0	1
3746.6864	64	Stimulus/S  4	4	37466864	19	0	0	1
3746.7174	64	Stimulus/S  4	4	37467174	19	0	0	1
3746.7484	64	Stimulus/S  8	8	37467484	19	0	0	1
3746.7794	64	Stimulus/S  8	8	37467794	19	0	0	1
3746.8104	64	Stimulus/S  4	4	37468104	19	0	0	1
3746.8414	64	Stimulus/S  4	4	37468414	19	0	0	1
3746.8938	64	Stimulus/S  1	1	37468938	19	0	0	1
3936.4867	64	Stimulus/S  4	4	39364867	20	0	0	1
3936.5177	64	Stimulus/S  8	8	39365177	20	0	0	1
3936.5487	64	Stimulus/S  4	4	39365487	20	0	0	1
3936.5798	64	Stimulus/S  8	8	39365798	20	0	0	1
3936.6108	64	Stimulus/S  4	4	39366108	20	0	0	1
3936.6417	64	Stimulus/S  4	4	39366417	20	0	0	1
3936.6727	64	Stimulus/S  4	4	39366727	20	0	0	1
3936.7045	64	Stimulus/S  4	4	39367045	20	0	0	1
3936.76	64	Stimulus/S  1	1	39367600	20	0	0	1
4105.8538	64	Stimulus/S  4	4	41058538	21	0	1	1
4105.8848	64	Stimulus/S  8	8	41058848	21	0	1	1
4105.9158	64	Stimulus/S  4	4	41059158	21	0	1	1
4105.9468	64	Stimulus/S  8	8	41059468	21	0	1	1
4105.9778	64	Stimulus/S  4	4	41059778	21	0	1	1
4106.0088	64	Stimulus/S  8	8	41060088	21	0	1	1
4106.0398	64	Stimulus/S  4	4	41060398	21	0	1	1
4106.0708	64	Stimulus/S  8	8	41060708	21	0	1	1
4106.1262	64	Stimulus/S  1	1	41061262	21	0	1	1
4190.9208	64	Stimulus/S  4	4	41909208	20	1	1	1
4190.9518	64	Stimulus/S  8	8	41909518	20	1	1	1
4190.9828	64	Stimulus/S  4	4	41909828	20	1	1	1
4191.0138	64	Stimulus/S  8	8	41910138	20	1	1	1
4191.0448	64	Stimulus/S  4	4	41910448	20	1	1	1
4191.0758	64	Stimulus/S  4	4	41910758	20	1	1	1
4191.1068	64	Stimulus/S  8	8	41911068	20	1	1	1
4191.1378	64	Stimulus/S  8	8	41911378	20	1	1	1
4191.1927	64	Stimulus/S  1	1	41911927	20	1	1	1
4285.4744	64	Stimulus/S  4	4	42854744	21	1	0	1
4285.5054	64	Stimulus/S  8	8	42855054	21	1	0	1
4285.5364	64	Stimulus/S  4	4	42855364	21	1	0	1
4285.5674	64	Stimulus/S  8	8	42855674	21	1	0	1
4285.5984	64	Stimulus/S  4	4	42855984	21	1	0	1
4285.6294	64	Stimulus/S  8	8	42856294	21	1	0	1
4285.6604	64	Stimulus/S  8	8	42856604	21	1	0	1
4285.6914	64	Stimulus/S  4	4	42856914	21	1	0	1
4285.7424	64	Stimulus/S  1	1	42857424	21	1	0	1
4405.0656	64	Stimulus/S  4	4	44050656	22	1	0	1
4405.0966	64	Stimulus/S  8	8	44050966	22	1	0	1
4405.1276	64	Stimulus/S  4	4	44051276	22	1	0	1
4405.1586	64	Stimulus/S  8	8	44051586	22	1	0	1
4405.1897	64	Stimulus/S  8	8	44051897	22	1	0	1
4405.2206	64	Stimulus/S  4	4	44052206	22	1	0	1
4405.2516	64	Stimulus/S  8	8	44052516	22	1	0	1
4405.2826	64	Stimulus/S  4	4	44052826	22	1	0	1
4405.3255	64	Stimulus/S  1	1	44053255	22	1	0	1
4492.7149	64	Stimulus/S  4	4	44927149	23	1	1	1
4492.7459	64	Stimulus/S  8	8	44927459	23	1	1	1
4492.7769	64	Stimulus/S  4	4	44927769	23	1	1	1
4492.8078	64	Stimulus/S  8	8	44928078	23	1	1	1
4492.8389	64	Stimulus/S  8	8	44928389	23	1	1	1
4492.8699	64	Stimulus/S  8	8	44928699	23	1	1	1
4492.9009	64	Stimulus/S  8	8	44929009	23	1	1	1
4492.9319	64	Stimulus/S  8	8	44929319	23	1	1	1
4492.9753	64	Stimulus/S  1	1	44929753	23	1	1	1
4580.1055	64	Stimulus/S  4	4	45801055	22	0	1	1
4580.1365	64	Stimulus/S  8	8	45801365	22	0	1	1
4580.1675	64	Stimulus/S  4	4	45801675	22	0	1	1
4580.1985	64	Stimulus/S  8	8	45801985	22	0	1	1
4580.2295	64	Stimulus/S  8	8	45802295	22	0	1	1
4580.2605	64	Stimulus/S  4	4	45802605	22	0	1	1
4580.2915	64	Stimulus/S  4	4	45802915	22	0	1	1
4580.3225	64	Stimulus/S  8	8	45803225	22	0	1	1
4580.375	64	Stimulus/S  1	1	45803750	22	0	1	1
