onset	duration	BIDS_Subject	BIDS_Session	Run	SubTrial	Condition	Stimulus.ACC	ResponseCheck	Result	stimrt	Cue.OnsetTime	Cue.Duration	Fix.OnsetTime	Fix.Duration	Probe.Duration	Feedback.OnsetTime	Feedback.Duration
n/a	n/a	sub-01	ses-2	2	25.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	144.344	2.0	146.344	2.0	240.0	148.632	1.71
n/a	n/a	sub-01	ses-2	2	26.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	150.357	2.0	152.357	2.0	240.0	154.645	1.71
n/a	n/a	sub-01	ses-2	2	27.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	156.37	2.0	158.37	2.0	240.0	160.658	1.71
n/a	n/a	sub-01	ses-2	2	28.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	162.383	2.0	164.383	2.0	240.0	166.671	1.71
n/a	n/a	sub-01	ses-2	2	29.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	168.396	2.0	170.396	2.0	240.0	172.684	1.71
n/a	n/a	sub-01	ses-2	2	30.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	174.409	2.0	176.409	2.0	240.0	178.697	1.71
n/a	n/a	sub-01	ses-2	2	31.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	180.422	2.0	182.422	2.0	240.0	184.71	1.71
n/a	n/a	sub-01	ses-2	2	32.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	186.435	2.0	188.435	2.0	240.0	190.723	1.71
n/a	n/a	sub-01	ses-2	2	33.0	LgPun	0.0	No Response Detected	You lose $5!	n/a	192.448	2.0	194.448	2.0	240.0	196.736	1.71
n/a	n/a	sub-01	ses-2	2	34.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	198.461	2.0	200.461	2.0	240.0	202.749	1.71
n/a	n/a	sub-01	ses-2	2	35.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	204.474	2.0	206.474	2.0	240.0	208.762	1.71
n/a	n/a	sub-01	ses-2	2	36.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	210.488	2.0	212.488	2.0	240.0	214.776	1.71
n/a	n/a	sub-01	ses-2	2	37.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	216.501	2.0	218.501	2.0	240.0	220.789	1.71
n/a	n/a	sub-01	ses-2	2	38.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	222.514	2.0	224.514	2.0	240.0	226.802	1.71
n/a	n/a	sub-01	ses-2	2	39.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	228.527	2.0	230.527	2.0	240.0	232.815	1.71
n/a	n/a	sub-01	ses-2	2	40.0	LgReward	0.0	No Response Detected	You did not earn $5!	n/a	234.54	2.0	236.54	2.0	240.0	238.828	1.71
n/a	n/a	sub-01	ses-2	2	41.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	240.553	2.0	242.553	2.0	240.0	244.841	1.71
n/a	n/a	sub-01	ses-2	2	42.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	246.566	2.0	248.566	2.0	240.0	250.854	1.71
n/a	n/a	sub-01	ses-2	2	43.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	252.579	2.0	254.579	2.0	240.0	256.867	1.71
n/a	n/a	sub-01	ses-2	2	44.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	258.592	2.0	260.592	2.0	240.0	262.88	1.71
n/a	n/a	sub-01	ses-2	2	45.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	264.605	2.0	266.605	2.0	240.0	268.893	1.71
n/a	n/a	sub-01	ses-2	2	46.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	270.618	2.0	272.618	2.0	240.0	274.906	1.71
n/a	n/a	sub-01	ses-2	2	47.0	LgReward	0.0	No Response Detected	You did not earn $5!	n/a	276.631	2.0	278.631	2.0	240.0	280.919	1.71
n/a	n/a	sub-01	ses-2	2	48.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	282.644	2.0	284.644	2.0	240.0	286.932	1.71
n/a	n/a	sub-01	ses-2	2	49.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	288.657	2.0	290.657	2.0	240.0	292.945	1.71
n/a	n/a	sub-01	ses-2	2	50.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	294.67	2.0	296.67	2.0	240.0	298.958	1.71
