onset	duration	event_type	trial_type
421.466	n/a	S 12	stimulus
422.196	n/a	S  1	response
425.115	n/a	S  3	stimulus
428.132	n/a	S 11	n/a
430.149	n/a	S 12	stimulus
431.34	n/a	S  1	response
432.982	n/a	S 12	stimulus
433.972	n/a	S  1	response
436.615	n/a	S 12	stimulus
438.732	n/a	S  2	response
441.082	n/a	S  3	stimulus
444.098	n/a	S 11	n/a
446.115	n/a	S 12	stimulus
446.964	n/a	S  2	response
449.748	n/a	S 12	stimulus
450.748	n/a	S  1	response
452.981	n/a	S 12	stimulus
453.604	n/a	S  2	response
456.931	n/a	S  4	stimulus
459.965	n/a	S 11	n/a
461.981	n/a	S 12	stimulus
462.908	n/a	S  1	response
465.414	n/a	S 12	stimulus
466.596	n/a	S  1	response
468.464	n/a	S 12	stimulus
470.74	n/a	S  2	response
471.914	n/a	S  4	stimulus
474.931	n/a	S 11	n/a
476.947	n/a	S 12	stimulus
477.995	n/a	S  2	response
479.797	n/a	S 12	stimulus
480.939	n/a	S  2	response
483.231	n/a	S 12	stimulus
484.995	n/a	S  1	response
486.381	n/a	S  4	stimulus
489.397	n/a	S 11	n/a
491.414	n/a	S 12	stimulus
492.315	n/a	S  2	response
494.247	n/a	S 12	stimulus
496.587	n/a	S  1	response
497.08	n/a	S 12	stimulus
498.147	n/a	S  1	response
501.23	n/a	S  4	stimulus
504.247	n/a	S 11	n/a
506.263	n/a	S 12	stimulus
507.243	n/a	S  2	response
509.713	n/a	S 12	stimulus
510.867	n/a	S  1	response
512.947	n/a	S 12	stimulus
514.627	n/a	S  1	response
516.496	n/a	S  3	stimulus
519.513	n/a	S 11	n/a
521.53	n/a	S 12	stimulus
522.603	n/a	S  2	response
524.163	n/a	S 12	stimulus
524.963	n/a	S  1	response
527.413	n/a	S 12	stimulus
528.139	n/a	S  1	response
530.779	n/a	S  4	stimulus
533.796	n/a	S 11	n/a
535.813	n/a	S 12	stimulus
537.347	n/a	S  2	response
539.046	n/a	S 12	stimulus
541.467	n/a	S  2	response
542.679	n/a	S 12	stimulus
543.699	n/a	S  1	response
546.729	n/a	S  3	stimulus
549.746	n/a	S 11	n/a
551.762	n/a	S 12	stimulus
552.667	n/a	S  1	response
554.995	n/a	S 12	stimulus
555.818	n/a	S  1	response
558.029	n/a	S 12	stimulus
558.826	n/a	S  1	response
561.279	n/a	S  3	stimulus
564.295	n/a	S 11	n/a
566.312	n/a	S 12	stimulus
567.17	n/a	S  2	response
569.562	n/a	S 12	stimulus
570.49	n/a	S  2	response
572.612	n/a	S 12	stimulus
573.178	n/a	S  2	response
576.562	n/a	S 10	n/a
584.578	n/a	S  3	stimulus
587.595	n/a	S 11	n/a
589.611	n/a	S 12	stimulus
590.554	n/a	S  1	response
593.044	n/a	S 12	stimulus
594.426	n/a	S  1	response
596.078	n/a	S 12	stimulus
597.066	n/a	S  1	response
599.428	n/a	S  3	stimulus
602.444	n/a	S 11	n/a
604.461	n/a	S 12	stimulus
605.362	n/a	S  2	response
607.894	n/a	S 12	stimulus
608.874	n/a	S  2	response
611.344	n/a	S 12	stimulus
612.218	n/a	S  2	response
615.511	n/a	S  3	stimulus
618.527	n/a	S 11	n/a
620.544	n/a	S 12	stimulus
621.954	n/a	S  1	response
623.177	n/a	S 12	stimulus
624.098	n/a	S  2	response
626.21	n/a	S 12	stimulus
626.866	n/a	S  1	response
630.56	n/a	S  4	stimulus
633.577	n/a	S 11	n/a
635.593	n/a	S 12	stimulus
636.425	n/a	S  2	response
638.627	n/a	S 12	stimulus
639.449	n/a	S  1	response
642.06	n/a	S 12	stimulus
643.073	n/a	S  1	response
646.31	n/a	S  3	stimulus
649.326	n/a	S 11	n/a
651.343	n/a	S 12	stimulus
652.281	n/a	S  1	response
654.976	n/a	S 12	stimulus
655.849	n/a	S  1	response
657.81	n/a	S 12	stimulus
658.601	n/a	S  1	response
661.459	n/a	S  3	stimulus
664.476	n/a	S 11	n/a
666.493	n/a	S 12	stimulus
667.417	n/a	S  2	response
669.343	n/a	S 12	stimulus
669.849	n/a	S  2	response
672.976	n/a	S 12	stimulus
673.385	n/a	S  2	response
677.542	n/a	S  3	stimulus
680.559	n/a	S 11	n/a
682.576	n/a	S 12	stimulus
683.369	n/a	S  1	response
685.625	n/a	S 12	stimulus
686.361	n/a	S  1	response
688.859	n/a	S 12	stimulus
689.913	n/a	S  2	response
692.309	n/a	S  4	stimulus
695.325	n/a	S 11	n/a
697.342	n/a	S 12	stimulus
698.241	n/a	S  2	response
700.375	n/a	S 12	stimulus
700.833	n/a	S  2	response
703.408	n/a	S 12	stimulus
704.289	n/a	S  1	response
707.158	n/a	S  4	stimulus
710.175	n/a	S 11	n/a
712.191	n/a	S 12	stimulus
713.017	n/a	S  1	response
715.241	n/a	S 12	stimulus
715.912	n/a	S  2	response
718.675	n/a	S 12	stimulus
719.336	n/a	S  2	response
722.541	n/a	S  3	stimulus
725.558	n/a	S 11	n/a
727.574	n/a	S 12	stimulus
728.752	n/a	S  2	response
730.808	n/a	S 12	stimulus
731.616	n/a	S  2	response
733.441	n/a	S 12	stimulus
734.176	n/a	S  1	response
737.191	n/a	S  4	stimulus
740.207	n/a	S 11	n/a
742.224	n/a	S 12	stimulus
743.152	n/a	S  1	response
745.657	n/a	S 12	stimulus
746.664	n/a	S  1	response
749.307	n/a	S 12	stimulus
750.552	n/a	S  2	response
752.757	n/a	S  4	stimulus
755.79	n/a	S 11	n/a
757.807	n/a	S 12	stimulus
758.64	n/a	S  2	response
760.64	n/a	S 12	stimulus
761.416	n/a	S  1	response
764.073	n/a	S 12	stimulus
764.984	n/a	S  2	response
768.323	n/a	S 10	n/a
