onset	duration	trial_type	response
185.6876	0.2226	scrambled	other
186.9828	0.2226	scrambled	other
188.278	0.2226	scrambled	other
189.5564	0.2226	scrambled	other
190.8515	0.2226	visage	other
192.2467	0.2226	tool	other
193.742	0.2226	scene	other
195.1371	0.2226	scene	other
196.5323	0.2226	scene	other
197.9275	0.2226	tool	other
199.2227	0.2226	scene	other
200.7179	0.2226	scrambled	other
202.2131	0.2226	scene	other
203.7083	0.2226	visage	other
205.1035	0.2226	visage	other
206.4987	0.2226	scrambled	other
207.8772	0.2226	tool	other
209.2391	5.0533	Bfix	other
214.2924	0.2226	scrambled	other
215.5876	0.2226	tool	other
216.9827	0.2226	visage	other
218.278	0.2226	scrambled	other
219.5732	0.2226	scrambled	other
220.8684	0.2226	scrambled	other
222.1636	0.2226	tool	other
223.4587	0.2226	scene	other
224.8539	0.2226	scrambled	other
226.1325	0.2226	scene	other
227.5277	0.2226	scene	other
229.0229	0.2226	scrambled	other
230.4181	0.2226	visage	other
231.6966	0.2226	target_fruit	other
233.0758	0.2226	tool	other
234.371	0.2226	tool	other
235.6662	0.2226	visage	other
237.0447	0.2226	target_fruit	other
238.5233	0.2226	scrambled	other
239.9018	0.2227	target_fruit	other
241.1971	0.2226	scrambled	other
242.5922	0.2226	visage	other
243.9874	0.2226	scene	other
245.3826	0.2226	tool	other
246.6778	0.2226	scrambled	other
248.1396	5.0532	Bfix	other
253.1928	0.2226	scene	other
254.488	0.2226	visage	other
255.8832	0.2226	scene	other
257.1783	0.2226	visage	other
258.6735	0.2226	visage	other
260.1687	0.2226	tool	other
261.4639	0.2226	visage	other
262.7591	0.2226	visage	other
264.2376	0.2226	scene	other
265.6328	0.2226	scene	other
267.128	0.2226	scrambled	other
268.5232	0.2226	tool	other
269.9184	0.2226	tool	other
271.2969	0.2226	scene	other
272.6921	0.2226	scrambled	other
273.9873	0.2226	scene	other
275.4825	0.2226	scene	other
276.8777	0.2226	tool	other
278.273	0.2226	visage	other
279.7682	0.2167	scrambled	other
281.2408	0.2226	visage	other
282.736	0.2226	visage	other
284.2313	0.2226	tool	other
285.5264	0.2226	tool	other
286.9217	0.2226	tool	other
288.2835	5.0226	Bfix	other
293.3561	0.2226	scene	other
294.6513	0.2226	tool	other
296.1465	0.2226	visage	other
297.4417	0.2226	scrambled	other
298.8368	0.2226	scene	other
300.132	0.2226	visage	other
301.6106	0.2226	tool	other
303.1058	0.2226	scrambled	other
304.3843	0.2226	scrambled	other
305.7628	0.2226	tool	other
307.258	0.2226	scrambled	other
308.7366	0.2226	visage	other
310.1151	0.2226	visage	other
311.3936	0.2226	tool	other
312.8888	0.2226	scrambled	other
314.3673	0.2226	tool	other
315.7625	0.2226	scene	other
317.1577	0.2226	scrambled	other
318.6529	0.2226	tool	other
320.0481	0.2226	scene	other
321.4099	5.0533	Bfix	other
326.4632	0.2226	scrambled	other
327.9585	0.2226	scene	other
329.237	0.2226	visage	other
330.7322	0.2226	scrambled	other
332.1274	0.2226	visage	other
333.6226	0.2226	tool	other
335.0177	0.2226	scene	other
336.4963	0.2226	target_fruit	other
337.8915	0.2226	tool	other
339.1867	0.2226	tool	other
340.4485	7.1413	Bfix	other
