onset	duration	event_type	trial_type
118.0106	n/a	S  2	response
122.0814	1.0175	S  4	stimulus
123.6405	n/a	S  2	response
124.45	1.0175	S  4	stimulus
125.348	n/a	S  2	response
126.7519	1.0175	S  4	stimulus
127.8804	n/a	S  1	response
128.9203	1.0175	S  4	stimulus
130.1291	n/a	S  2	response
131.3056	1.0175	S  4	stimulus
132.2228	n/a	S  1	response
133.8744	1.0175	S  4	stimulus
135.0203	n/a	S  2	response
136.5766	1.0175	S  4	stimulus
137.3676	n/a	S  1	response
143.2821	1.0175	S  5	stimulus
144.1512	n/a	S  3	response
145.9009	1.0175	S  5	stimulus
146.58	n/a	S  1	response
149.1535	1.0175	S  5	stimulus
149.9886	n/a	S  2	response
151.5722	1.0175	S  5	stimulus
152.2023	n/a	S  1	response
154.6413	1.0175	S  4	stimulus
155.7309	n/a	S  3	response
157.1434	1.0175	S  4	stimulus
158.0859	n/a	S  2	response
159.2117	1.0175	S  4	stimulus
160.4221	n/a	S  3	response
164.5161	1.0175	S  5	stimulus
165.2882	n/a	S  2	response
167.2683	1.0175	S  4	stimulus
168.2319	n/a	S  3	response
172.3558	1.0175	S  5	stimulus
173.0267	n/a	S  1	response
174.5576	1.0175	S  5	stimulus
175.1843	n/a	S  1	response
176.6093	1.0175	S  5	stimulus
177.223	n/a	S  3	response
178.761	1.0175	S  5	stimulus
179.3141	n/a	S  1	response
181.7635	1.0175	S  4	stimulus
182.6815	n/a	S  1	response
184.5658	1.0175	S  4	stimulus
185.2352	n/a	S  1	response
187.7851	1.0175	S  4	stimulus
189.4063	n/a	S  3	response
190.137	1.0175	S  4	stimulus
190.9	n/a	S  1	response
197.9934	1.0175	S  5	stimulus
198.7598	n/a	S  2	response
200.2953	1.0175	S  5	stimulus
200.9226	n/a	S  2	response
202.4304	1.0175	S  5	stimulus
203.0222	n/a	S  1	response
204.5488	1.0175	S  5	stimulus
205.1672	n/a	S  2	response
207.6013	1.0175	S  5	stimulus
208.1446	n/a	S  2	response
209.9532	1.0175	S  5	stimulus
210.532	n/a	S  3	response
213.2892	1.0175	S  4	stimulus
214.5595	n/a	S  2	response
215.5744	1.0175	S  4	stimulus
216.4394	n/a	S  1	response
220.6119	1.0175	S  5	stimulus
221.2018	n/a	S  3	response
223.4642	1.0175	S  5	stimulus
224.063	n/a	S  2	response
225.616	1.0175	S  5	stimulus
226.2116	n/a	S  2	response
228.5684	1.0175	S  4	stimulus
229.9365	n/a	S  2	response
234.6734	1.0175	S  5	stimulus
235.3839	n/a	S  3	response
236.9586	1.0175	S  5	stimulus
237.64	n/a	S  1	response
239.5106	1.0175	S  5	stimulus
240.3488	n/a	S  2	response
241.579	1.0175	S  4	stimulus
243.2587	n/a	S  2	response
243.6307	1.0175	S  4	stimulus
244.5799	n/a	S  3	response
246.3662	n/a	S 10	stimulus
