onset	duration	trial_type	value	sample	stimulus	is_word	response	correct
115.576	0.0	2Suff PseudoStemNW	24	115576	pipsonalize	0.0	1.0	False
117.11	0.0	2Suff RealStemNW	25	117110	suitfulness	0.0	1.0	False
118.293	0.0	1Suff PseudoStemNW	14	118293	omlical	0.0	1.0	False
119.427	0.0	0Suff NW	4	119427	mourd	0.0	1.0	False
120.419	0.0	1Suff w/o Lat.	12	120419	sensible	1.0	0.0	False
121.469	0.0	2Suff w/o Lat.	22	121469	nationalist	1.0	0.0	False
122.47	0.0	0Suff w/o Lat.	2	122470	effort	1.0	0.0	False
123.42	0.0	2Suff RealStemNW	25	123420	ownmental	0.0	1.0	False
124.545	0.0	1Suff w/o Lat.	12	124545	selfless	1.0	0.0	False
125.696	0.0	1Suff w/o Lat.	12	125696	truthful	1.0	0.0	False
126.804	0.0	2Suff RealStemNW	25	126804	selectfully	0.0	0.0	True
128.055	0.0	2Suff w/o Lat.	22	128055	comparatively	1.0	0.0	False
129.514	0.0	1Suff PseudoStemNW	14	129514	ludsy	0.0	1.0	False
130.956	0.0	0Suff w/o Lat.	2	130956	love	1.0	0.0	False
132.006	0.0	1Suff w/o Lat.	12	132006	tactical	1.0	0.0	False
133.106	0.0	2Suff w/o Lat.	22	133106	sensibility	1.0	0.0	False
134.315	0.0	2Suff w/o Lat.	22	134315	suitably	1.0	0.0	False
135.657	0.0	0Suff NW	4	135657	darber	0.0	1.0	False
136.858	0.0	0Suff w/ Lat.	1	136858	presume	1.0	0.0	False
138.041	0.0	1Suff PseudoStemNW	14	138041	recrernive	0.0	1.0	False
139.208	0.0	0Suff w/o Lat.	2	139208	kind	1.0	0.0	False
140.259	0.0	2Suff PseudoStemNW	24	140259	provacional	0.0	1.0	False
141.534	0.0	2Suff RealStemNW	25	141534	objectfully	0.0	1.0	False
143.201	0.0	2Suff PseudoStemNW	24	143201	fortorately	0.0	1.0	False
144.677	0.0	0Suff NW	4	144677	navoun	0.0	1.0	False
146.127	0.0	2Suff RealStemNW	25	146127	sensfulness	0.0	1.0	False
147.769	0.0	0Suff NW	4	147769	exfapt	0.0	1.0	False
149.145	0.0	2Suff Composite	23	149145	limitation	1.0	0.0	False
150.22	0.0	2Suff PseudoStemNW	24	150220	pipsonality	0.0	1.0	False
151.529	0.0	1Suff w/o Lat.	12	151529	herbal	1.0	0.0	False
153.329	0.0	2Suff PseudoStemNW	24	153329	shactener	0.0	1.0	False
154.605	0.0	2Suff w/o Lat.	22	154605	instinctively	1.0	0.0	False
155.797	0.0	2Suff RealStemNW	25	155797	valufully	0.0	1.0	False
157.022	0.0	0Suff NW	4	157022	healt	0.0	1.0	False
158.281	0.0	2Suff RealStemNW	25	158281	ordinfully	0.0	1.0	False
159.515	0.0	1Suff PseudoStemNW	14	159515	bleadful	0.0	1.0	False
160.765	0.0	2Suff w/o Lat.	22	160765	noticeably	1.0	0.0	False
162.007	0.0	1Suff PseudoStemNW	14	162007	crerical	0.0	1.0	False
163.416	0.0	1Suff w/ Lat.	11	163416	excessive	1.0	0.0	False
164.508	0.0	2Suff w/ Lat.	21	164508	objectively	1.0	0.0	False
165.525	0.0	2Suff Composite	23	165525	paradoxical	1.0	0.0	False
166.583	0.0	0Suff NW	4	166583	conwode	0.0	1.0	False
167.684	0.0	0Suff w/o Lat.	2	167684	passion	1.0	0.0	False
168.817	0.0	2Suff Composite	23	168817	secularization	1.0	0.0	False
170.143	0.0	0Suff w/o Lat.	2	170143	just	1.0	0.0	False
171.335	0.0	2Suff w/o Lat.	22	171335	spiritualism	1.0	0.0	False
172.443	0.0	2Suff PseudoStemNW	24	172443	lurtilizer	0.0	1.0	False
173.644	0.0	1Suff RealStemNW	15	173644	preferless	0.0	1.0	False
175.569	0.0	2Suff RealStemNW	25	175569	clinicical	0.0	1.0	False
177.862	0.0	1Suff RealStemNW	15	177862	perfectate	0.0	1.0	False
179.312	0.0	2Suff w/o Lat.	22	179312	loveliness	1.0	1.0	True
180.896	0.0	2Suff Composite	23	180896	synchronization	1.0	0.0	False
181.988	0.0	2Suff RealStemNW	25	181988	continliness	0.0	1.0	False
183.422	0.0	0Suff NW	4	183422	pums	0.0	1.0	False
184.897	0.0	2Suff w/ Lat.	21	184897	explosively	1.0	0.0	False
186.073	0.0	2Suff PseudoStemNW	24	186073	trithfulness	0.0	1.0	False
187.481	0.0	2Suff w/o Lat.	22	187481	collectively	1.0	0.0	False
188.615	0.0	1Suff w/o Lat.	12	188615	stylist	1.0	0.0	False
189.757	0.0	2Suff PseudoStemNW	24	189757	flivitualize	0.0	1.0	False
190.932	0.0	2Suff w/o Lat.	22	190932	flexibility	1.0	0.0	False
192.108	0.0	1Suff w/o Lat.	12	192108	sharpen	1.0	0.0	False
193.25	0.0	2Suff PseudoStemNW	24	193250	murpifully	0.0	1.0	False
194.484	0.0	2Suff w/o Lat.	22	194484	relentlessly	1.0	0.0	False
195.584	0.0	0Suff NW	4	195584	haint	0.0	1.0	False
196.718	0.0	1Suff w/o Lat.	12	196718	joyful	1.0	0.0	False
197.743	0.0	2Suff RealStemNW	25	197743	actional	0.0	1.0	False
199.085	0.0	0Suff w/o Lat.	2	199085	slip	1.0	1.0	True
205.862	0.0	2Suff PseudoStemNW	24	205862	comborition	0.0	1.0	False
206.904	0.0	0Suff NW	4	206904	flivit	0.0	1.0	False
207.896	0.0	0Suff w/o Lat.	2	207896	truth	1.0	0.0	False
208.888	0.0	2Suff PseudoStemNW	24	208888	tistlessly	0.0	1.0	False
209.888	0.0	2Suff RealStemNW	25	209888	assertishness	0.0	1.0	False
211.214	0.0	1Suff w/o Lat.	12	211214	optical	1.0	0.0	False
212.447	0.0	1Suff w/o Lat.	12	212447	hasty	1.0	0.0	False
213.448	0.0	0Suff w/o Lat.	2	213448	heart	1.0	0.0	False
214.381	0.0	2Suff PseudoStemNW	24	214381	flivituality	0.0	1.0	False
215.407	0.0	0Suff w/o Lat.	2	215407	danger	1.0	0.0	False
216.399	0.0	2Suff PseudoStemNW	24	216399	lokeliness	0.0	1.0	False
217.491	0.0	1Suff w/o Lat.	12	217491	classic	1.0	0.0	False
218.466	0.0	2Suff w/o Lat.	22	218466	expansiveness	1.0	0.0	False
219.6	0.0	2Suff RealStemNW	25	219600	customantly	0.0	1.0	False
220.742	0.0	1Suff RealStemNW	15	220742	fearive	0.0	1.0	False
221.984	0.0	2Suff w/o Lat.	22	221984	vaccination	1.0	0.0	False
223.134	0.0	2Suff PseudoStemNW	24	223134	seetably	0.0	1.0	False
224.201	0.0	1Suff w/o Lat.	12	224201	noisy	1.0	0.0	False
225.276	0.0	0Suff NW	4	225276	greard	0.0	1.0	False
226.268	0.0	2Suff w/o Lat.	22	226268	ownership	1.0	0.0	False
227.252	0.0	1Suff w/o Lat.	12	227252	national	1.0	0.0	False
228.169	0.0	2Suff PseudoStemNW	24	228169	contitually	0.0	1.0	False
229.278	0.0	2Suff PseudoStemNW	24	229278	cladsification	0.0	1.0	False
230.42	0.0	0Suff NW	4	230420	abadill	0.0	1.0	False
231.428	0.0	2Suff PseudoStemNW	24	231428	atstartively	0.0	1.0	False
232.454	0.0	0Suff NW	4	232454	rinch	0.0	1.0	False
233.437	0.0	0Suff NW	4	233437	vectue	0.0	1.0	False
234.613	0.0	2Suff w/ Lat.	21	234613	provisional	1.0	0.0	False
235.738	0.0	0Suff w/o Lat.	2	235738	sign	1.0	0.0	False
236.722	0.0	0Suff NW	4	236722	shact	0.0	1.0	False
237.78	0.0	2Suff RealStemNW	25	237780	stylional	0.0	1.0	False
238.972	0.0	1Suff w/o Lat.	12	238972	modernist	1.0	0.0	False
240.206	0.0	0Suff NW	4	240206	blunk	0.0	1.0	False
241.206	0.0	2Suff w/ Lat.	21	241206	composition	1.0	0.0	False
242.307	0.0	1Suff w/o Lat.	12	242307	greedy	1.0	0.0	False
243.482	0.0	0Suff w/o Lat.	2	243482	excel	1.0	0.0	False
244.516	0.0	0Suff w/o Lat.	2	244516	cause	1.0	0.0	False
245.583	0.0	1Suff RealStemNW	15	245583	purant	0.0	1.0	False
246.608	0.0	2Suff RealStemNW	25	246608	excellalism	0.0	1.0	False
247.858	0.0	1Suff RealStemNW	15	247858	tacticic	0.0	1.0	False
249.125	0.0	0Suff NW	4	249125	cronition	0.0	1.0	False
250.342	0.0	1Suff w/o Lat.	12	250342	relentless	1.0	0.0	False
251.509	0.0	2Suff Composite	23	251509	classification	1.0	0.0	False
253.06	0.0	0Suff NW	4	253060	creric	0.0	1.0	False
254.144	0.0	2Suff w/o Lat.	22	254144	dangerously	1.0	0.0	False
255.161	0.0	1Suff w/o Lat.	12	255161	merciless	1.0	0.0	False
256.378	0.0	2Suff RealStemNW	25	256378	legalability	0.0	1.0	False
257.57	0.0	2Suff w/o Lat.	22	257570	justification	1.0	0.0	False
258.778	0.0	0Suff NW	4	258778	efforn	0.0	1.0	False
259.995	0.0	0Suff w/ Lat.	1	259995	except	1.0	0.0	False
261.154	0.0	0Suff NW	4	261154	seet	0.0	1.0	False
262.179	0.0	2Suff w/o Lat.	22	262179	fertilization	1.0	0.0	False
264.147	0.0	0Suff w/o Lat.	2	264147	clinic	1.0	0.0	False
265.539	0.0	0Suff NW	4	265539	freat	0.0	1.0	False
266.664	0.0	2Suff w/o Lat.	22	266664	brutalize	1.0	0.0	False
267.731	0.0	1Suff w/ Lat.	11	267731	exclusive	1.0	0.0	False
268.748	0.0	0Suff w/o Lat.	2	268748	admire	1.0	0.0	False
269.715	0.0	0Suff NW	4	269715	rebuin	0.0	1.0	False
270.924	0.0	1Suff w/o Lat.	12	270924	righteous	1.0	0.0	False
271.916	0.0	2Suff w/o Lat.	22	271916	variously	1.0	0.0	False
272.924	0.0	0Suff w/o Lat.	2	272924	civil	1.0	0.0	False
273.875	0.0	2Suff w/o Lat.	22	273875	significant	1.0	0.0	False
274.825	0.0	0Suff w/o Lat.	2	274825	module	1.0	0.0	False
275.859	0.0	0Suff w/o Lat.	2	275859	compare	1.0	0.0	False
276.801	0.0	2Suff w/o Lat.	22	276801	activity	1.0	0.0	False
277.768	0.0	2Suff RealStemNW	25	277768	signmentive	0.0	1.0	False
278.951	0.0	2Suff Composite	23	278951	vulgarization	1.0	0.0	False
280.827	0.0	2Suff w/o Lat.	22	280827	argumentative	1.0	0.0	False
282.152	0.0	0Suff NW	4	282152	ind	0.0	1.0	False
283.211	0.0	1Suff w/o Lat.	12	283211	customary	1.0	0.0	False
284.203	0.0	0Suff NW	4	284203	colliff	0.0	1.0	False
285.27	0.0	1Suff RealStemNW	15	285270	mercyive	0.0	1.0	False
286.303	0.0	2Suff PseudoStemNW	24	286303	rincheousness	0.0	1.0	False
287.362	0.0	1Suff w/o Lat.	12	287362	prophetic	1.0	0.0	False
288.362	0.0	1Suff w/o Lat.	12	288362	argument	1.0	0.0	False
289.263	0.0	2Suff w/o Lat.	22	289263	effortlessly	1.0	0.0	False
290.18	0.0	2Suff w/o Lat.	22	290180	carelessness	1.0	0.0	False
291.088	0.0	0Suff NW	4	291088	inglinite	0.0	1.0	False
292.13	0.0	2Suff w/o Lat.	22	292130	commercialize	1.0	0.0	False
293.322	0.0	2Suff w/ Lat.	21	293322	inspirational	1.0	0.0	False
294.298	0.0	0Suff w/ Lat.	1	294298	effect	1.0	0.0	False
295.315	0.0	1Suff RealStemNW	15	295315	justant	0.0	1.0	False
296.432	0.0	0Suff NW	4	296432	hett	0.0	1.0	False
297.415	0.0	2Suff w/o Lat.	22	297415	senselessly	1.0	0.0	False
298.432	0.0	2Suff RealStemNW	25	298432	vulgarilessly	0.0	1.0	False
300.116	0.0	2Suff w/o Lat.	22	300116	drunkenness	1.0	0.0	False
301.675	0.0	1Suff w/o Lat.	12	301675	expansive	1.0	0.0	False
302.625	0.0	2Suff PseudoStemNW	24	302625	ludsily	0.0	1.0	False
303.734	0.0	1Suff RealStemNW	15	303734	truthive	0.0	1.0	False
304.951	0.0	1Suff w/o Lat.	12	304951	needless	1.0	0.0	False
306.268	0.0	2Suff w/o Lat.	22	306268	virtuosity	1.0	0.0	False
307.402	0.0	0Suff w/o Lat.	2	307402	legal	1.0	0.0	False
308.394	0.0	1Suff w/o Lat.	12	308394	procedure	1.0	0.0	False
309.436	0.0	0Suff NW	4	309436	franic	0.0	1.0	False
310.711	0.0	1Suff w/o Lat.	12	310711	artful	1.0	0.0	False
312.053	0.0	2Suff w/o Lat.	22	312053	uselessly	1.0	0.0	False
313.237	0.0	1Suff w/o Lat.	12	313237	confidence	1.0	0.0	False
314.204	0.0	2Suff Composite	23	314204	unification	1.0	0.0	False
315.337	0.0	1Suff w/ Lat.	11	315337	conclusive	1.0	0.0	False
316.204	0.0	2Suff w/o Lat.	22	316204	lustily	1.0	0.0	False
317.646	0.0	2Suff RealStemNW	25	317646	instinctfully	0.0	0.0	True
318.755	0.0	2Suff RealStemNW	25	318755	endiously	0.0	1.0	False
319.981	0.0	1Suff PseudoStemNW	14	319981	brukal	0.0	1.0	False
321.231	0.0	2Suff w/o Lat.	22	321231	artfully	1.0	0.0	False
323.548	0.0	2Suff w/o Lat.	22	323548	powerfully	1.0	0.0	False
324.674	0.0	2Suff PseudoStemNW	24	324674	fipitation	0.0	1.0	False
325.816	0.0	1Suff w/o Lat.	12	325816	lonely	1.0	0.0	False
326.799	0.0	0Suff NW	4	326799	cutfure	0.0	1.0	False
328.025	0.0	2Suff PseudoStemNW	24	328025	janiability	0.0	1.0	False
329.225	0.0	2Suff RealStemNW	25	329225	fruitiously	0.0	1.0	False
330.976	0.0	1Suff w/o Lat.	12	330976	modernize	1.0	0.0	False
331.993	0.0	2Suff Composite	23	331993	quizzical	1.0	0.0	False
333.126	0.0	2Suff w/o Lat.	22	333126	variability	1.0	0.0	False
334.085	0.0	2Suff RealStemNW	25	334085	expressmental	0.0	1.0	False
335.835	0.0	0Suff w/o Lat.	2	335835	spirit	1.0	0.0	False
337.127	0.0	2Suff PseudoStemNW	24	337127	cheherably	0.0	1.0	False
338.361	0.0	2Suff PseudoStemNW	24	338361	moolurably	0.0	1.0	False
339.462	0.0	2Suff RealStemNW	25	339462	selfiveness	0.0	1.0	False
340.762	0.0	0Suff w/ Lat.	1	340762	intend	1.0	0.0	False
351.665	0.0	0Suff NW	4	351665	effern	0.0	1.0	False
352.866	0.0	1Suff PseudoStemNW	14	352866	selvible	0.0	1.0	False
353.841	0.0	1Suff w/o Lat.	12	353841	cultural	1.0	0.0	False
354.85	0.0	1Suff RealStemNW	15	354850	kinden	0.0	1.0	False
355.825	0.0	0Suff NW	4	355825	cank	0.0	1.0	False
356.775	0.0	2Suff RealStemNW	25	356775	nationical	0.0	1.0	False
357.884	0.0	2Suff w/o Lat.	22	357884	passionately	1.0	0.0	False
358.834	0.0	0Suff NW	4	358834	jok	0.0	1.0	False
359.784	0.0	2Suff w/o Lat.	22	359784	needlessly	1.0	0.0	False
360.81	0.0	1Suff RealStemNW	15	360810	variment	0.0	1.0	False
361.768	0.0	1Suff RealStemNW	15	361768	falsant	0.0	1.0	False
362.71	0.0	1Suff w/o Lat.	12	362710	collective	1.0	0.0	False
363.694	0.0	2Suff RealStemNW	25	363694	foolality	0.0	1.0	False
364.736	0.0	2Suff RealStemNW	25	364736	commerceional	0.0	1.0	False
365.953	0.0	1Suff w/o Lat.	12	365953	endless	1.0	0.0	False
366.945	0.0	2Suff PseudoStemNW	24	366945	movectistic	0.0	1.0	False
367.92	0.0	0Suff NW	4	367920	esress	0.0	1.0	False
368.887	0.0	0Suff w/o Lat.	2	368887	tire	1.0	0.0	False
369.904	0.0	2Suff w/o Lat.	22	369904	causality	1.0	0.0	False
370.863	0.0	0Suff NW	4	370863	contitum	0.0	1.0	False
371.972	0.0	0Suff NW	4	371972	victap	0.0	1.0	False
372.872	0.0	2Suff RealStemNW	25	372872	careiousness	0.0	1.0	False
373.889	0.0	1Suff w/o Lat.	12	373889	broker	1.0	0.0	False
374.939	0.0	0Suff NW	4	374939	assork	0.0	1.0	False
375.989	0.0	0Suff NW	4	375989	meleft	0.0	1.0	False
377.073	0.0	0Suff w/o Lat.	2	377073	end	1.0	0.0	False
378.365	0.0	2Suff PseudoStemNW	24	378365	griedily	0.0	1.0	False
379.374	0.0	1Suff w/o Lat.	12	379374	spiritual	1.0	0.0	False
380.474	0.0	2Suff PseudoStemNW	24	380474	gunderfully	0.0	1.0	False
381.574	0.0	2Suff RealStemNW	25	381574	explosfully	0.0	1.0	False
382.8	0.0	2Suff RealStemNW	25	382800	embarkfully	0.0	1.0	False
384.025	0.0	1Suff w/o Lat.	12	384025	sensual	1.0	0.0	False
385.101	0.0	1Suff w/o Lat.	12	385101	causal	1.0	0.0	False
386.034	0.0	0Suff NW	4	386034	brealt	0.0	1.0	False
387.059	0.0	0Suff NW	4	387059	indlidst	0.0	1.0	False
388.16	0.0	0Suff w/o Lat.	2	388160	nation	1.0	0.0	False
389.218	0.0	1Suff RealStemNW	15	389218	fruitable	0.0	1.0	False
390.702	0.0	0Suff w/o Lat.	2	390702	continue	1.0	0.0	False
391.694	0.0	0Suff NW	4	391694	nolave	0.0	1.0	False
392.645	0.0	2Suff Composite	23	392645	probation	1.0	0.0	False
393.753	0.0	1Suff RealStemNW	15	393753	nationic	0.0	1.0	False
394.904	0.0	2Suff Composite	23	394904	annexation	1.0	0.0	False
396.037	0.0	1Suff RealStemNW	15	396037	mournive	0.0	1.0	False
397.138	0.0	1Suff PseudoStemNW	14	397138	lokely	0.0	1.0	False
398.188	0.0	1Suff w/o Lat.	12	398188	selfish	1.0	0.0	False
399.305	0.0	0Suff w/o Lat.	2	399305	notice	1.0	0.0	False
400.464	0.0	2Suff PseudoStemNW	24	400464	excrodively	0.0	1.0	False
401.522	0.0	1Suff RealStemNW	15	401522	industryic	0.0	1.0	False
402.473	0.0	0Suff NW	4	402473	arp	0.0	1.0	False
403.373	0.0	1Suff w/o Lat.	12	403373	selective	1.0	0.0	False
404.373	0.0	0Suff NW	4	404373	exfal	0.0	1.0	False
405.465	0.0	0Suff NW	4	405465	sothod	0.0	1.0	False
406.599	0.0	2Suff w/o Lat.	22	406599	masterfully	1.0	0.0	False
407.591	0.0	2Suff PseudoStemNW	24	407591	kibsliness	0.0	1.0	False
408.533	0.0	2Suff RealStemNW	25	408533	sensator	0.0	1.0	False
409.65	0.0	2Suff w/o Lat.	22	409650	breathlessly	1.0	0.0	False
410.833	0.0	1Suff RealStemNW	15	410833	victimist	0.0	1.0	False
411.884	0.0	2Suff w/ Lat.	21	411884	exclusiveness	1.0	0.0	False
412.992	0.0	0Suff w/o Lat.	2	412992	vaccine	1.0	0.0	False
414.026	0.0	2Suff PseudoStemNW	24	414026	arpivity	0.0	0.0	True
415.01	0.0	2Suff RealStemNW	25	415010	computitely	0.0	1.0	False
416.794	0.0	2Suff RealStemNW	25	416794	fertilability	0.0	1.0	False
418.094	0.0	2Suff w/o Lat.	22	418094	falsification	1.0	0.0	False
419.369	0.0	0Suff NW	4	419369	arbub	0.0	1.0	False
420.295	0.0	0Suff w/o Lat.	2	420295	magic	1.0	0.0	False
421.378	0.0	1Suff RealStemNW	15	421378	conductful	0.0	0.0	True
422.57	0.0	1Suff w/o Lat.	12	422570	traditional	1.0	0.0	False
423.787	0.0	2Suff RealStemNW	25	423787	selfiousness	0.0	1.0	False
424.954	0.0	0Suff w/ Lat.	1	424954	express	1.0	0.0	False
426.522	0.0	0Suff w/o Lat.	2	426522	lust	1.0	0.0	False
427.572	0.0	1Suff RealStemNW	15	427572	exclusful	0.0	1.0	False
428.706	0.0	2Suff w/o Lat.	22	428706	mournfully	1.0	0.0	False
430.548	0.0	2Suff w/o Lat.	22	430548	nationally	1.0	0.0	False
431.623	0.0	0Suff w/o Lat.	2	431623	second	1.0	0.0	False
432.882	0.0	2Suff RealStemNW	25	432882	tacticical	0.0	1.0	False
434.132	0.0	1Suff w/o Lat.	12	434132	beautiful	1.0	0.0	False
435.249	0.0	0Suff NW	4	435249	atstart	0.0	1.0	False
436.333	0.0	2Suff RealStemNW	25	436333	whimsally	0.0	1.0	False
437.675	0.0	2Suff PseudoStemNW	24	437675	awnfully	0.0	1.0	False
438.692	0.0	2Suff w/ Lat.	21	438692	objectionable	1.0	0.0	False
439.984	0.0	2Suff PseudoStemNW	24	439984	feamfully	0.0	1.0	False
441.009	0.0	1Suff PseudoStemNW	14	441009	indlidstive	0.0	1.0	False
442.051	0.0	1Suff PseudoStemNW	14	442051	seetable	0.0	1.0	False
443.01	0.0	2Suff w/o Lat.	22	443010	drunkenly	1.0	0.0	False
444.535	0.0	2Suff PseudoStemNW	24	444535	comfernably	0.0	1.0	False
445.577	0.0	0Suff NW	4	445577	moolure	0.0	1.0	False
446.644	0.0	0Suff NW	4	446644	coatage	0.0	1.0	False
447.586	0.0	0Suff w/o Lat.	2	447586	master	1.0	0.0	False
448.67	0.0	2Suff RealStemNW	25	448670	heroliness	0.0	1.0	False
450.071	0.0	2Suff PseudoStemNW	24	450071	utiethation	0.0	1.0	False
451.096	0.0	2Suff Composite	23	451096	fortification	1.0	0.0	False
452.463	0.0	0Suff w/o Lat.	2	452463	person	1.0	0.0	False
453.447	0.0	1Suff w/o Lat.	12	453447	owner	1.0	0.0	False
454.472	0.0	0Suff NW	4	454472	carsh	0.0	1.0	False
455.697	0.0	1Suff w/o Lat.	12	455697	attentive	1.0	0.0	False
456.748	0.0	1Suff PseudoStemNW	14	456748	pipsonal	0.0	1.0	False
457.79	0.0	1Suff w/o Lat.	12	457790	fruitless	1.0	0.0	False
458.79	0.0	2Suff RealStemNW	25	458790	neediously	0.0	1.0	False
459.924	0.0	1Suff PseudoStemNW	14	459924	coyimal	0.0	1.0	False
461.007	0.0	0Suff w/o Lat.	2	461007	relent	1.0	0.0	False
462.224	0.0	2Suff PseudoStemNW	24	462224	healtily	0.0	1.0	False
463.483	0.0	2Suff RealStemNW	25	463483	momentantly	0.0	1.0	False
464.817	0.0	2Suff w/o Lat.	22	464817	preferably	1.0	0.0	False
466.109	0.0	2Suff RealStemNW	25	466109	fooliveness	0.0	1.0	False
467.084	0.0	0Suff w/o Lat.	2	467084	confide	1.0	0.0	False
468.301	0.0	2Suff w/o Lat.	22	468301	continuously	1.0	0.0	False
469.393	0.0	2Suff w/o Lat.	22	469393	righteousness	1.0	0.0	False
470.51	0.0	1Suff w/ Lat.	11	470510	provision	1.0	0.0	False
471.644	0.0	2Suff PseudoStemNW	24	471644	jistification	0.0	1.0	False
473.436	0.0	0Suff NW	4	473436	movect	0.0	1.0	False
474.711	0.0	0Suff NW	4	474711	tedal	0.0	1.0	False
475.928	0.0	2Suff w/o Lat.	22	475928	stylistic	1.0	0.0	False
477.154	0.0	2Suff w/o Lat.	22	477154	brutality	1.0	0.0	False
478.238	0.0	0Suff w/o Lat.	2	478238	symbol	1.0	0.0	False
479.355	0.0	0Suff w/o Lat.	2	479355	power	1.0	0.0	False
480.271	0.0	1Suff PseudoStemNW	14	480271	obwertion	0.0	1.0	False
481.372	0.0	1Suff w/o Lat.	12	481372	clinical	1.0	0.0	False
482.514	0.0	2Suff PseudoStemNW	24	482514	andezation	0.0	1.0	False
483.522	0.0	1Suff w/o Lat.	12	483522	legalize	1.0	0.0	False
496.301	0.0	2Suff w/ Lat.	21	496301	conductivity	1.0	0.0	False
497.744	0.0	2Suff PseudoStemNW	24	497744	connurtivity	0.0	1.0	False
498.819	0.0	2Suff w/o Lat.	22	498819	optically	1.0	0.0	False
500.353	0.0	2Suff w/ Lat.	21	500353	effectiveness	1.0	0.0	False
501.503	0.0	2Suff RealStemNW	25	501503	brutantly	0.0	1.0	False
502.728	0.0	2Suff Composite	23	502728	orientation	1.0	0.0	False
504.187	0.0	0Suff NW	4	504187	brole	0.0	1.0	False
