onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
13.0544	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.5711	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.5877	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.1044	0.6167	T_INK	5	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
15.6923	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
15.7211	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.2377	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.2544	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.7711	1.3167	T_INK	6	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
19.0674	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
19.0878	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.6045	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.6211	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.1378	0.9167	T_INK	7	Incongruent	zielony	green	niebieski	blue	hit	n/a
22.0267	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
22.0545	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.5712	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.5878	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.1045	0.7333	T_INK	8	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
24.81	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
24.8379	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.3545	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
26.3712	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
26.8879	0.6667	T_INK	9	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
27.5294	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
27.5545	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.0712	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
29.0879	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
29.6046	0.7333	T_INK	10	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
30.3127	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
30.3379	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.8546	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.8713	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.3879	0.6333	T_INK	11	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
33.0001	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
33.0213	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
33.538	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
34.5546	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
35.0713	0.7333	T_INK	12	Incongruent	czerwony	red	żółty	yellow	hit	n/a
35.7834	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
35.8047	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
36.3213	1.0334	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
39.8624	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
39.9214	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.938	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
41.4547	1.0833	INK	1	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
42.5178	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
42.5381	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.5547	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
44.0714	0.7333	INK	2	Incongruent	żółty	yellow	czerwony	red	hit	n/a
44.7732	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
44.8048	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
45.8214	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
46.3381	0.8333	INK	3	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
47.1406	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
47.1714	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
48.1881	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
48.7048	0.7333	INK	4	Incongruent	niebieski	blue	czerwony	red	hit	n/a
49.4121	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
49.4381	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
50.4548	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
50.9715	0.75	INK	5	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
51.6995	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
51.7215	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.7382	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
53.2549	0.6667	INK	6	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
53.891	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
53.9215	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54.9382	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.4549	0.8833	INK	7	Incongruent	zielony	green	czerwony	red	hit	n/a
56.3064	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
56.3382	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.3549	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.8716	0.9167	INK	8	Incongruent	niebieski	blue	zielony	green	hit	n/a
58.7698	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
58.7883	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
59.8049	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
60.3216	0.8833	INK	9	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
61.1692	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
61.1692	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.205	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
62.2216	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
62.7383	0.85	INK	10	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
63.5527	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
63.5883	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
64.605	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
65.1217	0.7999	INK	11	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
65.9041	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
65.9216	1.0168	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.9384	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
67.455	0.6333	INK	12	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
68.0636	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
68.0884	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69.105	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69.6217	0.8167	INK	13	Incongruent	zielony	green	niebieski	blue	hit	n/a
70.415	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
70.4384	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
71.4551	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
71.9717	0.6333	INK	14	Incongruent	niebieski	blue	czerwony	red	hit	n/a
72.5745	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
72.6051	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.6218	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
74.1384	0.65	INK	15	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
74.766	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
74.7884	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
75.8051	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
76.3218	0.5667	INK	16	Incongruent	niebieski	blue	czerwony	red	hit	n/a
76.8615	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
76.8885	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
77.9051	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
78.4218	0.75	INK	17	Incongruent	czerwony	red	żółty	yellow	incorrect	n/a
79.1489	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
79.1718	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
80.1885	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
80.7052	1.95	INK	18	Incongruent	żółty	yellow	czerwony	red	hit	n/a
82.6201	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
82.6552	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
83.6719	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.1885	0.8167	INK	19	Incongruent	czerwony	red	żółty	yellow	hit	n/a
84.9715	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
85.0052	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
86.0219	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
86.5386	0.8333	INK	20	Incongruent	zielony	green	czerwony	red	hit	n/a
87.3389	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
87.3719	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.3886	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.9053	0.95	INK	21	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
89.8343	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
89.8553	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
90.872	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
91.3886	0.8	INK	22	Incongruent	czerwony	red	żółty	yellow	hit	n/a
92.1697	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
92.1886	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
93.2053	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
93.722	1.4167	INK	23	Incongruent	zielony	green	czerwony	red	hit	n/a
95.1131	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
95.1387	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
96.1554	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
96.672	0.8667	INK	24	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
97.5125	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
97.5387	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
98.5554	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
99.0721	0.7833	INK	25	Neutral	xxxxx	xxxxx	czerwony	red	incorrect	n/a
99.8319	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
99.8554	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
100.8721	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
101.3888	1.1334	INK	26	Incongruent	czerwony	red	zielony	green	hit	n/a
102.5032	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
102.5221	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.5388	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
104.0555	0.5833	INK	27	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
104.6148	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
104.6388	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
105.6555	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
106.1721	0.7667	INK	28	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
106.9182	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
106.9388	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
107.9555	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
108.4722	0.9167	INK	29	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
109.3656	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
109.3888	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
110.4055	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
110.9222	1.0	INK	30	Incongruent	czerwony	red	niebieski	blue	hit	n/a
111.893	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
111.9222	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
112.9389	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113.4556	0.7333	INK	31	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
114.1644	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
114.1889	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.2056	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.7223	0.7833	INK	32	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
116.4839	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
116.5056	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
117.5223	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
118.039	1.0667	INK	33	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
119.0753	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
119.1056	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
120.1223	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
120.639	0.5667	INK	34	Incongruent	zielony	green	niebieski	blue	hit	n/a
121.1867	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
121.2057	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
122.2223	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
122.739	1.0667	INK	35	Incongruent	żółty	yellow	zielony	green	hit	n/a
123.778	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
123.8057	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
124.8224	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
125.339	0.7667	INK	36	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
126.0815	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
126.1057	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.1224	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.6391	0.7833	INK	37	Incongruent	czerwony	red	zielony	green	hit	n/a
128.401	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
128.4224	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
129.4391	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
129.9558	0.5	INK	38	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
130.4325	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
130.4558	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
131.4724	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
131.9891	0.5833	INK	39	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
132.544	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
132.5725	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
133.5891	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
134.1058	0.6667	INK	40	Incongruent	żółty	yellow	zielony	green	hit	n/a
134.7515	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
134.7725	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
135.7892	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
136.3058	0.8833	INK	41	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
137.1669	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
137.1892	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
138.2058	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
138.7225	0.7167	INK	42	Incongruent	żółty	yellow	zielony	green	hit	n/a
139.4063	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
139.4392	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
140.4559	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
140.9725	0.65	INK	43	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
141.5978	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
141.6226	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
142.6392	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
143.1559	0.6667	INK	44	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
143.7893	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
143.8226	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
144.8393	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
145.3559	0.65	INK	45	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
145.9807	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
146.0059	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
147.0226	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
147.5393	0.6333	INK	46	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
148.1402	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
148.1726	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
149.1893	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
149.706	0.6333	INK	47	Incongruent	zielony	green	żółty	yellow	hit	n/a
150.3157	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
150.3393	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
151.356	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
151.8727	0.6167	INK	48	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
152.4592	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
152.4893	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
153.506	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
154.0227	0.9833	INK	49	Incongruent	czerwony	red	zielony	green	hit	n/a
154.9866	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
155.006	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
156.0227	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
156.5394	0.7	INK	50	Incongruent	czerwony	red	niebieski	blue	hit	n/a
157.21	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
157.2394	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
158.2561	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
158.7728	0.5	INK	51	Incongruent	żółty	yellow	czerwony	red	hit	n/a
159.2415	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
159.2728	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
160.2894	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
160.8061	0.5	INK	52	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
161.2731	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
161.3061	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
162.3228	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
162.8395	0.7833	INK	53	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
163.5925	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
163.6228	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
164.6395	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
165.1562	0.5333	INK	54	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
165.656	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
165.6895	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
166.7062	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
167.2229	0.6833	INK	55	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
167.8794	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
167.9062	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
168.9229	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
169.4395	1.15	INK	56	Incongruent	niebieski	blue	zielony	green	hit	n/a
170.5668	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
170.5896	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
171.6062	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
172.1229	0.7	INK	57	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
172.7903	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
172.8229	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
