onset	duration	trial_type	file	expected_answer	answer	reaction_time
175.488	0.4357142857142857	chloe	233_hallo	0	0	0.0
175.92371428571428	0.8732857142857229	answer	Rien	-3	3	0.8732857142857229
176.797	8.40100000000001	ITI	Rien	0	0	0.0
185.198	0.6852380952380952	betty	214_mardi	0	0	0.0
185.8832380952381	0.9417619047618846	answer	Rien	-2	2	0.9417619047618846
186.825	8.957999999999998	ITI	Rien	0	0	0.0
195.783	0.5778684807256236	chloe	233_partie	0	0	0.0
196.3608684807256	0.2841315192744005	answer	Rien	-3	1	0.2841315192744005
196.645	8.210999999999984	ITI	Rien	0	0	0.0
204.856	0.4849206349206349	betty	214_voyelle	0	0	0.0
205.34092063492062	0.5600793650793814	answer	Rien	-2	3	0.5600793650793814
205.901	8.902999999999992	ITI	Rien	0	0	0.0
214.804	0.7290702947845805	anne	182_jeudi	0	0	0.0
215.53307029478458	0.557929705215407	answer	Rien	-1	1	0.557929705215407
216.09099999999998	8.980000000000018	ITI	Rien	0	0	0.0
225.071	0.5675963718820861	betty	214_lundi	0	0	0.0
225.63859637188207	0.9164036281179095	answer	Rien	-2	3	0.9164036281179095
226.55499999999998	7.349000000000018	ITI	Rien	0	0	0.0
233.904	0.8059410430839002	chloe	233_mardi	0	0	0.0
234.7099410430839	1.0410589569161093	answer	Rien	-3	2	1.0410589569161093
235.751	7.623999999999995	ITI	Rien	0	0	0.0
243.375	0.4	chloe	233_pouvez	0	0	0.0
243.775	0.0	answer	Rien	-3	0	0.0
243.775	8.832999999999998	ITI	Rien	0	0	0.0
252.608	0.6878231292517006	anne	182_lundi	0	0	0.0
253.29582312925172	0.9691768707483075	answer	Rien	-1	1	0.9691768707483075
254.26500000000001	7.414999999999992	ITI	Rien	0	0	0.0
261.68	0.6545351473922902	betty	214_jeudi	0	0	0.0
262.3345351473923	2.2844648526076945	answer	Rien	-2	2	2.2844648526076945
264.61899999999997	7.010000000000048	ITI	Rien	0	0	0.0
271.629	0.4672789115646258	betty	214_quatre	0	0	0.0
272.09627891156464	0.5467210884353337	answer	Rien	-2	3	0.5467210884353337
272.643	8.615000000000009	ITI	Rien	0	0	0.0
281.258	0.4461678004535147	anne	182_penser	0	0	0.0
281.7041678004535	0.7548321995464939	answer	Rien	-1	1	0.7548321995464939
282.459	7.475000000000023	ITI	Rien	0	0	0.0
289.934	0.7373015873015873	chloe	233_jeudi	0	0	0.0
290.6713015873016	0.6656984126984049	answer	Rien	-3	3	0.6656984126984049
291.33700000000005	6.634999999999934	ITI	Rien	0	0	0.0
297.972	0.464625850340136	chloe	233_penser	0	0	0.0
298.43662585034014	0.0	answer	Rien	-3	0	0.0
298.43662585034014	10.597374149659856	ITI	Rien	0	0	0.0
309.034	0.6176643990929706	anne	182_quatre	0	0	0.0
309.65166439909297	1.0793356009070139	answer	Rien	-1	1	1.0793356009070139
310.731	7.295999999999992	ITI	Rien	0	0	0.0
318.027	0.317687074829932	betty	214_hallo	0	0	0.0
318.3446870748299	0.9383129251700926	answer	Rien	-2	3	0.9383129251700926
319.28299999999996	8.295000000000016	ITI	Rien	0	0	0.0
327.578	0.7879138321995465	chloe	233_neutre	0	0	0.0
328.3659138321995	1.2570861678004535	answer	Rien	-3	2	1.2570861678004535
329.623	7.5049999999999955	ITI	Rien	0	0	0.0
337.128	0.4126303854875283	anne	182_toussez	0	0	0.0
337.54063038548753	0.848369614512504	answer	Rien	-1	2	0.848369614512504
338.389	6.21999999999997	ITI	Rien	0	0	0.0
