onset	duration	trial_type	stim	response	response_time	sub
150.94	6	5	p20.jpg	4	3.270884	107
161.53	6	1	p8.jpg	3	3.163314	107
173.58	6	5	p19.jpg	5	3.124397	107
181.98	6	5	p5.jpg	5	2.038706	107
191.84	6	1	p9.jpg	2	2.310954	107
199.89	6	1	p4.jpg	2	1.976157	107
211.58	6	5	p16.jpg	3	2.807627	107
223.26	6	1	p6.jpg	3	2.239053	107
234.2	6	1	p14.jpg	2	3.191962	107
3.03	6	1	p18.jpg	1	2.539626	110
13.64	6	5	p3.jpg	2	2.074309	110
24.96	6	5	p6.jpg	4	2.957368	110
36.64	6	5	p14.jpg	3	2.301295	110
48.69	6	1	p24.jpg	2	1.593411	110
60.35	6	1	p21.jpg	3	2.234467	110
68.76	6	5	p7.jpg	2	3.040397	110
76.79	6	1	p20.jpg	4	2.174829	110
84.83	6	1	p16.jpg	3	1.962362	110
96.87	6	5	p13.jpg	2	2.299092	110
106.36	6	1	p17.jpg	4	1.736979	110
117.67	6	5	p9.jpg	4	2.081623	110
127.89	6	1	p5.jpg	1	1.996497	110
136.66	6	5	p23.jpg	2	1.229741	110
145.07	6	1	p19.jpg	2	3.27089	110
154.21	6	5	p11.jpg	3	3.96904	110
163.33	6	5	p4.jpg	2	2.915989	110
172.09	6	1	p15.jpg	2	3.475161	110
183.04	6	1	p1.jpg	1	4.182333	110
192.92	6	5	p2.jpg	2	4.049294	110
202.77	6	5	p8.jpg	3	2.472173	110
213.73	6	5	p10.jpg	3	1.910409	110
224.32	6	1	p22.jpg	5	3.411159	110
233.82	6	1	p12.jpg	2	1.605353	110
3.04	6	1	c2.jpg	4	2.195827	111
14	6	5	c14.jpg	4	2.662075	111
24.23	6	1	c17.jpg	2	1.75759	111
36.27	6	1	c11.jpg	1	1.783995	111
44.3	6	1	c6.jpg	2	1.506972	111
54.16	6	5	c7.jpg	5	2.031292	111
62.93	6	1	c21.jpg	3	2.125351	111
73.16	6	1	c1.jpg	4	1.810673	111
81.92	6	5	c24.jpg	6	1.552492	111
91.41	6	5	c20.jpg	6	1.780177	111
100.54	6	5	c23.jpg	7	1.817478	111
108.57	6	5	c15.jpg	5	1.469906	111
116.97	6	5	c5.jpg	4	2.400552	111
128.28	6	5	c12.jpg	7	1.623908	111
139.22	6	1	c18.jpg	2	1.898853	111
148.34	6	1	c8.jpg	2	1.389275	111
156.75	6	5	c3.jpg	5	1.93919	111
168.42	6	1	c13.jpg	2	1.924534	111
180.09	6	5	c4.jpg	6	2.0547	111
189.95	6	1	c19.jpg	2	2.158802	111
201.25	6	1	c10.jpg	4	1.905324	111
210.75	6	5	c22.jpg	6	1.481164	111
222.78	6	5	c9.jpg	7	0.9407412	111
233.37	6	1	c16.jpg	2	2.343084	111
3.032	6	1	p10.jpg	2	2.191687	112
14.366	6	5	p22.jpg	5	3.603519	112
22.411	6	5	p18.jpg	5	4.48217	112
31.547	6	5	p24.jpg	6	3.783973	112
41.776	6	5	p16.jpg	5	3.173959	112
53.812	6	1	p3.jpg	1	2.162958	112
64.756	6	1	p9.jpg	2	3.811426	112
76.793	6	1	p7.jpg	1	1.645108	112
85.202	6	5	p5.jpg	6	1.96927	112
93.967	6	1	p6.jpg	1	2.739971	112
103.459	6	1	p23.jpg	2	5.009459	112
115.136	6	1	p13.jpg	1	2.184135	112
124.272	6	1	p14.jpg	1	2.946387	112
134.863	6	5	p19.jpg	5	3.142172	112
146.552	6	1	p2.jpg	1	1.019709	112
156.421	6	5	p20.jpg	1	3.551752	112
167.742	6	5	p1.jpg	6	2.812772	112
177.24	6	5	p17.jpg	4	3.189014	112
185.653	6	1	p8.jpg	1	1.661682	112
195.881	6	5	p12.jpg	6	3.15825	112
206.47	6	5	p21.jpg	4	4.595285	112
217.417	6	5	p15.jpg	4	3.40578	112
227.28	6	1	p11.jpg	1	1.693805	112
235.331	6	1	p4.jpg	1	1.592204	112
3.03	6	5	p21.jpg	3	3.313186	113
13.99	6	5	p24.jpg	5	1.992525	113
22.77	6	1	p2.jpg	3	2.344517	113
30.82	6	1	p23.jpg	4	2.021336	113
39.22	6	1	p8.jpg	4	1.814596	113
48.73	6	5	p5.jpg	5	1.468762	113
56.76	6	1	p9.jpg	2	2.522144	113
68.81	6	5	p17.jpg	3	2.674696	113
78.31	6	1	p10.jpg	3	1.600997	113
88.9	6	1	p11.jpg	2	2.334135	113
100.58	6	1	p3.jpg	2	1.661229	113
111.89	6	5	p12.jpg	3	2.024338	113
122.48	6	1	p7.jpg	2	1.750566	113
131.26	6	1	p4.jpg	1	1.82356	113
142.21	6	5	p16.jpg	4	1.486966	113
152.44	6	5	p22.jpg	2	1.757109	113
163.75	6	1	p6.jpg	1	1.970564	113
173.98	6	1	p14.jpg	3	1.732091	113
183.11	6	5	p18.jpg	4	1.085397	113
191.52	6	5	p15.jpg	7	2.093402	113
201.38	6	5	p1.jpg	3	2.076688	113
213.42	6	1	p13.jpg	2	2.501475	113
223.28	6	5	p19.jpg	4	1.738541	113
234.97	6	5	p20.jpg	3	1.835148	113
3.03	6	5	c4.jpg	2	2.075098	114
14.35	6	1	c17.jpg	1	1.89328	114
25.3	6	5	c9.jpg	6	1.709688	114
33.34	6	1	c18.jpg	5	2.057297	114
44.65	6	5	c23.jpg	4	1.90188	114
54.13	6	5	c7.jpg	5	1.88434	114
62.53	6	5	c14.jpg	6	1.702352	114
72.75	6	1	c10.jpg	2	2.407925	114
82.96	6	5	c12.jpg	6	1.576855	114
94.64	6	1	c11.jpg	2	1.921663	114
106.68	6	1	c19.jpg	2	1.605169	114
116.18	6	5	c24.jpg	6	1.749948	114
127.13	6	1	c2.jpg	1	1.888091	114
138.8	6	1	c21.jpg	2	1.883577	114
147.94	6	5	c3.jpg	7	1.462245	114
156.71	6	1	c6.jpg	3	2.187001	114
164.75	6	1	c16.jpg	4	1.746621	114
174.6	6	5	c20.jpg	6	1.175785	114
186.64	6	1	c13.jpg	1	2.312073	114
195.41	6	5	c22.jpg	5	1.774448	114
205.27	6	1	c1.jpg	1	1.717168	114
215.85	6	5	c15.jpg	6	1.410788	114
224.98	6	5	c5.jpg	5	1.541959	114
235.56	6	1	c8.jpg	2	1.955473	114
3.024	6	1	c8.jpg	1	1.419721	115
11.808	6	5	c20.jpg	5	2.614213	115
22.021	6	1	c10.jpg	2	2.318602	115
31.514	6	5	c22.jpg	6	1.561034	115
43.185	6	5	c15.jpg	7	3.014191	115
53.049	6	1	c2.jpg	1	2.177421	115
64.724	6	5	c12.jpg	6	1.898684	115
73.857	6	1	c11.jpg	1	2.596255	115
82.989	6	5	c9.jpg	6	2.351717	115
93.568	6	5	c7.jpg	3	2.021452	115
103.061	6	1	c16.jpg	1	1.891429	115
112.917	6	5	c4.jpg	4	2.735608	115
121.675	6	5	c5.jpg	7	2.449437	115
132.999	6	1	c1.jpg	3	2.041043	115
141.401	6	5	c14.jpg	5	2.680654	115
153.45	6	1	c18.jpg	1	2.589226	115
163.689	6	5	c3.jpg	6	1.622207	115
174.637	6	1	c13.jpg	3	3.060976	115
186.671	6	1	c19.jpg	2	2.190305	115
197.259	6	1	c17.jpg	1	0.9819912	115
205.294	6	5	c24.jpg	5	1.550571	115
213.339	6	1	c6.jpg	1	1.285395	115
224.648	6	5	c23.jpg	6	2.151295	115
233.041	6	1	c21.jpg	1	1.532561	115
3.031	6	1	p11.jpg	1	3.215377	116
13.271	6	5	p15.jpg	3	2.922809	116
24.225	6	5	p20.jpg	3	3.044591	116
36.268	6	1	p9.jpg	2	1.82554	116
47.581	6	1	p2.jpg	1	1.310146	116
59.257	6	1	p13.jpg	1	1.762415	116
67.293	6	5	p5.jpg	3	2.638186	116
78.972	6	1	p3.jpg	1	1.555486	116
89.93	6	5	p18.jpg	3	2.075034	116
99.787	6	5	p24.jpg	3	3.445097	116
108.188	6	1	p4.jpg	1	2.988762	116
118.771	6	1	p7.jpg	2	2.618175	116
130.807	6	5	p21.jpg	4	1.982653	116
141.397	6	5	p12.jpg	4	1.082105	116
152.711	6	1	p6.jpg	3	1.588202	116
161.84	6	1	p14.jpg	2	2.096502	116
170.238	6	1	p10.jpg	3	2.063152	116
179.737	6	5	p19.jpg	3	1.386654	116
189.248	6	5	p22.jpg	3	2.198232	116
199.469	6	5	p16.jpg	4	1.922054	116
208.602	6	1	p8.jpg	3	1.957316	116
218.463	6	1	p23.jpg	2	3.345429	116
227.242	6	5	p1.jpg	4	1.967071	116
236.007	6	5	p17.jpg	4	2.377099	116
3	6	5	c4.jpg	5	2.836884	118
13.2	6	1	c10.jpg	4	1.650282	118
24.9	6	5	c22.jpg	4	1.976802	118
36.2	6	5	c23.jpg	6	1.680005	118
44.2	6	1	c17.jpg	1	1.100798	118
54.5	6	1	c19.jpg	1	1.760413	118
63.6	6	5	c12.jpg	4	2.330574	118
75.6	6	1	c18.jpg	2	2.206128	118
83.7	6	1	c16.jpg	1	1.793351	118
92.4	6	1	c21.jpg	1	1.622041	118
102.3	6	1	c6.jpg	1	1.703146	118
110.7	6	5	c15.jpg	7	1.272558	118
120.2	6	1	c13.jpg	1	1.803279	118
131.1	6	5	c9.jpg	4	1.995953	118
142.1	6	5	c20.jpg	6	1.607887	118
150.8	6	1	c8.jpg	1	1.313206	118
161.4	6	5	c7.jpg	4	2.725026	118
170.5	6	5	c14.jpg	7	1.840657	118
182.2	6	1	c11.jpg	2	1.444349	118
193.5	6	1	c1.jpg	1	2.578604	118
205.6	6	5	c24.jpg	2	1.594335	118
216.2	6	1	c2.jpg	1	1.474736	118
225.7	6	5	c5.jpg	6	1.83099	118
235.5	6	5	c3.jpg	7	1.425937	118
3.03	6	1	p1.jpg	1	1.818663	120
11.44	6	5	p13.jpg	3	4.758969	120
20.94	6	5	p6.jpg	7	2.541588	120
31.89	6	5	p4.jpg	7	1.32012	120
43.57	6	1	p5.jpg	3	1.660774	120
52.33	6	5	p9.jpg	5	1.753864	120
61.46	6	1	p12.jpg	3	1.94954	120
70.6	6	5	p8.jpg	4	2.036507	120
81.91	6	1	p21.jpg	3	1.547165	120
92.14	6	5	p14.jpg	6	2.404279	120
100.55	6	1	p16.jpg	2	2.018033	120
111.88	6	1	p15.jpg	2	1.641506	120
119.91	6	5	p11.jpg	5	2.416897	120
130.5	6	1	p18.jpg	1	2.122676	120
141.45	6	5	p2.jpg	7	3.295363	120
150.22	6	5	p10.jpg	4	1.992143	120
160.44	6	1	p17.jpg	2	1.72342	120
169.93	6	1	p24.jpg	2	2.369397	120
179.79	6	5	p7.jpg	7	3.320273	120
187.84	6	5	p23.jpg	7	1.738882	120
199.87	6	1	p19.jpg	1	3.040778	120
210.47	6	1	p20.jpg	2	2.796856	120
222.51	6	1	p22.jpg	2	3.337321	120
234.18	6	5	p3.jpg	7	1.262099	120
3	6	1	c1.jpg	4	5.059192	121
13.3	6	1	c18.jpg	3	2.497336	121
24.2	6	5	c23.jpg	2	2.505502	121
34.8	6	1	c21.jpg	1	5.073348	121
46.8	6	1	c17.jpg	2	2.913595	121
55.2	6	5	c3.jpg	2	2.399811	121
66.2	6	1	c2.jpg	3	3.529726	121
76	6	1	c16.jpg	2	2.525467	121
87.7	6	5	c7.jpg	3	4.614636	121
99.4	6	5	c5.jpg	4	4.947891	121
107.4	6	5	c4.jpg	4	1.955977	121
116.2	6	1	c10.jpg	3	2.242169	121
125.3	6	1	c19.jpg	3	4.900463	121
133.3	6	1	c6.jpg	2	2.518576	121
142.8	6	5	c22.jpg	3	2.770624	121
153	6	1	c13.jpg	2	2.891626	121
161.8	6	5	c20.jpg	3	4.506748	121
173.8	6	5	c14.jpg	4	2.483035	121
183.3	6	5	c15.jpg	4	2.676159	121
193.2	6	1	c8.jpg	2	3.939925	121
203.7	6	5	c12.jpg	4	2.597319	121
212.9	6	5	c9.jpg	3	3.328105	121
221.3	6	1	c11.jpg	3	4.894497	121
232.6	6	5	c24.jpg	3	4.786216	121
3	6	1	c8.jpg	1	3.083723	122
14.4	6	5	c9.jpg	5	4.076212	122
25.3	6	5	c23.jpg	3	3.960186	122
37	6	5	c24.jpg	6	2.380018	122
46.5	6	1	c10.jpg	1	1.09605	122
54.9	6	1	c11.jpg	1	1.761449	122
64	6	5	c22.jpg	7	3.24115	122
73.1	6	5	c20.jpg	7	2.32776	122
81.2	6	1	c21.jpg	1	2.024983	122
91.8	6	5	c3.jpg	3	1.750556	122
102	6	1	c6.jpg	2	1.702709	122
113.7	6	1	c2.jpg	1	1.840203	122
125.7	6	5	c4.jpg	5	1.606688	122
137.7	6	1	c16.jpg	1	1.348872	122
147.2	6	5	c15.jpg	4	2.657955	122
157.1	6	1	c13.jpg	1	1.867319	122
165.1	6	1	c19.jpg	1	1.114109	122
176	6	5	c12.jpg	3	1.9211	122
184.5	6	1	c1.jpg	1	2.199204	122
193.2	6	1	c17.jpg	1	1.082215	122
203.1	6	5	c5.jpg	4	2.231494	122
214.4	6	5	c7.jpg	3	2.842248	122
223.1	6	5	c14.jpg	5	1.541225	122
233.7	6	1	c18.jpg	2	1.610422	122
3	6	5	p7.jpg	2	2.748111	123
14.7	6	1	p22.jpg	4	1.992175	123
24.2	6	5	p3.jpg	5	3.200943	123
32.6	6	1	p1.jpg	1	3.60264	123
42.5	6	5	p6.jpg	4	2.209395	123
53.8	6	1	p21.jpg	3	2.437648	123
65.8	6	1	p16.jpg	2	3.395587	123
74.6	6	5	p8.jpg	6	1.959481	123
82.6	6	5	p11.jpg	6	1.786652	123
92.5	6	1	p15.jpg	2	2.591051	123
102.7	6	5	p23.jpg	2	2.619585	123
111.4	6	1	p5.jpg	1	2.619038	123
119.8	6	5	p14.jpg	6	2.16679	123
130.1	6	1	p12.jpg	3	2.64893	123
141.7	6	1	p17.jpg	4	1.88579	123
152.7	6	1	p19.jpg	2	2.503573	123
164	6	1	p24.jpg	3	1.902048	123
172	6	1	p18.jpg	4	2.189279	123
181.2	6	5	p13.jpg	7	2.155191	123
190.6	6	5	p9.jpg	7	1.617402	123
201.6	6	5	p4.jpg	7	1.155051	123
210.7	6	1	p20.jpg	5	2.670486	123
221.3	6	5	p2.jpg	6	2.98271	123
233.3	6	5	p10.jpg	7	2.933643	123
3.1	6	5	p5.jpg	5	3.051741	124
14.8	6	5	p20.jpg	3	1.475967	124
25	6	1	p14.jpg	1	2.256676	124
34.5	6	1	p7.jpg	1	1.469233	124
45.1	6	5	p21.jpg	6	2.069537	124
56	6	1	p6.jpg	4	2.318408	124
65.9	6	1	p8.jpg	2	1.888257	124
74.3	6	5	p19.jpg	4	1.852477	124
85.6	6	1	p2.jpg	1	2.560921	124
94.4	6	1	p10.jpg	4	1.655068	124
105.7	6	5	p16.jpg	6	1.890234	124
114.8	6	5	p1.jpg	6	2.266708	124
123.6	6	5	p18.jpg	7	2.237092	124
135.6	6	1	p4.jpg	1	2.369532	124
147.3	6	5	p24.jpg	5	2.863762	124
156.8	6	1	p11.jpg	3	3.254969	124
165.9	6	5	p12.jpg	3	1.458181	124
176.5	6	5	p22.jpg	6	3.373715	124
184.9	6	1	p23.jpg	3	1.885232	124
196.9	6	1	p9.jpg	2	1.509884	124
207.9	6	5	p17.jpg	4	1.98661	124
217.7	6	1	p3.jpg	1	1.924885	124
227.9	6	1	p13.jpg	2	2.558164	124
236	6	5	p15.jpg	5	2.220228	124
3.02	6	5	c24.jpg	6	4.999595	125
11.44	6	1	c11.jpg	1	3.232819	125
20.57	6	1	c16.jpg	1	2.531146	125
30.06	6	1	c18.jpg	1	2.74904	125
38.46	6	5	c15.jpg	6	2.65088	125
48.31	6	1	c8.jpg	2	2.873677	125
59.61	6	1	c19.jpg	1	2.539784	125
67.64	6	1	c10.jpg	2	2.788599	125
77.85	6	1	c6.jpg	1	3.423205	125
87.7	6	1	c13.jpg	2	2.107784	125
99.74	6	1	c17.jpg	1	3.976857	125
108.5	6	5	c9.jpg	5	3.153299	125
120.55	6	1	c1.jpg	2	2.147086	125
131.13	6	5	c14.jpg	6	2.933139	125
139.9	6	1	c2.jpg	2	2.081445	125
151.57	6	5	c7.jpg	4	3.19957	125
162.51	6	5	c12.jpg	6	4.288621	125
172.74	6	5	c5.jpg	5	3.383725	125
180.77	6	5	c4.jpg	5	2.476453	125
189.89	6	1	c21.jpg	2	4.232937	125
200.84	6	5	c20.jpg	5	4.337577	125
212.14	6	5	c22.jpg	5	3.459779	125
222.73	6	5	c3.jpg	5	2.195634	125
232.22	6	5	c23.jpg	4	5.39545	125
3	6	1	p14.jpg	1	2.876757	126
11.1	6	5	p19.jpg	6	1.918195	126
19.5	6	1	p9.jpg	1	2.539376	126
30.1	6	1	p4.jpg	1	1.955496	126
38.8	6	1	p11.jpg	2	1.08656	126
48.3	6	1	p3.jpg	1	2.640429	126
57.5	6	5	p21.jpg	3	2.532651	126
67.3	6	1	p7.jpg	1	2.162181	126
78.3	6	5	p18.jpg	5	1.562844	126
89.2	6	5	p1.jpg	6	2.195872	126
98	6	5	p15.jpg	6	1.592639	126
108.6	6	5	p24.jpg	2	2.559627	126
120.3	6	5	p20.jpg	6	2.755983	126
128.3	6	5	p5.jpg	5	1.474744	126
138.5	6	1	p8.jpg	3	2.971307	126
150.2	6	5	p17.jpg	6	2.313846	126
159.7	6	5	p22.jpg	1	2.001089	126
168.8	6	5	p16.jpg	6	1.722095	126
180.1	6	1	p13.jpg	1	2.682782	126
191.4	6	5	p12.jpg	3	3.03017	126
203.5	6	1	p23.jpg	1	3.291318	126
213.7	6	1	p6.jpg	1	3.07595	126
222.1	6	1	p2.jpg	3	2.024751	126
232	6	1	p10.jpg	4	2.399066	126
3.03	6	5	c11.jpg	6	2.199354	127
13.27	6	5	c17.jpg	6	1.250015	127
24.58	6	5	c21.jpg	6	1.838292	127
32.98	6	1	c20.jpg	1	1.113166	127
43.56	6	5	c8.jpg	6	1.594089	127
53.05	6	1	c24.jpg	1	1.11887	127
65.09	6	1	c22.jpg	1	1.627435	127
73.85	6	1	c15.jpg	1	2.028964	127
84.8	6	1	c12.jpg	1	1.579245	127
96.11	6	5	c16.jpg	5	1.553305	127
104.14	6	1	c5.jpg	2	2.09229	127
113.27	6	5	c13.jpg	6	1.286243	127
123.85	6	5	c6.jpg	6	1.822104	127
133.71	6	1	c23.jpg	4	1.993282	127
143.22	6	1	c3.jpg	2	1.918933	127
151.26	6	5	c10.jpg	1	1.222245	127
162.21	6	1	c14.jpg	1	1.165531	127
172.43	6	1	c4.jpg	2	1.730636	127
182.29	6	5	c2.jpg	3	1.712532	127
191.42	6	5	c18.jpg	5	1.623786	127
203.09	6	1	c9.jpg	1	1.537375	127
211.5	6	5	c1.jpg	1	2.386507	127
220.27	6	5	c19.jpg	2	2.261565	127
232.31	6	1	c7.jpg	1	1.771067	127
3	6	5	p6.jpg	3	3.559302	128
13.9	6	1	p15.jpg	1	2.686952	128
26	6	5	p2.jpg	4	2.372072	128
35.8	6	5	p7.jpg	6	1.710411	128
47.5	6	1	p19.jpg	2	2.740904	128
56.3	6	1	p17.jpg	2	2.499372	128
64.7	6	1	p21.jpg	3	1.878388	128
73.8	6	5	p13.jpg	7	2.179339	128
83	6	1	p12.jpg	1	3.746211	128
93.2	6	5	p23.jpg	1	2.740461	128
103.4	6	1	p1.jpg	5	2.249797	128
111.5	6	1	p20.jpg	2	1.884764	128
121.3	6	5	p3.jpg	7	1.935897	128
129.3	6	5	p8.jpg	7	1.791095	128
140.7	6	5	p4.jpg	5	2.745471	128
151.3	6	1	p24.jpg	2	3.623749	128
160.7	6	5	p11.jpg	6	1.830187	128
169.1	6	5	p10.jpg	3	2.887388	128
177.9	6	5	p14.jpg	5	2.358937	128
187.4	6	1	p22.jpg	2	3.996874	128
199.1	6	5	p9.jpg	6	2.336134	128
211.1	6	1	p5.jpg	1	2.320018	128
222.1	6	1	p16.jpg	1	2.370149	128
232.7	6	1	p18.jpg	1	3.296055	128
3.028	6	5	p13.jpg	7	2.722873	131
11.823	6	5	p11.jpg	5	2.745192	131
23.877	6	1	p19.jpg	1	2.440846	131
34.466	6	1	p22.jpg	3	4.936215	131
43.601	6	5	p23.jpg	1	2.389077	131
54.187	6	1	p21.jpg	1	1.789369	131
64.414	6	5	p2.jpg	6	2.966953	131
75.731	6	1	p20.jpg	1	4.363572	131
85.597	6	5	p6.jpg	1	1.489407	131
94.737	6	5	p4.jpg	1	1.75535	131
105.696	6	1	p24.jpg	1	2.389411	131
114.097	6	5	p3.jpg	5	3.134898	131
124.318	6	5	p7.jpg	4	2.656053	131
132.368	6	5	p8.jpg	7	1.511727	131
140.781	6	5	p9.jpg	6	2.861153	131
150.65	6	1	p17.jpg	2	4.19454	131
160.149	6	1	p18.jpg	1	1.758566	131
168.908	6	1	p15.jpg	1	2.222823	131
180.228	6	1	p12.jpg	1	3.261472	131
191.18	6	5	p14.jpg	3	5.189123	131
200.678	6	5	p10.jpg	5	2.556469	131
212.353	6	1	p1.jpg	2	3.644719	131
224.391	6	1	p16.jpg	1	1.515815	131
232.436	6	1	p5.jpg	1	4.498254	131
3.1	6	1	c12.jpg	3	2.201014	132
11.9	6	5	c18.jpg	6	2.227347	132
21	6	5	c10.jpg	7	1.891915	132
30.8	6	1	c20.jpg	4	2.257969	132
41.4	6	5	c8.jpg	6	1.895309	132
52	6	1	c4.jpg	3	2.640299	132
61.1	6	5	c16.jpg	5	2.629407	132
69.5	6	1	c7.jpg	2	2.049596	132
79	6	1	c14.jpg	4	2.441987	132
91.1	6	1	c15.jpg	1	2.937066	132
102	6	5	c17.jpg	5	2.177308	132
112.9	6	1	c22.jpg	4	2.169916	132
121	6	1	c24.jpg	3	2.979686	132
132.3	6	5	c1.jpg	5	1.505549	132
142.5	6	5	c13.jpg	5	2.835811	132
153.8	6	5	c11.jpg	6	2.704484	132
161.9	6	5	c21.jpg	6	2.52315	132
173.9	6	5	c2.jpg	5	1.256022	132
182.7	6	1	c9.jpg	2	2.921479	132
191.1	6	1	c23.jpg	1	1.07918	132
200.9	6	1	c3.jpg	2	1.983077	132
212.6	6	5	c19.jpg	6	2.455767	132
224.3	6	1	c5.jpg	2	1.673587	132
234.5	6	5	c6.jpg	5	1.865982	132
3.023	6	5	c10.jpg	1	2.580443	134
13.267	6	5	c2.jpg	5	2.764148	134
23.849	6	1	c22.jpg	2	5.309006	134
31.905	6	5	c1.jpg	4	2.433845	134
43.941	6	5	c11.jpg	6	2.614943	134
53.072	6	5	c21.jpg	5	2.034089	134
64.741	6	1	c23.jpg	1	4.276695	134
76.054	6	5	c6.jpg	NA	NA	134
85.54	6	5	c18.jpg	6	1.741899	134
96.846	6	1	c20.jpg	4	5.149839	134
105.24	6	1	c15.jpg	4	2.278519	134
114.722	6	5	c19.jpg	4	3.942412	134
123.486	6	1	c24.jpg	1	2.612897	134
133.712	6	1	c3.jpg	2	3.097618	134
142.837	6	1	c7.jpg	2	1.075895	134
153.784	6	1	c14.jpg	4	2.554666	134
165.815	6	1	c5.jpg	1	3.51315	134
174.574	6	5	c8.jpg	5	2.379856	134
184.429	6	1	c12.jpg	2	2.745789	134
196.101	6	5	c17.jpg	3	4.772459	134
204.134	6	5	c16.jpg	3	1.966421	134
215.083	6	1	c9.jpg	2	2.267065	134
224.931	6	5	c13.jpg	2	1.29832	134
233.329	6	1	c4.jpg	3	2.571921	134
3	6	5	c20.jpg	3	3.515862	135
11.4	6	5	c15.jpg	6	2.194971	135
22	6	1	c17.jpg	5	2.258304	135
31.1	6	5	c12.jpg	2	2.325072	135
40.2	6	1	c18.jpg	5	1.849845	135
51.2	6	5	c22.jpg	3	2.716751	135
60.7	6	5	c3.jpg	5	2.588847	135
