onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
223.505	2.000	remember	0.447	updating	retprac	3	scene	face	object	target	scene	target	remember	38	5	43	115	267	43	223.497	8
228.338	2.000	remember	0.278	updating	restudy	3	face	object	scene	target	face	competitor	forget	39	5	68	20	68	120	228.322	19
232.921	2.000	forget	0.535	updating	retprac	1	scene	object	face	competitor	object	competitor	forget	40	5	91	139	291	143	232.913	12
238.087	2.000	remember	0.481	updating	restudy	2	object	scene	face	target	object	other	forget	41	5	140	92	192	244	238.075	14
245.920	2.000	remember	0.392	updating	restudy	2	object	scene	face	target	object	competitor	forget	42	5	138	90	190	242	245.904	15
253.286	2.000	forget	0.338	updating	retprac	3	object	face	scene	competitor	face	other	forget	43	5	17	65	165	17	253.265	5
258.235	2.000	forget	0.332	updating	retprac	2	scene	object	face	competitor	object	other	forget	44	5	89	137	289	141	258.223	6
264.585	2.000	forget	0.446	updating	retprac	2	face	object	scene	other	scene	target	remember	45	5	67	19	67	119	264.563	7
269.801	2.000	remember	0.398	updating	retprac	3	face	scene	object	target	face	competitor	forget	46	5	113	41	89	217	269.780	9
274.384	2.000	remember	0.311	updating	restudy	2	scene	object	face	target	scene	competitor	forget	47	5	90	138	290	142	274.376	20
279.200	2.000	remember	0.327	updating	restudy	2	object	face	scene	target	object	competitor	forget	48	5	18	66	166	18	279.186	16
284.183	2.000	forget	0.640	updating	retprac	3	object	face	scene	other	scene	other	forget	49	5	19	67	167	19	284.162	10
289.033	2.000	remember	0.286	updating	restudy	2	scene	face	object	target	scene	competitor	forget	50	5	44	116	268	44	289.014	18
294.482	2.000	forget	0.580	updating	retprac	2	object	scene	face	competitor	scene	competitor	forget	51	5	139	91	191	243	294.464	11
304.731	2.000	remember	0.555	updating	restudy	3	face	scene	object	target	face	other	forget	52	5	114	42	90	218	304.708	13
309.297	2.000	remember	0.540	updating	restudy	3	object	face	scene	target	object	target	remember	53	5	20	68	168	20	309.282	23
314.130	2.000	remember	0.331	updating	restudy	3	face	scene	object	target	face	competitor	forget	54	5	116	44	92	220	314.110	21
320.680	2.000	remember	0.334	updating	restudy	3	scene	object	face	target	scene	target	remember	55	5	92	140	292	144	320.670	24
328.113	2.000	remember	0.397	updating	retprac	2	scene	object	face	target	scene	competitor	forget	56	5	91	139	291	143	328.094	12
333.845	2.000	no response	n/a	updating	retprac	2	face	scene	object	no response	no response	target	remember	57	5	115	43	91	219	333.828	4
339.045	2.000	remember	0.368	updating	retprac	3	object	scene	face	target	object	competitor	forget	58	5	137	89	189	241	339.024	3
346.977	2.000	forget	0.531	updating	retprac	3	scene	object	face	competitor	object	other	forget	59	5	89	137	289	141	346.959	6
354.460	2.000	remember	0.361	updating	restudy	3	face	object	scene	target	face	competitor	forget	60	5	66	18	66	118	354.450	17
359.326	2.000	remember	0.838	updating	retprac	3	scene	face	object	target	scene	competitor	forget	61	5	41	113	265	41	359.305	1
364.659	2.000	remember	0.433	updating	restudy	3	object	face	scene	target	object	competitor	forget	62	5	18	66	166	18	364.648	16
369.426	2.000	forget	0.476	updating	retprac	3	object	scene	face	competitor	scene	competitor	forget	63	5	139	91	191	243	369.408	11
377.125	2.000	remember	0.271	updating	retprac	3	face	object	scene	target	face	target	remember	64	5	65	17	65	117	377.103	2
383.408	2.000	remember	0.316	updating	restudy	3	object	scene	face	target	object	competitor	forget	65	5	138	90	190	242	383.395	15
388.374	2.000	forget	0.494	updating	retprac	3	face	object	scene	other	scene	target	remember	66	5	67	19	67	119	388.368	7
393.707	2.000	remember	0.385	updating	restudy	3	scene	face	object	target	scene	no response	no response	67	5	42	114	266	42	393.689	22
398.856	2.000	remember	0.507	updating	restudy	3	object	scene	face	target	object	other	forget	68	5	140	92	192	244	398.842	14
407.022	2.000	remember	0.373	updating	restudy	3	scene	object	face	target	scene	competitor	forget	69	5	90	138	290	142	407.001	20
412.855	2.000	no response	n/a	updating	retprac	3	scene	object	face	no response	no response	competitor	forget	70	5	91	139	291	143	412.838	12
417.388	2.000	no response	n/a	updating	retprac	3	face	scene	object	no response	no response	target	remember	71	5	115	43	91	219	417.381	4
422.137	2.000	remember	0.161	updating	restudy	3	scene	face	object	target	scene	competitor	forget	72	5	44	116	268	44	422.128	18
