onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
278.323	2.000	remember	0.716	updating	restudy	3	scene	object	face	target	scene	other	forget	48	3	84	132	284	136	278.311	24
283.522	2.000	remember	0.540	updating	retprac	3	scene	face	object	target	scene	target	remember	49	3	35	107	259	35	283.515	10
288.188	2.000	remember	0.554	updating	retprac	2	scene	object	face	target	scene	target	remember	50	3	83	131	283	135	288.166	4
292.788	2.000	remember	0.651	updating	retprac	3	object	scene	face	target	object	other	forget	51	3	131	83	183	235	292.769	1
301.737	2.000	remember	0.397	updating	retprac	2	face	object	scene	target	face	target	remember	52	3	57	9	57	109	301.731	5
306.820	2.000	remember	0.274	updating	restudy	2	face	scene	object	target	face	target	remember	53	3	106	34	82	210	306.802	23
311.453	2.000	remember	0.609	updating	restudy	2	scene	object	face	target	scene	competitor	forget	54	3	82	130	282	134	311.434	19
317.102	2.000	remember	0.271	updating	restudy	3	face	object	scene	target	face	target	remember	55	3	58	10	58	110	317.093	22
322.335	2.000	remember	0.598	updating	retprac	3	face	scene	object	target	face	target	remember	56	3	107	35	83	211	322.318	9
327.002	2.000	remember	0.380	updating	restudy	2	scene	face	object	target	scene	target	remember	57	3	34	106	258	34	326.984	16
335.351	2.000	forget	0.511	updating	retprac	3	face	scene	object	competitor	scene	competitor	forget	58	3	105	33	81	209	335.335	2
340.534	2.000	remember	0.583	updating	retprac	3	object	face	scene	target	object	target	remember	59	3	11	59	159	11	340.515	8
345.266	2.000	remember	0.314	updating	retprac	3	face	object	scene	target	face	competitor	forget	60	3	59	11	59	111	345.249	3
354.666	2.000	remember	0.387	updating	restudy	3	object	face	scene	target	object	competitor	forget	61	3	10	58	158	10	354.655	13
363.165	2.000	remember	0.455	updating	restudy	3	object	scene	face	target	object	competitor	forget	62	3	130	82	182	234	363.152	20
367.965	2.000	remember	0.928	updating	retprac	3	scene	object	face	target	scene	target	remember	63	3	83	131	283	135	367.948	4
372.614	2.000	remember	0.382	updating	restudy	3	face	object	scene	target	face	target	remember	64	3	60	12	60	112	372.594	18
380.430	2.000	forget	0.462	updating	retprac	3	object	scene	face	other	face	other	forget	65	3	129	81	181	233	380.418	6
385.530	2.000	forget	0.458	updating	retprac	3	object	face	scene	other	scene	other	forget	66	3	9	57	157	9	385.513	11
392.012	2.000	remember	0.439	updating	restudy	3	face	scene	object	target	face	target	remember	67	3	106	34	82	210	391.995	23
399.128	2.000	remember	0.411	updating	restudy	3	object	face	scene	target	object	competitor	forget	68	3	12	60	160	12	399.120	14
404.628	2.000	remember	0.511	updating	retprac	3	face	object	scene	target	face	target	remember	69	3	57	9	57	109	404.620	5
413.394	2.000	remember	0.402	updating	restudy	3	scene	face	object	target	scene	target	remember	70	3	34	106	258	34	413.379	16
419.393	2.000	remember	0.529	updating	retprac	3	scene	object	face	target	scene	target	remember	71	3	81	129	281	133	419.375	12
427.709	2.000	remember	0.389	updating	restudy	3	scene	object	face	target	scene	competitor	forget	72	3	82	130	282	134	427.695	19
