onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
149.804	2.000	remember	0.382	updating	retprac	2	face	object	scene	target	face	target	remember	27	6	71	23	71	123	149.784	5
155.087	2.000	remember	0.347	updating	restudy	2	face	object	scene	target	face	other	forget	28	6	70	22	70	122	155.069	13
161.104	2.000	remember	0.627	updating	restudy	2	scene	object	face	target	scene	competitor	forget	29	6	94	142	294	146	161.086	24
166.636	2.000	remember	0.470	updating	restudy	1	object	scene	face	target	object	competitor	forget	30	6	144	96	196	248	166.610	15
171.337	2.000	remember	0.315	updating	restudy	1	face	scene	object	target	face	target	remember	31	6	118	46	94	222	171.318	18
177.069	2.000	forget	0.373	updating	retprac	2	scene	object	face	competitor	object	competitor	forget	32	6	95	143	295	147	177.043	1
183.668	2.000	remember	0.302	updating	restudy	1	scene	object	face	target	scene	target	remember	33	6	96	144	296	148	183.660	19
189.768	2.000	remember	0.234	updating	retprac	2	face	scene	object	target	face	target	remember	34	6	119	47	95	223	189.756	4
195.067	2.000	forget	0.302	updating	retprac	1	face	object	scene	competitor	object	target	remember	35	6	69	21	69	121	195.051	10
203.383	2.000	remember	0.258	updating	retprac	2	object	face	scene	target	object	target	remember	36	6	21	69	169	21	203.375	12
212.066	2.000	forget	0.399	updating	retprac	2	object	face	scene	competitor	face	competitor	forget	37	6	23	71	171	23	212.045	11
220.548	2.000	remember	0.325	updating	restudy	2	face	scene	object	target	face	target	remember	38	6	120	48	96	224	220.533	23
225.464	2.000	remember	0.712	updating	retprac	3	scene	face	object	target	scene	competitor	forget	39	6	45	117	269	45	225.451	6
230.081	2.000	remember	0.264	updating	restudy	3	face	object	scene	target	face	other	forget	40	6	70	22	70	122	230.066	13
234.947	2.000	remember	0.525	updating	retprac	2	object	scene	face	target	object	competitor	forget	41	6	141	93	193	245	234.928	9
239.497	2.000	remember	0.272	updating	restudy	2	object	face	scene	target	object	competitor	forget	42	6	22	70	170	22	239.483	14
244.779	2.000	remember	0.597	updating	retprac	2	scene	face	object	target	scene	other	forget	43	6	47	119	271	47	244.759	8
254.829	2.000	remember	0.379	updating	restudy	2	object	scene	face	target	object	other	forget	44	6	142	94	194	246	254.816	21
260.111	2.000	remember	0.344	updating	restudy	3	face	object	scene	target	face	target	remember	45	6	72	24	72	124	260.091	20
265.494	2.000	remember	0.329	updating	restudy	3	scene	object	face	target	scene	competitor	forget	46	6	94	142	294	146	265.483	24
270.661	2.000	remember	0.611	updating	retprac	2	object	scene	face	target	object	target	remember	47	6	143	95	195	247	270.646	3
275.543	2.000	remember	0.344	updating	retprac	3	face	object	scene	target	face	target	remember	48	6	71	23	71	123	275.530	5
280.693	2.000	remember	0.322	updating	restudy	2	face	scene	object	target	face	target	remember	49	6	118	46	94	222	280.686	18
285.642	2.000	remember	0.300	updating	retprac	2	face	scene	object	target	face	target	remember	50	6	117	45	93	221	285.623	2
291.475	2.000	forget	0.395	updating	retprac	3	scene	object	face	competitor	object	competitor	forget	51	6	95	143	295	147	291.460	1
300.224	2.000	remember	0.366	updating	restudy	2	object	scene	face	target	object	competitor	forget	52	6	144	96	196	248	300.203	15
307.057	2.000	remember	0.077	updating	retprac	3	scene	object	face	target	scene	target	remember	53	6	93	141	293	145	307.049	7
313.323	2.000	remember	0.459	updating	restudy	3	scene	face	object	target	scene	other	forget	54	6	48	120	272	48	313.308	22
318.656	2.000	remember	0.327	updating	restudy	3	scene	face	object	target	scene	target	remember	55	6	46	118	270	46	318.641	17
323.839	2.000	remember	0.431	updating	retprac	2	face	object	scene	target	face	target	remember	56	6	69	21	69	121	323.829	10
334.238	2.000	forget	0.791	updating	retprac	3	object	scene	face	other	face	competitor	forget	57	6	141	93	193	245	334.225	9
338.954	2.000	remember	0.347	updating	retprac	3	scene	face	object	target	scene	other	forget	58	6	47	119	271	47	338.938	8
343.954	2.000	remember	0.323	updating	restudy	2	scene	object	face	target	scene	target	remember	59	6	96	144	296	148	343.934	19
349.487	2.000	remember	0.454	updating	restudy	3	object	scene	face	target	object	other	forget	60	6	142	94	194	246	349.464	21
355.003	2.000	no response	n/a	updating	restudy	3	object	face	scene	no response	no response	competitor	forget	61	6	24	72	172	24	354.985	16
365.235	2.000	forget	0.449	updating	retprac	3	object	face	scene	other	scene	competitor	forget	62	6	23	71	171	23	365.219	11
370.701	2.000	remember	0.311	updating	restudy	3	object	face	scene	target	object	competitor	forget	63	6	22	70	170	22	370.692	14
375.551	2.000	remember	0.389	updating	retprac	3	face	scene	object	target	face	target	remember	64	6	119	47	95	223	375.529	4
381.351	2.000	remember	0.278	updating	retprac	3	face	scene	object	target	face	target	remember	65	6	117	45	93	221	381.329	2
386.183	2.000	remember	0.277	updating	retprac	3	object	face	scene	target	object	target	remember	66	6	21	69	169	21	386.174	12
395.133	2.000	remember	0.279	updating	restudy	3	face	scene	object	target	face	target	remember	67	6	118	46	94	222	395.115	18
403.015	2.000	remember	0.284	updating	restudy	3	face	scene	object	target	face	target	remember	68	6	120	48	96	224	402.999	23
407.681	2.000	remember	0.314	updating	retprac	3	object	scene	face	target	object	target	remember	69	6	143	95	195	247	407.667	3
412.864	2.000	remember	0.283	updating	restudy	3	scene	object	face	target	scene	target	remember	70	6	96	144	296	148	412.854	19
419.014	2.000	forget	0.253	updating	retprac	3	face	object	scene	competitor	object	target	remember	71	6	69	21	69	121	419.000	10
427.830	2.000	remember	0.277	updating	restudy	3	object	scene	face	target	object	competitor	forget	72	6	144	96	196	248	427.820	15
