onset	duration	trial_type	response_time	task_type	update_cond	repetition	cate_c	cate_b	cate_o	response_type	response	subs_response	subs_score	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	item_position
238.311	2.000	remember	0.369	updating	restudy	2	scene	face	object	target	scene	competitor	forget	41	2	32	104	256	32	238.299	18
246.061	2.000	forget	0.515	updating	retprac	1	face	scene	object	other	object	target	remember	42	2	103	31	79	207	246.047	10
251.060	2.000	remember	0.283	updating	restudy	1	face	scene	object	target	face	other	forget	43	2	102	30	78	206	251.046	15
255.893	2.000	remember	0.506	updating	restudy	3	scene	face	object	target	scene	competitor	forget	44	2	30	102	254	30	255.872	17
260.759	2.000	remember	0.416	updating	restudy	3	object	scene	face	target	object	competitor	forget	45	2	128	80	180	232	260.744	19
265.559	2.000	forget	0.432	updating	retprac	2	scene	object	face	other	face	other	forget	46	2	77	125	277	129	265.548	1
274.141	2.000	remember	0.250	updating	restudy	3	scene	object	face	target	scene	other	forget	47	2	80	128	280	132	274.120	24
279.008	2.000	remember	0.327	updating	restudy	2	object	face	scene	target	object	competitor	forget	48	2	8	56	156	8	279.000	22
284.491	2.000	remember	0.468	updating	retprac	3	object	face	scene	target	object	competitor	forget	49	2	7	55	155	7	284.469	11
289.973	2.000	remember	0.497	updating	restudy	2	scene	object	face	target	scene	other	forget	50	2	78	126	278	130	289.954	21
294.640	2.000	remember	0.479	updating	restudy	2	face	object	scene	target	face	target	remember	51	2	54	6	54	106	294.625	14
299.839	2.000	remember	0.503	updating	restudy	3	object	face	scene	target	object	other	forget	52	2	6	54	154	6	299.829	13
308.289	2.000	remember	0.454	updating	restudy	3	face	object	scene	target	face	other	forget	53	2	56	8	56	108	308.267	20
313.555	2.000	remember	0.827	updating	retprac	3	face	scene	object	target	face	competitor	forget	54	2	101	29	77	205	313.549	5
318.404	2.000	forget	0.689	updating	retprac	2	object	face	scene	competitor	face	target	remember	55	2	5	53	153	5	318.389	2
326.887	2.000	forget	0.478	updating	retprac	3	scene	object	face	other	face	other	forget	56	2	79	127	279	131	326.866	6
333.353	2.000	remember	0.612	updating	retprac	2	face	scene	object	target	face	target	remember	57	2	103	31	79	207	333.347	10
338.602	2.000	remember	0.371	updating	restudy	2	face	scene	object	target	face	other	forget	58	2	102	30	78	206	338.588	15
343.719	2.000	forget	0.830	updating	retprac	3	face	object	scene	other	scene	competitor	forget	59	2	55	7	55	107	343.712	4
353.984	2.000	remember	0.380	updating	retprac	3	scene	face	object	target	scene	other	forget	60	2	31	103	255	31	353.974	3
358.667	2.000	remember	0.553	updating	retprac	3	face	object	scene	target	face	competitor	forget	61	2	53	5	53	105	358.658	9
363.717	2.000	remember	0.527	updating	retprac	3	scene	face	object	target	scene	competitor	forget	62	2	29	101	253	29	363.703	12
369.166	2.000	forget	0.518	updating	retprac	3	object	scene	face	other	face	no response	no response	63	2	125	77	177	229	369.155	7
377.816	2.000	remember	0.389	updating	restudy	3	scene	face	object	target	scene	competitor	forget	64	2	32	104	256	32	377.798	18
387.415	2.000	remember	0.661	updating	restudy	3	object	scene	face	target	object	other	forget	65	2	126	78	178	230	387.402	23
391.998	2.000	remember	0.478	updating	restudy	3	scene	object	face	target	scene	other	forget	66	2	78	126	278	130	391.987	21
397.964	2.000	remember	0.407	updating	restudy	3	object	face	scene	target	object	competitor	forget	67	2	8	56	156	8	397.953	22
402.830	2.000	forget	0.589	updating	retprac	3	object	face	scene	competitor	face	target	remember	68	2	5	53	153	5	402.824	2
408.746	2.000	forget	0.761	updating	retprac	3	scene	object	face	other	face	other	forget	69	2	77	125	277	129	408.735	1
413.396	2.000	remember	0.447	updating	retprac	3	face	scene	object	target	face	target	remember	70	2	103	31	79	207	413.389	10
419.495	2.000	remember	0.340	updating	restudy	3	face	object	scene	target	face	target	remember	71	2	54	6	54	106	419.473	14
426.295	2.000	remember	0.500	updating	restudy	3	face	scene	object	target	face	other	forget	72	2	102	30	78	206	426.279	15
