onset	duration	event_type	trial_type
376.859	n/a	S  5	stimulus
377.396	n/a	S  2	response
378.892	n/a	S 11	n/a
380.942	n/a	S  6	stimulus
381.748	n/a	S  1	response
382.975	n/a	S  6	stimulus
383.7	n/a	S  3	response
385.025	n/a	S  6	stimulus
385.804	n/a	S  3	response
387.275	n/a	S 11	n/a
389.008	n/a	S  8	stimulus
389.596	n/a	S  1	response
391.041	n/a	S  8	stimulus
391.588	n/a	S  1	response
392.775	n/a	S  8	stimulus
393.524	n/a	S  2	response
394.608	n/a	S  8	stimulus
395.22	n/a	S  2	response
396.341	n/a	S 11	n/a
398.574	n/a	S 11	n/a
399.508	n/a	S  6	stimulus
400.412	n/a	S  3	response
401.541	n/a	S  6	stimulus
402.284	n/a	S  1	response
403.574	n/a	S  6	stimulus
404.372	n/a	S  1	response
405.508	n/a	S  6	stimulus
406.188	n/a	S  1	response
407.641	n/a	S 11	n/a
409.591	n/a	S  8	stimulus
410.308	n/a	S  3	response
411.741	n/a	S  8	stimulus
412.252	n/a	S  3	response
413.874	n/a	S  8	stimulus
414.46	n/a	S  1	response
416.107	n/a	S 11	n/a
418.14	n/a	S 11	n/a
419.074	n/a	S  7	stimulus
419.651	n/a	S  1	response
420.807	n/a	S  7	stimulus
421.531	n/a	S  2	response
422.74	n/a	S  7	stimulus
423.467	n/a	S  3	response
424.774	n/a	S  7	stimulus
425.251	n/a	S  1	response
426.807	n/a	S 11	n/a
428.74	n/a	S  8	stimulus
429.371	n/a	S  1	response
430.673	n/a	S  8	stimulus
431.283	n/a	S  2	response
432.607	n/a	S  8	stimulus
433.083	n/a	S  2	response
434.657	n/a	S 11	n/a
436.39	n/a	S  7	stimulus
436.827	n/a	S  2	response
438.323	n/a	S  7	stimulus
438.899	n/a	S  3	response
440.256	n/a	S  7	stimulus
440.811	n/a	S  1	response
442.19	n/a	S 11	n/a
444.123	n/a	S  8	stimulus
444.819	n/a	S  3	response
446.256	n/a	S  8	stimulus
446.787	n/a	S  3	response
448.09	n/a	S  8	stimulus
448.643	n/a	S  1	response
450.023	n/a	S  8	stimulus
450.515	n/a	S  1	response
452.073	n/a	S 11	n/a
454.123	n/a	S 10	n/a
464.139	n/a	S  8	stimulus
464.907	n/a	S  2	response
466.172	n/a	S  8	stimulus
466.699	n/a	S  2	response
468.005	n/a	S  8	stimulus
468.563	n/a	S  3	response
469.839	n/a	S  8	stimulus
470.315	n/a	S  3	response
471.872	n/a	S 11	n/a
473.905	n/a	S 11	n/a
474.855	n/a	S  7	stimulus
475.659	n/a	S  2	response
476.789	n/a	S  7	stimulus
477.635	n/a	S  3	response
478.822	n/a	S  7	stimulus
479.323	n/a	S  1	response
480.955	n/a	S 11	n/a
482.688	n/a	S  5	stimulus
483.395	n/a	S  2	response
484.838	n/a	S  5	stimulus
485.483	n/a	S  3	response
486.872	n/a	S  5	stimulus
487.571	n/a	S  3	response
488.805	n/a	S 11	n/a
490.838	n/a	S  6	stimulus
491.707	n/a	S  1	response
493.088	n/a	S  6	stimulus
493.987	n/a	S  2	response
495.021	n/a	S  6	stimulus
495.859	n/a	S  2	response
497.255	n/a	S 11	n/a
499.488	n/a	S  8	stimulus
500.267	n/a	S  1	response
501.421	n/a	S  8	stimulus
501.891	n/a	S  1	response
503.554	n/a	S  8	stimulus
504.099	n/a	S  2	response
505.488	n/a	S 11	n/a
507.521	n/a	S 11	n/a
508.471	n/a	S  5	stimulus
509.178	n/a	S  1	response
510.704	n/a	S  5	stimulus
511.354	n/a	S  1	response
512.837	n/a	S  5	stimulus
513.498	n/a	S  2	response
514.871	n/a	S 11	n/a
517.104	n/a	S  7	stimulus
517.634	n/a	S  2	response
519.037	n/a	S  7	stimulus
519.73	n/a	S  3	response
520.77	n/a	S  7	stimulus
521.354	n/a	S  1	response
522.904	n/a	S 11	n/a
525.137	n/a	S  6	stimulus
525.866	n/a	S  3	response
527.27	n/a	S  6	stimulus
528.338	n/a	S  2	response
529.003	n/a	S  6	stimulus
529.93	n/a	S  3	response
530.837	n/a	S  6	stimulus
532.042	n/a	S  3	response
532.87	n/a	S 11	n/a
534.82	n/a	S  5	stimulus
535.578	n/a	S  2	response
536.753	n/a	S  5	stimulus
537.378	n/a	S  3	response
538.803	n/a	S  5	stimulus
539.49	n/a	S  3	response
540.736	n/a	S  5	stimulus
541.522	n/a	S  1	response
542.486	n/a	S 11	n/a
544.32	n/a	S  8	stimulus
544.866	n/a	S  2	response
546.07	n/a	S  8	stimulus
546.634	n/a	S  3	response
548.003	n/a	S  8	stimulus
548.594	n/a	S  3	response
550.236	n/a	S  8	stimulus
551.018	n/a	S  1	response
552.469	n/a	S 11	n/a
554.503	n/a	S 10	n/a
564.519	n/a	S  7	stimulus
565.202	n/a	S  2	response
566.252	n/a	S  7	stimulus
566.722	n/a	S  3	response
568.286	n/a	S  7	stimulus
568.722	n/a	S  1	response
570.419	n/a	S 11	n/a
572.352	n/a	S 11	n/a
573.286	n/a	S  6	stimulus
574.002	n/a	S  3	response
575.119	n/a	S  6	stimulus
575.866	n/a	S  3	response
577.052	n/a	S  6	stimulus
578.018	n/a	S  1	response
579.185	n/a	S  6	stimulus
580.042	n/a	S  1	response
581.418	n/a	S 11	n/a
583.352	n/a	S  5	stimulus
584.01	n/a	S  1	response
585.302	n/a	S  5	stimulus
586.138	n/a	S  2	response
587.535	n/a	S  5	stimulus
588.498	n/a	S  2	response
589.568	n/a	S  5	stimulus
590.29	n/a	S  3	response
591.501	n/a	S 11	n/a
593.635	n/a	S  8	stimulus
594.233	n/a	S  1	response
595.668	n/a	S  8	stimulus
596.265	n/a	S  2	response
597.901	n/a	S  8	stimulus
598.609	n/a	S  2	response
599.934	n/a	S  8	stimulus
600.537	n/a	S  3	response
601.984	n/a	S 11	n/a
604.218	n/a	S  6	stimulus
604.905	n/a	S  1	response
606.268	n/a	S  6	stimulus
606.953	n/a	S  1	response
608.318	n/a	S  6	stimulus
609.113	n/a	S  2	response
610.251	n/a	S  6	stimulus
611.145	n/a	S  2	response
612.084	n/a	S 11	n/a
614.117	n/a	S 11	n/a
615.051	n/a	S  5	stimulus
615.753	n/a	S  3	response
616.784	n/a	S  5	stimulus
617.385	n/a	S  1	response
618.717	n/a	S  5	stimulus
619.377	n/a	S  1	response
620.467	n/a	S 11	n/a
622.4	n/a	S  6	stimulus
623.401	n/a	S  2	response
624.234	n/a	S  6	stimulus
625.049	n/a	S  2	response
625.967	n/a	S  6	stimulus
626.897	n/a	S  3	response
628.017	n/a	S  6	stimulus
629.249	n/a	S  3	response
630.067	n/a	S 11	n/a
632.017	n/a	S  5	stimulus
632.937	n/a	S  2	response
633.85	n/a	S  5	stimulus
634.521	n/a	S  2	response
635.783	n/a	S  5	stimulus
636.417	n/a	S  3	response
637.533	n/a	S 11	n/a
639.466	n/a	S  7	stimulus
640.145	n/a	S  2	response
641.4	n/a	S  7	stimulus
642.153	n/a	S  3	response
643.133	n/a	S  7	stimulus
643.681	n/a	S  1	response
645.066	n/a	S 11	n/a
647.2	n/a	S  8	stimulus
647.817	n/a	S  3	response
649.233	n/a	S  8	stimulus
649.809	n/a	S  1	response
651.266	n/a	S  8	stimulus
651.857	n/a	S  1	response
653.316	n/a	S  8	stimulus
653.873	n/a	S  2	response
655.449	n/a	S 11	n/a
657.183	n/a	S 10	n/a
699.316	n/a	S 12	n/a
711.314	n/a	S  7	stimulus
711.912	n/a	S  1	response
713.247	n/a	S  7	stimulus
713.696	n/a	S  2	response
715.281	n/a	S  7	stimulus
715.72	n/a	S  3	response
717.514	n/a	S  7	stimulus
717.888	n/a	S  1	response
719.447	n/a	S 11	n/a
721.38	n/a	S 11	n/a
722.33	n/a	S  6	stimulus
723.024	n/a	S  3	response
724.164	n/a	S  6	stimulus
725.184	n/a	S  3	response
726.214	n/a	S  6	stimulus
726.912	n/a	S  3	response
728.447	n/a	S 11	n/a
730.48	n/a	S  5	stimulus
731.112	n/a	S  1	response
732.513	n/a	S  5	stimulus
733.088	n/a	S  1	response
734.747	n/a	S  5	stimulus
735.496	n/a	S  2	response
736.797	n/a	S  5	stimulus
737.488	n/a	S  2	response
738.947	n/a	S 11	n/a
740.88	n/a	S  8	stimulus
741.736	n/a	S  1	response
743.03	n/a	S  8	stimulus
743.736	n/a	S  1	response
744.863	n/a	S  8	stimulus
745.44	n/a	S  2	response
746.996	n/a	S 11	n/a
749.246	n/a	S  6	stimulus
750.04	n/a	S  3	response
751.079	n/a	S  6	stimulus
751.856	n/a	S  1	response
752.813	n/a	S  6	stimulus
753.456	n/a	S  1	response
754.763	n/a	S  6	stimulus
755.296	n/a	S  1	response
756.696	n/a	S 11	n/a
758.629	n/a	S 11	n/a
759.563	n/a	S  5	stimulus
760.424	n/a	S  3	response
761.596	n/a	S  5	stimulus
762.2	n/a	S  3	response
763.629	n/a	S  5	stimulus
764.256	n/a	S  1	response
765.562	n/a	S  5	stimulus
766.216	n/a	S  1	response
767.312	n/a	S 11	n/a
769.162	n/a	S  7	stimulus
770.239	n/a	S  2	response
771.212	n/a	S  7	stimulus
771.671	n/a	S  3	response
772.945	n/a	S  7	stimulus
773.375	n/a	S  1	response
774.779	n/a	S  7	stimulus
775.215	n/a	S  2	response
776.812	n/a	S 11	n/a
778.762	n/a	S  5	stimulus
779.807	n/a	S  2	response
780.495	n/a	S  5	stimulus
781.215	n/a	S  2	response
782.245	n/a	S  5	stimulus
783.047	n/a	S  3	response
784.178	n/a	S 11	n/a
785.912	n/a	S  6	stimulus
786.615	n/a	S  1	response
787.945	n/a	S  6	stimulus
788.671	n/a	S  2	response
789.878	n/a	S  6	stimulus
790.543	n/a	S  2	response
791.611	n/a	S 11	n/a
793.545	n/a	S  7	stimulus
794.223	n/a	S  3	response
795.495	n/a	S  7	stimulus
796.127	n/a	S  1	response
797.228	n/a	S  7	stimulus
797.823	n/a	S  2	response
799.261	n/a	S  7	stimulus
799.679	n/a	S  3	response
801.294	n/a	S 11	n/a
803.528	n/a	S 10	n/a
813.544	n/a	S  7	stimulus
814.047	n/a	S  1	response
815.594	n/a	S  7	stimulus
816.023	n/a	S  2	response
817.627	n/a	S  7	stimulus
818.143	n/a	S  3	response
819.861	n/a	S 11	n/a
821.594	n/a	S  8	stimulus
822.191	n/a	S  2	response
823.344	n/a	S  8	stimulus
823.791	n/a	S  3	response
825.277	n/a	S  8	stimulus
825.855	n/a	S  3	response
827.31	n/a	S  8	stimulus
827.855	n/a	S  1	response
829.044	n/a	S 11	n/a
830.993	n/a	S  5	stimulus
831.879	n/a	S  3	response
833.127	n/a	S  5	stimulus
833.735	n/a	S  1	response
835.36	n/a	S  5	stimulus
836.127	n/a	S  1	response
837.393	n/a	S  5	stimulus
838.239	n/a	S  2	response
839.327	n/a	S 11	n/a
841.36	n/a	S  7	stimulus
842.039	n/a	S  1	response
843.493	n/a	S  7	stimulus
844.063	n/a	S  2	response
845.443	n/a	S  7	stimulus
846.031	n/a	S  3	response
847.676	n/a	S  7	stimulus
848.151	n/a	S  1	response
849.51	n/a	S 11	n/a
851.543	n/a	S  5	stimulus
852.271	n/a	S  2	response
853.576	n/a	S  5	stimulus
854.527	n/a	S  3	response
855.509	n/a	S  5	stimulus
856.111	n/a	S  3	response
857.643	n/a	S  5	stimulus
858.302	n/a	S  1	response
859.593	n/a	S 11	n/a
861.426	n/a	S  6	stimulus
862.254	n/a	S  3	response
863.459	n/a	S  6	stimulus
864.31	n/a	S  2	response
865.292	n/a	S  6	stimulus
866.166	n/a	S  3	response
867.526	n/a	S 11	n/a
869.359	n/a	S  8	stimulus
870.07	n/a	S  1	response
871.492	n/a	S  8	stimulus
872.286	n/a	S  2	response
873.225	n/a	S  8	stimulus
873.774	n/a	S  2	response
875.259	n/a	S  8	stimulus
875.862	n/a	S  3	response
877.192	n/a	S 11	n/a
879.125	n/a	S  7	stimulus
879.83	n/a	S  2	response
880.858	n/a	S  7	stimulus
881.414	n/a	S  3	response
883.092	n/a	S  7	stimulus
883.742	n/a	S  1	response
885.125	n/a	S  7	stimulus
885.734	n/a	S  2	response
887.058	n/a	S 11	n/a
888.992	n/a	S  8	stimulus
890.006	n/a	S  3	response
891.125	n/a	S  8	stimulus
891.678	n/a	S  1	response
892.858	n/a	S  8	stimulus
893.462	n/a	S  1	response
894.691	n/a	S 11	n/a
896.425	n/a	S 10	n/a
906.441	n/a	S  7	stimulus
907.086	n/a	S  3	response
908.474	n/a	S  7	stimulus
908.95	n/a	S  1	response
910.208	n/a	S  7	stimulus
910.71	n/a	S  2	response
912.141	n/a	S 11	n/a
913.874	n/a	S 11	n/a
914.807	n/a	S  5	stimulus
915.438	n/a	S  1	response
916.957	n/a	S  5	stimulus
917.686	n/a	S  2	response
919.091	n/a	S  5	stimulus
919.638	n/a	S  2	response
921.124	n/a	S  5	stimulus
921.758	n/a	S  3	response
922.957	n/a	S 11	n/a
924.707	n/a	S  7	stimulus
925.326	n/a	S  3	response
926.64	n/a	S  7	stimulus
927.134	n/a	S  1	response
928.374	n/a	S  7	stimulus
928.918	n/a	S  2	response
930.307	n/a	S 11	n/a
932.34	n/a	S 11	n/a
933.273	n/a	S  6	stimulus
934.038	n/a	S  3	response
935.507	n/a	S  6	stimulus
936.102	n/a	S  3	response
937.64	n/a	S  6	stimulus
938.286	n/a	S  3	response
939.473	n/a	S  6	stimulus
940.214	n/a	S  1	response
941.406	n/a	S 11	n/a
943.34	n/a	S  5	stimulus
943.974	n/a	S  3	response
945.373	n/a	S  5	stimulus
945.941	n/a	S  1	response
947.306	n/a	S  5	stimulus
948.037	n/a	S  1	response
949.14	n/a	S 11	n/a
950.873	n/a	S  7	stimulus
951.405	n/a	S  3	response
952.606	n/a	S  7	stimulus
953.133	n/a	S  1	response
954.439	n/a	S  7	stimulus
955.077	n/a	S  2	response
956.273	n/a	S 11	n/a
958.306	n/a	S  8	stimulus
959.501	n/a	S  2	response
960.239	n/a	S  8	stimulus
960.789	n/a	S  2	response
962.489	n/a	S  8	stimulus
963.093	n/a	S  3	response
964.539	n/a	S  8	stimulus
965.045	n/a	S  3	response
966.472	n/a	S 11	n/a
968.306	n/a	S  5	stimulus
968.973	n/a	S  2	response
970.039	n/a	S  5	stimulus
970.765	n/a	S  2	response
971.789	n/a	S  5	stimulus
972.573	n/a	S  3	response
973.822	n/a	S 11	n/a
975.755	n/a	S  8	stimulus
976.533	n/a	S  1	response
977.705	n/a	S  8	stimulus
978.501	n/a	S  1	response
979.639	n/a	S  8	stimulus
980.165	n/a	S  2	response
981.488	n/a	S  8	stimulus
982.069	n/a	S  2	response
983.622	n/a	S 11	n/a
985.572	n/a	S 10	n/a
1027.723	n/a	S 12	n/a
1059.186	n/a	S  8	stimulus
1060.524	n/a	S  1	response
1061.119	n/a	S  8	stimulus
1061.7	n/a	S  1	response
1063.152	n/a	S  8	stimulus
1063.708	n/a	S  2	response
1064.886	n/a	S  8	stimulus
1065.468	n/a	S  2	response
1066.919	n/a	S 11	n/a
1069.152	n/a	S 11	n/a
1070.103	n/a	S  7	stimulus
1070.612	n/a	S  1	response
1072.235	n/a	S  7	stimulus
1072.748	n/a	S  2	response
1074.169	n/a	S  7	stimulus
1074.828	n/a	S  3	response
1076.102	n/a	S 11	n/a
1078.035	n/a	S  6	stimulus
1078.9	n/a	S  3	response
1079.969	n/a	S  6	stimulus
1080.652	n/a	S  3	response
1081.802	n/a	S  6	stimulus
1082.34	n/a	S  3	response
1083.735	n/a	S  6	stimulus
1084.516	n/a	S  3	response
1085.668	n/a	S 11	n/a
1087.602	n/a	S  7	stimulus
1088.132	n/a	S  1	response
1089.635	n/a	S  7	stimulus
1090.196	n/a	S  2	response
1091.868	n/a	S  7	stimulus
1092.316	n/a	S  3	response
1094.101	n/a	S  7	stimulus
1094.604	n/a	S  1	response
1096.351	n/a	S 11	n/a
1098.085	n/a	S  6	stimulus
1098.62	n/a	S  2	response
1100.018	n/a	S  6	stimulus
1100.908	n/a	S  1	response
1102.151	n/a	S  6	stimulus
1102.708	n/a	S  1	response
1104.284	n/a	S 11	n/a
1106.334	n/a	S 11	n/a
1107.285	n/a	S  5	stimulus
1107.9	n/a	S  1	response
1109.518	n/a	S  5	stimulus
1110.292	n/a	S  1	response
1111.467	n/a	S  5	stimulus
1112.836	n/a	S  2	response
1113.501	n/a	S 11	n/a
1115.451	n/a	S  6	stimulus
1116.26	n/a	S  1	response
1117.284	n/a	S  6	stimulus
1118.028	n/a	S  2	response
1119.217	n/a	S  6	stimulus
1119.876	n/a	S  2	response
1121.351	n/a	S 11	n/a
1123.284	n/a	S  5	stimulus
1123.875	n/a	S  2	response
1125.417	n/a	S  5	stimulus
1126.267	n/a	S  3	response
1127.65	n/a	S  5	stimulus
1128.291	n/a	S  3	response
1129.684	n/a	S  5	stimulus
1130.331	n/a	S  1	response
1131.717	n/a	S 11	n/a
1133.45	n/a	S  8	stimulus
1134.163	n/a	S  3	response
1135.383	n/a	S  8	stimulus
1135.947	n/a	S  3	response
1137.417	n/a	S  8	stimulus
1138.067	n/a	S  1	response
1139.15	n/a	S 11	n/a
1141.283	n/a	S 10	n/a
1151.3	n/a	S  7	stimulus
1151.843	n/a	S  2	response
1153.033	n/a	S  7	stimulus
1153.539	n/a	S  3	response
1154.866	n/a	S  7	stimulus
1155.363	n/a	S  1	response
1156.816	n/a	S 11	n/a
1158.549	n/a	S 11	n/a
1159.483	n/a	S  6	stimulus
1160.251	n/a	S  3	response
1161.316	n/a	S  6	stimulus
1162.075	n/a	S  2	response
1163.366	n/a	S  6	stimulus
1164.339	n/a	S  3	response
1165.316	n/a	S  6	stimulus
1166.035	n/a	S  3	response
1167.249	n/a	S 11	n/a
1169.182	n/a	S  5	stimulus
1169.987	n/a	S  1	response
1171.232	n/a	S  5	stimulus
1171.987	n/a	S  2	response
1173.182	n/a	S  5	stimulus
1173.819	n/a	S  2	response
1175.215	n/a	S 11	n/a
1177.149	n/a	S  8	stimulus
1177.883	n/a	S  1	response
1179.282	n/a	S  8	stimulus
1180.035	n/a	S  2	response
1181.315	n/a	S  8	stimulus
1182.491	n/a	S  2	response
1183.148	n/a	S  8	stimulus
1183.779	n/a	S  3	response
1185.182	n/a	S 11	n/a
1187.315	n/a	S  7	stimulus
1187.899	n/a	S  2	response
1189.348	n/a	S  7	stimulus
1189.939	n/a	S  3	response
1191.582	n/a	S  7	stimulus
1192.435	n/a	S  1	response
1193.615	n/a	S  7	stimulus
1194.027	n/a	S  2	response
1195.648	n/a	S 11	n/a
1197.581	n/a	S 11	n/a
1198.515	n/a	S  5	stimulus
1199.187	n/a	S  3	response
1200.548	n/a	S  5	stimulus
1201.403	n/a	S  3	response
1202.681	n/a	S  5	stimulus
1203.235	n/a	S  1	response
1204.514	n/a	S 11	n/a
1206.348	n/a	S  6	stimulus
1207.131	n/a	S  3	response
1208.398	n/a	S  6	stimulus
1209.042	n/a	S  3	response
1210.531	n/a	S  6	stimulus
1211.202	n/a	S  2	response
1212.464	n/a	S 11	n/a
1214.397	n/a	S  7	stimulus
1215.042	n/a	S  3	response
1216.531	n/a	S  7	stimulus
1216.994	n/a	S  1	response
1218.464	n/a	S  7	stimulus
1219.098	n/a	S  2	response
1220.514	n/a	S  7	stimulus
1221.05	n/a	S  3	response
1222.747	n/a	S 11	n/a
1224.68	n/a	S  6	stimulus
1225.626	n/a	S  1	response
1226.614	n/a	S  6	stimulus
1227.202	n/a	S  1	response
1228.847	n/a	S  6	stimulus
1229.482	n/a	S  1	response
1230.78	n/a	S  6	stimulus
1231.61	n/a	S  2	response
1233.013	n/a	S 11	n/a
1233.898	n/a	S  3	response
1235.163	n/a	S  7	stimulus
1235.754	n/a	S  1	response
1237.197	n/a	S  7	stimulus
1237.658	n/a	S  2	response
1239.03	n/a	S  7	stimulus
1239.69	n/a	S  3	response
1240.763	n/a	S 11	n/a
1242.996	n/a	S 10	n/a
1253.013	n/a	S  5	stimulus
1253.53	n/a	S  1	response
1255.146	n/a	S  5	stimulus
