onset	duration	trial_type	timestamp_lsl	marker	response_accuracy	difficulty_range	outcome	istutorial	dropped_samples	marker_stream
198.120204	0.004000	dropped_samples	3124.997127	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
198.383896	0.012000	dropped_samples	3125.260820	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
201.900595	0.000000	6_0_6_9	3128.777518	6.0-6.9	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
206.952348	6.000000	6.0-6.9	3133.829272	6.0-6.9 Wrong	0	6.0-6.9	Wrong	false	n/a	arithmetic-Markers
211.850843	0.004000	dropped_samples	3138.727766	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
212.114386	0.004000	dropped_samples	3138.991309	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
212.519688	0.004000	dropped_samples	3139.396612	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
213.460414	0.000000	6_0_6_9	3140.337337	6.0-6.9	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
216.888370	6.000000	6.0-6.9	3143.765294	6.0-6.9 Wrong	0	6.0-6.9	Wrong	false	n/a	arithmetic-Markers
221.015810	0.004000	dropped_samples	3147.892733	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
223.397877	0.000000	6_0_6_9	3150.274800	6.0-6.9	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
225.171107	0.012000	dropped_samples	3152.048031	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
225.459226	0.004000	dropped_samples	3152.336150	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
226.928188	6.000000	6.0-6.9	3153.805111	6.0-6.9 Wrong	0	6.0-6.9	Wrong	false	n/a	arithmetic-Markers
233.440220	0.000000	0_6_1_5	3160.317143	0.6-1.5	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
234.360630	0.004000	dropped_samples	3161.237554	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
234.704860	6.000000	0.6-1.5	3161.581783	0.6-1.5 Correct	1	0.6-1.5	Correct	false	n/a	arithmetic-Markers
241.204413	0.000000	3_3_4_2	3168.081337	3.3-4.2	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
242.320575	6.000000	3.3-4.2	3169.197498	3.3-4.2 Wrong	0	3.3-4.2	Wrong	false	n/a	arithmetic-Markers
248.305983	0.004000	dropped_samples	3175.182906	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
248.847651	0.000000	2_4_3_3	3175.724574	2.4-3.3	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
249.880167	6.000000	2.4-3.3	3176.757091	2.4-3.3 Correct	1	2.4-3.3	Correct	false	n/a	arithmetic-Markers
250.322469	0.004000	dropped_samples	3177.199393	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
252.124247	0.004000	dropped_samples	3179.001170	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
253.564655	0.012000	dropped_samples	3180.441578	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
254.331338	0.016000	dropped_samples	3181.208262	Dropped 4 samples	n/a	n/a	n/a	n/a	4	UoHDataOffsetStream
254.619368	0.004000	dropped_samples	3181.496292	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
255.244397	0.012000	dropped_samples	3182.121320	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
256.382256	0.000000	5_1_6_0	3183.259179	5.1-6.0	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
256.753184	0.004000	dropped_samples	3183.630108	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
257.427083	0.004000	dropped_samples	3184.304006	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
260.640508	6.000000	5.1-6.0	3187.517432	5.1-6.0 Wrong	0	5.1-6.0	Wrong	false	n/a	arithmetic-Markers
261.196491	0.024000	dropped_samples	3188.073415	Dropped 6 samples	n/a	n/a	n/a	n/a	6	UoHDataOffsetStream
261.792226	0.004000	dropped_samples	3188.669149	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
262.920223	0.004000	dropped_samples	3189.797147	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
267.135628	0.000000	6_0_6_9	3194.012552	6.0-6.9	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
267.890885	0.004000	dropped_samples	3194.767808	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
268.528040	6.000000	6.0-6.9	3195.404964	6.0-6.9 Wrong	0	6.0-6.9	Wrong	false	n/a	arithmetic-Markers
270.000298	0.004000	dropped_samples	3196.877221	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
270.625263	0.004000	dropped_samples	3197.502186	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
272.788317	0.004000	dropped_samples	3199.665240	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
273.120410	0.004000	dropped_samples	3199.997333	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
275.040890	0.000000	0_6_1_5	3201.917814	0.6-1.5	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
276.160561	6.000000	0.6-1.5	3203.037484	0.6-1.5 Correct	1	0.6-1.5	Correct	false	n/a	arithmetic-Markers
282.668416	0.000000	2_4_3_3	3209.545340	2.4-3.3	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
284.592240	6.000000	2.4-3.3	3211.469163	2.4-3.3 Wrong	0	2.4-3.3	Wrong	false	n/a	arithmetic-Markers
291.116631	0.000000	4_2_5_1	3217.993554	4.2-5.1	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
294.832196	6.000000	4.2-5.1	3221.709120	4.2-5.1 Wrong	0	4.2-5.1	Wrong	false	n/a	arithmetic-Markers
297.505231	0.004000	dropped_samples	3224.382154	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
301.332594	0.000000	4_2_5_1	3228.209518	4.2-5.1	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
302.808256	6.000000	4.2-5.1	3229.685180	4.2-5.1 Wrong	0	4.2-5.1	Wrong	false	n/a	arithmetic-Markers
309.327901	0.000000	6_0_6_9	3236.204824	6.0-6.9	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
311.045285	0.004000	dropped_samples	3237.922209	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
312.224252	6.000000	6.0-6.9	3239.101176	6.0-6.9 Wrong	0	6.0-6.9	Wrong	false	n/a	arithmetic-Markers
315.698600	0.004000	dropped_samples	3242.575524	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
316.611721	0.012000	dropped_samples	3243.488644	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
316.851156	0.012000	dropped_samples	3243.728079	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
318.652678	0.004000	dropped_samples	3245.529602	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
318.720833	0.000000	5_1_6_0	3245.597757	5.1-6.0	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
323.144160	6.000000	5.1-6.0	3250.021083	5.1-6.0 Wrong	0	5.1-6.0	Wrong	false	n/a	arithmetic-Markers
325.037990	0.004000	dropped_samples	3251.914913	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
325.083390	0.016000	dropped_samples	3251.960313	Dropped 4 samples	n/a	n/a	n/a	n/a	4	UoHDataOffsetStream
326.860772	0.008000	dropped_samples	3253.737695	Dropped 2 samples	n/a	n/a	n/a	n/a	2	UoHDataOffsetStream
329.655825	0.000000	4_2_5_1	3256.532749	4.2-5.1	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
331.487787	6.000000	4.2-5.1	3258.364710	4.2-5.1 Correct	1	4.2-5.1	Correct	false	n/a	arithmetic-Markers
334.180059	0.004000	dropped_samples	3261.056983	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
337.980585	0.000000	6_0_6_9	3264.857508	6.0-6.9	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
340.996474	0.004000	dropped_samples	3267.873397	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
341.720621	6.000000	6.0-6.9	3268.597544	6.0-6.9 Wrong	0	6.0-6.9	Wrong	false	n/a	arithmetic-Markers
345.581697	0.004000	dropped_samples	3272.458620	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
347.739684	0.004000	dropped_samples	3274.616607	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
348.220484	0.000000	6_0_6_9	3275.097408	6.0-6.9	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
350.640439	6.000000	6.0-6.9	3277.517362	6.0-6.9 Wrong	0	6.0-6.9	Wrong	false	n/a	arithmetic-Markers
351.533650	0.004000	dropped_samples	3278.410573	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
353.618617	0.004000	dropped_samples	3280.495540	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
354.917495	0.012000	dropped_samples	3281.794419	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
355.781707	0.004000	dropped_samples	3282.658631	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
357.135894	0.000000	5_1_6_0	3284.012817	5.1-6.0	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
359.215835	6.000000	5.1-6.0	3286.092759	5.1-6.0 Correct	1	5.1-6.0	Correct	false	n/a	arithmetic-Markers
363.628430	0.004000	dropped_samples	3290.505353	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
364.897918	0.004000	dropped_samples	3291.774841	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
365.731798	0.000000	5_1_6_0	3292.608722	5.1-6.0	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
366.050359	0.004000	dropped_samples	3292.927282	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
368.512220	6.000000	5.1-6.0	3295.389144	5.1-6.0 Wrong	0	5.1-6.0	Wrong	false	n/a	arithmetic-Markers
368.955579	0.004000	dropped_samples	3295.832502	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
371.714367	0.012000	dropped_samples	3298.591291	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
372.363888	0.004000	dropped_samples	3299.240811	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
375.017263	0.000000	5_1_6_0	3301.894186	5.1-6.0	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
376.973146	0.004000	dropped_samples	3303.850069	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
378.816831	6.000000	5.1-6.0	3305.693754	5.1-6.0 Wrong	0	5.1-6.0	Wrong	false	n/a	arithmetic-Markers
379.585424	0.004000	dropped_samples	3306.462348	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
380.933110	0.008000	dropped_samples	3307.810033	Dropped 2 samples	n/a	n/a	n/a	n/a	2	UoHDataOffsetStream
381.821786	0.004000	dropped_samples	3308.698710	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
383.765223	0.004000	dropped_samples	3310.642147	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
385.324712	0.000000	3_3_4_2	3312.201635	3.3-4.2	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
386.309107	0.004000	dropped_samples	3313.186030	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
387.496217	6.000000	3.3-4.2	3314.373140	3.3-4.2 Correct	1	3.3-4.2	Correct	false	n/a	arithmetic-Markers
390.557174	0.004000	dropped_samples	3317.434098	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
392.261230	0.012000	dropped_samples	3319.138153	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
394.000068	0.000000	4_2_5_1	3320.876991	4.2-5.1	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
395.992195	6.000000	4.2-5.1	3322.869118	4.2-5.1 Correct	1	4.2-5.1	Correct	false	n/a	arithmetic-Markers
397.441920	0.004000	dropped_samples	3324.318844	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
399.077666	0.004000	dropped_samples	3325.954590	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
402.026916	0.004000	dropped_samples	3328.903840	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
402.496783	0.000000	4_2_5_1	3329.373707	4.2-5.1	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
403.467335	0.008000	dropped_samples	3330.344259	Dropped 2 samples	n/a	n/a	n/a	n/a	2	UoHDataOffsetStream
404.719989	6.000000	4.2-5.1	3331.596912	4.2-5.1 Correct	1	4.2-5.1	Correct	false	n/a	arithmetic-Markers
404.907759	0.012000	dropped_samples	3331.784682	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
407.764218	0.004000	dropped_samples	3334.641142	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
411.234429	0.000000	1_5_2_4	3338.111352	1.5-2.4	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
412.407803	6.000000	1.5-2.4	3339.284726	1.5-2.4 Correct	1	1.5-2.4	Correct	false	n/a	arithmetic-Markers
415.230023	0.004000	dropped_samples	3342.106947	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
416.045579	0.040000	dropped_samples	3342.922502	Dropped 10 samples	n/a	n/a	n/a	n/a	10	UoHDataOffsetStream
417.989031	0.004000	dropped_samples	3344.865955	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
418.906688	0.000000	2_4_3_3	3345.783611	2.4-3.3	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
419.800022	6.000000	2.4-3.3	3346.676945	2.4-3.3 Correct	1	2.4-3.3	Correct	false	n/a	arithmetic-Markers
420.811236	0.004000	dropped_samples	3347.688159	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
426.292150	0.000000	3_3_4_2	3353.169074	3.3-4.2	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
427.583851	6.000000	3.3-4.2	3354.460774	3.3-4.2 Correct	1	3.3-4.2	Correct	false	n/a	arithmetic-Markers
429.546764	0.004000	dropped_samples	3356.423688	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
431.900245	0.004000	dropped_samples	3358.777168	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
434.088445	0.000000	0_6_1_5	3360.965369	0.6-1.5	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
435.224367	6.000000	0.6-1.5	3362.101290	0.6-1.5 Correct	1	0.6-1.5	Correct	false	n/a	arithmetic-Markers
436.363146	0.004000	dropped_samples	3363.240069	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
437.515470	0.004000	dropped_samples	3364.392393	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
438.678999	0.004000	dropped_samples	3365.555922	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
438.711789	0.012000	dropped_samples	3365.588712	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
441.744591	0.000000	1_5_2_4	3368.621514	1.5-2.4	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
442.704397	6.000000	1.5-2.4	3369.581320	1.5-2.4 Correct	1	1.5-2.4	Correct	false	n/a	arithmetic-Markers
444.761642	0.004000	dropped_samples	3371.638566	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
446.778208	0.004000	dropped_samples	3373.655131	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
449.034122	0.004000	dropped_samples	3375.911046	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
449.221465	0.000000	1_5_2_4	3376.098388	1.5-2.4	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
450.192320	6.000000	1.5-2.4	3377.069244	1.5-2.4 Correct	1	1.5-2.4	Correct	false	n/a	arithmetic-Markers
450.713813	0.004000	dropped_samples	3377.590736	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
454.747039	0.004000	dropped_samples	3381.623963	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
456.693637	0.000000	2_4_3_3	3383.570560	2.4-3.3	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
457.100479	0.004000	dropped_samples	3383.977402	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
459.883698	0.004000	dropped_samples	3386.760622	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
460.144200	6.000000	2.4-3.3	3387.021123	2.4-3.3 Wrong	0	2.4-3.3	Wrong	false	n/a	arithmetic-Markers
460.455026	0.004000	dropped_samples	3387.331949	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
464.922825	0.004000	dropped_samples	3391.799749	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
